energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.45479196,0.05246943,0.10286135,1.18339618,0.43096092,1.65656514,0.00000000,0.90264053,0.39618187
-5.99399700,2.45181397,0.05265557,0.10230661,1.18111565,0.43420642,1.65845331,0.00000000,0.90776561,0.39627559
-5.98799400,2.45034657,0.05282498,0.10203413,1.18052916,0.43752011,1.66119312,0.00000000,0.91411881,0.39647990
-5.98199100,2.45047774,0.05299514,0.10203853,1.18154711,0.44089441,1.66479900,0.00000000,0.92165864,0.39683991
-5.97598799,2.45226597,0.05318015,0.10231549,1.18404488,0.44433076,1.66926362,0.00000000,0.93030752,0.39739104
-5.96998499,2.45571973,0.05339000,0.10286135,1.18785760,0.44783601,1.67454437,0.00000000,0.93994530,0.39815521
-5.96398199,2.46077761,0.05363004,0.10367256,1.19277538,0.45141827,1.68055036,0.00000000,0.95040385,0.39913743
-5.95797899,2.46729064,0.05390076,0.10474495,1.19854009,0.45508253,1.68713106,0.00000000,0.96146360,0.40032308
-5.95197599,2.47500838,0.05419774,0.10607291,1.20484399,0.45882647,1.69406763,0.00000000,0.97285231,0.40167593
-5.94597299,2.48357007,0.05451191,0.10764859,1.21133089,0.46263656,1.70106779,0.00000000,0.98424658,0.40313725
-5.93996998,2.49250175,0.05483008,0.10946105,1.21760005,0.46648501,1.70776497,0.00000000,0.99527632,0.40462608
-5.93396698,2.50122005,0.05513557,0.11149568,1.22321312,0.47032746,1.71372201,0.00000000,1.00553212,0.40604070
-5.92796398,2.50904290,0.05540915,0.11373363,1.22770399,0.47410195,1.71843972,0.00000000,1.01457547,0.40726129
-5.92196098,2.51520682,0.05562997,0.11615154,1.23059126,0.47772897,1.72137000,0.00000000,1.02195151,0.40815374
-5.91595798,2.51889022,0.05577670,0.11872148,1.23139297,0.48111279,1.72193298,0.00000000,1.02720369,0.40857445
-5.90995498,2.51924161,0.05582852,0.12141109,1.22964284,0.48414388,1.71953753,0.00000000,1.02988970,0.40837585
-5.90395198,2.51541136,0.05576616,0.12418401,1.22490732,0.48670244,1.71360407,0.00000000,1.02959807,0.40741240
-5.89794897,2.50658530,0.05557285,0.12700046,1.21680257,0.48866266,1.70358846,0.00000000,1.02596428,0.40554687
-5.89194597,2.49201851,0.05523504,0.12981799,1.20501049,0.48989756,1.68900579,0.00000000,1.01868591,0.40265643
-5.88594297,2.47106741,0.05474304,0.13259240,1.18929284,0.49028413,1.66945280,0.00000000,1.00753570,0.39863829
-5.87993997,2.44321846,0.05409139,0.13527864,1.16950287,0.48970841,1.64462758,0.00000000,0.99237207,0.39341468
-5.87393697,2.40811200,0.05327905,0.13783184,1.14559360,0.48807026,1.61434566,0.00000000,0.97314643,0.38693682
-5.86793397,2.36555994,0.05230936,0.14020816,1.11762243,0.48528751,1.57855154,0.00000000,0.94990686,0.37918774
-5.86193097,2.31555642,0.05118985,0.14236576,1.08575173,0.48129936,1.53732501,0.00000000,0.92279804,0.37018381
-5.85592796,2.25828109,0.04993184,0.14426542,1.05024543,0.47606870,1.49088213,0.00000000,0.89205747,0.35997483
-5.84992496,2.19409475,0.04854990,0.14587125,1.01146168,0.46958345,1.43957057,0.00000000,0.85800812,0.34864292
-5.84392196,2.12352786,0.04706123,0.14715109,0.96984207,0.46185669,1.38385994,0.00000000,0.82104790,0.33630001
-5.83791896,2.04726255,0.04548496,0.14807686,0.92589773,0.45292583,1.32432732,0.00000000,0.78163661,0.32308427
-5.83191596,1.96610923,0.04384146,0.14862470,0.88019330,0.44285068,1.26163900,0.00000000,0.74028092,0.30915558
-5.82591296,1.88097896,0.04215157,0.14877509,0.83332913,0.43171078,1.19652918,0.00000000,0.69751820,0.29469032
-5.81990995,1.79285307,0.04043601,0.14851275,0.78592286,0.41960211,1.12977685,0.00000000,0.65389984,0.27987568
-5.81390695,1.70275153,0.03871474,0.14782664,0.73859089,0.40663332,1.06218177,0.00000000,0.60997495,0.26490378
-5.80790395,1.61170136,0.03700645,0.14670978,0.69193070,0.39292187,0.99454062,0.00000000,0.56627503,0.24996583
-5.80190095,1.52070660,0.03532817,0.14515916,0.64650446,0.37859010,0.92762448,0.00000000,0.52330010,0.23524655
-5.79589795,1.43072090,0.03369494,0.14317569,0.60282471,0.36376167,0.86215818,0.00000000,0.48150699,0.22091912
-5.78989495,1.34262374,0.03211961,0.14076409,0.56134229,0.34855825,0.79880257,0.00000000,0.44129989,0.20714069
