energy_ev,total_up,Ca_p_up,Ca_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.60380190,1.45784387,0.00441604,0.00000000,0.43538727,0.92562706,0.00129940,0.23320630,0.00663054,0.31117336
-5.59779890,1.49084459,0.00470253,0.00000000,0.43407894,0.94226806,0.00149141,0.23139515,0.00734258,0.32822808
-5.59179590,1.53368759,0.00504592,0.00000000,0.43480988,0.96422084,0.00172728,0.23037917,0.00816327,0.34875905
-5.58579290,1.58610424,0.00544540,0.00000000,0.43742376,0.99126652,0.00200920,0.23007294,0.00909711,0.37278792
-5.57978989,1.64774687,0.00589980,0.00000000,0.44178497,1.02312280,0.00233932,0.23038052,0.01014786,0.40032000
-5.57378689,1.71817857,0.00640744,0.00000000,0.44777691,1.05944365,0.00271956,0.23119844,0.01131807,0.43133415
-5.56778389,1.79686178,0.00696605,0.00000000,0.45529930,1.09981863,0.00315150,0.23241860,0.01260873,0.46577227
-5.56178089,1.88314654,0.00757256,0.00000000,0.46426448,1.14377202,0.00363612,0.23393086,0.01401882,0.50352891
-5.55577789,1.97625909,0.00822307,0.00000000,0.47459277,1.19076213,0.00417369,0.23562531,0.01554494,0.54444146
-5.54977489,2.07529194,0.00891270,0.00000000,0.48620718,1.24018118,0.00476358,0.23739417,0.01718095,0.58828157
-5.54377189,2.17919662,0.00963556,0.00000000,0.49902751,1.29135628,0.00540409,0.23913324,0.01891773,0.63474833
-5.53776888,2.28678020,0.01038471,0.00000000,0.51296429,1.34355207,0.00609230,0.24074302,0.02074293,0.68346367
-5.53176588,2.39670664,0.01115221,0.00000000,0.52791281,1.39597547,0.00682403,0.24212953,0.02264094,0.73397056
-5.52576288,2.50750395,0.01192914,0.00000000,0.54374758,1.44778294,0.00759371,0.24320481,0.02459288,0.78573416
-5.51975988,2.61757774,0.01270574,0.00000000,0.56031759,1.49809066,0.00839443,0.24388741,0.02657673,0.83814629
-5.51375688,2.72523161,0.01347156,0.00000000,0.57744266,1.54598757,0.00921795,0.24410269,0.02856768,0.89053326
-5.50775388,2.82869430,0.01421561,0.00000000,0.59491131,1.59055136,0.01005483,0.24378329,0.03053847,0.94216694
-5.50175088,2.92615309,0.01492665,0.00000000,0.61248014,1.63086703,0.01089455,0.24286949,0.03246001,0.99227892
-5.49574787,3.01579275,0.01559338,0.00000000,0.62987512,1.66604749,0.01172581,0.24130990,0.03430199,1.04007728
-5.48974487,3.09583878,0.01620474,0.00000000,0.64679470,1.69525569,0.01253675,0.23906206,0.03603363,1.08476560
-5.48374187,3.16460330,0.01675019,0.00000000,0.66291478,1.71772719,0.01331529,0.23609327,0.03762454,1.12556331
-5.47773887,3.22053191,0.01722000,0.00000000,0.67789538,1.73279243,0.01404952,0.23238141,0.03904553,1.16172694
-5.47173587,3.26224950,0.01760548,0.00000000,0.69138880,1.73989749,0.01472802,0.22791574,0.04026950,1.19257113
-5.46573287,3.28860295,0.01789926,0.00000000,0.70304894,1.73862253,0.01534033,0.22269763,0.04127229,1.21748889
-5.45972986,3.29869883,0.01809549,0.00000000,0.71254153,1.72869686,0.01587726,0.21674106,0.04203341,1.23597002
-5.45372686,3.29193429,0.01819001,0.00000000,0.71955457,1.71000981,0.01633126,0.21007292,0.04253674,1.24761704
-5.44772386,3.26801960,0.01818045,0.00000000,0.72380882,1.68261685,0.01669672,0.20273295,0.04277103,1.25215794
-5.44172086,3.22699113,0.01806636,0.00000000,0.72506766,1.64674051,0.01697019,0.19477331,0.04273036,1.24945520
-5.43571786,3.16921427,0.01784916,0.00000000,0.72314597,1.60276600,0.01715054,0.18625777,0.04241427,1.23951068
-5.42971486,3.09537576,0.01753216,0.00000000,0.71791757,1.55123148,0.01723901,0.17726049,0.04182785,1.22246616
-5.42371186,3.00646581,0.01712042,0.00000000,0.70932089,1.49281361,0.01723921,0.16786445,0.04098158,1.19859947
-5.41770885,2.90375078,0.01662064,0.00000000,0.69736262,1.42830864,0.01715697,0.15815954,0.03989096,1.16831643
-5.41170585,2.78873738,0.01604093,0.00000000,0.68211913,1.35861011,0.01700012,0.14824041,0.03857609,1.13213895
-5.40570285,2.66313007,0.01539065,0.00000000,0.66373566,1.28468393,0.01677820,0.13820416,0.03706097,1.09068969
-5.39969985,2.52878328,0.01468012,0.00000000,0.64242318,1.20754196,0.01650206,0.12814800,0.03537281,1.04467404
-5.39369685,2.38765059,0.01392033,0.00000000,0.61845327,1.12821508,0.01618348,0.11816684,0.03354118,0.99486012
-5.38769385,2.24173270,0.01312273,0.00000000,0.59215105,1.04772692,0.01583462,0.10835115,0.03159714,0.94205760
-5.38169085,2.09302647,0.01229890,0.00000000,0.56388663,0.96706909,0.01546762,0.09878492,0.02957241,0.88709614
-5.37568784,1.94347660,0.01146029,0.00000000,0.53406536,0.88717899,0.01509407,0.08954397,0.02749845,0.83080445
-5.36968484,1.79493193,0.01061801,0.00000000,0.50311733,0.80892058,0.01472458,0.08069458,0.02540575,0.77399039
-5.36368184,1.64910754,0.00978258,0.00000000,0.47148662,0.73306899,0.01436841,0.07229251,0.02332306,0.71742315
-5.35767884,1.50755370,0.00896378,0.00000000,0.43962054,0.66029900,0.01403312,0.06438242,0.02127683,0.66181783
-5.35167584,1.37163253,0.00817045,0.00000000,0.40795951,0.59117773,0.01372431,0.05699765,0.01929073,0.60782282
-5.34567284,1.24250248,0.00741043,0.00000000,0.37692768,0.52616127,0.01344553,0.05016039,0.01738527,0.55601043
-5.33966983,1.12111055,0.00669046,0.00000000,0.34692472,0.46559528,0.01319817,0.04388220,0.01557765,0.50687063
-5.33366683,1.00819208,0.00601616,0.00000000,0.31831891,0.40971886,0.01298155,0.03816475,0.01388160,0.46080804
-5.32766383,0.90427715,0.00539201,0.00000000,0.29144171,0.35867148,0.01279303,0.03300087,0.01230747,0.41814187
-5.32166083,0.80970283,0.00482138,0.00000000,0.26658379,0.31250224,0.01262828,0.02837565,0.01086232,0.37910861
-5.31565783,0.72463019,0.00430661,0.00000000,0.24399250,0.27118097,0.01248152,0.02426778,0.00955017,0.34386693
-5.30965483,0.64906486,0.00384906,0.00000000,0.22387072,0.23461039,0.01234593,0.02065078,0.00837226,0.31250449
-5.30365183,0.58287991,0.00344920,0.00000000,0.20637685,0.20263903,0.01221402,0.01749435,0.00732745,0.28504610
-5.29764882,0.52583999,0.00310670,0.00000000,0.19162589,0.17507399,0.01207803,0.01476561,0.00641248,0.26146265
-5.29164582,0.47762554,0.00282056,0.00000000,0.17969120,0.15169349,0.01193034,0.01243022,0.00562244,0.24168054
-5.28564282,0.43785612,0.00258918,0.00000000,0.17060697,0.13225845,0.01176385,0.01045341,0.00495110,0.22559090
-5.27963982,0.40611218,0.00241045,0.00000000,0.16437101,0.11652310,0.01157233,0.00880093,0.00439127,0.21305846
-5.27363682,0.38195448,0.00228187,0.00000000,0.16094775,0.10424413,0.01135071,0.00743969,0.00393512,0.20392962
-5.26763382,0.36494085,0.00220061,0.00000000,0.16027135,0.09518848,0.01109526,0.00633847,0.00357447,0.19803957
-5.26163082,0.35464002,0.00216358,0.00000000,0.16224878,0.08913961,0.01080381,0.00546827,0.00330105,0.19521823
-5.25562781,0.35064229,0.00216748,0.00000000,0.16676279,0.08590215,0.01047576,0.00480271,0.00310672,0.19529509
-5.24962481,0.35256740,0.00220889,0.00000000,0.17367481,0.08530526,0.01011210,0.00431817,0.00298364,0.19810275
-5.24362181,0.36006937,0.00228426,0.00000000,0.18282775,0.08720443,0.00971537,0.00399392,0.00292439,0.20347944
-5.23761881,0.37283892,0.00239000,0.00000000,0.19404869,0.09148217,0.00928947,0.00381211,0.00292212,0.21127047
-5.23161581,0.39060365,0.00252247,0.00000000,0.20715162,0.09804756,0.00883952,0.00375774,0.00297060,0.22132877
-5.22561281,0.41312630,0.00267805,0.00000000,0.22194018,0.10683480,0.00837161,0.00381850,0.00306427,0.23351484
-5.21960980,0.44020163,0.00285316,0.00000000,0.23821048,0.11780100,0.00789253,0.00398470,0.00319831,0.24769604
-5.21360680,0.47165213,0.00304427,0.00000000,0.25575411,0.13092333,0.00740954,0.00424903,0.00336865,0.26374558
-5.20760380,0.50732311,0.00324797,0.00000000,0.27436117,0.14619560,0.00693009,0.00460642,0.00357199,0.28154128
-5.20160080,0.54707733,0.00346099,0.00000000,0.29382362,0.16362465,0.00646153,0.00505387,0.00380575,0.30096431
-5.19559780,0.59078966,0.00368027,0.00000000,0.31393856,0.18322639,0.00601094,0.00559022,0.00406812,0.32189792
-5.18959480,0.63834195,0.00390293,0.00000000,0.33451179,0.20502194,0.00558485,0.00621603,0.00435802,0.34422646
-5.18359180,0.68961842,0.00412639,0.00000000,0.35536124,0.22903379,0.00518914,0.00693340,0.00467500,0.36783461
-5.17758879,0.74450175,0.00434839,0.00000000,0.37632044,0.25528226,0.00482889,0.00774584,0.00501925,0.39260697
-5.17158579,0.80287016,0.00456701,0.00000000,0.39724188,0.28378237,0.00450828,0.00865811,0.00539151,0.41842807
-5.16558279,0.86459553,0.00478074,0.00000000,0.41800016,0.31454114,0.00423060,0.00967612,0.00579295,0.44518289
-5.15957979,0.92954272,0.00498847,0.00000000,0.43849488,0.34755560,0.00399819,0.01080682,0.00622507,0.47275778
-5.15357679,0.99757017,0.00518961,0.00000000,0.45865319,0.38281139,0.00381252,0.01205807,0.00668958,0.50104198
-5.14757379,1.06853171,0.00538400,0.00000000,0.47843194,0.42028215,0.00367424,0.01343850,0.00718822,0.52992955
-5.14157079,1.14227960,0.00557202,0.00000000,0.49781936,0.45992956,0.00358327,0.01495746,0.00772262,0.55932172
-5.13556778,1.21866847,0.00575456,0.00000000,0.51683617,0.50170403,0.00353891,0.01662478,0.00829413,0.58912967
-5.12956478,1.29755999,0.00593300,0.00000000,0.53553608,0.54554599,0.00353998,0.01845069,0.00890361,0.61927744
-5.12356178,1.37882798,0.00610923,0.00000000,0.55400560,0.59138748,0.00358493,0.02044555,0.00955130,0.64970491
-5.11755878,1.46236327,0.00628559,0.00000000,0.57236304,0.63915392,0.00367195,0.02261967,0.01023661,0.68037074
-5.11155578,1.54807801,0.00646489,0.00000000,0.59075664,0.68876587,0.00379913,0.02498294,0.01095802,0.71125475
-5.10555278,1.63590875,0.00665026,0.00000000,0.60936170,0.74014035,0.00396452,0.02754456,0.01171293,0.74235977
-5.09954977,1.72581770,0.00684518,0.00000000,0.62837661,0.79319157,0.00416625,0.03031260,0.01249760,0.77371254
-5.09354677,1.81779164,0.00705334,0.00000000,0.64801785,0.84783087,0.00440257,0.03329353,0.01330710,0.80536339
-5.08754377,1.91183798,0.00727855,0.00000000,0.66851359,0.90396544,0.00467192,0.03649174,0.01413533,0.83738445
-5.08154077,2.00797762,0.00752461,0.00000000,0.69009627,0.96149590,0.00497292,0.03990895,0.01497502,0.86986634
-5.07553777,2.10623448,0.00779523,0.00000000,0.71299394,1.02031257,0.00530436,0.04354367,0.01581792,0.90291296
-5.06953477,2.20662169,0.00809382,0.00000000,0.73742054,1.08029045,0.00566517,0.04739053,0.01665485,0.93663469
-5.06353177,2.30912470,0.00842340,0.00000000,0.76356542,1.14128310,0.00605438,0.05143981,0.01747595,0.97113980
-5.05752876,2.41368206,0.00878638,0.00000000,0.79158230,1.20311572,0.00647097,0.05567682,0.01827090,1.00652445
-5.05152576,2.52016441,0.00918448,0.00000000,0.82157801,1.26557771,0.00691383,0.06008151,0.01902912,1.04286167
-5.04552276,2.62835296,0.00961851,0.00000000,0.85360159,1.32841526,0.00738161,0.06462812,0.01974011,1.08018957
-5.03951976,2.73791858,0.01008825,0.00000000,0.88763409,1.39132449,0.00787259,0.06928503,0.02039364,1.11849964
-5.03351676,2.84840296,0.01059235,0.00000000,0.92357985,1.45394580,0.00838457,0.07401474,0.02098011,1.15772548
-5.02751376,2.95920317,0.01112825,0.00000000,0.96125951,1.51585986,0.00891477,0.07877416,0.02149072,1.19773297
-5.02151076,3.06956114,0.01169206,0.00000000,1.00040562,1.57658601,0.00945969,0.08351502,0.02191776,1.23831226
-5.01550775,3.17855919,0.01227862,0.00000000,1.04066106,1.63558335,0.01001505,0.08818463,0.02225477,1.27917250
-5.00950475,3.28512269,0.01288147,0.00000000,1.08158083,1.69225510,0.01057578,0.09272684,0.02249672,1.31993973
-5.00350175,3.38803068,0.01349297,0.00000000,1.12263736,1.74595623,0.01113596,0.09708324,0.02264012,1.36015843
-4.99749875,3.48593454,0.01410440,0.00000000,1.16322950,1.79600456,0.01168890,0.10119457,0.02268307,1.39929701
-4.99149575,3.57738487,0.01470618,0.00000000,1.20269508,1.84169505,0.01222718,0.10500232,0.02262530,1.43675729
-4.98549275,3.66086581,0.01528803,0.00000000,1.24032680,1.88231706,0.01274283,0.10845035,0.02246812,1.47188794
-4.97948974,3.73483597,0.01583931,0.00000000,1.27539092,1.91717382,0.01322745,0.11148664,0.02221438,1.50400146
-4.97348674,3.79777434,0.01634924,0.00000000,1.30714830,1.94560361,0.01367247,0.11406501,0.02186835,1.53239408
-4.96748374,3.84822951,0.01680728,0.00000000,1.33487681,1.96700159,0.01406936,0.11614663,0.02143558,1.55636807
-4.96148074,3.88487004,0.01720342,0.00000000,1.35789437,1.98084146,0.01440991,0.11770144,0.02092274,1.57525527
-4.95547774,3.90653383,0.01752850,0.00000000,1.37558160,1.98669587,0.01468650,0.11870928,0.02033746,1.58844106
-4.94947474,3.91227406,0.01777452,0.00000000,1.38740311,1.98425459,0.01489243,0.11916067,0.01968810,1.59538754
-4.94347174,3.90139960,0.01793492,0.00000000,1.39292651,1.97333961,0.01502211,0.11905725,0.01898362,1.59565497
-4.93746873,3.87350787,0.01800477,0.00000000,1.39183825,1.95391620,0.01507140,0.11841177,0.01823330,1.58892038
-4.93146573,3.82850850,0.01798098,0.00000000,1.38395557,1.92609962,0.01503775,0.11724773,0.01744666,1.57499250
-4.92546273,3.76663658,0.01786240,0.00000000,1.36923404,1.89015667,0.01492040,0.11559857,0.01663318,1.55382229
-4.91945973,3.68845477,0.01764986,0.00000000,1.34777031,1.84650239,0.01472051,0.11350644,0.01580220,1.52550854
-4.91345673,3.59484411,0.01734613,0.00000000,1.31979994,1.79569159,0.01444116,0.11102077,0.01496278,1.49029833
-4.90745373,3.48698400,0.01695585,0.00000000,1.28569055,1.73840593,0.01408743,0.10819641,0.01412352,1.44858227
-4.90145073,3.36632224,0.01648538,0.00000000,1.24593043,1.67543686,0.01366625,0.10509178,0.01329253,1.40088482
-4.89544772,3.23453663,0.01594257,0.00000000,1.20111340,1.60766540,0.01318635,0.10176677,0.01247726,1.34785019
-4.88944472,3.09348993,0.01533652,0.00000000,1.15192044,1.53603963,0.01265805,0.09828077,0.01168449,1.29022451
-4.88344172,2.94518038,0.01467729,0.00000000,1.09909911,1.46155103,0.01209307,0.09469073,0.01092026,1.22883506
-4.87743872,2.79168994,0.01397559,0.00000000,1.04344160,1.38521059,0.01150427,0.09104948,0.01018985,1.16456767
-4.87143572,2.63513275,0.01324247,0.00000000,0.98576239,1.30802597,0.01090538,0.08740424,0.00949777,1.09834322
-4.86543272,2.47760597,0.01248903,0.00000000,0.92687654,1.23098062,0.01031074,0.08379554,0.00884776,1.03109432
-4.85942971,2.32114480,0.01172611,0.00000000,0.86757934,1.15501557,0.00973502,0.08025642,0.00824281,0.96374305
-4.85342671,2.16768367,0.01096405,0.00000000,0.80862824,1.08101479,0.00919289,0.07681211,0.00768522,0.89718077
-4.84742371,2.01902447,0.01021247,0.00000000,0.75072744,1.00979434,0.00869880,0.07348000,0.00717662,0.83225044
-4.84142071,1.87681278,0.00948008,0.00000000,0.69451573,0.94209557,0.00826671,0.07027007,0.00671803,0.76973221
-4.83541771,1.74252227,0.00877459,0.00000000,0.64055773,0.87858235,0.00790983,0.06718552,0.00630995,0.71033238
-4.82941471,1.61744699,0.00810258,0.00000000,0.58933850,0.81984194,0.00764041,0.06422379,0.00595236,0.65467582
-4.82341171,1.50270091,0.00746953,0.00000000,0.54126153,0.76638904,0.00746956,0.06137766,0.00564484,0.60330189
-4.81740870,1.39922360,0.00687975,0.00000000,0.49664958,0.71867226,0.00740700,0.05863657,0.00538658,0.55666331
-4.81140570,1.30779067,0.00633650,0.00000000,0.45574819,0.67708233,0.00746094,0.05598788,0.00517646,0.51512777
-4.80540270,1.22902746,0.00584201,0.00000000,0.41873113,0.64196087,0.00763789,0.05341817,0.00501303,0.47898156
-4.79939970,1.16342431,0.00539759,0.00000000,0.38570733,0.61360918,0.00794248,0.05091443,0.00489462,0.44843470
-4.79339670,1.11135191,0.00500375,0.00000000,0.35672874,0.59229578,0.00837736,0.04846505,0.00481926,0.42362691
-4.78739370,1.07307512,0.00466028,0.00000000,0.33179842,0.57826225,0.00894304,0.04606069,0.00478474,0.40463385
-4.78139070,1.04876421,0.00436640,0.00000000,0.31087855,0.57172650,0.00963780,0.04369483,0.00478860,0.39147307
-4.77538769,1.03850255,0.00412081,0.00000000,0.29389775,0.57288320,0.01045759,0.04136416,0.00482806,0.38410930
-4.76938469,1.04229016,0.00392184,0.00000000,0.28075754,0.58190094,0.01139596,0.03906868,0.00490011,0.38245866
-4.76338169,1.06004303,0.00376751,0.00000000,0.27133766,0.59891636,0.01244410,0.03681162,0.00500137,0.38639183
-4.75737869,1.09158831,0.00365557,0.00000000,0.26550013,0.62402523,0.01359082,0.03459912,0.00512818,0.39573584
-4.75137569,1.13665609,0.00358358,0.00000000,0.26309211,0.65727110,0.01482270,0.03243985,0.00527656,0.41027495
-4.74537269,1.19486843,0.00354894,0.00000000,0.26394762,0.69863212,0.01612421,0.03034436,0.00544223,0.42975049
-4.73936968,1.26572702,0.00354892,0.00000000,0.26788828,0.74800684,0.01747798,0.02832457,0.00562067,0.45386022
-4.73336668,1.34860060,0.00358067,0.00000000,0.27472331,0.80519990,0.01886506,0.02639302,0.00580711,0.48225747
-4.72736368,1.44271359,0.00364124,0.00000000,0.28424908,0.86990877,0.02026537,0.02456233,0.00599669,0.51455051
-4.72136068,1.54713726,0.00372757,0.00000000,0.29624848,0.94171232,0.02165806,0.02284458,0.00618451,0.55030251
-4.71535768,1.66078490,0.00383654,0.00000000,0.31049029,1.02006245,0.02302205,0.02125087,0.00636572,0.58903262
-4.70935468,1.78241187,0.00396495,0.00000000,0.32672899,1.10427949,0.02433655,0.01979090,0.00653570,0.63021834
-4.70335168,1.91062154,0.00410956,0.00000000,0.34470502,1.19355215,0.02558161,0.01847277,0.00669013,0.67329948
-4.69734867,2.04387768,0.00426709,0.00000000,0.36414574,1.28694257,0.02673866,0.01730280,0.00682518,0.71768396
-4.69134567,2.18052336,0.00443429,0.00000000,0.38476720,1.38339664,0.02779105,0.01628559,0.00693759,0.76275533
-4.68534267,2.31880641,0.00460794,0.00000000,0.40627670,1.48175965,0.02872452,0.01542407,0.00702481,0.80788198
-4.67933967,2.45691063,0.00478492,0.00000000,0.42837625,1.58079710,0.02952761,0.01471976,0.00708509,0.85242789
-4.67333667,2.59299210,0.00496226,0.00000000,0.45076658,1.67921987,0.03019199,0.01417308,0.00711755,0.89576453
-4.66733367,2.72521926,0.00513715,0.00000000,0.47315194,1.77571325,0.03071266,0.01378369,0.00712220,0.93728357
-4.66133067,2.85181533,0.00530706,0.00000000,0.49524523,1.86896864,0.03108805,0.01355099,0.00709996,0.97640989
-4.65532766,2.97110154,0.00546971,0.00000000,0.51677339,1.95771682,0.03131999,0.01347451,0.00705262,1.01261433
-4.64932466,3.08153943,0.00562318,0.00000000,0.53748284,2.04076149,0.03141360,0.01355442,0.00698280,1.04542583
-4.64332166,3.18177051,0.00576590,0.00000000,0.55714474,2.11701190,0.03137695,0.01379202,0.00689380,1.07444221
