energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,3.23772202,2.20262950,0.78354709,0.03921411,0.54567471,1.56988699,0.00000000,0.85226807,0.31640605
-5.99399700,3.22005760,2.19164508,0.78177314,0.03794501,0.54619415,1.55772962,0.00000000,0.84847797,0.31595932
-5.98799400,3.18483649,2.16797648,0.77560498,0.03647664,0.54351400,1.53732392,0.00000000,0.84011752,0.31382330
-5.98199100,3.13309721,2.13217152,0.76525824,0.03483753,0.53766313,1.50932075,0.00000000,0.82745590,0.31011272
-5.97598799,3.06622491,2.08502068,0.75103884,0.03305850,0.52873340,1.47453366,0.00000000,0.81085519,0.30498038
-5.96998499,2.98590784,2.02753188,0.73333326,0.03117172,0.51687692,1.43391337,0.00000000,0.79075908,0.29861202
-5.96398199,2.89408390,1.96089845,0.71259617,0.02920979,0.50230142,1.38851762,0.00000000,0.76767889,0.29122002
-5.95797899,2.79287955,1.88646171,0.68933587,0.02720485,0.48526409,1.33947771,0.00000000,0.74217743,0.28303612
-5.95197599,2.68454352,1.80566953,0.66409825,0.02518776,0.46606397,1.28796298,0.00000000,0.71485140,0.27430346
-5.94597299,2.57137809,1.72003276,0.63744972,0.02318736,0.44503335,1.23514486,0.00000000,0.68631298,0.26526834
-5.93996998,2.45567065,1.63108115,0.60996017,0.02122983,0.42252847,1.18216162,0.00000000,0.65717145,0.25617200
-5.93396698,2.33962834,1.54032050,0.58218631,0.01933825,0.39892001,1.13008554,0.00000000,0.62801558,0.24724276
-5.92796398,2.22531825,1.44919272,0.55465630,0.01753219,0.37458354,1.07989356,0.00000000,0.59939744,0.23868894
-5.92196098,2.11461554,1.35904017,0.52785625,0.01582753,0.34989054,1.03244260,0.00000000,0.57181831,0.23069270
-5.91595798,2.00916116,1.27107546,0.50221893,0.01423638,0.32520015,0.98845046,0.00000000,0.54571723,0.22340520
-5.90995498,1.91033080,1.18635770,0.47811533,0.01276713,0.30085197,0.94848284,0.00000000,0.52146252,0.21694319
-5.90395198,1.81921577,1.10577575,0.45584913,0.01142461,0.27716011,0.91294694,0.00000000,0.49934663,0.21138711
-5.89794897,1.73661617,1.03003864,0.43565428,0.01021036,0.25440869,0.88209161,0.00000000,0.47958429,0.20678088
-5.89194597,1.66304610,0.95967325,0.41769562,0.00912294,0.23284876,0.85601386,0.00000000,0.46231404,0.20313312
-5.88594297,1.59875016,0.89502874,0.40207239,0.00815839,0.21269674,0.83467122,0.00000000,0.44760276,0.20042001
-5.87993997,1.54372986,0.83628715,0.38882427,0.00731056,0.19413417,0.81789915,0.00000000,0.43545303,0.19858930
-5.87393697,1.49777840,0.78347921,0.37793957,0.00657165,0.17730883,0.80543258,0.00000000,0.42581269,0.19756544
-5.86793397,1.46052158,0.73650433,0.36936497,0.00593260,0.16233677,0.79693035,0.00000000,0.41858607,0.19725559
-5.86193097,1.43146278,0.69515363,0.36301637,0.00538356,0.14930526,0.79200139,0.00000000,0.41364631,0.19755598
-5.85592796,1.41002943,0.65913459,0.35879009,0.00491424,0.13827633,0.79023123,0.00000000,0.41084796,0.19835853
-5.84992496,1.39561868,0.62809627,0.35657378,0.00451432,0.12929049,0.79120763,0.00000000,0.41003932,0.19955732
-5.84392196,1.38764000,0.60165380,0.35625668,0.00417374,0.12237067,0.79454402,0.00000000,0.41107374,0.20105450
-5.83791896,1.38555247,0.57941100,0.35773833,0.00388299,0.11752579,0.79989965,0.00000000,0.41381943,0.20276554
-5.83191596,1.38889527,0.56098044,0.36093567,0.00363326,0.11475403,0.80699556,0.00000000,0.41816713,0.20462341
-5.82591296,1.39730975,0.54599993,0.36578783,0.00341667,0.11404547,0.81562570,0.00000000,0.42403546,0.20658159
-5.81990995,1.41055241,0.53414519,0.37225867,0.00322631,0.11538399,0.82566261,0.00000000,0.43137355,0.20861575
-5.81390695,1.42849817,0.52513818,0.38033678,0.00305635,0.11874845,0.83705771,0.00000000,0.44016098,0.21072407
-5.80790395,1.45113430,0.51875127,0.39003312,0.00290199,0.12411295,0.84983616,0.00000000,0.45040500,0.21292617
-5.80190095,1.47854538,0.51480724,0.40137645,0.00275949,0.13144639,0.86408671,0.00000000,0.46213536,0.21526077
-5.79589795,1.51089051,0.51317558,0.41440677,0.00262605,0.14071122,0.87994735,0.00000000,0.47539695,0.21778222
-5.78989495,1.54837423,0.51376557,0.42916736,0.00249978,0.15186172,0.89758741,0.00000000,0.49024089,0.22055609
-5.78389195,1.59121281,0.51651688,0.44569565,0.00237956,0.16484163,0.91718729,0.00000000,0.50671437,0.22365410
-5.77788894,1.63959813,0.52138837,0.46401381,0.00226492,0.17958173,0.93891703,0.00000000,0.52485016,0.22714859
-5.77188594,1.69366109,0.52834598,0.48411929,0.00215592,0.19599714,0.96291473,0.00000000,0.54465610,0.23110696
-5.76588294,1.75343677,0.53735053,0.50597614,0.00205304,0.21398481,0.98926633,0.00000000,0.56610538,0.23558628
-5.75987994,1.81883336,0.54834617,0.52950754,0.00195703,0.23342139,1.01798760,0.00000000,0.58912825,0.24062836
-5.75387694,1.88960666,0.56125032,0.55459001,0.00186883,0.25416142,1.04900958,0.00000000,0.61360539,0.24625562
-5.74787394,1.96534176,0.57594554,0.58104977,0.00178941,0.27603632,1.08216817,0.00000000,0.63936376,0.25246789
-5.74187094,2.04544296,0.59227408,0.60866149,0.00171976,0.29885411,1.11719854,0.00000000,0.66617486,0.25924034
-5.73586793,2.12913282,0.61003514,0.63714961,0.00166077,0.32239995,1.15373477,0.00000000,0.69375582,0.26652273
-5.72986493,2.21546047,0.62898538,0.66619223,0.00161318,0.34643772,1.19131479,0.00000000,0.72177330,0.27423988
-5.72386193,2.30331925,0.64884234,0.69542761,0.00157758,0.37071246,1.22939049,0.00000000,0.74985004,0.28229353
-5.71785893,2.39147280,0.66929090,0.72446290,0.00155436,0.39495379,1.26734262,0.00000000,0.77757397,0.29056534
-5.71185593,2.47858887,0.68999238,0.75288488,0.00154370,0.41888017,1.30449983,0.00000000,0.80450941,0.29892104
-5.70585293,2.56327916,0.71059578,0.78027223,0.00154564,0.44220393,1.34016105,0.00000000,0.83020998,0.30721549
-5.69984992,2.64414370,0.73075078,0.80620878,0.00156005,0.46463684,1.37362016,0.00000000,0.85423277,0.31529838
-5.69384692,2.71981771,0.75012166,0.83029722,0.00158668,0.48589623,1.40419194,0.00000000,0.87615294,0.32302042
-5.68784392,2.78901896,0.76840161,0.85217262,0.00162521,0.50571124,1.43123804,0.00000000,0.89557851,0.33023962
-5.68184092,2.85059346,0.78532664,0.87151516,0.00167527,0.52382916,1.45419190,0.00000000,0.91216430,0.33682746
-5.67583792,2.90355738,0.80068826,0.88806139,0.00173652,0.54002153,1.47258134,0.00000000,0.92562474,0.34267462
-5.66983492,2.94713337,0.81434445,0.90161366,0.00180862,0.55408986,1.48604797,0.00000000,0.93574482,0.34769598
-5.66383192,2.98077952,0.82622804,0.91204708,0.00189132,0.56587065,1.49436232,0.00000000,0.94238869,0.35183468
-5.65782891,3.00420958,0.83635224,0.91931370,0.00198443,0.57523969,1.49743416,0.00000000,0.94550557,0.35506507
-5.65182591,3.01740343,0.84481261,0.92344377,0.00208785,0.58211527,1.49531729,0.00000000,0.94513262,0.35739425
-5.64582291,3.02060726,0.85178552,0.92454386,0.00220154,0.58646029,1.48820875,0.00000000,0.94139457,0.35886225
-5.63981991,3.01432327,0.85752272,0.92279190,0.00232555,0.58828318,1.47644231,0.00000000,0.93450012,0.35954081
-5.63381691,2.99928936,0.86234233,0.91842940,0.00245990,0.58763751,1.46047639,0.00000000,0.92473521,0.35953059
-5.62781391,2.97644945,0.86661632,0.91175114,0.00260460,0.58462035,1.44087710,0.00000000,0.91245327,0.35895721
-5.62181091,2.94691584,0.87075504,0.90309274,0.00275959,0.57936940,1.41829696,0.00000000,0.89806301,0.35796603
-5.61580790,2.91192518,0.87518935,0.89281675,0.00292464,0.57205897,1.39345020,0.00000000,0.88201402,0.35671599
-5.60980490,2.87278992,0.88035102,0.88129786,0.00309932,0.56289499,1.36708583,0.00000000,0.86478088,0.35537277
-5.60380190,2.83084748,0.88665239,0.86890785,0.00328295,0.55210914,1.33995949,0.00000000,0.84684646,0.35410155
-5.59779890,2.78740942,0.89446604,0.85600116,0.00347451,0.53995242,1.31280551,0.00000000,0.82868503,0.35305979
-5.59179590,2.74371271,0.90410557,0.84290160,0.00367264,0.52668829,1.28631018,0.00000000,0.81074589,0.35239017
-5.58579290,2.70087552,0.91580833,0.82989082,0.00387560,0.51258561,1.26108763,0.00000000,0.79343838,0.35221421
-5.57978989,2.65985930,0.92972110,0.81719919,0.00408126,0.49791174,1.23765928,0.00000000,0.77711869,0.35262682
-5.57378689,2.62143884,0.94588938,0.80499939,0.00428713,0.48292590,1.21643772,0.00000000,0.76207932,0.35369195
-5.56778389,2.58618170,0.96425105,0.79340304,0.00449041,0.46787303,1.19771577,0.00000000,0.74854137,0.35543973
-5.56178089,2.55443752,0.98463466,0.78246039,0.00468803,0.45297847,1.18166117,0.00000000,0.73665023,0.35786501
-5.55577789,2.52633792,1.00676290,0.77216315,0.00487677,0.43844339,1.16831701,0.00000000,0.72647470,0.36092763
-5.54977489,2.50180639,1.03026088,0.76245010,0.00505335,0.42444131,1.15760788,0.00000000,0.71800964,0.36455419
-5.54377189,2.48057785,1.05466925,0.75321528,0.00521453,0.41111570,1.14935129,0.00000000,0.71118191,0.36864144
-5.53776888,2.46222643,1.07946154,0.74431810,0.00535729,0.39857860,1.14327384,0.00000000,0.70585944,0.37306092
-5.53176588,2.44620023,1.10406510,0.73559498,0.00547894,0.38691045,1.13903116,0.00000000,0.70186276,0.37766486
-5.52576288,2.43186098,1.12788461,0.72687175,0.00557725,0.37616093,1.13623084,0.00000000,0.69897863,0.38229285
-5.51975988,2.41852671,1.15032731,0.71797624,0.00565058,0.36635078,1.13445687,0.00000000,0.69697491,0.38677918
-5.51375688,2.40551527,1.17082867,0.70875027,0.00569798,0.35747445,1.13329470,0.00000000,0.69561603,0.39096026
-5.50775388,2.39218644,1.18887734,0.69906067,0.00571929,0.34950357,1.13235551,0.00000000,0.69467825,0.39468204
-5.50175088,2.37798081,1.20403827,0.68880850,0.00571518,0.34239084,1.13129852,0.00000000,0.69396400,0.39780685
-5.49574787,2.36245334,1.21597289,0.67793640,0.00568716,0.33607440,1.12985036,0.00000000,0.69331444,0.40021948
-5.48974487,2.34530033,1.22445538,0.66643338,0.00563761,0.33048242,1.12782051,0.00000000,0.69261982,0.40183224
-5.48374187,2.32637848,1.22938427,0.65433727,0.00556971,0.32553767,1.12511211,0.00000000,0.69182692,0.40258863
