energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.83191596,2.49344586,-2.06142649,0.00350380,-0.00503367,0.06590763,-0.12119244,0.62433694,-0.60932195,0.45352115,-0.28563879,0.58473243,-0.42473098,0.26557214,-0.15959246,0.01164368,-0.01436300,1.40146835,-1.17359012
-5.82591296,2.48711944,-2.14413107,0.00346015,-0.00520915,0.06501595,-0.12418127,0.62381567,-0.62731498,0.45365663,-0.30362169,0.57890740,-0.44310391,0.26496786,-0.16395058,0.01226388,-0.01471364,1.39968201,-1.22247623
-5.81990995,2.47290974,-2.22308590,0.00340898,-0.00536019,0.06395268,-0.12673070,0.62153117,-0.64383380,0.45244939,-0.32174680,0.57055369,-0.46088959,0.26353223,-0.16775157,0.01292919,-0.01501577,1.39347027,-1.26941027
-5.81390695,2.45117479,-2.29786034,0.00335204,-0.00548343,0.06271108,-0.12881997,0.61751865,-0.65886673,0.45007041,-0.33990556,0.55977595,-0.47798725,0.26124199,-0.17096580,0.01363735,-0.01527136,1.38304393,-1.31414455
-5.80790395,2.42246674,-2.36807277,0.00329120,-0.00557620,0.06129154,-0.13043701,0.61186214,-0.67242325,0.44672244,-0.35798146,0.54673149,-0.49429785,0.25809762,-0.17357477,0.01438565,-0.01548402,1.36871978,-1.35645426
-5.80190095,2.38750942,-2.43338619,0.00322840,-0.00563650,0.05970124,-0.13157794,0.60469083,-0.68452915,0.44263288,-0.37585103,0.53162406,-0.50972244,0.25412275,-0.17557066,0.01517085,-0.01565905,1.35090828,-1.39613544
-5.79589795,2.34717121,-2.49350396,0.00316559,-0.00566315,0.05795364,-0.13224628,0.59617416,-0.69522147,0.43804598,-0.39338539,0.51469632,-0.52416084,0.24936295,-0.17695570,0.01598908,-0.01580322,1.33009886,-1.43300318
-5.78989495,2.30243466,-2.54816634,0.00310467,-0.00565571,0.05606765,-0.13245199,0.58651607,-0.70454362,0.43321465,-0.41045239,0.49622154,-0.53751072,0.24388393,-0.17774121,0.01683576,-0.01592474,1.30684356,-1.46689041
-5.78389195,2.25436447,-2.59714836,0.00304747,-0.00561454,0.05406674,-0.13221044,0.57594879,-0.71254095,0.42839242,-0.42691919,0.47649477,-0.54966727,0.23776922,-0.17794657,0.01770556,-0.01603300,1.28173977,-1.49764767
-5.77788894,2.20407494,-2.64025927,0.00299572,-0.00554076,0.05197793,-0.13154136,0.56472623,-0.71925711,0.42382568,-0.44265546,0.45582396,-0.56052360,0.23111753,-0.17759811,0.01859235,-0.01613836,1.25541287,-1.52514379
-5.77188594,2.15269845,-2.67734397,0.00295099,-0.00543620,0.04983064,-0.13046770,0.55311748,-0.72473140,0.41974659,-0.45753676,0.43452137,-0.56997194,0.22403979,-0.17672791,0.01948919,-0.01625188,1.22849938,-1.54926774
-5.76588294,2.10135564,-2.70828605,0.00291472,-0.00530330,0.04765562,-0.12901473,0.54140037,-0.72899709,0.41636687,-0.47144834,0.41289564,-0.57790554,0.21665604,-0.17537271,0.02038839,-0.01638499,1.20163100,-1.56993139
-5.75987994,2.05112833,-2.73301242,0.00288817,-0.00514509,0.04548389,-0.12720906,0.52985530,-0.73208088,0.41387266,-0.48428876,0.39124465,-0.58422134,0.20909223,-0.17357274,0.02128157,-0.01654921,1.17542006,-1.58707308
-5.75387694,2.00303564,-2.75149886,0.00287245,-0.00496503,0.04334571,-0.12507801,0.51875949,-0.73400345,0.41242045,-0.49597345,0.36984935,-0.58882322,0.20147700,-0.17137079,0.02215977,-0.01675573,1.15044662,-1.60066158
-5.74787394,1.95801354,-2.76377602,0.00286846,-0.00476694,0.04126972,-0.12264896,0.50838156,-0.73478085,0.41213422,-0.50643789,0.34896884,-0.59162562,0.19393855,-0.16881129,0.02301361,-0.01701509,1.12724724,-1.61070013
-5.74187094,1.91689810,-2.76993506,0.00287695,-0.00455488,0.03928211,-0.11994897,0.49897657,-0.73442667,0.41310368,-0.51564015,0.32883650,-0.59255740,0.18660166,-0.16593952,0.02383347,-0.01733683,1.10630562,-1.61723005
-5.73586793,1.88041229,-2.77013236,0.00289845,-0.00433304,0.03740604,-0.11700459,0.49078141,-0.73295464,0.41538360,-0.52356270,0.30965730,-0.59156568,0.17958485,-0.16280091,0.02460970,-0.01772906,1.08804494,-1.62033364
-5.72986493,1.84915617,-2.76459250,0.00293330,-0.00410562,0.03566114,-0.11384169,0.48401058,-0.73038162,0.41899403,-0.53021337,0.29160619,-0.58861933,0.17299787,-0.15944048,0.02533283,-0.01819820,1.07282187,-1.62013579
-5.72386193,1.82360030,-2.75360904,0.00298164,-0.00387676,0.03406315,-0.11048552,0.47885237,-0.72673045,0.42392133,-0.53562532,0.27482745,-0.58371208,0.16693944,-0.15590229,0.02599383,-0.01874862,1.06092211,-1.61680415
-5.71785893,1.80408198,-2.73754279,0.00304337,-0.00365044,0.03262381,-0.10696080,0.47546545,-0.72203272,0.43011991,-0.53985606,0.25943489,-0.57686479,0.16149537,-0.15222901,0.02658432,-0.01938244,1.05255740,-1.61054771
-5.71185593,1.79080429,-2.71681734,0.00311812,-0.00343039,0.03135079,-0.10329190,0.47397586,-0.71633107,0.43751439,-0.54298549,0.24551273,-0.56812689,0.15673705,-0.14846152,0.02709675,-0.02009926,1.04786389,-1.60161363
-5.70585293,1.78383741,-2.69191191,0.00320529,-0.00322004,0.03024780,-0.09950294,0.47447453,-0.70968103,0.44600225,-0.54511312,0.23311705,-0.55757693,0.15272035,-0.14463852,0.02752463,-0.02089608,1.04690171,-1.59028245
-5.69984992,1.78312245,-2.66335190,0.00330395,-0.00302251,0.02931483,-0.09561801,0.47701540,-0.70215222,0.45545680,-0.54635466,0.22227765,-0.54532190,0.14948501,-0.14079624,0.02786268,-0.02176721,1.04965594,-1.57686195
-5.69384692,1.78847731,-2.63169754,0.00341289,-0.00284049,0.02854851,-0.09166123,0.48161424,-0.69382892,0.46573027,-0.54683801,0.21300025,-0.53149573,0.14705444,-0.13696808,0.02810690,-0.02270435,1.05603877,-1.56167998
-5.68784392,1.79960476,-2.59753127,0.00353057,-0.00267631,0.02794247,-0.08765681,0.48824827,-0.68481002,0.47665729,-0.54669907,0.20526883,-0.51625669,0.14543601,-0.13318437,0.02825466,-0.02369667,1.06589304,-1.54507661
-5.68184092,1.81610266,-2.56144462,0.00365515,-0.00253189,0.02748794,-0.08362900,0.49685666,-0.67520844,0.48805840,-0.54607738,0.19904811,-0.49978399,0.14462181,-0.12947215,0.02830475,-0.02473106,1.07899703,-1.52739611
-5.67583792,1.83747612,-2.52402518,0.00378446,-0.00240871,0.02717422,-0.07960200,0.50734206,-0.66515000,0.49974382,-0.54511203,0.19428607,-0.48227376,0.14458983,-0.12585502,0.02825730,-0.02579243,1.09507072,-1.50897922
-5.66983492,1.86315164,-2.48584458,0.00391607,-0.00230789,0.02698933,-0.07559979,0.51957302,-0.65477195,0.51151737,-0.54393780,0.19091644,-0.46393444,0.14530552,-0.12235303,0.02811379,-0.02686412,1.11378326,-1.49015604
-5.66383192,1.89249300,-2.44744779,0.00404728,-0.00223012,0.02692060,-0.07164587,0.53338744,-0.64422118,0.52318058,-0.54268180,0.18886116,-0.44498202,0.14672376,-0.11898266,0.02787690,-0.02792833,1.13476176,-1.47124002
-5.65782891,1.92481850,-2.40934433,0.00417523,-0.00217575,0.02695528,-0.06776302,0.54859690,-0.63365220,0.53453692,-0.54146070,0.18803271,-0.42563513,0.14879095,-0.11575697,0.02755043,-0.02896666,1.15760108,-1.45252313
-5.65182591,1.95941934,-2.37200161,0.00429690,-0.00214473,0.02708111,-0.06397293,0.56499165,-0.62322494,0.54539607,-0.54037855,0.18833631,-0.40611028,0.15144744,-0.11268572,0.02713916,-0.02996066,1.18187441,-1.43427238
-5.64582291,1.99557830,-2.33584037,0.00440924,-0.00213668,0.02728692,-0.06029594,0.58234625,-0.61310242,0.55557826,-0.53952522,0.18967201,-0.38661753,0.15462992,-0.10977563,0.02664869,-0.03089236,1.20714440,-1.41672769
-5.63981991,2.03258846,-2.30123213,0.00450925,-0.00215088,0.02756305,-0.05675073,0.60042532,-0.60344831,0.56491844,-0.53897535,0.19193654,-0.36735643,0.15827381,-0.10703079,0.02608531,-0.03174485,1.23297424,-1.40010098
-5.63381691,2.06977084,-2.26849834,0.00459403,-0.00218628,0.02790178,-0.05335404,0.61898951,-0.59442441,0.57327015,-0.53878781,0.19502497,-0.34851274,0.16231556,-0.10445297,0.02545588,-0.03250275,1.25893849,-1.38457618
-5.62781391,2.10649054,-2.23791086,0.00466094,-0.00224151,0.02829764,-0.05012041,0.63780103,-0.58618793,0.58050897,-0.53900551,0.19883218,-0.33025571,0.16669461,-0.10204210,0.02476768,-0.03315269,1.28463297,-1.37030995
-5.62181091,2.14217053,-2.20969315,0.00470765,-0.00231491,0.02874755,-0.04706205,0.65662874,-0.57888875,0.58653541,-0.53965543,0.20325396,-0.31273603,0.17135509,-0.09979666,0.02402827,-0.03368363,1.30968342,-1.35743280
-5.61580790,2.17630242,-2.18402191,0.00473220,-0.00240450,0.02925090,-0.04418871,0.67525246,-0.57266647,0.59127693,-0.54074881,0.20818802,-0.29608453,0.17624710,-0.09771416,0.02324545,-0.03408714,1.33375248,-1.34605017
-5.60980490,2.20845386,-2.16102861,0.00473314,-0.00250804,0.02980947,-0.04150755,0.69346630,-0.56764751,0.59468916,-0.54228147,0.21353455,-0.28041147,0.18132751,-0.09579139,0.02242710,-0.03435755,1.35654469,-1.33624341
-5.60380190,2.23827214,-2.14080069,0.00470953,-0.00262303,0.03042717,-0.03902323,0.71108107,-0.56394203,0.59675599,-0.54423405,0.21919675,-0.26580649,0.18656027,-0.09402480,0.02158116,-0.03449203,1.37780935,-1.32807027
-5.59779890,2.26548407,-2.12338217,0.00466098,-0.00274671,0.03110968,-0.03673785,0.72792551,-0.56164107,0.59748868,-0.54657239,0.22508093,-0.25233901,0.19191624,-0.09241065,0.02071549,-0.03449044,1.39734123,-1.32156502
-5.59179590,2.28989223,-2.10877381,0.00458767,-0.00287616,0.03186398,-0.03465112,0.74384661,-0.56081380,0.59692395,-0.54924788,0.23109662,-0.24005911,0.19737258,-0.09094510,0.01983785,-0.03435525,1.41497919,-1.31673804
-5.58579290,2.31136803,-2.09693284,0.00449037,-0.00300827,0.03269771,-0.03276041,0.75870914,-0.56150512,0.59512107,-0.55219799,0.23715647,-0.22899867,0.20291176,-0.08962428,0.01895579,-0.03409122,1.43060306,-1.31357503
-5.57978989,2.32984236,-2.08777253,0.00437035,-0.00313982,0.03361851,-0.03106099,0.77239449,-0.56373371,0.59215815,-0.55534699,0.24317618,-0.21917283,0.20852025,-0.08844414,0.01807659,-0.03370507,1.44412907,-1.31203614
-5.57378689,2.34529451,-2.08116208,0.00422941,-0.00326756,0.03463328,-0.02954612,0.78479920,-0.56749070,0.58812784,-0.55860695,0.24907437,-0.21058152,0.21418702,-0.08740036,0.01720718,-0.03320517,1.45550447,-1.31205516
-5.56778389,2.35774045,-2.07692701,0.00406972,-0.00338825,0.03574740,-0.02820730,0.79583349,-0.57273913,0.58313272,-0.56187920,0.25477263,-0.20321110,0.21990204,-0.08648817,0.01635405,-0.03260102,1.46470170,-1.31353911
-5.56178089,2.36722138,-2.07485069,0.00389384,-0.00349874,0.03696409,-0.02703449,0.80541992,-0.57941417,0.57728058,-0.56505618,0.26019574,-0.19703595,0.22565474,-0.08570210,0.01552315,-0.03190297,1.47171290,-1.31636841
-5.55577789,2.37379348,-2.07467702,0.00370454,-0.00359604,0.03828368,-0.02601631,0.81349261,-0.58742424,0.57067992,-0.56802388,0.26527205,-0.19202000,0.23143274,-0.08503581,0.01471983,-0.03112173,1.47654507,-1.32039800
-5.54977489,2.37751982,-2.07611472,0.00350478,-0.00367741,0.03970315,-0.02514027,0.81999702,-0.59665302,0.56343593,-0.57066464,0.26993413,-0.18811817,0.23722080,-0.08448192,0.01394874,-0.03026807,1.47921651,-1.32545929
-5.54377189,2.37846486,-2.07884302,0.00329755,-0.00374046,0.04121573,-0.02439305,0.82489065,-0.60696221,0.55564727,-0.57286051,0.27411972,-0.18527754,0.24300020,-0.08403191,0.01321377,-0.02935250,1.47975475,-1.33136325
-5.53776888,2.37669206,-2.08251879,0.00308584,-0.00378314,0.04281074,-0.02376069,0.82814438,-0.61819492,0.54740358,-0.57449678,0.27777287,-0.18343850,0.24874846,-0.08367605,0.01251799,-0.02838505,1.47819606,-1.33790436
-5.53176588,2.37226469,-2.08678467,0.00287252,-0.00380389,0.04447359,-0.02322888,0.82974462,-0.63017958,0.53878417,-0.57546573,0.28084531,-0.18253549,0.25443962,-0.08340338,0.01186359,-0.02737510,1.47458676,-1.34486525
-5.52576288,2.36524957,-2.09127783,0.00266026,-0.00380162,0.04618606,-0.02278315,0.82969596,-0.64273403,0.52985763,-0.57567030,0.28329790,-0.18249774,0.26004486,-0.08320190,0.01125192,-0.02633126,1.46898589,-1.35202184
-5.51975988,2.35572335,-2.09563873,0.00245152,-0.00377578,0.04792677,-0.02240919,0.82802414,-0.65566964,0.52068251,-0.57502744,0.28510222,-0.18324966,0.26553357,-0.08305860,0.01068345,-0.02526136,1.46146905,-1.35914851
-5.51375688,2.34378059,-2.09951939,0.00224843,-0.00372637,0.04967188,-0.02209297,0.82477896,-0.66879511,0.51130880,-0.57347097,0.28624196,-0.18471113,0.27087470,-0.08295975,0.01015782,-0.02417245,1.45213294,-1.36602299
-5.50775388,2.32954279,-2.10259045,0.00205283,-0.00365390,0.05139597,-0.02182107,0.82003694,-0.68191985,0.50178023,-0.57095374,0.28671431,-0.18679769,0.27603833,-0.08289108,0.00967393,-0.02307087,1.44109998,-1.37243063
-5.50175088,2.31316741,-2.10454670,0.00186623,-0.00355943,0.05307306,-0.02158078,0.81390317,-0.69485668,0.49213690,-0.56744893,0.28653093,-0.18942056,0.28099739,-0.08283800,0.00923001,-0.02196235,1.42852248,-1.37816759
-5.49574787,2.29485592,-2.10511051,0.00168979,-0.00344449,0.05467775,-0.02136035,0.80651229,-0.70742375,0.48241829,-0.56295030,0.28571861,-0.19248672,0.28572929,-0.08278591,0.00882376,-0.02085210,1.41458581,-1.38304294
-5.48974487,2.27485993,-2.10403321,0.00152437,-0.00331100,0.05618640,-0.02114911,0.79802818,-0.71944570,0.47266613,-0.55747156,0.28431948,-0.19589901,0.29021746,-0.08272034,0.00845243,-0.01974493,1.39951010,-1.38687943
-5.48374187,2.25348475,-2.10109434,0.00137051,-0.00316129,0.05757831,-0.02093757,0.78864228,-0.73075404,0.46292706,-0.55104461,0.28239070,-0.19955633,0.29445260,-0.08262718,0.00811300,-0.01864539,1.38354997,-1.38951304
-5.47773887,2.23108971,-2.09609908,0.00122850,-0.00299793,0.05883683,-0.02071759,0.77857049,-0.74118692,0.45325480,-0.54371704,0.28000355,-0.20335404,0.29843361,-0.08249283,0.00780232,-0.01755780,1.36699225,-1.39079143
-5.47173587,2.20808514,-2.08887430,0.00109838,-0.00282370,0.05995027,-0.02048238,0.76804858,-0.75058859,0.44371164,-0.53554888,0.27724211,-0.20718462,0.30216811,-0.08230434,0.00751725,-0.01648637,1.35015153,-1.39057179
-5.46573287,2.18492580,-2.07926408,0.00098001,-0.00264148,0.06091276,-0.02022659,0.75732648,-0.75880862,0.43436922,-0.52660896,0.27420122,-0.21093866,0.30567255,-0.08204958,0.00725475,-0.01543523,1.33336355,-1.38871831
-5.45972986,2.16210117,-2.06712513,0.00087307,-0.00245416,0.06172474,-0.01994634,0.74666140,-0.76570133,0.42530852,-0.51697110,0.27098419,-0.21450613,0.30897179,-0.08171730,0.00701209,-0.01440844,1.31697705,-1.38509989
-5.45372686,2.14012308,-2.05232324,0.00077715,-0.00226459,0.06239329,-0.01963921,0.73631041,-0.77112571,0.41661898,-0.50671044,0.26770001,-0.21777810,0.31209837,-0.08129736,0.00678686,-0.01341000,1.30134403,-1.37958865
-5.44772386,2.11951126,-2.03473135,0.00069174,-0.00207547,0.06293212,-0.01930426,0.72652257,-0.77494608,0.40839706,-0.49590016,0.26446032,-0.22064877,0.31509137,-0.08078090,0.00657710,-0.01244381,1.28680937,-1.37205965
-5.44172086,2.10077778,-2.01422996,0.00061626,-0.00188932,0.06336134,-0.01894203,0.71753120,-0.77703366,0.40074407,-0.48460897,0.26137624,-0.22301783,0.31799498,-0.08016062,0.00638133,-0.01151362,1.27370011,-1.36239224
-5.43571786,2.08441123,-1.99071036,0.00055012,-0.00170838,0.06370690,-0.01855453,0.70954662,-0.77726927,0.39376362,-0.47289941,0.25855518,-0.22479310,0.32085690,-0.07943112,0.00619859,-0.01062303,1.26231508,-1.35047340
-5.42971486,2.07086144,-1.96408084,0.00049272,-0.00153464,0.06399979,-0.01814525,0.70274960,-0.77554721,0.38755882,-0.46082718,0.25609774,-0.22589332,0.32372668,-0.07858934,0.00602844,-0.00977539,1.25291551,-1.33620308
-5.42371186,2.06052570,-1.93427593,0.00044348,-0.00136974,0.06427511,-0.01771915,0.69728608,-0.77178012,0.38222934,-0.44844160,0.25409480,-0.22625105,0.32665401,-0.07763501,0.00587094,-0.00897379,1.24571693,-1.31950159
-5.41770885,2.05373698,-1.90126830,0.00040181,-0.00121504,0.06457090,-0.01728270,0.69326304,-0.76590483,0.37786858,-0.43578706,0.25262497,-0.22581543,0.32968717,-0.07657127,0.00572659,-0.00822102,1.24088292,-1.30031867
-5.41170585,2.05075489,-1.86508266,0.00036716,-0.00107155,0.06492689,-0.01684384,0.69074601,-0.75788870,0.37456103,-0.42290541,0.25175238,-0.22455481,0.33287168,-0.07540523,0.00559631,-0.00751954,1.23852084,-1.27864382
-5.40570285,2.05175952,-1.82581085,0.00033903,-0.00093999,0.06538327,-0.01641204,0.68975803,-0.74773627,0.37238002,-0.40983909,0.25152506,-0.22245901,0.33624914,-0.07414853,0.00548131,-0.00687148,1.23867974,-1.25451734
-5.39969985,2.05684830,-1.78362709,0.00031691,-0.00082079,0.06597941,-0.01599826,0.69028005,-0.73549570,0.37138584,-0.39663475,0.25197368,-0.21954105,0.33985639,-0.07281800,0.00538304,-0.00627866,1.24135033,-1.22804122
-5.39369685,2.06603601,-1.73880211,0.00030035,-0.00071413,0.06675275,-0.01561495,0.69225281,-0.72126450,0.37162436,-0.38334701,0.25311100,-0.21583839,0.34372503,-0.07143600,0.00530308,-0.00574258,1.24646700,-1.19938924
-5.38769385,2.07925743,-1.69171513,0.00028890,-0.00061997,0.06773771,-0.01527597,0.69557990,-0.70519412,0.37312618,-0.37004213,0.25493175,-0.21141339,0.34788113,-0.07003086,0.00524302,-0.00526449,1.25391157,-1.16881531
-5.38169085,2.09637256,-1.64286245,0.00028214,-0.00053809,0.06896493,-0.01499655,0.70013180,-0.68749301,0.37590618,-0.35680121,0.25741313,-0.20635298,0.35234530,-0.06863693,0.00520438,-0.00484538,1.26351842,-1.13665931
-5.37568784,2.11717371,-1.59286158,0.00027967,-0.00046812,0.07046057,-0.01479309,0.70575076,-0.66842765,0.37996362,-0.34372265,0.26051581,-0.20076761,0.35713302,-0.06729459,0.00518850,-0.00448607,1.27508084,-1.10334989
-5.36968484,2.14139427,-1.54245022,0.00028108,-0.00040958,0.07224598,-0.01468300,0.71225616,-0.64832144,0.38528253,-0.33092361,0.26418537,-0.19478933,0.36225504,-0.06604982,0.00519644,-0.00418719,1.28835804,-1.06940337
-5.36368184,2.16871833,-1.49247950,0.00028600,-0.00036192,0.07433747,-0.01468445,0.71945021,-0.62755112,0.39183248,-0.31854030,0.26835426,-0.18856906,0.36771807,-0.06495360,0.00522889,-0.00394924,1.30308257,-1.03541885
-5.35767884,2.19879107,-1.44390120,0.00029404,-0.00032455,0.07674642,-0.01481601,0.72712382,-0.60654075,0.39956962,-0.30672700,0.27294397,-0.18227326,0.37352538,-0.06406095,0.00528609,-0.00377258,1.31896792,-1.00206887
-5.35167584,2.23122917,-1.39774912,0.00030482,-0.00029685,0.07947947,-0.01509624,0.73506234,-0.58575335,0.40843782,-0.29565371,0.27786767,-0.17607978,0.37967751,-0.06342973,0.00536779,-0.00365746,1.33571598,-0.97008619
-5.34567284,2.26563111,-1.35511491,0.00031800,-0.00027821,0.08253901,-0.01554328,0.74305112,-0.56568034,0.41837008,-0.28550261,0.28303288,-0.17017342,0.38617289,-0.06311906,0.00547317,-0.00360396,1.35302412,-0.94024660
