energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.85592796,1.62879655,0.01663574,0.09406880,0.69740735,1.03456527,0.00000000,0.44106036,0.18988299
-5.84992496,1.63650387,0.01740410,0.09180631,0.70649211,1.04493949,0.00000000,0.44648470,0.18870081
-5.84392196,1.63842336,0.01817741,0.08937608,0.71267346,1.05113250,0.00000000,0.45067676,0.18698074
-5.83791896,1.63453865,0.01894641,0.08679366,0.71590673,1.05311440,0.00000000,0.45357129,0.18473206
-5.83191596,1.62491624,0.01970106,0.08407278,0.71619058,1.05092670,0.00000000,0.45511719,0.18196900
-5.82591296,1.60971081,0.02043079,0.08122586,0.71356791,1.04468450,0.00000000,0.45528129,0.17871165
-5.81990995,1.58916837,0.02112482,0.07826456,0.70812582,1.03457689,0.00000000,0.45405177,0.17498688
-5.81390695,1.56362673,0.02177250,0.07520042,0.69999465,1.02086489,0.00000000,0.45144104,0.17082893
-5.80790395,1.53351292,0.02236362,0.07204536,0.68934597,1.00387737,0.00000000,0.44748782,0.16627978
-5.80190095,1.49933745,0.02288872,0.06881224,0.67638972,0.98400446,0.00000000,0.44225832,0.16138917
-5.79589795,1.46168538,0.02333941,0.06551523,0.66137030,0.96168898,0.00000000,0.43584632,0.15621421
-5.78989495,1.42120426,0.02370861,0.06217003,0.64456185,0.93741574,0.00000000,0.42837216,0.15081864
-5.78389195,1.37858935,0.02399077,0.05879398,0.62626280,0.91169932,0.00000000,0.41998060,0.14527163
-5.77788894,1.33456661,0.02418202,0.05540596,0.60678975,0.88507054,0.00000000,0.41083761,0.13964635
-5.77188594,1.28987400,0.02428031,0.05202612,0.58647095,0.85806221,0.00000000,0.40112627,0.13401811
-5.76588294,1.24524190,0.02428545,0.04867555,0.56563938,0.83119465,0.00000000,0.39104181,0.12846242
-5.75987994,1.20137344,0.02419910,0.04537577,0.54462589,0.80496152,0.00000000,0.38078619,0.12305289
-5.75387694,1.15892551,0.02402471,0.04214818,0.52375230,0.77981651,0.00000000,0.37056231,0.11785906
-5.74787394,1.11849129,0.02376742,0.03901342,0.50332488,0.75616150,0.00000000,0.36056812,0.11294447
-5.74187094,1.08058500,0.02343390,0.03599081,0.48362825,0.73433648,0.00000000,0.35099095,0.10836472
-5.73586793,1.04562944,0.02303211,0.03309780,0.46491990,0.71461172,0.00000000,0.34200217,0.10416600
-5.72986493,1.01394686,0.02257112,0.03034944,0.44742553,0.69718238,0.00000000,0.33375247,0.10038380
-5.72386193,0.98575331,0.02206079,0.02775802,0.43133510,0.68216579,0.00000000,0.32636790,0.09704211
-5.71785893,0.96115675,0.02151149,0.02533278,0.41679993,0.66960129,0.00000000,0.31994670,0.09415302
-5.71185593,0.94015873,0.02093383,0.02307977,0.40393062,0.65945259,0.00000000,0.31455713,0.09171669
-5.70585293,0.92265939,0.02033832,0.02100184,0.39279597,0.65161252,0.00000000,0.31023619,0.08972176
-5.69984992,0.90846553,0.01973511,0.01909871,0.38342281,0.64590967,0.00000000,0.30698934,0.08814618
-5.69384692,0.89730108,0.01913368,0.01736722,0.37579662,0.64211677,0.00000000,0.30479099,0.08695823
-5.68784392,0.88881962,0.01854260,0.01580161,0.36986304,0.63996019,0.00000000,0.30358591,0.08611791
-5.68184092,0.88261808,0.01796931,0.01439393,0.36553007,0.63913029,0.00000000,0.30329130,0.08557847
-5.67583792,0.87825131,0.01741993,0.01313449,0.36267090,0.63929201,0.00000000,0.30379942,0.08528801
-5.66983492,0.87524670,0.01689914,0.01201227,0.36112741,0.64009555,0.00000000,0.30498077,0.08519123
-5.66383192,0.87311849,0.01641007,0.01101547,0.36071415,0.64118647,0.00000000,0.30668767,0.08523107
-5.65782891,0.87138140,0.01595428,0.01013190,0.36122286,0.64221533,0.00000000,0.30875813,0.08535030
-5.65182591,0.86956316,0.01553179,0.00934949,0.36242731,0.64284624,0.00000000,0.31101998,0.08549312
-5.64582291,0.86721573,0.01514116,0.00865666,0.36408859,0.64276456,0.00000000,0.31329508,0.08560645
-5.63981991,0.86392525,0.01477962,0.00804268,0.36596072,0.64168348,0.00000000,0.31540371,0.08564125
-5.63381691,0.85932056,0.01444323,0.00749800,0.36779640,0.63934949,0.00000000,0.31716896,0.08555357
-5.62781391,0.85308038,0.01412712,0.00701452,0.36935297,0.63554698,0.00000000,0.31842106,0.08530556
-5.62181091,0.84493929,0.01382575,0.00658585,0.37039841,0.63010174,0.00000000,0.31900167,0.08486632
-5.61580790,0.83469254,0.01353317,0.00620751,0.37071721,0.62288382,0.00000000,0.31876796,0.08421258
-5.60980490,0.82219997,0.01324331,0.00587714,0.37011607,0.61380953,0.00000000,0.31759648,0.08332943
-5.60380190,0.80738899,0.01295028,0.00559473,0.36842919,0.60284289,0.00000000,0.31538668,0.08221084
-5.59779890,0.79025692,0.01264865,0.00536278,0.36552301,0.58999658,0.00000000,0.31206401,0.08086022
-5.59179590,0.77087253,0.01233370,0.00518660,0.36130030,0.57533226,0.00000000,0.30758255,0.07929091
-5.58579290,0.74937707,0.01200165,0.00507453,0.35570332,0.55896063,0.00000000,0.30192697,0.07752665
-5.57978989,0.72598460,0.01164986,0.00503829,0.34871611,0.54104082,0.00000000,0.29511388,0.07560194
-5.57378689,0.70098171,0.01127698,0.00509331,0.34036557,0.52177952,0.00000000,0.28719243,0.07356249
-5.56778389,0.67472652,0.01088302,0.00525908,0.33072155,0.50142946,0.00000000,0.27824414,0.07146554
-5.56178089,0.64764700,0.01046943,0.00555964,0.31989564,0.48028749,0.00000000,0.26838197,0.06938008
-5.55577789,0.62023841,0.01003907,0.00602392,0.30803890,0.45869204,0.00000000,0.25774861,0.06738709
-5.54977489,0.59305995,0.00959616,0.00668619,0.29533854,0.43702004,0.00000000,0.24651411,0.06557952
-5.54377189,0.56673036,0.00914617,0.00758642,0.28201360,0.41568320,0.00000000,0.23487285,0.06406227
-5.53776888,0.54192258,0.00869572,0.00877053,0.26830987,0.39512376,0.00000000,0.22304001,0.06295179
-5.53176588,0.51935725,0.00825235,0.01029057,0.25449414,0.37580953,0.00000000,0.21124765,0.06237556
-5.52576288,0.49979505,0.00782435,0.01220469,0.24084807,0.35822836,0.00000000,0.19974043,0.06247123
-5.51975988,0.48402766,0.00742056,0.01457688,0.22766176,0.34288193,0.00000000,0.18877124,0.06338534
-5.51375688,0.47286748,0.00705009,0.01747645,0.21522727,0.33027890,0.00000000,0.17859673,0.06527168
-5.50775388,0.46713569,0.00672212,0.02097717,0.20383226,0.32092746,0.00000000,0.16947290,0.06828913
-5.50175088,0.46764885,0.00644564,0.02515605,0.19375387,0.31532709,0.00000000,0.16165081,0.07259902
-5.49574787,0.47520383,0.00622922,0.03009168,0.18525300,0.31395978,0.00000000,0.15537245,0.07836183
-5.48974487,0.49056111,0.00608079,0.03586223,0.17856901,0.31728051,0.00000000,0.15086679,0.08573344
-5.48374187,0.51442653,0.00600739,0.04254296,0.17391502,0.32570719,0.00000000,0.14834610,0.09486072
-5.47773887,0.54743158,0.00601500,0.05020336,0.17147372,0.33961001,0.00000000,0.14800245,0.10587665
-5.47173587,0.59011263,0.00610831,0.05890401,0.17139385,0.35930049,0.00000000,0.15000435,0.11889500
-5.46573287,0.64288940,0.00629057,0.06869312,0.17378722,0.38502028,0.00000000,0.15449365,0.13400470
-5.45972986,0.70604340,0.00656340,0.07960297,0.17872644,0.41693013,0.00000000,0.16158259,0.15126410
-5.45372686,0.77969680,0.00692672,0.09164634,0.18624323,0.45509923,0.00000000,0.17135096,0.17069530
-5.44772386,0.86379287,0.00737858,0.10481308,0.19632740,0.49949545,0.00000000,0.18384357,0.19227878
-5.44172086,0.95807872,0.00791513,0.11906710,0.20892653,0.54997693,0.00000000,0.19906783,0.21594874
-5.43571786,1.06209152,0.00853056,0.13434376,0.22394628,0.60628536,0.00000000,0.21699175,0.24158920
-5.42971486,1.17514905,0.00921715,0.15054806,0.24125151,0.66804172,0.00000000,0.23754227,0.26903139
-5.42371186,1.29634578,0.00996531,0.16755373,0.26066805,0.73474473,0.00000000,0.26060408,0.29805259
-5.41770885,1.42455509,0.01076367,0.18520329,0.28198534,0.80577256,0.00000000,0.28601906,0.32837663
-5.41170585,1.55843844,0.01159931,0.20330933,0.30495968,0.88038799,0.00000000,0.31358642,0.35967628
-5.40570285,1.69646184,0.01245794,0.22165694,0.32931836,0.95774738,0.00000000,0.34306366,0.39157764
-5.39969985,1.83691963,0.01332418,0.24000744,0.35476429,1.03691333,0.00000000,0.37416835,0.42366645
-5.39369685,1.97796538,0.01418193,0.25810324,0.38098136,1.11687093,0.00000000,0.40658096,0.45549635
-5.38769385,2.11764918,0.01501471,0.27567379,0.40764013,1.19654731,0.00000000,0.43994859,0.48659881
-5.38169085,2.25396035,0.01580608,0.29244238,0.43440393,1.27483388,0.00000000,0.47388962,0.51649451
-5.37568784,2.38487419,0.01654006,0.30813364,0.46093503,1.35061071,0.00000000,0.50799929,0.54470567
-5.36968484,2.50840120,0.01720155,0.32248132,0.48690084,1.42277208,0.00000000,0.54185609,0.57076903
-5.36368184,2.62263687,0.01777674,0.33523622,0.51197978,1.49025248,0.00000000,0.57502878,0.59424883
-5.35767884,2.72581024,0.01825352,0.34617374,0.53586690,1.55205190,0.00000000,0.60708389,0.61474933
-5.35167584,2.81632921,0.01862179,0.35510086,0.55827875,1.60725961,0.00000000,0.63759364,0.63192633
-5.34567284,2.89282084,0.01887375,0.36186217,0.57895768,1.65507552,0.00000000,0.66614382,0.64549713
-5.33966983,2.95416508,0.01900411,0.36634467,0.59767527,1.69482818,0.00000000,0.69234173,0.65524858
-5.33366683,2.99952061,0.01901020,0.36848118,0.61423490,1.72598904,0.00000000,0.71582370,0.66104280
-5.32766383,3.02834184,0.01889202,0.36825215,0.62847346,1.74818226,0.00000000,0.73626223,0.66282039
-5.32166083,3.04038668,0.01865219,0.36568583,0.64026212,1.76118996,0.00000000,0.75337227,0.66060097
-5.31565783,3.03571489,0.01829581,0.36085677,0.64950642,1.76495289,0.00000000,0.76691687,0.65448109
-5.30965483,3.01467744,0.01783022,0.35388279,0.65614548,1.75956652,0.00000000,0.77671162,0.64462965
-5.30365183,2.97789773,0.01726477,0.34492058,0.66015076,1.74527312,0.00000000,0.78262813,0.63128107
-5.29764882,2.92624550,0.01661046,0.33416007,0.66152419,1.72245015,0.00000000,0.78459631,0.61472657
-5.29164582,2.86080518,0.01587958,0.32181799,0.66029608,1.69159573,0.00000000,0.78260532,0.59530406
-5.28564282,2.78283980,0.01508526,0.30813078,0.65652271,1.65331180,0.00000000,0.77670335,0.57338697
-5.27963982,2.69375246,0.01424117,0.29334723,0.65028383,1.60828585,0.00000000,0.76699612,0.54937270
-5.27363682,2.59504670,0.01336103,0.27772129,0.64168013,1.55727179,0.00000000,0.75364424,0.52367106
-5.26763382,2.48828742,0.01245834,0.26150505,0.63083079,1.50107093,0.00000000,0.73685931,0.49669318
-5.26163082,2.37506372,0.01154596,0.24494247,0.61787107,1.44051346,0.00000000,0.71689920,0.46884137
-5.25562781,2.25695480,0.01063592,0.22826386,0.60295011,1.37644115,0.00000000,0.69406228,0.44050017
-5.24962481,2.13549976,0.00973913,0.21168135,0.58622885,1.30969163,0.00000000,0.66868109,0.41202887
-5.24362181,2.01217210,0.00886524,0.19538540,0.56787805,1.24108465,0.00000000,0.64111536,0.38375566
-5.23761881,1.88835909,0.00802253,0.17954245,0.54807652,1.17141043,0.00000000,0.61174480,0.35597345
-5.23161581,1.76534621,0.00721785,0.16429362,0.52700939,1.10142024,0.00000000,0.58096170,0.32893738
-5.22561281,1.64430660,0.00645660,0.14975444,0.50486651,1.03181924,0.00000000,0.54916365,0.30286384
-5.21960980,1.52629505,0.00574279,0.13601546,0.48184089,0.96326140,0.00000000,0.51674652,0.27793094
-5.21360680,1.41224609,0.00507912,0.12314366,0.45812717,0.89634638,0.00000000,0.48409794,0.25428012
-5.20760380,1.30297565,0.00446704,0.11118443,0.43392011,0.83161807,0.00000000,0.45159133,0.23201876
-5.20160080,1.19918556,0.00390697,0.10016395,0.40941310,0.76956467,0.00000000,0.41958078,0.21122344
-5.19559780,1.10147013,0.00339834,0.09009193,0.38479666,0.71061979,0.00000000,0.38839670,0.19194372
-5.18959480,1.01032417,0.00293980,0.08096438,0.36025696,0.65516453,0.00000000,0.35834239,0.17420601
-5.18359180,0.92615182,0.00252935,0.07276636,0.33597434,0.60352999,0.00000000,0.32969148,0.15801756
-5.17758879,0.84927547,0.00216451,0.06547461,0.31212184,0.55600013,0.00000000,0.30268634,0.14337023
-5.17158579,0.77994431,0.00184241,0.05905989,0.28886384,0.51281460,0.00000000,0.27753724,0.13024386
-5.16558279,0.71834211,0.00155994,0.05348902,0.26635468,0.47417145,0.00000000,0.25442226,0.11860929
-5.15957979,0.66459384,0.00131388,0.04872659,0.24473743,0.44022936,0.00000000,0.23348785,0.10843083
-5.15357679,0.61877094,0.00110093,0.04473622,0.22414273,0.41110953,0.00000000,0.21484985,0.09966823
-5.14757379,0.58089517,0.00091787,0.04148153,0.20468778,0.38689685,0.00000000,0.19859496,0.09227808
-5.14157079,0.55094095,0.00076156,0.03892670,0.18647545,0.36764063,0.00000000,0.18478233,0.08621473
-5.13556778,0.52883644,0.00062902,0.03703670,0.16959353,0.35335468,0.00000000,0.17344536,0.08143076
-5.12956478,0.51446336,0.00051745,0.03577731,0.15411422,0.34401694,0.00000000,0.16459350,0.07787711
-5.12356178,0.50765601,0.00042429,0.03511487,0.14009375,0.33956882,0.00000000,0.15821397,0.07550287
-5.11755878,0.50819959,0.00034718,0.03501591,0.12757210,0.33991424,0.00000000,0.15427330,0.07425496
-5.11155578,0.51582845,0.00028403,0.03544661,0.11657307,0.34491878,0.00000000,0.15271882,0.07407759
-5.10555278,0.53022438,0.00023297,0.03637236,0.10710439,0.35440895,0.00000000,0.15347982,0.07491187
-5.09954977,0.55101559,0.00019239,0.03775719,0.09915805,0.36817190,0.00000000,0.15646861,0.07669537
-5.09354677,0.57777655,0.00016088,0.03956335,0.09271084,0.38595583,0.00000000,0.16158145,0.07936191
-5.08754377,0.61002914,0.00013729,0.04175100,0.08772506,0.40747109,0.00000000,0.16869928,0.08284156
-5.08154077,0.64724535,0.00012066,0.04427798,0.08414934,0.43239242,0.00000000,0.17768845,0.08706085
-5.07553777,0.68885182,0.00011023,0.04709982,0.08191977,0.46036219,0.00000000,0.18840149,0.09194338
-5.06953477,0.73423617,0.00010543,0.05016986,0.08096113,0.49099486,0.00000000,0.20067784,0.09741064
-5.06353177,0.78275538,0.00010588,0.05343962,0.08118830,0.52388271,0.00000000,0.21434479,0.10338318
-5.05752876,0.83374595,0.00011136,0.05685931,0.08250795,0.55860266,0.00000000,0.22921863,0.10978208
-5.05152576,0.88653575,0.00012180,0.06037847,0.08482032,0.59472417,0.00000000,0.24510596,0.11653062
-5.04552276,0.94045726,0.00013729,0.06394688,0.08802122,0.63181804,0.00000000,0.26180538,0.12355610
-5.03951976,0.99486184,0.00015806,0.06751539,0.09200415,0.66946581,0.00000000,0.27910941,0.13079186
-5.03351676,1.04913448,0.00018447,0.07103702,0.09666257,0.70726955,0.00000000,0.29680682,0.13817917
-5.02751376,1.10270854,0.00021702,0.07446796,0.10189214,0.74486159,0.00000000,0.31468526,0.14566918
-5.02151076,1.15507993,0.00025632,0.07776857,0.10759309,0.78191389,0.00000000,0.33253410,0.15322457
-5.01550775,1.20581999,0.00030307,0.08090440,0.11367239,0.81814661,0.00000000,0.35014771,0.16082095
-5.00950475,1.25458656,0.00035811,0.08384698,0.12004576,0.85333551,0.00000000,0.36732875,0.16844786
-5.00350175,1.30113260,0.00042231,0.08657455,0.12663952,0.88731771,0.00000000,0.38389171,0.17610924
-4.99749875,1.34531185,0.00049665,0.08907254,0.13339199,0.91999556,0.00000000,0.39966633,0.18382339
-4.99149575,1.38708109,0.00058214,0.09133385,0.14025444,0.95133822,0.00000000,0.41450106,0.19162225
-4.98549275,1.42649870,0.00067979,0.09335885,0.14719166,0.98138087,0.00000000,0.42826619,0.19955003
-4.97948974,1.46371942,0.00079063,0.09515510,0.15418178,1.01022128,0.00000000,0.44085664,0.20766116
-4.97348674,1.49898520,0.00091564,0.09673687,0.16121571,1.03801386,0.00000000,0.45219435,0.21601761
-4.96748374,1.53261249,0.00105573,0.09812434,0.16829583,1.06496131,0.00000000,0.46222999,0.22468567
-4.96148074,1.56497634,0.00121172,0.09934253,0.17543425,1.09130405,0.00000000,0.47094408,0.23373222
-4.95547774,1.59649187,0.00138426,0.10042014,0.18265058,1.11730793,0.00000000,0.47834735,0.24322070
-4.94947474,1.62759391,0.00157388,0.10138816,0.18996941,1.14325065,0.00000000,0.48448035,0.25320695
-4.94347174,1.65871573,0.00178089,0.10227837,0.19741748,1.16940767,0.00000000,0.48941233,0.26373505
-4.93746873,1.69026796,0.00200538,0.10312195,0.20502097,1.19603802,0.00000000,0.49323944,0.27483348
-4.93146573,1.72261862,0.00224725,0.10394796,0.21280279,1.22337114,0.00000000,0.49608231,0.28651176
-4.92546273,1.75607551,0.00250616,0.10478206,0.22078025,1.25159509,0.00000000,0.49808321,0.29875773
-4.91945973,1.79087187,0.00278159,0.10564544,0.22896319,1.28084720,0.00000000,0.49940286,0.31153579
-4.91345673,1.82715620,0.00307283,0.10655383,0.23735273,1.31120741,0.00000000,0.50021714,0.32478613
-4.90745373,1.86498689,0.00337903,0.10751706,0.24594060,1.34269502,0.00000000,0.50071375,0.33842516
-4.90145073,1.90433204,0.00369930,0.10853873,0.25470937,1.37526893,0.00000000,0.50108912,0.35234710
-4.89544772,1.94507455,0.00403270,0.10961632,0.26363326,1.40883158,0.00000000,0.50154561,0.36642674
-4.88944472,1.98702233,0.00437839,0.11074169,0.27267967,1.44323617,0.00000000,0.50228908,0.38052333
-4.88344172,2.02992278,0.00473569,0.11190182,0.28181127,1.47829701,0.00000000,0.50352689,0.39448537
-4.87743872,2.07348094,0.00510412,0.11307985,0.29098842,1.51380215,0.00000000,0.50546631,0.40815606
-4.87143572,2.11737993,0.00548355,0.11425633,0.30017179,1.54952750,0.00000000,0.50831320,0.42137927
-4.86543272,2.16130228,0.00587422,0.11541064,0.30932493,1.58525143,0.00000000,0.51227095,0.43400550
-4.85942971,2.20495077,0.00627682,0.11652240,0.31841659,1.62076892,0.00000000,0.51753929,0.44589764
-4.85342671,2.24806708,0.00669249,0.11757285,0.32742248,1.65590391,0.00000000,0.52431293,0.45693617
-4.84742371,2.29044692,0.00712287,0.11854613,0.33632648,1.69051912,0.00000000,0.53277979,0.46702342
-4.84142071,2.33195038,0.00757004,0.11943029,0.34512097,1.72452235,0.00000000,0.54311842,0.47608672
-4.83541771,2.37250649,0.00803649,0.12021799,0.35380627,1.75786860,0.00000000,0.55549474,0.48408010
-4.82941471,2.41211144,0.00852502,0.12090690,0.36238928,1.79055773,0.00000000,0.57005768,0.49098463
-4.82341171,2.45082042,0.00903861,0.12149971,0.37088123,1.82262758,0.00000000,0.58693393,0.49680711
-4.81740870,2.48873328,0.00958032,0.12200368,0.37929476,1.85414281,0.00000000,0.60622170,0.50157746
-4.81140570,2.52597489,0.01015306,0.12242993,0.38764051,1.88518017,0.00000000,0.62798376,0.50534466
-4.80540270,2.56267139,0.01075947,0.12279231,0.39592344,1.91581105,0.00000000,0.65223996,0.50817185
-4.79939970,2.59892392,0.01140166,0.12310603,0.40413921,1.94608246,0.00000000,0.67895971,0.51013058
-4.79339670,2.63478166,0.01208108,0.12338622,0.41227076,1.97599786,0.00000000,0.70805474,0.51129479
-4.78739370,2.67021607,0.01279830,0.12364628,0.42028556,2.00549918,0.00000000,0.73937275,0.51173483
-4.78139070,2.70509841,0.01355288,0.12389635,0.42813360,2.03445147,0.00000000,0.77269251,0.51151192
-4.77538769,2.73918224,0.01434321,0.12414197,0.43574635,2.06263138,0.00000000,0.80772077,0.51067344
-4.76938469,2.77209251,0.01516642,0.12438290,0.44303697,2.08972076,0.00000000,0.84409172,0.50924939
-4.76338169,2.80332250,0.01601834,0.12461241,0.44990152,2.11530584,0.00000000,0.88136911,0.50725013
-4.75737869,2.83223914,0.01689352,0.12481688,0.45622151,2.13888279,0.00000000,0.91905152,0.50466576
-4.75137569,2.85809714,0.01778521,0.12497594,0.46186739,2.15986945,0.00000000,0.95658069,0.50146703
-4.74537269,2.88006146,0.01868551,0.12506306,0.46670299,2.17762305,0.00000000,0.99335312,0.49760779
-4.73936968,2.89723722,0.01958550,0.12504665,0.47059066,2.19146319,0.00000000,1.02873437,0.49302893
-4.73336668,2.90870582,0.02047545,0.12489156,0.47339682,2.20069895,0.00000000,1.06207598,0.48766341
-4.72736368,2.91356549,0.02134501,0.12456097,0.47499761,2.20465894,0.00000000,1.09273420,0.48144221
-4.72136068,2.91097421,0.02218351,0.12401852,0.47528442,2.20272273,0.00000000,1.12008990,0.47430086
-4.71535768,2.90019283,0.02298023,0.12323068,0.47416900,2.19435198,0.00000000,1.14356893,0.46618611
-4.70935468,2.88062613,0.02372470,0.12216910,0.47158790,2.17911981,0.00000000,1.16266190,0.45706236
-4.70335168,2.85185979,0.02440700,0.12081288,0.46750597,2.15673669,0.00000000,1.17694263,0.44691752
-4.69734867,2.81369113,0.02501808,0.11915071,0.46191892,2.12707173,0.00000000,1.18608433,0.43576800
-4.69134567,2.76615222,0.02554999,0.11718262,0.45485471,2.09016805,0.00000000,1.18987284,0.42366242
-4.68534267,2.70952406,0.02599620,0.11492131,0.44637382,2.04625160,0.00000000,1.18821618,0.41068402
-4.67933967,2.64434102,0.02635174,0.11239302,0.43656837,1.99573285,0.00000000,1.18115000,0.39695143
-4.67333667,2.57138535,0.02661343,0.10963779,0.42556022,1.93920131,0.00000000,1.16883861,0.38261796
-4.66733367,2.49167182,0.02677998,0.10670921,0.41349811,1.87741317,0.00000000,1.15157149,0.36786919
-4.66133067,2.40642330,0.02685203,0.10367343,0.40055402,1.81127234,0.00000000,1.12975535,0.35291917
-4.65532766,2.31703813,0.02683217,0.10060773,0.38691891,1.74180610,0.00000000,1.10390209,0.33800522
-4.64932466,2.22505066,0.02672488,0.09759848,0.37279800,1.67013603,0.00000000,1.07461308,0.32338164
-4.64332166,2.13208666,0.02653639,0.09473862,0.35840572,1.59744565,0.00000000,1.04256037,0.30931248
-4.63731866,2.03981519,0.02627450,0.09212483,0.34396068,1.52494591,0.00000000,1.00846568,0.29606371
-4.63131566,1.94989893,0.02594832,0.08985429,0.32968049,1.45384003,0.00000000,0.97307775,0.28389503
-4.62531266,1.86394461,0.02556802,0.08802138,0.31577696,1.38528872,0.00000000,0.93714927,0.27305166
-4.61930965,1.78345549,0.02514447,0.08671427,0.30245143,1.32037732,0.00000000,0.90141383,0.26375630
-4.61330665,1.70978741,0.02468889,0.08601151,0.28989062,1.26008573,0.00000000,0.86656417,0.25620163
-4.60730365,1.64410990,0.02421250,0.08597893,0.27826294,1.20526224,0.00000000,0.83323217,0.25054354
-4.60130065,1.58737359,0.02372615,0.08666667,0.26771542,1.15660205,0.00000000,0.80197143,0.24689532
-4.59529765,1.54028496,0.02323997,0.08810674,0.25837119,1.11463098,0.00000000,0.77324307,0.24532306
-4.58929465,1.50328912,0.02276309,0.09031102,0.25032778,1.07969501,0.00000000,0.74740497,0.24584236
-4.58329165,1.47656111,0.02230335,0.09326983,0.24365611,1.05195566,0.00000000,0.72470508,0.24841652
-4.57728864,1.46000592,0.02186712,0.09695117,0.23840019,1.03139143,0.00000000,0.70527863,0.25295628
-4.57128564,1.45326717,0.02145913,0.10130070,0.23457762,1.01780495,0.00000000,0.68914946,0.25932121
-4.56528264,1.45574397,0.02108249,0.10624239,0.23218086,1.01083561,0.00000000,0.67623521,0.26732266
-4.55927964,1.46661541,0.02073862,0.11167997,0.23117912,1.00997712,0.00000000,0.66635610,0.27672832
-4.55327664,1.48487169,0.02042742,0.11749906,0.23152087,1.01459915,0.00000000,0.65924680,0.28726820
-4.54727364,1.50935074,0.02014738,0.12357004,0.23313690,1.02397237,0.00000000,0.65457093,0.29864191
-4.54127064,1.53877897,0.01989584,0.12975142,0.23594365,1.03729580,0.00000000,0.65193747,0.31052705
-4.53526763,1.57181458,0.01966924,0.13589386,0.23984680,1.05372531,0.00000000,0.65091836,0.32258836
-4.52926463,1.60709167,0.01946339,0.14184439,0.24474487,1.07240232,0.00000000,0.65106650,0.33448742
-4.52326163,1.64326359,0.01927380,0.14745101,0.25053258,1.09248137,0.00000000,0.65193353,0.34589243
-4.51725863,1.67904367,0.01909595,0.15256727,0.25710390,1.11315553,0.00000000,0.65308637,0.35648790
-4.51125563,1.71324181,0.01892557,0.15705676,0.26435455,1.13367863,0.00000000,0.65412214,0.36598362
-4.50525263,1.74479548,0.01875882,0.16079730,0.27218382,1.15338346,0.00000000,0.65468069,0.37412283
-4.49924962,1.77279393,0.01859250,0.16368474,0.28049556,1.17169521,0.00000000,0.65445435,0.38068905
-4.49324662,1.79649493,0.01842412,0.16563609,0.28919842,1.18813984,0.00000000,0.65319457,0.38551146
