energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,P_s_up,P_s_down,P_p_up,P_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-3.71285643,6.28415701,-6.28415700,1.05080345,-1.05080345,4.78108891,-4.78108890,0.00569446,-0.00569446,1.86103372,-1.86103371,0.01052386,-0.01052386,1.01336595,-1.01336594
-3.70685343,6.21572061,-6.21572061,1.05241714,-1.05241714,4.70998461,-4.70998461,0.00646173,-0.00646173,1.82606782,-1.82606782,0.01179398,-0.01179398,1.01763428,-1.01763428
-3.70085043,6.14863942,-6.14863941,1.05323015,-1.05323015,4.63995458,-4.63995458,0.00728972,-0.00728972,1.79054888,-1.79054887,0.01317402,-0.01317402,1.02284050,-1.02284050
-3.69484742,6.08488315,-6.08488314,1.05335511,-1.05335511,4.57266817,-4.57266817,0.00817381,-0.00817381,1.75508705,-1.75508705,0.01465908,-0.01465908,1.02925110,-1.02925110
-3.68884442,6.02618110,-6.02618109,1.05289210,-1.05289210,4.50961362,-4.50961361,0.00910749,-0.00910749,1.72024188,-1.72024187,0.01624100,-0.01624100,1.03707590,-1.03707590
-3.68284142,5.97394160,-5.97394159,1.05191966,-1.05191966,4.45203519,-4.45203518,0.01008239,-0.01008239,1.68650082,-1.68650081,0.01790831,-0.01790831,1.04645301,-1.04645301
-3.67683842,5.92918440,-5.92918440,1.05048736,-1.05048736,4.40087981,-4.40087981,0.01108822,-0.01108822,1.65426092,-1.65426092,0.01964611,-0.01964611,1.05743669,-1.05743669
-3.67083542,5.89248949,-5.89248948,1.04861005,-1.04861005,4.35675584,-4.35675584,0.01211295,-0.01211295,1.62381435,-1.62381434,0.02143613,-0.02143613,1.06998884,-1.06998884
-3.66483242,5.86396525,-5.86396525,1.04626449,-1.04626449,4.31990625,-4.31990625,0.01314294,-0.01314294,1.59533850,-1.59533850,0.02325698,-0.02325698,1.08397466,-1.08397466
-3.65882941,5.84323803,-5.84323803,1.04338831,-1.04338831,4.29019773,-4.29019773,0.01416325,-0.01416325,1.56889124,-1.56889123,0.02508448,-0.02508448,1.09916298,-1.09916298
-3.65282641,5.82946390,-5.82946390,1.03988163,-1.03988163,4.26712655,-4.26712655,0.01515793,-0.01515793,1.54441142,-1.54441142,0.02689210,-0.02689210,1.11523129,-1.11523129
-3.64682341,5.82136257,-5.82136257,1.03561128,-1.03561128,4.24984109,-4.24984109,0.01611043,-0.01611043,1.52172483,-1.52172482,0.02865160,-0.02865160,1.13177553,-1.13177553
-3.64082041,5.81727210,-5.81727210,1.03041729,-1.03041729,4.23718022,-4.23718022,0.01700410,-0.01700410,1.50055504,-1.50055504,0.03033371,-0.03033371,1.14832422,-1.14832422
-3.63481741,5.81522216,-5.81522216,1.02412160,-1.02412160,4.22772592,-4.22772592,0.01782262,-0.01782262,1.48053896,-1.48053896,0.03190896,-0.03190896,1.16435630,-1.16435630
-3.62881441,5.81302229,-5.81302229,1.01653824,-1.01653824,4.21986763,-4.21986763,0.01855056,-0.01855056,1.46124604,-1.46124604,0.03334849,-0.03334849,1.17932206,-1.17932206
-3.62281141,5.80836128,-5.80836128,1.00748476,-1.00748476,4.21187544,-4.21187544,0.01917385,-0.01917385,1.44220040,-1.44220040,0.03462492,-0.03462492,1.19266607,-1.19266607
-3.61680840,5.79891268,-5.79891268,0.99679389,-0.99679389,4.20197859,-4.20197859,0.01968029,-0.01968029,1.42290469,-1.42290469,0.03571325,-0.03571325,1.20385101,-1.20385102
-3.61080540,5.78244146,-5.78244146,0.98432521,-0.98432521,4.18844552,-4.18844552,0.02005994,-0.02005994,1.40286458,-1.40286458,0.03659160,-0.03659160,1.21238138,-1.21238138
-3.60480240,5.75690659,-5.75690659,0.96997572,-0.96997572,4.16966174,-4.16966174,0.02030551,-0.02030551,1.38161261,-1.38161261,0.03724195,-0.03724195,1.21782575,-1.21782575
-3.59879940,5.72055458,-5.72055458,0.95368905,-0.95368905,4.14420157,-4.14420157,0.02041261,-0.02041261,1.35873035,-1.35873035,0.03765077,-0.03765077,1.21983661,-1.21983661
-3.59279640,5.67199936,-5.67199935,0.93546248,-0.93546248,4.11089054,-4.11089054,0.02037996,-0.02037996,1.33386769,-1.33386769,0.03780940,-0.03780940,1.21816671,-1.21816671
-3.58679340,5.61028474,-5.61028474,0.91535149,-0.91535149,4.06885550,-4.06885550,0.02020936,-0.02020936,1.30675849,-1.30675848,0.03771437,-0.03771436,1.21268120,-1.21268120
-3.58079040,5.53492664,-5.53492663,0.89347152,-0.89347152,4.01756004,-4.01756004,0.01990573,-0.01990573,1.27723179,-1.27723179,0.03736749,-0.03736749,1.20336480,-1.20336479
-3.57478739,5.44593305,-5.44593305,0.86999667,-0.86999666,3.95682398,-3.95682397,0.01947688,-0.01947688,1.24521823,-1.24521823,0.03677580,-0.03677580,1.19032389,-1.19032388
-3.56878439,5.34380137,-5.34380136,0.84515553,-0.84515553,3.88682604,-3.88682604,0.01893327,-0.01893327,1.21075138,-1.21075138,0.03595125,-0.03595125,1.17378325,-1.17378325
-3.56278139,5.22949335,-5.22949334,0.81922424,-0.81922424,3.80809018,-3.80809017,0.01828762,-0.01828762,1.17396416,-1.17396416,0.03491033,-0.03491033,1.15407775,-1.15407775
-3.55677839,5.10438967,-5.10438966,0.79251706,-0.79251706,3.72145648,-3.72145647,0.01755448,-0.01755448,1.13508066,-1.13508065,0.03367345,-0.03367345,1.13163939,-1.13163938
-3.55077539,4.97022654,-4.97022653,0.76537508,-0.76537508,3.62803861,-3.62803860,0.01674976,-0.01674976,1.09440390,-1.09440389,0.03226433,-0.03226433,1.10698036,-1.10698036
-3.54477239,4.82901819,-4.82901818,0.73815352,-0.73815352,3.52917025,-3.52917024,0.01589019,-0.01589019,1.05230040,-1.05230039,0.03070916,-0.03070916,1.08067312,-1.08067312
-3.53876938,4.68296929,-4.68296928,0.71120833,-0.71120832,3.42634358,-3.42634357,0.01499276,-0.01499276,1.00918236,-1.00918235,0.02903581,-0.02903581,1.05332823,-1.05332823
-3.53276638,4.53438197,-4.53438196,0.68488275,-0.68488274,3.32114308,-3.32114307,0.01407427,-0.01407427,0.96548856,-0.96548855,0.02727302,-0.02727302,1.02557127,-1.02557127
-3.52676338,4.38556212,-4.38556211,0.65949456,-0.65949456,3.21517805,-3.21517804,0.01315080,-0.01315080,0.92166498,-0.92166498,0.02544954,-0.02544954,0.99801974,-0.99801974
-3.52076038,4.23872954,-4.23872953,0.63532459,-0.63532458,3.11001734,-3.11001733,0.01223728,-0.01223728,0.87814615,-0.87814614,0.02359341,-0.02359341,0.97126112,-0.97126112
-3.51475738,4.09593610,-4.09593609,0.61260699,-0.61260698,3.00712907,-3.00712906,0.01134715,-0.01134715,0.83533809,-0.83533808,0.02173126,-0.02173126,0.94583294,-0.94583294
-3.50875438,3.95899535,-3.95899534,0.59152186,-0.59152186,2.90782828,-2.90782827,0.01049210,-0.01049210,0.79360376,-0.79360375,0.01988771,-0.01988771,0.92220565,-0.92220564
-3.50275138,3.82942642,-3.82942640,0.57219039,-0.57219039,2.81323437,-2.81323436,0.00968182,-0.00968182,0.75325146,-0.75325145,0.01808491,-0.01808491,0.90076898,-0.90076897
-3.49674837,3.70841385,-3.70841384,0.55467266,-0.55467266,2.72423980,-2.72423979,0.00892392,-0.00892392,0.71452667,-0.71452666,0.01634219,-0.01634219,0.88182214,-0.88182213
-3.49074537,3.59678446,-3.59678445,0.53896823,-0.53896823,2.64149087,-2.64149087,0.00822390,-0.00822390,0.67760747,-0.67760747,0.01467582,-0.01467582,0.86556802,-0.86556802
-3.48474237,3.49500089,-3.49500088,0.52501923,-0.52501923,2.56538046,-2.56538046,0.00758520,-0.00758520,0.64260356,-0.64260356,0.01309889,-0.01309889,0.85211148,-0.85211148
-3.47873937,3.40317104,-3.40317103,0.51271585,-0.51271585,2.49605227,-2.49605226,0.00700931,-0.00700931,0.60955857,-0.60955857,0.01162138,-0.01162138,0.84146132,-0.84146132
-3.47273637,3.32107169,-3.32107168,0.50190359,-0.50190359,2.43341530,-2.43341529,0.00649593,-0.00649593,0.57845536,-0.57845535,0.01025016,-0.01025016,0.83353583,-0.83353583
-3.46673337,3.24818384,-3.24818384,0.49239216,-0.49239216,2.37716710,-2.37716709,0.00604321,-0.00604321,0.54922372,-0.54922372,0.00898929,-0.00898929,0.82817109,-0.82817109
-3.46073037,3.18373721,-3.18373720,0.48396517,-0.48396516,2.32682369,-2.32682368,0.00564796,-0.00564796,0.52174991,-0.52174991,0.00784020,-0.00784020,0.82513168,-0.82513168
-3.45472736,3.12676080,-3.12676079,0.47639032,-0.47639032,2.28175420,-2.28175420,0.00530596,-0.00530596,0.49588725,-0.49588724,0.00680202,-0.00680202,0.82412296,-0.82412296
-3.44872436,3.07613672,-3.07613672,0.46942950,-0.46942950,2.24121810,-2.24121810,0.00501218,-0.00501218,0.47146727,-0.47146727,0.00587192,-0.00587192,0.82480438,-0.82480438
-3.44272136,3.03065430,-3.03065429,0.46284830,-0.46284830,2.20440294,-2.20440293,0.00476105,-0.00476105,0.44831065,-0.44831065,0.00504547,-0.00504547,0.82680309,-0.82680309
-3.43671836,2.98906203,-2.98906203,0.45642450,-0.45642450,2.17046086,-2.17046086,0.00454674,-0.00454674,0.42623742,-0.42623741,0.00431697,-0.00431697,0.82972735,-0.82972735
-3.43071536,2.95011539,-2.95011539,0.44995536,-0.44995535,2.13854236,-2.13854236,0.00436333,-0.00436333,0.40507595,-0.40507595,0.00367980,-0.00367980,0.83317930,-0.83317930
-3.42471236,2.91261873,-2.91261873,0.44326327,-0.44326327,2.10782614,-2.10782614,0.00420503,-0.00420503,0.38467048,-0.38467048,0.00312673,-0.00312673,0.83676656,-0.83676656
-3.41870935,2.87546037,-2.87546037,0.43619990,-0.43619989,2.07754428,-2.07754428,0.00406637,-0.00406637,0.36488675,-0.36488675,0.00265021,-0.00265021,0.84011263,-0.84011263
-3.41270635,2.83764030,-2.83764030,0.42864848,-0.42864848,2.04700232,-2.04700232,0.00394228,-0.00394228,0.34561586,-0.34561586,0.00224259,-0.00224259,0.84286566,-0.84286566
-3.40670335,2.79829048,-2.79829048,0.42052472,-0.42052472,2.01559430,-2.01559430,0.00382821,-0.00382821,0.32677626,-0.32677626,0.00189639,-0.00189639,0.84470583,-0.84470583
-3.40070035,2.75668809,-2.75668809,0.41177609,-0.41177609,1.98281282,-1.98281282,0.00372023,-0.00372023,0.30831398,-0.30831398,0.00160439,-0.00160439,0.84535111,-0.84535111
-3.39469735,2.71226247,-2.71226247,0.40238001,-0.40238001,1.94825478,-1.94825478,0.00361501,-0.00361501,0.29020140,-0.29020140,0.00135985,-0.00135985,0.84456169,-0.84456169
-3.38869435,2.66459666,-2.66459666,0.39234100,-0.39234100,1.91162334,-1.91162334,0.00350992,-0.00350992,0.27243474,-0.27243474,0.00115651,-0.00115651,0.84214298,-0.84214298
-3.38269135,2.61342454,-2.61342454,0.38168721,-0.38168721,1.87272676,-1.87272676,0.00340293,-0.00340293,0.25503062,-0.25503061,0.00098877,-0.00098877,0.83794764,-0.83794763
-3.37668834,2.55862472,-2.55862472,0.37046647,-0.37046647,1.83147499,-1.83147499,0.00329268,-0.00329268,0.23802198,-0.23802198,0.00085163,-0.00085163,0.83187641,-0.83187641
-3.37068534,2.50021201,-2.50021200,0.35874233,-0.35874233,1.78787450,-1.78787449,0.00317839,-0.00317839,0.22145378,-0.22145378,0.00074079,-0.00074079,0.82387825,-0.82387825
-3.36468234,2.43832744,-2.43832744,0.34659005,-0.34659005,1.74202207,-1.74202206,0.00305984,-0.00305984,0.20537862,-0.20537861,0.00065262,-0.00065262,0.81394958,-0.81394958
-3.35867934,2.37322750,-2.37322749,0.33409304,-0.33409304,1.69409788,-1.69409787,0.00293734,-0.00293734,0.18985258,-0.18985258,0.00058414,-0.00058414,0.80213284,-0.80213284
-3.35267634,2.30527292,-2.30527292,0.32133964,-0.32133964,1.64435826,-1.64435826,0.00281164,-0.00281164,0.17493163,-0.17493163,0.00053303,-0.00053303,0.78851448,-0.78851448
-3.34667334,2.23491748,-2.23491748,0.30842047,-0.30842047,1.59312828,-1.59312827,0.00268393,-0.00268393,0.16066846,-0.16066846,0.00049762,-0.00049762,0.77322221,-0.77322221
-3.34067034,2.16269676,-2.16269675,0.29542634,-0.29542633,1.54079413,-1.54079413,0.00255577,-0.00255577,0.14711010,-0.14711010,0.00047680,-0.00047680,0.75642169,-0.75642169
-3.33466733,2.08921691,-2.08921690,0.28244667,-0.28244667,1.48779544,-1.48779543,0.00242903,-0.00242903,0.13429622,-0.13429622,0.00047008,-0.00047008,0.73831255,-0.73831255
-3.32866433,2.01514325,-2.01514324,0.26956853,-0.26956853,1.43461716,-1.43461715,0.00230587,-0.00230587,0.12225814,-0.12225814,0.00047750,-0.00047750,0.71912378,-0.71912377
-3.32266133,1.94118855,-1.94118854,0.25687600,-0.25687599,1.38178116,-1.38178115,0.00218869,-0.00218869,0.11101842,-0.11101842,0.00049963,-0.00049963,0.69910852,-0.69910852
-3.31665833,1.86810079,-1.86810079,0.24444990,-0.24444990,1.32983716,-1.32983715,0.00208011,-0.00208011,0.10059110,-0.10059110,0.00053754,-0.00053754,0.67853832,-0.67853831
-3.31065533,1.79665026,-1.79665026,0.23236783,-0.23236783,1.27935311,-1.27935311,0.00198289,-0.00198289,0.09098237,-0.09098237,0.00059274,-0.00059274,0.65769684,-0.65769683
-3.30465233,1.72761598,-1.72761598,0.22070419,-0.22070419,1.23090485,-1.23090484,0.00189996,-0.00189996,0.08219153,-0.08219153,0.00066721,-0.00066721,0.63687328,-0.63687327
-3.29864932,1.66177143,-1.66177143,0.20953041,-0.20953041,1.18506512,-1.18506512,0.00183433,-0.00183433,0.07421222,-0.07421222,0.00076329,-0.00076329,0.61635553,-0.61635552
-3.29264632,1.59986980,-1.59986980,0.19891503,-0.19891502,1.14239217,-1.14239217,0.00178908,-0.00178908,0.06703378,-0.06703378,0.00088365,-0.00088365,0.59642332,-0.59642332
-3.28664332,1.54262891,-1.54262890,0.18892371,-0.18892370,1.10341798,-1.10341798,0.00176730,-0.00176730,0.06064257,-0.06064257,0.00103124,-0.00103124,0.57734153,-0.57734153
-3.28064032,1.49071623,-1.49071623,0.17961916,-0.17961916,1.06863652,-1.06863651,0.00177206,-0.00177206,0.05502324,-0.05502324,0.00120924,-0.00120924,0.55935386,-0.55935386
-3.27463732,1.44473439,-1.44473439,0.17106089,-0.17106089,1.03849231,-1.03849230,0.00180637,-0.00180637,0.05015981,-0.05015981,0.00142089,-0.00142089,0.54267709,-0.54267709
-3.26863432,1.40520756,-1.40520756,0.16330477,-0.16330477,1.01336968,-1.01336968,0.00187305,-0.00187305,0.04603661,-0.04603661,0.00166949,-0.00166949,0.52749612,-0.52749612
-3.26263132,1.37256923,-1.37256923,0.15640253,-0.15640252,0.99358310,-0.99358310,0.00197476,-0.00197476,0.04263895,-0.04263895,0.00195819,-0.00195819,0.51395994,-0.51395994
-3.25662831,1.34715183,-1.34715183,0.15040110,-0.15040110,0.97936885,-0.97936885,0.00211383,-0.00211383,0.03995348,-0.03995348,0.00228992,-0.00228992,0.50217870,-0.50217870
-3.25062531,1.32917853,-1.32917852,0.14534194,-0.14534194,0.97087856,-0.97087856,0.00229223,-0.00229223,0.03796838,-0.03796838,0.00266723,-0.00266723,0.49222189,-0.49222189
-3.24462231,1.31875760,-1.31875760,0.14126021,-0.14126021,0.96817470,-0.96817470,0.00251144,-0.00251144,0.03667327,-0.03667327,0.00309211,-0.00309211,0.48411784,-0.48411784
-3.23861931,1.31587956,-1.31587956,0.13818402,-0.13818402,0.97122838,-0.97122838,0.00277241,-0.00277241,0.03605882,-0.03605882,0.00356589,-0.00356589,0.47785428,-0.47785428
-3.23261631,1.32041722,-1.32041722,0.13613367,-0.13613367,0.97991944,-0.97991944,0.00307538,-0.00307538,0.03611625,-0.03611625,0.00408900,-0.00408900,0.47338017,-0.47338017
-3.22661331,1.33212865,-1.33212866,0.13512089,-0.13512089,0.99403905,-0.99403906,0.00341986,-0.00341986,0.03683658,-0.03683658,0.00466093,-0.00466093,0.47060858,-0.47060858
-3.22061031,1.35066308,-1.35066308,0.13514817,-0.13514817,1.01329468,-1.01329468,0.00380453,-0.00380453,0.03820982,-0.03820982,0.00528001,-0.00528001,0.46942041,-0.46942041
-3.21460730,1.37556939,-1.37556939,0.13620812,-0.13620812,1.03731724,-1.03731724,0.00422712,-0.00422712,0.04022397,-0.04022397,0.00594336,-0.00594336,0.46966900,-0.46966900
-3.20860430,1.40630713,-1.40630713,0.13828293,-0.13828293,1.06567039,-1.06567039,0.00468443,-0.00468443,0.04286405,-0.04286405,0.00664680,-0.00664680,0.47118522,-0.47118522
-3.20260130,1.44225952,-1.44225953,0.14134392,-0.14134392,1.09786149,-1.09786149,0.00517225,-0.00517225,0.04611109,-0.04611109,0.00738478,-0.00738478,0.47378298,-0.47378298
-3.19659830,1.48274816,-1.48274816,0.14535112,-0.14535112,1.13335406,-1.13335407,0.00568539,-0.00568539,0.04994114,-0.04994114,0.00815046,-0.00815046,0.47726495,-0.47726495
-3.19059530,1.52704889,-1.52704889,0.15025306,-0.15025306,1.17158117,-1.17158118,0.00621770,-0.00621770,0.05432442,-0.05432442,0.00893571,-0.00893571,0.48142824,-0.48142824
-3.18459230,1.57440851,-1.57440851,0.15598663,-0.15598663,1.21195950,-1.21195950,0.00676216,-0.00676216,0.05922453,-0.05922453,0.00973122,-0.00973122,0.48606986,-0.48606986
-3.17858929,1.62406162,-1.62406162,0.16247708,-0.16247708,1.25390354,-1.25390354,0.00731096,-0.00731096,0.06459791,-0.06459791,0.01052669,-0.01052669,0.49099195,-0.49099195
-3.17258629,1.67524739,-1.67524740,0.16963824,-0.16963824,1.29683952,-1.29683953,0.00785568,-0.00785568,0.07039346,-0.07039346,0.01131101,-0.01131101,0.49600636,-0.49600636
-3.16658329,1.72722562,-1.72722562,0.17737299,-0.17737299,1.34021876,-1.34021876,0.00838747,-0.00838747,0.07655242,-0.07655242,0.01207253,-0.01207253,0.50093877,-0.50093877
-3.16058029,1.77929184,-1.77929184,0.18557389,-0.18557389,1.38352982,-1.38352983,0.00889720,-0.00889720,0.08300863,-0.08300863,0.01279932,-0.01279932,0.50563209,-0.50563209
-3.15457729,1.83079107,-1.83079108,0.19412424,-0.19412424,1.42630954,-1.42630954,0.00937580,-0.00937580,0.08968897,-0.08968897,0.01347953,-0.01347953,0.50994918,-0.50994918
-3.14857429,1.88113006,-1.88113006,0.20289940,-0.20289940,1.46815223,-1.46815223,0.00981441,-0.00981441,0.09651423,-0.09651424,0.01410164,-0.01410164,0.51377482,-0.51377482
-3.14257129,1.92978764,-1.92978764,0.21176845,-0.21176845,1.50871727,-1.50871727,0.01020470,-0.01020470,0.10340029,-0.10340029,0.01465487,-0.01465487,0.51701705,-0.51701705
-3.13656828,1.97632329,-1.97632329,0.22059630,-0.22059630,1.54773470,-1.54773470,0.01053909,-0.01053909,0.11025962,-0.11025962,0.01512946,-0.01512946,0.51960777,-0.51960777
-3.13056528,2.02038371,-2.02038371,0.22924615,-0.22924615,1.58500886,-1.58500887,0.01081100,-0.01081100,0.11700310,-0.11700310,0.01551693,-0.01551693,0.52150282,-0.52150282
-3.12456228,2.06170742,-2.06170742,0.23758223,-0.23758223,1.62042013,-1.62042013,0.01101505,-0.01101505,0.12354210,-0.12354210,0.01581040,-0.01581040,0.52268156,-0.52268156
-3.11855928,2.10012748,-2.10012749,0.24547302,-0.24547302,1.65392473,-1.65392473,0.01114725,-0.01114725,0.12979078,-0.12979078,0.01600474,-0.01600474,0.52314597,-0.52314597
-3.11255628,2.13557234,-2.13557234,0.25279452,-0.25279452,1.68555281,-1.68555281,0.01120509,-0.01120509,0.13566854,-0.13566854,0.01609674,-0.01609674,0.52291946,-0.52291946
-3.10655328,2.16806489,-2.16806489,0.25943383,-0.25943383,1.71540492,-1.71540493,0.01118770,-0.01118770,0.14110249,-0.14110249,0.01608519,-0.01608519,0.52204551,-0.52204551
-3.10055028,2.19771999,-2.19771999,0.26529268,-0.26529268,1.74364707,-1.74364707,0.01109577,-0.01109577,0.14602992,-0.14602992,0.01597092,-0.01597092,0.52058600,-0.52058600
-3.09454727,2.22474030,-2.22474030,0.27029091,-0.27029091,1.77050446,-1.77050446,0.01093162,-0.01093162,0.15040064,-0.15040064,0.01575671,-0.01575671,0.51861963,-0.51861963
-3.08854427,2.24941073,-2.24941073,0.27436973,-0.27436973,1.79625424,-1.79625424,0.01069904,-0.01069904,0.15417902,-0.15417902,0.01544720,-0.01544720,0.51624016,-0.51624016
-3.08254127,2.27209154,-2.27209154,0.27749456,-0.27749456,1.82121741,-1.82121742,0.01040320,-0.01040320,0.15734573,-0.15734573,0.01504875,-0.01504875,0.51355474,-0.51355474
-3.07653827,2.29321011,-2.29321011,0.27965734,-0.27965734,1.84574994,-1.84574994,0.01005046,-0.01005046,0.15989900,-0.15989900,0.01456916,-0.01456916,0.51068215,-0.51068215
-3.07053527,2.31325148,-2.31325148,0.28087818,-0.28087818,1.87023343,-1.87023343,0.00964815,-0.00964815,0.16185532,-0.16185532,0.01401750,-0.01401750,0.50775116,-0.50775116
-3.06453227,2.33274776,-2.33274776,0.28120619,-0.28120619,1.89506541,-1.89506541,0.00920434,-0.00920434,0.16324954,-0.16324954,0.01340376,-0.01340376,0.50489867,-0.50489867
-3.05852926,2.35226643,-2.35226643,0.28071939,-0.28071939,1.92064937,-1.92064937,0.00872757,-0.00872757,0.16413434,-0.16413434,0.01273856,-0.01273856,0.50226793,-0.50226793
-3.05252626,2.37239764,-2.37239764,0.27952361,-0.27952361,1.94738473,-1.94738474,0.00822660,-0.00822660,0.16457896,-0.16457896,0.01203290,-0.01203290,0.50000650,-0.50000650
-3.04652326,2.39374059,-2.39374060,0.27775044,-0.27775044,1.97565687,-1.97565688,0.00771018,-0.00771018,0.16466724,-0.16466724,0.01129782,-0.01129782,0.49826406,-0.49826406
-3.04052026,2.41688921,-2.41688922,0.27555405,-0.27555405,2.00582729,-2.00582730,0.00718676,-0.00718676,0.16449511,-0.16449511,0.01054417,-0.01054417,0.49718991,-0.49718991
-3.03451726,2.44241711,-2.44241712,0.27310715,-0.27310715,2.03822408,-2.03822409,0.00666432,-0.00666432,0.16416740,-0.16416740,0.00978231,-0.00978231,0.49693014,-0.49693014
-3.02851426,2.47086228,-2.47086229,0.27059599,-0.27059599,2.07313288,-2.07313289,0.00615021,-0.00615021,0.16379424,-0.16379424,0.00902195,-0.00902195,0.49762452,-0.49762452
-3.02251126,2.50271158,-2.50271158,0.26821460,-0.26821460,2.11078830,-2.11078831,0.00565093,-0.00565093,0.16348708,-0.16348708,0.00827198,-0.00827198,0.49940289,-0.49940289
-3.01650825,2.53838536,-2.53838537,0.26615856,-0.26615856,2.15136614,-2.15136615,0.00517213,-0.00517213,0.16335448,-0.16335448,0.00754027,-0.00754027,0.50238132,-0.50238132
-3.01050525,2.57822266,-2.57822267,0.26461822,-0.26461822,2.19497636,-2.19497637,0.00471844,-0.00471844,0.16349795,-0.16349795,0.00683366,-0.00683366,0.50665786,-0.50665787
-3.00450225,2.62246717,-2.62246718,0.26377195,-0.26377195,2.24165708,-2.24165709,0.00429354,-0.00429354,0.16400777,-0.16400777,0.00615788,-0.00615788,0.51230818,-0.51230819
-2.99849925,2.67125450,-2.67125451,0.26377934,-0.26377934,2.29136961,-2.29136962,0.00390010,-0.00390010,0.16495922,-0.16495922,0.00551750,-0.00551750,0.51938107,-0.51938107
-2.99249625,2.72460111,-2.72460111,0.26477486,-0.26477486,2.34399479,-2.34399480,0.00353986,-0.00353986,0.16640921,-0.16640921,0.00491601,-0.00491601,0.52789405,-0.52789405
-2.98649325,2.78239534,-2.78239535,0.26686204,-0.26686204,2.39933067,-2.39933068,0.00321368,-0.00321368,0.16839352,-0.16839352,0.00435582,-0.00435582,0.53782932,-0.53782932
-2.98049025,2.84439102,-2.84439102,0.27010854,-0.27010854,2.45709166,-2.45709167,0.00292164,-0.00292164,0.17092478,-0.17092478,0.00383837,-0.00383837,0.54913023,-0.54913024
-2.97448724,2.91020394,-2.91020395,0.27454228,-0.27454228,2.51690937,-2.51690938,0.00266314,-0.00266314,0.17399129,-0.17399129,0.00336419,-0.00336419,0.56169853,-0.56169853
-2.96848424,2.97931175,-2.97931175,0.28014881,-0.28014881,2.57833515,-2.57833515,0.00243698,-0.00243698,0.17755669,-0.17755669,0.00293303,-0.00293303,0.57539268,-0.57539268
-2.96248124,3.05105743,-3.05105744,0.28687006,-0.28687006,2.64084446,-2.64084447,0.00224151,-0.00224151,0.18156066,-0.18156066,0.00254392,-0.00254392,0.59002742,-0.59002742
-2.95647824,3.12465673,-3.12465674,0.29460465,-0.29460465,2.70384329,-2.70384330,0.00207474,-0.00207474,0.18592041,-0.18592041,0.00219537,-0.00219537,0.60537489,-0.60537489
-2.95047524,3.19920962,-3.19920963,0.30320968,-0.30320968,2.76667638,-2.76667638,0.00193438,-0.00193438,0.19053315,-0.19053315,0.00188540,-0.00188540,0.62116734,-0.62116734
-2.94447224,3.27371583,-3.27371583,0.31250408,-0.31250408,2.82863761,-2.82863762,0.00181803,-0.00181803,0.19527934,-0.19527935,0.00161169,-0.00161169,0.63710156,-0.63710157
-2.93846923,3.34709438,-3.34709439,0.32227346,-0.32227346,2.88898226,-2.88898226,0.00172317,-0.00172317,0.20002657,-0.20002657,0.00137167,-0.00137167,0.65284515,-0.65284515
-2.93246623,3.41820680,-3.41820681,0.33227623,-0.33227623,2.94694111,-2.94694112,0.00164728,-0.00164728,0.20463401,-0.20463401,0.00116264,-0.00116264,0.66804433,-0.66804433
-2.92646323,3.48588356,-3.48588357,0.34225086,-0.34225087,3.00173627,-3.00173627,0.00158788,-0.00158788,0.20895722,-0.20895722,0.00098180,-0.00098180,0.68233334,-0.68233334
-2.92046023,3.54895315,-3.54895316,0.35192410,-0.35192410,3.05259825,-3.05259825,0.00154258,-0.00154258,0.21285318,-0.21285318,0.00082636,-0.00082636,0.69534494,-0.69534494
-2.91445723,3.60627293,-3.60627293,0.36101965,-0.36101965,3.09878416,-3.09878417,0.00150912,-0.00150912,0.21618517,-0.21618517,0.00069360,-0.00069360,0.70672184,-0.70672184
-2.90845423,3.65676080,-3.65676081,0.36926723,-0.36926723,3.13959635,-3.13959636,0.00148534,-0.00148534,0.21882760,-0.21882760,0.00058087,-0.00058087,0.71612840,-0.71612840
-2.90245123,3.69942670,-3.69942670,0.37641148,-0.37641148,3.17440097,-3.17440097,0.00146927,-0.00146927,0.22067034,-0.22067034,0.00048572,-0.00048572,0.72326227,-0.72326227
-2.89644822,3.73340248,-3.73340248,0.38222040,-0.38222040,3.20264585,-3.20264586,0.00145909,-0.00145909,0.22162247,-0.22162247,0.00040582,-0.00040582,0.72786535,-0.72786535
-2.89044522,3.75796927,-3.75796927,0.38649308,-0.38649308,3.22387703,-3.22387703,0.00145314,-0.00145314,0.22161535,-0.22161535,0.00033907,-0.00033907,0.72973351,-0.72973351
-2.88444222,3.77258073,-3.77258073,0.38906621,-0.38906621,3.23775299,-3.23775299,0.00144990,-0.00144990,0.22060483,-0.22060483,0.00028353,-0.00028353,0.72872465,-0.72872465
-2.87843922,3.77688146,-3.77688146,0.38981927,-0.38981927,3.24405615,-3.24405615,0.00144804,-0.00144804,0.21857251,-0.21857251,0.00023749,-0.00023749,0.72476453,-0.72476453
-2.87243622,3.77071914,-3.77071914,0.38867811,-0.38867811,3.24270078,-3.24270077,0.00144637,-0.00144637,0.21552607,-0.21552607,0.00019944,-0.00019944,0.71785017,-0.71785017
