energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,W_p_up,W_d_up
-6.00000000,2.14024899,0.00921089,0.59707519,0.21474549,0.00000000,1.39416403,0.84336876
-5.99399700,2.20661853,0.00922503,0.61700733,0.21085285,0.00000000,1.44165247,0.86888912
-5.98799400,2.26812600,0.00924007,0.63561492,0.20711253,0.00000000,1.48443299,0.89275489
-5.98199100,2.32338019,0.00925595,0.65247721,0.20346685,0.00000000,1.52166271,0.91441005
-5.97598799,2.37109805,0.00927349,0.66720093,0.19986079,0.00000000,1.55260482,0.93333463
-5.96998499,2.41015020,0.00929467,0.67943373,0.19624659,0.00000000,1.57665303,0.94906338
-5.96398199,2.43960192,0.00932277,0.68887653,0.19258787,0.00000000,1.59335209,0.96120275
-5.95797899,2.45874777,0.00936244,0.69529423,0.18886288,0.00000000,1.60241345,0.96944545
-5.95197599,2.46713835,0.00941983,0.69852446,0.18506704,0.00000000,1.60372535,0.97358192
-5.94597299,2.46459815,0.00950255,0.69848380,0.18121434,0.00000000,1.59735702,0.97350833
-5.93996998,2.45123365,0.00961958,0.69517134,0.17733789,0.00000000,1.58355659,0.96923057
-5.93396698,2.42743123,0.00978113,0.68866946,0.17348936,0.00000000,1.56274287,0.96086441
-5.92796398,2.39384517,0.00999844,0.67914157,0.16973755,0.00000000,1.53549133,0.94863141
-5.92196098,2.35137597,0.01028348,0.66682713,0.16616598,0.00000000,1.50251468,0.93285115
-5.91595798,2.30114009,0.01064861,0.65203402,0.16286987,0.00000000,1.46463903,0.91392997
-5.90995498,2.24443228,0.01110615,0.63512853,0.15995234,0.00000000,1.42277638,0.89234668
-5.90395198,2.18268207,0.01166799,0.61652353,0.15752025,0.00000000,1.37789463,0.86863598
-5.89794897,2.11740627,0.01234507,0.59666507,0.15567969,0.00000000,1.33098630,0.84337033
-5.89194597,2.05015934,0.01314690,0.57601818,0.15453142,0.00000000,1.28303717,0.81714088
-5.88594297,1.98248368,0.01408110,0.55505222,0.15416631,0.00000000,1.23499606,0.79053850
-5.87993997,1.91586190,0.01515289,0.53422655,0.15466110,0.00000000,1.18774687,0.76413554
-5.87393697,1.85167273,0.01636471,0.51397690,0.15607459,0.00000000,1.14208395,0.73846900
-5.86793397,1.79115244,0.01771586,0.49470306,0.15844442,0.00000000,1.09869166,0.71402599
-5.86193097,1.73536293,0.01920221,0.47675826,0.16178465,0.00000000,1.05812880,0.69123170
-5.85592796,1.68516772,0.02081600,0.46044072,0.16608420,0.00000000,1.02081836,0.67044043
-5.84992496,1.64121642,0.02254585,0.44598740,0.17130628,0.00000000,0.98704282,0.65192991
-5.84392196,1.60393798,0.02437676,0.43357036,0.17738885,0.00000000,0.95694497,0.63589888
-5.83791896,1.57354258,0.02629035,0.42329561,0.18424619,0.00000000,0.93053398,0.62246787
-5.83191596,1.55003166,0.02826520,0.41520442,0.19177147,0.00000000,0.90769626,0.61168304
-5.82591296,1.53321535,0.03027729,0.40927688,0.19984026,0.00000000,0.88821048,0.60352251
-5.81990995,1.52273601,0.03230064,0.40543756,0.20831493,0.00000000,0.87176579,0.59790489
-5.81390695,1.51809652,0.03430797,0.40356270,0.21704968,0.00000000,0.85798244,0.59469935
-5.80790395,1.51869198,0.03627147,0.40348881,0.22589603,0.00000000,0.84643375,0.59373665
-5.80190095,1.52384287,0.03816362,0.40502198,0.23470856,0.00000000,0.83666836,0.59482058
-5.79589795,1.53282835,0.03995801,0.40794757,0.24335052,0.00000000,0.82823180,0.59773905
-5.78989495,1.54491794,0.04163018,0.41203978,0.25169919,0.00000000,0.82068650,0.60227448
-5.78389195,1.55940032,0.04315831,0.41707078,0.25965054,0.00000000,0.81362934,0.60821286
-5.77788894,1.57560796,0.04452391,0.42281877,0.26712313,0.00000000,0.80670622,0.61535109
-5.77188594,1.59293669,0.04571234,0.42907503,0.27406081,0.00000000,0.79962306,0.62350248
-5.76588294,1.61085961,0.04671317,0.43564931,0.28043424,0.00000000,0.79215303,0.63250005
-5.75987994,1.62893505,0.04752036,0.44237381,0.28624097,0.00000000,0.78413989,0.64219773
-5.75387694,1.64680848,0.04813234,0.44910533,0.29150421,0.00000000,0.77549758,0.65246943
-5.74787394,1.66420895,0.04855179,0.45572596,0.29627009,0.00000000,0.76620634,0.66320641
-5.74187094,1.68094038,0.04878533,0.46214211,0.30060372,0.00000000,0.75630569,0.67431290
-5.73586793,1.69686887,0.04884305,0.46828235,0.30458417,0.00000000,0.74588506,0.68570069
-5.72986493,1.71190688,0.04873789,0.47409409,0.30829858,0.00000000,0.73507248,0.69728293
-5.72386193,1.72599557,0.04848492,0.47953953,0.31183577,0.00000000,0.72402217,0.70896770
-5.71785893,1.73908653,0.04810062,0.48459118,0.31527964,0.00000000,0.71290167,0.72065179
-5.71185593,1.75112408,0.04760209,0.48922721,0.31870277,0.00000000,0.70187919,0.73221523
-5.70585293,1.76202944,0.04700630,0.49342703,0.32216049,0.00000000,0.69111192,0.74351690
-5.69984992,1.77168759,0.04632944,0.49716738,0.32568592,0.00000000,0.68073561,0.75439171
-5.69384692,1.77993787,0.04558632,0.50041910,0.32928607,0.00000000,0.67085611,0.76464949
-5.68784392,1.78656874,0.04478992,0.50314489,0.33293945,0.00000000,0.66154295,0.77407586
-5.68184092,1.79131715,0.04395109,0.50529807,0.33659512,0.00000000,0.65282541,0.78243514
-5.67583792,1.79387256,0.04307834,0.50682256,0.34017351,0.00000000,0.64469086,0.78947515
-5.66983492,1.79388535,0.04217793,0.50765384,0.34356875,0.00000000,0.63708555,0.79493383
-5.66383192,1.79097932,0.04125389,0.50772113,0.34665264,0.00000000,0.62991760,0.79854745
-5.65782891,1.78476737,0.04030839,0.50695036,0.34927983,0.00000000,0.62306194,0.80005982
-5.65182591,1.77486979,0.03934207,0.50526796,0.35129423,0.00000000,0.61636693,0.79923229
-5.64582291,1.76093398,0.03835448,0.50260523,0.35253603,0.00000000,0.60966226,0.79585397
-5.63981991,1.74265457,0.03734463,0.49890293,0.35284927,0.00000000,0.60276777,0.78975160
-5.63381691,1.71979297,0.03631148,0.49411607,0.35208936,0.00000000,0.59550278,0.78079863
-5.62781391,1.69219531,0.03525447,0.48821837,0.35013025,0.00000000,0.58769553,0.76892299
-5.62181091,1.65980778,0.03417400,0.48120644,0.34687101,0.00000000,0.57919242,0.75411320
-5.61580790,1.62268862,0.03307178,0.47310325,0.34224133,0.00000000,0.56986662,0.73642241
-5.60980490,1.58101626,0.03195126,0.46396086,0.33620584,0.00000000,0.55962590,0.71597023
-5.60380190,1.53509309,0.03081773,0.45386212,0.32876703,0.00000000,0.54841935,0.69294215
-5.59779890,1.48534480,0.02967853,0.44292135,0.31996670,0.00000000,0.53624289,0.66758667
-5.59179590,1.43231524,0.02854298,0.43128397,0.30988587,0.00000000,0.52314345,0.64021015
-5.58579290,1.37665716,0.02742233,0.41912487,0.29864335,0.00000000,0.50922171,0.61116971
-5.57978989,1.31911923,0.02632951,0.40664578,0.28639300,0.00000000,0.49463350,0.58086453
-5.57378689,1.26052991,0.02527884,0.39407156,0.27331990,0.00000000,0.47958987,0.54972579
-5.56778389,1.20177893,0.02428567,0.38164561,0.25963578,0.00000000,0.46435582,0.51820599
-5.56178089,1.14379722,0.02336593,0.36962445,0.24557386,0.00000000,0.44924794,0.48676789
-5.55577789,1.08753603,0.02253565,0.35827175,0.23138347,0.00000000,0.43463107,0.45587365
-5.54977489,1.03394610,0.02181047,0.34785197,0.21732469,0.00000000,0.42091394,0.42597466
-5.54377189,0.98395768,0.02120515,0.33862370,0.20366328,0.00000000,0.40854421,0.39750242
-5.53776888,0.93846210,0.02073304,0.33083318,0.19066611,0.00000000,0.39800272,0.37086075
-5.53176588,0.89829540,0.02040570,0.32470795,0.17859727,0.00000000,0.38979730,0.34641976
-5.52576288,0.86422447,0.02023242,0.32045101,0.16771491,0.00000000,0.38445598,0.32451141
-5.51975988,0.83693608,0.02021990,0.31823561,0.15826890,0.00000000,0.38251983,0.30542714
-5.51375688,0.81702881,0.02037198,0.31820089,0.15049930,0.00000000,0.38453525,0.28941708
-5.50775388,0.80500794,0.02068944,0.32044839,0.14463554,0.00000000,0.39104578,0.27669106
-5.50175088,0.80128302,0.02116988,0.32503974,0.14089613,0.00000000,0.40258331,0.26742095
-5.49574787,0.80616800,0.02180770,0.33199526,0.13948886,0.00000000,0.41965866,0.26174420
-5.48974487,0.81988324,0.02259413,0.34129387,0.14061118,0.00000000,0.44275147,0.25976811
-5.48374187,0.84255915,0.02351744,0.35287385,0.14445063,0.00000000,0.47229927,0.26157461
-5.47773887,0.87424074,0.02456308,0.36663474,0.15118498,0.00000000,0.50868583,0.26722500
-5.47173587,0.91489255,0.02571402,0.38243995,0.16098210,0.00000000,0.55222878,0.27676432
-5.46573287,0.96440350,0.02695112,0.40012018,0.17399912,0.00000000,0.60316672,0.29022514
-5.45972986,1.02259105,0.02825349,0.41947723,0.19038097,0.00000000,0.66164586,0.30763016
-5.45372686,1.08920431,0.02959893,0.44028828,0.21025802,0.00000000,0.72770682,0.32899369
-5.44772386,1.16392589,0.03096444,0.46231021,0.23374298,0.00000000,0.80127175,0.35432161
-5.44172086,1.24637227,0.03232665,0.48528400,0.26092680,0.00000000,0.88213254,0.38360982
-5.43571786,1.33609283,0.03366231,0.50893892,0.29187402,0.00000000,0.96994058,0.41684127
-5.42971486,1.43256766,0.03494874,0.53299657,0.32661736,0.00000000,1.06419890,0.45398145
-5.42371186,1.53520454,0.03616428,0.55717458,0.36515199,0.00000000,1.16425740,0.49497284
-5.41770885,1.64333573,0.03728870,0.58118998,0.40742965,0.00000000,1.26931185,0.53972845
-5.41170585,1.75621504,0.03830354,0.60476241,0.45335296,0.00000000,1.37840729,0.58812486
-5.40570285,1.87301610,0.03919246,0.62761701,0.50277023,0.00000000,1.49044657,0.63999528
-5.39969985,1.99283238,0.03994155,0.64948730,0.55547114,0.00000000,1.60420417,0.69512312
-5.39369685,2.11467995,0.04053953,0.67011798,0.61118367,0.00000000,1.71834565,0.75323649
-5.38769385,2.23750338,0.04097797,0.68926790,0.66957257,0.00000000,1.83145257,0.81400426
-5.38169085,2.36018547,0.04125145,0.70671314,0.73023971,0.00000000,1.94205262,0.87703408
-5.37568784,2.48156101,0.04135767,0.72225044,0.79272651,0.00000000,2.04865411,0.94187268
-5.36968484,2.60043474,0.04129753,0.73570081,0.85651863,0.00000000,2.14978417,1.00800890
-5.36368184,2.71560313,0.04107512,0.74691337,0.92105296,0.00000000,2.24402907,1.07487933
-5.35767884,2.82587971,0.04069779,0.75576936,0.98572685,0.00000000,2.33007557,1.14187685
