energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.68184092,2.68375604,0.07653686,0.09711998,0.51069838,0.37196108,0.14325625,0.83026051,1.26347519,0.00000000
-5.67583792,2.60919647,0.07478155,0.09755468,0.50381297,0.36380461,0.13816371,0.80392277,1.22114816,0.00000000
-5.66983492,2.52881822,0.07310615,0.09778293,0.49648490,0.35519920,0.13322349,0.77501755,1.17587254,0.00000000
-5.66383192,2.44359757,0.07155456,0.09784962,0.48896366,0.34629315,0.12849976,0.74381534,1.12808736,0.00000000
-5.65782891,2.35462397,0.07017132,0.09780872,0.48152431,0.33724968,0.12405654,0.71062546,1.07827588,0.00000000
-5.65182591,2.26308207,0.06900049,0.09772178,0.47446072,0.32824349,0.11995626,0.67579201,1.02695956,0.00000000
-5.64582291,2.17022848,0.06808433,0.09765591,0.46807739,0.31945657,0.11625822,0.63968832,0.97468994,0.00000000
-5.63981991,2.07736367,0.06746196,0.09768156,0.46268017,0.31107321,0.11301690,0.60270992,0.92203853,0.00000000
-5.63381691,1.98580024,0.06716787,0.09787007,0.45856634,0.30327453,0.11028024,0.56526641,0.86958522,0.00000000
-5.62781391,1.89682890,0.06723047,0.09829107,0.45601438,0.29623271,0.10808784,0.52777248,0.81790562,0.00000000
-5.62181091,1.81168381,0.06767069,0.09900999,0.45527396,0.29010512,0.10646927,0.49063869,0.76755791,0.00000000
-5.61580790,1.73150901,0.06850074,0.10008571,0.45655677,0.28502884,0.10544247,0.45426228,0.71906998,0.00000000
-5.60980490,1.65732790,0.06972305,0.10156852,0.46002859,0.28111570,0.10501244,0.41901852,0.67292743,0.00000000
-5.60380190,1.59001715,0.07132953,0.10349851,0.46580319,0.27844821,0.10517022,0.38525311,0.62956311,0.00000000
-5.59779890,1.53028675,0.07330118,0.10590439,0.47393843,0.27707674,0.10589243,0.35327569,0.58934871,0.00000000
-5.59179590,1.47866699,0.07560809,0.10880307,0.48443479,0.27701793,0.10714116,0.32335509,0.55258880,0.00000000
-5.58579290,1.43550316,0.07820994,0.11219959,0.49723655,0.27825467,0.10886454,0.29571607,0.51951755,0.00000000
-5.57978989,1.40095807,0.08105683,0.11608788,0.51223554,0.28073750,0.11099788,0.27053788,0.49029825,0.00000000
-5.57378689,1.37502198,0.08409065,0.12045191,0.52927735,0.28438754,0.11346535,0.24795438,0.46502541,0.00000000
-5.56778389,1.35752918,0.08724680,0.12526737,0.54816951,0.28910064,0.11618226,0.22805565,0.44372927,0.00000000
-5.56178089,1.34817995,0.09045621,0.13050364,0.56869131,0.29475265,0.11905771,0.21089082,0.42638222,0.00000000
-5.55577789,1.34656640,0.09364760,0.13612599,0.59060457,0.30120541,0.12199767,0.19647173,0.41290665,0.00000000
-5.54977489,1.35220026,0.09674990,0.14209778,0.61366458,0.30831314,0.12490822,0.18477722,0.40318356,0.00000000
-5.54377189,1.36454088,0.09969468,0.14838252,0.63763066,0.31592882,0.12769888,0.17575756,0.39706141,0.00000000
-5.53776888,1.38302146,0.10241840,0.15494560,0.66227542,0.32391020,0.13028582,0.16933883,0.39436451,0.00000000
-5.53176588,1.40707195,0.10486455,0.16175555,0.68739223,0.33212509,0.13259485,0.16542683,0.39490038,0.00000000
-5.52576288,1.43613700,0.10698538,0.16878478,0.71280021,0.34045544,0.13456398,0.16391035,0.39846583,0.00000000
-5.51975988,1.46968816,0.10874324,0.17600956,0.73834647,0.34880030,0.13614547,0.16466374,0.40485115,0.00000000
-5.51375688,1.50722955,0.11011142,0.18340942,0.76390540,0.35707711,0.13730725,0.16754853,0.41384255,0.00000000
-5.50775388,1.54829707,0.11107452,0.19096579,0.78937494,0.36522157,0.13803366,0.17241431,0.42522265,0.00000000
-5.50175088,1.59245152,0.11162820,0.19866015,0.81467024,0.37318599,0.13832552,0.17909879,0.43876926,0.00000000
-5.49574787,1.63926657,0.11177853,0.20647163,0.83971507,0.38093637,0.13819942,0.18742744,0.45425279,0.00000000
-5.48974487,1.68831301,0.11154081,0.21437442,0.86443164,0.38844834,0.13768646,0.19721269,0.47143269,0.00000000
-5.48374187,1.73914077,0.11093806,0.22233506,0.88872974,0.39570248,0.13683049,0.20825317,0.49005348,0.00000000
-5.47773887,1.79126086,0.10999922,0.23030992,0.91249599,0.40267929,0.13568578,0.22033321,0.50984094,0.00000000
-5.47173587,1.84412897,0.10875726,0.23824302,0.93558419,0.40935419,0.13431466,0.23322278,0.53049907,0.00000000
-5.46573287,1.89713282,0.10724715,0.24606453,0.95780766,0.41569319,0.13278487,0.24667836,0.55170836,0.00000000
-5.45972986,1.94958476,0.10550403,0.25369004,0.97893440,0.42164934,0.13116709,0.26044470,0.57312590,0.00000000
-5.45372686,2.00072106,0.10356153,0.26102077,0.99868553,0.42716049,0.12953267,0.27425774,0.59438762,0.00000000
-5.44772386,2.04970881,0.10145036,0.26794481,1.01673770,0.43214853,0.12795169,0.28784875,0.61511288,0.00000000
-5.44172086,2.09566059,0.09919731,0.27433939,1.03272928,0.43652024,0.12649158,0.30094959,0.63491153,0.00000000
-5.43571786,2.13765692,0.09682462,0.28007421,1.04627046,0.44016978,0.12521625,0.31329896,0.65339316,0.00000000
-5.42971486,2.17477547,0.09434981,0.28501553,1.05695673,0.44298274,0.12418579,0.32464960,0.67017830,0.00000000
-5.42371186,2.20612587,0.09178584,0.28903103,1.06438510,0.44484150,0.12345684,0.33477580,0.68491112,0.00000000
-5.41770885,2.23088820,0.08914170,0.29199506,1.06817214,0.44563163,0.12308351,0.34348123,0.69727289,0.00000000
-5.41170585,2.24835306,0.08642325,0.29379406,1.06797296,0.44524892,0.12311868,0.35060647,0.70699559,0.00000000
-5.40570285,2.25796095,0.08363430,0.29433184,1.06349981,0.44360662,0.12361577,0.35603587,0.71387487,0.00000000
-5.39969985,2.25933838,0.08077780,0.29353441,1.05453936,0.44064234,0.12463060,0.35970340,0.71778150,0.00000000
-5.39369685,2.25232862,0.07785704,0.29135411,1.04096745,0.43632434,0.12622335,0.36159696,0.71867074,0.00000000
-5.38769385,2.23701474,0.07487679,0.28777273,1.02276055,0.43065654,0.12846023,0.36176106,0.71658880,0.00000000
-5.38169085,2.21373352,0.07184429,0.28280358,1.00000297,0.42368214,0.13141493,0.36029741,0.71167601,0.00000000
-5.37568784,2.18307868,0.06876999,0.27649213,0.97288958,0.41548538,0.13516936,0.35736330,0.70416622,0.00000000
-5.36968484,2.14589305,0.06566805,0.26891547,0.94172365,0.40619139,0.13981372,0.35316791,0.69438239,0.00000000
-5.36368184,2.10324932,0.06255653,0.26018034,0.90690994,0.39596405,0.14544570,0.34796632,0.68272827,0.00000000
-5.35767884,2.05641994,0.05945717,0.25042007,0.86894336,0.38500187,0.15216869,0.34205159,0.66967644,0.00000000
-5.35167584,2.00683730,0.05639504,0.23979037,0.82839377,0.37353207,0.16008891,0.33574505,0.65575307,0.00000000
-5.34567284,1.95604563,0.05339776,0.22846426,0.78588777,0.36180316,0.16931161,0.32938523,0.64152002,0.00000000
-5.33966983,1.90564658,0.05049457,0.21662653,0.74208822,0.35007627,0.17993626,0.32331576,0.62755495,0.00000000
-5.33366683,1.85724087,0.04771524,0.20446773,0.69767273,0.33861564,0.19205088,0.31787279,0.61443020,0.00000000
-5.32766383,1.81236843,0.04508886,0.19217819,0.65331203,0.32767882,0.20572583,0.31337232,0.60269138,0.00000000
-5.32166083,1.77244963,0.04264261,0.17994225,0.60964919,0.31750684,0.22100724,0.31009811,0.59283658,0.00000000
-5.31565783,1.73873017,0.04040057,0.16793294,0.56728075,0.30831493,0.23791037,0.30829047,0.58529691,0.00000000
-5.30965483,1.71223199,0.03838268,0.15630738,0.52674041,0.30028412,0.25641341,0.30813664,0.58041952,0.00000000
-5.30365183,1.69371255,0.03660381,0.14520297,0.48848595,0.29355422,0.27645189,0.30976292,0.57845362,0.00000000
-5.29764882,1.68363408,0.03507306,0.13473462,0.45288988,0.28821832,0.29791440,0.31322911,0.57954014,0.00000000
-5.29164582,1.68214454,0.03379332,0.12499293,0.42023397,0.28431919,0.32063970,0.31852547,0.58370578,0.00000000
-5.28564282,1.68907104,0.03276112,0.11604351,0.39070780,0.28184770,0.34441582,0.32557235,0.59086153,0.00000000
-5.27963982,1.70392644,0.03196668,0.10792730,0.36441112,0.28074332,0.36898132,0.33422258,0.60080597,0.00000000
-5.27363682,1.72592900,0.03139431,0.10066182,0.34135988,0.28089669,0.39402885,0.34426671,0.61323344,0.00000000
-5.26763382,1.75403455,0.03102304,0.09424332,0.32149545,0.28215426,0.41921130,0.35544079,0.62774661,0.00000000
-5.26163082,1.78698026,0.03082743,0.08864965,0.30469644,0.28432467,0.44415030,0.36743661,0.64387345,0.00000000
-5.25562781,1.82333834,0.03077865,0.08384371,0.29079275,0.28718677,0.46844706,0.37991403,0.66108767,0.00000000
-5.24962481,1.86157777,0.03084564,0.07977729,0.27958103,0.29049887,0.49169511,0.39251486,0.67883221,0.00000000
-5.24362181,1.90013176,0.03099640,0.07639517,0.27084102,0.29400889,0.51349470,0.40487800,0.69654476,0.00000000
-5.23761881,1.93746840,0.03119935,0.07363933,0.26435202,0.29746502,0.53346807,0.41665510,0.71368438,0.00000000
-5.23161581,1.97216149,0.03142459,0.07145304,0.25990905,0.30062649,0.55127524,0.42752614,0.72975827,0.00000000
-5.22561281,2.00295891,0.03164525,0.06978472,0.25733787,0.30327387,0.56662933,0.43721448,0.74434735,0.00000000
-5.21960980,2.02884555,0.03183862,0.06859143,0.25650851,0.30521872,0.57931089,0.44550050,0.75712994,0.00000000
-5.21360680,2.04909819,0.03198717,0.06784190,0.25734667,0.30631201,0.58918046,0.45223351,0.76790211,0.00000000
-5.20760380,2.06332972,0.03207941,0.06751885,0.25984267,0.30645105,0.59618857,0.45734112,0.77659404,0.00000000
-5.20160080,2.07152082,0.03211050,0.06762072,0.26405756,0.30558461,0.60038279,0.46083592,0.78328139,0.00000000
-5.19559780,2.07403738,0.03208267,0.06816259,0.27012597,0.30371607,0.60191113,0.46281883,0.78819112,0.00000000
-5.18959480,2.07163254,0.03200530,0.06917625,0.27825568,0.30090440,0.60102166,0.46347909,0.79170118,0.00000000
-5.18359180,2.06543283,0.03189485,0.07070949,0.28872362,0.29726302,0.59805800,0.46309062,0.79433393,0.00000000
-5.17758879,2.05690854,0.03177446,0.07282453,0.30186836,0.29295641,0.59345078,0.46200497,0.79674321,0.00000000
-5.17158579,2.04782894,0.03167331,0.07559557,0.31807908,0.28819481,0.58770529,0.46064074,0.79969527,0.00000000
-5.16558279,2.04020367,0.03162580,0.07910571,0.33778123,0.28322704,0.58138556,0.45947005,0.80404404,0.00000000
-5.15957979,2.03621207,0.03167046,0.08344300,0.36141919,0.27833169,0.57509550,0.45900226,0.81070145,0.00000000
-5.15357679,2.03812278,0.03184869,0.08869609,0.38943633,0.27380721,0.56945764,0.45976550,0.82060366,0.00000000
-5.14757379,2.04820639,0.03220342,0.09494929,0.42225294,0.26996092,0.56509044,0.46228676,0.83467433,0.00000000
-5.14157079,2.06864401,0.03277760,0.10227741,0.46024295,0.26709768,0.56258475,0.46707102,0.85378612,0.00000000
-5.13556778,2.10143525,0.03361260,0.11074053,0.50370988,0.26550834,0.56248055,0.47458028,0.87872189,0.00000000
-5.12956478,2.14830880,0.03474670,0.12037880,0.55286330,0.26545847,0.56524479,0.48521323,0.91013695,0.00000000
-5.12356178,2.21063915,0.03621346,0.13120766,0.60779650,0.26717790,0.57125122,0.49928639,0.94852394,0.00000000
-5.11755878,2.28937274,0.03804026,0.14321357,0.66846660,0.27085109,0.58076306,0.51701728,0.99418172,0.00000000
-5.11155578,2.38496652,0.04024687,0.15635059,0.73467806,0.27660904,0.59391928,0.53851061,1.04718974,0.00000000
-5.10555278,2.49734188,0.04284426,0.17053792,0.80607069,0.28452276,0.61072508,0.56374786,1.10738916,0.00000000
-5.09954977,2.62585613,0.04583354,0.18565872,0.88211300,0.29459867,0.63104712,0.59258090,1.17437183,0.00000000
-5.09354677,2.76929343,0.04920518,0.20156029,0.96210178,0.30677607,0.65461376,0.62473010,1.24747787,0.00000000
-5.08754377,2.92587629,0.05293846,0.21805568,1.04516843,0.32092678,0.68102045,0.65978710,1.32580263,0.00000000
-5.08154077,3.09329800,0.05700129,0.23492692,1.13029233,0.33685710,0.70974026,0.69722235,1.40821301,0.00000000
-5.07553777,3.26877581,0.06135033,0.25192972,1.21632139,0.35431194,0.74013925,0.73639743,1.49337325,0.00000000
-5.06953477,3.44912353,0.06593150,0.26879965,1.30199932,0.37298116,0.77149616,0.77658173,1.57977940,0.00000000
-5.06353177,3.63084160,0.07068077,0.28525956,1.38599910,0.39250790,0.80302585,0.81697320,1.66580169,0.00000000
-5.05752876,3.81022185,0.07552544,0.30102800,1.46696148,0.41249864,0.83390564,0.85672229,1.74973348,0.00000000
-5.05152576,3.98346338,0.08038561,0.31582846,1.54353732,0.43253475,0.86330351,0.89495858,1.82984497,0.00000000
-5.04552276,4.14679543,0.08517609,0.32939888,1.61443210,0.45218509,0.89040713,0.93081882,1.90443985,0.00000000
-5.03951976,4.29660266,0.08980848,0.34150115,1.67845073,0.47101935,0.91445265,0.96347555,1.97191271,0.00000000
-5.03351676,4.42954794,0.09419350,0.35193018,1.73454085,0.48862154,0.93475194,0.99216512,2.03080473,0.00000000
-5.02751376,4.54268774,0.09824345,0.36052206,1.78183256,0.50460317,0.95071728,1.01621397,2.07985555,0.00000000
-5.02151076,4.63357537,0.10187467,0.36716093,1.81967266,0.51861578,0.96188249,1.03506208,2.11804907,0.00000000
-5.01550775,4.70034772,0.10501003,0.37178420,1.84765187,0.53036208,0.96791957,1.04828269,2.14465100,0.00000000
-5.00950475,4.74179186,0.10758126,0.37438594,1.86562339,0.53960549,0.96865018,1.05559737,2.15923677,0.00000000
-5.00350175,4.75738855,0.10953106,0.37501803,1.87371188,0.54617759,0.96405149,1.05688588,2.16170829,0.00000000
-4.99749875,4.74733083,0.11081491,0.37378918,1.87231224,0.54998322,0.95425629,1.05219038,2.15229898,0.00000000
-4.99149575,4.71251687,0.11140250,0.37086167,1.86207794,0.55100296,0.93954724,1.04171386,2.13156667,0.00000000
-4.98549275,4.65451752,0.11127878,0.36644597,1.84389933,0.54929302,0.92034568,1.02581286,2.10037477,0.00000000
-4.97948974,4.57551986,0.11044448,0.36079350,1.81887273,0.54498242,0.89719547,1.00498497,2.05986240,0.00000000
-4.97348674,4.47824946,0.10891616,0.35418772,1.78826151,0.53826766,0.87074270,0.97985147,2.01140502,0.00000000
-4.96748374,4.36587469,0.10672580,0.34693396,1.75345079,0.52940516,0.84171203,0.95113623,1.95656694,0.00000000
-4.96148074,4.24189725,0.10391993,0.33934853,1.71589778,0.51870173,0.81088084,0.91964154,1.89704811,0.00000000
-4.95547774,4.11003360,0.10055828,0.33174732,1.67707965,0.50650361,0.77905211,0.88622209,1.83462709,0.00000000
-4.94947474,3.97409230,0.09671217,0.32443468,1.63844133,0.49318439,0.74702735,0.85175820,1.77110283,0.00000000
-4.94347174,3.83785221,0.09246260,0.31769272,1.60134532,0.47913261,0.71558039,0.81712930,1.70823743,0.00000000
-4.93746873,3.70494627,0.08789806,0.31177173,1.56702547,0.46473923,0.68543316,0.78318888,1.64770214,0.00000000
-4.93146573,3.57875531,0.08311243,0.30688189,1.53654667,0.45038579,0.65723422,0.75074161,1.59102856,0.00000000
-4.92546273,3.46231563,0.07820268,0.30318666,1.51077183,0.43643360,0.63154077,0.72052365,1.53956681,0.00000000
-4.91945973,3.35824320,0.07326681,0.30079812,1.49033747,0.42321431,0.60880461,0.69318652,1.49445183,0.00000000
-4.91345673,3.26867685,0.06840185,0.29977425,1.47563851,0.41102228,0.58936227,0.66928512,1.45657893,0.00000000
-4.90745373,3.19524148,0.06370215,0.30011839,1.46682262,0.40010896,0.57342970,0.64926995,1.42658900,0.00000000
-4.90145073,3.13903178,0.05925787,0.30178063,1.46379422,0.39067934,0.56110115,0.63348362,1.40486341,0.00000000
-4.89544772,3.10061583,0.05515385,0.30466127,1.46622745,0.38289053,0.55235231,0.62216140,1.39152849,0.00000000
-4.88944472,3.08005737,0.05146869,0.30861589,1.47358740,0.37685231,0.54704720,0.61543543,1.38646880,0.00000000
-4.88344172,3.07695459,0.04827416,0.31346199,1.48515846,0.37262960,0.54494842,0.61334219,1.38934825,0.00000000
-4.87743872,3.09049304,0.04563490,0.31898679,1.50007842,0.37024632,0.54573022,0.61583251,1.39963795,0.00000000
-4.87143572,3.11950942,0.04360826,0.32495590,1.51737676,0.36969063,0.54899381,0.62278343,1.41664922,0.00000000
-4.86543272,3.16256325,0.04224433,0.33112254,1.53601552,0.37092090,0.55428414,0.63401132,1.43957039,0.00000000
-4.85942971,3.21801271,0.04158606,0.33723679,1.55493095,0.37387211,0.56110773,0.64928543,1.46750564,0.00000000
-4.85342671,3.28409141,0.04166940,0.34305480,1.57307448,0.37846235,0.56895059,0.66834113,1.49951428,0.00000000
-4.84742371,3.35898271,0.04252342,0.34834733,1.58945126,0.38459888,0.57729595,0.69089235,1.53464895,0.00000000
-4.84142071,3.44088865,0.04417028,0.35290751,1.60315494,0.39218361,0.58564087,0.71664255,1.57199120,0.00000000
-4.83541771,3.52809075,0.04662513,0.35655745,1.61339749,0.40111752,0.59351155,0.74529378,1.61068306,0.00000000
-4.82941471,3.61900058,0.04989578,0.35915357,1.61953308,0.41130399,0.60047652,0.77655361,1.64995367,0.00000000
-4.82341171,3.71219838,0.05398218,0.36059038,1.62107533,0.42265071,0.60615773,0.81013953,1.68913977,0.00000000
-4.81740870,3.80645875,0.05887578,0.36080273,1.61770746,0.43507041,0.61023896,0.84578101,1.72769978,0.00000000
-4.81140570,3.90076305,0.06455867,0.35976641,1.60928531,0.44848009,0.61247154,0.88321910,1.76522084,0.00000000
-4.80540270,3.99429851,0.07100264,0.35749709,1.59583339,0.46279919,0.61267727,0.92220395,1.80141896,0.00000000
-4.79939970,4.08644519,0.07816816,0.35404788,1.57753436,0.47794669,0.61074862,0.96249041,1.83613251,0.00000000
-4.79339670,4.17675194,0.08600346,0.34950537,1.55471273,0.49383748,0.60664635,1.00383238,1.86930962,0.00000000
-4.78739370,4.26490344,0.09444366,0.34398463,1.52781364,0.51037828,0.60039475,1.04597617,1.90099039,0.00000000
-4.78139070,4.35068055,0.10341016,0.33762320,1.49737794,0.52746342,0.59207496,1.08865370,1.93128488,0.00000000
-4.77538769,4.43391660,0.11281032,0.33057452,1.46401457,0.54497088,0.58181666,1.13157591,1.96034827,0.00000000
-4.76938469,4.51445242,0.12253761,0.32300094,1.42837185,0.56275884,0.56978869,1.17442714,1.98835440,0.00000000
-4.76338169,4.59209278,0.13247217,0.31506672,1.39110869,0.58066309,0.55618895,1.21686083,2.01546935,0.00000000
-4.75737869,4.66656705,0.14248193,0.30693128,1.35286714,0.59849561,0.54123429,1.25849723,2.04182615,0.00000000
-4.75137569,4.73749642,0.15242442,0.29874305,1.31424737,0.61604446,0.52515057,1.29892322,2.06750226,0.00000000
-4.74537269,4.80436957,0.16214897,0.29063399,1.27578603,0.63307504,0.50816362,1.33769465,2.09250079,0.00000000
-4.73936968,4.86652854,0.17149966,0.28271523,1.23793888,0.64933304,0.49049116,1.37434124,2.11673651,0.00000000
-4.73336668,4.92316559,0.18031867,0.27507377,1.20106817,0.66454865,0.47233620,1.40837393,2.14002728,0.00000000
-4.72736368,4.97333142,0.18844999,0.26777046,1.16543503,0.67844229,0.45388194,1.43929457,2.16209152,0.00000000
-4.72136068,5.01595453,0.19574354,0.26083928,1.13119716,0.69073140,0.43528830,1.46660755,2.18255159,0.00000000
-4.71535768,5.04987088,0.20205928,0.25428781,1.09841134,0.70113818,0.41669014,1.48983298,2.20094312,0.00000000
-4.70935468,5.07386230,0.20727131,0.24809890,1.06704056,0.70939786,0.39819693,1.50852080,2.21672983,0.00000000
-4.70335168,5.08670199,0.21127181,0.24223345,1.03696514,0.71526719,0.37989387,1.52226534,2.22932296,0.00000000
-4.69734867,5.08720466,0.21397445,0.23663391,1.00799697,0.71853278,0.36184407,1.53071961,2.23810465,0.00000000
-4.69134567,5.07427912,0.21531737,0.23122851,0.97989616,0.71901886,0.34409165,1.53360873,2.24245397,0.00000000
-4.68534267,5.04698054,0.21526528,0.22593597,0.95238909,0.71659419,0.32666537,1.53074188,2.24177452,0.00000000
-4.67933967,5.00456002,0.21381092,0.22067025,0.92518688,0.71117765,0.30958262,1.52202231,2.23552227,0.00000000
-4.67333667,4.94650898,0.21097542,0.21534542,0.89800353,0.70274248,0.29285341,1.50745485,2.22323248,0.00000000
-4.66733367,4.87259647,0.20680782,0.20988018,0.87057278,0.69131871,0.27648415,1.48715062,2.20454432,0.00000000
-4.66133067,4.78289729,0.20138368,0.20420194,0.84266306,0.67699391,0.26048106,1.46132873,2.17922230,0.00000000
-4.65532766,4.67781006,0.19480273,0.19825036,0.81408996,0.65991197,0.24485312,1.43031475,2.14717336,0.00000000
-4.64932466,4.55806394,0.18718580,0.19198018,0.78472587,0.64027023,0.22961432,1.39453608,2.10845898,0.00000000
-4.64332166,4.42471404,0.17867108,0.18536319,0.75450644,0.61831485,0.21478539,1.35451423,2.06330166,0.00000000
