energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.86193097,1.10160460,0.00700755,0.06115994,0.34596105,0.02384366,0.62501148,0.25714964,0.13312323
-5.85592796,1.08460338,0.00663868,0.06159096,0.34202264,0.02306916,0.61365617,0.24985604,0.13194985
-5.84992496,1.06397601,0.00630321,0.06178174,0.33717349,0.02220029,0.60021647,0.24181095,0.13031154
-5.84392196,1.03978120,0.00599487,0.06171217,0.33135636,0.02124817,0.58477697,0.23310550,0.12818831
-5.83791896,1.01219102,0.00570834,0.06137022,0.32455629,0.02022563,0.56748367,0.22385487,0.12557489
-5.83191596,0.98148445,0.00543939,0.06075223,0.31679967,0.01914668,0.54853900,0.21419449,0.12248072
-5.82591296,0.94803824,0.00518491,0.05986302,0.30815211,0.01802610,0.52819556,0.20427592,0.11892950
-5.81990995,0.91231538,0.00494295,0.05871570,0.29871543,0.01687902,0.50674863,0.19426264,0.11495835
-5.81390695,0.87485154,0.00471270,0.05733122,0.28862360,0.01572045,0.48452792,0.18432582,0.11061660
-5.80790395,0.83624006,0.00449447,0.05573774,0.27803796,0.01456498,0.46188857,0.17464034,0.10596426
-5.80190095,0.79711583,0.00428958,0.05396977,0.26714173,0.01342644,0.43920199,0.16538101,0.10107024
-5.79589795,0.75813881,0.00410031,0.05206712,0.25613413,0.01231765,0.41684657,0.15671918,0.09601040
-5.78989495,0.71997755,0.00392977,0.05007378,0.24522419,0.01125023,0.39519879,0.14881987,0.09086547
-5.78389195,0.68329339,0.00378180,0.04803670,0.23462447,0.01023446,0.37462474,0.14183930,0.08571905
-5.77788894,0.64872572,0.00366081,0.04600456,0.22454489,0.00927922,0.35547256,0.13592304,0.08065553
-5.77188594,0.61687872,0.00357168,0.04402650,0.21518685,0.00839197,0.33806581,0.13120458,0.07575826
-5.76588294,0.58831004,0.00351959,0.04215104,0.20673785,0.00757873,0.32269791,0.12780451,0.07110784
-5.75987994,0.56352153,0.00350989,0.04042502,0.19936663,0.00684421,0.30962793,0.12583007,0.06678072
-5.75387694,0.54295226,0.00354794,0.03889267,0.19321914,0.00619182,0.29907760,0.12537511,0.06284793
-5.74787394,0.52697383,0.00363892,0.03759494,0.18841526,0.00562381,0.29122953,0.12652042,0.05937424
-5.74187094,0.51588788,0.00378772,0.03656888,0.18504646,0.00514136,0.28622673,0.12933420,0.05641747
-5.73586793,0.50992572,0.00399876,0.03584730,0.18317435,0.00474469,0.28417308,0.13387274,0.05402812
-5.72986493,0.50924963,0.00427580,0.03545853,0.18283010,0.00443319,0.28513478,0.14018107,0.05224918
-5.72386193,0.51395576,0.00462182,0.03542633,0.18401479,0.00420548,0.28914246,0.14829363,0.05111608
-5.71785893,0.52407796,0.00503880,0.03576997,0.18670053,0.00405947,0.29619380,0.15823467,0.05065684
-5.71185593,0.53959236,0.00552763,0.03650429,0.19083226,0.00399251,0.30625632,0.17001853,0.05089219
-5.70585293,0.56042216,0.00608793,0.03763995,0.19633023,0.00400135,0.31927026,0.18364959,0.05183575
-5.69984992,0.58644226,0.00671795,0.03918356,0.20309283,0.00408221,0.33515126,0.19912193,0.05349419
-5.69384692,0.61748359,0.00741443,0.04113793,0.21099994,0.00423082,0.35379267,0.21641866,0.05586725
-5.68784392,0.65333662,0.00817258,0.04350221,0.21991636,0.00444242,0.37506742,0.23551103,0.05894779
-5.68184092,0.69375424,0.00898605,0.04627202,0.22969550,0.00471180,0.39882936,0.25635731,0.06272162
-5.67583792,0.73845383,0.00984689,0.04943953,0.24018297,0.00503329,0.42491410,0.27890165,0.06716740
-5.66983492,0.78711866,0.01074566,0.05299353,0.25122019,0.00540083,0.45313951,0.30307293,0.07225639
-5.66383192,0.83939899,0.01167154,0.05691945,0.26264780,0.00580796,0.48330580,0.32878391,0.07795226
-5.65782891,0.89491296,0.01261246,0.06119939,0.27430891,0.00624793,0.51519572,0.35593074,0.08421094
-5.65182591,0.95324786,0.01355536,0.06581221,0.28605212,0.00671376,0.54857477,0.38439303,0.09098068
-5.64582291,1.01396213,0.01448644,0.07073369,0.29773427,0.00719832,0.58319190,0.41403468,0.09820220
-5.63981991,1.07658836,0.01539145,0.07593672,0.30922290,0.00769448,0.61878086,0.44470545,0.10580912
-5.63381691,1.14063785,0.01625608,0.08139170,0.32039849,0.00819520,0.65506243,0.47624346,0.11372881
-5.62781391,1.20560673,0.01706630,0.08706700,0.33115629,0.00869372,0.69174755,0.50847855,0.12188336
-5.62181091,1.27098380,0.01780876,0.09292957,0.34140795,0.00918371,0.72854164,0.54123638,0.13019109
-5.61580790,1.33626004,0.01847117,0.09894572,0.35108270,0.00965940,0.76514989,0.57434307,0.13856823
-5.60980490,1.40093939,0.01904266,0.10508188,0.36012826,0.01011578,0.80128336,0.60763029,0.14693093
-5.60380190,1.46455045,0.01951413,0.11130548,0.36851124,0.01054869,0.83666581,0.64094022,0.15519744
-5.59779890,1.52665842,0.01987854,0.11758583,0.37621711,0.01095499,0.87104073,0.67413022,0.16329037
-5.59179590,1.58687648,0.02013116,0.12389483,0.38324971,0.01133260,0.90417824,0.70707671,0.17113892
-5.58579290,1.64487596,0.02026972,0.13020758,0.38963011,0.01168062,0.93588136,0.73967788,0.17868095
-5.57978989,1.70039425,0.02029451,0.13650286,0.39539501,0.01199926,0.96599118,0.77185493,0.18586481
-5.57378689,1.75323997,0.02020843,0.14276314,0.40059441,0.01228988,0.99439051,0.80355148,0.19265068
-5.56778389,1.80329458,0.02001689,0.14897449,0.40528882,0.01255488,1.02100562,0.83473106,0.19901149
-5.56178089,1.85051016,0.01972771,0.15512605,0.40954592,0.01279760,1.04580574,0.86537263,0.20493326
-5.55577789,1.89490315,0.01935091,0.16120916,0.41343673,0.01302213,1.06880038,0.89546430,0.21041480
-5.54977489,1.93654437,0.01889842,0.16721631,0.41703158,0.01323316,1.09003435,0.92499538,0.21546681
-5.54377189,1.97554554,0.01838380,0.17313979,0.42039581,0.01343575,1.10958075,0.95394744,0.22011050
-5.53776888,2.01204329,0.01782189,0.17897022,0.42358561,0.01363508,1.12753236,0.98228475,0.22437568
-5.53176588,2.04618152,0.01722839,0.18469512,0.42664410,0.01383623,1.14399191,1.00994484,0.22829846
-5.52576288,2.07809334,0.01661956,0.19029747,0.42959783,0.01404397,1.15906182,1.03683002,0.23191888
-5.51975988,2.10788388,0.01601179,0.19575465,0.43245409,0.01426251,1.17283428,1.06280031,0.23527831
-5.51375688,2.13561518,0.01542125,0.20103758,0.43519898,0.01449535,1.18538210,1.08766886,0.23841714
-5.50775388,2.16129438,0.01486361,0.20611040,0.43779663,0.01474509,1.19675126,1.11120006,0.24137263
-5.50175088,2.18486618,0.01435371,0.21093062,0.44018952,0.01501337,1.20695558,1.13311100,0.24417715
-5.49574787,2.20621024,0.01390533,0.21544991,0.44229998,0.01530077,1.21597389,1.15307646,0.24685699
-5.48974487,2.22514379,0.01353097,0.21961533,0.44403289,0.01560677,1.22375009,1.17073733,0.24943164
-5.48374187,2.24142961,0.01324171,0.22337125,0.44527949,0.01592983,1.23019600,1.18571236,0.25191366
-5.47773887,2.25478867,0.01304708,0.22666154,0.44592200,0.01626739,1.23519684,1.19761271,0.25430912
-5.47173587,2.26491693,0.01295495,0.22943221,0.44583901,0.01661597,1.23861910,1.20605863,0.25661846
-5.46573287,2.27150498,0.01297146,0.23163421,0.44491123,0.01697133,1.24032004,1.21069745,0.25883771
-5.45972986,2.27425946,0.01310099,0.23322615,0.44302740,0.01732856,1.24015845,1.21122191,0.26095994
-5.45372686,2.27292455,0.01334612,0.23417697,0.44008992,0.01768227,1.23800567,1.20738786,0.26297681
-5.44772386,2.26730240,0.01370758,0.23446820,0.43602005,0.01802671,1.23375633,1.19903035,0.26488002
-5.44172086,2.25727094,0.01418421,0.23409574,0.43076223,0.01835597,1.22733799,1.18607713,0.26666257
-5.43571786,2.24279797,0.01477297,0.23307104,0.42428742,0.01866411,1.21871911,1.16855888,0.26831976
-5.42971486,2.22395078,0.01546884,0.23142155,0.41659528,0.01894529,1.20791486,1.14661546,0.26984971
-5.42371186,2.20090055,0.01626487,0.22919044,0.40771498,0.01919395,1.19499046,1.12049801,0.27125356
-5.41770885,2.17392151,0.01715213,0.22643561,0.39770479,0.01940492,1.18006194,1.09056645,0.27253517
-5.41170585,2.14338493,0.01811968,0.22322789,0.38665029,0.01957353,1.16329430,1.05728286,0.27370049
-5.40570285,2.10974848,0.01915467,0.21964882,0.37466162,0.01969575,1.14489730,1.02120066,0.27475661
-5.39969985,2.07354168,0.02024237,0.21578774,0.36186957,0.01976826,1.12511931,0.98295048,0.27571055
-5.39369685,2.03534845,0.02136630,0.21173879,0.34842115,0.01978861,1.10423954,0.94322305,0.27656809
-5.38769385,1.99578781,0.02250844,0.20759753,0.33447452,0.01975527,1.08255922,0.90275009,0.27733251
-5.38169085,1.95549383,0.02364942,0.20345776,0.32019383,0.01966776,1.06039229,0.86228399,0.27800356
-5.37568784,1.91509590,0.02476889,0.19940839,0.30574406,0.01952670,1.03805602,0.82257694,0.27857666
-5.36968484,1.87520038,0.02584585,0.19553069,0.29128614,0.01933393,1.01586214,0.78436059,0.27904242
-5.36368184,1.83637411,0.02685914,0.19189598,0.27697261,0.01909253,0.99410868,0.74832660,0.27938662
-5.35767884,1.79913075,0.02778785,0.18856377,0.26294386,0.01880691,0.97307301,0.71510904,0.27959049
-5.35167584,1.76391995,0.02861194,0.18558051,0.24932512,0.01848283,0.95300602,0.68526885,0.27963140
-5.34567284,1.73111965,0.02931267,0.18297897,0.23622435,0.01812739,0.93412772,0.65928094,0.27948392
-5.33966983,1.70103156,0.02987323,0.18077807,0.22373080,0.01774904,0.91662420,0.63752401,0.27912109
-5.33366683,1.67387940,0.03027919,0.17898327,0.21191445,0.01735751,0.90064581,0.62027348,0.27851586
-5.32766383,1.64980986,0.03051900,0.17758751,0.20082614,0.01696379,0.88630657,0.60769725,0.27764260
-5.32166083,1.62889576,0.03058433,0.17657230,0.19049833,0.01657998,0.87368465,0.59985465,0.27647862
-5.31565783,1.61114113,0.03047043,0.17590933,0.18094632,0.01621924,0.86282379,0.59669811,0.27500546
-5.30965483,1.59648781,0.03017629,0.17556209,0.17216995,0.01589559,0.85373545,0.59807775,0.27321012
-5.30365183,1.58482330,0.02970472,0.17548774,0.16415556,0.01562383,0.84640183,0.60374846,0.27108596
-5.29764882,1.57598960,0.02906233,0.17563889,0.15687808,0.01541932,0.84077938,0.61337934,0.26863332
-5.29164582,1.56979266,0.02825938,0.17596544,0.15030331,0.01529782,0.83680294,0.62656524,0.26585986
-5.28564282,1.56601252,0.02730948,0.17641638,0.14439016,0.01527532,0.83439039,0.64284010,0.26278063
-5.27963982,1.56441365,0.02622923,0.17694132,0.13909279,0.01536780,0.83344759,0.66169168,0.25941790
-5.27363682,1.56475551,0.02503780,0.17749207,0.13436278,0.01559103,0.83387381,0.68257733,0.25580070
-5.26763382,1.56680297,0.02375637,0.17802392,0.13015100,0.01596036,0.83556713,0.70494038,0.25196429
-5.26163082,1.57033642,0.02240760,0.17849677,0.12640946,0.01649039,0.83843003,0.72822660,0.24794937
-5.25562781,1.57516114,0.02101505,0.17887611,0.12309280,0.01719474,0.84237462,0.75190033,0.24380138
-5.24962481,1.58111575,0.01960262,0.17913373,0.12015974,0.01808574,0.84732753,0.77545960,0.23956953
-5.24362181,1.58807911,0.01819401,0.17924821,0.11757415,0.01917405,0.85323408,0.79844993,0.23530597
-5.23761881,1.59597554,0.01681224,0.17920528,0.11530595,0.02046829,0.86006151,0.82047617,0.23106480
-5.23161581,1.60477788,0.01547920,0.17899780,0.11333176,0.02197469,0.86780102,0.84121208,0.22690117
-5.22561281,1.61450807,0.01421534,0.17862558,0.11163524,0.02369660,0.87646845,0.86040725,0.22287027
-5.21960980,1.62523528,0.01303931,0.17809499,0.11020722,0.02563416,0.88610351,0.87789119,0.21902632
-5.21360680,1.63707124,0.01196784,0.17741828,0.10904557,0.02778383,0.89676743,0.89357449,0.21542155
-5.20760380,1.65016322,0.01101556,0.17661270,0.10815477,0.03013805,0.90853919,0.90744700,0.21210512
-5.20160080,1.66468467,0.01019491,0.17569955,0.10754537,0.03268493,0.92151036,0.91957339,0.20912201
-5.19559780,1.68082402,0.00951616,0.17470294,0.10723315,0.03540804,0.93577893,0.93008618,0.20651200
-5.18959480,1.69877222,0.00898741,0.17364859,0.10723819,0.03828627,0.95144227,0.93917669,0.20430856
-5.18359180,1.71870967,0.00861464,0.17256256,0.10758381,0.04129383,0.96858972,0.94708443,0.20253793
-5.17758879,1.74079307,0.00840175,0.17146999,0.10829541,0.04440045,0.98729521,0.95408540,0.20121825
-5.17158579,1.76514307,0.00835063,0.17039397,0.10939936,0.04757167,1.00761017,0.96047972,0.20035889
-5.16558279,1.79183325,0.00846121,0.16935452,0.11092173,0.05076931,1.02955721,0.96657922,0.19995994
-5.15957979,1.82088092,0.00873152,0.16836774,0.11288724,0.05395216,1.05312484,0.97269534,0.20001207
-5.15357679,1.85224018,0.00915767,0.16744520,0.11531816,0.05707676,1.07826349,0.97912772,0.20049649
-5.14757379,1.88579748,0.00973389,0.16659352,0.11823323,0.06009832,1.10488280,0.98615373,0.20138530
-5.14157079,1.92136967,0.01045252,0.16581421,0.12164677,0.06297178,1.13285043,0.99401921,0.20264211
-5.13556778,1.95870442,0.01130400,0.16510372,0.12556778,0.06565290,1.16199219,1.00293034,0.20422282
-5.12956478,1.99748290,0.01227686,0.16445363,0.12999905,0.06809937,1.19209333,1.01304696,0.20607670
-5.12356178,2.03732414,0.01335778,0.16385111,0.13493638,0.07027194,1.22290090,1.02447695,0.20814754
-5.11755878,2.07779078,0.01453158,0.16327934,0.14036779,0.07213545,1.25412687,1.03727195,0.21037492
-5.11155578,2.11839588,0.01578134,0.16271815,0.14627277,0.07365977,1.28545175,1.05142420,0.21269550
-5.10555278,2.15861011,0.01708853,0.16214460,0.15262154,0.07482055,1.31652867,1.06686451,0.21504427
-5.09954977,2.19786935,0.01843318,0.16153362,0.15937439,0.07559989,1.34698755,1.08346129,0.21735572
-5.09354677,2.23558221,0.01979415,0.16085857,0.16648111,0.07598667,1.37643943,1.10102093,0.21956483
-5.08754377,2.27113761,0.02114944,0.16009182,0.17388056,0.07597680,1.40448093,1.11928926,0.22160802
-5.08154077,2.30391235,0.02247654,0.15920524,0.18150044,0.07557313,1.43069882,1.13795456,0.22342385
-5.07553777,2.33327878,0.02375286,0.15817067,0.18925740,0.07478523,1.45467485,1.15665206,0.22495362
-5.06953477,2.35861298,0.02495618,0.15696037,0.19705742,0.07362896,1.47599110,1.17497016,0.22614187
-5.06353177,2.37930345,0.02606517,0.15554741,0.20479667,0.07212582,1.49423575,1.19245838,0.22693682
-5.05752876,2.39476078,0.02705982,0.15390615,0.21236286,0.07030221,1.50900977,1.20863718,0.22729077
-5.05152576,2.40442831,0.02792199,0.15201265,0.21963705,0.06818860,1.51993418,1.22300955,0.22716048
-5.04552276,2.40779387,0.02863585,0.14984519,0.22649603,0.06581856,1.52665833,1.23507413,0.22650772
-5.03951976,2.40440254,0.02918826,0.14738479,0.23281507,0.06322788,1.52886873,1.24433968,0.22529975
-5.03351676,2.39387009,0.02956917,0.14461578,0.23847125,0.06045358,1.52629845,1.25034039,0.22351002
-5.02751376,2.37589679,0.02977184,0.14152639,0.24334690,0.05753307,1.51873668,1.25265154,0.22111890
-5.02151076,2.35028081,0.02979305,0.13810930,0.24733337,0.05450331,1.50603804,1.25090485,0.21811440
-5.01550775,2.31693072,0.02963316,0.13436226,0.25033467,0.05140008,1.48813117,1.24480290,0.21449305
-5.00950475,2.27587612,0.02929607,0.13028852,0.25227105,0.04825743,1.46502612,1.23413185,0.21026057
-5.00350175,2.22727581,0.02878907,0.12589725,0.25308210,0.04510711,1.43681988,1.21877190,0.20543256
-4.99749875,2.17142261,0.02812264,0.12120375,0.25272938,0.04197824,1.40369976,1.19870477,0.20003489
-4.99149575,2.10874434,0.02731005,0.11622956,0.25119833,0.03889703,1.36594403,1.17401789,0.19410397
-4.98549275,2.03980057,0.02636702,0.11100230,0.24849932,0.03588664,1.32391979,1.14490493,0.18768665
-4.97948974,1.96527484,0.02531116,0.10555538,0.24466782,0.03296711,1.27807774,1.11166253,0.18083978
-4.97348674,1.88596263,0.02416150,0.09992742,0.23976363,0.03015539,1.22894408,1.07468345,0.17362950
-4.96748374,1.80275523,0.02293794,0.09416155,0.23386909,0.02746541,1.17710974,1.03444624,0.16613016
-4.96148074,1.71662025,0.02166066,0.08830450,0.22708660,0.02490826,1.12321732,0.99150217,0.15842294
-4.95547774,1.62857958,0.02034961,0.08240553,0.21953523,0.02249232,1.06794637,0.94645978,0.15059422
-4.94947474,1.53968567,0.01902402,0.07651533,0.21134685,0.02022350,1.01199764,0.89996797,0.14273386
-4.94347174,1.45099746,0.01770191,0.07068481,0.20266189,0.01810549,0.95607704,0.85269844,0.13493326
-4.93746873,1.36355681,0.01639978,0.06496393,0.19362485,0.01613992,0.90088007,0.80532827,0.12728361
-4.93146573,1.27836662,0.01513222,0.05940056,0.18437997,0.01432666,0.84707736,0.75852329,0.11987407
-4.92546273,1.19637164,0.01391176,0.05403947,0.17506706,0.01266403,0.79530205,0.71292329,0.11279025
-4.91945973,1.11844250,0.01274871,0.04892142,0.16581776,0.01114898,0.74613938,0.66912915,0.10611286
-4.91345673,1.04536362,0.01165112,0.04408246,0.15675249,0.00977739,0.70011879,0.62769267,0.09991670
-4.90745373,0.97782514,0.01062480,0.03955336,0.14797793,0.00854419,0.65770881,0.58910906,0.09426993
-4.90145073,0.91641878,0.00967342,0.03535927,0.13958536,0.00744358,0.61931444,0.55381219,0.08923361
-4.89544772,0.86163734,0.00879871,0.03151958,0.13164969,0.00646920,0.58527695,0.52217234,0.08486161
-4.88944472,0.81387724,0.00800064,0.02804791,0.12422926,0.00561432,0.55587562,0.49449617,0.08120058
-4.88344172,0.77344331,0.00727769,0.02495228,0.11736624,0.00487192,0.53133084,0.47102846,0.07829019
-4.87743872,0.74055495,0.00662710,0.02223543,0.11108756,0.00423488,0.51180809,0.45195492,0.07616337
-4.87143572,0.71535284,0.00604518,0.01989515,0.10540632,0.00369606,0.49742206,0.43740567,0.07484653
-4.86543272,0.69790513,0.00552757,0.01792481,0.10032339,0.00324840,0.48824027,0.42745869,0.07435968
-4.85942971,0.68821250,0.00506950,0.01631377,0.09582920,0.00288501,0.48428587,0.42214279,0.07471634
-4.85342671,0.68621143,0.00466601,0.01504790,0.09190551,0.00259924,0.48553898,0.42143967,0.07592329
-4.84742371,0.69177524,0.00431221,0.01411005,0.08852712,0.00238468,0.49193650,0.42528484,0.07798002
-4.84142071,0.70471292,0.00400340,0.01348050,0.08566337,0.00223529,0.50337028,0.43356729,0.08087795
-4.83541771,0.72476581,0.00373520,0.01313732,0.08327938,0.00214531,0.51968385,0.44612800,0.08459946
-4.82941471,0.75160267,0.00350372,0.01305673,0.08133713,0.00210937,0.54066798,0.46275745,0.08911675
-4.82341171,0.78481366,0.00330556,0.01321346,0.07979622,0.00212248,0.56605560,0.48319267,0.09439070
-4.81740870,0.82390428,0.00313784,0.01358093,0.07861441,0.00218003,0.59551678,0.50711416,0.10036975
-4.81140570,0.86829019,0.00299830,0.01413163,0.07774805,0.00227780,0.62865445,0.53414339,0.10698904
-4.80540270,0.91729384,0.00288518,0.01483727,0.07715237,0.00241202,0.66500150,0.56384138,0.11416977
-4.79939970,0.97014414,0.00279730,0.01566914,0.07678177,0.00257941,0.70402029,0.59570910,0.12181912
-4.79339670,1.02597982,0.00273399,0.01659832,0.07659010,0.00277719,0.74510482,0.62918998,0.12983066
-4.78739370,1.08385736,0.00269507,0.01759611,0.07653106,0.00300318,0.78758636,0.66367515,0.13808538
-4.78139070,1.14276378,0.00268084,0.01863432,0.07655871,0.00325588,0.83074268,0.69851149,0.14645350
-4.77538769,1.20163443,0.00269209,0.01968577,0.07662818,0.00353453,0.87381098,0.73301265,0.15479685
-4.76938469,1.25937553,0.00273003,0.02072469,0.07669642,0.00383926,0.91600435,0.76647279,0.16297197
-4.76338169,1.31489089,0.00279639,0.02172726,0.07672322,0.00417116,0.95653127,0.79818275,0.17083379
-4.75737869,1.36711190,0.00289334,0.02267207,0.07667215,0.00453239,0.99461756,0.82744811,0.17823970
-4.75137569,1.41502939,0.00302355,0.02354067,0.07651170,0.00492628,1.02952978,0.85360838,0.18505397
-4.74537269,1.45772625,0.00319019,0.02431798,0.07621623,0.00535738,1.06059913,0.87605656,0.19115217
-4.73936968,1.49440886,0.00339692,0.02499273,0.07576691,0.00583153,1.08724460,0.89425814,0.19642554
-4.73336668,1.52443593,0.00364791,0.02555777,0.07515241,0.00635579,1.10899427,0.90776852,0.20078499
-4.72736368,1.54734315,0.00394777,0.02601027,0.07436937,0.00693846,1.12550352,0.91624818,0.20416454
-4.72136068,1.56286207,0.00430150,0.02635182,0.07342257,0.00758890,1.13656921,0.91947459,0.20652402
-4.71535768,1.57093219,0.00471439,0.02658835,0.07232470,0.00831738,1.14213880,0.91735031,0.20785081
-4.70935468,1.57170526,0.00519192,0.02672993,0.07109585,0.00913478,1.14231401,0.90990687,0.20816068
-4.70335168,1.56554143,0.00573956,0.02679036,0.06976264,0.01005231,1.13734841,0.89730409,0.20749734
-4.69734867,1.55299709,0.00636256,0.02678669,0.06835693,0.01108105,1.12763906,0.87982478,0.20593107
-4.69134567,1.53480470,0.00706573,0.02673855,0.06691440,0.01223151,1.11371237,0.85786520,0.20355613
-4.68534267,1.51184556,0.00785315,0.02666734,0.06547283,0.01351310,1.09620471,0.83192149,0.20048726
-4.67933967,1.48511638,0.00872786,0.02659541,0.06407025,0.01493358,1.07583860,0.80257282,0.19685536
-4.67333667,1.45569137,0.00969160,0.02654511,0.06274312,0.01649848,1.05339551,0.77046197,0.19280248
-4.66733367,1.42468123,0.01074444,0.02653788,0.06152450,0.01821051,1.02968644,0.73627405,0.18847643
-4.66133067,1.39319104,0.01188454,0.02659331,0.06044241,0.02006908,1.00552158,0.70071457,0.18402519
-4.65532766,1.36227879,0.01310785,0.02672829,0.05951840,0.02206974,0.98168033,0.66448746,0.17959138
-4.64932466,1.33291629,0.01440797,0.02695621,0.05876643,0.02420385,0.95888300,0.62827405,0.17530705
-4.64332166,1.30595424,0.01577591,0.02728637,0.05819210,0.02645831,0.93776537,0.59271375,0.17128893
-4.63731866,1.28209269,0.01720011,0.02772346,0.05779231,0.02881539,0.91885710,0.55838719,0.16763450
-4.63131566,1.26185815,0.01866643,0.02826722,0.05755528,0.03125273,0.90256471,0.52580205,0.16441881
-4.62531266,1.24558807,0.02015826,0.02891237,0.05746103,0.03374362,0.88915999,0.49538231,0.16169238
-4.61930965,1.23342320,0.02165679,0.02964865,0.05748217,0.03625728,0.87877377,0.46746079,0.15948006
-4.61330665,1.22530783,0.02314131,0.03046107,0.05758513,0.03875944,0.87139547,0.44227514,0.15778102
-4.60730365,1.22099773,0.02458964,0.03133042,0.05773154,0.04121307,0.86687804,0.41996730,0.15656968
-4.60130065,1.22007510,0.02597868,0.03223384,0.05787991,0.04357922,0.86494798,0.40058588,0.15579766
-4.59529765,1.22196977,0.02728494,0.03314559,0.05798735,0.04581804,0.86521982,0.38409152,0.15539652
-4.58929465,1.22598556,0.02848522,0.03403795,0.05801141,0.04788983,0.86721427,0.37036448,0.15528119
-4.58329165,1.23133037,0.02955726,0.03488215,0.05791180,0.04975617,0.87037924,0.35921430,0.15535391
-4.57728864,1.23714897,0.03048041,0.03564941,0.05765196,0.05138111,0.87411275,0.35039080,0.15550851
-4.57128564,1.24255681,0.03123624,0.03631188,0.05720052,0.05273219,0.87778675,0.34359621,0.15563489
-4.56528264,1.24667360,0.03180917,0.03684363,0.05653242,0.05378153,0.88077093,0.33849776,0.15562334
-4.55927964,1.24865547,0.03218692,0.03722154,0.05562975,0.05450667,0.88245558,0.33474036,0.15536878
-4.55327664,1.24772440,0.03236096,0.03742609,0.05448228,0.05489135,0.88227275,0.33195909,0.15477458
-4.54727364,1.24319397,0.03232678,0.03744196,0.05308766,0.05492597,0.87971495,0.32979100,0.15375585
-4.54127064,1.23449084,0.03208403,0.03725855,0.05145122,0.05460798,0.87435089,0.32788598,0.15224227
-4.53526763,1.22117103,0.03163653,0.03687026,0.04958562,0.05394189,0.86583775,0.32591651,0.15018005
-4.52926463,1.20293100,0.03099220,0.03627665,0.04751005,0.05293915,0.85392983,0.32358601,0.14753339
-4.52326163,1.17961329,0.03016271,0.03548240,0.04524936,0.05161778,0.83848337,0.32063570,0.14428507
-4.51725863,1.15120674,0.02916319,0.03449706,0.04283297,0.05000175,0.81945768,0.31684983,0.14043646
-4.51125563,1.11784176,0.02801171,0.03333471,0.04029367,0.04812022,0.79691273,0.31205930,0.13600678
-4.50525263,1.07978112,0.02672869,0.03201349,0.03766643,0.04600665,0.77100338,0.30614361,0.13103187
-4.49924962,1.03740676,0.02533636,0.03055498,0.03498716,0.04369772,0.74197096,0.29903119,0.12556247
-4.49324662,0.99120356,0.02385800,0.02898359,0.03229163,0.04123229,0.71013239,0.29069827,0.11966210
