energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.51375688,0.38806986,0.00887427,0.00108380,0.16586680,0.17345088,0.00539971,0.11177302
-5.50775388,0.37122229,0.00872815,0.00106872,0.16089855,0.16716879,0.00542705,0.10065578
-5.50175088,0.36029680,0.00881020,0.00106177,0.15755982,0.16389556,0.00550219,0.09188189
-5.49574787,0.35542597,0.00912019,0.00106392,0.15599174,0.16369547,0.00563010,0.08538225
-5.48974487,0.35670409,0.00965668,0.00107593,0.15631947,0.16661890,0.00581462,0.08108264
-5.48374187,0.36418699,0.01041701,0.00109834,0.15865080,0.17270241,0.00605833,0.07890721
-5.47773887,0.37789137,0.01139716,0.00113145,0.16307516,0.18196839,0.00636240,0.07878102
-5.47173587,0.39779384,0.01259158,0.00117531,0.16966333,0.19442443,0.00672645,0.08063183
-5.46573287,0.42382990,0.01399302,0.00122967,0.17846780,0.21006258,0.00714854,0.08439108
-5.45972986,0.45589324,0.01559226,0.00129406,0.18952363,0.22885852,0.00762511,0.08999416
-5.45372686,0.49383553,0.01737797,0.00136775,0.20285002,0.25077089,0.00815099,0.09738011
-5.44772386,0.53746681,0.01933647,0.00144975,0.21845221,0.27574088,0.00871956,0.10649091
-5.44172086,0.58655689,0.02145167,0.00153889,0.23632377,0.30369205,0.00932277,0.11727031
-5.43571786,0.64083742,0.02370502,0.00163381,0.25644902,0.33453052,0.00995141,0.12966246
-5.42971486,0.70000495,0.02607556,0.00173302,0.27880533,0.36814553,0.01059527,0.14361034
-5.42371186,0.76372452,0.02854009,0.00183495,0.30336515,0.40441014,0.01124342,0.15905412
-5.41770885,0.83163376,0.03107344,0.00193795,0.33009746,0.44318211,0.01188451,0.17592942
-5.41170585,0.90334700,0.03364881,0.00204039,0.35896839,0.48430477,0.01250709,0.19416557
-5.40570285,0.97845914,0.03623824,0.00214069,0.38994087,0.52760767,0.01309988,0.21368384
-5.39969985,1.05654886,0.03881315,0.00223734,0.42297304,0.57290678,0.01365215,0.23439577
-5.39369685,1.13718081,0.04134484,0.00232900,0.45801548,0.62000425,0.01415398,0.25620137
-5.38769385,1.21990642,0.04380515,0.00241446,0.49500707,0.66868743,0.01459655,0.27898752
-5.38169085,1.30426335,0.04616698,0.00249271,0.53386973,0.71872717,0.01497237,0.30262633
-5.37568784,1.38977331,0.04840488,0.00256296,0.57450212,0.76987545,0.01527548,0.32697364
-5.36968484,1.47593855,0.05049551,0.00262464,0.61677274,0.82186239,0.01550155,0.35186775
-5.36368184,1.56223730,0.05241808,0.00267739,0.66051271,0.87439294,0.01564799,0.37712838
-5.35767884,1.64811864,0.05415465,0.00272109,0.70550888,0.92714354,0.01571393,0.40255608
-5.35167584,1.73299746,0.05569040,0.00275578,0.75149771,0.97975905,0.01570019,0.42793210
-5.34567284,1.81625027,0.05701371,0.00278171,0.79816056,1.03185064,0.01560916,0.45301901
-5.33966983,1.89721279,0.05811628,0.00279925,0.84512099,1.08299485,0.01544467,0.47756207
-5.33366683,1.97517995,0.05899308,0.00280891,0.89194454,1.13273451,0.01521181,0.50129150
-5.32766383,2.04940918,0.05964230,0.00281128,0.93814141,1.18058181,0.01491667,0.52392587
-5.32166083,2.11912761,0.06006523,0.00280700,0.98317237,1.22602387,0.01456620,0.54517637
-5.31565783,2.18354335,0.06026618,0.00279675,1.02645789,1.26853097,0.01416791,0.56475227
-5.30965483,2.24186112,0.06025240,0.00278122,1.06739050,1.30756747,0.01372971,0.58236727
-5.30365183,2.29330184,0.06003400,0.00276107,1.10534993,1.34260520,0.01325970,0.59774661
-5.29764882,2.33712573,0.05962396,0.00273697,1.13972061,1.37313889,0.01276600,0.61063479
-5.29164582,2.37265786,0.05903815,0.00270953,1.16991088,1.39870317,0.01225661,0.62080365
-5.28564282,2.39931510,0.05829539,0.00267933,1.19537278,1.41889024,0.01173934,0.62806027
-5.27963982,2.41663301,0.05741759,0.00264694,1.21562184,1.43336739,0.01122170,0.63225453
-5.27363682,2.42429108,0.05642983,0.00261289,1.23025553,1.44189348,0.01071091,0.63328588
-5.26763382,2.42213488,0.05536048,0.00257769,1.23896959,1.44433330,0.01021385,0.63110887
-5.26163082,2.41019350,0.05424128,0.00254183,1.24157128,1.44066885,0.00973706,0.62573716
-5.25562781,2.38869101,0.05310732,0.00250581,1.23798871,1.43100696,0.00928677,0.61724578
-5.24962481,2.35805095,0.05199692,0.00247012,1.22827586,1.41558225,0.00886894,0.60577127
-5.24362181,2.31889309,0.05095143,0.00243522,1.21261274,1.39475537,0.00848918,0.59150979
-5.23761881,2.27202229,0.05001484,0.00240158,1.19130084,1.36900609,0.00815284,0.57471302
-5.23161581,2.21840960,0.04923322,0.00236964,1.16475387,1.33892156,0.00786493,0.55568205
-5.22561281,2.15916620,0.04865402,0.00233980,1.13348433,1.30517992,0.00763008,0.53475944
-5.21960980,2.09551128,0.04832519,0.00231242,1.09808655,1.26853012,0.00745248,0.51231977
-5.21360680,2.02873517,0.04829414,0.00228778,1.05921706,1.22976863,0.00733580,0.48875902
-5.20760380,1.96015946,0.04860657,0.00226606,1.01757318,1.18971424,0.00728305,0.46448324
-5.20160080,1.89109577,0.04930520,0.00224736,0.97387094,1.14918192,0.00729651,0.43989702
-5.19559780,1.82280521,0.05042839,0.00223163,0.92882333,1.10895708,0.00737756,0.41539215
-5.18959480,1.75646022,0.05200883,0.00221871,0.88311976,1.06977127,0.00752660,0.39133702
-5.18359180,1.69311048,0.05407216,0.00220830,0.83740774,1.03228042,0.00774290,0.36806709
-5.17758879,1.63365435,0.05663569,0.00219997,0.79227733,0.99704659,0.00802455,0.34587688
-5.17158579,1.57881686,0.05970729,0.00219316,0.74824889,0.96452390,0.00836840,0.32501368
-5.16558279,1.52913509,0.06328435,0.00218720,0.70576441,0.93504905,0.00876999,0.30567309
-5.15957979,1.48495117,0.06735310,0.00218134,0.66518265,0.90883689,0.00922364,0.28799672
-5.15357679,1.44641300,0.07188804,0.00217478,0.62677771,0.88598087,0.00972246,0.27207177
-5.14757379,1.41348224,0.07685177,0.00216669,0.59074098,0.86645813,0.01025849,0.25793254
-5.14157079,1.38594878,0.08219507,0.00215623,0.55718595,0.85013891,0.01082284,0.24556369
-5.13556778,1.36345089,0.08785738,0.00214265,0.52615533,0.83679955,0.01140592,0.23490494
-5.12956478,1.34549967,0.09376754,0.00212524,0.49762999,0.82613836,0.01199766,0.22585703
-5.12356178,1.33150672,0.09984495,0.00210344,0.47153897,0.81779350,0.01258776,0.21828853
-5.11755878,1.32081347,0.10600100,0.00207682,0.44777014,0.81136196,0.01316601,0.21204315
-5.11155578,1.31272096,0.11214079,0.00204511,0.42618075,0.80641882,0.01372257,0.20694739
-5.10555278,1.30651885,0.11816519,0.00200824,0.40660769,0.80253583,0.01424826,0.20281798
-5.09954977,1.30151239,0.12397297,0.00196631,0.38887670,0.79929867,0.01473484,0.19946900
-5.09354677,1.29704654,0.12946325,0.00191962,0.37281068,0.79632219,0.01517525,0.19671837
-5.08754377,1.29252639,0.13453788,0.00186864,0.35823645,0.79326307,0.01556382,0.19439354
-5.08154077,1.28743345,0.13910396,0.00181401,0.34499034,0.78982965,0.01589641,0.19233622
-5.07553777,1.28133734,0.14307618,0.00175650,0.33292216,0.78578861,0.01617057,0.19040603
-5.06953477,1.27390294,0.14637912,0.00169698,0.32189797,0.78096853,0.01638548,0.18848315
-5.06353177,1.26489300,0.14894927,0.00163641,0.31180154,0.77526040,0.01654203,0.18646980
-5.05752876,1.25416654,0.15073674,0.00157575,0.30253479,0.76861523,0.01664264,0.18429078
-5.05152576,1.24167349,0.15170667,0.00151599,0.29401736,0.76103931,0.01669118,0.18189308
-5.04552276,1.22744618,0.15184017,0.00145807,0.28618543,0.75258726,0.01669272,0.17924465
-5.03951976,1.21158822,0.15113481,0.00140283,0.27899014,0.74335369,0.01665328,0.17633255
-5.03351676,1.19426169,0.14960467,0.00135104,0.27239569,0.73346372,0.01657957,0.17316066
-5.02751376,1.17567331,0.14727988,0.00130331,0.26637730,0.72306324,0.01647867,0.16974698
-5.02151076,1.15606036,0.14420569,0.00126012,0.26091923,0.71230909,0.01635770,0.16612081
-5.01550775,1.13567704,0.14044111,0.00122177,0.25601292,0.70136008,0.01622353,0.16232000
-5.00950475,1.11478201,0.13605719,0.00118840,0.25165541,0.69036894,0.01608246,0.15838817
-5.00350175,1.09362767,0.13113499,0.00115999,0.24784806,0.67947582,0.01593997,0.15437239
-4.99749875,1.07245144,0.12576326,0.00113636,0.24459559,0.66880350,0.01580051,0.15032099
-4.99149575,1.05146956,0.12003611,0.00111719,0.24190552,0.65845450,0.01566733,0.14628197
-4.98549275,1.03087345,0.11405047,0.00110205,0.23978792,0.64851016,0.01554236,0.14230165
-4.97948974,1.01082858,0.10790380,0.00109040,0.23825543,0.63903152,0.01542619,0.13842394
-4.97348674,0.99147575,0.10169177,0.00108167,0.23732353,0.63006199,0.01531807,0.13468988
-4.96748374,0.97293441,0.09550625,0.00107522,0.23701084,0.62163134,0.01521602,0.13113756
-4.96148074,0.95530764,0.08943359,0.00107043,0.23733954,0.61376076,0.01511696,0.12780239
-4.95547774,0.93868816,0.08355320,0.00106669,0.23833561,0.60646850,0.01501693,0.12471747
-4.94947474,0.92316494,0.07793648,0.00106346,0.24002884,0.59977570,0.01491131,0.12191411
-4.94347174,0.90882965,0.07264621,0.00106026,0.24245257,0.59371185,0.01479508,0.11942237
-4.93746873,0.89578236,0.06773615,0.00105670,0.24564298,0.58831956,0.01466316,0.11727145
-4.93146573,0.88413615,0.06325109,0.00105250,0.24963792,0.58365812,0.01451063,0.11549000
-4.92546273,0.87401992,0.05922714,0.00104749,0.25447522,0.57980569,0.01433305,0.11410618
-4.91945973,0.86557932,0.05569218,0.00104158,0.26019062,0.57685987,0.01412672,0.11314742
-4.91345673,0.85897551,0.05266655,0.00103483,0.26681516,0.57493652,0.01388889,0.11264005
-4.90745373,0.85438188,0.05016379,0.00102736,0.27437235,0.57416694,0.01361790,0.11260857
-4.90145073,0.85197875,0.04819136,0.00101937,0.28287513,0.57469352,0.01331338,0.11307475
-4.89544772,0.85194644,0.04675139,0.00101113,0.29232288,0.57666414,0.01297623,0.11405665
-4.88944472,0.85445714,0.04584126,0.00100296,0.30269857,0.58022561,0.01260867,0.11556750
-4.88344172,0.85966611,0.04545410,0.00099518,0.31396638,0.58551661,0.01221419,0.11761461
-4.87743872,0.86770267,0.04557909,0.00098811,0.32606985,0.59266048,0.01179740,0.12019847
-4.87143572,0.87866165,0.04620161,0.00098208,0.33893084,0.60175837,0.01136390,0.12331189
-4.86543272,0.89259580,0.04730326,0.00097736,0.35244936,0.61288305,0.01092006,0.12693956
-4.85942971,0.90950956,0.04886166,0.00097418,0.36650438,0.62607368,0.01047282,0.13105774
-4.85342671,0.92935455,0.05085020,0.00097271,0.38095560,0.64133196,0.01002938,0.13563442
-4.84742371,0.95202702,0.05323779,0.00097306,0.39564621,0.65861950,0.00959697,0.14062972
-4.84142071,0.97736723,0.05598846,0.00097529,0.41040641,0.67785684,0.00918260,0.14599659
-4.83541771,1.00516083,0.05906114,0.00097936,0.42505763,0.69892366,0.00879277,0.15168178
-4.82941471,1.03514191,0.06240951,0.00098520,0.43941721,0.72166036,0.00843329,0.15762698
-4.82341171,1.06699756,0.06598198,0.00099269,0.45330325,0.74587071,0.00810907,0.16377008
-4.81740870,1.10037351,0.06972189,0.00100165,0.46653939,0.77132527,0.00782396,0.17004636
-4.81140570,1.13488056,0.07356799,0.00101186,0.47895929,0.79776541,0.00758063,0.17638976
-4.80540270,1.17010144,0.07745510,0.00102309,0.49041059,0.82490773,0.00738057,0.18273382
-4.79939970,1.20559778,0.08131510,0.00103507,0.50075811,0.85244863,0.00722400,0.18901265
-4.79339670,1.24091707,0.08507812,0.00104754,0.50988628,0.88006887,0.00710995,0.19516148
-4.78739370,1.27559937,0.08867398,0.00106021,0.51770058,0.90743827,0.00703634,0.20111716
-4.78139070,1.30918390,0.09203382,0.00107281,0.52412819,0.93422026,0.00700009,0.20681834
-4.77538769,1.34121541,0.09509185,0.00108507,0.52911783,0.96007659,0.00699729,0.21220562
-4.76938469,1.37125077,0.09778712,0.00109671,0.53263890,0.98467227,0.00702336,0.21722155
-4.76338169,1.39886559,0.10006538,0.00110748,0.53468024,1.00768085,0.00707328,0.22181069
-4.75737869,1.42366143,0.10188076,0.00111713,0.53524857,1.02879016,0.00714181,0.22591978
-4.75137569,1.44527356,0.10319738,0.00112542,0.53436697,1.04770880,0.00722369,0.22949800
-4.74537269,1.46337943,0.10399063,0.00113213,0.53207347,1.06417314,0.00731388,0.23249763
-4.73936968,1.47770786,0.10424831,0.00113707,0.52842003,1.07795516,0.00740774,0.23487485
-4.73336668,1.48804882,0.10397134,0.00114008,0.52347194,1.08887066,0.00750123,0.23659092
-4.72736368,1.49426355,0.10317413,0.00114101,0.51730779,1.09678787,0.00759106,0.23761365
-4.72136068,1.49629463,0.10188458,0.00113977,0.51001988,1.10163601,0.00767482,0.23791903
-4.71535768,1.49417553,0.10014372,0.00113630,0.50171515,1.10341344,0.00775106,0.23749307
-4.70935468,1.48803901,0.09800496,0.00113063,0.49251630,1.10219489,0.00781932,0.23633363
-4.70335168,1.47812390,0.09553305,0.00112280,0.48256313,1.09813738,0.00788016,0.23445215
-4.69734867,1.46477953,0.09280273,0.00111296,0.47201377,1.09148427,0.00793510,0.23187518
-4.69134567,1.44846740,0.08989715,0.00110131,0.46104555,1.08256702,0.00798655,0.22864543
-4.68534267,1.42975956,0.08690620,0.00108812,0.44985550,1.07180449,0.00803771,0.22482248
-4.67933967,1.40933362,0.08392469,0.00107376,0.43866003,1.05969940,0.00809239,0.22048274
-4.67333667,1.38796420,0.08105056,0.00105865,0.42769392,1.04683200,0.00815488,0.21571890
-4.66733367,1.36651093,0.07838309,0.00104326,0.41720842,1.03385110,0.00822975,0.21063857
-4.66133067,1.34590355,0.07602131,0.00102816,0.40746840,1.02146257,0.00832165,0.20536237
-4.65532766,1.32712433,0.07406250,0.00101393,0.39874881,1.01041603,0.00843513,0.20002140
-4.64932466,1.31118878,0.07260089,0.00100121,0.39133028,1.00148986,0.00857444,0.19475420
-4.64332166,1.29912525,0.07172661,0.00099067,0.38549434,0.99547554,0.00874337,0.18970337
-4.63731866,1.29195428,0.07152489,0.00098297,0.38151814,0.99316170,0.00894513,0.18501202
-4.63131566,1.29066867,0.07207538,0.00097879,0.37966915,0.99531869,0.00918217,0.18082022
-4.62531266,1.29621479,0.07345171,0.00097881,0.38019984,1.00268414,0.00945617,0.17726154
-4.61930965,1.30947601,0.07572122,0.00098368,0.38334267,1.01595015,0.00976795,0.17445993
-4.61330665,1.33125846,0.07894474,0.00099402,0.38930548,1.03575236,0.01011748,0.17252715
-4.60730365,1.36227970,0.08317636,0.00101041,0.39826742,1.06266109,0.01050389,0.17156064
-4.60130065,1.40316003,0.08846328,0.00103342,0.41037544,1.09717478,0.01092554,0.17164209
-4.59529765,1.45441653,0.09484544,0.00106353,0.42574138,1.13971538,0.01138009,0.17283671
-4.58929465,1.51645940,0.10235508,0.00110122,0.44443969,1.19062551,0.01186461,0.17519310
-4.58329165,1.58959005,0.11101604,0.00114687,0.46650558,1.25016710,0.01237565,0.17874373
-4.57728864,1.67400048,0.12084291,0.00120086,0.49193359,1.31852084,0.01290944,0.18350594
-4.57128564,1.76977320,0.13183981,0.00126347,0.52067652,1.39578615,0.01346189,0.18948336
-4.56528264,1.87688120,0.14399912,0.00133495,0.55264449,1.48198095,0.01402880,0.19666744
-4.55927964,1.99518730,0.15729984,0.00141548,0.58770425,1.57704103,0.01460584,0.20503926
-4.55327664,2.12444268,0.17170601,0.00150518,0.62567859,1.68081855,0.01518870,0.21457112
-4.54727364,2.26428424,0.18716494,0.00160410,0.66634593,1.79307961,0.01577310,0.22522801
-4.54127064,2.41423097,0.20360568,0.00171221,0.70944011,1.91350078,0.01635478,0.23696881
-4.53526763,2.57367948,0.22093760,0.00182942,0.75465065,2.04166488,0.01692955,0.24974700
-4.52926463,2.74189926,0.23904941,0.00195554,0.80162349,2.17705638,0.01749326,0.26351106
-4.52326163,2.91802830,0.25780863,0.00209030,0.84996256,2.31905687,0.01804176,0.27820433
-4.51725863,3.10106998,0.27706174,0.00223334,0.89923228,2.46694132,0.01857090,0.29376453
-4.51125563,3.28989209,0.29663510,0.00238421,0.94896132,2.61987590,0.01907648,0.31012292
-4.50525263,3.48322891,0.31633669,0.00254236,0.99864769,2.77691803,0.01955426,0.32720325
-4.49924962,3.67968728,0.33595877,0.00270716,1.04776538,2.93701943,0.01999992,0.34492060
-4.49324662,3.87775735,0.35528145,0.00287791,1.09577250,3.09903283,0.02040914,0.36318021
-4.48724362,4.07582842,0.37407717,0.00305384,1.14212097,3.26172263,0.02077758,0.38187660
-4.48124062,4.27221019,0.39211589,0.00323412,1.18626748,3.42377992,0.02110098,0.40089287
-4.47523762,4.46515919,0.40917095,0.00341787,1.22768559,3.58384166,0.02137526,0.42010055
-4.46923462,4.65290992,0.42502537,0.00360421,1.26587856,3.74051384,0.02159656,0.43935986
-4.46323162,4.83370981,0.43947833,0.00379225,1.30039233,3.89239787,0.02176146,0.45852063
-4.45722861,5.00585692,0.45235153,0.00398111,1.33082836,4.03811951,0.02186700,0.47742374
-4.45122561,5.16773871,0.46349532,0.00416993,1.35685558,4.17635908,0.02191090,0.49590311
-4.44522261,5.31787046,0.47279406,0.00435792,1.37822092,4.30588178,0.02189159,0.51378822
-4.43921961,5.45493148,0.48017064,0.00454433,1.39475796,4.42556678,0.02180838,0.53090698
-4.43321661,5.57779733,0.48558984,0.00472847,1.40639318,4.53443367,0.02166152,0.54708881
-4.42721361,5.68556662,0.48906034,0.00490974,1.41314930,4.63166502,0.02145223,0.56216791
-4.42121061,5.77758088,0.49063527,0.00508758,1.41514580,4.71662401,0.02118273,0.57598638
-4.41520760,5.85343659,0.49041124,0.00526149,1.41259616,4.78886611,0.02085626,0.58839727
-4.40920460,5.91298874,0.48852585,0.00543102,1.40580213,4.84814453,0.02047699,0.59926716
-4.40320160,5.95634594,0.48515378,0.00559575,1.39514520,4.89440907,0.02004995,0.60847848
-4.39719860,5.98385722,0.48050166,0.00575525,1.38107561,4.92779859,0.01958097,0.61593122
-4.39119560,5.99609164,0.47480186,0.00590911,1.36409947,4.94862787,0.01907650,0.62154419
-4.38519260,5.99381179,0.46830569,0.00605686,1.34476468,4.95736945,0.01854350,0.62525576
-4.37918959,5.97794288,0.46127602,0.00619802,1.32364615,4.95463189,0.01798929,0.62702412
-4.37318659,5.94953922,0.45398001,0.00633202,1.30133125,4.94113567,0.01742140,0.62682719
-4.36718359,5.90974992,0.44668206,0.00645826,1.27840606,4.91768815,0.01684743,0.62466218
-4.36118059,5.85978580,0.43963729,0.00657608,1.25544302,4.88515901,0.01627492,0.62054497
-4.35517759,5.80088903,0.43308604,0.00668476,1.23299060,4.84445747,0.01571124,0.61450938
-4.34917459,5.73430699,0.42724933,0.00678357,1.21156525,4.79651228,0.01516350,0.60660642
-4.34317159,5.66127120,0.42232559,0.00687179,1.19164592,4.74225527,0.01463848,0.59690359
-4.33716858,5.58298192,0.41848868,0.00694873,1.17367113,4.68260877,0.01414257,0.58548419
-4.33116558,5.50059833,0.41588712,0.00701379,1.15803839,4.61847714,0.01368176,0.57244676
-4.32516258,5.41523395,0.41464459,0.00706650,1.14510577,4.55074178,0.01326162,0.55790457
-4.31915958,5.32795629,0.41486120,0.00710655,1.13519505,4.48025937,0.01288730,0.54198503
-4.31315658,5.23978964,0.41661570,0.00713386,1.12859588,4.40786206,0.01256356,0.52482905
-4.30715358,5.15171948,0.41996799,0.00714859,1.12557035,4.33435894,0.01229475,0.50659023
