energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,Y_p_up,Y_d_up
-6.00000000,1.07406423,0.01330614,0.30453210,0.00515535,0.00000000,0.41227022,0.21558894
-5.99399700,1.02633331,0.01260403,0.28481548,0.00471528,0.00000000,0.38869672,0.20321144
-5.98799400,0.97693258,0.01187984,0.26532823,0.00428827,0.00000000,0.36453469,0.19075851
-5.98199100,0.92656060,0.01114512,0.24629346,0.00387729,0.00000000,0.34014497,0.17837583
-5.97598799,0.87591349,0.01041097,0.22791870,0.00348505,0.00000000,0.31587030,0.16620231
-5.96998499,0.82566659,0.00968773,0.21039048,0.00311400,0.00000000,0.29202732,0.15436681
-5.96398199,0.77645786,0.00898479,0.19387022,0.00276620,0.00000000,0.26889992,0.14298554
-5.95797899,0.72887365,0.00831038,0.17849130,0.00244335,0.00000000,0.24673434,0.13216009
-5.95197599,0.68343708,0.00767147,0.16435756,0.00214676,0.00000000,0.22573571,0.12197623
-5.94597299,0.64059926,0.00707368,0.15154294,0.00187742,0.00000000,0.20606637,0.11250342
-5.93996998,0.60073343,0.00652126,0.14009246,0.00163602,0.00000000,0.18784553,0.10379485
-5.93396698,0.56413210,0.00601711,0.13002414,0.00142300,0.00000000,0.17115046,0.09588824
-5.92796398,0.53100712,0.00556283,0.12133203,0.00123871,0.00000000,0.15601874,0.08880708
-5.92196098,0.50149243,0.00515883,0.11398996,0.00108346,0.00000000,0.14245166,0.08256233
-5.91595798,0.47564951,0.00480447,0.10795597,0.00095765,0.00000000,0.13041831,0.07715455
-5.90995498,0.45347502,0.00449822,0.10317731,0.00086191,0.00000000,0.11986037,0.07257625
-5.90395198,0.43491040,0.00423783,0.09959574,0.00079721,0.00000000,0.11069727,0.06881458
-5.89794897,0.41985312,0.00402054,0.09715306,0.00076502,0.00000000,0.10283155,0.06585400
-5.89194597,0.40816900,0.00384327,0.09579669,0.00076738,0.00000000,0.09615429,0.06367915
-5.88594297,0.39970522,0.00370285,0.09548512,0.00080710,0.00000000,0.09055034,0.06227759
-5.87993997,0.39430363,0.00359621,0.09619316,0.00088780,0.00000000,0.08590341,0.06164250
-5.87393697,0.39181362,0.00352054,0.09791664,0.00101403,0.00000000,0.08210058,0.06177516
-5.86793397,0.39210431,0.00347353,0.10067669,0.00119134,0.00000000,0.07903645,0.06268718
-5.86193097,0.39507537,0.00345345,0.10452307,0.00142629,0.00000000,0.07661659,0.06440234
-5.85592796,0.40066619,0.00345930,0.10953673,0.00172650,0.00000000,0.07476037,0.06695802
-5.84992496,0.40886284,0.00349091,0.11583111,0.00210059,0.00000000,0.07340304,0.07040610
-5.84392196,0.41970250,0.00354899,0.12355234,0.00255809,0.00000000,0.07249705,0.07481322
-5.83791896,0.43327522,0.00363512,0.13287787,0.00310930,0.00000000,0.07201259,0.08026041
-5.83191596,0.44972258,0.00375174,0.14401371,0.00376513,0.00000000,0.07193736,0.08684194
-5.82591296,0.46923337,0.00390209,0.15719001,0.00453680,0.00000000,0.07227555,0.09466337
-5.81990995,0.49203620,0.00409006,0.17265500,0.00543554,0.00000000,0.07304619,0.10383886
-5.81390695,0.51838919,0.00432007,0.19066743,0.00647223,0.00000000,0.07428082,0.11448763
-5.80790395,0.54856700,0.00459688,0.21148734,0.00765692,0.00000000,0.07602056,0.12672968
-5.80190095,0.58284554,0.00492535,0.23536569,0.00899840,0.00000000,0.07831279,0.14068075
-5.79589795,0.62148490,0.00531019,0.26253281,0.01050367,0.00000000,0.08120750,0.15644687
-5.78989495,0.66471102,0.00575572,0.29318612,0.01217739,0.00000000,0.08475340,0.17411829
-5.78389195,0.71269682,0.00626556,0.32747754,0.01402139,0.00000000,0.08899402,0.19376333
-5.77788894,0.76554352,0.00684239,0.36550108,0.01603416,0.00000000,0.09396389,0.21542218
-5.77188594,0.82326294,0.00748769,0.40728104,0.01821043,0.00000000,0.09968506,0.23910093
-5.76588294,0.88576170,0.00820148,0.45276149,0.02054078,0.00000000,0.10616389,0.26476622
-5.75987994,0.95282798,0.00898216,0.50179756,0.02301144,0.00000000,0.11338855,0.29234060
-5.75387694,1.02412169,0.00982635,0.55414903,0.02560413,0.00000000,0.12132709,0.32169911
-5.74787394,1.09916879,0.01072878,0.60947678,0.02829615,0.00000000,0.12992636,0.35266713
-5.74187094,1.17736012,0.01168230,0.66734249,0.03106055,0.00000000,0.13911175,0.38501983
-5.73586793,1.25795532,0.01267791,0.72721182,0.03386652,0.00000000,0.14878784,0.41848342
