energy_ev,total_up,Bi_p_up,Bi_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,0.10917274,0.02072486,0.00003577,0.01488119,0.02930283,0.00277288,0.03861134
-5.99399700,0.10917649,0.01944727,0.00003379,0.01444757,0.02871206,0.00284777,0.04299992
-5.98799400,0.11043716,0.01819039,0.00003311,0.01418982,0.02840210,0.00298352,0.04839246
-5.98199100,0.11297791,0.01696436,0.00003358,0.01410399,0.02837633,0.00317877,0.05480029
-5.97598799,0.11681951,0.01578009,0.00003510,0.01418695,0.02863846,0.00343219,0.06222782
-5.96998499,0.12197456,0.01464860,0.00003756,0.01443574,0.02919110,0.00374230,0.07066911
-5.96398199,0.12844181,0.01358049,0.00004089,0.01484690,0.03003443,0.00410732,0.08010434
-5.95797899,0.13620098,0.01258545,0.00004500,0.01541583,0.03116496,0.00452501,0.09049659
-5.95197599,0.14520830,0.01167191,0.00004981,0.01613627,0.03257438,0.00499252,0.10178890
-5.94597299,0.15539296,0.01084681,0.00005525,0.01699991,0.03424880,0.00550635,0.11390192
-5.93996998,0.16665483,0.01011548,0.00006127,0.01799607,0.03616805,0.00606221,0.12673225
-5.93396698,0.17886347,0.00948169,0.00006780,0.01911163,0.03830550,0.00665510,0.14015175
-5.92796398,0.19185871,0.00894779,0.00007478,0.02033107,0.04062805,0.00727928,0.15400783
-5.92196098,0.20545274,0.00851505,0.00008215,0.02163680,0.04309656,0.00792844,0.16812484
-5.91595798,0.21943381,0.00818396,0.00008989,0.02300955,0.04566655,0.00859586,0.18230663
-5.90995498,0.23357144,0.00795484,0.00009795,0.02442905,0.04828928,0.00927462,0.19634026
-5.90395198,0.24762304,0.00782837,0.00010631,0.02587485,0.05091309,0.00995793,0.21000075
-5.89794897,0.26134174,0.00780625,0.00011500,0.02732729,0.05348504,0.01063944,0.22305677
-5.89194597,0.27448514,0.00789199,0.00012403,0.02876854,0.05595266,0.01131360,0.23527709
-5.88594297,0.28682474,0.00809159,0.00013350,0.03018383,0.05826595,0.01197608,0.24643749
-5.87993997,0.29815561,0.00841443,0.00014350,0.03156262,0.06037931,0.01262412,0.25632791
-5.87393697,0.30830597,0.00887399,0.00015421,0.03289979,0.06225356,0.01325691,0.26475949
-5.86793397,0.31714623,0.00948868,0.00016586,0.03419681,0.06385779,0.01387587,0.27157122
-5.86193097,0.32459722,0.01028259,0.00017873,0.03546272,0.06517110,0.01448497,0.27663586
-5.85592796,0.33063708,0.01128617,0.00019319,0.03671505,0.06618397,0.01509082,0.27986485
-5.84992496,0.33530654,0.01253683,0.00020968,0.03798043,0.06689947,0.01570276,0.28121196
-5.84392196,0.33871245,0.01407948,0.00022873,0.03929499,0.06733399,0.01633279,0.28067556
-5.83791896,0.34102919,0.01596682,0.00025094,0.04070449,0.06751763,0.01699538,0.27829923
-5.83191596,0.34249794,0.01825957,0.00027700,0.04226407,0.06749412,0.01770711,0.27417086
-5.82591296,0.34342372,0.02102642,0.00030768,0.04403773,0.06732036,0.01848625,0.26842020
-5.81990995,0.34417040,0.02434379,0.00034383,0.04609736,0.06706549,0.01935211,0.26121482
-5.81390695,0.34515361,0.02829527,0.00038636,0.04852152,0.06680958,0.02032436,0.25275495
-5.80790395,0.34683185,0.03297081,0.00043623,0.05139379,0.06664201,0.02142224,0.24326716
-5.80190095,0.34969611,0.03846561,0.00049446,0.05480086,0.06665943,0.02266366,0.23299732
-5.79589795,0.35425814,0.04487858,0.00056208,0.05883033,0.06696355,0.02406433,0.22220307
-5.78989495,0.36103790,0.05231057,0.00064011,0.06356821,0.06765871,0.02563685,0.21114613
-5.78389195,0.37055030,0.06086214,0.00072958,0.06909636,0.06884925,0.02738991,0.20008476
-5.77788894,0.38329174,0.07063113,0.00083145,0.07548969,0.07063690,0.02932747,0.18926660
-5.77188594,0.39972674,0.08170982,0.00094661,0.08281341,0.07311805,0.03144816,0.17892225
-5.76588294,0.42027485,0.09418186,0.00107585,0.09112032,0.07638111,0.03374481,0.16925964
-5.75987994,0.44529825,0.10811900,0.00121984,0.10044816,0.08050396,0.03620413,0.16045942
-5.75387694,0.47509033,0.12357772,0.00137907,0.11081729,0.08555151,0.03880669,0.15267150
-5.74787394,0.50986527,0.14059579,0.00155387,0.12222861,0.09157348,0.04152700,0.14601264
-5.74187094,0.54974911,0.15918892,0.00174432,0.13466197,0.09860237,0.04433399,0.14056523
-5.73586793,0.59477230,0.17934759,0.00195030,0.14807495,0.10665179,0.04719153,0.13637715
-5.72986493,0.64486401,0.20103424,0.00217142,0.16240237,0.11571500,0.05005931,0.13346256
-5.72386193,0.69984835,0.22418086,0.00240702,0.17755632,0.12576399,0.05289385,0.13180363
-5.71785893,0.75944274,0.24868724,0.00265617,0.19342695,0.13674881,0.05564962,0.13135295
-5.71185593,0.82325836,0.27441989,0.00291769,0.20988389,0.14859746,0.05828033,0.13203667
-5.70585293,0.89080316,0.30121184,0.00319009,0.22677847,0.16121631,0.06074028,0.13375798
-5.69984992,0.96148717,0.32886336,0.00347168,0.24394660,0.17449096,0.06298560,0.13640105
-5.69384692,1.03463043,0.35714370,0.00376052,0.26121227,0.18828771,0.06497565,0.13983510
-5.68784392,1.10947343,0.38579389,0.00405448,0.27839162,0.20245566,0.06667412,0.14391868
-5.68184092,1.18519005,0.41453054,0.00435127,0.29529748,0.21682923,0.06805011,0.14850388
-5.67583792,1.26090276,0.44305075,0.00464852,0.31174417,0.23123134,0.06907902,0.15344043
-5.66983492,1.33569993,0.47103782,0.00494378,0.32755251,0.24547698,0.06974317,0.15857978
-5.66383192,1.40865492,0.49816784,0.00523463,0.34255471,0.25937719,0.07003229,0.16377874
-5.65782891,1.47884634,0.52411684,0.00551867,0.35659918,0.27274343,0.06994368,0.16890294
-5.65182591,1.54537914,0.54856828,0.00579367,0.36955475,0.28539199,0.06948219,0.17382987
-5.64582291,1.60740570,0.57122079,0.00605753,0.38131446,0.29714853,0.06866001,0.17845149
-5.63981991,1.66414648,0.59179561,0.00630838,0.39179852,0.30785248,0.06749617,0.18267638
-5.63381691,1.71490914,0.61004377,0.00654463,0.40095635,0.31736118,0.06601595,0.18643129
-5.62781391,1.75910583,0.62575238,0.00676496,0.40876766,0.32555359,0.06425017,0.18966230
-5.62181091,1.79626764,0.63875011,0.00696838,0.41524250,0.33233339,0.06223431,0.19233521
-5.61580790,1.82605586,0.64891139,0.00715421,0.42042023,0.33763147,0.06000767,0.19443557
-5.60980490,1.84826941,0.65615920,0.00732208,0.42436746,0.34140758,0.05761245,0.19596804
