energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.81390695,2.48511966,0.03814414,0.01518580,1.26342802,0.50229078,0.04474522,1.52499871,0.36452253,0.04459294
-5.80790395,2.47279681,0.03899775,0.01494948,1.25014809,0.50317927,0.04420803,1.51670252,0.35999524,0.04496238
-5.80190095,2.45236253,0.03967520,0.01466747,1.23395715,0.50188888,0.04357059,1.50355488,0.35460159,0.04516288
-5.79589795,2.42318620,0.04014947,0.01433949,1.21443540,0.49833073,0.04281870,1.48515874,0.34824856,0.04517136
-5.78989495,2.38481696,0.04039881,0.01396604,1.19125062,0.49245342,0.04194138,1.46122691,0.34086523,0.04496982
-5.78389195,2.33700505,0.04040737,0.01354838,1.16417163,0.48424665,0.04093130,1.43159546,0.33240618,0.04454582
-5.77788894,2.27971671,0.04016564,0.01308862,1.13307796,0.47374369,0.03978493,1.39623308,0.32285410,0.04389283
-5.77188594,2.21314147,0.03967068,0.01258968,1.09796525,0.46102239,0.03850279,1.35524569,0.31222121,0.04301043
-5.76588294,2.13769153,0.03892608,0.01205529,1.05894611,0.44620462,0.03708936,1.30887628,0.30054960,0.04190421
-5.75987994,2.05399304,0.03794168,0.01148998,1.01624654,0.42945421,0.03555294,1.25749956,0.28791029,0.04058556
-5.75387694,1.96286961,0.03673317,0.01089897,0.97019805,0.41097335,0.03390538,1.20161199,0.27440133,0.03907119
-5.74787394,1.86531888,0.03532135,0.01028813,0.92122595,0.39099764,0.03216165,1.14181738,0.26014474,0.03738263
-5.74187094,1.76248319,0.03373137,0.00966390,0.86983441,0.36979000,0.03033935,1.07880893,0.24528271,0.03554540
-5.73586793,1.65561581,0.03199180,0.00903309,0.81658906,0.34763359,0.02845809,1.01334849,0.22997306,0.03358823
-5.72986493,1.54604427,0.03013364,0.00840287,0.76209805,0.32482439,0.02653885,0.94624405,0.21438430,0.03154219
-5.72386193,1.43513265,0.02818927,0.00778057,0.70699232,0.30166332,0.02460335,0.87832655,0.19869052,0.02943977
-5.71785893,1.32424438,0.02619154,0.00717357,0.65190620,0.27844871,0.02267336,0.81042699,0.18306632,0.02731397
-5.71185593,1.21470723,0.02417275,0.00658923,0.59745896,0.25546910,0.02077010,0.74335499,0.16768195,0.02519755
-5.70585293,1.10778198,0.02216389,0.00603477,0.54423827,0.23299687,0.01891371,0.67787937,0.15269906,0.02312224
-5.69984992,1.00463567,0.02019390,0.00551717,0.49278596,0.21128277,0.01712272,0.61471183,0.13826690,0.02111817
-5.69384692,0.90632051,0.01828912,0.00504316,0.44358659,0.19055171,0.01541373,0.55449384,0.12451947,0.01921332
-5.68784392,0.81375857,0.01647283,0.00461915,0.39705920,0.17099968,0.01380108,0.49778728,0.11157331,0.01743325
-5.68184092,0.72773266,0.01476506,0.00425123,0.35355208,0.15279198,0.01229674,0.44506877,0.09952622,0.01580080
-5.67583792,0.64888284,0.01318240,0.00394514,0.31334061,0.13606267,0.01091020,0.39672745,0.08845675,0.01433603
-5.66983492,0.57770815,0.01173806,0.00370630,0.27662795,0.12091505,0.00964848,0.35306610,0.07842446,0.01305624
-5.66383192,0.51457273,0.01044196,0.00353979,0.24354803,0.10742311,0.00851628,0.31430482,0.06947072,0.01197599
-5.65782891,0.45971533,0.00930098,0.00345039,0.21417060,0.09563364,0.00751611,0.28058691,0.06162012,0.01110728
-5.65182591,0.41326113,0.00831916,0.00344252,0.18850767,0.08556892,0.00664851,0.25198613,0.05488219,0.01045973
-5.64582291,0.37523489,0.00749810,0.00352025,0.16652094,0.07722963,0.00591229,0.22851483,0.04925337,0.01004069
-5.63981991,0.34557425,0.00683720,0.00368723,0.14812957,0.07059779,0.00530479,0.21013218,0.04471900,0.00985540
-5.63381691,0.32414242,0.00633406,0.00394661,0.13321803,0.06563967,0.00482209,0.19675209,0.04125540,0.00990710
-5.62781391,0.31073952,0.00598467,0.00430092,0.12164343,0.06230833,0.00445929,0.18825025,0.03883170,0.01019704
-5.62181091,0.30511201,0.00578374,0.00475196,0.11324228,0.06054584,0.00421065,0.18447011,0.03741153,0.01072444
-5.61580790,0.30695999,0.00572487,0.00530061,0.10783625,0.06028498,0.00406980,0.18522751,0.03695451,0.01148642
-5.60980490,0.31594239,0.00580075,0.00594668,0.10523697,0.06145059,0.00402983,0.19031406,0.03741734,0.01247781
-5.60380190,0.33168007,0.00600319,0.00668869,0.10524986,0.06396037,0.00408343,0.19949925,0.03875481,0.01369098
-5.59779890,0.35375748,0.00632329,0.00752373,0.10767699,0.06772544,0.00422290,0.21253164,0.04092050,0.01511559
-5.59179590,0.38172316,0.00675143,0.00844724,0.11231924,0.07265054,0.00444022,0.22913941,0.04386732,0.01673841
-5.58579290,0.41508996,0.00727731,0.00945294,0.11897774,0.07863423,0.00472705,0.24903057,0.04754805,0.01854314
-5.57978989,0.45333553,0.00788998,0.01053268,0.12745511,0.08556900,0.00507474,0.27189349,0.05191574,0.02051028
-5.57378689,0.49590381,0.00857790,0.01167649,0.13755639,0.09334157,0.00547437,0.29739783,0.05692422,0.02261712
-5.56778389,0.54220817,0.00932898,0.01287253,0.14909013,0.10183353,0.00591674,0.32519656,0.06252871,0.02483787
-5.56178089,0.59163666,0.01013069,0.01410731,0.16186968,0.11092226,0.00639245,0.35492909,0.06868652,0.02714390
-5.55577789,0.64355963,0.01097024,0.01536584,0.17571477,0.12048237,0.00689194,0.38622587,0.07535794,0.02950413
-5.54977489,0.69733989,0.01183471,0.01663194,0.19045354,0.13038757,0.00740563,0.41871444,0.08250721,0.03188562
-5.54377189,0.75234526,0.01271134,0.01788863,0.20592493,0.14051299,0.00792400,0.45202682,0.09010366,0.03425430
-5.53776888,0.80796307,0.01358781,0.01911855,0.22198136,0.15073799,0.00843783,0.48580810,0.09812278,0.03657577
-5.53176588,0.86361607,0.01445256,0.02030448,0.23849159,0.16094908,0.00893832,0.51972574,0.10654736,0.03881631
-5.52576288,0.91877900,0.01529508,0.02142988,0.25534349,0.17104316,0.00941734,0.55347921,0.11536831,0.04094386
-5.51975988,0.97299478,0.01610633,0.02247944,0.27244652,0.18093064,0.00986762,0.58680940,0.12458536,0.04292911
-5.51375688,1.02588936,0.01687898,0.02343957,0.28973376,0.19053833,0.01028301,0.61950706,0.13420726,0.04474651
-5.50775388,1.07718426,0.01760776,0.02429899,0.30716301,0.19981196,0.01065862,0.65141989,0.14425152,0.04637518
-5.50175088,1.12670566,0.01828963,0.02504906,0.32471697,0.20871809,0.01099106,0.68245743,0.15474358,0.04779977
-5.49574787,1.17438950,0.01892395,0.02568424,0.34240220,0.21724528,0.01127856,0.71259354,0.16571534,0.04901104
-5.48974487,1.22028167,0.01951255,0.02620223,0.36024676,0.22540430,0.01152106,0.74186590,0.17720305,0.05000632
-5.48374187,1.26453315,0.02005963,0.02660417,0.37829659,0.23322753,0.01172026,0.77037249,0.18924455,0.05078964
-5.47773887,1.30739006,0.02057163,0.02689462,0.39661061,0.24076723,0.01187963,0.79826497,0.20187605,0.05137165
-5.47173587,1.34917883,0.02105694,0.02708144,0.41525479,0.24809300,0.01200431,0.82573923,0.21512844,0.05176922
-5.46573287,1.39028725,0.02152548,0.02717551,0.43429544,0.25528837,0.01210102,0.85302348,0.22902344,0.05200486
-5.45972986,1.43114219,0.02198828,0.02719046,0.45379215,0.26244671,0.01217783,0.88036447,0.24356969,0.05210585
-5.45372686,1.47218541,0.02245682,0.02714215,0.47379068,0.26966674,0.01224398,0.90801268,0.25875910,0.05210316
-5.44772386,1.51384861,0.02294253,0.02704822,0.49431641,0.27704774,0.01230957,0.93620724,0.27456371,0.05203036
-5.44172086,1.55652941,0.02345601,0.02692755,0.51536888,0.28468486,0.01238527,0.96516151,0.29093324,0.05192232
-5.43571786,1.60056961,0.02400652,0.02679969,0.53691764,0.29266480,0.01248206,0.99505035,0.30779371,0.05181395
-5.42971486,1.64623727,0.02460129,0.02668433,0.55890024,0.30106190,0.01261083,1.02599980,0.32504715,0.05173908
-5.42371186,1.69371365,0.02524499,0.02660085,0.58122232,0.30993521,0.01278214,1.05807999,0.34257271,0.05172934
-5.41770885,1.74308621,0.02593937,0.02656784,0.60376027,0.31932638,0.01300588,1.09130188,0.36022911,0.05181329
-5.41170585,1.79434800,0.02668283,0.02660279,0.62636652,0.32925870,0.01329105,1.12561809,0.37785860,0.05201583
-5.40570285,1.84740390,0.02747037,0.02672179,0.64887732,0.33973724,0.01364549,1.16092800,0.39529214,0.05235783
-5.39969985,1.90208336,0.02829351,0.02693942,0.67112292,0.35075016,0.01407570,1.19708692,0.41235588,0.05285602
-5.39369685,1.95815912,0.02914047,0.02726860,0.69293971,0.36227101,0.01458670,1.23391909,0.42887852,0.05352325
-5.38769385,2.01537093,0.02999651,0.02772063,0.71418386,0.37426188,0.01518190,1.27123359,0.44469940,0.05436902
-5.38169085,2.07345296,0.03084437,0.02830524,0.73474575,0.38667734,0.01586307,1.30884256,0.45967681,0.05540022
-5.37568784,2.13216333,0.03166495,0.02903071,0.75456457,0.39946873,0.01663028,1.34658069,0.47369628,0.05662210
-5.36968484,2.19131406,0.03243796,0.02990401,0.77364219,0.41258864,0.01748193,1.38432471,0.48667835,0.05803937
-5.36368184,2.25079968,0.03314278,0.03093094,0.79205544,0.42599534,0.01841484,1.42201200,0.49858541,0.05965741
-5.35767884,2.31062269,0.03375931,0.03211627,0.80996611,0.43965680,0.01942431,1.45965688,0.50942734,0.06148341
-5.35167584,2.37091424,0.03426878,0.03346389,0.82762776,0.45355414,0.02050426,1.49736385,0.51926540,0.06352746
-5.34567284,2.43194866,0.03465463,0.03497682,0.84538871,0.46768429,0.02164744,1.53533661,0.52821435,0.06580342
-5.33966983,2.49415069,0.03490324,0.03665726,0.86369071,0.48206169,0.02284560,1.57388230,0.53644233,0.06832963
-5.33366683,2.55809466,0.03500456,0.03850655,0.88306283,0.49671895,0.02408980,1.61341039,0.54416864,0.07112915
-5.32766383,2.62449528,0.03495265,0.04052505,0.90411045,0.51170642,0.02537066,1.65442602,0.55165921,0.07422982
-5.32166083,2.69419002,0.03474602,0.04271199,0.92749942,0.52709076,0.02667870,1.69751787,0.55921999,0.07766371
-5.31565783,2.76811373,0.03438779,0.04506524,0.95393562,0.54295254,0.02800477,1.74334075,0.56718826,0.08146638
-5.30965483,2.84726626,0.03388570,0.04758109,0.98414046,0.55938294,0.02934038,1.79259369,0.57592239,0.08567551
-5.30365183,2.93267435,0.03325195,0.05025395,1.01882318,0.57647992,0.03067818,1.84599418,0.58579019,0.09032937
-5.29764882,3.02534954,0.03250278,0.05307612,1.05865079,0.59434389,0.03201236,1.90424973,0.59715638,0.09546484
-5.29164582,3.12624369,0.03165804,0.05603748,1.10421700,0.61307316,0.03333908,1.96802792,0.61036965,0.10111527
-5.28564282,3.23620431,0.03074052,0.05912532,1.15601139,0.63275942,0.03465687,2.03792623,0.62574985,0.10730825
-5.27963982,3.35593174,0.02977523,0.06232413,1.21439020,0.65348352,0.03596697,2.11444310,0.64357583,0.11406328
-5.27363682,3.48594012,0.02878867,0.06561550,1.27955036,0.67531164,0.03727357,2.19795155,0.66407443,0.12138966
-5.26763382,3.62652425,0.02780794,0.06897815,1.35150809,0.69829214,0.03858394,2.28867671,0.68741111,0.12928458
-5.26163082,3.77773400,0.02686005,0.07238798,1.43008334,0.72245320,0.03990852,2.38667829,0.71368275,0.13773157
-5.25562781,3.93935758,0.02597110,0.07581828,1.51489136,0.74780136,0.04126071,2.49183917,0.74291278,0.14669948
-5.24962481,4.11091489,0.02516567,0.07924003,1.60534203,0.77432100,0.04265663,2.60386057,0.77504906,0.15614198
-5.24362181,4.29166134,0.02446626,0.08262233,1.70064762,0.80197477,0.04411461,2.72226432,0.80996449,0.16599768
-5.23761881,4.48060227,0.02389281,0.08593293,1.79983904,0.83070499,0.04565461,2.84640227,0.84746049,0.17619098
-5.23161581,4.67651747,0.02346243,0.08913883,1.90179026,0.86043581,0.04729738,2.97547249,0.88727301,0.18663350
-5.22561281,4.87799485,0.02318923,0.09220698,2.00525016,0.89107607,0.04906360,3.10854167,0.92908105,0.19722612
-5.21960980,5.08347166,0.02308426,0.09510506,2.10888070,0.92252266,0.05097282,3.24457257,0.97251702,0.20786161
-5.21360680,5.29128144,0.02315559,0.09780221,2.21129975,0.95466418,0.05304245,3.38245545,1.01717861,0.21842761
-5.20760380,5.49970441,0.02340853,0.10026987,2.31112683,0.98738465,0.05528665,3.52104183,1.06264154,0.22880986
-5.20160080,5.70701874,0.02384585,0.10248244,2.40702965,1.02056701,0.05771541,3.65917888,1.10847253,0.23889566
-5.19559780,5.91155033,0.02446815,0.10441804,2.49776921,1.05409624,0.06033358,3.79574288,1.15424186,0.24857710
-5.18959480,6.11171832,0.02527418,0.10605901,2.58224143,1.08786180,0.06314023,3.92966988,1.19953487,0.25775418
-5.18359180,6.30607427,0.02626122,0.10739242,2.65951317,1.12175924,0.06612807,4.05998220,1.24396190,0.26633750
-5.17758879,6.49333298,0.02742541,0.10841031,2.72885089,1.15569082,0.06928328,4.18580925,1.28716616,0.27425041
-5.17158579,6.67239341,0.02876203,0.10910987,2.78974068,1.18956510,0.07258546,4.30640197,1.32882923,0.28143056
-5.16558279,6.84234895,0.03026575,0.10949334,2.84189864,1.22329538,0.07600798,4.42113996,1.36867397,0.28783071
-5.15957979,7.00248664,0.03193070,0.10956783,2.88527123,1.25679708,0.07951849,4.52953142,1.40646492,0.29341888
-5.15357679,7.15227576,0.03375056,0.10934488,2.92002570,1.28998423,0.08307982,4.63120591,1.44200621,0.29817773
-5.14757379,7.29134684,0.03571845,0.10883993,2.94653139,1.32276514,0.08665093,4.72590075,1.47513749,0.30210342
-5.14157079,7.41946259,0.03782680,0.10807167,2.96533276,1.35503758,0.09018809,4.81344210,1.50572800,0.30520377
-5.13556778,7.53648285,0.04006708,0.10706124,2.97711602,1.38668373,0.09364620,4.89372192,1.53366974,0.30749623
-5.12956478,7.64232593,0.04242947,0.10583143,2.98267086,1.41756521,0.09698000,4.96667264,1.55886991,0.30900542
-5.12356178,7.73692884,0.04490248,0.10440585,2.98284956,1.44751868,0.10014535,5.03224101,1.58124355,0.30976072
-5.11755878,7.82020911,0.04747258,0.10280809,2.97852532,1.47635209,0.10310038,5.09036301,1.60070684,0.30979389
-5.11155578,7.89203064,0.05012375,0.10106100,2.97055193,1.50384228,0.10580641,5.14094130,1.61717162,0.30913693
-5.10555278,7.95217568,0.05283719,0.09918603,2.95972660,1.52973388,0.10822880,5.18382684,1.63054156,0.30782027
-5.09954977,8.00032494,0.05559101,0.09720268,2.94675731,1.55374008,0.11033743,5.21880568,1.64071021,0.30587147
-5.09354677,8.03604694,0.05836008,0.09512810,2.93223619,1.57554514,0.11210711,5.24559190,1.64756127,0.30331440
-5.08754377,8.05879760,0.06111598,0.09297685,2.91661945,1.59480898,0.11351761,5.26382718,1.65097091,0.30016892
-5.08154077,8.06793011,0.06382716,0.09076080,2.90021461,1.61117373,0.11455362,5.27308708,1.65081204,0.29645115
-5.07553777,8.06271478,0.06645922,0.08848916,2.88317487,1.62427217,0.11520449,5.27289387,1.64696040,0.29217414
-5.06953477,8.04236810,0.06897546,0.08616867,2.86550057,1.63373779,0.11546388,5.26273532,1.63930187,0.28734899
-5.06353177,8.00608950,0.07133747,0.08380388,2.84704717,1.63921634,0.11532933,5.24208851,1.62774082,0.28198622
-5.05752876,7.95310440,0.07350608,0.08139752,2.82753900,1.64037833,0.11480185,5.21044770,1.61220876,0.27609734
-5.05152576,7.88271127,0.07544224,0.07895094,2.80658793,1.63693209,0.11388549,5.16735490,1.59267299,0.26969649
-5.04552276,7.79433090,0.07710823,0.07646459,2.78371601,1.62863693,0.11258704,5.11243184,1.56914464,0.26280202
-5.03951976,7.68755549,0.07846871,0.07393852,2.75838103,1.61531578,0.11091579,5.04541190,1.54168577,0.25543798
-5.03351676,7.56219550,0.07949199,0.07137283,2.73000404,1.59686690,0.10888337,4.96617066,1.51041510,0.24763533
-5.02751376,7.41832234,0.08015110,0.06876813,2.69799783,1.57327401,0.10650375,4.87475385,1.47551217,0.23943289
-5.02151076,7.25630490,0.08042486,0.06612597,2.66179539,1.54461439,0.10379329,4.77140141,1.43721965,0.23087800
-5.01550775,7.07683864,0.08029875,0.06344913,2.62087765,1.51106465,0.10077085,4.65656683,1.39584385,0.22202683
-5.00950475,6.88096579,0.07976565,0.06074194,2.57479943,1.47290371,0.09745792,4.53093097,1.35175337,0.21294437
-5.00350175,6.67008595,0.07882622,0.05801046,2.52321314,1.43051290,0.09387881,4.39540966,1.30537591,0.20370413
-4.99749875,6.44595660,0.07748914,0.05526262,2.46588936,1.38437298,0.09006067,4.25115492,1.25719354,0.19438756
-4.99149575,6.21068322,0.07577101,0.05250829,2.40273380,1.33505820,0.08603351,4.09954957,1.20773653,0.18508330
-4.98549275,5.96669937,0.07369597,0.04975921,2.33380004,1.28322756,0.08183012,3.94219532,1.15757601,0.17588623
-4.97948974,5.71673721,0.07129507,0.04702900,2.25929775,1.22961343,0.07748581,3.78089469,1.10731573,0.16689640
-4.97348674,5.46378928,0.06860534,0.04433291,2.17959592,1.17500803,0.07303800,3.61762708,1.05758306,0.15821793
-4.96748374,5.21106241,0.06566877,0.04168772,2.09522099,1.12024813,0.06852578,3.45451973,1.00901973,0.14995779
-4.96148074,4.96192514,0.06253101,0.03911143,2.00684988,1.06619849,0.06398922,3.29381409,0.96227215,0.14222464
-4.95547774,4.71984980,0.05924006,0.03662298,1.91529793,1.01373452,0.05946868,3.13782851,0.91798187,0.13512755
-4.94947474,4.48835060,0.05584486,0.03424193,1.82150215,0.96372471,0.05500403,2.98891791,0.87677603,0.12877481
-4.94347174,4.27091903,0.05239398,0.03198807,1.72650012,0.91701323,0.05063383,2.84943126,0.83925805,0.12327262
-4.93746873,4.07095778,0.04893426,0.02988105,1.63140526,0.87440316,0.04639453,2.72166768,0.80599859,0.11872376
-4.93146573,3.89171451,0.04550971,0.02793993,1.53737921,0.83664074,0.04231976,2.60783186,0.77752680,0.11522617
-4.92546273,3.73621626,0.04216051,0.02618276,1.44560210,0.80440078,0.03843965,2.50998943,0.75432183,0.11287144
-4.91945973,3.60720573,0.03892219,0.02462615,1.35724181,0.77827349,0.03478029,2.43002307,0.73680469,0.11174316
-4.91345673,3.50708022,0.03582505,0.02328482,1.27342306,0.75875288,0.03136332,2.36958988,0.72533033,0.11191516
-4.90745373,3.43783408,0.03289383,0.02217114,1.19519750,0.74622675,0.02820565,2.33008066,0.72018008,0.11344956
-4.90145073,3.40100562,0.03014754,0.02129472,1.12351556,0.74096825,0.02531937,2.31258191,0.72155434,0.11639483
-4.89544772,3.39762935,0.02759952,0.02066201,1.05920109,0.74312917,0.02271172,2.31784100,0.72956573,0.12078366
-4.88944472,3.42819464,0.02525770,0.02027596,1.00292950,0.75273480,0.02038530,2.34623561,0.74423280,0.12663086
-4.88344172,3.49261184,0.02312496,0.02013570,0.95521007,0.76968052,0.01833827,2.39774811,0.76547441,0.13393133
-4.87743872,3.59018724,0.02119967,0.02023629,0.91637288,0.79373022,0.01656476,2.47194597,0.79310520,0.14265818
-4.87143572,3.71960816,0.01947625,0.02056856,0.88656074,0.82451658,0.01505524,2.56796921,0.82683226,0.15276111
-4.86543272,3.87893955,0.01794580,0.02111906,0.86572634,0.86154342,0.01379705,2.68452591,0.86625345,0.16416515
-4.85942971,4.06563357,0.01659678,0.02187005,0.85363451,0.90419039,0.01277485,2.81989687,0.91085774,0.17676988
-4.85342671,4.27655318,0.01541562,0.02279968,0.84986967,0.95172001,0.01197111,2.97195029,0.96002786,0.19044929
-4.84742371,4.50801092,0.01438736,0.02388224,0.85384804,1.00328747,0.01136667,3.13816714,1.01304559,0.20505225
-4.84142071,4.75582325,0.01349617,0.02508854,0.86483434,1.05795305,0.01094112,3.31567775,1.06909989,0.22040379
-4.83541771,5.01538053,0.01272588,0.02638646,0.88196241,1.11469739,0.01067331,3.50130949,1.12729816,0.23630718
-4.82941471,5.28173207,0.01206038,0.02774152,0.90425924,1.17243947,0.01054171,3.69164523,1.18668041,0.25254681
-4.82341171,5.54968491,0.01148401,0.02911767,0.93067172,1.23005703,0.01052477,3.88309168,1.24623643,0.26889182
-4.81740870,5.81391428,0.01098182,0.03047809,0.96009528,1.28640909,0.01060128,4.07195612,1.30492557,0.28510051
-4.81140570,6.06908302,0.01053982,0.03178607,0.99140382,1.34036016,0.01075062,4.25452953,1.36169863,0.30092530
-4.80540270,6.30996651,0.01014514,0.03300597,1.02347995,1.39080527,0.01095305,4.42717398,1.41552147,0.31611819
-4.79939970,6.53157933,0.00978618,0.03410409,1.05524479,1.43669530,0.01118989,4.58641118,1.46539935,0.33043650
-4.79339670,6.72929919,0.00945266,0.03504965,1.08568653,1.47706158,0.01144376,4.72900961,1.51040151,0.34364875
-4.78739370,6.89898403,0.00913570,0.03581557,1.11388693,1.51103900,0.01169872,4.85206679,1.54968480,0.35554045
-4.78139070,7.03707775,0.00882779,0.03637923,1.13904510,1.53788672,0.01194043,4.95308406,1.58251576,0.36591954
-4.77538769,7.14070080,0.00852285,0.03672310,1.16049786,1.55700571,0.01215623,5.03003079,1.60829020,0.37462140
-4.76938469,7.20772223,0.00821614,0.03683517,1.17773620,1.56795245,0.01233529,5.08139582,1.62654946,0.38151322
-4.76338169,7.23681043,0.00790424,0.03670927,1.19041731,1.57044819,0.01246864,5.10622422,1.63699290,0.38649743
-4.75737869,7.22746089,0.00758500,0.03634516,1.19837211,1.56438366,0.01254921,5.10413805,1.63948589,0.38951436
-4.75137569,7.18000018,0.00725739,0.03574846,1.20160778,1.54981882,0.01257185,5.07534062,1.63406329,0.39054375
-4.74537269,7.09556634,0.00692148,0.03493037,1.20030564,1.52697798,0.01253330,5.02060416,1.62092798,0.38960531
-4.73936968,6.97606674,0.00657828,0.03390722,1.19481420,1.49624047,0.01243215,4.94124195,1.60044471,0.38675809
-4.73336668,6.82411571,0.00622961,0.03269993,1.18563773,1.45812740,0.01226877,4.83906588,1.57312953,0.38209899
-4.72736368,6.64295443,0.00587798,0.03133328,1.17342075,1.41328510,0.01204519,4.71633175,1.53963494,0.37576017
-4.72136068,6.43635670,0.00552645,0.02983513,1.15892883,1.36246604,0.01176495,4.57567413,1.50073167,0.36790570
-4.71535768,6.20852406,0.00517846,0.02823556,1.14302623,1.30650799,0.01143303,4.42003374,1.45728737,0.35872737
-4.70935468,5.96397448,0.00483770,0.02656602,1.12665101,1.24631232,0.01105559,4.25257971,1.41024315,0.34844006
-4.70335168,5.70742815,0.00450795,0.02485850,1.11078838,1.18282217,0.01063984,4.07662957,1.36058865,0.33727644
-4.69734867,5.44369432,0.00419298,0.02314469,1.09644280,1.11700127,0.01019386,3.89556938,1.30933639,0.32548157
-4.69134567,5.17756251,0.00389636,0.02145530,1.08460974,1.04981405,0.00972639,3.71277660,1.25749618,0.31330721
-4.68534267,4.91370081,0.00362144,0.01981938,1.07624778,0.98220753,0.00924663,3.53154742,1.20605037,0.30100625
-4.67933967,4.65656393,0.00337118,0.01826384,1.07225187,0.91509542,0.00876411,3.35503063,1.15593056,0.28882714
-4.67333667,4.41031259,0.00314812,0.01681299,1.07342833,0.84934456,0.00828844,3.18616912,1.10799637,0.27700878
-4.66733367,4.17874561,0.00295430,0.01548827,1.08047255,0.78576395,0.00782921,3.02765020,1.06301692,0.26577563
-4.66133067,3.96524545,0.00279127,0.01430803,1.09394979,0.72509616,0.00739580,2.88186516,1.02165535,0.25533346
-4.65532766,3.77273722,0.00266004,0.01328744,1.11427985,0.66801115,0.00699727,2.75087859,0.98445688,0.24586564
-4.64932466,3.60366113,0.00256108,0.01243847,1.14172599,0.61510217,0.00664220,2.63640722,0.95184053,0.23753009
-4.64332166,3.45995759,0.00249437,0.01176992,1.17638848,0.56688346,0.00633859,2.53980805,0.92409471,0.23045695
