energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,4.62478650,0.01881013,0.89517873,0.67941964,0.14605010,0.04482035,1.50379930,3.36027961,1.19124327
-5.99399700,4.55441472,0.01925771,0.84943132,0.67898536,0.15369761,0.04284733,1.50367592,3.28982141,1.16751019
-5.98799400,4.50253098,0.01977672,0.80638283,0.68134478,0.16272639,0.04125136,1.51065464,3.22763727,1.14887061
-5.98199100,4.46988760,0.02035944,0.76637386,0.68640924,0.17320450,0.04005776,1.52487586,3.17431919,1.13548383
-5.97598799,4.45699674,0.02099805,0.72968821,0.69405881,0.18518572,0.03928709,1.54640913,3.13032699,1.12742567
-5.96998499,4.46416449,0.02168508,0.69655874,0.70415369,0.19870658,0.03895545,1.57526287,3.09602387,1.12469799
-5.96398199,4.49152802,0.02241376,0.66717504,0.71654531,0.21378344,0.03907494,1.61139370,3.07171416,1.12724081
-5.95797899,4.53909241,0.02317839,0.64169206,0.73108647,0.23040971,0.03965408,1.65471433,3.05768031,1.13494555
-5.95197599,4.60676375,0.02397458,0.62023880,0.74763970,0.24855347,0.04069815,1.70509930,3.05421646,1.14766858
-5.94597299,4.69437593,0.02479942,0.60292647,0.76608339,0.26815544,0.04220949,1.76238794,3.06165609,1.16524394
-5.93996998,4.80170882,0.02565151,0.58985531,0.78631526,0.28912755,0.04418762,1.82638443,3.08039174,1.18749434
-5.93396698,4.92849650,0.02653097,0.58111964,0.80825285,0.31135225,0.04662924,1.89685475,3.11088514,1.21423979
-5.92796398,5.07442491,0.02743922,0.57681066,0.83183116,0.33468267,0.04952804,1.97352086,3.15366690,1.24530321
-5.92196098,5.23911888,0.02837873,0.57701682,0.85699742,0.35894357,0.05287444,2.05605265,3.20932493,1.28051284
-5.91595798,5.42211960,0.02935270,0.58182165,0.88370350,0.38393339,0.05665511,2.14405811,3.27848210,1.31970130
-5.90995498,5.62285381,0.03036457,0.59129907,0.91189637,0.40942711,0.06085242,2.23707286,3.36176355,1.36270142
-5.90395198,5.84059704,0.03141757,0.60550657,0.94150727,0.43518007,0.06544391,2.33454961,3.45975506,1.40933929
-5.89794897,6.07443335,0.03251416,0.62447645,0.97244031,0.46093255,0.07040164,2.43584888,3.57295436,1.45942502
-5.89194597,6.32321457,0.03365551,0.64820583,1.00456136,0.48641503,0.07569172,2.54023162,3.70171750,1.51274195
-5.88594297,6.58552210,0.03484104,0.67664582,1.03768794,0.51135391,0.08127382,2.64685490,3.84620306,1.56903514
-5.87993997,6.85963457,0.03606788,0.70969080,1.07158097,0.53547754,0.08710098,2.75477124,4.00631709,1.62800007
-5.87393697,7.14350414,0.03733058,0.74716831,1.10593890,0.55852225,0.09311956,2.86293234,4.18166180,1.68927250
-5.86793397,7.43474441,0.03862083,0.78883036,1.14039508,0.58023830,0.09926949,2.97019761,4.37149118,1.75242030
-5.86193097,7.73063196,0.03992731,0.83434691,1.17451848,0.60039539,0.10548475,3.07534763,4.57467633,1.81693822
-5.85592796,8.02812332,0.04123572,0.88330208,1.20781820,0.61878766,0.11169423,3.17710258,4.78968324,1.88224610
-5.84992496,8.32388816,0.04252893,0.93519349,1.23975173,0.63523793,0.11782284,3.27414536,5.01456504,1.94769116
-5.84392196,8.61435886,0.04378731,0.98943524,1.26973689,0.64960108,0.12379285,3.36514876,5.24697035,2.01255454
-5.83791896,8.89579559,0.04498918,1.04536460,1.29716695,0.66176650,0.12952553,3.44880595,5.48416855,2.07606219
-5.83191596,9.16436534,0.04611144,1.10225237,1.32142856,0.67165952,0.13494292,3.52386339,5.72309194,2.13739982
-5.82591296,9.41623241,0.04713020,1.15931667,1.34192166,0.67924194,0.13996971,3.58915487,5.96039407,2.19573145
-5.81990995,9.64765703,0.04802161,1.21573985,1.35808068,0.68451150,0.14453509,3.64363553,6.19252253,2.25022097
-5.81390695,9.85509861,0.04876269,1.27068776,1.36939591,0.68750056,0.14857461,3.68641445,6.41580386,2.30005562
-5.80790395,10.03531914,0.04933211,1.32333074,1.37543433,0.68827402,0.15203183,3.71678457,6.62653739,2.34447058
-5.80190095,10.18548269,0.04971103,1.37286545,1.37585879,0.68692655,0.15485975,3.73424858,6.82109455,2.38277344
-5.79589795,10.30324651,0.04988379,1.41853665,1.37044467,0.68357939,0.15702198,3.73853977,6.99601961,2.41436740
-5.78989495,10.38683986,0.04983855,1.45965798,1.35909330,0.67837676,0.15849347,3.72963675,7.14812778,2.43877227
-5.78389195,10.43512700,0.04956778,1.49563090,1.34184143,0.67148209,0.15926099,3.70777146,7.27459668,2.45564210
-5.77788894,10.44765164,0.04906855,1.52596094,1.31886625,0.66307414,0.15932309,3.67342993,7.37304755,2.46477879
-5.77188594,10.42466064,0.04834274,1.55027070,1.29048580,0.65334320,0.15868977,3.62734574,7.44161285,2.46614096
-5.76588294,10.36710615,0.04739695,1.56830902,1.25715456,0.64248738,0.15738176,3.57048617,7.47898779,2.45984772
-5.75987994,10.27662581,0.04624236,1.57995599,1.21945446,0.63070914,0.15542948,3.50403158,7.48446395,2.44617716
-5.75387694,10.15550203,0.04489434,1.58522383,1.17808157,0.61821206,0.15287184,3.42934866,7.45794396,2.42555973
-5.74787394,10.00660166,0.04337192,1.58425341,1.13382907,0.60519785,0.14975473,3.34795837,7.39993715,2.39856661
-5.74187094,9.83329863,0.04169725,1.57730702,1.08756704,0.59186366,0.14612960,3.26149972,7.31153679,2.36589379
-5.73586793,9.63938234,0.03989481,1.56475737,1.04021990,0.57839963,0.14205187,3.17169034,7.19438036,2.32834228
-5.72986493,9.42895491,0.03799070,1.54707370,0.99274231,0.56498667,0.13757946,3.08028528,7.05059482,2.28679529
-5.72386193,9.20632103,0.03601185,1.52480532,0.94609435,0.55179438,0.13277144,2.98903495,6.88272928,2.24219314
-5.71785893,8.97587360,0.03398529,1.49856339,0.90121680,0.53897910,0.12768680,2.89964360,6.69367814,2.19550684
-5.71185593,8.74197888,0.03193736,1.46900150,0.85900728,0.52668206,0.12238341,2.81372915,6.48659728,2.14771093
-5.70585293,8.50886415,0.02989316,1.43679587,0.82029806,0.51502757,0.11691719,2.73278547,6.26481669,2.09975670
-5.69984992,8.28051106,0.02787593,1.40262561,0.78583591,0.50412121,0.11134147,2.65814796,6.03175220,2.05254619
-5.69384692,8.06055714,0.02590662,1.36715387,0.75626467,0.49404818,0.10570647,2.59096299,5.79081916,2.00690798
-5.68784392,7.85220797,0.02400353,1.33101017,0.73211078,0.48487158,0.10005905,2.53216202,5.54535052,1.96357515
-5.68184092,7.65816194,0.02218211,1.29477461,0.71377210,0.47663096,0.09444246,2.48244074,5.29852140,1.92316613
-5.67583792,7.48054946,0.02045484,1.25896417,0.70151013,0.46934100,0.08889626,2.44224376,5.05328201,1.88616881
-5.66983492,7.32088781,0.01883117,1.22402152,0.69544561,0.46299062,0.08345624,2.41175523,4.81230039,1.85292841
-5.66383192,7.18005305,0.01731766,1.19030661,0.69555767,0.45754240,0.07815443,2.39089558,4.57791593,1.82363950
-5.65782891,7.05826962,0.01591809,1.15809106,0.70168624,0.45293270,0.07301907,2.37932469,4.35210471,1.79834228
-5.65182591,6.95511819,0.01463371,1.12755564,0.71353773,0.44907241,0.06807458,2.37645155,4.13645669,1.77692352
-5.64582291,6.86956192,0.01346347,1.09879066,0.73069369,0.44584842,0.06334160,2.38145044,3.93216528,1.75912208
-5.63981991,6.79999077,0.01240438,1.07179938,0.75262240,0.44312602,0.05883689,2.39328360,3.74002876,1.74453904
-5.63381691,6.74428312,0.01145182,1.04650401,0.77869296,0.44075216,0.05457339,2.41072988,3.56046324,1.73265223
-5.62781391,6.69988326,0.01059987,1.02275443,0.80819170,0.43855956,0.05056017,2.43241922,3.39352631,1.72283495
-5.62181091,6.66389308,0.00984164,1.00033893,0.84034056,0.43637168,0.04680255,2.45687201,3.23895024,1.71437815
-5.61580790,6.63317520,0.00916968,0.97899679,0.87431712,0.43400831,0.04330212,2.48254258,3.09618352,1.70651574
-5.60980490,6.60446478,0.00857619,0.95843221,0.90927576,0.43129181,0.04005703,2.50786571,2.96443912,1.69845201
-5.60380190,6.57448641,0.00805342,0.93832897,0.94436951,0.42805359,0.03706213,2.53130478,2.84274759,1.68939033
-5.59779890,6.54007224,0.00759390,0.91836540,0.97877213,0.42414077,0.03430940,2.55140022,2.73001331,1.67856219
-5.59179590,6.49827725,0.00719068,0.89822895,1.01169978,0.41942264,0.03178833,2.56681661,2.62507165,1.66525537
-5.58579290,6.44648761,0.00683756,0.87763000,1.04243174,0.41379672,0.02948643,2.57638683,2.52674524,1.64884037
-5.57978989,6.38251801,0.00652926,0.85631419,1.07032951,0.40719412,0.02738974,2.57915167,2.43389720,1.62879392
-5.57378689,6.30469433,0.00626156,0.83407300,1.09485378,0.39958401,0.02548340,2.57439343,2.34547965,1.60471872
-5.56778389,6.21191851,0.00603139,0.81075213,1.11557867,0.39097691,0.02375227,2.56166212,2.26057594,1.57635862
-5.56178089,6.10371308,0.00583690,0.78625742,1.13220274,0.38142672,0.02218144,2.54079333,2.17843504,1.54360867
-5.55577789,5.98024360,0.00567749,0.76055824,1.14455638,0.37103130,0.02075675,2.51191678,2.09849745,1.50651966
-5.54977489,5.84231835,0.00555375,0.73368815,1.15260527,0.35993164,0.01946523,2.47545530,2.02041165,1.46529695
-5.54377189,5.69136515,0.00546740,0.70574316,1.15644976,0.34830952,0.01829549,2.43211411,1.94404118,1.42029384
-5.53776888,5.52938658,0.00542121,0.67687755,1.15632015,0.33638379,0.01723790,2.38286066,1.86946219,1.37199965
-5.53176588,5.35889525,0.00541880,0.64729767,1.15256786,0.32440535,0.01628478,2.32889574,1.79695216,1.32102324
-5.52576288,5.18283188,0.00546451,0.61725403,1.14565298,0.31265105,0.01543041,2.27161684,1.72697044,1.26807253
-5.51975988,5.00446928,0.00556317,0.58703208,1.13612833,0.30141660,0.01467093,2.21257502,1.66013184,1.21393114
-5.51375688,4.82730605,0.00571981,0.55694212,1.12462071,0.29100885,0.01400417,2.15342680,1.59717432,1.15943277
-5.50775388,4.65495369,0.00593950,0.52730877,1.11180993,0.28173756,0.01342933,2.09588260,1.53892240,1.10543476
-5.50175088,4.49102140,0.00622698,0.49846046,1.09840613,0.27390697,0.01294671,2.04165365,1.48624759,1.05279141
-5.49574787,4.33900229,0.00658646,0.47071918,1.08512643,0.26780744,0.01255721,1.99239896,1.44002753,1.00232844
-5.48974487,4.20216499,0.00702131,0.44439101,1.07267135,0.26370735,0.01226200,1.94967409,1.40110508,0.95481903
-5.48374187,4.08345380,0.00753385,0.41975757,1.06170198,0.26184550,0.01206205,1.91488344,1.37024906,0.91096261
-5.47773887,3.98540065,0.00812508,0.39706862,1.05281852,0.26242425,0.01195769,1.88923731,1.34811756,0.87136670
-5.47173587,3.91005110,0.00879453,0.37653600,1.04654096,0.26560350,0.01194833,1.87371530,1.33522540,0.83653242
-5.46573287,3.85890664,0.00954012,0.35832897,1.04329243,0.27149582,0.01203204,1.86903686,1.33191636,0.80684390
-5.45972986,3.83288433,0.01035801,0.34257096,1.04338579,0.28016263,0.01220537,1.87564000,1.33834138,0.78256178
-5.45372686,3.83229502,0.01124266,0.32933783,1.04701403,0.29161183,0.01246318,1.89366864,1.35444318,0.76382082
-5.44772386,3.85684004,0.01218677,0.31865745,1.05424451,0.30579663,0.01279855,1.92296899,1.37994787,0.75063135
-5.44172086,3.90562636,0.01318142,0.31051070,1.06501757,0.32261587,0.01320278,1.96309494,1.41436397,0.74288448
-5.43571786,3.97719930,0.01421621,0.30483365,1.07914932,0.34191578,0.01366554,2.01332227,1.45698878,0.74036061
-5.42971486,4.06959145,0.01527949,0.30152094,1.09633863,0.36349299,0.01417500,2.07267113,1.50692211,0.74274080
-5.42371186,4.18038609,0.01635859,0.30043022,1.11617810,0.38709893,0.01471811,2.13993602,1.56308699,0.74962055
-5.41770885,4.30679290,0.01744017,0.30138745,1.13816854,0.41244547,0.01528093,2.21372231,1.62425684,0.76052539
-5.41170585,4.44573325,0.01851052,0.30419297,1.16173658,0.43921146,0.01584898,2.29248788,1.68908821,0.77492770
-5.40570285,4.59393236,0.01955593,0.30862826,1.18625460,0.46705028,0.01640764,2.37458866,1.75615815,0.79226415
-5.39969985,4.74801502,0.02056307,0.31446305,1.21106239,0.49559795,0.01694253,2.45832628,1.82400493,0.81195324
-5.39369685,4.90460181,0.02151928,0.32146272,1.23548968,0.52448168,0.01743998,2.54199631,1.89117081,0.83341224
-5.38769385,5.06040248,0.02241293,0.32939578,1.25887856,0.55332852,0.01788734,2.62393529,1.95624516,0.85607317
-5.38169085,5.21230345,0.02323367,0.33804113,1.28060514,0.58177398,0.01827336,2.70256506,2.01790657,0.87939716
-5.37568784,5.35744669,0.02397265,0.34719498,1.30009948,0.60947013,0.01858849,2.77643276,2.07496230,0.90288697
-5.36968484,5.49329746,0.02462270,0.35667723,1.31686311,0.63609322,0.01882511,2.84424535,2.12638357,0.92609727
-5.36368184,5.61769913,0.02517838,0.36633702,1.33048355,0.66135044,0.01897768,2.90489761,2.17133550,0.94864252
-5.35767884,5.72891395,0.02563605,0.37605740,1.34064536,0.68498564,0.01904285,2.95749284,2.20920055,0.97020243
-5.35167584,5.82564897,0.02599382,0.38575892,1.34713736,0.70678410,0.01901950,3.00135622,2.23959482,0.99052489
-5.34567284,5.90706762,0.02625143,0.39540205,1.34985614,0.72657607,0.01890865,3.03604061,2.26237669,1.00942666
-5.33966983,5.97278752,0.02641014,0.40498850,1.34880573,0.74423926,0.01871340,3.06132538,2.27764782,1.02679207
-5.33366683,6.02286610,0.02647253,0.41456128,1.34409384,0.75970027,0.01843873,3.07720906,2.28574682,1.04256992
-5.32766383,6.05777601,0.02644230,0.42420369,1.33592512,0.77293513,0.01809130,3.08389661,2.28723616,1.05676909
-5.32166083,6.07837250,0.02632406,0.43403729,1.32459184,0.78396896,0.01767923,3.08178279,2.28288331,1.06945323
-5.31565783,6.08585517,0.02612313,0.44421895,1.31046279,0.79287511,0.01721179,3.07143263,2.27363716,1.08073502
-5.30965483,6.08172658,0.02584534,0.45493719,1.29397095,0.79977374,0.01669921,3.05356038,2.26060092,1.09077012
-5.30365183,6.06774966,0.02549688,0.46640785,1.27560048,0.80483003,0.01615236,3.02900812,2.24500279,1.09975151
-5.29764882,6.04590576,0.02508414,0.47886939,1.25587376,0.80825210,0.01558250,2.99872482,2.22816547,1.10790411
-5.29164582,6.01835450,0.02461364,0.49257769,1.23533881,0.81028874,0.01500109,2.96374662,2.21147567,1.11547992
-5.28564282,5.98739598,0.02409195,0.50780070,1.21455737,0.81122669,0.01441954,2.92517875,2.19635413,1.12275378
-5.27963982,5.95543530,0.02352568,0.52481271,1.19409402,0.81138767,0.01384908,2.88417893,2.18422703,1.13001952
-5.27363682,5.92494885,0.02292147,0.54388847,1.17450619,0.81112476,0.01330057,2.84194221,2.17649872,1.13758632
-5.26763382,5.89845115,0.02228598,0.56529697,1.15633514,0.81081806,0.01278440,2.79968663,2.17452598,1.14577517
-5.26163082,5.87846096,0.02162597,0.58929488,1.14009763,0.81086942,0.01231041,2.75863902,2.17959349,1.15491489
-5.25562781,5.86746501,0.02094824,0.61611961,1.12627816,0.81169595,0.01188773,2.72002016,2.19289023,1.16533765
-5.24962481,5.86787807,0.02025972,0.64598189,1.11532143,0.81372230,0.01152481,2.68502860,2.21548633,1.17737353
