energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.37568784,4.79533033,0.01490042,0.26269678,1.01681017,0.59536077,0.05985656,2.39171130,1.70863146,0.37043790
-5.36968484,4.89082353,0.01614823,0.27244440,1.05304812,0.61795279,0.06269182,2.43161244,1.72995956,0.37412503
-5.36368184,4.98612029,0.01754294,0.28389610,1.09270434,0.64229161,0.06557763,2.46841433,1.74758629,0.37756611
-5.35767884,5.07986073,0.01907853,0.29701526,1.13549602,0.66828594,0.06846213,2.50136970,1.76101403,0.38072089
-5.35167584,5.17093860,0.02074751,0.31175740,1.18115194,0.69584313,0.07129596,2.52989800,1.76989419,0.38356997
-5.34567284,5.25849928,0.02254090,0.32806591,1.22940621,0.72486393,0.07403331,2.55359182,1.77403230,0.38611284
-5.33966983,5.34192520,0.02444808,0.34586772,1.27998970,0.75523683,0.07663286,2.57221581,1.77338614,0.38836533
-5.33366683,5.42081034,0.02645689,0.36506918,1.33262012,0.78683248,0.07905855,2.58569833,1.76805722,0.39035618
-5.32766383,5.49492558,0.02855356,0.38555236,1.38699129,0.81949863,0.08128024,2.59411657,1.75827604,0.39212335
-5.32166083,5.56417744,0.03072283,0.40717217,1.44276237,0.85305578,0.08327421,2.59767624,1.74438229,0.39370994
-5.31565783,5.62856296,0.03294804,0.42975442,1.49954816,0.88729421,0.08502345,2.59668693,1.72680102,0.39516007
-5.30965483,5.68812336,0.03521130,0.45309514,1.55691097,0.92197235,0.08651776,2.59153473,1.70601605,0.39651506
-5.30365183,5.74289953,0.03749373,0.47696110,1.61435514,0.95681694,0.08775369,2.58265356,1.68254230,0.39780984
-5.29764882,5.79289187,0.03977568,0.50109186,1.67132469,0.99152486,0.08873427,2.57049673,1.65689825,0.39907001
-5.29164582,5.83802678,0.04203707,0.52520317,1.72720471,1.02576672,0.08946855,2.55551034,1.62958014,0.40030966
-5.28564282,5.87813167,0.04425767,0.54899165,1.78132686,1.05919202,0.08997107,2.53810959,1.60103900,0.40152987
-5.27963982,5.91291967,0.04641743,0.57214074,1.83297887,1.09143568,0.09026102,2.51865931,1.57166174,0.40271822
-5.27363682,5.94198471,0.04849681,0.59432757,1.88141819,1.12212558,0.09036148,2.49745935,1.54175705,0.40384905
-5.26763382,5.96480693,0.05047706,0.61523051,1.92588913,1.15089072,0.09029844,2.47473529,1.51154649,0.40488462
-5.26163082,5.98076773,0.05234051,0.63453719,1.96564306,1.17736970,0.09009981,2.45063473,1.48116125,0.40577687
-5.25562781,5.98917318,0.05407076,0.65195256,1.99996077,1.20121889,0.08979438,2.42522878,1.45064410,0.40646984
-5.24962481,5.98928427,0.05565288,0.66720666,2.02817600,1.22212025,0.08941084,2.39851833,1.41995641,0.40690242
-5.24362181,5.98035178,0.05707350,0.68006188,2.04969908,1.23978815,0.08897671,2.37044436,1.38898943,0.40701129
-5.23761881,5.96165368,0.05832092,0.69031934,2.06403958,1.25397519,0.08851749,2.34090131,1.35757893,0.40673391
-5.23161581,5.93253274,0.05938504,0.69782419,2.07082681,1.26447677,0.08805571,2.30975238,1.32552230,0.40601127
-5.22561281,5.89243226,0.06025746,0.70246958,2.06982717,1.27113436,0.08761022,2.27684582,1.29259682,0.40479038
-5.21960980,5.84092797,0.06093131,0.70419935,2.06095741,1.27383753,0.08719557,2.24203087,1.25857827,0.40302616
-5.21360680,5.77775445,0.06140127,0.70300915,2.04429316,1.27252485,0.08682145,2.20517270,1.22325856,0.40068296
-5.20760380,5.70282497,0.06166348,0.69894615,2.02007219,1.26718380,0.08649242,2.16616516,1.18646163,0.39773529
-5.20160080,5.61624398,0.06171544,0.69210743,1.98869213,1.25784981,0.08620771,2.12494111,1.14805685,0.39416809
-5.19559780,5.51831186,0.06155607,0.68263700,1.95070268,1.24460476,0.08596120,2.08147958,1.10796921,0.38997637
-5.18959480,5.40952219,0.06118561,0.67072171,1.90679257,1.22757499,0.08574165,2.03580985,1.06618621,0.38516444
-5.18359180,5.29055191,0.06060567,0.65658618,1.85777165,1.20692898,0.08553305,1.98801241,1.02276104,0.37974478
-5.17758879,5.16224533,0.05981931,0.64048698,1.80454890,1.18287477,0.08531518,1.93821704,0.97781235,0.37373663
-5.17158579,5.02559279,0.05883106,0.62270611,1.74810702,1.15565721,0.08506428,1.88659852,0.93152076,0.36716453
-5.16558279,4.88170552,0.05764705,0.60354414,1.68947472,1.12555495,0.08475397,1.83337035,0.88412263,0.36005696
-5.15957979,4.73178759,0.05627507,0.58331308,1.62969752,1.09287709,0.08435621,1.77877733,0.83590159,0.35244502
-5.15357679,4.57710655,0.05472466,0.56232920,1.56980836,1.05795950,0.08384240,1.72308730,0.78717846,0.34436153
-5.14757379,4.41896376,0.05300715,0.54090592,1.51079878,1.02116065,0.08318449,1.66658303,0.73830029,0.33584028
-5.14157079,4.25866569,0.05113566,0.51934697,1.45359193,0.98285696,0.08235624,1.60955438,0.68962905,0.32691582
-5.13556778,4.09749712,0.04912509,0.49794006,1.39901811,0.94343760,0.08133427,1.55229156,0.64153075,0.31762348
-5.12956478,3.93669715,0.04699198,0.47695097,1.34779384,0.90329881,0.08009924,1.49507952,0.59436544,0.30799982
-5.12356178,3.77743867,0.04475439,0.45661856,1.30050504,0.86283786,0.07863676,1.43819390,0.54847842,0.29808333
-5.11755878,3.62081197,0.04243163,0.43715049,1.25759495,0.82244686,0.07693828,1.38189849,0.50419325,0.28791529
-5.11155578,3.46781277,0.04004402,0.41872006,1.21935705,0.78250661,0.07500167,1.32644435,0.46180645,0.27754091
-5.10555278,3.31933500,0.03761251,0.40146418,1.18593343,0.74338079,0.07283170,1.27207027,0.42158424,0.26701030
-5.09954977,3.17616848,0.03515835,0.38548248,1.15731839,0.70541094,0.07044025,1.21900459,0.38376104,0.25637959
-5.09354677,3.03900140,0.03270266,0.37083784,1.13336737,0.66891233,0.06784617,1.16746806,0.34853981,0.24571173
-5.08754377,2.90842741,0.03026605,0.35755815,1.11381066,0.63417120,0.06507509,1.11767743,0.31609382,0.23507724
-5.08154077,2.78495695,0.02786821,0.34563941,1.09827161,0.60144356,0.06215883,1.06984954,0.28656969,0.22455460
-5.07553777,2.66903242,0.02552755,0.33505002,1.08628842,0.57095563,0.05913465,1.02420552,0.26009130,0.21423041
-5.06953477,2.56104621,0.02326088,0.32573618,1.07733885,0.54290610,0.05604437,0.98097490,0.23676419,0.20419917
-5.06353177,2.46136099,0.02108312,0.31762811,1.07086685,0.51747007,0.05293325,0.94039922,0.21668018,0.19456286
-5.05752876,2.37033106,0.01900710,0.31064698,1.06630986,0.49480451,0.04984885,0.90273488,0.19992172,0.18543005
-5.05152576,2.28832360,0.01704343,0.30471219,1.06312596,0.47505500,0.04683975,0.86825502,0.18656578,0.17691481
-5.04552276,2.21573866,0.01520038,0.29974860,1.06081939,0.45836330,0.04395430,0.83725013,0.17668687,0.16913529
-5.03951976,2.15302648,0.01348393,0.29569354,1.05896352,0.44487539,0.04123937,0.81002708,0.17035903,0.16221204
-5.03351676,2.10070095,0.01189783,0.29250318,1.05722027,0.43474935,0.03873919,0.78690657,0.16765658,0.15626606
-5.02751376,2.05934799,0.01044366,0.29015789,1.05535496,0.42816269,0.03649420,0.76821872,0.16865350,0.15141659
-5.02151076,2.02962794,0.00912107,0.28866646,1.05324603,0.42531850,0.03454010,0.75429673,0.17342144,0.14777865
-5.01550775,2.01227113,0.00792795,0.28806881,1.05088916,0.42645009,0.03290701,0.74546865,0.18202628,0.14546046
-5.00950475,2.00806634,0.00686068,0.28843716,1.04839561,0.43182353,0.03161875,0.74204742,0.19452346,0.14456059
-5.00350175,2.01784196,0.00591435,0.28987550,1.04598495,0.44173812,0.03069232,0.74431916,0.21095213,0.14516498
-4.99749875,2.04244046,0.00508308,0.29251750,1.04397255,0.45652427,0.03013755,0.75253023,0.23132841,0.14734389
-4.99149575,2.08268679,0.00436021,0.29652272,1.04275252,0.47653903,0.02995685,0.76687341,0.25563802,0.15114884
-4.98549275,2.13935209,0.00373856,0.30207163,1.04277708,0.50215931,0.03014521,0.78747367,0.28382864,0.15660962
-4.97948974,2.21311425,0.00321066,0.30935936,1.04453347,0.53377290,0.03069035,0.81437427,0.31580241,0.16373147
-4.97348674,2.30451729,0.00276895,0.31858874,1.04851966,0.57176787,0.03157296,0.84752376,0.35140888,0.17249261
-4.96748374,2.41393172,0.00240592,0.32996281,1.05522019,0.61652069,0.03276718,0.88676477,0.39043901,0.18284225
-4.96148074,2.54151812,0.00211428,0.34367734,1.06508349,0.66838363,0.03424117,0.93182523,0.43262048,0.19469915
-4.95547774,2.68719622,0.00188702,0.35991352,1.07850193,0.72767216,0.03595790,0.98231273,0.47761479,0.20795101
-4.94947474,2.85062148,0.00171756,0.37883141,1.09579554,0.79465287,0.03787592,1.03771270,0.52501648,0.22245469
-4.94347174,3.03117111,0.00159973,0.40056432,1.11720043,0.86953266,0.03995042,1.09739086,0.57435467,0.23803750
-4.93746873,3.22794085,0.00152785,0.42521443,1.14286240,0.95244972,0.04213425,1.16060017,0.62509725,0.25449944
-4.93146573,3.43975337,0.00149672,0.45284996,1.17283587,1.04346696,0.04437909,1.22649251,0.67665765,0.27161661
-4.92546273,3.66517877,0.00150160,0.48350381,1.20708836,1.14256811,0.04663659,1.29413485,0.72840415,0.28914562
-4.91945973,3.90256657,0.00153824,0.51717389,1.24550979,1.24965705,0.04885962,1.36252951,0.77967163,0.30682895
-4.91345673,4.15008854,0.00160277,0.55382511,1.28792616,1.36456022,0.05100342,1.43063801,0.82977541,0.32440111
-4.90745373,4.40579049,0.00169175,0.59339264,1.33411658,1.48703235,0.05302672,1.49740750,0.87802673,0.34159541
-4.90145073,4.66765101,0.00180208,0.63578664,1.38383249,1.61676507,0.05489276,1.56179893,0.92374936,0.35815106
-4.89544772,4.93364447,0.00193099,0.68089772,1.43681782,1.75339812,0.05657020,1.62281565,0.96629673,0.37382030
-4.88944472,5.20180538,0.00207597,0.72860314,1.49282877,1.89653247,0.05803384,1.67953138,1.00506890,0.38837530
-4.88344172,5.47029083,0.00223477,0.77877316,1.55165198,2.04574469,0.05926514,1.73111620,1.03952870,0.40161453
-4.87743872,5.73743803,0.00240533,0.83127719,1.61311977,2.20060164,0.06025264,1.77685956,1.06921631,0.41336820
-4.87143572,6.00181378,0.00258578,0.88598931,1.67712163,2.36067444,0.06099203,1.81618919,1.09376176,0.42350270
-4.86543272,6.26225334,0.00277439,0.94279270,1.74361106,2.52555090,0.06148612,1.84868519,1.11289463,0.43192365
-4.85942971,6.51788647,0.00296954,1.00158282,1.81260729,2.69484530,0.06174453,1.87408873,1.12645076,0.43857759
-4.85342671,6.76814917,0.00316969,1.06226875,1.88419189,2.86820463,0.06178333,1.89230502,1.13437547,0.44345216
-4.84742371,7.01278035,0.00337339,1.12477282,1.95850012,3.04531070,0.06162439,1.90340073,1.13672321,0.44657481
-4.84142071,7.25180341,0.00357920,1.18902815,2.03570775,3.22587758,0.06129473,1.90759604,1.13365379,0.44801016
-4.83541771,7.48549378,0.00378574,1.25497437,2.11601403,3.40964418,0.06082577,1.90525194,1.12542521,0.44785627
-4.82941471,7.71433395,0.00399162,1.32255149,2.19962160,3.59636210,0.06025259,1.89685363,1.11238349,0.44623987
-4.82341171,7.93895847,0.00419546,1.39169234,2.28671481,3.78577935,0.05961313,1.88299103,1.09495003,0.44331102
-4.81740870,8.16009207,0.00439588,1.46231391,2.37743739,3.97762065,0.05894755,1.86433739,1.07360699,0.43923750
-4.81140570,8.37848428,0.00459153,1.53430813,2.47187111,4.17156567,0.05829757,1.84162725,1.04888135,0.43419914
-4.80540270,8.59484445,0.00478107,1.60753270,2.57001631,4.36722658,0.05770598,1.81563482,1.02132835,0.42838250
-4.79939970,8.80978090,0.00496324,1.68180252,2.67177586,4.56412662,0.05721616,1.78715368,0.99151499,0.42197614
-4.79339670,9.02374789,0.00513685,1.75688259,2.77694325,4.76168152,0.05687181,1.75697878,0.96000420,0.41516677
-4.78739370,9.23700370,0.00530089,1.83248274,2.88519584,4.95918551,0.05671666,1.72589130,0.92734032,0.40813623
-4.78139070,9.44958239,0.00545452,1.90825500,2.99609354,5.15580352,0.05679423,1.69464665,0.89403632,0.40105967
-4.77538769,9.66128124,0.00559718,1.98379391,3.10908348,5.35057108,0.05714768,1.66396596,0.86056315,0.39410469
-4.76938469,9.87166470,0.00572866,2.05864014,3.22351043,5.54240260,0.05781953,1.63453082,0.82734161,0.38743149
-4.76338169,10.08008487,0.00584912,2.13228752,3.33863270,5.73010886,0.05885141,1.60698089,0.79473668,0.38119384
-4.75737869,10.28571754,0.00595923,2.20419346,3.45364305,5.91242322,0.06028359,1.58191411,0.76305448,0.37554071
-4.75137569,10.48761163,0.00606015,2.27379241,3.56769363,6.08803615,0.06215450,1.55988860,0.73254175,0.37061824
-4.74537269,10.68474928,0.00615361,2.34051186,3.67992415,6.25563649,0.06450002,1.54142574,0.70338763,0.36657183
-4.73936968,10.87611283,0.00624196,2.40379037,3.78949192,6.41395775,0.06735260,1.52701358,0.67572751,0.36354810
-4.73336668,11.06075467,0.00632811,2.46309650,3.89560264,6.56182690,0.07074025,1.51710992,0.64964861,0.36169639
-4.72736368,11.23786544,0.00641556,2.51794799,3.99754063,6.69821310,0.07468543,1.51214443,0.62519701,0.36116957
-4.72136068,11.40683629,0.00650832,2.56793000,4.09469715,6.82227339,0.07920372,1.51251934,0.60238555,0.36212399
-4.71535768,11.56731085,0.00661085,2.61271141,4.18659565,6.93339247,0.08430261,1.51860828,0.58120254,0.36471841
-4.70935468,11.71922343,0.00672793,2.65205832,4.27291278,7.03121390,0.08998017,1.53075318,0.56162053,0.36911186
-4.70335168,11.86282043,0.00686453,2.68584386,4.35349424,7.11566046,0.09622386,1.54925919,0.54360508,0.37546034
-4.69734867,11.99866293,0.00702564,2.71405357,4.42836461,7.18694177,0.10300949,1.57438783,0.52712305,0.38391256
-4.69134567,12.12760971,0.00721613,2.73678608,4.49773074,7.24554827,0.11030045,1.60634862,0.51215014,0.39460470
-4.68534267,12.25078069,0.00744049,2.75424877,4.56197813,7.29223111,0.11804711,1.64528965,0.49867747,0.40765450
-4.67933967,12.36950221,0.00770267,2.76674848,4.62166043,7.32796857,0.12618677,1.69128770,0.48671687,0.42315492
-4.67333667,12.48523664,0.00800588,2.77467770,4.67748207,7.35392018,0.13464383,1.74433834,0.47630483,0.44116756
-4.66733367,12.59949948,0.00835239,2.77849674,4.73027442,7.37137082,0.14333048,1.80434675,0.46750478,0.46171632
-4.66133067,12.71376813,0.00874339,2.77871277,4.78096615,7.38166723,0.15214783,1.87111972,0.46040782,0.48478149
-4.65532766,12.82938690,0.00917878,2.77585662,4.83054855,7.38615031,0.16098745,1.94435941,0.45513168,0.51029476
-4.64932466,12.94747326,0.00965715,2.77045850,4.88003676,7.38608663,0.16973328,2.02365932,0.45181784,0.53813531
-4.64332166,13.06883000,0.01017567,2.76302384,4.93042828,7.38260255,0.17826394,2.10850281,0.45062714,0.56812739
