energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.27963982,2.64618892,0.00788518,0.21397791,0.86192266,0.96033626,0.03734034,0.88559879,0.36174098,0.11157999
-5.27363682,2.55960783,0.00735100,0.20182405,0.82810758,0.92642500,0.03795921,0.85987186,0.34963519,0.11207806
-5.26763382,2.48130132,0.00685306,0.19078830,0.79736443,0.89582079,0.03854441,0.83670397,0.33885325,0.11267026
-5.26163082,2.41219590,0.00639718,0.18101580,0.77011937,0.86887393,0.03908241,0.81639227,0.32958219,0.11334064
-5.25562781,2.35295965,0.00598778,0.17262412,0.74669512,0.84584185,0.03955839,0.79914691,0.32196556,0.11406687
-5.24962481,2.30401443,0.00562791,0.16570074,0.72730832,0.82689584,0.03995697,0.78509553,0.31610370,0.11482167
-5.24362181,2.26556122,0.00531929,0.16030203,0.71207202,0.81213245,0.04026309,0.77429208,0.31205596,0.11557455
-5.23761881,2.23761633,0.00506247,0.15645380,0.70100275,0.80158869,0.04046281,0.76672899,0.30984460,0.11629388
-5.23161581,2.22005528,0.00485693,0.15415301,0.69403142,0.79525996,0.04054423,0.76235184,0.30946014,0.11694905
-5.22561281,2.21266146,0.00470125,0.15337077,0.69101728,0.79311920,0.04049822,0.76107530,0.31086768,0.11751262
-5.21960980,2.21517595,0.00459331,0.15405610,0.69176402,0.79513629,0.04031910,0.76279944,0.31401375,0.11796230
-5.21360680,2.22734553,0.00453048,0.15614048,0.69603697,0.80129617,0.04000521,0.76742520,0.31883335,0.11828268
-5.20760380,2.24896559,0.00450974,0.15954280,0.70358066,0.81161467,0.03955918,0.77486797,0.32525668,0.11846657
-5.20160080,2.27991554,0.00452791,0.16417445,0.71413557,0.82615106,0.03898810,0.78506861,0.33321513,0.11851590
-5.19559780,2.32018427,0.00458177,0.16994448,0.72745351,0.84501631,0.03830344,0.79800105,0.34264625,0.11844209
-5.18959480,2.36988430,0.00466819,0.17676436,0.74331081,0.86837659,0.03752076,0.81367595,0.35349738,0.11826583
-5.18359180,2.42925338,0.00478422,0.18455239,0.76151875,0.89645165,0.03665918,0.83214028,0.36572770,0.11801635
-5.17758879,2.49864354,0.00492717,0.19323744,0.78193098,0.92950777,0.03574080,0.85347261,0.37930857,0.11773020
-5.17158579,2.57849765,0.00509459,0.20276202,0.80444747,0.96784575,0.03478978,0.87777446,0.39422217,0.11744951
-5.16558279,2.66931484,0.00528433,0.21308447,0.82901521,1.01178405,0.03383151,0.90515800,0.41045844,0.11721990
-5.15957979,2.77160642,0.00549450,0.22418033,0.85562561,1.06163802,0.03289162,0.93573082,0.42801051,0.11708813
-5.15357679,2.88584452,0.00572339,0.23604282,0.88430899,1.11769605,0.03199497,0.96957860,0.44686895,0.11709958
-5.14757379,3.01240634,0.00596938,0.24868258,0.91512659,1.18019377,0.03116471,1.00674675,0.46701502,0.11729574
-5.14157079,3.15151714,0.00623093,0.26212655,0.94816068,1.24928769,0.03042142,1.04722196,0.48841354,0.11771170
-5.13556778,3.30319525,0.00650640,0.27641627,0.98350342,1.32502956,0.02978233,1.09091503,0.51100572,0.11837404
-5.12956478,3.46720262,0.00679399,0.29160556,1.02124526,1.40734311,0.02926074,1.13764604,0.53470246,0.11929888
-5.12356178,3.64300412,0.00709168,0.30775785,1.06146354,1.49600447,0.02886555,1.18713305,0.55937872,0.12049055
-5.11755878,3.82973856,0.00739715,0.32494312,1.10421202,1.59062764,0.02860107,1.23898517,0.58486934,0.12194067
-5.11155578,4.02620397,0.00770770,0.34323460,1.14951200,1.69065626,0.02846692,1.29270103,0.61096670,0.12362786
-5.10555278,4.23085884,0.00802032,0.36270542,1.19734538,1.79536258,0.02845826,1.34767295,0.63742066,0.12551813
-5.09954977,4.44184050,0.00833164,0.38342508,1.24765018,1.90385422,0.02856607,1.40319718,0.66394091,0.12756577
-5.09354677,4.65700066,0.00863805,0.40545594,1.30031859,2.01508897,0.02877773,1.45849013,0.69020178,0.12971492
-5.08754377,4.87395730,0.00893575,0.42884966,1.35519751,2.12789758,0.02907766,1.51271009,0.71584947,0.13190166
-5.08154077,5.09016124,0.00922091,0.45364363,1.41209135,2.24101387,0.02944812,1.56498374,0.74051148,0.13405645
-5.07553777,5.30297465,0.00948981,0.47985736,1.47076686,2.35311122,0.02987005,1.61443629,0.76380788,0.13610699
-5.06953477,5.50975816,0.00973902,0.50748889,1.53095921,2.46284415,0.03032403,1.66022398,0.78536380,0.13798126
-5.06353177,5.70796250,0.00996559,0.53651115,1.59237904,2.56889319,0.03079118,1.70156732,0.80482276,0.13961051
-5.05752876,5.89522033,0.01016724,0.56686837,1.65471953,2.67001130,0.03125402,1.73778341,0.82185994,0.14093228
-5.05152576,6.06943373,0.01034249,0.59847271,1.71766314,2.76506952,0.03169732,1.76831573,0.83619480,0.14189310
-5.04552276,6.22885277,0.01049085,0.63120108,1.78088719,2.85309999,0.03210877,1.79275960,0.84760240,0.14245083
-5.03951976,6.37214128,0.01061292,0.66489242,1.84406815,2.93333405,0.03247962,1.81088206,0.85592268,0.14257650
-5.03351676,6.49842626,0.01071042,0.69934569,1.90688411,3.00523360,0.03280501,1.82263477,0.86106725,0.14225558
-5.02751376,6.60732827,0.01078623,0.73431872,1.96901543,3.06851411,0.03308429,1.82815932,0.86302328,0.14148860
-5.02151076,6.69897105,0.01084433,0.76952823,2.03014378,3.12315797,0.03332102,1.82778413,0.86185418,0.14029109
-5.01550775,6.77396982,0.01088972,0.80465126,2.08994957,3.16941731,0.03352287,1.82201329,0.85769710,0.13869285
-5.00950475,6.83339861,0.01092817,0.83932817,2.14810858,3.20780598,0.03370129,1.81150737,0.85075721,0.13673660
-5.00350175,6.87873810,0.01096612,0.87316744,2.20428796,3.23908068,0.03387102,1.79705727,0.84129923,0.13447604
-4.99749875,6.91180650,0.01101032,0.90575224,2.25814254,3.26421210,0.03404945,1.77955209,0.82963651,0.13197350
-4.99149575,6.93467660,0.01106756,0.93664878,2.30931183,3.28434685,0.03425584,1.75994262,0.81611819,0.12929720
-4.98549275,6.94958298,0.01114440,0.96541637,2.35741852,3.30076196,0.03451044,1.73920213,0.80111521,0.12651832
-4.97948974,6.95882375,0.01124678,0.99161871,2.40206872,3.31481355,0.03483355,1.71828627,0.78500588,0.12370799
-4.97348674,6.96466109,0.01137975,1.01483633,2.44285452,3.32788202,0.03524458,1.69809402,0.76816152,0.12093442
-4.96748374,6.96922534,0.01154718,1.03467942,2.47935888,3.34131583,0.03576104,1.67943144,0.75093319,0.11826009
-4.96148074,6.97442657,0.01175149,1.05080077,2.51116288,3.35637628,0.03639766,1.66297998,0.73363978,0.11573949
-4.95547774,6.98187755,0.01199351,1.06290794,2.53785512,3.37418559,0.03716558,1.64927060,0.71655827,0.11341705
-4.94947474,6.99283113,0.01227231,1.07077434,2.55904291,3.39568039,0.03807165,1.63866498,0.69991639,0.11132580
-4.94347174,7.00813437,0.01258518,1.07424849,2.57436456,3.42157247,0.03911788,1.63134450,0.68388787,0.10948643
-4.93746873,7.02820106,0.01292761,1.07326094,2.58350240,3.45231849,0.04030110,1.62730726,0.66859061,0.10790698
-4.93146573,7.05300321,0.01329346,1.06782853,2.58619557,3.48809959,0.04161284,1.62637324,0.65408744,0.10658318
-4.92546273,7.08208129,0.01367506,1.05805568,2.58225201,3.52881199,0.04303935,1.62819711,0.64038942,0.10549918
-4.91945973,7.11457235,0.01406350,1.04413251,2.57155896,3.57406847,0.04456198,1.63228791,0.62746135,0.10462889
-4.91345673,7.14925407,0.01444894,1.02632990,2.55409144,3.62321083,0.04615764,1.63803457,0.61522907,0.10393765
-4.90745373,7.18460253,0.01482093,1.00499165,2.52991808,3.67533253,0.04779954,1.64473597,0.60358799,0.10338428
-4.90145073,7.21886078,0.01516881,0.98052402,2.49920431,3.72931050,0.04945814,1.65163404,0.59241248,0.10292324
-4.89544772,7.25011509,0.01548209,0.95338319,2.46221251,3.78384465,0.05110218,1.65794845,0.58156553,0.10250701
-4.88944472,7.27637538,0.01575089,0.92406109,2.41929924,3.83750341,0.05269987,1.66291116,0.57090805,0.10208838
-4.88344172,7.29565670,0.01596629,0.89307032,2.37090982,3.88877343,0.05422016,1.66579965,0.56030769,0.10162270
-4.87743872,7.30605838,0.01612069,0.86092881,2.31757048,3.93611136,0.05563403,1.66596724,0.54964648,0.10106989
-4.87143572,7.30583799,0.01620812,0.82814477,2.25987859,3.97799580,0.05691571,1.66286946,0.53882722,0.10039624
-4.86543272,7.29347767,0.01622448,0.79520275,2.19849140,4.01297741,0.05804390,1.65608567,0.52777835,0.09957588
-4.85942971,7.26774067,0.01616773,0.76255114,2.13411400,4.03972564,0.05900282,1.64533515,0.51645724,0.09859183
-4.85342671,7.22771682,0.01603804,0.73059175,2.06748674,4.05707031,0.05978307,1.63048744,0.50485192,0.09743678
-4.84742371,7.17285581,0.01583774,0.69967171,1.99937296,4.06403715,0.06038239,1.61156682,0.49298128,0.09611336
-4.84142071,7.10298802,0.01557137,0.67007800,1.93054714,4.05987621,0.06080605,1.58875104,0.48089397,0.09463414
-4.83541771,7.01833304,0.01524552,0.64203460,1.86178400,4.04408268,0.06106705,1.56236485,0.46866618,0.09302124
-4.82941471,6.91949632,0.01486867,0.61570233,1.79384861,4.01640990,0.06118612,1.53286870,0.45639845,0.09130560
-4.82341171,6.80745491,0.01445094,0.59118115,1.72748765,3.97687462,0.06119130,1.50084352,0.44421196,0.08952598
-4.81740870,6.68353335,0.01400382,0.56851474,1.66342184,3.92575477,0.06111739,1.46697213,0.43224421,0.08772780
-4.81140570,6.54937092,0.01353983,0.54769689,1.60233923,3.86358028,0.06100504,1.43201828,0.42064467,0.08596173
-4.80540270,6.40688164,0.01307219,0.52867942,1.54488924,3.79111752,0.06089973,1.39680404,0.40957032,0.08428216
-4.79939970,6.25820810,0.01261443,0.51138108,1.49167714,3.70934823,0.06085046,1.36218615,0.39918121,0.08274563
-4.79339670,6.10567049,0.01218003,0.49569692,1.44325859,3.61944346,0.06090829,1.32903230,0.38963639,0.08140917
-4.78739370,5.95171187,0.01178207,0.48150778,1.40013398,3.52273356,0.06112486,1.29819760,0.38108993,0.08032866
-4.78139070,5.79884070,0.01143286,0.46868922,1.36274241,3.42067485,0.06155067,1.27050202,0.37368730,0.07955722
-4.77538769,5.64957155,0.01114361,0.45711975,1.33145492,3.31481379,0.06223352,1.24670907,0.36756202,0.07914366
-4.76938469,5.50636514,0.01092418,0.44668774,1.30656721,3.20674938,0.06321689,1.22750611,0.36283247,0.07913105
-4.76338169,5.37156849,0.01078281,0.43729690,1.28829172,3.09809463,0.06453835,1.21348667,0.35959913,0.07955532
-4.75737869,5.24735635,0.01072592,0.42887016,1.27674946,2.99043777,0.06622824,1.20513500,0.35794180,0.08044418
-4.75137569,5.13567515,0.01075796,0.42135167,1.27196191,2.88530413,0.06830842,1.20281306,0.35791732,0.08181600
-4.74537269,5.03819068,0.01088133,0.41470718,1.27384343,2.78411938,0.07079128,1.20675036,0.35955731,0.08367909
-4.73936968,4.95624105,0.01109630,0.40892270,1.28219491,2.68817521,0.07367901,1.21703672,0.36286646,0.08603108
-4.73336668,4.89079635,0.01140108,0.40400166,1.29669925,2.59859813,0.07696319,1.23361826,0.36782104,0.08885858
-4.72736368,4.84242671,0.01179187,0.39996086,1.31691920,2.51632244,0.08062462,1.25629684,0.37436800,0.09213717
-4.72136068,4.81128006,0.01226298,0.39682551,1.34229840,2.44206824,0.08463353,1.28473307,0.38242465,0.09583157
-4.71535768,4.79707114,0.01280707,0.39462363,1.37216587,2.37632516,0.08895013,1.31845308,0.39187899,0.09989621
-4.70935468,4.79908274,0.01341532,0.39338023,1.40574452,2.31934261,0.09352536,1.35685896,0.40259093,0.10427600
-4.70335168,4.81617999,0.01407780,0.39311162,1.44216362,2.27112712,0.09830207,1.39924291,0.41439425,0.10890741
-4.69734867,4.84683796,0.01478371,0.39382022,1.48047539,2.23144690,0.10321632,1.44480484,0.42709964,0.11371984
-4.69134567,4.88918244,0.01552184,0.39549005,1.51967525,2.19984387,0.10819897,1.49267322,0.44049851,0.11863717
-4.68534267,4.94104322,0.01628085,0.39808340,1.55872534,2.17565302,0.11317735,1.54192858,0.45436786,0.12357949
-4.67933967,5.00001859,0.01704977,0.40153861,1.59658051,2.15802840,0.11807707,1.59162929,0.46847586,0.12846499
-4.67333667,5.06354938,0.01781831,0.40576934,1.63221593,2.14597530,0.12282388,1.64083889,0.48258823,0.13321188
-4.66733367,5.12900042,0.01857732,0.41066517,1.66465540,2.13838753,0.12734542,1.68865422,0.49647523,0.13774040
-4.66133067,5.19374679,0.01931910,0.41609375,1.69299909,2.13408854,0.13157300,1.73423372,0.50991897,0.14197468
-4.65532766,5.25526226,0.02003777,0.42190419,1.71644986,2.13187514,0.13544316,1.77682496,0.52272104,0.14584462
-4.64932466,5.31120694,0.02072954,0.42793180,1.73433699,2.13056230,0.13889914,1.81579070,0.53471007,0.14928753
-4.64332166,5.35951130,0.02139292,0.43400371,1.74613645,2.12902745,0.14189207,1.85063274,0.54574900,0.15224964
