energy_ev,total_up,Bi_p_up,Bi_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.02751376,2.87988141,0.38071001,0.00786802,1.28932823,1.68208681,0.02157649,1.75787046
-5.02151076,2.76728909,0.36984153,0.00755033,1.23687227,1.61247884,0.02021078,1.68999126
-5.01550775,2.64778476,0.35764447,0.00721763,1.18302496,1.53889018,0.01882871,1.61798928
-5.00950475,2.52295839,0.34427926,0.00687350,1.12834890,1.46236354,0.01745095,1.54279334
-5.00350175,2.39444420,0.32992822,0.00652163,1.07340953,1.38395777,0.01609688,1.46535230
-4.99749875,2.26389260,0.31479204,0.00616569,1.01877169,1.30472868,0.01478419,1.38661963
-4.99149575,2.13294275,0.29908575,0.00580937,0.96499605,1.22571084,0.01352861,1.30753847
-4.98549275,2.00319594,0.28303435,0.00545627,0.91263483,1.14790055,0.01234370,1.22902722
-4.97948974,1.87619014,0.26686807,0.00510984,0.86222678,1.07224018,0.01124073,1.15196577
-4.97348674,1.75337599,0.25081754,0.00477337,0.81429107,0.99960405,0.01022861,1.07718248
-4.96748374,1.63609444,0.23510884,0.00444992,0.76932018,0.93078583,0.00931393,1.00544197
-4.96148074,1.52555636,0.21995877,0.00414222,0.72777177,0.86648782,0.00850105,0.93743390
-4.95547774,1.42282443,0.20557028,0.00385270,0.69005988,0.80731176,0.00779219,0.87376292
-4.94947474,1.32879757,0.19212822,0.00358339,0.65654554,0.75375168,0.00718761,0.81493999
-4.94347174,1.24419827,0.17979562,0.00333592,0.62752743,0.70618847,0.00668582,0.76137524
-4.93746873,1.16956303,0.16871040,0.00311145,0.60323290,0.66488643,0.00628374,0.71337275
-4.93146573,1.10523639,0.15898277,0.00291071,0.58380988,0.62999188,0.00597695,0.67112733
-4.92546273,1.05136851,0.15069321,0.00273396,0.56932020,0.60153374,0.00575988,0.63472363
-4.91945973,1.00791684,0.14389116,0.00258098,0.55973484,0.57942624,0.00562609,0.60413759
-4.91345673,0.97465164,0.13859439,0.00245115,0.55493136,0.56347376,0.00556843,0.57924051
-4.90745373,0.95116577,0.13478909,0.00234344,0.55469401,0.55337778,0.00557928,0.55980559
-4.90145073,0.93688824,0.13243069,0.00225644,0.55871672,0.54874592,0.00565077,0.54551697
-4.89544772,0.93110176,0.13144524,0.00218848,0.56660889,0.54910292,0.00577497,0.53598099
-4.88944472,0.93296353,0.13173161,0.00213760,0.57790421,0.55390346,0.00594409,0.53073955
-4.88344172,0.94152915,0.13316412,0.00210169,0.59207205,0.56254651,0.00615063,0.52928500
-4.87743872,0.95577874,0.13559585,0.00207856,0.60853132,0.57439095,0.00638761,0.53107620
-4.87143572,0.97464477,0.13886236,0.00206594,0.62666624,0.58877203,0.00664863,0.53555526
-4.86543272,0.99704058,0.14278585,0.00206165,0.64584340,0.60501825,0.00692808,0.54216412
-4.85942971,1.02188876,0.14717961,0.00206359,0.66542965,0.62246808,0.00722114,0.55036069
-4.85342671,1.04814841,0.15185269,0.00206984,0.68480987,0.64048607,0.00752392,0.55963355
-4.84742371,1.07484029,0.15661461,0.00207867,0.70340416,0.65847773,0.00783343,0.56951498
-4.84142071,1.10106898,0.16128005,0.00208863,0.72068343,0.67590264,0.00814755,0.57959144
-4.83541771,1.12604117,0.16567337,0.00209852,0.73618301,0.69228530,0.00846502,0.58951140
-4.82941471,1.14907958,0.16963276,0.00210744,0.74951350,0.70722336,0.00878527,0.59898993
-4.82341171,1.16963175,0.17301393,0.00211475,0.76036854,0.72039283,0.00910832,0.60781015
-4.81740870,1.18727369,0.17569331,0.00212009,0.76852909,0.73155016,0.00943458,0.61582131
-4.81140570,1.20170827,0.17757044,0.00212332,0.77386413,0.74053112,0.00976466,0.62293392
-4.80540270,1.21275864,0.17856967,0.00212450,0.77632793,0.74724671,0.01009912,0.62911204
-4.79939970,1.22035713,0.17864108,0.00212385,0.77595388,0.75167615,0.01043829,0.63436341
-4.79339670,1.22453041,0.17776045,0.00212165,0.77284553,0.75385771,0.01078200,0.63872792
-4.78739370,1.22538184,0.17592858,0.00211826,0.76716524,0.75387759,0.01112943,0.64226517
-4.78139070,1.22307207,0.17316971,0.00211403,0.75912112,0.75185778,0.01147893,0.64504190
-4.77538769,1.21779903,0.16952937,0.00210923,0.74895307,0.74794341,0.01182790,0.64711999
-4.76938469,1.20977847,0.16507159,0.00210408,0.73691861,0.74229037,0.01217274,0.64854583
-4.76338169,1.19922613,0.15987575,0.00209864,0.72327930,0.73505392,0.01250884,0.64934164
-4.75737869,1.18634262,0.15403316,0.00209285,0.70828847,0.72637879,0.01283067,0.64949926
-4.75137569,1.17130156,0.14764345,0.00208650,0.69218083,0.71639143,0.01313190,0.64897680
-4.74537269,1.15424177,0.14081108,0.00207923,0.67516442,0.70519452,0.01340558,0.64769824
-4.73936968,1.13526356,0.13364199,0.00207055,0.65741526,0.69286420,0.01364439,0.64555609
-4.73336668,1.11442934,0.12624056,0.00205988,0.63907477,0.67944986,0.01384093,0.64241677
-4.72736368,1.09176803,0.11870698,0.00204657,0.62024995,0.66497635,0.01398801,0.63812843
-4.72136068,1.06728294,0.11113506,0.00202993,0.60101609,0.64944837,0.01407898,0.63253063
-4.71535768,1.04096227,0.10361064,0.00200932,0.58142170,0.63285663,0.01410804,0.62546527
-4.70935468,1.01279145,0.09621044,0.00198414,0.56149516,0.61518509,0.01407049,0.61678807
-4.70335168,0.98276624,0.08900147,0.00195391,0.54125247,0.59641889,0.01396303,0.60637990
-4.69734867,0.95090572,0.08204092,0.00191829,0.52070564,0.57655229,0.01378388,0.59415719
-4.69134567,0.91726424,0.07537647,0.00187714,0.49987106,0.55559595,0.01353297,0.58008086
-4.68534267,0.88194138,0.06904693,0.00183050,0.47877723,0.53358330,0.01321197,0.56416326
-4.67933967,0.84508945,0.06308316,0.00177866,0.45747150,0.51057527,0.01282424,0.54647259
-4.67333667,0.80691789,0.05750915,0.00172213,0.43602532,0.48666341,0.01237483,0.52713481
-4.66733367,0.76769448,0.05234329,0.00166162,0.41453776,0.46197094,0.01187025,0.50633265
-4.66133067,0.72774311,0.04759953,0.00159808,0.39313712,0.43665198,0.01131828,0.48430208
-4.65532766,0.68743848,0.04328862,0.00153261,0.37198066,0.41088883,0.01072774,0.46132623
-4.64932466,0.64719792,0.03941921,0.00146648,0.35125242,0.38488767,0.01010820,0.43772729
-4.64332166,0.60747087,0.03599884,0.00140106,0.33115943,0.35887296,0.00946963,0.41385663
-4.63731866,0.56872660,0.03303469,0.00133778,0.31192644,0.33308073,0.00882216,0.39008378
-4.63131566,0.53144076,0.03053427,0.00127810,0.29378954,0.30775153,0.00817571,0.36678467
-4.62531266,0.49608151,0.02850578,0.00122343,0.27698900,0.28312297,0.00753976,0.34432982
-4.61930965,0.46309569,0.02695835,0.00117512,0.26176168,0.25942268,0.00692307,0.32307274
-4.61330665,0.43289583,0.02590203,0.00113438,0.24833330,0.23686171,0.00633352,0.30333914
-4.60730365,0.40584819,0.02534761,0.00110226,0.23691097,0.21562882,0.00577786,0.28541735
-4.60130065,0.38226257,0.02530621,0.00107960,0.22767612,0.19588578,0.00526167,0.26955013
-4.59529765,0.36238380,0.02578876,0.00106701,0.22077824,0.17776388,0.00478928,0.25592813
-4.58929465,0.34638543,0.02680526,0.00106485,0.21632939,0.16136169,0.00436371,0.24468525
-4.58329165,0.33436554,0.02836392,0.00107320,0.21439985,0.14674397,0.00398671,0.23589579
-4.57728864,0.32634467,0.03047019,0.00109185,0.21501485,0.13394184,0.00365884,0.22957362
-4.57128564,0.32226594,0.03312573,0.00112033,0.21815254,0.12295391,0.00337951,0.22567303
-4.56528264,0.32199723,0.03632728,0.00115788,0.22374310,0.11374839,0.00314716,0.22409152
-4.55927964,0.32533518,0.04006558,0.00120350,0.23166926,0.10626589,0.00295934,0.22467408
-4.55327664,0.33201106,0.04432432,0.00125597,0.24176794,0.10042279,0.00281288,0.22721901
-4.54727364,0.34169817,0.04907915,0.00131387,0.25383318,0.09611510,0.00270407,0.23148503
-4.54127064,0.35402071,0.05429692,0.00137564,0.26762021,0.09322247,0.00262878,0.23719945
-4.53526763,0.36856389,0.05993507,0.00143960,0.28285077,0.09161248,0.00258267,0.24406724
-4.52926463,0.38488504,0.06594133,0.00150406,0.29921928,0.09114482,0.00256130,0.25178071
-4.52326163,0.40252561,0.07225375,0.00156730,0.31640015,0.09167548,0.00256032,0.26002964
-4.51725863,0.42102370,0.07880105,0.00162770,0.33405578,0.09306084,0.00257558,0.26851138
-4.51125563,0.43992689,0.08550341,0.00168374,0.35184522,0.09516151,0.00260328,0.27694094
-4.50525263,0.45880512,0.09227371,0.00173410,0.36943329,0.09784593,0.00264005,0.28506051
-4.49924962,0.47726321,0.09901906,0.00177767,0.38649979,0.10099373,0.00268311,0.29264826
-4.49324662,0.49495267,0.10564287,0.00181364,0.40274875,0.10449869,0.00273026,0.29952609
-4.48724362,0.51158244,0.11204708,0.00184150,0.41791717,0.10827136,0.00278003,0.30556602
-4.48124062,0.52692816,0.11813481,0.00186108,0.43178311,0.11224119,0.00283164,0.31069504
-4.47523762,0.54083961,0.12381303,0.00187255,0.44417273,0.11635817,0.00288506,0.31489809
-4.46923462,0.55324582,0.12899543,0.00187646,0.45496593,0.12059389,0.00294101,0.31821916
-4.46323162,0.56415772,0.13360508,0.00187370,0.46410045,0.12494189,0.00300087,0.32076013
-4.45722861,0.57366792,0.13757700,0.00186545,0.47157394,0.12941733,0.00306670,0.32267761
-4.45122561,0.58194751,0.14086035,0.00185321,0.47744399,0.13405586,0.00314110,0.32417758
-4.44522261,0.58923974,0.14342024,0.00183870,0.48182596,0.13891169,0.00322711,0.32550789
-4.43921961,0.59585065,0.14523890,0.00182379,0.48488850,0.14405480,0.00332811,0.32694908
-4.43321661,0.60213687,0.14631632,0.00181050,0.48684683,0.14956729,0.00344766,0.32880337
-4.42721361,0.60849072,0.14667020,0.00180084,0.48795403,0.15553908,0.00358932,0.33138250
-4.42121061,0.61532322,0.14633514,0.00179680,0.48849049,0.16206286,0.00375649,0.33499457
-4.41520760,0.62304544,0.14536128,0.00180024,0.48875183,0.16922851,0.00395225,0.33993046
-4.40920460,0.63204894,0.14381223,0.00181282,0.48903592,0.17711727,0.00417913,0.34645020
-4.40320160,0.64268602,0.14176254,0.00183592,0.48962935,0.18579573,0.00443897,0.35477001
-4.39719860,0.65525065,0.13929478,0.00187060,0.49079392,0.19531000,0.00473276,0.36505022
-4.39119560,0.66996091,0.13649628,0.00191753,0.49275389,0.20568032,0.00506047,0.37738497
-4.38519260,0.68694385,0.13345594,0.00197695,0.49568440,0.21689639,0.00542100,0.39179379
-4.37918959,0.70622351,0.13026099,0.00204867,0.49970184,0.22891371,0.00581202,0.40821585
-4.37318659,0.72771291,0.12699406,0.00213202,0.50485647,0.24165118,0.00623001,0.42650693
-4.36718359,0.75121048,0.12373066,0.00222592,0.51112785,0.25499020,0.00667022,0.44643958
-4.36118059,0.77640145,0.12053714,0.00232884,0.51842342,0.26877541,0.00712676,0.46770651
-4.35517759,0.80286423,0.11746938,0.00243893,0.52658022,0.28281718,0.00759269,0.48992723
-4.34917459,0.83008194,0.11457210,0.00255400,0.53536997,0.29689580,0.00806018,0.51265790
-4.34317159,0.85745860,0.11187893,0.00267164,0.54450727,0.31076746,0.00852071,0.53540391
-4.33716858,0.88433957,0.10941315,0.00278931,0.55366057,0.32417152,0.00896530,0.55763507
-4.33116558,0.91003537,0.10718915,0.00290444,0.56246555,0.33683921,0.00938479,0.57880257
-4.32516258,0.93384796,0.10521437,0.00301451,0.57054028,0.34850304,0.00977014,0.59835725
-4.31915958,0.95509839,0.10349168,0.00311718,0.57750148,0.35890679,0.01011270,0.61576839
-4.31315658,0.97315438,0.10202197,0.00321036,0.58298107,0.36781545,0.01040452,0.63054224
-4.30715358,0.98745680,0.10080694,0.00329233,0.58664236,0.37502479,0.01063865,0.64223941
