energy_ev,total_up,Bi_p_up,Bi_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,1.50492454,0.12368333,0.00241085,0.94952276,0.88725204,0.00751244,0.96129457
-5.99399700,1.52028291,0.12987285,0.00256236,0.98894500,0.88453907,0.00688927,0.96370511
-5.98799400,1.53904152,0.13712038,0.00272490,1.03207154,0.88161172,0.00630566,0.96729769
-5.98199100,1.56041327,0.14528022,0.00289555,1.07811710,0.87822935,0.00576584,0.97169290
-5.97598799,1.58365571,0.15419720,0.00307120,1.12625419,0.87420599,0.00527336,0.97655800
-5.96998499,1.60808771,0.16370933,0.00324870,1.17562851,0.86941689,0.00483109,0.98161594
-5.96398199,1.63310552,0.17365096,0.00342487,1.22537700,0.86380356,0.00444124,0.98665350
-5.95797899,1.65819813,0.18385632,0.00359662,1.27464808,0.85737725,0.00410541,0.99152791
-5.95197599,1.68296120,0.19416341,0.00376096,1.32262357,0.85022059,0.00382461,0.99617199
-5.94597299,1.70710899,0.20441811,0.00391516,1.36854121,0.84248733,0.00359941,1.00059744
-5.93996998,1.73048364,0.21447828,0.00405677,1.41171699,0.83440011,0.00342995,1.00489594
-5.93396698,1.75306091,0.22421767,0.00418368,1.45156596,0.82624601,0.00331610,1.00923777
-5.92796398,1.77495176,0.23352945,0.00429424,1.48762054,0.81837005,0.00325749,1.01386775
-5.92196098,1.79639907,0.24232914,0.00438723,1.51954503,0.81116644,0.00325362,1.01909830
-5.91595798,1.81776902,0.25055665,0.00446196,1.54714546,0.80506777,0.00330387,1.02529955
-5.90995498,1.83953689,0.25817745,0.00451823,1.57037400,0.80053230,0.00340759,1.03288649
-5.90395198,1.86226733,0.26518256,0.00455632,1.58932723,0.79802957,0.00356405,1.04230349
-5.89794897,1.88658947,0.27158745,0.00457701,1.60423839,0.79802473,0.00377251,1.05400644
-5.89194597,1.91316748,0.27742980,0.00458148,1.61546353,0.80096200,0.00403212,1.06844311
-5.88594297,1.94266771,0.28276618,0.00457130,1.62346215,0.80724774,0.00434196,1.08603240
-5.87993997,1.97572362,0.28766781,0.00454829,1.62877338,0.81723392,0.00470093,1.10714332
-5.87393697,2.01290012,0.29221565,0.00451450,1.63198856,0.83120234,0.00510778,1.13207450
-5.86793397,2.05465890,0.29649502,0.00447207,1.63372197,0.84935049,0.00556101,1.16103537
-5.86193097,2.10132669,0.30058999,0.00442314,1.63458098,0.87177960,0.00605887,1.19412977
-5.85592796,2.15306791,0.30457798,0.00436979,1.63513732,0.89848544,0.00659934,1.23134304
-5.84992496,2.20986351,0.30852470,0.00431394,1.63590105,0.92935236,0.00718017,1.27253327
-5.84392196,2.27149699,0.31247982,0.00425726,1.63729847,0.96415105,0.00779884,1.31742727
-5.83791896,2.33754886,0.31647353,0.00420116,1.63965511,1.00254008,0.00845269,1.36562182
-5.83191596,2.40739974,0.32051423,0.00414672,1.64318464,1.04407143,0.00913894,1.41659008
-5.82591296,2.48024232,0.32458737,0.00409468,1.64798403,1.08819989,0.00985476,1.46969321
-5.81990995,2.55510176,0.32865555,0.00404544,1.65403504,1.13429586,0.01059740,1.52419678
-5.81390695,2.63086348,0.33265987,0.00399910,1.66121152,1.18166141,0.01136425,1.57929110
-5.80790395,2.70630725,0.33652233,0.00395548,1.66929203,1.22954868,0.01215290,1.63411495
-5.80190095,2.78014577,0.34014923,0.00391413,1.67797653,1.27718009,0.01296121,1.68778122
-5.79589795,2.85106600,0.34343529,0.00387449,1.68690601,1.32376952,0.01378732,1.73940371
-5.78989495,2.91777121,0.34626830,0.00383582,1.69568373,1.36854356,0.01462962,1.78812356
-5.78389195,2.97902172,0.34853399,0.00379739,1.70389662,1.41076201,0.01548671,1.83313430
-5.77788894,3.03367260,0.35012096,0.00375845,1.71113563,1.44973690,0.01635728,1.87370431
-5.77188594,3.08070650,0.35092526,0.00371830,1.71701380,1.48484916,0.01723995,1.90919588
-5.76588294,3.11926051,0.35085463,0.00367639,1.72118123,1.51556256,0.01813307,1.93908010
-5.75987994,3.14864589,0.34983202,0.00363226,1.72333624,1.54143431,0.01903454,1.96294693
-5.75387694,3.16836032,0.34779833,0.00358565,1.72323253,1.56212216,0.01994154,1.98051060
-5.74787394,3.17809255,0.34471439,0.00353642,1.72068217,1.57738785,0.02085032,1.99160998
-5.74187094,3.17771968,0.34056195,0.00348462,1.71555488,1.58709704,0.02175597,1.99620453
-5.73586793,3.16729788,0.33534391,0.00343041,1.70777401,1.59121595,0.02265230,1.99436623
-5.72986493,3.14704758,0.32908369,0.00337406,1.69730999,1.58980509,0.02353165,1.98626820
-5.72386193,3.11733424,0.32182387,0.00331594,1.68417211,1.58301057,0.02438494,1.97217086
-5.71785893,3.07864614,0.31362435,0.00325641,1.66839954,1.57105359,0.02520166,1.95240659
-5.71185593,3.03157065,0.30455996,0.00319588,1.65005241,1.55421874,0.02597002,1.92736366
-5.70585293,2.97677017,0.29471781,0.00313471,1.62920374,1.53284169,0.02667724,1.89747054
-5.69984992,2.91495926,0.28419450,0.00307318,1.60593300,1.50729695,0.02730982,1.86318112
-5.69384692,2.84688370,0.27309332,0.00301151,1.58032156,1.47798614,0.02785396,1.82496171
-5.68784392,2.77330258,0.26152149,0.00294982,1.55245045,1.44532737,0.02829607,1.78328017
-5.68184092,2.69497372,0.24958772,0.00288813,1.52240051,1.40974599,0.02862327,1.73859761
-5.67583792,2.61264302,0.23739992,0.00282636,1.49025463,1.37166699,0.02882387,1.69136265
-5.66983492,2.52703741,0.22506332,0.00276434,1.45610192,1.33150926,0.02888797,1.64200843
-5.66383192,2.43886155,0.21267898,0.00270187,1.42004340,1.28968161,0.02880787,1.59095188
-5.65782891,2.34879750,0.20034265,0.00263867,1.38219841,1.24658060,0.02857851,1.53859527
-5.65182591,2.25750713,0.18814396,0.00257449,1.34271148,1.20258986,0.02819778,1.48532927
-5.64582291,2.16563627,0.17616600,0.00250911,1.30175874,1.15808072,0.02766673,1.43153723
-5.63981991,2.07382002,0.16448525,0.00244233,1.25955344,1.11341374,0.02698963,1.37760003
-5.63381691,1.98268833,0.15317165,0.00237410,1.21635008,1.06894088,0.02617397,1.32390087
-5.62781391,1.89287116,0.14228897,0.00230444,1.17244651,1.02500776,0.02523028,1.27082961
-5.62181091,1.80500243,0.13189533,0.00223352,1.12818395,0.98195567,0.02417182,1.21878592
-5.61580790,1.71972226,0.12204376,0.00216169,1.08394454,0.94012297,0.02301422,1.16818101
-5.60980490,1.63767685,0.11278284,0.00208942,1.04014637,0.89984554,0.02177503,1.11943741
-5.60380190,1.55951593,0.10415735,0.00201738,0.99723613,0.86145598,0.02047314,1.07298666
-5.59779890,1.48588726,0.09620886,0.00194635,0.95567954,0.82528140,0.01912828,1.02926477
-5.59179590,1.41742847,0.08897620,0.00187729,0.91594976,0.79163969,0.01776043,0.98870537
-5.58579290,1.35475627,0.08249588,0.00181124,0.87851431,0.76083435,0.01638925,0.95173086
-5.57978989,1.29845324,0.07680229,0.00174933,0.84382097,0.73314787,0.01503365,0.91874157
-5.57378689,1.24905291,0.07192778,0.00169276,0.81228310,0.70883408,0.01371129,0.89010363
-5.56778389,1.20702354,0.06790260,0.00164272,0.78426508,0.68810964,0.01243822,0.86613581
-5.56178089,1.17275136,0.06475455,0.00160037,0.76006850,0.67114520,0.01122862,0.84709600
-5.55577789,1.14652420,0.06250857,0.00156682,0.73991961,0.65805667,0.01009459,0.83316813
-5.54977489,1.12851608,0.06118614,0.00154304,0.72395885,0.64889711,0.00904604,0.82444999
-5.54377189,1.11877400,0.06080443,0.00152988,0.71223271,0.64364985,0.00809066,0.82094293
-5.53776888,1.11720738,0.06137555,0.00152798,0.70468872,0.64222329,0.00723396,0.82254393
-5.53176588,1.12358118,0.06290548,0.00153778,0.70117370,0.64444794,0.00647938,0.82904078
-5.52576288,1.13751319,0.06539320,0.00155946,0.70143576,0.65007593,0.00582840,0.84011076
-5.51975988,1.15847605,0.06882968,0.00159296,0.70512989,0.65878341,0.00528078,0.85532333
-5.51375688,1.18580426,0.07319707,0.00163795,0.71182745,0.67017595,0.00483468,0.87414693
-5.50775388,1.21870621,0.07846797,0.00169383,0.72102903,0.68379682,0.00448692,0.89595987
-5.50175088,1.25628115,0.08460497,0.00175976,0.73218052,0.69913813,0.00423319,0.92006525
-5.49574787,1.29754069,0.09156043,0.00183465,0.74469178,0.71565434,0.00406817,0.94570929
-5.48974487,1.34143416,0.09927656,0.00191723,0.75795722,0.73277781,0.00398581,0.97210272
-5.48374187,1.38687696,0.10768596,0.00200603,0.77137750,0.74993573,0.00397938,0.99844420
-5.47773887,1.43278103,0.11671241,0.00209948,0.78438150,0.76656768,0.00404172,1.02394506
-5.47173587,1.47808610,0.12627212,0.00219595,0.79644754,0.78214326,0.00416530,1.04785423
-5.46573287,1.52179060,0.13627534,0.00229377,0.80712296,0.79617875,0.00434233,1.06948239
-5.45972986,1.56298093,0.14662825,0.00239133,0.81604116,0.80825238,0.00456492,1.08822419
-5.45372686,1.60085785,0.15723508,0.00248711,0.82293527,0.81801727,0.00482512,1.10357762
-5.44772386,1.63475889,0.16800042,0.00257975,0.82764779,0.82521160,0.00511506,1.11515969
-5.44172086,1.66417572,0.17883154,0.00266806,0.83013566,0.82966554,0.00542703,1.12271762
-5.43571786,1.68876583,0.18964058,0.00275111,0.83047052,0.83130463,0.00575358,1.12613509
-5.42971486,1.70835784,0.20034658,0.00282822,0.82883404,0.83014959,0.00608761,1.12543319
-5.42371186,1.72295031,0.21087712,0.00289900,0.82550843,0.82631233,0.00642253,1.12076621
-5.41770885,1.73270399,0.22116952,0.00296334,0.82086268,0.81998884,0.00675228,1.11241220
-5.41170585,1.73792790,0.23117150,0.00302140,0.81533479,0.81144877,0.00707152,1.10075895
-5.40570285,1.73905982,0.24084117,0.00307359,0.80941121,0.80102273,0.00737562,1.08628597
-5.39969985,1.73664205,0.25014650,0.00312054,0.80360400,0.78908753,0.00766083,1.06954331
-5.39369685,1.73129361,0.25906408,0.00316306,0.79842698,0.77605022,0.00792428,1.05112808
-5.38769385,1.72368005,0.26757740,0.00320207,0.79437197,0.76233164,0.00816402,1.03165997
-5.38169085,1.71448234,0.27567468,0.00323855,0.79188609,0.74835013,0.00837901,1.01175660
-5.37568784,1.70436629,0.28334646,0.00327350,0.79135129,0.73450623,0.00856914,0.99201000
-5.36968484,1.69395389,0.29058302,0.00330787,0.79306705,0.72116887,0.00873510,0.97296508
-5.36368184,1.68379803,0.29737201,0.00334249,0.79723709,0.70866377,0.00887838,0.95510120
-5.35767884,1.67436169,0.30369630,0.00337806,0.80396066,0.69726436,0.00900107,0.93881742
-5.35167584,1.66600278,0.30953239,0.00341510,0.81322902,0.68718578,0.00910582,0.92442219
-5.34567284,1.65896525,0.31484945,0.00345397,0.82492706,0.67858188,0.00919563,0.91212775
-5.33966983,1.65337696,0.31960924,0.00349479,0.83884022,0.67154566,0.00927375,0.90204946
-5.33366683,1.64925454,0.32376684,0.00353756,0.85466635,0.66611269,0.00934351,0.89421002
-5.32766383,1.64651474,0.32727232,0.00358211,0.87203186,0.66226763,0.00940824,0.88854819
-5.32166083,1.64499201,0.33007328,0.00362815,0.89051155,0.65995333,0.00947112,0.88493166
-5.31565783,1.64446108,0.33211810,0.00367539,0.90965106,0.65908207,0.00953514,0.88317322
-5.30965483,1.64466363,0.33335979,0.00372350,0.92899091,0.65954845,0.00960305,0.88304951
-5.30365183,1.64533731,0.33376013,0.00377229,0.94809082,0.66124314,0.00967736,0.88432128
-5.29764882,1.64624580,0.33329398,0.00382165,0.96655330,0.66406695,0.00976037,0.88675415
-5.29164582,1.64720794,0.33195327,0.00387170,0.98404504,0.66794442,0.00985425,0.89013890
-5.28564282,1.64812444,0.32975060,0.00392282,1.00031515,0.67283613,0.00996115,0.89430995
-5.27963982,1.64900049,0.32672202,0.00397563,1.01520929,0.67874914,0.01008328,0.89916146
-5.27363682,1.64996290,0.32292892,0.00403108,1.02867877,0.68574500,0.01022304,0.90465976
-5.26763382,1.65127049,0.31845865,0.00409041,1.04078420,0.69394461,0.01038320,0.91085176
-5.26163082,1.65331713,0.31342398,0.00415509,1.05169344,0.70352971,0.01056690,0.91786864
-5.25562781,1.65662678,0.30796126,0.00422688,1.06167376,0.71474077,0.01077784,0.92592455
-5.24962481,1.66184063,0.30222732,0.00430764,1.07107865,0.72787108,0.01102023,0.93531041
-5.24362181,1.66969664,0.29639529,0.00439935,1.08032991,0.74325726,0.01129879,0.94638284
-5.23761881,1.68100225,0.29064944,0.00450399,1.08989572,0.76126641,0.01161872,0.95954878
-5.23161581,1.69660149,0.28517942,0.00462341,1.10026593,0.78228037,0.01198548,0.97524637
-5.22561281,1.71733777,0.28017401,0.00475925,1.11192573,0.80667769,0.01240466,0.99392304
-5.21960980,1.74401420,0.27581479,0.00491287,1.12532900,0.83481401,0.01288168,1.01601163
-5.21360680,1.77735304,0.27227004,0.00508518,1.14087267,0.86700165,0.01342148,1.04190576
-5.20760380,1.81795637,0.26968901,0.00527666,1.15887341,0.90348942,0.01402818,1.07193554
-5.20160080,1.86626951,0.26819699,0.00548719,1.17954777,0.94444335,0.01470472,1.10634476
-5.19559780,1.92254925,0.26789119,0.00571608,1.20299678,0.98992939,0.01545246,1.14527061
-5.18959480,1.98683796,0.26883775,0.00596204,1.22919570,1.03989886,0.01627087,1.18872687
-5.18359180,2.05894518,0.27106977,0.00622314,1.25798946,1.09417729,0.01715718,1.23659155
-5.17758879,2.13843720,0.27458654,0.00649688,1.28909391,1.15245744,0.01810619,1.28859929
-5.17158579,2.22463541,0.27935382,0.00678024,1.32210281,1.21429668,0.01911007,1.34433926
-5.16558279,2.31662344,0.28530512,0.00706970,1.35650012,1.27911926,0.02015834,1.40325849
-5.15957979,2.41326274,0.29234385,0.00736141,1.39167688,1.34622326,0.02123790,1.46467060
-5.15357679,2.51321626,0.30034619,0.00765119,1.42695190,1.41479233,0.02233323,1.52776968
-5.14757379,2.61497897,0.30916446,0.00793475,1.46159514,1.48391171,0.02342666,1.59164872
-5.14157079,2.71691433,0.31863099,0.00820771,1.49485257,1.55258811,0.02449883,1.65532185
-5.13556778,2.81729519,0.32856205,0.00846575,1.52597148,1.61977275,0.02552915,1.71774959
-5.12956478,2.91434753,0.33876201,0.00870473,1.55422493,1.68438682,0.02649643,1.77786597
-5.12356178,3.00629559,0.34902742,0.00892076,1.57893436,1.74534836,0.02737953,1.83460664
-5.11755878,3.09140681,0.35915100,0.00911030,1.59948939,1.80159974,0.02815803,1.88693682
-5.11155578,3.16803499,0.36892545,0.00927023,1.61536425,1.85213479,0.02881293,1.93387806
-5.10555278,3.23466035,0.37814714,0.00939792,1.62613009,1.89602456,0.02932728,1.97453293
-5.09954977,3.28992548,0.38661955,0.00949123,1.63146322,1.93244092,0.02968681,2.00810690
-5.09354677,3.33266600,0.39415652,0.00954858,1.63114909,1.96067733,0.02988043,2.03392664
-5.08754377,3.36193542,0.40058534,0.00956893,1.62508229,1.98016607,0.02990059,2.05145449
-5.08154077,3.37702374,0.40574967,0.00955177,1.61326302,1.99049147,0.02974357,2.06029863
-5.07553777,3.37746959,0.40951223,0.00949715,1.59579063,1.99139892,0.02940965,2.06021907
-5.06953477,3.36306593,0.41175731,0.00940562,1.57285483,1.98279953,0.02890300,2.05112954
-5.06353177,3.33385973,0.41239309,0.00927818,1.54472543,1.96477040,0.02823162,2.03309542
-5.05752876,3.29014586,0.41135366,0.00911631,1.51174124,1.93755079,0.02740700,2.00632825
-5.05152576,3.23245596,0.40860066,0.00892188,1.47429886,1.90153443,0.02644376,1.97117725
-5.04552276,3.16154280,0.40412462,0.00869713,1.43284195,1.85725845,0.02535913,1.92811827
-5.03951976,3.07836093,0.39794576,0.00844462,1.38785137,1.80538948,0.02417239,1.87774088
-5.03351676,2.98404428,0.39011427,0.00816722,1.33983657,1.74670729,0.02290431,1.82073399
