energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.57978989,3.12934829,-3.27182253,0.75447550,-0.73110546,2.16646303,-2.32282868,0.20858265,-0.18888318,0.31583891,-0.28978549,0.00143069,-0.00189739,0.17167953,-0.15199795,0.35149087,-0.36428969,0.00000000,-0.00000000
-5.57378689,3.11768680,-3.23750189,0.75485293,-0.72683593,2.14931404,-2.30900300,0.20954133,-0.18167795,0.32014322,-0.28250829,0.00133333,-0.00175910,0.17618993,-0.14666349,0.34981658,-0.35862118,0.00000000,-0.00000000
-5.56778389,3.10621683,-3.19663404,0.75445163,-0.72070235,2.13226395,-2.28992507,0.21081663,-0.17481442,0.32445029,-0.27487229,0.00124895,-0.00162736,0.18089170,-0.14155133,0.34791799,-0.35200572,0.00000000,-0.00000000
-5.56178089,3.09611386,-3.15107298,0.75346569,-0.71309831,2.11652299,-2.26683418,0.21239308,-0.16841133,0.32867311,-0.26708927,0.00117799,-0.00150307,0.18569313,-0.13677653,0.34587967,-0.34465936,0.00000000,-0.00000000
-5.55577789,3.08850136,-3.10290210,0.75207582,-0.70447548,2.10327348,-2.24113958,0.21425172,-0.16259428,0.33271533,-0.25938595,0.00112092,-0.00138712,0.19049645,-0.13246025,0.34378144,-0.33682706,0.00000000,-0.00000000
-5.54977489,3.08440684,-3.05436042,0.75044309,-0.69532842,2.09362482,-2.21436728,0.21637091,-0.15749290,0.33647354,-0.25199698,0.00107824,-0.00128040,0.19520008,-0.12872623,0.34169669,-0.32877536,0.00000000,-0.00000000
-5.54377189,3.08472138,-3.00776068,0.74870394,-0.68617702,2.08857016,-2.18810085,0.21872729,-0.15323757,0.33984023,-0.24515749,0.00105053,-0.00118383,0.19970117,-0.12569692,0.33969134,-0.32078407,0.00000000,-0.00000000
-5.53776888,3.09016426,-2.96540245,0.74696654,-0.67754725,2.08894665,-2.16391846,0.22129704,-0.14995590,0.34270722,-0.23909541,0.00103846,-0.00109826,0.20389841,-0.12348941,0.33782341,-0.31313733,0.00000000,-0.00000000
-5.53176588,3.10125407,-2.92948365,0.74530874,-0.66995106,2.09540071,-2.14332888,0.22405722,-0.14776890,0.34496948,-0.23402377,0.00104282,-0.00102455,0.20769490,-0.12221134,0.33614317,-0.30611425,0.00000000,-0.00000000
-5.52576288,3.11828753,-2.90201408,0.74377739,-0.66386617,2.10835998,-2.12770921,0.22698717,-0.14678716,0.34652908,-0.23013327,0.00106457,-0.00096351,0.21100106,-0.12195681,0.33469385,-0.29997976,0.00000000,-0.00000000
-5.51975988,3.14132685,-2.88473460,0.74238922,-0.65971680,2.12801318,-2.11824680,0.23006994,-0.14710698,0.34729915,-0.22758537,0.00110483,-0.00091593,0.21373740,-0.12280250,0.33351266,-0.29497568,0.00000000,-0.00000000
-5.51375688,3.17019602,-2.87904531,0.74113287,-0.65785603,2.15429880,-2.11588826,0.23329356,-0.14880675,0.34720769,-0.22650610,0.00116494,-0.00088257,0.21583700,-0.12480404,0.33263230,-0.29131266,0.00000000,-0.00000000
-5.50775388,3.20448642,-2.88594584,0.73997217,-0.65855071,2.18690314,-2.12129752,0.23665213,-0.15194362,0.34620084,-0.22698088,0.00124647,-0.00086422,0.21724761,-0.12799287,0.33208247,-0.28916322,0.00000000,-0.00000000
-5.50175088,3.24357128,-2.90599045,0.73885023,-0.66196951,2.22526815,-2.13482500,0.24014661,-0.15655062,0.34424569,-0.22905055,0.00135121,-0.00086164,0.21793337,-0.13237363,0.33189150,-0.28865605,0.00000000,-0.00000000
-5.49574787,3.28662871,-2.93925976,0.73769424,-0.66817485,2.26860863,-2.15648933,0.24378527,-0.16263442,0.34133236,-0.23270870,0.00148121,-0.00087566,0.21787581,-0.13792228,0.33208785,-0.28987206,0.00000000,-0.00000000
-5.48974487,3.33267208,-2.98535076,0.73642065,-0.67711893,2.31593840,-2.18597227,0.24758371,-0.17017379,0.33747524,-0.23790057,0.00163877,-0.00090716,0.21707448,-0.14458492,0.33270138,-0.29284209,0.00000000,-0.00000000
-5.48374187,3.38058685,-3.04338536,0.73494056,-0.68864414,2.36610429,-2.22262742,0.25156446,-0.17911881,0.33271342,-0.24452355,0.00182639,-0.00095714,0.21554681,-0.15227765,0.33376421,-0.29754654,0.00000000,-0.00000000
-5.47773887,3.42917219,-3.11203753,0.73316500,-0.70248795,2.41782688,-2.26550205,0.25575609,-0.18939098,0.32711021,-0.25242933,0.00204680,-0.00102671,0.21332752,-0.16088732,0.33531121,-0.30391685,0.00000000,-0.00000000
-5.47173587,3.47718575,-3.18957788,0.73100995,-0.71829196,2.46974594,-2.31337151,0.26019199,-0.20088430,0.32075192,-0.26142764,0.00230285,-0.00111716,0.21046743,-0.17027323,0.33737994,-0.31183881,0.00000000,-0.00000000
-5.46573287,3.52338979,-3.27393407,0.72840085,-0.73561485,2.52046916,-2.36478438,0.26490865,-0.21346712,0.31374576,-0.27129163,0.00259751,-0.00123001,0.20703182,-0.18027000,0.34001006,-0.32115749,0.00000000,-0.00000000
-5.45972986,3.56659661,-3.36276447,0.72527648,-0.75394864,2.56862169,-2.41811670,0.26994374,-0.22698498,0.30621720,-0.28176455,0.00293374,-0.00136699,0.20309848,-0.19069125,0.34324221,-0.33168370,0.00000000,-0.00000000
-5.45372686,3.60571159,-3.45354223,0.72159207,-0.77273759,2.61289472,-2.47163288,0.27533385,-0.24126419,0.29830673,-0.29256776,0.00331445,-0.00153009,0.19875539,-0.20133433,0.34711637,-0.34320149,0.00000000,-0.00000000
-5.44772386,3.63977173,-3.54364622,0.71732149,-0.79139893,2.65209082,-2.52355062,0.28111221,-0.25611612,0.29016628,-0.30340961,0.00374236,-0.00172159,0.19409830,-0.21198570,0.35166979,-0.35547657,0.00000000,-0.00000000
-5.44172086,3.66797832,-3.63045507,0.71245856,-0.80934446,2.68516420,-2.57210714,0.28730626,-0.27134200,0.28195527,-0.31399493,0.00421989,-0.00194406,0.18922819,-0.22242697,0.35693449,-0.36826519,0.00000000,-0.00000000
-5.43571786,3.68972205,-3.71144054,0.70701733,-0.82600223,2.71125417,-2.61562400,0.29393544,-0.28673810,0.27383673,-0.32403484,0.00474908,-0.00220033,0.18424873,-0.23244137,0.36293462,-0.38132300,0.00000000,-0.00000000
-5.42971486,3.70459981,-3.78425625,0.70103145,-0.84083723,2.72971042,-2.65256763,0.30100899,-0.30210110,0.26597321,-0.33325647,0.00533138,-0.00249348,0.17926392,-0.24182034,0.36968359,-0.39441368,0.00000000,-0.00000000
-5.42371186,3.71242215,-3.84681826,0.69455259,-0.85337039,2.74010921,-2.68160334,0.30852423,-0.31723343,0.25852297,-0.34141210,0.00596763,-0.00282677,0.17437572,-0.25037003,0.37718124,-0.40731679,0.00000000,-0.00000000
-5.41770885,3.71321157,-3.89737418,0.68764814,-0.86319490,2.74225981,-2.70164051,0.31646510,-0.33194830,0.25163628,-0.34828752,0.00665786,-0.00320362,0.16968203,-0.25791743,0.38541119,-0.41983464,0.00000000,-0.00000000
-5.41170585,3.70719148,-3.93455814,0.68039805,-0.86998938,2.73620131,-2.71186732,0.32480120,-0.34607430,0.24545206,-0.35370909,0.00740120,-0.00362747,0.16527484,-0.26431594,0.39433853,-0.43179773,0.00000000,-0.00000000
-5.40570285,3.69476677,-3.95742962,0.67289133,-0.87352733,2.72219003,-2.71177382,0.33348732,-0.35945944,0.24009484,-0.35754940,0.00819584,-0.00410168,0.16123859,-0.26944998,0.40390792,-0.44306875,0.00000000,-0.00000000
-5.39969985,3.67649695,-3.96549474,0.66522195,-0.87368252,2.70067853,-2.70116260,0.34246358,-0.37197422,0.23567214,-0.35973100,0.00903889,-0.00462941,0.15764886,-0.27323857,0.41404239,-0.45354475,0.00000000,-0.00000000
-5.39369685,3.65306339,-3.95870964,0.65748477,-0.87043025,2.67228745,-2.68014711,0.35165609,-0.38351394,0.23227222,-0.36022841,0.00992637,-0.00521343,0.15457125,-0.27563769,0.42464274,-0.46315769,0.00000000,-0.00000000
-5.38769385,3.62523219,-3.93746611,0.64977135,-0.86384455,2.63777169,-2.64913794,0.36097817,-0.39399991,0.22996236,-0.35906803,0.01085320,-0.00585600,0.15206053,-0.27664127,0.43558793,-0.47187318,0.00000000,-0.00000000
-5.38169085,3.59381491,-3.90256077,0.64216602,-0.85409151,2.59798270,-2.60881809,0.37033215,-0.40337967,0.22878754,-0.35632610,0.01181319,-0.00655864,0.15016003,-0.27628074,0.44673619,-0.47968768,0.00000000,-0.00000000
-5.37568784,3.55962876,-3.85514947,0.63474236,-0.84141934,2.55382894,-2.56010869,0.37961149,-0.41162617,0.22876964,-0.35212486,0.01279910,-0.00732197,0.14890117,-0.27462330,0.45792713,-0.48662429,0.00000000,-0.00000000
-5.36968484,3.52345846,-3.79668945,0.62756024,-0.82614545,2.50623626,-2.50412686,0.38870349,-0.41873613,0.22990707,-0.34662707,0.01380271,-0.00814555,0.14830330,-0.27176884,0.46898467,-0.49272747,0.00000000,-0.00000000
-5.36368184,3.48602141,-3.72887215,0.62066352,-0.80864161,2.45611006,-2.44213794,0.39749205,-0.42472743,0.23217490,-0.34002909,0.01481493,-0.00902766,0.14837359,-0.26784570,0.47972086,-0.49805699,0.00000000,-0.00000000
-5.35767884,3.44793771,-3.65354996,0.61407860,-0.78931761,2.40430104,-2.37550420,0.40586076,-0.42963602,0.23552545,-0.33255296,0.01582591,-0.00996521,0.14910714,-0.26300559,0.48994026,-0.50268141,0.00000000,-0.00000000
-5.35167584,3.40970636,-3.57266024,0.60781378,-0.76860444,2.35157563,-2.30563233,0.41369590,-0.43351227,0.23988931,-0.32443782,0.01682522,-0.01095360,0.15048730,-0.25741772,0.49944498,-0.50667163,0.00000000,-0.00000000
-5.34567284,3.37168836,-3.48815008,0.60185942,-0.74693762,2.29859247,-2.23392205,0.42088941,-0.43641714,0.24517681,-0.31593099,0.01780201,-0.01198664,0.15248602,-0.25126256,0.50804002,-0.51009474,0.00000000,-0.00000000
