energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.77097927,-1.48575777,0.56390174,-0.35144577,1.23820899,-1.10579692,0.13969693,-0.09099052,0.15154050,-0.08832865,0.00118345,-0.00160411,0.07035996,-0.06888398,0.16799714,-0.11321858,0.00000000,-0.00000000
-5.99399700,1.80949211,-1.48172983,0.56303474,-0.35640965,1.26202654,-1.09883464,0.14592182,-0.09360551,0.15784663,-0.08994368,0.00124877,-0.00155556,0.07363186,-0.06841285,0.17232772,-0.11448346,0.00000000,-0.00000000
-5.98799400,1.85495066,-1.48348669,0.56157509,-0.36311021,1.29053690,-1.09511034,0.15288509,-0.09693605,0.16491791,-0.09236167,0.00133104,-0.00152139,0.07768249,-0.06827210,0.17712984,-0.11681450,0.00000000,-0.00000000
-5.98199100,1.90760657,-1.49162148,0.55969587,-0.37158149,1.32388179,-1.09505877,0.16060049,-0.10101459,0.17278753,-0.09561384,0.00143038,-0.00150315,0.08253611,-0.06852148,0.18242363,-0.12022159,0.00000000,-0.00000000
-5.97598799,1.96754696,-1.50666659,0.55757363,-0.38181325,1.36208184,-1.09908539,0.16906791,-0.10586799,0.18147698,-0.09972440,0.00154665,-0.00150210,0.08820351,-0.06922083,0.18822267,-0.12470043,0.00000000,-0.00000000
-5.96998499,2.03467442,-1.52906792,0.55537883,-0.39374755,1.40502553,-1.10754818,0.17827127,-0.11151512,0.19099285,-0.10470873,0.00167947,-0.00151927,0.09468094,-0.07042789,0.19453068,-0.13023109,0.00000000,-0.00000000
-5.96398199,2.10869268,-1.55916209,0.55326646,-0.40727712,1.45246214,-1.12074103,0.18817698,-0.11796486,0.20132394,-0.11057187,0.00182816,-0.00155538,0.10194928,-0.07219626,0.20133853,-0.13677714,0.00000000,-0.00000000
-5.95797899,2.18909837,-1.59715708,0.55136739,-0.42224582,1.50399938,-1.13887911,0.19873280,-0.12521446,0.21243886,-0.11730725,0.00199177,-0.00161086,0.10997362,-0.07457357,0.20862165,-0.14428511,0.00000000,-0.00000000
-5.95197599,2.27517970,-1.64311693,0.54978088,-0.43845102,1.55910554,-1.16208656,0.20986741,-0.13324832,0.22428418,-0.12489578,0.00216905,-0.00168583,0.11870321,-0.07759984,0.21633800,-0.15268463,0.00000000,-0.00000000
-5.94597299,2.36602223,-1.69695053,0.54856870,-0.45564785,1.61711643,-1.19038670,0.22149059,-0.14203727,0.23678341,-0.13330534,0.00235849,-0.00178013,0.12807172,-0.08130606,0.22442684,-0.16188900,0.00000000,-0.00000000
-5.93996998,2.46052198,-1.75840494,0.54775116,-0.47355511,1.67724695,-1.22369505,0.23349417,-0.15153834,0.24983677,-0.14249048,0.00255831,-0.00189328,0.13799805,-0.08571314,0.23280838,-0.17179626,0.00000000,-0.00000000
-5.93396698,2.55740563,-1.82706303,0.54730525,-0.49186265,1.73860711,-1.26181514,0.24575366,-0.16169504,0.26332196,-0.15239258,0.00276651,-0.00202452,0.14838736,-0.09083102,0.24138434,-0.18229067,0.00000000,-0.00000000
-5.92796398,2.65525776,-1.90234571,0.54716517,-0.51023980,1.80022214,-1.30443739,0.25813063,-0.17243800,0.27709587,-0.16294026,0.00298092,-0.00217283,0.15913263,-0.09665812,0.25003948,-0.19324461,0.00000000,-0.00000000
-5.92196098,2.75255414,-1.98351832,0.54722501,-0.52834462,1.86105624,-1.35114099,0.27047575,-0.18368617,0.29099722,-0.17405006,0.00319927,-0.00233694,0.17011652,-0.10318102,0.25864413,-0.20452073,0.00000000,-0.00000000
-5.91595798,2.84770051,-2.06970121,0.54734372,-0.54583341,1.92003930,-1.40139875,0.28263238,-0.19534827,0.30485019,-0.18562741,0.00341919,-0.00251533,0.18121355,-0.11037441,0.26705758,-0.21597449,0.00000000,-0.00000000
-5.90995498,2.93907547,-2.15988420,0.54735197,-0.56237037,1.97609583,-1.45458505,0.29444066,-0.20732456,0.31846874,-0.19756780,0.00363833,-0.00270630,0.19229264,-0.11820124,0.27513225,-0.22745669,0.00000000,-0.00000000
-5.90395198,3.02507622,-2.25294453,0.54706061,-0.57763682,2.02817528,-1.50998653,0.30574182,-0.21950886,0.33166166,-0.20975821,0.00385442,-0.00290797,0.20321985,-0.12661311,0.28271844,-0.23881633,0.00000000,-0.00000000
-5.89794897,3.10416553,-2.34766798,0.54627027,-0.59133976,2.07528262,-1.56681555,0.31638277,-0.23179070,0.34423804,-0.22207861,0.00406532,-0.00311835,0.21386127,-0.13555077,0.28966948,-0.24990342,0.00000000,-0.00000000
-5.89194597,3.17491831,-2.44277270,0.54478177,-0.60321953,2.11650826,-1.62422602,0.32622050,-0.24405748,0.35601293,-0.23440376,0.00426910,-0.00333532,0.22408599,-0.14494487,0.29584708,-0.26057179,0.00000000,-0.00000000
-5.88594297,3.23606580,-2.53693525,0.54240658,-0.61305626,2.15105621,-1.68133135,0.33512637,-0.25619673,0.36681310,-0.24660502,0.00446406,-0.00355671,0.23376911,-0.15471680,0.30112654,-0.27068192,0.00000000,-0.00000000
-5.87993997,3.28653601,-2.62881825,0.53897698,-0.62067504,2.17826928,-1.73722415,0.34298992,-0.26809823,0.37648246,-0.25855238,0.00464880,-0.00378033,0.24279460,-0.16477971,0.30540169,-0.28010366,0.00000000,-0.00000000
-5.87393697,3.32548835,-2.71709910,0.53435542,-0.62594970,2.19765057,-1.79099703,0.34972206,-0.27965601,0.38488700,-0.27011653,0.00482226,-0.00400398,0.25105794,-0.17503964,0.30858921,-0.28871873,0.00000000,-0.00000000
-5.86793397,3.35234133,-2.80049905,0.52844255,-0.62880506,2.20888017,-1.84176421,0.35525766,-0.29077018,0.39191904,-0.28117111,0.00498368,-0.00422551,0.25846853,-0.18539678,0.31063228,-0.29642314,0.00000000,-0.00000000
-5.86193097,3.36679204,-2.87781200,0.52118360,-0.62921786,2.21182651,-1.88868317,0.35955713,-0.30134853,0.39750057,-0.29159491,0.00513265,-0.00444285,0.26495160,-0.19574688,0.31150316,-0.30312932,0.00000000,-0.00000000
-5.85592796,3.36882652,-2.94793227,0.51257286,-0.62721632,2.20655182,-1.93097585,0.36260715,-0.31130796,0.40158547,-0.30127422,0.00526904,-0.00465402,0.27044973,-0.20598278,0.31120482,-0.30876796,0.00000000,-0.00000000
-5.84992496,3.35872074,-3.00988078,0.50265602,-0.62287840,2.19331157,-1.96794873,0.36442048,-0.32057552,0.40416066,-0.31010516,0.00539301,-0.00485717,0.27492378,-0.21599605,0.30977136,-0.31328960,0.00000000,-0.00000000
-5.84392196,3.33703199,-3.06282886,0.49153043,-0.61632900,2.17254772,-1.99901128,0.36503472,-0.32908933,0.40524597,-0.31799596,0.00550494,-0.00505058,0.27835334,-0.22567880,0.30726733,-0.31666583,0.00000000,-0.00000000
-5.83791896,3.30458132,-3.10611910,0.47934317,-0.60773623,2.14487629,-2.02369218,0.36451028,-0.33679910,0.40489288,-0.32486920,0.00560534,-0.00523269,0.28073645,-0.23492552,0.30378588,-0.31889007,0.00000000,-0.00000000
-5.83191596,3.26242761,-3.13928280,0.46628727,-0.59730682,2.11106970,-2.04165289,0.36292749,-0.34366652,0.40318208,-0.33066387,0.00569484,-0.00540209,0.28208887,-0.24363506,0.29944598,-0.31997803,0.00000000,-0.00000000
-5.82591296,3.21183460,-3.16205341,0.45259613,-0.58528097,2.07203457,-2.05269811,0.36038315,-0.34966526,0.40022015,-0.33533727,0.00577409,-0.00555757,0.28244281,-0.25171266,0.29438864,-0.31996760,0.00000000,-0.00000000
-5.81990995,3.15423237,-3.17437561,0.43853659,-0.57192673,2.02878612,-2.05678289,0.35698654,-0.35478087,0.39613534,-0.33886661,0.00584369,-0.00569807,0.28184510,-0.25907197,0.28877259,-0.31891842,0.00000000,-0.00000000
-5.81390695,3.09117479,-3.17640978,0.42440096,-0.55753407,1.98241995,-2.05401623,0.35285523,-0.35901034,0.39107278,-0.34125024,0.00590414,-0.00582271,0.28035514,-0.26563699,0.28276930,-0.31691085,0.00000000,-0.00000000
-5.80790395,3.02429486,-3.16853173,0.41049834,-0.54240882,1.93408261,-2.04466090,0.34811073,-0.36236160,0.38518940,-0.34250851,0.00595582,-0.00593077,0.27804241,-0.27134396,0.27655783,-0.31404456,0.00000000,-0.00000000
-5.80190095,2.95525969,-3.15132745,0.39714566,-0.52686660,1.88494179,-2.02912972,0.34287443,-0.36485268,0.37864863,-0.34268408,0.00599889,-0.00602170,0.27498399,-0.27614304,0.27031962,-0.31043667,0.00000000,-0.00000000
-5.79589795,2.88572674,-3.12558312,0.38465877,-0.51122688,1.83615744,-2.00797823,0.33726370,-0.36651082,0.37161530,-0.34184169,0.00603332,-0.00609512,0.27126194,-0.27999968,0.26423330,-0.30621945,0.00000000,-0.00000000
-5.78989495,2.81730285,-3.09227041,0.37334390,-0.49580726,1.78885447,-1.98189397,0.33138858,-0.36737146,0.36425080,-0.34006732,0.00605888,-0.00615079,0.26696083,-0.28289571,0.25846998,-0.30153766,0.00000000,-0.00000000
-5.78389195,2.75150734,-3.05252728,0.36348970,-0.48091806,1.74409801,-1.95168266,0.32534908,-0.36747702,0.35670891,-0.33746672,0.00607513,-0.00618865,0.26216548,-0.28483000,0.25318889,-0.29654558,0.00000000,-0.00000000
-5.77788894,2.68973995,-3.00763470,0.35536016,-0.46685734,1.70287156,-1.91825150,0.31923314,-0.36687567,0.34913210,-0.33416331,0.00608147,-0.00620876,0.25695891,-0.28581864,0.24853367,-0.29140382,0.00000000,-0.00000000
-5.77188594,2.63325433,-2.95898969,0.34918845,-0.45390642,1.66605859,-1.88259005,0.31311539,-0.36562003,0.34164881,-0.33029539,0.00607717,-0.00621134,0.25142077,-0.28589461,0.24462929,-0.28627589,0.00000000,-0.00000000
-5.76588294,2.58313731,-2.90807500,0.34517177,-0.44232579,1.63442750,-1.84574891,0.30705665,-0.36376581,0.33437139,-0.32601282,0.00606140,-0.00619675,0.24562606,-0.28510686,0.24157970,-0.28132476,0.00000000,-0.00000000
-5.75987994,2.54029372,-2.85642619,0.34346731,-0.43235168,1.60862010,-1.80881672,0.30110409,-0.36137044,0.32739496,-0.32147318,0.00603335,-0.00616549,0.23964435,-0.28351895,0.23946615,-0.27670928,0.00000000,-0.00000000
-5.75387694,2.50543665,-2.80559658,0.34418921,-0.42419303,1.58914319,-1.77289581,0.29529208,-0.35849181,0.32079705,-0.31683743,0.00599220,-0.00611820,0.23353935,-0.28120706,0.23834620,-0.27258078,0.00000000,-0.00000000
-5.74787394,2.47908246,-2.75712076,0.34740653,-0.41802899,1.57636320,-1.73907697,0.28964346,-0.35518693,0.31463786,-0.31226537,0.00593725,-0.00605562,0.22736892,-0.27825757,0.23825335,-0.26907967,0.00000000,-0.00000000
-5.74187094,2.46154997,-2.71247734,0.35314210,-0.41400688,1.57050323,-1.70841370,0.28417131,-0.35151074,0.30896121,-0.30791089,0.00586795,-0.00597863,0.22118531,-0.27476425,0.23919725,-0.26633232,0.00000000,-0.00000000
-5.73586793,2.45296318,-2.67305179,0.36137234,-0.41224044,1.57164247,-1.68189654,0.27888077,-0.34751509,0.30379591,-0.30391713,0.00578393,-0.00588820,0.21503571,-0.27082517,0.24116437,-0.26444808,0.00000000,-0.00000000
-5.72986493,2.45325686,-2.64010008,0.37202778,-0.41280849,1.57971739,-1.66042778,0.27377117,-0.34324767,0.29915749,-0.30041197,0.00568504,-0.00578537,0.20896297,-0.26653943,0.24411911,-0.26351671,0.00000000,-0.00000000
-5.72386193,2.46218450,-2.61471407,0.38499442,-0.41575373,1.59452475,-1.64479725,0.26883791,-0.33875128,0.29505011,-0.29750370,0.00557141,-0.00567126,0.20300639,-0.26200381,0.24800526,-0.26360599,0.00000000,-0.00000000
-5.71785893,2.47932829,-2.59778947,0.40011586,-0.42108183,1.61572608,-1.63565959,0.26407432,-0.33406312,0.29146863,-0.29527727,0.00544341,-0.00554704,0.19720255,-0.25730961,0.25274782,-0.26475981,0.00000000,-0.00000000
-5.71185593,2.50411086,-2.58999744,0.41719610,-0.42876056,1.64285389,-1.63351377,0.25947326,-0.32921434,0.28840055,-0.29379116,0.00530167,-0.00541389,0.19158608,-0.25253966,0.25825499,-0.26699663,0.00000000,-0.00000000
-5.70585293,2.53580889,-2.59176057,0.43600317,-0.43871915,1.67531951,-1.63868533,0.25502837,-0.32422968,0.28582803,-0.29307508,0.00514707,-0.00527297,0.18619037,-0.24776575,0.26442048,-0.27030837,0.00000000,-0.00000000
-5.69984992,2.57356850,-2.60323445,0.45627353,-0.45084786,1.71242292,-1.65131216,0.25073510,-0.31912739,0.28372962,-0.29312856,0.00498071,-0.00512544,0.18104808,-0.24304656,0.27112604,-0.27465978,0.00000000,-0.00000000
-5.69384692,2.61642279,-2.62429556,0.47771717,-0.46499771,1.75336480,-1.67133437,0.24659131,-0.31391928,0.28208190,-0.29392056,0.00480389,-0.00497239,0.17619156,-0.23842613,0.27824414,-0.27998838,0.00000000,-0.00000000
-5.68784392,2.66331172,-2.65453628,0.50002351,-0.48098077,1.79726100,-1.69848893,0.24259765,-0.30861094,0.28086090,-0.29539007,0.00461806,-0.00481484,0.17165307,-0.23393308,0.28564084,-0.28620493,0.00000000,-0.00000000
-5.68184092,2.71310449,-2.69326801,0.52286801,-0.49857081,1.84315969,-1.73230982,0.23875768,-0.30320222,0.28004331,-0.29744791,0.00442477,-0.00465373,0.16746480,-0.22958044,0.29317891,-0.29319448,0.00000000,-0.00000000
-5.67583792,2.76462451,-2.73953260,0.54591932,-0.51750490,1.89006137,-1.77213394,0.23507777,-0.29768780,0.27960746,-0.29997936,0.00422567,-0.00448991,0.16365878,-0.22536624,0.30072092,-0.30081819,0.00000000,-0.00000000
-5.66983492,2.81667687,-2.79212267,0.56884694,-0.53748576,1.93694145,-1.81711337,0.23156683,-0.29205804,0.27953412,-0.30284797,0.00402241,-0.00432410,0.16026661,-0.22127477,0.30813252,-0.30891573,0.00000000,-0.00000000
-5.66383192,2.86807805,-2.84961077,0.59132912,-0.55818535,1.98277548,-1.86623408,0.22823602,-0.28629992,0.27980703,-0.30590006,0.00381667,-0.00415693,0.15731905,-0.21727843,0.31528564,-0.31730842,0.00000000,-0.00000000
-5.65782891,2.91768717,-2.91038721,0.61306079,-0.57924970,2.02656626,-1.91834101,0.22509833,-0.28039824,0.28041327,-0.30897002,0.00361009,-0.00398895,0.15484546,-0.21334016,0.32206164,-0.32580309,0.00000000,-0.00000000
-5.65182591,2.96443810,-2.97270577,0.63376126,-0.60030519,2.06737241,-1.97216931,0.22216819,-0.27433688,0.28134328,-0.31188617,0.00340422,-0.00382059,0.15287319,-0.20941624,0.32835419,-0.33419662,0.00000000,-0.00000000
-5.64582291,3.00737131,-3.03473661,0.65318131,-0.62096618,2.10433733,-2.02638100,0.21946108,-0.26810032,0.28259072,-0.31447691,0.00320057,-0.00365223,0.15142680,-0.20545949,0.33407195,-0.34228111,0.00000000,-0.00000000
-5.63981991,3.04566430,-3.09462464,0.67110955,-0.64084415,2.13671767,-2.07960638,0.21699307,-0.26167515,0.28415196,-0.31657707,0.00300053,-0.00348420,0.15052720,-0.20142250,0.33914073,-0.34984951,0.00000000,-0.00000000
-5.63381691,3.07865913,-3.15055196,0.68737747,-0.65955795,2.16390996,-2.13048867,0.21478049,-0.25505178,0.28602529,-0.31803416,0.00280540,-0.00331679,0.15019076,-0.19726102,0.34350518,-0.35670171,0.00000000,-0.00000000
-5.62781391,3.10588591,-3.20080213,0.70186326,-0.67674516,2.18547434,-2.17773077,0.21283946,-0.24822612,0.28820988,-0.31871431,0.00261634,-0.00315029,0.15042829,-0.19293712,0.34712984,-0.36265084,0.00000000,-0.00000000
-5.62181091,3.12708078,-3.24382403,0.71449390,-0.69207397,2.20115403,-2.22014217,0.21118547,-0.24120128,0.29070439,-0.31850768,0.00243444,-0.00298499,0.15124401,-0.18842222,0.34999955,-0.36752960,0.00000000,-0.00000000
-5.61580790,3.14219734,-3.27829273,0.72524562,-0.70525523,2.21088955,-2.25668426,0.20983291,-0.23398918,0.29350537,-0.31733323,0.00226065,-0.00282123,0.15263454,-0.18369968,0.35211915,-0.37119630,0.00000000,-0.00000000
-5.60980490,3.15141055,-3.30316498,0.73414245,-0.71605418,2.21482653,-2.28651213,0.20879456,-0.22661202,0.29660551,-0.31514252,0.00209585,-0.00265940,0.15458791,-0.17876694,0.35351242,-0.37354058,0.00000000,-0.00000000
-5.60380190,3.15511269,-3.31772661,0.74125320,-0.72430118,2.21331662,-2.30901088,0.20808104,-0.21910362,0.29999176,-0.31192252,0.00194079,-0.00249994,0.15708266,-0.17363715,0.35422047,-0.37448830,0.00000000,-0.00000000
-5.59779890,3.15390095,-3.32162971,0.74668666,-0.72990085,2.20691071,-2.32382456,0.20770028,-0.21151031,0.30364351,-0.30769724,0.00179617,-0.00234337,0.16008708,-0.16834016,0.35429944,-0.37400560,0.00000000,-0.00000000
-5.59179590,3.14855707,-3.31491732,0.75058552,-0.73283915,2.19634471,-2.33087622,0.20765697,-0.20389164,0.30753089,-0.30252816,0.00166260,-0.00219030,0.16355876,-0.16292287,0.35381788,-0.37210167,0.00000000,-0.00000000
-5.58579290,3.14001935,-3.29803421,0.75311912,-0.73318778,2.18251765,-2.33037778,0.20795211,-0.19632057,0.31161340,-0.29651338,0.00154060,-0.00204139,0.16744431,-0.15744898,0.35285367,-0.36883027,0.00000000,-0.00000000
