energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.83791896,2.17636762,0.00160612,0.30887052,1.07607872,0.89541001,0.58643389,0.00000000,0.89726628,0.06347838
-5.83191596,2.05909251,0.00142765,0.30285092,1.02228029,0.83814508,0.55334376,0.00000000,0.85780932,0.05933936
-5.82591296,1.94254493,0.00126181,0.29648866,0.96688310,0.78265311,0.52003856,0.00000000,0.81675387,0.05520511
-5.81990995,1.82767567,0.00110897,0.28981546,0.91049829,0.72934523,0.48681321,0.00000000,0.77451671,0.05110996
-5.81390695,1.71533506,0.00096928,0.28285513,0.85372444,0.67855430,0.45394769,0.00000000,0.73152167,0.04708674
-5.80790395,1.60626558,0.00084264,0.27562427,0.79713447,0.63053670,0.42170215,0.00000000,0.68818876,0.04316618
-5.80190095,1.50109896,0.00072880,0.26813363,0.74126424,0.58547687,0.39031294,0.00000000,0.64492418,0.03937635
-5.79589795,1.40035770,0.00062731,0.26038972,0.68660322,0.54349426,0.35998961,0.00000000,0.60211161,0.03574226
-5.78989495,1.30446015,0.00053762,0.25239695,0.63358731,0.50465190,0.33091293,0.00000000,0.56010492,0.03228549
-5.78389195,1.21372878,0.00045907,0.24415983,0.58259409,0.46896613,0.30323393,0.00000000,0.51922272,0.02902397
-5.77788894,1.12840065,0.00039095,0.23568522,0.53394027,0.43641679,0.27707383,0.00000000,0.47974460,0.02597188
-5.77188594,1.04863948,0.00033249,0.22698453,0.48788133,0.40695734,0.25252503,0.00000000,0.44190916,0.02313963
-5.76588294,0.97454832,0.00028292,0.21807558,0.44461307,0.38052426,0.22965261,0.00000000,0.40591379,0.02053400
-5.75987994,0.90618210,0.00024148,0.20898405,0.40427479,0.35704551,0.20849675,0.00000000,0.37191594,0.01815829
-5.75387694,0.84355949,0.00020744,0.19974448,0.36695374,0.33644742,0.18907535,0.00000000,0.34003557,0.01601267
-5.74787394,0.78667331,0.00018010,0.19040067,0.33269054,0.31866002,0.17138725,0.00000000,0.31035882,0.01409446
-5.74187094,0.73549926,0.00015883,0.18100544,0.30148513,0.30362065,0.15541536,0.00000000,0.28294220,0.01239861
-5.73586793,0.69000262,0.00014306,0.17161986,0.27330298,0.29127577,0.14113009,0.00000000,0.25781742,0.01091809
-5.72986493,0.65014289,0.00013226,0.16231182,0.24808119,0.28158124,0.12849248,0.00000000,0.23499628,0.00964432
-5.72386193,0.61587650,0.00012599,0.15315428,0.22573444,0.27450121,0.11745731,0.00000000,0.21447563,0.00856769
-5.71785893,0.58715777,0.00012389,0.14422302,0.20616029,0.27000593,0.10797592,0.00000000,0.19624210,0.00767793
-5.71185593,0.56393856,0.00012563,0.13559429,0.18924410,0.26806895,0.09999874,0.00000000,0.18027642,0.00696453
-5.70585293,0.54616708,0.00013098,0.12734227,0.17486320,0.26866389,0.09347751,0.00000000,0.16655732,0.00641714
-5.69984992,0.53378623,0.00013977,0.11953674,0.16289050,0.27176145,0.08836724,0.00000000,0.15506493,0.00602589
-5.69384692,0.52673216,0.00015186,0.11224078,0.15319749,0.27732684,0.08462786,0.00000000,0.14578357,0.00578163
-5.68784392,0.52493338,0.00016720,0.10550897,0.14565679,0.28531805,0.08222550,0.00000000,0.13870394,0.00567622
-5.68184092,0.52831072,0.00018578,0.09938587,0.14014418,0.29568515,0.08113364,0.00000000,0.13382478,0.00570267
-5.67583792,0.53677863,0.00020765,0.09390509,0.13654035,0.30837098,0.08133392,0.00000000,0.13115385,0.00585528
-5.66983492,0.55024766,0.00023289,0.08908877,0.13473237,0.32331300,0.08281665,0.00000000,0.13070831,0.00612970
-5.66383192,0.56862828,0.00026165,0.08494767,0.13461490,0.34044666,0.08558112,0.00000000,0.13251451,0.00652296
-5.65782891,0.59183565,0.00029408,0.08148167,0.13609119,0.35970976,0.08963557,0.00000000,0.13660702,0.00703339
-5.65182591,0.61979524,0.00033040,0.07868069,0.13907394,0.38104785,0.09499676,0.00000000,0.14302701,0.00766056
-5.64582291,0.65244858,0.00037083,0.07652597,0.14348587,0.40442026,0.10168925,0.00000000,0.15181988,0.00840514
-5.63981991,0.68975882,0.00041561,0.07499151,0.14926002,0.42980625,0.10974413,0.00000000,0.16303212,0.00926862
-5.63381691,0.73171534,0.00046499,0.07404575,0.15633976,0.45721107,0.11919739,0.00000000,0.17670744,0.01025311
-5.62781391,0.77833696,0.00051921,0.07365309,0.16467831,0.48667118,0.13008764,0.00000000,0.19288216,0.01136099
-5.62181091,0.82967309,0.00057846,0.07377546,0.17423790,0.51825846,0.14245350,0.00000000,0.21157992,0.01259457
-5.61580790,0.88580255,0.00064293,0.07437361,0.18498838,0.55208277,0.15633038,0.00000000,0.23280596,0.01395566
-5.60980490,0.94682958,0.00071272,0.07540823,0.19690530,0.58829257,0.17174694,0.00000000,0.25654093,0.01544514
-5.60380190,1.01287698,0.00078787,0.07684070,0.20996755,0.62707340,0.18872119,0.00000000,0.28273474,0.01706254
-5.59779890,1.08407653,0.00086831,0.07863359,0.22415448,0.66864393,0.20725645,0.00000000,0.31130044,0.01880557
-5.59179590,1.16055676,0.00095387,0.08075077,0.23944275,0.71324961,0.22733737,0.00000000,0.34210872,0.02066976
-5.58579290,1.24242860,0.00104426,0.08315732,0.25580288,0.76115396,0.24892604,0.00000000,0.37498317,0.02264799
-5.57978989,1.32976959,0.00113903,0.08581915,0.27319577,0.81262775,0.27195868,0.00000000,0.40969679,0.02473030
-5.57378689,1.42260723,0.00123761,0.08870247,0.29156928,0.86793629,0.29634287,0.00000000,0.44596999,0.02690359
-5.56778389,1.52090238,0.00133927,0.09177319,0.31085514,0.92732538,0.32195573,0.00000000,0.48347047,0.02915157
-5.56178089,1.62453360,0.00144316,0.09499627,0.33096634,0.99100631,0.34864313,0.00000000,0.52181507,0.03145474
-5.55577789,1.73328333,0.00154828,0.09833517,0.35179510,1.05914060,0.37622012,0.00000000,0.56057394,0.03379059
-5.54977489,1.84682651,0.00165354,0.10175143,0.37321174,1.13182505,0.40447270,0.00000000,0.59927677,0.03613386
-5.54377189,1.96472269,0.00175777,0.10520445,0.39506435,1.20907764,0.43316089,0.00000000,0.63742139,0.03845700
-5.53776888,2.08641184,0.00185974,0.10865150,0.41717951,1.29082510,0.46202315,0.00000000,0.67448417,0.04073072
-5.53176588,2.21121445,0.00195824,0.11204802,0.43936399,1.37689262,0.49078204,0.00000000,0.70993213,0.04292472
-5.52576288,2.33833603,0.00205209,0.11534815,0.46140737,1.46699614,0.51915080,0.00000000,0.74323630,0.04500838
-5.51975988,2.46687603,0.00214021,0.11850554,0.48308563,1.56073790,0.54684086,0.00000000,0.77388578,0.04695169
-5.51375688,2.59584088,0.00222167,0.12147433,0.50416538,1.65760531,0.57356970,0.00000000,0.80140200,0.04872601
-5.50775388,2.72416088,0.00229575,0.12421034,0.52440886,1.75697367,0.59906897,0.00000000,0.82535245,0.05030502
-5.50175088,2.85071036,0.00236201,0.12667229,0.54357919,1.85811252,0.62309236,0.00000000,0.84536348,0.05166541
-5.49574787,2.97433033,0.00242032,0.12882311,0.56144600,1.96019587,0.64542294,0.00000000,0.86113146,0.05278772
-5.48974487,3.09385305,0.00247094,0.13063114,0.57779099,2.06231591,0.66587962,0.00000000,0.87243185,0.05365682
-5.48374187,3.20812745,0.00251459,0.13207125,0.59241336,2.16350001,0.68432245,0.00000000,0.87912578,0.05426247
-5.47773887,3.31604484,0.00255243,0.13312580,0.60513491,2.26273047,0.70065651,0.00000000,0.88116393,0.05459956
-5.47173587,3.41656377,0.00258619,0.13378534,0.61580458,2.35896643,0.71483419,0.00000000,0.87858748,0.05466826
-5.46573287,3.50873343,0.00261814,0.13404907,0.62430247,2.45116731,0.72685585,0.00000000,0.87152613,0.05447397
-5.45972986,3.59171474,0.00265115,0.13392500,0.63054300,2.53831684,0.73676872,0.00000000,0.86019346,0.05402707
-5.45372686,3.66479852,0.00268870,0.13342984,0.63447741,2.61944701,0.74466422,0.00000000,0.84487969,0.05334258
-5.44772386,3.72742012,0.00273488,0.13258862,0.63609529,2.69366083,0.75067374,0.00000000,0.82594235,0.05243962
-5.44172086,3.77917004,0.00279442,0.13143403,0.63542538,2.76015334,0.75496319,0.00000000,0.80379525,0.05134079
-5.43571786,3.81980038,0.00287260,0.13000555,0.63253541,2.81822978,0.75772642,0.00000000,0.77889624,0.05007147
-5.42971486,3.84922677,0.00297528,0.12834841,0.62753123,2.86732042,0.75917798,0.00000000,0.75173432,0.04865901
-5.42371186,3.86752594,0.00310880,0.12651237,0.62055502,2.90699150,0.75954543,0.00000000,0.72281664,0.04713204
-5.41770885,3.87492903,0.00327991,0.12455052,0.61178290,2.93695183,0.75906153,0.00000000,0.69265580,0.04551961
-5.41170585,3.87181104,0.00349567,0.12251795,0.60142172,2.95705507,0.75795673,0.00000000,0.66175792,0.04385054
-5.40570285,3.85867692,0.00376326,0.12047047,0.58970538,2.96729757,0.75645220,0.00000000,0.63061197,0.04215273
-5.39969985,3.83614497,0.00408991,0.11846345,0.57689050,2.96781231,0.75475365,0.00000000,0.59968042,0.04045260
-5.39369685,3.80492824,0.00448261,0.11655066,0.56325170,2.95885924,0.75304629,0.00000000,0.56939163,0.03877458
-5.38769385,3.76581504,0.00494792,0.11478337,0.54907653,2.94081290,0.75149096,0.00000000,0.54013393,0.03714080
-5.38169085,3.71964908,0.00549176,0.11320950,0.53466016,2.91414794,0.75022168,0.00000000,0.51225151,0.03557081
-5.37568784,3.66731051,0.00611907,0.11187301,0.52029990,2.87942357,0.74934462,0.00000000,0.48604202,0.03408145
-5.36968484,3.60969832,0.00683360,0.11081342,0.50628980,2.83726774,0.74893843,0.00000000,0.46175581,0.03268676
-5.36368184,3.54771504,0.00763761,0.11006559,0.49291527,2.78836187,0.74905598,0.00000000,0.43959647,0.03139811
-5.35767884,3.48225404,0.00853155,0.10965952,0.48044801,2.73342687,0.74972717,0.00000000,0.41972278,0.03022428
-5.35167584,3.41418973,0.00951392,0.10962043,0.46914127,2.67321087,0.75096275,0.00000000,0.40225140,0.02917167
-5.34567284,3.34437075,0.01058097,0.10996884,0.45922549,2.60847902,0.75275885,0.00000000,0.38726042,0.02824454
-5.33966983,3.27361583,0.01172660,0.11072080,0.45090458,2.54000545,0.75510179,0.00000000,0.37479327,0.02744531
-5.33366683,3.20271184,0.01294224,0.11188809,0.44435272,2.46856707,0.75797303,0.00000000,0.36486282,0.02677479
-5.32766383,3.13241343,0.01421689,0.11347846,0.43971173,2.39493903,0.76135377,0.00000000,0.35745538,0.02623250
-5.32166083,3.06344326,0.01553715,0.11549580,0.43708916,2.31989111,0.76522889,0.00000000,0.35253448,0.02581693
-5.31565783,2.99649215,0.01688742,0.11794024,0.43655687,2.24418447,0.76959001,0.00000000,0.35004409,0.02552572
-5.30965483,2.93221800,0.01825017,0.12080810,0.43815022,2.16856812,0.77443721,0.00000000,0.34991131,0.02535583
-5.30365183,2.87124278,0.01960631,0.12409179,0.44186771,2.09377427,0.77977950,0.00000000,0.35204830,0.02530369
-5.29764882,2.81414702,0.02093560,0.12777943,0.44767104,2.02051219,0.78563364,0.00000000,0.35635340,0.02536525
-5.29164582,2.76146116,0.02221721,0.13185443,0.45548556,1.94946011,0.79202155,0.00000000,0.36271157,0.02553592
-5.28564282,2.71365400,0.02343027,0.13629493,0.46520091,1.88125505,0.79896617,0.00000000,0.37099404,0.02581056
-5.27963982,2.67111810,0.02455444,0.14107309,0.47667201,1.81648067,0.80648618,0.00000000,0.38105734,0.02618334
-5.27363682,2.63415313,0.02557055,0.14615434,0.48972018,1.75565339,0.81458966,0.00000000,0.39274194,0.02664761
-5.26763382,2.60294766,0.02646115,0.15149673,0.50413463,1.69920770,0.82326726,0.00000000,0.40587048,0.02719570
-5.26163082,2.57756092,0.02721108,0.15705019,0.51967410,1.64748111,0.83248515,0.00000000,0.42024612,0.02781875
-5.25562781,2.55790566,0.02780785,0.16275609,0.53606898,1.60069998,0.84217838,0.00000000,0.43565099,0.02850653
-5.24962481,2.54373375,0.02824209,0.16854698,0.55302384,1.55896723,0.85224509,0.00000000,0.45184514,0.02924732
-5.24362181,2.53462591,0.02850774,0.17434661,0.57022049,1.52225290,0.86254203,0.00000000,0.46856622,0.03002781
-5.23761881,2.52998698,0.02860223,0.18007037,0.58732185,1.49038869,0.87288194,0.00000000,0.48553009,0.03083308
-5.23161581,2.52904778,0.02852643,0.18562608,0.60397640,1.46306711,0.88303299,0.00000000,0.50243266,0.03164667
-5.22561281,2.53087454,0.02828458,0.19091534,0.61982360,1.43984601,0.89272072,0.00000000,0.51895285,0.03245072
-5.21960980,2.53438610,0.02788405,0.19583525,0.63450008,1.42015854,0.90163246,0.00000000,0.53475704,0.03322622
-5.21360680,2.53837888,0.02733497,0.20028058,0.64764661,1.40332868,0.90942433,0.00000000,0.54950475,0.03395336
-5.20760380,2.54155914,0.02664984,0.20414635,0.65891578,1.38859189,0.91573050,0.00000000,0.56285550,0.03461195
-5.20160080,2.54258136,0.02584308,0.20733070,0.66798017,1.37512007,0.92017454,0.00000000,0.57447674,0.03518191
-5.19559780,2.54009141,0.02493046,0.20973794,0.67454071,1.36204998,0.92238236,0.00000000,0.58405249,0.03564385
-5.18959480,2.53277254,0.02392862,0.21128171,0.67833512,1.34851384,0.92199605,0.00000000,0.59129229,0.03597965
-5.18359180,2.51939227,0.02285456,0.21188799,0.67914584,1.33367065,0.91868821,0.00000000,0.59594022,0.03617301
-5.17758879,2.49884786,0.02172515,0.21149798,0.67680725,1.31673685,0.91217576,0.00000000,0.59778339,0.03621010
-5.17158579,2.47020821,0.02055673,0.21007052,0.67121178,1.29701488,0.90223286,0.00000000,0.59665966,0.03607997
-5.16558279,2.43275019,0.01936475,0.20758408,0.66231460,1.27391829,0.88870198,0.00000000,0.59246391,0.03577505
-5.15957979,2.38598743,0.01816347,0.20403811,0.65013649,1.24699218,0.87150273,0.00000000,0.58515283,0.03529147
-5.15357679,2.32969040,0.01696581,0.19945365,0.63476485,1.21592827,0.85063794,0.00000000,0.57474768,0.03462923
-5.14757379,2.26389666,0.01578318,0.19387323,0.61635256,1.18057380,0.82619656,0.00000000,0.56133495,0.03379232
-5.14157079,2.18891095,0.01462543,0.18736001,0.59511484,1.14093408,0.79835342,0.00000000,0.54506487,0.03278859
-5.13556778,2.10529520,0.01350089,0.17999616,0.57132403,1.09716889,0.76736570,0.00000000,0.52614771,0.03162959
-5.12956478,2.01384910,0.01241641,0.17188060,0.54530257,1.04958290,0.73356637,0.00000000,0.50484804,0.03033022
-5.12356178,1.91558241,0.01137746,0.16312612,0.51741451,0.99861103,0.69735497,0.00000000,0.48147732,0.02890825
-5.11755878,1.81168042,0.01038829,0.15385620,0.48805576,0.94479950,0.65918611,0.00000000,0.45638495,0.02738383
-5.11155578,1.70346447,0.00945205,0.14420134,0.45764371,0.88878379,0.61955644,0.00000000,0.42994834,0.02577881
-5.10555278,1.59234947,0.00857099,0.13429548,0.42660640,0.83126459,0.57899054,0.00000000,0.40256240,0.02411616
-5.09954977,1.47980042,0.00774656,0.12427235,0.39537199,0.77298310,0.53802649,0.00000000,0.37462893,0.02241926
-5.09354677,1.36729000,0.00697960,0.11426200,0.36435868,0.71469663,0.49720186,0.00000000,0.34654625,0.02071132
-5.08754377,1.25625884,0.00627044,0.10438775,0.33396565,0.65715579,0.45704044,0.00000000,0.31869972,0.01901474
-5.08154077,1.14808016,0.00561905,0.09476356,0.30456518,0.60108397,0.41804053,0.00000000,0.29145317,0.01735059
-5.07553777,1.04402984,0.00502512,0.08549188,0.27649629,0.54715982,0.38066490,0.00000000,0.26514180,0.01573824
-5.06953477,0.94526270,0.00448813,0.07666219,0.25005997,0.49600328,0.34533284,0.00000000,0.24006655,0.01419495
-5.06353177,0.85279536,0.00400741,0.06835009,0.22551597,0.44816521,0.31241441,0.00000000,0.21649014,0.01273565
-5.05752876,0.76749573,0.00358221,0.06061701,0.20308124,0.40412078,0.28222679,0.00000000,0.19463466,0.01137285
-5.05152576,0.69007870,0.00321169,0.05351045,0.18292977,0.36426629,0.25503273,0.00000000,0.17468080,0.01011656
-5.04552276,0.62110727,0.00289498,0.04706478,0.16519366,0.32891905,0.23104071,0.00000000,0.15676828,0.00897437
-5.03951976,0.56099845,0.00263115,0.04130235,0.14996516,0.29831988,0.21040675,0.00000000,0.14099765,0.00795161
-5.03351676,0.51003263,0.00241922,0.03623501,0.13729951,0.27263756,0.19323723,0.00000000,0.12743285,0.00705147
-5.02751376,0.46836551,0.00225814,0.03186571,0.12721810,0.25197470,0.17959259,0.00000000,0.11610446,0.00627531
-5.02151076,0.43604122,0.00214676,0.02819035,0.11971192,0.23637425,0.16949143,0.00000000,0.10701340,0.00562286
-5.01550775,0.41300595,0.00208385,0.02519944,0.11474490,0.22582627,0.16291465,0.00000000,0.10013466,0.00509256
-5.00950475,0.39912074,0.00206798,0.02287979,0.11225702,0.22027430,0.15980946,0.00000000,0.09542103,0.00468173
-5.00350175,0.39417318,0.00209755,0.02121597,0.11216699,0.21962103,0.16009287,0.00000000,0.09280657,0.00438689
-4.99749875,0.39788704,0.00217071,0.02019148,0.11437455,0.22373296,0.16365469,0.00000000,0.09220961,0.00420393
-4.99149575,0.40992987,0.00228532,0.01978967,0.11876218,0.23244384,0.17035980,0.00000000,0.09353539,0.00412828
-4.98549275,0.42991835,0.00243890,0.01999434,0.12519637,0.24555699,0.18004985,0.00000000,0.09667819,0.00415509
-4.97948974,0.45742141,0.00262861,0.02078988,0.13352849,0.26284641,0.19254429,0.00000000,0.10152288,0.00427923
-4.97348674,0.49196162,0.00285117,0.02216123,0.14359535,0.28405698,0.20764103,0.00000000,0.10794619,0.00449543
-4.96748374,0.53301510,0.00310288,0.02409343,0.15521959,0.30890394,0.22511672,0.00000000,0.11581757,0.00479824
-4.96148074,0.58001054,0.00337957,0.02657086,0.16821010,0.33707194,0.24472702,0.00000000,0.12499983,0.00518200
-4.95547774,0.63232800,0.00367663,0.02957638,0.18236248,0.36821411,0.26620689,0.00000000,0.13534971,0.00564084
-4.94947474,0.68929794,0.00398904,0.03309019,0.19745989,0.40195130,0.28927128,0.00000000,0.14671843,0.00616860
-4.94347174,0.75020128,0.00431139,0.03708864,0.21327416,0.43787207,0.31361624,0.00000000,0.15895241,0.00675876
-4.93746873,0.81427083,0.00463797,0.04154309,0.22956756,0.47553346,0.33892074,0.00000000,0.17189425,0.00740442
-4.93146573,0.88069465,0.00496285,0.04641875,0.24609491,0.51446304,0.36484921,0.00000000,0.18538399,0.00809819
-4.92546273,0.94862166,0.00528002,0.05167375,0.26260645,0.55416226,0.39105494,0.00000000,0.19926076,0.00883228
-4.91945973,1.01716971,0.00558346,0.05725846,0.27885114,0.59411124,0.41718427,0.00000000,0.21336484,0.00959838
-4.91345673,1.08543605,0.00586733,0.06311506,0.29458056,0.63377504,0.44288172,0.00000000,0.22754011,0.01038782
-4.90745373,1.15251031,0.00612612,0.06917753,0.30955314,0.67261139,0.46779561,0.00000000,0.24163686,0.01119157
-4.90145073,1.21748956,0.00635476,0.07537205,0.32353876,0.71007954,0.49158453,0.00000000,0.25551482,0.01200040
-4.89544772,1.27949514,0.00654880,0.08161783,0.33632354,0.74565035,0.51392396,0.00000000,0.26904639,0.01280500
-4.88944472,1.33769076,0.00670453,0.08782839,0.34771460,0.77881690,0.53451322,0.00000000,0.28211994,0.01359619
-4.88344172,1.39130121,0.00681907,0.09391325,0.35754471,0.80910562,0.55308234,0.00000000,0.29464295,0.01436509
-4.87743872,1.43963104,0.00689051,0.09978004,0.36567666,0.83608735,0.56939856,0.00000000,0.30654490,0.01510338
-4.87143572,1.48208241,0.00691791,0.10533686,0.37200712,0.85938792,0.58327234,0.00000000,0.31777971,0.01580351
-4.86543272,1.51817138,0.00690137,0.11049489,0.37646999,0.87869795,0.59456245,0.00000000,0.32832766,0.01645890
-4.85942971,1.54754188,0.00684201,0.11517117,0.37903890,0.89378122,0.60318011,0.00000000,0.33819645,0.01706419
-4.85342671,1.56997675,0.00674191,0.11929127,0.37972892,0.90448151,0.60909180,0.00000000,0.34742150,0.01761539
-4.84742371,1.58540515,0.00660405,0.12279195,0.37859740,0.91072732,0.61232062,0.00000000,0.35606526,0.01811000
-4.84142071,1.59390605,0.00643222,0.12562348,0.37574372,0.91253443,0.61294624,0.00000000,0.36421550,0.01854714
-4.83541771,1.59570734,0.00623086,0.12775164,0.37130806,0.91000605,0.61110313,0.00000000,0.37198257,0.01892755
-4.82941471,1.59118057,0.00600492,0.12915925,0.36546914,0.90333041,0.60697723,0.00000000,0.37949575,0.01925357
-4.82341171,1.58083134,0.00575973,0.12984713,0.35844099,0.89277610,0.60080115,0.00000000,0.38689863,0.01952905
-4.81740870,1.56528564,0.00550077,0.12983445,0.35046868,0.87868497,0.59284796,0.00000000,0.39434381,0.01975922
-4.81140570,1.54527259,0.00523357,0.12915851,0.34182329,0.86146319,0.58342367,0.00000000,0.40198696,0.01995045
-4.80540270,1.52160419,0.00496350,0.12787373,0.33279600,0.84157052,0.57285892,0.00000000,0.40998065,0.02010998
-4.79939970,1.49515280,0.00469566,0.12605024,0.32369162,0.81950841,0.56149986,0.00000000,0.41846798,0.02024571
-4.79339670,1.46682736,0.00443470,0.12377173,0.31482151,0.79580733,0.54969866,0.00000000,0.42757647,0.02036578
-4.78739370,1.43754902,0.00418479,0.12113300,0.30649630,0.77101374,0.53780401,0.00000000,0.43741230,0.02047833
-4.78139070,1.40822723,0.00394948,0.11823705,0.29901828,0.74567731,0.52615189,0.00000000,0.44805535,0.02059110
-4.77538769,1.37973712,0.00373164,0.11519198,0.29267387,0.72033872,0.51505685,0.00000000,0.45955504,0.02071121
-4.76938469,1.35289886,0.00353348,0.11210780,0.28772631,0.69551853,0.50480421,0.00000000,0.47192735,0.02084480
-4.76338169,1.32845969,0.00335649,0.10909320,0.28440864,0.67170729,0.49564333,0.00000000,0.48515298,0.02099688
-4.75737869,1.30707889,0.00320149,0.10625249,0.28291734,0.64935721,0.48778209,0.00000000,0.49917685,0.02117108
-4.75137569,1.28931627,0.00306864,0.10368274,0.28340664,0.62887541,0.48138282,0.00000000,0.51390890,0.02136959
-4.74537269,1.27562386,0.00295754,0.10147131,0.28598376,0.61061883,0.47655965,0.00000000,0.52922605,0.02159308
-4.73936968,1.26634102,0.00286722,0.09969366,0.29070524,0.59489061,0.47337726,0.00000000,0.54497540,0.02184067
-4.73336668,1.26169250,0.00279629,0.09841170,0.29757439,0.58193780,0.47185106,0.00000000,0.56097823,0.02211002
-4.72736368,1.26178919,0.00274297,0.09767250,0.30654009,0.57195019,0.47194865,0.00000000,0.57703491,0.02239746
-4.72136068,1.26663104,0.00270522,0.09750755,0.31749691,0.56505996,0.47359236,0.00000000,0.59293022,0.02269807
-4.71535768,1.27611169,0.00268076,0.09793237,0.33028664,0.56134194,0.47666284,0.00000000,0.60843899,0.02300591
-4.70935468,1.29002433,0.00266721,0.09894662,0.34470120,0.56081412,0.48100337,0.00000000,0.62333180,0.02331422
-4.70335168,1.30806836,0.00266212,0.10053451,0.36048693,0.56343847,0.48642482,0.00000000,0.63738050,0.02361564
-4.69734867,1.32985657,0.00266307,0.10266561,0.37735015,0.56912165,0.49271107,0.00000000,0.65036336,0.02390243
-4.69134567,1.35492259,0.00266772,0.10529587,0.39496384,0.57771588,0.49962464,0.00000000,0.66206979,0.02416667
-4.68534267,1.38272851,0.00267384,0.10836896,0.41297534,0.58901989,0.50691253,0.00000000,0.67230434,0.02440052
-4.67933967,1.41267277,0.00267939,0.11181772,0.43101486,0.60278007,0.51431209,0.00000000,0.68089014,0.02459633
-4.67333667,1.44409843,0.00268254,0.11556583,0.44870452,0.61869219,0.52155680,0.00000000,0.68767162,0.02474692
-4.66733367,1.47630203,0.00268168,0.11952960,0.46566770,0.63640376,0.52838196,0.00000000,0.69251655,0.02484562
-4.66133067,1.50854335,0.00267549,0.12361980,0.48153849,0.65551752,0.53453021,0.00000000,0.69531750,0.02488650
-4.65532766,1.54005625,0.00266289,0.12774366,0.49597091,0.67559613,0.53975677,0.00000000,0.69599281,0.02486438
-4.64932466,1.57006094,0.00264308,0.13180685,0.50864760,0.69616842,0.54383446,0.00000000,0.69448707,0.02477503
-4.64332166,1.59777768,0.00261558,0.13571553,0.51928780,0.71673723,0.54655846,0.00000000,0.69077131,0.02461513
