energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.86793397,3.95525158,0.00463972,0.52085380,1.09939682,0.62082148,1.21785047,1.02513973,0.00911323,1.73883098
-5.86193097,4.02669167,0.00484718,0.52658964,1.13246685,0.63169986,1.23569197,1.03428642,0.00945529,1.78700070
-5.85592796,4.09111416,0.00505950,0.53103870,1.16521475,0.64158468,1.25191632,1.04077043,0.00976622,1.83334161
-5.84992496,4.14826153,0.00527426,0.53419728,1.19749556,0.65047473,1.26637359,1.04467565,0.01004089,1.87754150
-5.84392196,4.19794888,0.00548888,0.53606921,1.22915619,0.65838707,1.27891127,1.04611464,0.01027463,1.91931093
-5.83791896,4.24006815,0.00570074,0.53666516,1.26003683,0.66535827,1.28937660,1.04522515,0.01046340,1.95839062
-5.83191596,4.27459133,0.00590719,0.53600206,1.28997292,0.67144545,1.29761914,1.04216658,0.01060386,1.99455828
-5.82591296,4.30157267,0.00610572,0.53410262,1.31879755,0.67672668,1.30349359,1.03711618,0.01069349,2.02763459
-5.81990995,4.32114962,0.00629401,0.53099512,1.34634430,0.68130091,1.30686285,1.03026545,0.01073063,2.05748809
-5.81390695,4.33354241,0.00647002,0.52671329,1.37245042,0.68528712,1.30760126,1.02181643,0.01071452,2.08403879
-5.80790395,4.33905209,0.00663206,0.52129642,1.39696031,0.68882289,1.30559804,1.01197833,0.01064534,2.10726030
-5.80190095,4.33805708,0.00677888,0.51478956,1.41972919,0.69206203,1.30076088,1.00096425,0.01052416,2.12718051
-5.79589795,4.33100804,0.00690971,0.50724379,1.44062668,0.69517162,1.29301959,0.98898814,0.01035298,2.14388070
-5.78989495,4.31842101,0.00702427,0.49871649,1.45954033,0.69832826,1.28232965,0.97626208,0.01013458,2.15749303
-5.78389195,4.30086884,0.00712277,0.48927162,1.47637874,0.70171361,1.26867566,0.96299361,0.00987250,2.16819647
-5.77788894,4.27897089,0.00720593,0.47897971,1.49107407,0.70550946,1.25207433,0.94938335,0.00957096,2.17621127
-5.77188594,4.25338094,0.00727488,0.46791785,1.50358384,0.70989226,1.23257705,0.93562270,0.00923470,2.18179203
-5.76588294,4.22477360,0.00733113,0.45616925,1.51389173,0.71502740,1.21027171,0.92189169,0.00886890,2.18521941
-5.75987994,4.19382926,0.00737646,0.44382265,1.52200736,0.72106329,1.18528368,0.90835689,0.00847907,2.18679087
-5.75387694,4.16121804,0.00741282,0.43097130,1.52796487,0.72812556,1.15777575,0.89516946,0.00807092,2.18681055
-5.74787394,4.12758300,0.00744220,0.41771179,1.53182043,0.73631149,1.12794705,0.88246331,0.00765023,2.18557857
-5.74187094,4.09352340,0.00746653,0.40414251,1.53364865,0.74568498,1.09603082,0.87035346,0.00722280,2.18338033
-5.73586793,4.05957845,0.00748752,0.39036199,1.53353819,0.75627226,1.06229105,0.85893465,0.00679431,2.18047589
-5.72986493,4.02621247,0.00750657,0.37646712,1.53158679,0.76805856,1.02701811,0.84828029,0.00637025,2.17709032
-5.72386193,3.99380219,0.00752465,0.36255133,1.52789596,0.78098603,0.99052349,0.83844191,0.00595591,2.17340512
-5.71785893,3.96262695,0.00754225,0.34870288,1.52256592,0.79495299,0.95313386,0.82944910,0.00555623,2.16955146
-5.71185593,3.93286254,0.00755928,0.33500334,1.51569085,0.80981486,0.91518463,0.82131008,0.00517586,2.16560556
-5.70585293,3.90457927,0.00757507,0.32152635,1.50735521,0.82538658,0.87701336,0.81401296,0.00481906,2.16158658
-5.69984992,3.87774457,0.00758838,0.30833665,1.49763102,0.84144681,0.83895313,0.80752762,0.00448974,2.15745733
-5.69384692,3.85223031,0.00759741,0.29548961,1.48657670,0.85774371,0.80132629,0.80180827,0.00419140,2.15312785
-5.68784392,3.82782452,0.00759992,0.28303108,1.47423736,0.87400216,0.76443872,0.79679649,0.00392715,2.14846175
-5.68184092,3.80424722,0.00759328,0.27099770,1.46064655,0.88993220,0.72857470,0.79242472,0.00369971,2.14328522
-5.67583792,3.78116932,0.00757464,0.25941751,1.44582951,0.90523843,0.69399265,0.78861985,0.00351139,2.13739808
-5.66983492,3.75823371,0.00754101,0.24831086,1.42980741,0.91962981,0.66092179,0.78530691,0.00336407,2.13058642
-5.66383192,3.73507718,0.00748947,0.23769154,1.41260240,0.93282963,0.62955954,0.78241237,0.00325921,2.12263601
-5.65782891,3.71135182,0.00741730,0.22756799,1.39424293,0.94458494,0.60006989,0.77986703,0.00319782,2.11334570
-5.65182591,3.68674449,0.00732210,0.21794448,1.37476893,0.95467515,0.57258246,0.77760822,0.00318040,2.10253992
-5.64582291,3.66099300,0.00720196,0.20882221,1.35423617,0.96291924,0.54719218,0.77558106,0.00320697,2.09007949
-5.63981991,3.63389802,0.00705554,0.20020020,1.33271963,0.96918117,0.52395949,0.77373880,0.00327698,2.07586993
-5.63381691,3.60532969,0.00688218,0.19207591,1.31031524,0.97337327,0.50291103,0.77204219,0.00338927,2.05986672
-5.62781391,3.57522864,0.00668193,0.18444558,1.28713987,0.97545733,0.48404047,0.77045787,0.00354207,2.04207713
-5.62181091,3.54360128,0.00645558,0.17730425,1.26332949,0.97544336,0.46730971,0.76895599,0.00373295,2.02255836
-5.61580790,3.51050978,0.00620463,0.17064551,1.23903535,0.97338606,0.45265019,0.76750726,0.00395877,2.00141224
-5.60980490,3.47605750,0.00593127,0.16446098,1.21441864,0.96937925,0.43996445,0.76607968,0.00421572,1.97877669
-5.60380190,3.44037111,0.00563828,0.15873972,1.18964371,0.96354856,0.42912789,0.76463525,0.00449929,1.95481460
-5.59779890,3.40358064,0.00532897,0.15346749,1.16487047,0.95604277,0.41999087,0.76312710,0.00480430,1.92970086
-5.59179590,3.36579931,0.00500700,0.14862614,1.14024639,0.94702443,0.41238115,0.76149721,0.00512499,1.90360848
-5.58579290,3.32710451,0.00467632,0.14419314,1.11589874,0.93666023,0.40610687,0.75967510,0.00545509,1.87669475
-5.57978989,3.28752173,0.00434098,0.14014134,1.09192765,0.92511172,0.40096001,0.75757769,0.00578788,1.84908851
-5.57378689,3.24701265,0.00400504,0.13643912,1.06840041,0.91252690,0.39672052,0.75511038,0.00611639,1.82087926
-5.56778389,3.20546855,0.00367243,0.13305096,1.04534757,0.89903322,0.39316095,0.75216955,0.00643351,1.79210918
-5.56178089,3.16270966,0.00334683,0.12993841,1.02276103,0.88473229,0.39005183,0.74864622,0.00673217,1.76276832
-5.55577789,3.11849081,0.00303160,0.12706155,1.00059444,0.86969667,0.38716734,0.74443091,0.00700554,1.73279360
-5.54977489,3.07251310,0.00272967,0.12438087,0.97876574,0.85396876,0.38429155,0.73941919,0.00724719,1.70207162
-5.54377189,3.02444111,0.00244352,0.12185957,0.95716193,0.83756195,0.38122469,0.73351791,0.00745131,1.67044504
-5.53776888,2.97392451,0.00217514,0.11946606,0.93564559,0.82046366,0.37778951,0.72665148,0.00761282,1.63772237
-5.53176588,2.92062297,0.00192600,0.11717675,0.91406294,0.80264035,0.37383735,0.71876791,0.00772760,1.60369038
-5.52576288,2.86423283,0.00169707,0.11497888,0.89225290,0.78404378,0.36925375,0.70984429,0.00779255,1.56812848
-5.51975988,2.80451385,0.00148886,0.11287332,0.87005654,0.76461841,0.36396330,0.69989131,0.00780574,1.53082418
-5.51375688,2.74131466,0.00130144,0.11087715,0.84732662,0.74430926,0.35793359,0.68895649,0.00776641,1.49158868
-5.50775388,2.67459532,0.00113446,0.10902607,0.82393642,0.72306984,0.35117809,0.67712610,0.00767500,1.45027181
-5.50175088,2.60444573,0.00098728,0.10737625,0.79978764,0.70086970,0.34375770,0.66452543,0.00753315,1.40677536
-5.49574787,2.53109903,0.00085895,0.10600578,0.77481682,0.67770106,0.33578106,0.65131759,0.00734360,1.36106415
-5.48974487,2.45493910,0.00074831,0.10501552,0.74900009,0.65358436,0.32740346,0.63770077,0.00711007,1.31317427
-5.48374187,2.37650199,0.00065403,0.10452920,0.72235602,0.62857226,0.31882438,0.62390425,0.00683718,1.26321815
-5.47773887,2.29647113,0.00057468,0.10469289,0.69494658,0.60275202,0.31028385,0.61018323,0.00653022,1.21138619
-5.47173587,2.21566663,0.00050876,0.10567365,0.66687610,0.57624620,0.30205748,0.59681283,0.00619501,1.15794502
-5.46573287,2.13502923,0.00045477,0.10765738,0.63828855,0.54921167,0.29445062,0.58408150,0.00583767,1.10323252
-5.45972986,2.05559957,0.00041120,0.11084590,0.60936328,0.52183695,0.28779143,0.57228414,0.00546448,1.04764999
-5.45372686,1.97849361,0.00037661,0.11545319,0.58030937,0.49433824,0.28242335,0.56171511,0.00508164,0.99165189
-5.44772386,1.90487530,0.00034962,0.12170085,0.55135917,0.46695424,0.27869695,0.55266142,0.00469515,0.93573364
-5.44172086,1.83592722,0.00032895,0.12981285,0.52276114,0.43994007,0.27696126,0.54539623,0.00431061,0.88041819
-5.43571786,1.77282045,0.00031341,0.14000948,0.49477238,0.41356063,0.27755498,0.54017271,0.00393313,0.82624190
-5.42971486,1.71668416,0.00030194,0.15250087,0.46765119,0.38808373,0.28079746,0.53721849,0.00356720,0.77374031
-5.42371186,1.66857610,0.00029356,0.16747978,0.44164996,0.36377310,0.28697970,0.53673044,0.00321666,0.72343441
-5.41770885,1.62945440,0.00028745,0.18511425,0.41700853,0.34088184,0.29635558,0.53887005,0.00288464,0.67581784
-5.41170585,1.60015144,0.00028288,0.20553986,0.39394827,0.31964628,0.30913334,0.54375918,0.00257356,0.63134546
-5.40570285,1.58135025,0.00027922,0.22885221,0.37266699,0.30028060,0.32546761,0.55147623,0.00228513,0.59042357
-5.39969985,1.57356389,0.00027598,0.25509945,0.35333488,0.28297226,0.34545202,0.56205269,0.00202040,0.55340195
-5.39369685,1.57711832,0.00027275,0.28427554,0.33609131,0.26787834,0.36911279,0.57547011,0.00177984,0.52056798
-5.38769385,1.59213897,0.00026921,0.31631421,0.32104266,0.25512295,0.39640329,0.59165753,0.00156334,0.49214268
-5.38169085,1.61854142,0.00026514,0.35108409,0.30826120,0.24479550,0.42720004,0.61048946,0.00137037,0.46827878
-5.37568784,1.65602659,0.00026038,0.38838530,0.29778475,0.23694999,0.46130018,0.63178462,0.00119999,0.44906061
-5.36968484,1.70408061,0.00025485,0.42794776,0.28961730,0.23160516,0.49842074,0.65530551,0.00105099,0.43450573
-5.36368184,1.76197966,0.00024851,0.46943145,0.28373040,0.22874546,0.53820000,0.68075920,0.00092193,0.42456804
-5.35767884,1.82879996,0.00024140,0.51242895,0.28006516,0.22832270,0.58020087,0.70779935,0.00081120,0.41914212
-5.35167584,1.90343307,0.00023355,0.55647022,0.27853496,0.23025828,0.62391677,0.73602983,0.00071713,0.41806872
-5.34567284,1.98460620,0.00022506,0.60102981,0.27902858,0.23444598,0.66877964,0.76501001,0.00063803,0.42114093
-5.33966983,2.07090767,0.00021604,0.64553640,0.28141376,0.24075500,0.71417037,0.79426180,0.00057219,0.42811094
-5.33366683,2.16081683,0.00020661,0.68938454,0.28554106,0.24903336,0.75943141,0.82327857,0.00051800,0.43869718
-5.32766383,2.25273802,0.00019688,0.73194825,0.29124793,0.25911141,0.80388117,0.85153572,0.00047390,0.45259147
-5.32166083,2.34503776,0.00018699,0.77259625,0.29836282,0.27080546,0.84683006,0.87850282,0.00043845,0.46946616
-5.31565783,2.43608408,0.00017705,0.81070819,0.30670929,0.28392129,0.88759763,0.90365697,0.00041030,0.48898093
-5.30965483,2.52428697,0.00016716,0.84569148,0.31611003,0.29825770,0.92553023,0.92649703,0.00038827,0.51078921
-5.30365183,2.60813857,0.00015743,0.87699797,0.32639057,0.31360981,0.96001862,0.94655816,0.00037126,0.53454410
-5.29764882,2.68625183,0.00014794,0.90413995,0.33738270,0.32977219,0.99051495,0.96342624,0.00035834,0.55990354
-5.29164582,2.75739613,0.00013875,0.92670471,0.34892746,0.34654178,1.01654826,0.97675146,0.00034867,0.58653491
-5.28564282,2.82052872,0.00012991,0.94436714,0.36087767,0.36372043,1.03773815,0.98626057,0.00034155,0.61411881
-5.27963982,2.87482061,0.00012147,0.95689980,0.37309984,0.38111734,1.05380575,0.99176726,0.00033642,0.64235217
-5.27363682,2.91967607,0.00011346,0.96417986,0.38547557,0.39855101,1.06458169,0.99318006,0.00033279,0.67095066
-5.26763382,2.95474488,0.00010589,0.96619281,0.39790239,0.41585105,1.07001068,0.99050745,0.00033032,0.69965044
-5.26163082,2.97992693,0.00009877,0.96303252,0.41029395,0.43285970,1.07015239,0.98385985,0.00032876,0.72820944
-5.25562781,2.99536900,0.00009211,0.95489780,0.42257984,0.44943307,1.06517865,0.97344836,0.00032795,0.75640811
-5.24962481,3.00145399,0.00008591,0.94208535,0.43470478,0.46544218,1.05536700,0.95958015,0.00032785,0.78404984
-5.24362181,2.99878300,0.00008017,0.92497966,0.44662762,0.48077389,1.04109093,0.94265073,0.00032849,0.81096123
-5.23761881,2.98815114,0.00007490,0.90404006,0.45831995,0.49533153,1.02280706,0.92313332,0.00033000,0.83699206
-5.23161581,2.97051803,0.00007010,0.87978556,0.46976455,0.50903545,1.00104002,0.90156564,0.00033257,0.86201528
-5.22561281,2.94697422,0.00006577,0.85277811,0.48095371,0.52182341,0.97636538,0.87853473,0.00033646,0.88592690
-5.21960980,2.91870487,0.00006192,0.82360503,0.49188759,0.53365075,0.94939161,0.85466021,0.00034200,0.90864583
-5.21360680,2.88695186,0.00005857,0.79286119,0.50257247,0.54449036,0.92074149,0.83057664,0.00034954,0.93011359
-5.20760380,2.85297576,0.00005574,0.76113182,0.51301919,0.55433237,0.89103405,0.80691564,0.00035948,0.95029389
-5.20160080,2.81801882,0.00005343,0.72897653,0.52324153,0.56318356,0.86086722,0.78428823,0.00037221,0.96917181
-5.19559780,2.78326988,0.00005166,0.69691502,0.53325467,0.57106632,0.83080232,0.76326802,0.00038814,0.98675271
-5.18959480,2.74983228,0.00005046,0.66541515,0.54307367,0.57801721,0.80135039,0.74437568,0.00040764,1.00306041
-5.18359180,2.71869516,0.00004983,0.63488350,0.55271190,0.58408503,0.77296101,0.72806522,0.00043104,1.01813478
-5.17758879,2.69070891,0.00004978,0.60565873,0.56217937,0.58932834,0.74601380,0.71471220,0.00045862,1.03202854
-5.17158579,2.66656477,0.00005032,0.57800778,0.57148099,0.59381247,0.72081257,0.70460430,0.00049057,1.04480316
-5.16558279,2.64677905,0.00005143,0.55212474,0.58061465,0.59760612,0.69758223,0.69793431,0.00052699,1.05652403
-5.15957979,2.63168178,0.00005312,0.52813236,0.58956924,0.60077748,0.67646838,0.69479568,0.00056786,1.06725486
-5.15357679,2.62140994,0.00005535,0.50608573,0.59832257,0.60339017,0.65753912,0.69518060,0.00061305,1.07705163
-5.14757379,2.61590512,0.00005809,0.48597791,0.60683934,0.60549904,0.64078911,0.69898059,0.00066229,1.08595617
-5.14157079,2.61491569,0.00006130,0.46774698,0.61506920,0.60714613,0.62614532,0.70598959,0.00071517,1.09398991
-5.13556778,2.61800332,0.00006492,0.45128418,0.62294519,0.60835702,0.61347430,0.71590934,0.00077116,1.10114811
-5.12956478,2.62455390,0.00006890,0.43644263,0.63038256,0.60913768,0.60259043,0.72835705,0.00082957,1.10739487
-5.12356178,2.63379276,0.00007315,0.42304633,0.63727837,0.60947225,0.59326508,0.74287494,0.00088962,1.11265965
-5.11755878,2.64480418,0.00007759,0.41089896,0.64351178,0.60932187,0.58523616,0.75894183,0.00095039,1.11683540
-5.11155578,2.65655495,0.00008213,0.39979237,0.64894544,0.60862473,0.57821789,0.77598611,0.00101089,1.11977874
-5.10555278,2.66792182,0.00008668,0.38951440,0.65342787,0.60729741,0.57191057,0.79340025,0.00107008,1.12131253
-5.09954977,2.67772231,0.00009113,0.37985579,0.65679704,0.60523768,0.56601009,0.81055621,0.00112686,1.12123066
-5.09354677,2.68474847,0.00009540,0.37061639,0.65888500,0.60232859,0.56021709,0.82682158,0.00118013,1.11930534
-5.08754377,2.68780259,0.00009937,0.36161023,0.65952352,0.59844375,0.55424548,0.84157601,0.00122882,1.11529636
-5.08154077,2.68573417,0.00010296,0.35266971,0.65855048,0.59345362,0.54783030,0.85422747,0.00127190,1.10896220
-5.07553777,2.67747666,0.00010609,0.34364884,0.65581689,0.58723247,0.54073478,0.86422798,0.00130846,1.10007237
-5.06953477,2.66208305,0.00010867,0.33442558,0.65119404,0.57966573,0.53275630,0.87108817,0.00133768,1.08842042
-5.06353177,2.63875866,0.00011064,0.32490329,0.64458053,0.57065722,0.52373142,0.87439038,0.00135888,1.07383680
-5.05752876,2.60688993,0.00011195,0.31501154,0.63590874,0.56013604,0.51353957,0.87379972,0.00137157,1.05620105
-5.05152576,2.56606785,0.00011257,0.30470600,0.62515039,0.54806248,0.50210547,0.86907275,0.00137540,1.03545240
-5.04552276,2.51610488,0.00011246,0.29396789,0.61232074,0.53443292,0.48940021,0.86006343,0.00137024,1.01159826
-5.03951976,2.45704454,0.00011163,0.28280265,0.59748134,0.51928305,0.47544083,0.84672613,0.00135614,0.98471995
-5.03351676,2.38916296,0.00011009,0.27123824,0.58074077,0.50268957,0.46028853,0.82911553,0.00133333,0.95497533
-5.02751376,2.31296218,0.00010785,0.25932276,0.56225364,0.48476994,0.44404542,0.80738345,0.00130223,0.92259804
-5.02151076,2.22915549,0.00010497,0.24712186,0.54221745,0.46568035,0.42685003,0.78177269,0.00126342,0.88789339
-5.01550775,2.13864503,0.00010149,0.23471562,0.52086774,0.44561189,0.40887167,0.75260815,0.00121762,0.85123088
-5.00950475,2.04249294,0.00009748,0.22219526,0.49847141,0.42478523,0.39030377,0.72028559,0.00116567,0.81303388
-5.00350175,1.94188694,0.00009300,0.20965961,0.47531876,0.40344391,0.37135661,0.68525848,0.00110850,0.77376677
-4.99749875,1.83810207,0.00008814,0.19721152,0.45171443,0.38184662,0.35224957,0.64802353,0.00104711,0.73392037
-4.99149575,1.73246007,0.00008298,0.18495429,0.42796784,0.36025901,0.33320326,0.60910533,0.00098251,0.69399611
-4.98549275,1.62628836,0.00007760,0.17298820,0.40438332,0.33894514,0.31443190,0.56904096,0.00091575,0.65448997
-4.97948974,1.52088002,0.00007208,0.16140732,0.38125072,0.31815918,0.29613608,0.52836488,0.00084783,0.61587671
-4.97348674,1.41745671,0.00006651,0.15029661,0.35883658,0.29813767,0.27849644,0.48759482,0.00077970,0.57859532
-4.96748374,1.31713573,0.00006096,0.13972955,0.33737657,0.27909265,0.26166829,0.44721916,0.00071226,0.54303611
-4.96148074,1.22090251,0.00005550,0.12976615,0.31706918,0.26120588,0.24577745,0.40768602,0.00064631,0.50953014
-4.95547774,1.12958923,0.00005019,0.12045169,0.29807125,0.24462446,0.23091749,0.36939457,0.00058254,0.47834128
-4.94947474,1.04386026,0.00004509,0.11181590,0.28049512,0.22945785,0.21714830,0.33268850,0.00052156,0.44966108
-4.94347174,0.96420443,0.00004023,0.10387287,0.26440767,0.21577641,0.20449613,0.29785196,0.00046385,0.42360664
-4.93746873,0.89093405,0.00003566,0.09662145,0.24983122,0.20361131,0.19295501,0.26510767,0.00040976,0.40022133
-4.93146573,0.82419016,0.00003139,0.09004624,0.23674589,0.19295593,0.18248923,0.23461722,0.00035956,0.37947812
-4.92546273,0.76395333,0.00002745,0.08411907,0.22509358,0.18376832,0.17303704,0.20648333,0.00031340,0.36128532
-4.91945973,0.71005911,0.00002384,0.07880072,0.21478297,0.17597474,0.16451502,0.18075367,0.00027134,0.34549420
-4.91345673,0.66221706,0.00002057,0.07404313,0.20569551,0.16947396,0.15682308,0.15742604,0.00023335,0.33190803
-4.90745373,0.62003227,0.00001763,0.06979156,0.19769188,0.16414215,0.14984971,0.13645449,0.00019933,0.32029224
-4.90145073,0.58302827,0.00001500,0.06598702,0.19061870,0.15983804,0.14347736,0.11775607,0.00016914,0.31038490
-4.89544772,0.55067035,0.00001268,0.06256846,0.18431521,0.15640824,0.13758751,0.10121781,0.00014255,0.30190733
-4.88944472,0.52238823,0.00001065,0.05947502,0.17861954,0.15369249,0.13206544,0.08670374,0.00011934,0.29457433
-4.88344172,0.49759738,0.00000888,0.05664793,0.17337445,0.15152857,0.12680434,0.07406163,0.00009924,0.28810356
-4.87743872,0.47571824,0.00000736,0.05403220,0.16843232,0.14975692,0.12170871,0.06312918,0.00008197,0.28222403
-4.87143572,0.45619302,0.00000606,0.05157795,0.16365922,0.14822472,0.11669693,0.05373964,0.00006724,0.27668327
-4.86543272,0.43849954,0.00000495,0.04924146,0.15893804,0.14678940,0.11170303,0.04572665,0.00005480,0.27125313
-4.85942971,0.42216222,0.00000402,0.04698580,0.15417066,0.14532156,0.10667753,0.03892824,0.00004435,0.26573428
-4.85342671,0.40676003,0.00000324,0.04478116,0.14927915,0.14370726,0.10158752,0.03319006,0.00003566,0.25995915
-4.84742371,0.39193157,0.00000259,0.04260484,0.14420607,0.14184963,0.09641599,0.02836780,0.00002847,0.25379361
-4.84142071,0.37737756,0.00000206,0.04044101,0.13891399,0.13967001,0.09116058,0.02432886,0.00002258,0.24713746
-4.83541771,0.36286096,0.00000163,0.03828017,0.13338433,0.13710835,0.08583176,0.02095331,0.00001779,0.23992370
-4.82941471,0.34820508,0.00000128,0.03611852,0.12761571,0.13412324,0.08045073,0.01813437,0.00001392,0.23211696
-4.82341171,0.33329000,0.00000100,0.03395707,0.12162178,0.13069138,0.07504710,0.01577833,0.00001082,0.22371110
-4.81740870,0.31804779,0.00000077,0.03180084,0.11542891,0.12680661,0.06965644,0.01380411,0.00000835,0.21472628
-4.81140570,0.30245668,0.00000059,0.02965789,0.10907367,0.12247869,0.06431790,0.01214249,0.00000640,0.20520551
-4.80540270,0.28653468,0.00000045,0.02753846,0.10260029,0.11773167,0.05907200,0.01073526,0.00000488,0.19521100
-4.79939970,0.27033287,0.00000034,0.02545411,0.09605820,0.11260204,0.05395862,0.00953408,0.00000370,0.18482028
-4.79339670,0.25392862,0.00000026,0.02341696,0.08949971,0.10713674,0.04901530,0.00849939,0.00000278,0.17412243
-4.78739370,0.23741892,0.00000019,0.02143899,0.08297795,0.10139105,0.04427584,0.00759931,0.00000209,0.16321424
-4.78139070,0.22091413,0.00000014,0.01953158,0.07654495,0.09542635,0.03976929,0.00680852,0.00000157,0.15219675
-4.77538769,0.20453209,0.00000011,0.01770495,0.07025015,0.08930797,0.03551927,0.00610724,0.00000118,0.14117185
-4.76938469,0.18839290,0.00000008,0.01596795,0.06413908,0.08310307,0.03154357,0.00548036,0.00000091,0.13023937
-4.76338169,0.17261434,0.00000006,0.01432776,0.05825241,0.07687862,0.02785413,0.00491656,0.00000072,0.11949441
-4.75737869,0.15730797,0.00000005,0.01278983,0.05262519,0.07069958,0.02445720,0.00440766,0.00000061,0.10902518
-4.75137569,0.14257602,0.00000004,0.01135785,0.04728650,0.06462727,0.02135371,0.00394805,0.00000057,0.09891113
-4.74537269,0.12850901,0.00000004,0.01003378,0.04225918,0.05871799,0.01853985,0.00353421,0.00000059,0.08922167
-4.73936968,0.11518410,0.00000004,0.00881797,0.03755988,0.05302193,0.01600770,0.00316442,0.00000069,0.08001515
-4.73336668,0.10266421,0.00000004,0.00770932,0.03319926,0.04758233,0.01374592,0.00283857,0.00000086,0.07133839
-4.72736368,0.09099775,0.00000005,0.00670548,0.02918233,0.04243498,0.01174052,0.00255803,0.00000114,0.06322652
-4.72136068,0.08021904,0.00000006,0.00580305,0.02550894,0.03760798,0.00997559,0.00232574,0.00000154,0.05570317
-4.71535768,0.07034930,0.00000008,0.00499779,0.02217438,0.03312180,0.00843395,0.00214634,0.00000211,0.04878107
-4.70935468,0.06139808,0.00000011,0.00428488,0.01916998,0.02898952,0.00709782,0.00202641,0.00000288,0.04246281
-4.70335168,0.05336520,0.00000015,0.00365917,0.01648387,0.02521742,0.00594936,0.00197492,0.00000393,0.03674188
-4.69734867,0.04624303,0.00000020,0.00311532,0.01410167,0.02180558,0.00497121,0.00200365,0.00000533,0.03160386
-4.69134567,0.04001902,0.00000027,0.00264813,0.01200723,0.01874882,0.00414685,0.00212784,0.00000719,0.02702779
-4.68534267,0.03467852,0.00000037,0.00225264,0.01018336,0.01603753,0.00346099,0.00236689,0.00000964,0.02298746
-4.67933967,0.03020765,0.00000049,0.00192440,0.00861255,0.01365875,0.00289981,0.00274513,0.00001284,0.01945289
-4.67333667,0.02659630,0.00000064,0.00165963,0.00727760,0.01159714,0.00245120,0.00329278,0.00001698,0.01639166
-4.66733367,0.02384110,0.00000084,0.00145539,0.00616232,0.00983602,0.00210488,0.00404686,0.00002229,0.01377025
-4.66133067,0.02194834,0.00000109,0.00130974,0.00525205,0.00835830,0.00185253,0.00505219,0.00002907,0.01155524
-4.65532766,0.02093669,0.00000140,0.00122192,0.00453427,0.00714743,0.00168784,0.00636243,0.00003763,0.00971440
-4.64932466,0.02083980,0.00000180,0.00119246,0.00399904,0.00618815,0.00160656,0.00804103,0.00004839,0.00821772
-4.64332166,0.02170854,0.00000228,0.00122332,0.00363946,0.00546726,0.00160642,0.01016216,0.00006179,0.00703818
