energy_ev,total_up,Al_p_up,Al_d_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-6.00000000,1.60067357,0.10156774,0.00000000,0.75010382,0.17868485,0.05520113,0.87961883
-5.99399700,1.66084169,0.10722899,0.00000000,0.78058143,0.18332621,0.05723980,0.90994457
-5.98799400,1.72210117,0.11334448,0.00000000,0.81115208,0.18809179,0.05932464,0.94001465
-5.98199100,1.78366158,0.11986697,0.00000000,0.84140236,0.19288582,0.06142251,0.96937947
-5.97598799,1.84488194,0.12675517,0.00000000,0.87098861,0.19763364,0.06350601,0.99768134
-5.96998499,1.90528656,0.13397462,0.00000000,0.89964597,0.20228331,0.06555415,1.02466378
-5.96398199,1.96457482,0.14149828,0.00000000,0.92719473,0.20680629,0.06755285,1.05017732
-5.95797899,2.02262469,0.14930684,0.00000000,0.95354374,0.21119729,0.06949524,1.07418138
-5.95197599,2.07948941,0.15738867,0.00000000,0.97869067,0.21547310,0.07138166,1.09674205
-5.94597299,2.13538758,0.16573949,0.00000000,1.00271902,0.21967071,0.07321943,1.11802583
-5.93996998,2.19068655,0.17436172,0.00000000,1.02579189,0.22384445,0.07502237,1.13828920
-5.93396698,2.24587961,0.18326342,0.00000000,1.04814262,0.22806250,0.07681002,1.15786458
-5.92796398,2.30155761,0.19245705,0.00000000,1.07006258,0.23240269,0.07860662,1.17714282
-5.92196098,2.35837570,0.20195781,0.00000000,1.09188639,0.23694792,0.08043991,1.19655303
-5.91595798,2.41701639,0.21178175,0.00000000,1.11397501,0.24178120,0.08233965,1.21654017
-5.90995498,2.47815002,0.22194366,0.00000000,1.13669736,0.24698062,0.08433612,1.23754158
-5.90395198,2.54239413,0.23245471,0.00000000,1.16041086,0.25261439,0.08645839,1.25996293
-5.89794897,2.61027295,0.24332005,0.00000000,1.18544181,0.25873614,0.08873261,1.28415486
-5.89194597,2.68217894,0.25453627,0.00000000,1.21206616,0.26538070,0.09118039,1.31039109
-5.88594297,2.75833741,0.26608893,0.00000000,1.24049144,0.27256054,0.09381712,1.33884891
-5.87993997,2.83877617,0.27795029,0.00000000,1.27084056,0.28026304,0.09665061,1.36959300
-5.87393697,2.92330126,0.29007721,0.00000000,1.30313824,0.28844863,0.09967986,1.40256323
-5.86793397,3.01148006,0.30240944,0.00000000,1.33730054,0.29705001,0.10289413,1.43756704
-5.86193097,3.10263288,0.31486846,0.00000000,1.37312816,0.30597247,0.10627237,1.47427695
-5.85592796,3.19583357,0.32735686,0.00000000,1.41030387,0.31509523,0.10978300,1.51223324
-5.84992496,3.28991969,0.33975841,0.00000000,1.44839429,0.32427397,0.11338416,1.55085211
-5.84392196,3.38351215,0.35193894,0.00000000,1.48685629,0.33334422,0.11702429,1.58943880
-5.83791896,3.47504420,0.36374799,0.00000000,1.52504777,0.34212573,0.12064321,1.62720564
-5.83191596,3.56279887,0.37502134,0.00000000,1.56224280,0.35042747,0.12417354,1.66329408
-5.82591296,3.64495385,0.38558429,0.00000000,1.59765048,0.35805329,0.12754251,1.69680027
-5.81990995,3.71963239,0.39525571,0.00000000,1.63043714,0.36480778,0.13067405,1.72680290
-5.81390695,3.78495854,0.40385270,0.00000000,1.65975102,0.37050236,0.13349112,1.75239261
-5.80790395,3.83911462,0.41119570,0.00000000,1.68474861,0.37496114,0.13591816,1.77270151
-5.80190095,3.88039894,0.41711398,0.00000000,1.70462161,0.37802657,0.13788360,1.78693200
-5.79589795,3.90728140,0.42145110,0.00000000,1.71862359,0.37956441,0.13932231,1.79438346
-5.78989495,3.91845504,0.42407035,0.00000000,1.72609525,0.37946808,0.14017795,1.79447606
-5.78389195,3.91288121,0.42485968,0.00000000,1.72648721,0.37766202,0.14040496,1.78677052
-5.77788894,3.88982680,0.42373622,0.00000000,1.71937956,0.37410409,0.13997037,1.77098331
-5.77188594,3.84889186,0.42064984,0.00000000,1.70449723,0.36878690,0.13885508,1.74699658
-5.76588294,3.79002665,0.41558585,0.00000000,1.68172073,0.36173800,0.13705477,1.71486262
-5.75987994,3.71353744,0.40856659,0.00000000,1.65109161,0.35301892,0.13458027,1.67480270
-5.75387694,3.62008081,0.39965178,0.00000000,1.61281270,0.34272329,0.13145747,1.62720048
-5.74787394,3.51064694,0.38893780,0.00000000,1.56724296,0.33097390,0.12772674,1.57259044
-5.74187094,3.38653254,0.37655563,0.00000000,1.51488737,0.31791902,0.12344182,1.51164179
-5.73586793,3.24930473,0.36266779,0.00000000,1.45638215,0.30372804,0.11866837,1.44513876
-5.72986493,3.10075738,0.34746429,0.00000000,1.39247620,0.28858670,0.11348214,1.37395807
-5.72386193,2.94286179,0.33115769,0.00000000,1.32400935,0.27269193,0.10796689,1.29904460
-5.71785893,2.77771364,0.31397767,0.00000000,1.25188843,0.25624674,0.10221203,1.22138621
-5.71185593,2.60747844,0.29616503,0.00000000,1.17706218,0.23945512,0.09631030,1.14198874
-5.70585293,2.43433727,0.27796563,0.00000000,1.10049589,0.22251723,0.09035529,1.06185204
-5.69984992,2.26043498,0.25962431,0.00000000,1.02314669,0.20562501,0.08443910,0.98194792
-5.69384692,2.08783233,0.24137906,0.00000000,0.94594045,0.18895834,0.07865009,0.90320057
-5.68784392,1.91846363,0.22345561,0.00000000,0.86975096,0.17268176,0.07307088,0.82647006
-5.68184092,1.75410090,0.20606259,0.00000000,0.79538193,0.15694197,0.06777654,0.75253919
-5.67583792,1.59632516,0.18938746,0.00000000,0.72355239,0.14186594,0.06283306,0.68210377
-5.66983492,1.44650550,0.17359309,0.00000000,0.65488553,0.12755981,0.05829614,0.61576651
-5.66383192,1.30578558,0.15881536,0.00000000,0.58990134,0.11410841,0.05421032,0.55403397
-5.65782891,1.17507756,0.14516148,0.00000000,0.52901272,0.10157545,0.05060836,0.49731659
-5.65182591,1.05506265,0.13270922,0.00000000,0.47252507,0.09000421,0.04751099,0.44593114
-5.64582291,0.94619768,0.12150694,0.00000000,0.42063892,0.07941876,0.04492691,0.40010516
-5.63981991,0.84872655,0.11157435,0.00000000,0.37345521,0.06982548,0.04285309,0.35998280
-5.63381691,0.76269574,0.10290393,0.00000000,0.33098286,0.06121493,0.04127530,0.32563145
-5.62781391,0.68797255,0.09546299,0.00000000,0.29314794,0.05356385,0.04016888,0.29704885
-5.62181091,0.62426536,0.08919611,0.00000000,0.25980416,0.04683725,0.03949974,0.27416983
-5.61580790,0.57114466,0.08402807,0.00000000,0.23074403,0.04099056,0.03922548,0.25687269
-5.60980490,0.52806425,0.07986700,0.00000000,0.20571036,0.03597164,0.03929668,0.24498464
-5.60380190,0.49438179,0.07660774,0.00000000,0.18440757,0.03172270,0.03965835,0.23828633
-5.59779890,0.46937824,0.07413533,0.00000000,0.16651272,0.02818214,0.04025143,0.23651532
-5.59179590,0.45227582,0.07232846,0.00000000,0.15168565,0.02528604,0.04101432,0.23936859
-5.58579290,0.44225437,0.07106293,0.00000000,0.13957839,0.02296956,0.04188455,0.24650427
-5.57978989,0.43846591,0.07021488,0.00000000,0.12984341,0.02116814,0.04280030,0.25754296
-5.57378689,0.44004763,0.06966391,0.00000000,0.12214084,0.01981836,0.04370199,0.27206874
-5.56778389,0.44613339,0.06929580,0.00000000,0.11614444,0.01885879,0.04453366,0.28963051
-5.56178089,0.45586399,0.06900504,0.00000000,0.11154656,0.01823055,0.04524439,0.30974390
-5.55577789,0.46839642,0.06869686,0.00000000,0.10806192,0.01787777,0.04578935,0.33189407
-5.54977489,0.48291242,0.06828893,0.00000000,0.10543038,0.01774790,0.04613086,0.35553981
-5.54377189,0.49862655,0.06771258,0.00000000,0.10341886,0.01779202,0.04623903,0.38011908
-5.53776888,0.51479388,0.06691354,0.00000000,0.10182233,0.01796494,0.04609230,0.40505614
-5.53176588,0.53071753,0.06585228,0.00000000,0.10046418,0.01822543,0.04567765,0.42977017
-5.52576288,0.54575600,0.06450390,0.00000000,0.09919592,0.01853626,0.04499051,0.45368541
-5.51975988,0.55933033,0.06285757,0.00000000,0.09789642,0.01886433,0.04403450,0.47624244
-5.51375688,0.57093090,0.06091561,0.00000000,0.09647073,0.01918077,0.04282088,0.49691017
-5.50775388,0.58012380,0.05869232,0.00000000,0.09484860,0.01946102,0.04136778,0.51519832
-5.50175088,0.58655651,0.05621247,0.00000000,0.09298282,0.01968491,0.03969928,0.53066956
-5.49574787,0.58996261,0.05350969,0.00000000,0.09084740,0.01983675,0.03784438,0.54295102
-5.48974487,0.59016541,0.05062475,0.00000000,0.08843573,0.01990542,0.03583582,0.55174445
-5.48374187,0.58708025,0.04760377,0.00000000,0.08575873,0.01988443,0.03370896,0.55683454
-5.47773887,0.58071522,0.04449659,0.00000000,0.08284309,0.01977194,0.03150064,0.55809508
-5.47173587,0.57117033,0.04135516,0.00000000,0.07972964,0.01957078,0.02924807,0.55549251
-5.46573287,0.55863508,0.03823220,0.00000000,0.07647190,0.01928847,0.02698791,0.54908664
-5.45972986,0.54338438,0.03518004,0.00000000,0.07313475,0.01893719,0.02475542,0.53902864
-5.45372686,0.52577309,0.03224973,0.00000000,0.06979344,0.01853367,0.02258385,0.52555621
-5.44772386,0.50622926,0.02949046,0.00000000,0.06653273,0.01809917,0.02050391,0.50898626
-5.44172086,0.48524638,0.02694923,0.00000000,0.06344629,0.01765936,0.01854355,0.48970535
-5.43571786,0.46337488,0.02467077,0.00000000,0.06063623,0.01724418,0.01672780,0.46815851
-5.42971486,0.44121325,0.02269771,0.00000000,0.05821296,0.01688773,0.01507888,0.44483667
-5.42371186,0.41939893,0.02107092,0.00000000,0.05629493,0.01662812,0.01361642,0.42026359
-5.41770885,0.39859934,0.01982999,0.00000000,0.05500867,0.01650726,0.01235773,0.39498254
-5.41170585,0.37950308,0.01901375,0.00000000,0.05448858,0.01657071,0.01131831,0.36954337
-5.40570285,0.36281161,0.01866082,0.00000000,0.05487680,0.01686739,0.01051224,0.34449048
-5.39969985,0.34923117,0.01881006,0.00000000,0.05632273,0.01744928,0.00995270,0.32035189
-5.39369685,0.33946509,0.01950089,0.00000000,0.05898233,0.01837104,0.00965245,0.29762977
