energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.90995498,4.74958149,0.33009672,0.00000000,0.01713975,1.10579474,0.07984660,1.69148557,1.34687627,1.66094668
-5.90395198,4.75913950,0.32393142,0.00000000,0.01693572,1.12601289,0.07638447,1.68242067,1.34639117,1.70302479
-5.89794897,4.75795697,0.31692672,0.00000000,0.01665700,1.14363581,0.07272676,1.67009395,1.34275300,1.74230698
-5.89194597,4.74666604,0.30913891,0.00000000,0.01630662,1.15866700,0.06892359,1.65481878,1.33617802,1.77864507
-5.88594297,4.72601310,0.30065051,0.00000000,0.01588910,1.17113035,0.06502581,1.63694411,1.32691950,1.81189781
-5.87993997,4.69681918,0.29156730,0.00000000,0.01541034,1.18106191,0.06108384,1.61683998,1.31525611,1.84192136
-5.87393697,4.65993995,0.28201461,0.00000000,0.01487739,1.18850166,0.05714648,1.59488328,1.30148022,1.86856055
-5.86793397,4.61622780,0.27213303,0.00000000,0.01429826,1.19348593,0.05326003,1.57144435,1.28588661,1.89164192
-5.86193097,4.56649747,0.26207375,0.00000000,0.01368167,1.19604096,0.04946734,1.54687501,1.26876228,1.91096909
-5.85592796,4.51149745,0.25199362,0.00000000,0.01303683,1.19617816,0.04580727,1.52149861,1.25037796,1.92632107
-5.84992496,4.45188828,0.24205033,0.00000000,0.01237314,1.19389138,0.04231413,1.49560243,1.23098177,1.93745393
-5.84392196,4.38822897,0.23239763,0.00000000,0.01170000,1.18915641,0.03901742,1.46943271,1.21079536,1.94410592
-5.83791896,4.32097204,0.22318111,0.00000000,0.01102654,1.18193293,0.03594174,1.44319260,1.19001273,1.94600610
-5.83191596,4.25046716,0.21453437,0.00000000,0.01036142,1.17216872,0.03310682,1.41704277,1.16880171,1.94288594
-5.82591296,4.17697303,0.20657599,0.00000000,0.00971272,1.15980591,0.03052778,1.39110478,1.14730787,1.93449350
-5.81990995,4.10067624,0.19940721,0.00000000,0.00908776,1.14478897,0.02821547,1.36546658,1.12566059,1.92060942
-5.81390695,4.02171586,0.19311045,0.00000000,0.00849303,1.12707379,0.02617694,1.34018997,1.10398071,1.90106355
-5.80790395,3.94021176,0.18774869,0.00000000,0.00793416,1.10663734,0.02441594,1.31531933,1.08238918,1.87575155
-5.80190095,3.85629473,0.18336562,0.00000000,0.00741591,1.08348723,0.02293358,1.29089094,1.06101593,1.84465005
-5.79589795,3.77013617,0.17998658,0.00000000,0.00694218,1.05767047,0.02172882,1.26694242,1.04000843,1.80782959
-5.78989495,3.68197530,0.17762010,0.00000000,0.00651611,1.02928082,0.02079910,1.24352151,1.01953895,1.76546434
-5.78389195,3.59214192,0.17625998,0.00000000,0.00614012,0.99846419,0.02014077,1.22069371,0.99981019,1.71783782
-5.77788894,3.50107319,0.17588775,0.00000000,0.00581603,0.96542168,0.01974959,1.19854818,0.98105853,1.66534426
-5.77188594,3.40932309,0.17647530,0.00000000,0.00554516,0.93040996,0.01962094,1.17720170,0.96355462,1.60848524
-5.76588294,3.31756405,0.17798759,0.00000000,0.00532839,0.89373888,0.01975008,1.15680022,0.94760116,1.54786158
-5.75987994,3.22658035,0.18038528,0.00000000,0.00516630,0.85576638,0.02013219,1.13751812,0.93352769,1.48416105
-5.75387694,3.13725361,0.18362709,0.00000000,0.00505918,0.81689096,0.02076225,1.11955508,0.92168269,1.41814209
-5.74787394,3.05054133,0.18767187,0.00000000,0.00500715,0.77754199,0.02163492,1.10313082,0.91242323,1.35061454
-5.74187094,2.96744952,0.19248010,0.00000000,0.00501013,0.73816852,0.02274418,1.08847798,0.90610270,1.28241827
-5.73586793,2.88900096,0.19801509,0.00000000,0.00506789,0.69922694,0.02408302,1.07583360,0.90305713,1.21440063
-5.72986493,2.81620102,0.20424345,0.00000000,0.00517999,0.66116840,0.02564295,1.06542964,0.90359100,1.14739379
-5.72386193,2.75000283,0.21113517,0.00000000,0.00534583,0.62442635,0.02741362,1.05748315,0.90796292,1.08219310
-5.71785893,2.69127363,0.21866318,0.00000000,0.00556451,0.58940504,0.02938235,1.05218649,0.91637231,1.01953728
-5.71185593,2.64076424,0.22680246,0.00000000,0.00583484,0.55646936,0.03153382,1.04969829,0.92894749,0.96009126
-5.70585293,2.59908309,0.23552883,0.00000000,0.00615531,0.52593654,0.03384978,1.05013556,0.94573601,0.90443244
-5.69984992,2.56667617,0.24481754,0.00000000,0.00652395,0.49806999,0.03630892,1.05356736,0.96669758,0.85304052
-5.69384692,2.54381372,0.25464170,0.00000000,0.00693842,0.47307555,0.03888692,1.06001035,0.99170024,0.80629142
-5.68784392,2.53058433,0.26497070,0.00000000,0.00739589,0.45110007,0.04155659,1.06942651,1.02051975,0.76445514
-5.68184092,2.52689641,0.27576883,0.00000000,0.00789309,0.43223235,0.04428832,1.08172300,1.05284260,0.72769732
-5.67583792,2.53248680,0.28699396,0.00000000,0.00842635,0.41650616,0.04705057,1.09675432,1.08827229,0.69608429
-5.66983492,2.54693592,0.29859674,0.00000000,0.00899162,0.40390513,0.04981064,1.11432655,1.12633887,0.66959104
-5.66383192,2.56968830,0.31051994,0.00000000,0.00958458,0.39436891,0.05253548,1.13420338,1.16651126,0.64811148
-5.65782891,2.60007744,0.32269840,0.00000000,0.01020069,0.38780044,0.05519269,1.15611381,1.20821191,0.63147032
-5.65182591,2.63735336,0.33505927,0.00000000,0.01083535,0.38407362,0.05775151,1.17976091,1.25083305,0.61943595
-5.64582291,2.68071147,0.34752273,0.00000000,0.01148402,0.38304099,0.06018387,1.20483128,1.29375408,0.61173355
-5.63981991,2.72932107,0.36000308,0.00000000,0.01214229,0.38454110,0.06246532,1.23100479,1.33635908,0.60805788
-5.63381691,2.78235213,0.37241015,0.00000000,0.01280608,0.38840491,0.06457597,1.25796395,1.37805384,0.60808507
-5.62781391,2.83899890,0.38465091,0.00000000,0.01347166,0.39446130,0.06650108,1.28540259,1.41828178,0.61148311
-5.62181091,2.89849938,0.39663134,0.00000000,0.01413581,0.40254109,0.06823169,1.31303343,1.45653780,0.61792060
-5.61580790,2.96014973,0.40825825,0.00000000,0.01479584,0.41247974,0.06976477,1.34059403,1.49237979,0.62707351
-5.60980490,3.02331330,0.41944116,0.00000000,0.01544958,0.42411862,0.07110326,1.36785109,1.52543719,0.63863006
-5.60380190,3.08742403,0.43009410,0.00000000,0.01609543,0.43730482,0.07225577,1.39460277,1.55541639,0.65229349
-5.59779890,3.15198461,0.44013719,0.00000000,0.01673227,0.45188997,0.07323598,1.42067923,1.58210278,0.66778311
-5.59179590,3.21655985,0.44949807,0.00000000,0.01735939,0.46772803,0.07406186,1.44594121,1.60535959,0.68483380
-5.58579290,3.28076637,0.45811313,0.00000000,0.01797639,0.48467250,0.07475465,1.47027713,1.62512370,0.70319425
-5.57978989,3.34425962,0.46592843,0.00000000,0.01858300,0.50257345,0.07533764,1.49359899,1.64139879,0.72262445
-5.57378689,3.40671963,0.47290052,0.00000000,0.01917901,0.52127461,0.07583491,1.51583732,1.65424649,0.74289275
-5.56778389,3.46783692,0.47899703,0.00000000,0.01976407,0.54061092,0.07627002,1.53693598,1.66377602,0.76377299
-5.56178089,3.52729998,0.48419711,0.00000000,0.02033756,0.56040696,0.07666478,1.55684701,1.67013314,0.78504202
-5.55577789,3.58478562,0.48849187,0.00000000,0.02089852,0.58047627,0.07703812,1.57552627,1.67348910,0.80647809
-5.54977489,3.63995332,0.49188471,0.00000000,0.02144554,0.60062199,0.07740516,1.59293020,1.67403030,0.82786025
-5.54377189,3.69244437,0.49439170,0.00000000,0.02197670,0.62063880,0.07777654,1.60901416,1.67194939,0.84896905
-5.53776888,3.74188627,0.49604196,0.00000000,0.02248964,0.64031613,0.07815803,1.62373251,1.66743813,0.86958853
-5.53176588,3.78790249,0.49687815,0.00000000,0.02298157,0.65944262,0.07855050,1.63704070,1.66068266,0.88950959
-5.52576288,3.83012720,0.49695687,0.00000000,0.02344939,0.67781153,0.07895013,1.64889923,1.65186107,0.90853454
-5.51975988,3.86822431,0.49634918,0.00000000,0.02388984,0.69522698,0.07934904,1.65927934,1.64114359,0.92648257
-5.51375688,3.90190953,0.49514091,0.00000000,0.02429973,0.71151055,0.07973610,1.66817011,1.62869495,0.94319583
-5.50775388,3.93097424,0.49343299,0.00000000,0.02467608,0.72650790,0.08009801,1.67558635,1.61467869,0.95854587
-5.50175088,3.95530940,0.49134140,0.00000000,0.02501644,0.74009505,0.08042050,1.68157696,1.59926290,0.97243971
-5.49574787,3.97492772,0.48899690,0.00000000,0.02531905,0.75218386,0.08068967,1.68623280,1.58262664,0.98482544
-5.48974487,3.98998254,0.48654436,0.00000000,0.02558307,0.76272637,0.08089325,1.68969357,1.56496658,0.99569659
-5.48374187,4.00078154,0.48414150,0.00000000,0.02580879,0.77171777,0.08102184,1.69215299,1.54650285,1.00509517
-5.47773887,4.00779411,0.48195724,0.00000000,0.02599771,0.77919753,0.08106991,1.69386164,1.52748376,1.01311285
-5.47173587,4.01165124,0.48016935,0.00000000,0.02615268,0.78524887,0.08103666,1.69512708,1.50818848,1.01989008
-5.46573287,4.01313732,0.47896159,0.00000000,0.02627785,0.78999619,0.08092654,1.69631072,1.48892756,1.02561319
-5.45972986,4.01317368,0.47852028,0.00000000,0.02637866,0.79360079,0.08074948,1.69782160,1.47004071,1.03050927
-5.45372686,4.01279428,0.47903034,0.00000000,0.02646171,0.79625482,0.08052078,1.70010683,1.45189203,1.03483910
-5.44772386,4.01311432,0.48067100,0.00000000,0.02653457,0.79817393,0.08026072,1.70363918,1.43486261,1.03888831
-5.44172086,4.01529319,0.48361122,0.00000000,0.02660551,0.79958876,0.07999384,1.70890221,1.41934088,1.04295718
-5.43571786,4.02049325,0.48800505,0.00000000,0.02668330,0.80073579,0.07974800,1.71637357,1.40571126,1.04734951
-5.42971486,4.02983666,0.49398697,0.00000000,0.02677679,0.80184799,0.07955324,1.72650730,1.39434161,1.05236109
-5.42371186,4.04436222,0.50166765,0.00000000,0.02689468,0.80314567,0.07944056,1.73971597,1.38557030,1.05826833
-5.41770885,4.06498454,0.51113002,0.00000000,0.02704516,0.80482806,0.07944061,1.75635371,1.37969359,1.06531757
-5.41170585,4.09245760,0.52242616,0.00000000,0.02723563,0.80706594,0.07958246,1.77670081,1.37695415,1.07371570
-5.40570285,4.12734463,0.53557480,0.00000000,0.02747241,0.80999573,0.07989240,1.80095103,1.37753141,1.08362244
-5.39969985,4.16999586,0.55055995,0.00000000,0.02776056,0.81371535,0.08039297,1.82920202,1.38153422,1.09514476
-5.39369685,4.22053519,0.56733047,0.00000000,0.02810371,0.81828188,0.08110215,1.86144965,1.38899642,1.10833362
-5.38769385,4.27885651,0.58580072,0.00000000,0.02850397,0.82371129,0.08203275,1.89758640,1.39987550,1.12318327
-5.38169085,4.34462965,0.60585229,0.00000000,0.02896187,0.82997996,0.08319210,1.93740390,1.41405433,1.13963292
-5.37568784,4.41731538,0.62733674,0.00000000,0.02947643,0.83702803,0.08458191,1.98059960,1.43134602,1.15757084
-5.36968484,4.49618864,0.65007922,0.00000000,0.03004520,0.84476427,0.08619839,2.02678695,1.45150135,1.17684042
-5.36368184,4.58036824,0.67388275,0.00000000,0.03066441,0.85307204,0.08803254,2.07550866,1.47421847,1.19724796
-5.35767884,4.66885138,0.69853302,0.00000000,0.03132909,0.86181606,0.09007054,2.12625214,1.49915410,1.21857150
-5.35167584,4.76055080,0.72380342,0.00000000,0.03203332,0.87084954,0.09229433,2.17846629,1.52593566,1.24057035
-5.34567284,4.85433237,0.74946007,0.00000000,0.03277037,0.88002114,0.09468215,2.23157859,1.55417343,1.26299455
-5.33966983,4.94905098,0.77526658,0.00000000,0.03353290,0.88918147,0.09720913,2.28501162,1.58347221,1.28559391
-5.33366683,5.04358283,0.80098821,0.00000000,0.03431317,0.89818868,0.09984789,2.33819807,1.61344166,1.30812593
-5.32766383,5.13685234,0.82639547,0.00000000,0.03510319,0.90691284,0.10256902,2.39059346,1.64370493,1.33036235
-5.32166083,5.22785270,0.85126678,0.00000000,0.03589489,0.91523901,0.10534158,2.44168608,1.67390510,1.35209392
-5.31565783,5.31565916,0.87539018,0.00000000,0.03668024,0.92306870,0.10813345,2.49100367,1.70370926,1.37313323
-5.30965483,5.39943501,0.89856416,0.00000000,0.03745133,0.93032004,0.11091170,2.53811687,1.73281032,1.39331570
-5.30365183,5.47843066,0.92059758,0.00000000,0.03820051,0.93692643,0.11364283,2.58263941,1.76092647,1.41249860
-5.29764882,5.55197660,0.94130886,0.00000000,0.03892041,0.94283420,0.11629307,2.62422550,1.78779894,1.43055860
-5.29164582,5.61947169,0.96052462,0.00000000,0.03960403,0.94799932,0.11882861,2.66256492,1.81318821,1.44738797
-5.28564282,5.68036818,0.97807805,0.00000000,0.04024476,0.95238374,0.12121588,2.69737649,1.83686949,1.46289006
-5.27963982,5.73415549,0.99380722,0.00000000,0.04083647,0.95595150,0.12342188,2.72840071,1.85862789,1.47697434
-5.27363682,5.78034429,1.00755365,0.00000000,0.04137348,0.95866517,0.12541455,2.75539239,1.87825395,1.48955161
-5.26763382,5.81845281,1.01916137,0.00000000,0.04185068,0.96048286,0.12716316,2.77811405,1.89554005,1.50052977
-5.26163082,5.84799665,1.02847676,0.00000000,0.04226355,0.96135609,0.12863886,2.79633068,1.91027824,1.50981056
-5.25562781,5.86848327,1.03534920,0.00000000,0.04260815,0.96122872,0.12981516,2.80980654,1.92225964,1.51728754
-5.24962481,5.87941193,1.03963274,0.00000000,0.04288124,0.96003708,0.13066851,2.81830428,1.93127567,1.52284551
-5.24362181,5.88027908,1.04118876,0.00000000,0.04308024,0.95771123,0.13117882,2.82158656,1.93712120,1.52636148
-5.23761881,5.87058921,1.03988954,0.00000000,0.04320328,0.95417738,0.13132999,2.81942009,1.93959922,1.52770700
-5.23161581,5.84987024,1.03562255,0.00000000,0.04324918,0.94936112,0.13111037,2.81158198,1.93852701,1.52675191
-5.22561281,5.81769264,1.02829538,0.00000000,0.04321745,0.94319140,0.13051305,2.79786786,1.93374315,1.52336898
-5.21960980,5.77369075,1.01784080,0.00000000,0.04310821,0.93560477,0.12953614,2.77810140,1.92511508,1.51743938
-5.21360680,5.71758505,1.00422192,0.00000000,0.04292215,0.92654972,0.12818279,2.75214442,1.91254645,1.50885831
-5.20760380,5.64920366,0.98743686,0.00000000,0.04266044,0.91599065,0.12646115,2.71990722,1.89598399,1.49754071
-5.20160080,5.56850184,0.96752283,0.00000000,0.04232465,0.90391130,0.12438412,2.68135822,1.87542322,1.48342644
-5.19559780,5.47557801,0.94455922,0.00000000,0.04191663,0.89031728,0.12196896,2.63653249,1.85091271,1.46648472
-5.18959480,5.37068551,0.91866955,0.00000000,0.04143839,0.87523756,0.11923682,2.58553871,1.82255659,1.44671752
-5.18359180,5.25423921,0.89002202,0.00000000,0.04089205,0.85872491,0.11621214,2.52856402,1.79051510,1.42416179
-5.17758879,5.12681686,0.85882870,0.00000000,0.04027974,0.84085509,0.11292196,2.46587672,1.75500331,1.39889033
-5.17158579,4.98915488,0.82534321,0.00000000,0.03960354,0.82172503,0.10939525,2.39782656,1.71628800,1.37101144
-5.16558279,4.84213930,0.78985709,0.00000000,0.03886548,0.80145008,0.10566224,2.32484270,1.67468295,1.34066734
-5.15957979,4.68679213,0.75269492,0.00000000,0.03806754,0.78016049,0.10175379,2.24742953,1.63054307,1.30803153
-5.15357679,4.52425424,0.71420833,0.00000000,0.03721172,0.75799755,0.09770079,2.16616053,1.58425766,1.27330540
-5.14757379,4.35576552,0.67476935,0.00000000,0.03630010,0.73510940,0.09353370,2.08167039,1.53624326,1.23671421
-5.14157079,4.18264346,0.63476308,0.00000000,0.03533497,0.71164707,0.08928219,1.99464595,1.48693648,1.19850280
-5.13556778,4.00626115,0.59458024,0.00000000,0.03431898,0.68776079,0.08497487,1.90581609,1.43678725,1.15893131
-5.12956478,3.82802550,0.55460965,0.00000000,0.03325525,0.66359702,0.08063917,1.81594102,1.38625274,1.11827099
-5.12356178,3.64935662,0.51523110,0.00000000,0.03214756,0.63929605,0.07630124,1.72580134,1.33579210,1.07680049
-5.11755878,3.47166879,0.47680866,0.00000000,0.03100049,0.61499067,0.07198603,1.63618699,1.28586235,1.03480262
-5.11155578,3.29635356,0.43968476,0.00000000,0.02981950,0.59080562,0.06771735,1.54788648,1.23691512,0.99256171
-5.10555278,3.12476498,0.40417506,0.00000000,0.02861105,0.56685791,0.06351805,1.46167649,1.18939446,0.95036156
-5.09954977,2.95820724,0.37056434,0.00000000,0.02738263,0.54325796,0.05941014,1.37831197,1.14373531,0.90848392
-5.09354677,2.79792426,0.33910328,0.00000000,0.02614278,0.52011134,0.05541494,1.29851684,1.10036256,0.86720753
-5.08754377,2.64509122,0.31000627,0.00000000,0.02490099,0.49752088,0.05155324,1.22297546,1.05969026,0.82680737
-5.08154077,2.50080751,0.28345018,0.00000000,0.02366762,0.47558901,0.04784536,1.15232467,1.02212092,0.78755420
-5.07553777,2.36609089,0.25957394,0.00000000,0.02245373,0.45442002,0.04431122,1.08714675,0.98804437,0.74971410
-5.06953477,2.24187234,0.23847890,0.00000000,0.02127090,0.43412208,0.04097032,1.02796306,0.95783624,0.71354790
-5.06353177,2.12899156,0.22022988,0.00000000,0.02013095,0.41480881,0.03784169,0.97522869,0.93185568,0.67931042
-5.05752876,2.02819268,0.20485669,0.00000000,0.01904574,0.39660012,0.03494375,0.92932795,0.91044248,0.64724933
-5.05152576,1.94012025,0.19235619,0.00000000,0.01802684,0.37962241,0.03229419,0.89057097,0.89391339,0.61760375
-5.04552276,1.86531553,0.18269457,0.00000000,0.01708530,0.36400791,0.02990973,0.85919147,0.88255798,0.59060241
-5.03951976,1.80421311,0.17580998,0.00000000,0.01623141,0.34989319,0.02780595,0.83534567,0.87663409,0.56646149
-5.03351676,1.75713814,0.17161527,0.00000000,0.01547442,0.33741696,0.02599698,0.81911272,0.87636324,0.54538220
-5.02751376,1.72430452,0.17000096,0.00000000,0.01482239,0.32671709,0.02449524,0.81049643,0.88192621,0.52754820
-5.02151076,1.70581406,0.17083822,0.00000000,0.01428204,0.31792730,0.02331120,0.80942847,0.89345921,0.51312298
-5.01550775,1.70165726,0.17398208,0.00000000,0.01385862,0.31117326,0.02245307,0.81577309,0.91105085,0.50224725
-5.00950475,1.71171560,0.17927460,0.00000000,0.01355593,0.30656871,0.02192654,0.82933318,0.93474028,0.49503660
-5.00350175,1.73576569,0.18654820,0.00000000,0.01337626,0.30421154,0.02173449,0.84985754,0.96451657,0.49157937
-4.99749875,1.77348516,0.19562912,0.00000000,0.01332050,0.30418008,0.02187676,0.87704929,1.00031952,0.49193501
-4.99149575,1.82446039,0.20634085,0.00000000,0.01338820,0.30652983,0.02234990,0.91057491,1.04204196,0.49613273
-4.98549275,1.88819568,0.21850766,0.00000000,0.01357775,0.31129071,0.02314698,0.95007383,1.08953320,0.50417075
-4.97948974,1.96412360,0.23195809,0.00000000,0.01388649,0.31846501,0.02425738,0.99516804,1.14260377,0.51601594
-4.97348674,2.05161620,0.24652837,0.00000000,0.01431096,0.32802607,0.02566669,1.04547132,1.20103089,0.53160392
-4.96748374,2.14999632,0.26206562,0.00000000,0.01484702,0.33991778,0.02735666,1.10059777,1.26456437,0.55083959
-4.96148074,2.25854876,0.27843081,0.00000000,0.01549009,0.35405490,0.02930514,1.16016911,1.33293259,0.57359791
-4.95547774,2.37653054,0.29550121,0.00000000,0.01623528,0.37032411,0.03148624,1.22382056,1.40584814,0.59972509
-4.94947474,2.50317980,0.31317240,0.00000000,0.01707756,0.38858586,0.03387047,1.29120485,1.48301259,0.62903985
-4.94347174,2.63772301,0.33135950,0.00000000,0.01801185,0.40867681,0.03642503,1.36199427,1.56412010,0.66133495
-4.93746873,2.77938004,0.34999763,0.00000000,0.01903313,0.43041280,0.03911426,1.43588060,1.64885969,0.69637877
-4.93146573,2.92736705,0.36904149,0.00000000,0.02013643,0.45359233,0.04190014,1.51257297,1.73691576,0.73391705
-4.92546273,3.08089714,0.38846398,0.00000000,0.02131688,0.47800023,0.04474299,1.59179382,1.82796700,0.77367466
-4.91945973,3.23917887,0.40825388,0.00000000,0.02256964,0.50341158,0.04760217,1.67327315,1.92168367,0.81535761
-4.91345673,3.40141326,0.42841256,0.00000000,0.02388981,0.52959575,0.05043701,1.75674152,2.01772347,0.85865516
-4.90745373,3.56678949,0.44894996,0.00000000,0.02527232,0.55632037,0.05320773,1.84192220,2.11572638,0.90324221
-4.90145073,3.73448019,0.46987980,0.00000000,0.02671182,0.58335526,0.05587646,1.92852314,2.21530892,0.94878201
-4.89544772,3.90363702,0.49121444,0.00000000,0.02820250,0.61047622,0.05840820,2.01622930,2.31605836,0.99492932
-4.88944472,4.07338740,0.51295947,0.00000000,0.02973796,0.63746865,0.06077192,2.10469599,2.41752760,1.04133404
-4.88344172,4.24283330,0.53510843,0.00000000,0.03131107,0.66413101,0.06294142,2.19354385,2.51923130,1.08764542
-4.87743872,4.41105284,0.55763797,0.00000000,0.03291384,0.69027813,0.06489628,2.28235609,2.62064390,1.13351695
-4.87143572,4.57710546,0.58050368,0.00000000,0.03453736,0.71574438,0.06662253,2.37067838,2.72120021,1.17861191
-4.86543272,4.74004125,0.60363700,0.00000000,0.03617174,0.74038665,0.06811328,2.45802186,2.82029898,1.22260953
-4.85942971,4.89891466,0.62694341,0.00000000,0.03780612,0.76408735,0.06936907,2.54386940,2.91730973,1.26521189
-4.85342671,5.05280273,0.65030210,0.00000000,0.03942877,0.78675716,0.07039813,2.62768513,3.01158321,1.30615119
-4.84742371,5.20082749,0.67356725,0.00000000,0.04102723,0.80833783,0.07121629,2.70892717,3.10246511,1.34519751
-4.84142071,5.34218192,0.69657101,0.00000000,0.04258848,0.82880465,0.07184675,2.78706297,3.18931296,1.38216658
-4.83541771,5.47615857,0.71912796,0.00000000,0.04409921,0.84816881,0.07231962,2.86158686,3.27151560,1.41692749
-4.82941471,5.60217943,0.74104109,0.00000000,0.04554615,0.86647933,0.07267122,2.93203895,3.34851443,1.44940982
-4.82341171,5.71982555,0.76210890,0.00000000,0.04691639,0.88382451,0.07294321,2.99802437,3.41982542,1.47961004
-4.81740870,5.82886463,0.78213327,0.00000000,0.04819777,0.90033269,0.07318156,3.05923191,3.48506087,1.50759646
-4.81140570,5.92927466,0.80092771,0.00000000,0.04937923,0.91617216,0.07343533,3.11545086,3.54394952,1.53351265
-4.80540270,6.02126165,0.81832559,0.00000000,0.05045117,0.93154994,0.07375543,3.16658497,3.59635390,1.55757874
-4.79939970,6.10526984,0.83418775,0.00000000,0.05140577,0.94670935,0.07419321,3.21266247,3.64228356,1.58009023
-4.79339670,6.18198266,0.84840906,0.00000000,0.05223726,0.96192616,0.07479909,3.25384127,3.68190317,1.60141417
-4.78739370,6.25231349,0.86092361,0.00000000,0.05294210,0.97750314,0.07562114,3.29040865,3.71553455,1.62198242
-4.78139070,6.31738538,0.87170803,0.00000000,0.05351905,0.99376317,0.07670373,3.32277502,3.74365215,1.64228200
-4.77538769,6.37849988,0.88078284,0.00000000,0.05396922,1.01104073,0.07808626,3.35146163,3.76687154,1.66284249
-4.76938469,6.43709535,0.88821159,0.00000000,0.05429596,1.02967200,0.07980193,3.37708260,3.78593122,1.68422088
-4.76338169,6.49469603,0.89409791,0.00000000,0.05450460,1.04998390,0.08187672,3.40032162,3.80166810,1.70698413
-4.75737869,6.55285379,0.89858049,0.00000000,0.05460227,1.07228213,0.08432853,3.42190450,3.81498768,1.73168992
-4.75137569,6.61308470,0.90182640,0.00000000,0.05459744,1.09683892,0.08716642,3.44256859,3.82683004,1.75886643
-4.74537269,6.67680346,0.90402303,0.00000000,0.05449955,1.12388070,0.09039016,3.46303057,3.83813321,1.78899163
-4.73936968,6.74525853,0.90536912,0.00000000,0.05431854,1.15357634,0.09398998,3.48395420,3.84979555,1.82247306
-4.73336668,6.81947125,0.90606549,0.00000000,0.05406438,1.18602643,0.09794648,3.50591961,3.86263904,1.85962892
-4.72736368,6.90018195,0.90630590,0.00000000,0.05374666,1.22125419,0.10223086,3.52939567,3.87737506,1.90067106
-4.72136068,6.98780577,0.90626872,0.00000000,0.05337411,1.25919831,0.10680537,3.55471698,3.89457451,1.94569093
-4.71535768,7.08240068,0.90610967,0.00000000,0.05295436,1.29970831,0.11162394,3.58206653,3.91464345,1.99464885
-4.70935468,7.18364918,0.90595624,0.00000000,0.05249362,1.34254258,0.11663303,3.61146502,3.93780566,2.04736718
-4.70335168,7.29085493,0.90590398,0.00000000,0.05199652,1.38736934,0.12177272,3.64276728,3.96409258,2.10352781
-4.69734867,7.40295442,0.90601480,0.00000000,0.05146608,1.43377056,0.12697789,3.67566596,3.99334120,2.16267403
-4.69134567,7.51854326,0.90631728,0.00000000,0.05090374,1.48124886,0.13217959,3.70970224,4.02519968,2.22421675
-4.68534267,7.63591583,0.90680904,0.00000000,0.05030951,1.52923697,0.13730638,3.74428291,4.05914039,2.28744508
-4.67933967,7.75311640,0.90746070,0.00000000,0.04968216,1.57710972,0.14228589,3.77870285,4.09447942,2.35154063
-4.67333667,7.86799945,0.90822128,0.00000000,0.04901954,1.62419800,0.14704625,3.81217184,4.13040161,2.41559534
-4.66733367,7.97829635,0.90902451,0.00000000,0.04831892,1.66980417,0.15151751,3.84384415,4.16598978,2.47863206
-4.66133067,8.08168561,0.90979570,0.00000000,0.04757729,1.71321858,0.15563309,3.87284969,4.20025671,2.53962739
-4.65532766,8.17586364,0.91045858,0.00000000,0.04679179,1.75373648,0.15933099,3.89832509,4.23217858,2.59753587
-4.64932466,8.25861339,0.91094177,0.00000000,0.04595999,1.79067481,0.16255493,3.91944359,4.26072836,2.65131507
-4.64332166,8.32786835,0.91118440,0.00000000,0.04508022,1.82338851,0.16525541,3.93544240,4.28490800,2.69995059
