energy_ev,total_up,Cu_p_up,Cu_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,4.92069268,1.59881398,3.92678767,0.80316245,0.00441253,0.89444116,0.00000000
-5.99399700,4.96521191,1.61853490,3.96294638,0.81988094,0.00448210,0.89038174,0.00000000
-5.98799400,5.00279799,1.63411024,3.99430233,0.83479173,0.00454856,0.88534219,0.00000000
-5.98199100,5.03407257,1.64549798,4.02140128,0.84803819,0.00461305,0.87938558,0.00000000
-5.97598799,5.05983806,1.65277779,4.04491172,0.85981155,0.00467685,0.87259273,0.00000000
-5.96998499,5.08104297,1.65614704,4.06559550,0.87034478,0.00474126,0.86505709,0.00000000
-5.96398199,5.09874190,1.65591249,4.08427497,0.87990477,0.00480760,0.85687931,0.00000000
-5.95797899,5.11405180,1.65247766,4.10179811,0.88878312,0.00487714,0.84816178,0.00000000
-5.95197599,5.12810663,1.64632661,4.11900337,0.89728583,0.00495105,0.83900355,0.00000000
-5.94597299,5.14201249,1.63800466,4.13668590,0.90572235,0.00503035,0.82949559,0.00000000
-5.93996998,5.15680527,1.62809698,4.15556677,0.91439441,0.00511588,0.81971700,0.00000000
-5.93396698,5.17341281,1.61720590,4.17626674,0.92358510,0.00520827,0.80973196,0.00000000
-5.92796398,5.19262328,1.60592808,4.19928567,0.93354864,0.00530790,0.79958787,0.00000000
-5.92196098,5.21506121,1.59483253,4.22498865,0.94450138,0.00541486,0.78931454,0.00000000
-5.91595798,5.24117200,1.58444041,4.25359926,0.95661428,0.00552900,0.77892448,0.00000000
-5.90995498,5.27121565,1.57520762,4.28520020,0.97000732,0.00564987,0.76841433,0.00000000
-5.90395198,5.30526954,1.56751078,4.31974105,0.98474593,0.00577678,0.75776715,0.00000000
-5.89794897,5.34323988,1.56163731,4.35705237,1.00083972,0.00590880,0.74695549,0.00000000
-5.89194597,5.38488085,1.55777975,4.39686543,1.01824331,0.00604479,0.73594506,0.00000000
-5.88594297,5.42982011,1.55603455,4.43883597,1.03685942,0.00618346,0.72469863,0.00000000
-5.87993997,5.47758912,1.55640507,4.48257084,1.05654370,0.00632338,0.71317999,0.00000000
-5.87393697,5.52765629,1.55880852,4.52765570,1.07711131,0.00646308,0.70135775,0.00000000
-5.86793397,5.57946116,1.56308619,4.57368238,1.09834467,0.00660106,0.68920860,0.00000000
-5.86193097,5.63244771,1.56901628,4.62027434,1.12000205,0.00673585,0.67671998,0.00000000
-5.85592796,5.68609505,1.57632862,4.66710894,1.14182667,0.00686608,0.66389192,0.00000000
-5.84992496,5.73994407,1.58472022,4.71393559,1.16355567,0.00699050,0.65073797,0.00000000
-5.84392196,5.79361900,1.59387109,4.76058889,1.18492881,0.00710805,0.63728518,0.00000000
-5.83791896,5.84684303,1.60345928,4.80699664,1.20569642,0.00721786,0.62357328,0.00000000
-5.83191596,5.89944781,1.61317467,4.85318249,1.22562642,0.00731931,0.60965287,0.00000000
-5.82591296,5.95137697,1.62273093,4.89926365,1.24451018,0.00741203,0.59558318,0.00000000
-5.81990995,6.00268397,1.63187514,4.94544421,1.26216718,0.00749590,0.58142916,0.00000000
-5.81390695,6.05352516,1.64039511,4.99200494,1.27844839,0.00757112,0.56725852,0.00000000
-5.80790395,6.10414907,1.64812413,5.03929036,1.29323845,0.00763811,0.55313858,0.00000000
-5.80190095,6.15488272,1.65494331,5.08769410,1.30645674,0.00769760,0.53913350,0.00000000
-5.79589795,6.20611637,1.66078182,5.13764360,1.31805748,0.00775055,0.52530178,0.00000000
-5.78989495,6.25828731,1.66561509,5.18958467,1.32802892,0.00779817,0.51169440,0.00000000
-5.78389195,6.31186375,1.66946152,5.24396682,1.33639184,0.00784191,0.49835360,0.00000000
-5.77788894,6.36732921,1.67237794,5.30122959,1.34319749,0.00788338,0.48531244,0.00000000
-5.77188594,6.42516780,1.67445423,5.36179012,1.34852493,0.00792438,0.47259497,0.00000000
-5.76588294,6.48585037,1.67580726,5.42603199,1.35247803,0.00796685,0.46021717,0.00000000
-5.75987994,6.54982155,1.67657461,5.49429498,1.35518196,0.00801280,0.44818836,0.00000000
-5.75387694,6.61748724,1.67690811,5.56686570,1.35677935,0.00806432,0.43651301,0.00000000
-5.74787394,6.68920233,1.67696740,5.64396842,1.35742606,0.00812348,0.42519278,0.00000000
-5.74187094,6.76525821,1.67691370,5.72575604,1.35728654,0.00819230,0.41422859,0.00000000
-5.73586793,6.84586996,1.67690365,5.81230084,1.35652891,0.00827271,0.40362251,0.00000000
-5.72986493,6.93116312,1.67708361,5.90358497,1.35531977,0.00836642,0.39337942,0.00000000
