energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.31211470,0.15523891,0.00000000,0.07570024,0.30424613,0.67055880,0.17227403
-5.99399700,1.29280164,0.14913498,0.00000000,0.07536321,0.29892533,0.67945093,0.16716683
-5.98799400,1.27470732,0.14329445,0.00000000,0.07507049,0.29396118,0.68844000,0.16235387
-5.98199100,1.25757499,0.13773494,0.00000000,0.07479914,0.28929825,0.69713842,0.15782389
-5.97598799,1.24104130,0.13245770,0.00000000,0.07452130,0.28485571,0.70512054,0.15354926
-5.96998499,1.22466186,0.12744973,0.00000000,0.07420592,0.28053342,0.71194054,0.14948910
-5.96398199,1.20794073,0.12268634,0.00000000,0.07382065,0.27621897,0.71715171,0.14559278
-5.95797899,1.19036238,0.11813429,0.00000000,0.07333389,0.27179533,0.72032625,0.14180394
-5.95197599,1.17142458,0.11375503,0.00000000,0.07271689,0.26714871,0.72107463,0.13806457
-5.94597299,1.15067043,0.10950806,0.00000000,0.07194575,0.26217630,0.71906370,0.13431906
-5.93996998,1.12771831,0.10535424,0.00000000,0.07100330,0.25679347,0.71403266,0.13051808
-5.93396698,1.10228806,0.10125882,0.00000000,0.06988077,0.25094018,0.70580618,0.12662196
-5.92796398,1.07422255,0.09719406,0.00000000,0.06857911,0.24458641,0.69430418,0.12260364
-5.92196098,1.04350367,0.09314144,0.00000000,0.06711000,0.23773618,0.67954786,0.11845084
-5.91595798,1.01026228,0.08909329,0.00000000,0.06549643,0.23043041,0.66166185,0.11416768
-5.90995498,0.97478196,0.08505384,0.00000000,0.06377294,0.22274817,0.64087251,0.10977535
-5.90395198,0.93749655,0.08103968,0.00000000,0.06198536,0.21480662,0.61750258,0.10531225
-5.89794897,0.89898210,0.07707971,0.00000000,0.06019022,0.20675965,0.59196260,0.10083325
-5.89194597,0.85994363,0.07321448,0.00000000,0.05845373,0.19879522,0.56473968,0.09640840
-5.88594297,0.82119750,0.06949521,0.00000000,0.05685050,0.19113170,0.53638403,0.09212106
-5.87993997,0.78365043,0.06598229,0.00000000,0.05546187,0.18401330,0.50749420,0.08806556
-5.87393697,0.74827576,0.06274359,0.00000000,0.05437405,0.17770472,0.47870138,0.08434455
-5.86793397,0.71608814,0.05985251,0.00000000,0.05367599,0.17248533,0.45065354,0.08106600
-5.86193097,0.68811713,0.05738589,0.00000000,0.05345715,0.16864276,0.42399994,0.07834012
-5.85592796,0.66538065,0.05542180,0.00000000,0.05380511,0.16646634,0.39937633,0.07627618
-5.84992496,0.64885867,0.05403736,0.00000000,0.05480304,0.16624018,0.37739124,0.07497927
-5.84392196,0.63946763,0.05330651,0.00000000,0.05652727,0.16823613,0.35861353,0.07454718
-5.83791896,0.63803592,0.05329780,0.00000000,0.05904471,0.17270668,0.34356123,0.07506739
-5.83191596,0.64528073,0.05407230,0.00000000,0.06241041,0.17987775,0.33269175,0.07661412
-5.82591296,0.66178630,0.05568155,0.00000000,0.06666519,0.18994148,0.32639322,0.07924568
-5.81990995,0.68798399,0.05816554,0.00000000,0.07183345,0.20304920,0.32497704,0.08300198
-5.81390695,0.72413430,0.06155092,0.00000000,0.07792116,0.21930444,0.32867131,0.08790237
-5.80790395,0.77031106,0.06584926,0.00000000,0.08491420,0.23875644,0.33761523,0.09394375
-5.80190095,0.82638837,0.07105552,0.00000000,0.09277706,0.26139406,0.35185418,0.10109908
-5.79589795,0.89203062,0.07714677,0.00000000,0.10145196,0.28714053,0.37133586,0.10931642
-5.78989495,0.96668613,0.08408117,0.00000000,0.11085859,0.31584918,0.39590722,0.11851833
-5.78389195,1.04958518,0.09179732,0.00000000,0.12089435,0.34730054,0.42531261,0.12860199
-5.77788894,1.13974283,0.10021406,0.00000000,0.13143534,0.38120099,0.45919343,0.13943993
-5.77188594,1.23596727,0.10923067,0.00000000,0.14233801,0.41718342,0.49708942,0.15088139
-5.76588294,1.33687411,0.11872778,0.00000000,0.15344154,0.45480992,0.53844212,0.16275453
-5.75987994,1.44090695,0.12856873,0.00000000,0.16457092,0.49357697,0.58260072,0.17486933
-5.75387694,1.54636418,0.13860168,0.00000000,0.17554066,0.53292298,0.62883062,0.18702114
-5.74787394,1.65143206,0.14866224,0.00000000,0.18615912,0.57223837,0.67632483,0.19899507
-5.74187094,1.75422329,0.15857682,0.00000000,0.19623324,0.61087796,0.72421841,0.21057079
-5.73586793,1.85282045,0.16816642,0.00000000,0.20557358,0.64817550,0.77160556,0.22152786
-5.72986493,1.94532303,0.17725089,0.00000000,0.21399952,0.68345995,0.81755949,0.23165142
-5.72386193,2.02989670,0.18565357,0.00000000,0.22134439,0.71607297,0.86115420,0.24073782
-5.71785893,2.10482299,0.19320595,0.00000000,0.22746035,0.74538711,0.90148784,0.24860034
-5.71185593,2.16854777,0.19975245,0.00000000,0.23222278,0.77082395,0.93770681,0.25507447
-5.70585293,2.21972644,0.20515493,0.00000000,0.23553410,0.79187154,0.96902956,0.26002271
-5.69984992,2.25726403,0.20929680,0.00000000,0.23732677,0.80810037,0.99476937,0.26333867
-5.69384692,2.28034850,0.21208657,0.00000000,0.23756534,0.81917718,1.01435499,0.26495023
-5.68784392,2.28847581,0.21346067,0.00000000,0.23624753,0.82487604,1.02734827,0.26482168
-5.68184092,2.28146551,0.21338538,0.00000000,0.23340428,0.82508612,1.03345785,0.26295472
