energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.24962481,9.67984780,0.01417772,2.27651253,1.11476328,0.56309501,6.08810438,3.38035044,0.18549057,2.56841466
-5.24362181,9.54566935,0.01392835,2.23890854,1.07041004,0.55483468,6.00480158,3.33468895,0.18797951,2.52972023
-5.23761881,9.40259650,0.01362637,2.19918850,1.02531091,0.54620393,5.91441723,3.28577808,0.19019198,2.48909798
-5.23161581,9.25017436,0.01327582,2.15715253,0.97983200,0.53724667,5.81684447,3.23305261,0.19210541,2.44674285
-5.22561281,9.08809527,0.01288129,2.11267473,0.93433178,0.52799789,5.71210971,3.17606527,0.19369446,2.40281985
-5.21960980,8.91620833,0.01244784,2.06570320,0.88915419,0.51848494,5.60036269,3.11449362,0.19493213,2.35746543
-5.21360680,8.73452788,0.01198085,2.01625806,0.84462273,0.50872927,5.48186400,3.04814364,0.19579117,2.31079184
-5.20760380,8.54324114,0.01148587,1.96442777,0.80103554,0.49874866,5.35697116,2.97695054,0.19624576,2.26289366
-5.20160080,8.34271516,0.01096856,1.91036439,0.75866155,0.48855959,5.22612461,2.90097722,0.19627334,2.21385631
-5.19559780,8.13350279,0.01043455,1.85427806,0.71773777,0.47817975,5.08983428,2.82041098,0.19585641,2.16376565
-5.18959480,7.91634687,0.00988938,1.79643098,0.67846761,0.46763039,4.94866745,2.73555853,0.19498443,2.11271790
-5.18359180,7.69218186,0.00933836,1.73713114,0.64102022,0.45693836,4.80323825,2.64683964,0.19365536,2.06082924
-5.17758879,7.46213180,0.00878658,1.67672594,0.60553060,0.44613771,4.65419877,2.55477935,0.19187694,2.00824399
-5.17158579,7.22750336,0.00823882,1.61559555,0.57210055,0.43527071,4.50223165,2.45999870,0.18966764,1.95514097
-5.16558279,6.98977333,0.00769952,1.55414620,0.54080019,0.42438824,4.34804379,2.36320392,0.18705699,1.90173727
-5.15957979,6.75056941,0.00717274,1.49280315,0.51166990,0.41354941,4.19236073,2.26517401,0.18408546,1.84828900
-5.15357679,6.51164413,0.00666215,1.43200341,0.48472271,0.40282056,4.03592133,2.16674642,0.18080372,1.79508901
-5.14757379,6.27484183,0.00617100,1.37218803,0.45994676,0.39227353,3.87947207,2.06880101,0.17727136,1.74246131
-5.14157079,6.04205907,0.00570212,1.31379399,0.43730803,0.38198344,3.72376087,1.97224231,0.17355511,1.69075269
-5.13556778,5.81519958,0.00525792,1.25724585,0.41675302,0.37202599,3.56953012,1.87798019,0.16972653,1.64032169
-5.12956478,5.59612491,0.00484037,1.20294701,0.39821138,0.36247445,3.41750872,1.78690941,0.16585947,1.59152566
-5.12356178,5.38660276,0.00445101,1.15127104,0.38159852,0.35339661,3.26840352,1.69988841,0.16202719,1.54470671
-5.11755878,5.18825490,0.00409095,1.10255307,0.36681804,0.34485165,3.12289010,1.61771800,0.15829949,1.50017704
-5.11155578,5.00250699,0.00376088,1.05708174,0.35376407,0.33688733,2.98160347,1.54112058,0.15473981,1.45820480
-5.10555278,4.83054265,0.00346109,1.01509190,0.34232340,0.32953751,2.84512903,1.47072071,0.15140260,1.41900120
-5.09954977,4.67326395,0.00319145,0.97675840,0.33237749,0.32282018,2.71399433,1.40702770,0.14833098,1.38270949
-5.09354677,4.53126027,0.00295147,0.94219143,0.32380430,0.31673609,2.58866209,1.35042107,0.14555486,1.34939667
-5.08754377,4.40478742,0.00274031,0.91143348,0.31648005,0.31126807,2.46952494,1.30113949,0.14308966,1.31904825
-5.08154077,4.29375811,0.00255681,0.88445836,0.31028070,0.30638115,2.35690213,1.25927379,0.14093558,1.29156656
-5.07553777,4.19774455,0.00239952,0.86117235,0.30508353,0.30202326,2.25103862,1.22476447,0.13907759,1.26677262
-5.06953477,4.11599349,0.00226678,0.84141753,0.30076837,0.29812680,2.15210642,1.19740400,0.13748608,1.24441159
-5.06353177,4.04745320,0.00215672,0.82497728,0.29721898,0.29461074,2.06020829,1.17684380,0.13611809,1.22416167
-5.05752876,3.99081151,0.00206735,0.81158383,0.29432417,0.29138332,1.97538353,1.16260599,0.13491922,1.20564586
-5.05152576,3.94454355,0.00199660,0.80092754,0.29197898,0.28834516,1.89761562,1.15409929,0.13382599,1.18844626
-5.04552276,3.90696708,0.00194239,0.79266772,0.29008567,0.28539275,1.82684116,1.15063871,0.13276852,1.17212017
-5.03951976,3.87630323,0.00190269,0.78644437,0.28855473,0.28242200,1.76295968,1.15146813,0.13167360,1.15621723
-5.03351676,3.85074015,0.00187554,0.78189053,0.28730581,0.27933192,1.70584383,1.15578500,0.13046775,1.14029689
-5.02751376,3.82849667,0.00185915,0.77864459,0.28626842,0.27602812,1.65534911,1.16276614,0.12908033,1.12394538
-5.02151076,3.80788340,0.00185191,0.77636207,0.28538268,0.27242606,1.61132286,1.17159348,0.12744647,1.10679149
-5.01550775,3.78735856,0.00185241,0.77472636,0.28459977,0.26845397,1.57361164,1.18147890,0.12550964,1.08852041
-5.00950475,3.76557615,0.00185951,0.77345778,0.28388226,0.26405520,1.54206677,1.19168696,0.12322396,1.06888513
-5.00350175,3.74142439,0.00187231,0.77232077,0.28320421,0.25919007,1.51654740,1.20155463,0.12055582,1.04771483
-4.99749875,3.71405301,0.00189014,0.77112861,0.28255101,0.25383709,1.49692097,1.21050734,0.11748511,1.02492014
-4.99149575,3.68288817,0.00191258,0.76974563,0.28191894,0.24799348,1.48306082,1.21807056,0.11400577,1.00049497
-4.98549275,3.64763484,0.00193941,0.76808668,0.28131455,0.24167509,1.47484101,1.22387679,0.11012572,0.97451506
-4.97948974,3.60826670,0.00197058,0.76611408,0.28075372,0.23491573,1.47212859,1.22766750,0.10586630,0.94713344
-4.97348674,3.56500472,0.00200618,0.76383199,0.28026055,0.22776589,1.47477357,1.22929039,0.10126110,0.91857314
-4.96748374,3.51828580,0.00204635,0.76127874,0.27986613,0.22029109,1.48259738,1.22869225,0.09635443,0.88911780
-4.96148074,3.46872369,0.00209128,0.75851750,0.27960727,0.21256986,1.49538039,1.22590794,0.09119932,0.85910063
-4.95547774,3.41706464,0.00214114,0.75562584,0.27952536,0.20469156,1.51284950,1.22104640,0.08585542,0.82889268
-4.94947474,3.36414078,0.00219605,0.75268475,0.27966536,0.19675422,1.53466679,1.21427462,0.08038664,0.79889099
-4.94347174,3.31082416,0.00225604,0.74976798,0.28007523,0.18886240,1.56042037,1.20580052,0.07485882,0.76950752
-4.93746873,3.25798446,0.00232101,0.74693219,0.28080582,0.18112546,1.58961831,1.19585607,0.06933753,0.74115948
-4.93146573,3.20645312,0.00239077,0.74420863,0.28191142,0.17365621,1.62168691,1.18468147,0.06388596,0.71426186
-4.92546273,3.15699640,0.00246503,0.74159690,0.28345092,0.16657007,1.65597394,1.17251160,0.05856314,0.68922244
-4.91945973,3.11029899,0.00254340,0.73906126,0.28548986,0.15998490,1.69175742,1.15956539,0.05342248,0.66643978
-4.91345673,3.06695952,0.00262549,0.73652972,0.28810313,0.15402152,1.72826046,1.14603884,0.04851063,0.64630425
-4.90745373,3.02749832,0.00271094,0.73389610,0.29137836,0.14880484,1.76467178,1.13210203,0.04386677,0.62920203
-4.90145073,2.99237674,0.00279948,0.73102498,0.29541989,0.14446571,1.80017174,1.11790016,0.03952225,0.61552180
-4.89544772,2.96202710,0.00289106,0.72775924,0.30035296,0.14114321,1.83396285,1.10355854,0.03550062,0.60566356
-4.88944472,2.93689081,0.00298588,0.72392997,0.30632793,0.13898735,1.86530362,1.08919087,0.03181796,0.60004887
-4.88344172,2.91746219,0.00308455,0.71936789,0.31352419,0.13816200,1.89354418,1.07491034,0.02848349,0.59913165
-4.87743872,2.90433450,0.00318808,0.71391596,0.32215326,0.13884766,1.91816191,1.06084236,0.02550035,0.60340853
-4.87143572,2.89824461,0.00329806,0.70744215,0.33246079,0.14124397,1.93879500,1.04713813,0.02286666,0.61342763
-4.86543272,2.90011259,0.00341663,0.69985174,0.34472687,0.14557164,1.95527218,1.03398768,0.02057649,0.62979467
-4.85942971,2.91107243,0.00354654,0.69109837,0.35926445,0.15207335,1.96763639,1.02163147,0.01862097,0.65317548
-4.85342671,2.93249070,0.00369116,0.68119314,0.37641544,0.16101363,1.97616101,1.01036929,0.01698931,0.68429380
-4.84742371,2.96597028,0.00385443,0.67021121,0.39654424,0.17267710,1.98135705,1.00056582,0.01566974,0.72392377
-4.84142071,3.01333727,0.00404080,0.65829545,0.42002870,0.18736527,1.98397049,0.99265189,0.01465035,0.77287660
-4.83541771,3.07660985,0.00425515,0.64565687,0.44724836,0.20539134,1.98496922,0.98712123,0.01391965,0.83198110
-4.82941471,3.15794917,0.00450261,0.63257174,0.47857042,0.22707328,1.98551983,0.98452254,0.01346709,0.90205845
-4.82341171,3.25959319,0.00478840,0.61937559,0.51433361,0.25272502,1.98695481,0.98544689,0.01328327,0.98389140
-4.81740870,3.38377566,0.00511766,0.60645421,0.55483048,0.28264587,1.99073144,0.99051115,0.01336002,1.07818917
-4.81140570,3.53263331,0.00549517,0.59423226,0.60028902,0.31710863,1.99838410,1.00033802,0.01369023,1.18554888
-4.80540270,3.70810525,0.00592516,0.58315991,0.65085422,0.35634642,2.01147202,1.01553365,0.01426761,1.30641551
-4.79939970,3.91182935,0.00641101,0.57369821,0.70657049,0.40053901,2.03152499,1.03666406,0.01508618,1.44104183
-4.79339670,4.14504068,0.00695506,0.56630394,0.76736612,0.44979897,2.05998946,1.06423149,0.01613978,1.58945078
-4.78739370,4.40847758,0.00755837,0.56141448,0.83304054,0.50415851,2.09817756,1.09865204,0.01742144,1.75140207
-4.78139070,4.70230053,0.00822053,0.55943361,0.90325536,0.56355745,2.14722164,1.14023576,0.01892273,1.92636543
-4.77538769,5.02602897,0.00893950,0.56071863,0.97753015,0.62783328,2.20803622,1.18917038,0.02063315,2.11350245
-4.76938469,5.37850018,0.00971154,0.56556935,1.05524332,0.69671387,2.28128929,1.24550950,0.02253958,2.31165879
-4.76338169,5.75785390,0.01053116,0.57421947,1.13563891,0.76981351,2.36738419,1.30916606,0.02462579,2.51936818
-4.75737869,6.16154462,0.01139120,0.58683046,1.21783905,0.84663283,2.46645268,1.37991140,0.02687213,2.73486913
-4.75137569,6.58638281,0.01228291,0.60348808,1.30086236,0.92656297,2.57835941,1.45738015,0.02925534,2.95613482
-4.74537269,7.02860441,0.01319617,0.62420158,1.38364763,1.00889432,2.70271731,1.54108058,0.03174856,3.18091566
-4.73936968,7.48396664,0.01411979,0.64890543,1.46508212,1.09282969,2.83891272,1.63041015,0.03432156,3.40679381
-4.73336668,7.94786684,0.01504182,0.67746324,1.54403364,1.17750177,2.98613883,1.72467530,0.03694112,3.63124778
-4.72736368,8.41547960,0.01594998,0.70967372,1.61938489,1.26199451,3.14343534,1.82311457,0.03957161,3.85172513
-4.72136068,8.88190654,0.01683211,0.74527810,1.69006906,1.34536750,3.30973209,1.92492394,0.04217582,4.06572008
-4.71535768,9.34233192,0.01767664,0.78396871,1.75510476,1.42668271,3.48389424,2.02928300,0.04471579,4.27085313
-4.70935468,9.79217736,0.01847308,0.82539824,1.81362902,1.50503232,3.66476634,2.13538076,0.04715385,4.46494901
-4.70335168,10.22724813,0.01921251,0.86918925,1.86492670,1.57956649,3.85121314,2.24243976,0.04945372,4.64610930
-4.69734867,10.64386431,0.01988799,0.91494358,1.90845501,1.64951989,4.04215472,2.34973732,0.05158156,4.81277635
-4.69134567,11.03897044,0.02049493,0.96225133,1.94386191,1.71423562,4.23659427,2.45662310,0.05350701,4.96378520
-4.68534267,11.41021829,0.02103142,1.01069899,1.97099744,1.77318537,4.43363726,2.56253188,0.05520417,5.09840082
-4.67933967,11.75601889,0.02149838,1.05987682,1.98991758,1.82598486,4.63250087,2.66699150,0.05665236,5.21633852
-4.67333667,12.07556119,0.02189966,1.10938498,2.00088012,1.87240368,4.83251378,2.76962538,0.05783678,5.31776637
-4.66733367,12.36879663,0.02224198,1.15883863,2.00433302,1.91236892,5.03310635,2.87014998,0.05874889,5.40328911
-4.66133067,12.63639053,0.02253481,1.20787184,2.00089544,1.94596254,5.23379216,2.96836739,0.05938660,5.47391404
-4.65532766,12.87964282,0.02278999,1.25614042,1.99133255,1.97341239,5.43414224,3.06415383,0.05975416,5.53100043
-4.64932466,13.10038245,0.02302142,1.30332377,1.97652507,1.99507738,5.63375373,3.15744482,0.05986184,5.57619443
-4.64332166,13.30084063,0.02324446,1.34912574,1.95743496,2.01142751,5.83221507,3.24821805,0.05972536,5.61135272
