energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.69984992,2.08662447,0.00467017,0.04575398,0.74402950,0.90907435,0.12902144,0.25879621,0.01013005,1.16740828
-5.69384692,2.07204135,0.00485938,0.04368797,0.73977310,0.91563330,0.12668906,0.24945236,0.01013318,1.16825454
-5.68784392,2.06381682,0.00506177,0.04193215,0.73822518,0.92293604,0.12509849,0.24202061,0.01016307,1.17172999
-5.68184092,2.06119267,0.00527723,0.04046171,0.73921892,0.93065019,0.12418411,0.23640258,0.01021709,1.17742034
-5.67583792,2.06341657,0.00550642,0.03925032,0.74260410,0.93845427,0.12388130,0.23249387,0.01029278,1.18492460
-5.66983492,2.06978776,0.00575084,0.03827160,0.74826316,0.94605435,0.12413064,0.23019119,0.01038806,1.19387928
-5.66383192,2.07969942,0.00601296,0.03750056,0.75612566,0.95319976,0.12488169,0.22939894,0.01050148,1.20398103
-5.65782891,2.09267563,0.00629620,0.03691486,0.76618051,0.95969704,0.12609622,0.23003459,0.01063234,1.21500634
-5.65182591,2.10840124,0.00660491,0.03649584,0.77848511,0.96542140,0.12775083,0.23203301,0.01078088,1.22682758
-5.64582291,2.12674281,0.00694432,0.03622939,0.79317084,0.97032513,0.12983868,0.23534913,0.01094830,1.23942420
-5.63981991,2.14775979,0.00732031,0.03610650,0.81044437,0.97444240,0.13237034,0.23995919,0.01113678,1.25288859
-5.63381691,2.17170472,0.00773924,0.03612358,0.83058433,0.97789014,0.13537371,0.24586025,0.01134944,1.26742602
-5.62781391,2.19901249,0.00820768,0.03628244,0.85393325,0.98086485,0.13889282,0.25306813,0.01159020,1.28334837
-5.62181091,2.23027856,0.00873204,0.03659006,0.88088477,0.98363526,0.14298578,0.26161375,0.01186355,1.30106175
-5.61580790,2.26622674,0.00931826,0.03705796,0.91186625,0.98653115,0.14772167,0.27153814,0.01217438,1.32104814
-5.60980490,2.30766781,0.00997136,0.03770145,0.94731741,0.98992861,0.15317662,0.28288624,0.01252759,1.34384176
-5.60380190,2.35545036,0.01069505,0.03853856,0.98766556,0.99423227,0.15942918,0.29569984,0.01292782,1.37000087
-5.59779890,2.41040583,0.01149136,0.03958879,1.03329829,0.99985535,0.16655510,0.31000990,0.01337907,1.40007607
-5.59179590,2.47329017,0.01236025,0.04087178,1.08453489,1.00719817,0.17462178,0.32582880,0.01388435,1.43457648
-5.58579290,2.54472460,0.01329932,0.04240578,1.14159746,1.01662607,0.18368258,0.34314268,0.01444534,1.47393504
-5.57978989,2.62513818,0.01430356,0.04420622,1.20458337,1.02844788,0.19377125,0.36190444,0.01506209,1.51847465
-5.57378689,2.71471514,0.01536518,0.04628414,1.27344021,1.04289570,0.20489673,0.38202781,0.01573276,1.56837678
-5.56778389,2.81334949,0.01647359,0.04864490,1.34794477,1.06010715,0.21703861,0.40338266,0.01645344,1.62365389
-5.56178089,2.92060963,0.01761550,0.05128692,1.42768732,1.08011085,0.23014346,0.42579219,0.01721807,1.68412750
-5.55577789,3.03571498,0.01877503,0.05420065,1.51206231,1.10281601,0.24412227,0.44903191,0.01801839,1.74941295
-5.54977489,3.15752644,0.01993412,0.05736784,1.60026645,1.12800667,0.25884922,0.47283086,0.01884404,1.81891208
-5.54377189,3.28455188,0.02107289,0.06076116,1.69130474,1.15534104,0.27416188,0.49687500,0.01968275,1.89181450
-5.53776888,3.41496702,0.02217023,0.06434408,1.78400479,1.18435627,0.28986292,0.52081276,0.02052061,1.96710798
-5.53176588,3.54665169,0.02320435,0.06807121,1.87703933,1.21447834,0.30572341,0.54426268,0.02134243,2.04359771
-5.52576288,3.67724040,0.02415354,0.07188897,1.96895634,1.24503711,0.32148762,0.56682278,0.02213215,2.11993436
-5.51975988,3.80418566,0.02499679,0.07573666,2.05821597,1.27528576,0.33687916,0.58808144,0.02287336,2.19464965
-5.51375688,3.92483166,0.02571458,0.07954788,2.14323302,1.30442410,0.35160833,0.60762930,0.02354977,2.26619856
-5.50775388,4.03649550,0.02628952,0.08325219,2.22242330,1.33162456,0.36538039,0.62507166,0.02414578,2.33300638
-5.50175088,4.13655279,0.02670697,0.08677708,2.29425215,1.35606010,0.37790442,0.64004092,0.02464697,2.39351871
-5.49574787,4.22252373,0.02695556,0.09005008,2.35728315,1.37693258,0.38890250,0.65220849,0.02504059,2.44625250
-5.48974487,4.29215644,0.02702764,0.09300093,2.41022483,1.39350060,0.39811863,0.66129566,0.02531596,2.48984585
-5.48374187,4.34350364,0.02691950,0.09556376,2.45197374,1.40510549,0.40532734,0.66708290,0.02546487,2.52310450
-5.47773887,4.37498963,0.02663159,0.09767918,2.48165166,1.41119440,0.41034124,0.66941726,0.02548179,2.54504305
-5.47173587,4.38546461,0.02616840,0.09929621,2.49863570,1.41133954,0.41301753,0.66821754,0.02536407,2.55491921
-5.46573287,4.37424430,0.02553837,0.10037384,2.50257996,1.40525278,0.41326294,0.66347701,0.02511198,2.55225953
-5.45972986,4.34113320,0.02475358,0.10088241,2.49342784,1.39279509,0.41103706,0.65526363,0.02472867,2.53687580
-5.45372686,4.28643088,0.02382929,0.10080446,2.47141481,1.37398044,0.40635376,0.64371778,0.02422006,2.50887142
-5.44772386,4.21092140,0.02278347,0.10013529,2.43706152,1.34897422,0.39928091,0.62904768,0.02359458,2.46863774
-5.44172086,4.11584663,0.02163618,0.09888300,2.39115784,1.31808636,0.38993818,0.61152282,0.02286288,2.41684074
-5.43571786,4.00286516,0.02040897,0.09706811,2.33473875,1.28175959,0.37849319,0.59146557,0.02203750,2.35439884
-5.42971486,3.87399889,0.01912421,0.09472288,2.26905326,1.24055345,0.36515625,0.56924161,0.02113246,2.28245303
-5.42371186,3.73156996,0.01780449,0.09189014,2.19552784,1.19512499,0.35017383,0.54524946,0.02016286,2.20233087
-5.41770885,3.57813092,0.01647205,0.08862193,2.11572603,1.14620697,0.33382119,0.51990957,0.01914449,2.11550593
-5.41170585,3.41639127,0.01514824,0.08497785,2.03130597,1.09458458,0.31639441,0.49365358,0.01809340,2.02355459
-5.40570285,3.24914323,0.01385312,0.08102334,1.94397739,1.04107173,0.29820227,0.46691386,0.01702561,1.92811191
-5.39969985,3.07918975,0.01260510,0.07682781,1.85545985,0.98648778,0.27955820,0.44011399,0.01595671,1.83082831
-5.39369685,2.90927711,0.01142075,0.07246279,1.76744332,0.93163569,0.26077266,0.41366024,0.01490171,1.73332869
-5.38769385,2.74203424,0.01031460,0.06800021,1.68155253,0.87728216,0.24214625,0.38793425,0.01387474,1.63717510
-5.38169085,2.57992031,0.00929913,0.06351074,1.59931561,0.82414055,0.22396359,0.36328721,0.01288896,1.54383424
-5.37568784,2.42518160,0.00838481,0.05906237,1.52213782,0.77285685,0.20648830,0.34003530,0.01195643,1.45465028
-5.36968484,2.27981817,0.00758018,0.05471913,1.45128047,0.72399907,0.18995903,0.31845660,0.01108810,1.37082348
-5.36368184,2.14556022,0.00689201,0.05054013,1.38784502,0.67804998,0.17458656,0.29878911,0.01029377,1.29339471
-5.35767884,2.02385374,0.00632543,0.04657874,1.33276200,0.63540326,0.16055196,0.28123000,0.00958212,1.22323561
-5.35167584,1.91585452,0.00588421,0.04288208,1.28678442,0.59636274,0.14800561,0.26593564,0.00896072,1.16104396
-5.34567284,1.82242940,0.00557083,0.03949063,1.25048489,0.56114439,0.13706714,0.25302239,0.00843611,1.10734362
-5.33966983,1.74416344,0.00538671,0.03643811,1.22425590,0.52988074,0.12782592,0.24256782,0.00801381,1.06248827
-5.33366683,1.68137157,0.00533229,0.03375143,1.20831235,0.50262699,0.12034198,0.23461225,0.00769835,1.02666819
-5.32766383,1.63411343,0.00540715,0.03145078,1.20269596,0.47936860,0.11464738,0.22916042,0.00749326,0.99991915
-5.32166083,1.60221000,0.00560998,0.02954984,1.20728073,0.46002954,0.11074758,0.22618310,0.00740106,0.98213265
-5.31565783,1.58526107,0.00593859,0.02805596,1.22177905,0.44448099,0.10862297,0.22561865,0.00742320,0.97306689
-5.30965483,1.58266272,0.00638986,0.02697040,1.24574840,0.43254980,0.10823024,0.22737446,0.00756001,0.97235785
-5.30365183,1.59362412,0.00695962,0.02628864,1.27859824,0.42402655,0.10950377,0.23132820,0.00781057,0.97953013
-5.29764882,1.61718362,0.00764251,0.02600055,1.31959734,0.41867281,0.11235679,0.23732911,0.00817264,0.99400730
-5.29164582,1.65222396,0.00843185,0.02609068,1.36788170,0.41622750,0.11668257,0.24519919,0.00864252,1.01512172
-5.28564282,1.69748697,0.00931953,0.02653848,1.42246350,0.41641224,0.12235546,0.25473466,0.00921499,1.04212399
-5.27963982,1.75158838,0.01029588,0.02731855,1.48224135,0.41893566,0.12923213,0.26570763,0.00988317,1.07419219
-5.27363682,1.81303309,0.01134958,0.02840093,1.54601243,0.42349693,0.13715283,0.27786820,0.01063852,1.11044129
-5.26763382,1.88023187,0.01246766,0.02975138,1.61248701,0.42978844,0.14594299,0.29094719,0.01147084,1.14993315
-5.26163082,1.95152009,0.01363558,0.03133183,1.68030553,0.43749815,0.15541510,0.30465943,0.01236829,1.19168745
-5.25562781,2.02517893,0.01483728,0.03310082,1.74805865,0.44631155,0.16537110,0.31870784,0.01331753,1.23469395
-5.24962481,2.09945973,0.01605547,0.03501409,1.81431035,0.45591382,0.17560515,0.33278833,0.01430394,1.27792630
-5.24362181,2.17261147,0.01727188,0.03702524,1.87762370,0.46599213,0.18590697,0.34659529,0.01531182,1.32035760
-5.23761881,2.24291125,0.01846764,0.03908656,1.93658930,0.47623849,0.19606556,0.35982782,0.01632480,1.36097764
-5.23161581,2.30869750,0.01962372,0.04114993,1.98985538,0.48635320,0.20587339,0.37219644,0.01732618,1.39881164
-5.22561281,2.36840500,0.02072144,0.04316776,2.03615908,0.49604896,0.21513086,0.38342998,0.01829940,1.43294012
-5.21960980,2.42060075,0.02174300,0.04509409,2.07435756,0.50505569,0.22365089,0.39328264,0.01922851,1.46251934
-5.21360680,2.46401936,0.02267199,0.04688563,2.10345813,0.51312578,0.23126352,0.40154065,0.02009868,1.48680156
-5.20760380,2.49759648,0.02349396,0.04850282,2.12264581,0.52003979,0.23782027,0.40802850,0.02089664,1.50515441
-5.20160080,2.52049878,0.02419690,0.04991086,2.13130733,0.52561215,0.24319814,0.41261417,0.02161121,1.51707838
-5.19559780,2.53214876,0.02477163,0.05108058,2.12905033,0.52969662,0.24730292,0.41521333,0.02223361,1.52222154
-5.18959480,2.53224312,0.02521219,0.05198922,2.11571659,0.53219115,0.25007180,0.41579207,0.02275783,1.52039074
-5.18359180,2.52076328,0.02551601,0.05262100,2.09138865,0.53304173,0.25147499,0.41436808,0.02318081,1.51155847
-5.17758879,2.49797727,0.02568407,0.05296751,2.05638921,0.53224492,0.25151636,0.41101011,0.02350260,1.49586477
-5.17158579,2.46443233,0.02572082,0.05302776,2.01127298,0.52984887,0.25023288,0.40583570,0.02372629,1.47361399
-5.16558279,2.42093816,0.02563408,0.05280813,1.95681120,0.52595238,0.24769308,0.39900719,0.02385789,1.44526600
-5.15957979,2.36854109,0.02543470,0.05232193,1.89396921,0.52070215,0.24399430,0.39072619,0.02390608,1.41142229
-5.15357679,2.30849007,0.02513618,0.05158885,1.82387772,0.51428799,0.23925909,0.38122661,0.02388186,1.37280708
-5.14757379,2.24219552,0.02475419,0.05063406,1.74779904,0.50693623,0.23363076,0.37076673,0.02379802,1.33024420
-5.14157079,2.17118279,0.02430595,0.04948726,1.66708932,0.49890150,0.22726826,0.35962034,0.02366870,1.28463062
-5.13556778,2.09704191,0.02380966,0.04818151,1.58315835,0.49045713,0.22034071,0.34806765,0.02350871,1.23690755
-5.12956478,2.02137574,0.02328385,0.04675206,1.49742837,0.48188469,0.21302170,0.33638604,0.02333302,1.18803031
-5.12356178,1.94574863,0.02274669,0.04523505,1.41129354,0.47346296,0.20548370,0.32484127,0.02315612,1.13893816
-5.11755878,1.87163753,0.02221546,0.04366631,1.32608145,0.46545700,0.19789269,0.31367935,0.02299148,1.09052527
-5.11155578,1.80038754,0.02170601,0.04208023,1.24301807,0.45810768,0.19040335,0.30311942,0.02285107,1.04361395
-5.10555278,1.73317354,0.02123226,0.04050871,1.16319736,0.45162219,0.18315487,0.29334791,0.02274493,0.99893119
-5.09954977,1.67096920,0.02080586,0.03898030,1.08755639,0.44616595,0.17626760,0.28451409,0.02268088,0.95708930
-5.09354677,1.61452437,0.02043596,0.03751952,1.01685678,0.44185634,0.16984050,0.27672721,0.02266431,0.91857127
-5.08754377,1.56435134,0.02012902,0.03614634,0.95167274,0.43875830,0.16394962,0.27005514,0.02269806,0.88372137
-5.08154077,1.52072018,0.01988880,0.03487593,0.89238592,0.43688228,0.15864741,0.26452462,0.02278245,0.85274102
-5.07553777,1.48366284,0.01971638,0.03371853,0.83918689,0.43618423,0.15396294,0.26012278,0.02291537,0.82568991
-5.06953477,1.45298543,0.01961034,0.03267961,0.79208288,0.43656792,0.14990290,0.25680002,0.02309248,0.80249218
-5.06353177,1.42828763,0.01956691,0.03176004,0.75091112,0.43788911,0.14645324,0.25447389,0.02330747,0.78294700
-5.05752876,1.40898827,0.01958031,0.03095657,0.71535697,0.43996162,0.14358137,0.25303369,0.02355234,0.76674311
-5.05152576,1.39435552,0.01964299,0.03026229,0.68497605,0.44256476,0.14123876,0.25234576,0.02381776,0.75347641
-5.04552276,1.38354032,0.01974599,0.02966718,0.65921917,0.44545192,0.13936376,0.25225901,0.02409343,0.74266978
-5.03951976,1.37561171,0.01987927,0.02915879,0.63745905,0.44835980,0.13788456,0.25261051,0.02436841,0.73379429
-5.03351676,1.36959251,0.02003204,0.02872281,0.61901787,0.45101800,0.13672219,0.25323110,0.02463146,0.72629100
-5.02751376,1.36449412,0.02019306,0.02834370,0.60319447,0.45315852,0.13579334,0.25395056,0.02487136,0.71959224
-5.02151076,1.35934928,0.02035096,0.02800530,0.58929030,0.45452476,0.13501307,0.25460251,0.02507718,0.71314201
-5.01550775,1.35324190,0.02049450,0.02769137,0.57663334,0.45487989,0.13429730,0.25502871,0.02523855,0.70641441
-5.00950475,1.34533311,0.02061285,0.02738603,0.56459917,0.45401407,0.13356493,0.25508282,0.02534583,0.69892993
-5.00350175,1.33488298,0.02069577,0.02707423,0.55262878,0.45175053,0.13273981,0.25463357,0.02539032,0.69026895
-4.99749875,1.32126776,0.02073383,0.02674208,0.54024251,0.44795027,0.13175231,0.25356728,0.02536442,0.68008231
-4.99149575,1.30399219,0.02071861,0.02637715,0.52705016,0.44251534,0.13054067,0.25178978,0.02526171,0.66809864
-4.98549275,1.28269723,0.02064280,0.02596868,0.51275702,0.43539064,0.12905206,0.24922777,0.02507708,0.65412871
-4.97948974,1.25716313,0.02050042,0.02550778,0.49716598,0.42656433,0.12724336,0.24582964,0.02480680,0.63806668
-4.97348674,1.22730835,0.02028685,0.02498755,0.48017606,0.41606689,0.12508174,0.24156573,0.02444860,0.61988846
-4.96748374,1.19318453,0.01999898,0.02440309,0.46177756,0.40396901,0.12254498,0.23642816,0.02400168,0.59964772
-4.96148074,1.15496817,0.01963528,0.02375159,0.44204454,0.39037834,0.11962158,0.23043022,0.02346677,0.57746954
-4.95547774,1.11294947,0.01919578,0.02303225,0.42112493,0.37543546,0.11631065,0.22360529,0.02284608,0.55354243
-4.94947474,1.06751875,0.01868219,0.02224625,0.39922899,0.35930910,0.11262157,0.21600551,0.02214333,0.52810898
-4.94347174,1.01915123,0.01809775,0.02139662,0.37661682,0.34219084,0.10857351,0.20769996,0.02136365,0.50145549
-4.93746873,0.96839052,0.01744730,0.02048812,0.35358518,0.32428956,0.10419465,0.19877267,0.02051353,0.47390127
-4.93146573,0.91583149,0.01673711,0.01952700,0.33045452,0.30582566,0.09952130,0.18932028,0.01960068,0.44578765
-4.92546273,0.86210289,0.01597478,0.01852088,0.30755648,0.28702545,0.09459680,0.17944952,0.01863388,0.41746733
-4.91945973,0.80785027,0.01516909,0.01747840,0.28522222,0.26811561,0.08947028,0.16927455,0.01762277,0.38929421
-4.91345673,0.75371954,0.01432984,0.01640907,0.26377205,0.24931805,0.08419531,0.15891417,0.01657770,0.36161401
-4.90745373,0.70034162,0.01346762,0.01532290,0.24350642,0.23084516,0.07882848,0.14848901,0.01550945,0.33475580
-4.90145073,0.64831840,0.01259361,0.01423018,0.22469842,0.21289567,0.07342790,0.13811878,0.01442898,0.30902465
-4.89544772,0.59821028,0.01171939,0.01314118,0.20758787,0.19565099,0.06805176,0.12791962,0.01334719,0.28469545
-4.88944472,0.55052548,0.01085670,0.01206588,0.19237681,0.17927228,0.06275694,0.11800166,0.01227467,0.26200788
-4.88344172,0.50571130,0.01001731,0.01101371,0.17922651,0.16389815,0.05759767,0.10846682,0.01122145,0.24116260
-4.87743872,0.46414734,0.00921278,0.00999337,0.16825564,0.14964306,0.05262440,0.09940691,0.01019681,0.22231857
-4.87143572,0.42614065,0.00845435,0.00901261,0.15953960,0.13659627,0.04788282,0.09090210,0.00920906,0.20559139
-4.86543272,0.39192295,0.00775286,0.00807809,0.15311075,0.12482156,0.04341309,0.08301983,0.00826543,0.19105277
-4.85942971,0.36164966,0.00711861,0.00719532,0.14895939,0.11435743,0.03924929,0.07581400,0.00737194,0.17873077
-4.85342671,0.33540074,0.00656137,0.00636855,0.14703545,0.10521784,0.03541908,0.06932472,0.00653336,0.16861098
-4.84742371,0.31318319,0.00609028,0.00560077,0.14725061,0.09739347,0.03194360,0.06357833,0.00575318,0.16063835
-4.84142071,0.29493497,0.00571391,0.00489377,0.14948097,0.09085336,0.02883755,0.05858783,0.00503362,0.15471981
-4.83541771,0.28053027,0.00544024,0.00424818,0.15357005,0.08554691,0.02610950,0.05435368,0.00437575,0.15072740
-4.82941471,0.26978590,0.00527663,0.00366356,0.15933220,0.08140617,0.02376228,0.05086476,0.00377953,0.14850200
-4.82341171,0.26246855,0.00522985,0.00313852,0.16655636,0.07834837,0.02179349,0.04809970,0.00324397,0.14785758
-4.81740870,0.25830283,0.00530606,0.00267090,0.17501022,0.07627860,0.02019615,0.04602824,0.00276727,0.14858582
-4.81140570,0.25697982,0.00551076,0.00225783,0.18444469,0.07509260,0.01895934,0.04461282,0.00234699,0.15046123
-4.80540270,0.25816598,0.00584871,0.00189599,0.19459880,0.07467965,0.01806884,0.04381012,0.00198020,0.15324645
-4.79939970,0.26151226,0.00632385,0.00158165,0.20520483,0.07492545,0.01750777,0.04357271,0.00166366,0.15669789
-4.79339670,0.26666312,0.00693921,0.00131090,0.21599376,0.07571489,0.01725720,0.04385059,0.00139402,0.16057149
-4.78739370,0.27326550,0.00769672,0.00107973,0.22670088,0.07693484,0.01729666,0.04459274,0.00116791,0.16462845
-4.78139070,0.28097731,0.00859710,0.00088415,0.23707139,0.07847676,0.01760466,0.04574851,0.00098217,0.16864097
-4.77538769,0.28947562,0.00963973,0.00072031,0.24686599,0.08023905,0.01815906,0.04726902,0.00083394,0.17239761
-4.76938469,0.29846404,0.01082250,0.00058458,0.25586614,0.08212930,0.01893743,0.04910829,0.00072079,0.17570844
-4.76338169,0.30767953,0.01214178,0.00047360,0.26387901,0.08406625,0.01991740,0.05122448,0.00064085,0.17840949
-4.75737869,0.31689833,0.01359232,0.00038436,0.27074170,0.08598135,0.02107691,0.05358080,0.00059288,0.18036667
-4.75137569,0.32594091,0.01516737,0.00031421,0.27632491,0.08782020,0.02239447,0.05614652,0.00057641,0.18147884
-4.74537269,0.33467607,0.01685876,0.00026091,0.28053562,0.08954347,0.02384946,0.05889775,0.00059175,0.18167997
-4.73936968,0.34302396,0.01865715,0.00022268,0.28331888,0.09112757,0.02542242,0.06181826,0.00064011,0.18094043
-4.73336668,0.35095809,0.02055235,0.00019813,0.28465863,0.09256500,0.02709538,0.06490014,0.00072364,0.17926722
-4.72736368,0.35850637,0.02253373,0.00018638,0.28457747,0.09386425,0.02885225,0.06814441,0.00084546,0.17670321
-4.72136068,0.36575109,0.02459075,0.00018695,0.28313544,0.09504944,0.03067919,0.07156160,0.00100971,0.17332549
-4.71535768,0.37282793,0.02671355,0.00019990,0.28042798,0.09615968,0.03256508,0.07517217,0.00122158,0.16924278
-4.70935468,0.37992404,0.02889353,0.00022571,0.27658298,0.09724802,0.03450198,0.07900683,0.00148728,0.16459213
-4.70335168,0.38727520,0.03112408,0.00026538,0.27175721,0.09838025,0.03648561,0.08310672,0.00181406,0.15953500
-4.69734867,0.39516203,0.03340110,0.00032042,0.26613223,0.09963342,0.03851569,0.08752340,0.00221017,0.15425276
-4.69134567,0.40390536,0.03572368,0.00039286,0.25990987,0.10109411,0.04059638,0.09231857,0.00268474,0.14894201
-4.68534267,0.41386072,0.03809445,0.00048527,0.25330746,0.10285660,0.04273649,0.09756356,0.00324778,0.14380959
-4.67933967,0.42541190,0.04051997,0.00060077,0.24655299,0.10502081,0.04494955,0.10333845,0.00390996,0.13906766
-4.67333667,0.43896376,0.04301080,0.00074308,0.23988021,0.10769017,0.04725378,0.10973087,0.00468248,0.13492885
-4.66733367,0.45493406,0.04558148,0.00091653,0.23352383,0.11096935,0.04967182,0.11683435,0.00557688,0.13160160
-4.66133067,0.47374460,0.04825013,0.00112604,0.22771489,0.11496193,0.05223015,0.12474633,0.00660472,0.12928581
-4.65532766,0.49581152,0.05103791,0.00137719,0.22267625,0.11976804,0.05495844,0.13356568,0.00777736,0.12816885
-4.64932466,0.52153495,0.05396824,0.00167618,0.21861838,0.12548192,0.05788849,0.14338990,0.00910557,0.12842193
-4.64332166,0.55128811,0.05706568,0.00202982,0.21573529,0.13218952,0.06105307,0.15431198,0.01059921,0.13019691
