energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92196098,1.85412976,-0.91358873,0.00167335,-0.00122108,0.03413138,-0.04236701,1.36266565,-0.83895676,0.28095884,-0.12017737,0.65754291,-0.34630203,0.48952180,-0.14257213,1.13140209,-0.56669703,0.00000000,-0.00000000
-5.91595798,1.84308395,-0.90735237,0.00173517,-0.00110723,0.03323652,-0.04204347,1.33347759,-0.84207680,0.27806833,-0.11736481,0.64886148,-0.34240548,0.48760993,-0.14785785,1.12375369,-0.56258392,0.00000000,-0.00000000
-5.90995498,1.82372468,-0.90755645,0.00179532,-0.00100327,0.03227956,-0.04181556,1.29849976,-0.84882153,0.27378434,-0.11549498,0.63696988,-0.34086069,0.48337023,-0.15456599,1.11087764,-0.56260497,0.00000000,-0.00000000
-5.90395198,1.79632807,-0.91465572,0.00185412,-0.00090977,0.03126887,-0.04168149,1.25820733,-0.85926762,0.26817589,-0.11465361,0.62204343,-0.34183921,0.47688826,-0.16277724,1.09296025,-0.56705783,0.00000000,-0.00000000
-5.89794897,1.76130542,-0.92897956,0.00191232,-0.00082712,0.03021269,-0.04163613,1.21315724,-0.87341213,0.26133764,-0.11490656,0.60431246,-0.34546392,0.46828452,-0.17255188,1.07027437,-0.57616029,0.00000000,-0.00000000
-5.89194597,1.71919026,-0.95072202,0.00197108,-0.00075554,0.02911899,-0.04167143,1.16397279,-0.89117367,0.25338673,-0.11629803,0.58405478,-0.35180559,0.45771076,-0.18392638,1.04317075,-0.59004355,0.00000000,-0.00000000
-5.88594297,1.67062367,-0.97993345,0.00203200,-0.00069512,0.02799531,-0.04177686,1.11132744,-0.91239461,0.24445915,-0.11884911,0.56158740,-0.36088014,0.44534584,-0.19690999,1.01206809,-0.60874648,0.00000000,-0.00000000
-5.87993997,1.61633864,-1.01651356,0.00209710,-0.00064578,0.02684877,-0.04193998,1.05592853,-0.93684388,0.23470601,-0.12255665,0.53725758,-0.37264661,0.43139132,-0.21148150,0.97744238,-0.63221079,0.00000000,-0.00000000
-5.87393697,1.55714376,-1.06020627,0.00216876,-0.00060730,0.02568607,-0.04214690,0.99850122,-0.96422019,0.22428966,-0.12739245,0.51143371,-0.38700581,0.41606686,-0.22758611,0.93981579,-0.66027744,0.00000000,-0.00000000
-5.86793397,1.49390697,-1.11059638,0.00224969,-0.00057934,0.02451361,-0.04238282,0.93977325,-0.99415549,0.21337996,-0.13330291,0.48449631,-0.40379984,0.39960576,-0.24513286,0.89974555,-0.69268422,0.00000000,-0.00000000
-5.86193097,1.42753944,-1.16710857,0.00234288,-0.00056140,0.02333763,-0.04263245,0.88046090,-1.02621873,0.20215065,-0.14020902,0.45682927,-0.42281233,0.38225053,-0.26399251,0.85781288,-0.72906490,0.00000000,-0.00000000
-5.85592796,1.35898011,-1.22900901,0.00245148,-0.00055289,0.02216435,-0.04288041,0.82125636,-1.05991975,0.19077606,-0.14800689,0.42881185,-0.44376984,0.36424871,-0.28399629,0.81461252,-0.76895020,0.00000000,-0.00000000
-5.84992496,1.28918094,-1.29541032,0.00257875,-0.00055313,0.02100020,-0.04311154,0.76281693,-1.09471384,0.17942814,-0.15656881,0.40081132,-0.46634434,0.34584901,-0.30493567,0.77074276,-0.81177089,0.00000000,-0.00000000
-5.84392196,1.21909309,-1.36528016,0.00272792,-0.00056136,0.01985203,-0.04331115,0.70575600,-1.13000693,0.16827389,-0.16574491,0.37317661,-0.49015698,0.32729773,-0.32656327,0.72679619,-0.85686339,0.00000000,-0.00000000
-5.83791896,1.14965405,-1.43745402,0.00290209,-0.00057675,0.01872726,-0.04346523,0.65063604,-1.16516197,0.15747314,-0.17536539,0.34623297,-0.51478336,0.30883552,-0.34859520,0.68335131,-0.90347810,0.00000000,-0.00000000
-5.83191596,1.08177571,-1.51065270,0.00310412,-0.00059845,0.01763413,-0.04356051,0.59796350,-1.19950666,0.14717676,-0.18524351,0.32027768,-0.53976032,0.29069446,-0.37071485,0.64096489,-0.95079082,0.00000000,-0.00000000
-5.82591296,1.01633339,-1.58350439,0.00333649,-0.00062559,0.01658180,-0.04358465,0.54818558,-1.23234292,0.13752526,-0.19517915,0.29557684,-0.56459429,0.27309551,-0.39257819,0.60016519,-0.99791711,0.00000000,-0.00000000
-5.81990995,0.95415582,-1.65457160,0.00360119,-0.00065731,0.01558057,-0.04352624,0.50168865,-1.26295827,0.12864762,-0.20496306,0.27236315,-0.58877127,0.25624619,-0.41382064,0.56144593,-1.04392990,0.00000000,-0.00000000
-5.81390695,0.89601590,-1.72238234,0.00389961,-0.00069282,0.01464192,-0.04337487,0.45879832,-1.29063917,0.12066051,-0.21438156,0.25083471,-0.61176811,0.24033854,-0.43406527,0.52526104,-1.08787969,0.00000000,-0.00000000
-5.80790395,0.84262236,-1.78546513,0.00423246,-0.00073138,0.01377865,-0.04312129,0.41978064,-1.31468618,0.11366768,-0.22322180,0.23115464,-0.63306504,0.22554742,-0.45293225,0.49202006,-1.12881735,0.00000000,-0.00000000
-5.80190095,0.79461226,-1.84238675,0.00459971,-0.00077239,0.01300496,-0.04275740,0.38484455,-1.33443072,0.10775951,-0.23127724,0.21345145,-0.65215904,0.21202895,-0.47004911,0.46208425,-1.16581850,0.00000000,-0.00000000
-5.79589795,0.75254422,-1.89179164,0.00500048,-0.00081538,0.01233642,-0.04227646,0.35414496,-1.34925290,0.10301275,-0.23835323,0.19782006,-0.66857752,0.19991921,-0.48506168,0.43576329,-1.19800898,0.00000000,-0.00000000
-5.78989495,0.71689261,-1.93244138,0.00543309,-0.00086009,0.01179007,-0.04167320,0.32778651,-1.35859978,0.09949036,-0.24427260,0.18432336,-0.68189206,0.18933321,-0.49764494,0.41331255,-1.22459034,0.00000000,-0.00000000
-5.78389195,0.68804266,-1.96325274,0.00589502,-0.00090645,0.01138437,-0.04094399,0.30582758,-1.36200334,0.09724137,-0.24888078,0.17299416,-0.69173131,0.18036408,-0.50751372,0.39493101,-1.24486426,0.00000000,-0.00000000
-5.77788894,0.66628651,-1.98333268,0.00638297,-0.00095468,0.01113918,-0.04008703,0.28828439,-1.35909726,0.09630088,-0.25205057,0.16383739,-0.69779286,0.17308246,-0.51443242,0.38075976,-1.25825505,0.00000000,-0.00000000
-5.77188594,0.65182041,-1.99200855,0.00689291,-0.00100529,0.01107567,-0.03910252,0.27513504,-1.34963164,0.09669004,-0.25368606,0.15683258,-0.69985319,0.16753621,-0.51822349,0.37088108,-1.26432892,0.00000000,-0.00000000
-5.76588294,0.64474306,-1.98885217,0.00742020,-0.00105909,0.01121625,-0.03799282,0.26632322,-1.33348483,0.09841618,-0.25372566,0.15193636,-0.69777543,0.16375037,-0.51877424,0.36531827,-1.26280935,0.00000000,-0.00000000
-5.75987994,0.64505518,-1.97369643,0.00795970,-0.00111724,0.01158439,-0.03676254,0.26176158,-1.31067165,0.10147297,-0.25214407,0.14908505,-0.69151448,0.16172732,-0.51604152,0.36403608,-1.25358755,0.00000000,-0.00000000
-5.75387694,0.65266052,-1.94664364,0.00850589,-0.00118125,0.01220440,-0.03541862,0.26133454,-1.28134743,0.10584060,-0.24895314,0.14819718,-0.68111913,0.16144738,-0.51005420,0.36694187,-1.23672770,0.00000000,-0.00000000
-5.74787394,0.66736808,-1.90806505,0.00905309,-0.00125300,0.01310113,-0.03397029,0.26490066,-1.24580743,0.11148620,-0.24420141,0.14917595,-0.66673111,0.16286951,-0.50091315,0.37388757,-1.21246640,0.00000000,-0.00000000
-5.74187094,0.68889576,-1.85859151,0.00959556,-0.00133469,0.01429959,-0.03242903,0.27229429,-1.20448162,0.11836422,-0.23797259,0.15191150,-0.64858106,0.16593243,-0.48878881,0.38467238,-1.18120654,0.00000000,-0.00000000
-5.73586793,0.71687541,-1.79909566,0.01012771,-0.00142885,0.01582446,-0.03080839,0.28332687,-1.15792492,0.12641699,-0.23038283,0.15628309,-0.62698160,0.17055588,-0.47391642,0.39904620,-1.14350571,0.00000000,-0.00000000
-5.72986493,0.75085903,-1.73066647,0.01064427,-0.00153829,0.01769947,-0.02912374,0.29778756,-1.10680321,0.13557539,-0.22157704,0.16216105,-0.60231774,0.17664224,-0.45658911,0.41671385,-1.10005972,0.00000000,-0.00000000
-5.72386193,0.79032622,-1.65457721,0.01114040,-0.00166607,0.01994670,-0.02739195,0.31544356,-1.05187580,0.14575953,-0.21172445,0.16940850,-0.57503516,0.18407823,-0.43714926,0.43734000,-1.05168202,0.00000000,-0.00000000
-5.71785893,0.83469253,-1.57224853,0.01161188,-0.00181539,0.02258573,-0.02563107,0.33604009,-0.99397506,0.15687959,-0.20101341,0.17788288,-0.54562681,0.19273689,-0.41597839,0.46055464,-0.99927992,0.00000000,-0.00000000
-5.71185593,0.88331870,-1.48520809,0.01205515,-0.00198954,0.02563273,-0.02385986,0.35930022,-0.93398425,0.16883665,-0.18964599,0.18743731,-0.51461847,0.20247962,-0.39348622,0.48595919,-0.94382881,0.00000000,-0.00000000
-5.70585293,0.93552039,-1.39504866,0.01246743,-0.00219181,0.02909939,-0.02209743,0.38492464,-0.87281436,0.18152347,-0.17783236,0.19792160,-0.48255394,0.21315835,-0.37009920,0.51313295,-0.88634527,0.00000000,-0.00000000
-5.69984992,0.99057834,-1.30338648,0.01284675,-0.00242539,0.03299187,-0.02036274,0.41259158,-0.81138116,0.19482540,-0.16578523,0.20918320,-0.44998033,0.22461774,-0.34624917,0.54163979,-0.82786052,0.00000000,-0.00000000
-5.69384692,1.04774849,-1.21182133,0.01319192,-0.00269322,0.03730968,-0.01867421,0.44195698,-0.75058320,0.20862107,-0.15371463,0.22106789,-0.41743430,0.23669735,-0.32236245,0.57103505,-0.76939498,0.00000000,-0.00000000
-5.68784392,1.10627208,-1.12190002,0.01350257,-0.00299794,0.04204459,-0.01704933,0.47265510,-0.69128182,0.22278310,-0.14182324,0.23342030,-0.38542940,0.24923377,-0.29884987,0.60087223,-0.71193500,0.00000000,-0.00000000
-5.68184092,1.16538523,-1.03508418,0.01377901,-0.00334171,0.04717963,-0.01550434,0.50429972,-0.63428360,0.23717877,-0.13030220,0.24608441,-0.35444530,0.26206262,-0.27609798,0.63070957,-0.65641252,0.00000000,-0.00000000
-5.67583792,1.22432803,-0.95272342,0.01402219,-0.00372617,0.05268824,-0.01405391,0.53648604,-0.58032593,0.25167052,-0.11932776,0.25890385,-0.32491881,0.27502042,-0.25446179,0.66011620,-0.60368795,0.00000000,-0.00000000
-5.66983492,1.28235289,-0.87603411,0.01423355,-0.00415227,0.05853356,-0.01271097,0.56879329,-0.53006589,0.26611653,-0.10905867,0.27172225,-0.29723721,0.28794630,-0.23425903,0.68867770,-0.55453693,0.00000000,-0.00000000
-5.66383192,1.33873205,-0.80608408,0.01441489,-0.00462026,0.06466808,-0.01148655,0.60078834,-0.48407249,0.28037120,-0.09963425,0.28438365,-0.27173368,0.30068340,-0.21576609,0.71600115,-0.50964065,0.00000000,-0.00000000
-5.65782891,1.39276424,-0.74378288,0.01456823,-0.00512955,0.07103351,-0.01038967,0.63203003,-0.44282225,0.29428579,-0.09117331,0.29673288,-0.24868482,0.31308016,-0.19921554,0.74171930,-0.46957985,0.00000000,-0.00000000
-5.65182591,1.44378056,-0.68987718,0.01469567,-0.00567872,0.07756113,-0.00942738,0.66207452,-0.40669768,0.30770907,-0.08377363,0.30861620,-0.22831013,0.32499132,-0.18479521,0.76549413,-0.43483203,0.00000000,-0.00000000
-5.64582291,1.49114956,-0.64495063,0.01479919,-0.00626550,0.08417240,-0.00860476,0.69048137,-0.37598840,0.32048832,-0.07751197,0.31988207,-0.21077314,0.33627873,-0.17264843,0.78701948,-0.40577151,0.00000000,-0.00000000
-5.63981991,1.53428182,-0.60942716,0.01488055,-0.00688673,0.09078016,-0.00792500,0.71682035,-0.35089420,0.33247046,-0.07244460,0.33038218,-0.19618388,0.34681197,-0.16287544,0.80602313,-0.38267167,0.00000000,-0.00000000
-5.63381691,1.57263395,-0.58357701,0.01494118,-0.00753847,0.09729012,-0.00738951,0.74067883,-0.33152960,0.34350359,-0.06860797,0.33997267,-0.18460233,0.35646884,-0.15553559,0.82226802,-0.36570877,0.00000000,-0.00000000
-5.62781391,1.60571244,-0.56752436,0.01498201,-0.00821602,0.10360287,-0.00699806,0.76166952,-0.31792930,0.35343888,-0.06601976,0.34851573,-0.17604251,0.36513575,-0.15065012,0.83555308,-0.35496694,0.00000000,-0.00000000
-5.62181091,1.63307736,-0.56125585,0.01500350,-0.00891403,0.10961615,-0.00674891,0.77943837,-0.31005398,0.36213287,-0.06467979,0.35588137,-0.17047689,0.37270806,-0.14820518,0.84571351,-0.35044349,0.00000000,-0.00000000
-5.61580790,1.65434617,-0.56462919,0.01500549,-0.00962662,0.11522751,-0.00663894,0.79367235,-0.30779599,0.36945008,-0.06457113,0.36194946,-0.16784074,0.37909047,-0.14815503,0.85262076,-0.35205433,0.00000000,-0.00000000
-5.60980490,1.66919764,-0.57738140,0.01498728,-0.01034753,0.12033710,-0.00666381,0.80410690,-0.31098461,0.37526603,-0.06566099,0.36661197,-0.16803633,0.38419745,-0.15042509,0.85618230,-0.35963905,0.00000000,-0.00000000
-5.60380190,1.67737595,-0.59913628,0.01494761,-0.01107023,0.12485067,-0.00681812,0.81053256,-0.31939062,0.37947050,-0.06790163,0.36977527,-0.17093658,0.38795385,-0.15491483,0.85634130,-0.37296541,0.00000000,-0.00000000
-5.59779890,1.67869505,-0.62941097,0.01488474,-0.01178814,0.12868250,-0.00709549,0.81280086,-0.33273014,0.38197086,-0.07123113,0.37136248,-0.17638826,0.39029558,-0.16150030,0.85307624,-0.39173328,0.00000000,-0.00000000
-5.59179590,1.67304295,-0.66762184,0.01479651,-0.01249471,0.13175823,-0.00748872,0.81082882,-0.35066764,0.38269549,-0.07557413,0.37131572,-0.18421464,0.39117050,-0.17003635,0.84640059,-0.41557796,0.00000000,-0.00000000
-5.58579290,1.66038593,-0.71308969,0.01468050,-0.01318363,0.13401747,-0.00798994,0.80460210,-0.37281850,0.38159700,-0.08084258,0.36959820,-0.19421750,0.39053948,-0.18035854,0.83636242,-0.44407313,0.00000000,-0.00000000
-5.57978989,1.64077241,-0.76504500,0.01453415,-0.01384893,0.13541608,-0.00859077,0.79417659,-0.39875108,0.37865512,-0.08693656,0.36619591,-0.20617879,0.38837750,-0.19228477,0.82304408,-0.47673369,0.00000000,-0.00000000
-5.57378689,1.61433605,-0.82263339,0.01435488,-0.01448510,0.13592799,-0.00928246,0.77967814,-0.42798886,0.37387916,-0.09374525,0.36111892,-0.21986193,0.38467484,-0.20561672,0.80656172,-0.51301881,0.00000000,-0.00000000
-5.56778389,1.58129792,-0.88492212,0.01414033,-0.01508718,0.13554650,-0.01005613,0.76130063,-0.46001286,0.36730978,-0.10114811,0.35440218,-0.23501297,0.37943833,-0.22014125,0.78706469,-0.55233547,0.00000000,-0.00000000
-5.56178089,1.54196729,-0.95090791,0.01388842,-0.01565079,0.13428504,-0.01090302,0.73930222,-0.49426474,0.35902009,-0.10901638,0.34610561,-0.25136182,0.37269231,-0.23563179,0.76473458,-0.59404303,0.00000000,-0.00000000
-5.55577789,1.49674092,-1.01952673,0.01359759,-0.01617219,0.13217734,-0.01181474,0.71399997,-0.53015099,0.34911583,-0.11721493,0.33631363,-0.26862372,0.36447956,-0.25184989,0.73978394,-0.63745895,0.00000000,-0.00000000
-5.54977489,1.44610038,-1.08966576,0.01326688,-0.01664826,0.12927702,-0.01278365,0.68576291,-0.56704833,0.33773478,-0.12560448,0.32513387,-0.28650102,0.35486176,-0.26854708,0.71245439,-0.68186595,0.00000000,-0.00000000
-5.54377189,1.39060752,-1.16017779,0.01289607,-0.01707646,0.12565661,-0.01380318,0.65500388,-0.60431066,0.32504522,-0.13404416,0.31269531,-0.30468568,0.34391966,-0.28546702,0.68301418,-0.72652086,0.00000000,-0.00000000
-5.53776888,1.33089781,-1.22989807,0.01248574,-0.01745478,0.12140610,-0.01486827,0.62217040,-0.64127760,0.31124362,-0.14239453,0.29914565,-0.32286224,0.33175264,-0.30234805,0.65175507,-0.77066501,0.00000000,-0.00000000
-5.53176588,1.26767184,-1.29766337,0.01203734,-0.01778167,0.11663111,-0.01597582,0.58773487,-0.67728453,0.29655159,-0.15052070,0.28464821,-0.34071158,0.31847785,-0.31892617,0.61898851,-0.81353623,0.00000000,-0.00000000
-5.52576288,1.20168483,-1.36233292,0.01155320,-0.01805597,0.11145068,-0.01712508,0.55218445,-0.71167408,0.28121226,-0.15829582,0.26937827,-0.35791535,0.30422863,-0.33493846,0.58504122,-0.85438210,0.00000000,-0.00000000
-5.51975988,1.13373484,-1.42281067,0.01103648,-0.01827677,0.10599492,-0.01831808,0.51601102,-0.74380869,0.26548615,-0.16560453,0.25351913,-0.37416103,0.28915253,-0.35012684,0.55025009,-0.89247421,0.00000000,-0.00000000
-5.51375688,1.06464961,-1.47806824,0.01049115,-0.01844340,0.10040248,-0.01956007,0.47970151,-0.77308395,0.24964690,-0.17234630,0.23725789,-0.38914745,0.27340864,-0.36424215,0.51495677,-0.92712296,0.00000000,-0.00000000
-5.50775388,0.99527278,-1.52716754,0.00992186,-0.01855530,0.09481811,-0.02085976,0.44372891,-0.79894218,0.23397669,-0.17843863,0.22078133,-0.40259071,0.25716458,-0.37704842,0.47950185,-0.95769240,0.00000000,-0.00000000
-5.50175088,0.92644972,-1.56928243,0.00933384,-0.01861199,0.08939016,-0.02222960,0.40854433,-0.82088570,0.21876193,-0.18381974,0.20427170,-0.41423013,0.24059313,-0.38832722,0.44421897,-0.98361450,0.00000000,-0.00000000
-5.49574787,0.85901359,-1.60371831,0.00873271,-0.01861303,0.08426834,-0.02368581,0.37457004,-0.83848925,0.20428887,-0.18845081,0.18790299,-0.42383422,0.22386855,-0.39788192,0.40942907,-1.00440238,0.00000000,-0.00000000
-5.48974487,0.79377192,-1.62992890,0.00812441,-0.01855803,0.07960152,-0.02524837,0.34219402,-0.85141104,0.19083971,-0.19231735,0.17183739,-0.43120610,0.20716296,-0.40554179,0.37543489,-1.01966183,0.00000000,-0.00000000
-5.48374187,0.73149419,-1.64752937,0.00751493,-0.01844664,0.07553583,-0.02694068,0.31176567,-0.85940174,0.17868881,-0.19542993,0.15622243,-0.43618847,0.19064268,-0.41116565,0.34251606,-1.02910065,0.00000000,-0.00000000
-5.47773887,0.67290067,-1.65630515,0.00691020,-0.01827861,0.07221288,-0.02878918,0.28359295,-0.86231108,0.16809935,-0.19782386,0.14118863,-0.43866762,0.17446479,-0.41464503,0.31092483,-1.03253553,0.00000000,-0.00000000
-5.47173587,0.61865269,-1.65621592,0.00631591,-0.01805386,0.06976807,-0.03082256,0.25794078,-0.86009167,0.15932022,-0.19955797,0.12684778,-0.43857639,0.15877417,-0.41590668,0.28088272,-1.02989581,0.00000000,-0.00000000
-5.46573287,0.56934455,-1.64739464,0.00573737,-0.01777254,0.06832904,-0.03307095,0.23503048,-0.85279967,0.15258312,-0.20071239,0.11329199,-0.43589592,0.14370080,-0.41491434,0.25257805,-1.02122434,0.00000000,-0.00000000
-5.45972986,0.52549698,-1.63014130,0.00517938,-0.01743516,0.06801417,-0.03556471,0.21504025,-0.84059242,0.14809985,-0.20138543,0.10059333,-0.43065607,0.12935783,-0.41166955,0.22616454,-1.00667501,0.00000000,-0.00000000
-5.45372686,0.48755213,-1.60491178,0.00464614,-0.01704266,0.06893092,-0.03833311,0.19810626,-0.82372281,0.14605952,-0.20168965,0.08880416,-0.42293440,0.11584010,-0.40621165,0.20176097,-0.98650725,0.00000000,-0.00000000
-5.44772386,0.45587001,-1.57230206,0.00414114,-0.01659650,0.07117419,-0.04140286,0.18432435,-0.80253081,0.14662576,-0.20174714,0.07795805,-0.41285382,0.10322345,-0.39861678,0.17945183,-0.96107757,0.00000000,-0.00000000
-5.44172086,0.43072610,-1.53302835,0.00366716,-0.01609877,0.07482442,-0.04479651,0.17375201,-0.77743226,0.14993374,-0.20168439,0.06807116,-0.40057888,0.09156455,-0.38899596,0.15928887,-0.93082858,0.00000000,-0.00000000
-5.43571786,0.41230999,-1.48790400,0.00322623,-0.01555222,0.07994557,-0.04853071,0.16641039,-0.74890561,0.15608700,-0.20162671,0.05914413,-0.38631096,0.08090147,-0.37749227,0.14129359,-0.89627579,0.00000000,-0.00000000
-5.42971486,0.40072491,-1.43781396,0.00281964,-0.01496032,0.08658292,-0.05261463,0.16228639,-0.71747690,0.16515399,-0.20169273,0.05116419,-0.37028239,0.07125473,-0.36427723,0.12546033,-0.85799275,0.00000000,-0.00000000
-5.42371186,0.39598796,-1.38368780,0.00244797,-0.01432726,0.09476072,-0.05704837,0.16133454,-0.68370376,0.17716452,-0.20198885,0.04410760,-0.35274988,0.06262883,-0.34954651,0.11176000,-0.81659514,0.00000000,-0.00000000
-5.41770885,0.39803094,-1.32647236,0.00211117,-0.01365791,0.10447976,-0.06182158,0.16347868,-0.64815904,0.19210611,-0.20260424,0.03794210,-0.33398737,0.05501430,-0.33351500,0.10014416,-0.77272426,0.00000000,-0.00000000
-5.41170585,0.40670188,-1.26710506,0.00180860,-0.01295780,0.11571502,-0.06691234,0.16861352,-0.61141460,0.20992041,-0.20360643,0.03262947,-0.31427871,0.04838984,-0.31641160,0.09054936,-0.72703070,0.00000000,-0.00000000
-5.40570285,0.42176707,-1.20648875,0.00153913,-0.01223300,0.12841344,-0.07228642,0.17660602,-0.57402611,0.23049999,-0.20503770,0.02812798,-0.29391032,0.04272482,-0.29847369,0.08290158,-0.68015857,0.00000000,-0.00000000
-5.39969985,0.44291405,-1.14546917,0.00130121,-0.01149001,0.14249216,-0.07789688,0.18729681,-0.53651914,0.25368567,-0.20691260,0.02439470,-0.27316418,0.03798178,-0.27994158,0.07712057,-0.63273081,0.00000000,-0.00000000
-5.39369685,0.46975546,-1.08481568,0.00109300,-0.01073564,0.15783712,-0.08368428,0.20050166,-0.49937722,0.27926480,-0.20921651,0.02138765,-0.25231136,0.03411892,-0.26105311,0.07312401,-0.58533622,0.00000000,-0.00000000
-5.38769385,0.50183405,-1.02520579,0.00091243,-0.00997683,0.17430251,-0.08957729,0.21601325,-0.46303217,0.30697057,-0.21190561,0.01906766,-0.23160625,0.03109250,-0.24203860,0.07083144,-0.53851823,0.00000000,-0.00000000
-5.38169085,0.53862905,-0.96721416,0.00075729,-0.00922053,0.19171104,-0.09549390,0.23360342,-0.42785688,0.33648299,-0.21490801,0.01739991,-0.21128171,0.02885906,-0.22311613,0.07016761,-0.49276602,0.00000000,-0.00000000
-5.37568784,0.57956409,-0.91130601,0.00062533,-0.00847347,0.20985524,-0.10134320,0.25302587,-0.39416073,0.36743132,-0.21812627,0.01635520,-0.19154526,0.02737737,-0.20448761,0.07106551,-0.44850779,0.00000000,-0.00000000
-5.36968484,0.62401669,-0.85783516,0.00051430,-0.00774206,0.22849986,-0.10702759,0.27401957,-0.36218768,0.39939862,-0.22144099,0.01591085,-0.17257628,0.02661008,-0.18633540,0.07346871,-0.40610658,0.00000000,-0.00000000
-5.36368184,0.67132937,-0.80704643,0.00042207,-0.00703224,0.24738557,-0.11244552,0.29631287,-0.33211685,0.43192805,-0.22471555,0.01605119,-0.15452438,0.02652502,-0.16881977,0.07733300,-0.36585830,0.00000000,-0.00000000
-5.35767884,0.72082237,-0.75908218,0.00034662,-0.00634931,0.26623373,-0.11749447,0.31962829,-0.30406536,0.46453127,-0.22780167,0.01676781,-0.13750878,0.02709612,-0.15207722,0.08262747,-0.32799205,0.00000000,-0.00000000
-5.35167584,0.77180752,-0.71399227,0.00028613,-0.00569787,0.28475229,-0.12207437,0.34368793,-0.27809326,0.49669859,-0.23054561,0.01805929,-0.12161870,0.02830397,-0.13621957,0.08933467,-0.29267242,0.00000000,-0.00000000
-5.34567284,0.82360308,-0.67174708,0.00023900,-0.00508176,0.30264278,-0.12609093,0.36821925,-0.25421004,0.52791073,-0.23279472,0.01993074,-0.10691463,0.03013588,-0.12133389,0.09745003,-0.26000359,0.00000000,-0.00000000
