energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,1.54999092,0.48496975,0.00642560,1.07774492,0.91601899,0.50226969,0.00000000
-5.99399700,1.68159240,0.53127373,0.00704866,1.16683643,0.99276670,0.53419452,0.00000000
-5.98799400,1.82149957,0.58140453,0.00770824,1.25993747,1.07444115,0.56675123,0.00000000
-5.98199100,1.96897793,0.63514023,0.00840122,1.35653138,1.16060452,0.59970366,0.00000000
-5.97598799,2.12302850,0.69213979,0.00912344,1.45596130,1.25066345,0.63278582,0.00000000
-5.96998499,2.28237635,0.75193886,0.00986970,1.55742336,1.34386238,0.66569996,0.00000000
-5.96398199,2.44546882,0.81394971,0.01063371,1.65996483,1.43928272,0.69811597,0.00000000
-5.95797899,2.61048467,0.87746592,0.01140804,1.76248833,1.53584841,0.72967240,0.00000000
-5.95197599,2.77535488,0.94167182,0.01218416,1.86376264,1.63233842,0.75997933,0.00000000
-5.94597299,2.93779573,1.00565694,0.01295259,1.96244050,1.72740645,0.78862328,0.00000000
-5.93996998,3.09535378,1.06843525,0.01370298,2.05708358,1.81960763,0.81517418,0.00000000
-5.93396698,3.24546193,1.12896866,0.01442432,2.14619408,1.90743175,0.83919432,0.00000000
-5.92796398,3.38550523,1.18619431,0.01510522,2.22825241,1.98934212,0.86024914,0.00000000
-5.92196098,3.51289412,1.23905467,0.01573416,2.30175956,2.06381881,0.87791940,0.00000000
-5.91595798,3.62514264,1.28652924,0.01629983,2.36528282,2.12940470,0.89181439,0.00000000
-5.90995498,3.71994841,1.32766694,0.01679147,2.41750293,2.18475255,0.90158546,0.00000000
-5.90395198,3.79527109,1.36161749,0.01719924,2.45726058,2.22867112,0.90693939,0.00000000
-5.89794897,3.84940585,1.38766080,0.01751451,2.48360024,2.26016829,0.90765075,0.00000000
-5.89194597,3.88104851,1.40523278,0.01773026,2.49580913,2.27848922,0.90357282,0.00000000
-5.88594297,3.88934918,1.41394666,0.01784129,2.49344940,2.28314781,0.89464611,0.00000000
-5.87993997,3.87395201,1.41360864,0.01784450,2.47638190,2.27394986,0.88090436,0.00000000
-5.87393697,3.83501890,1.40422737,0.01773901,2.44478028,2.25100695,0.86247730,0.00000000
-5.86793397,3.77323603,1.38601655,0.01752632,2.39913453,2.21474016,0.83959010,0.00000000
-5.86193097,3.68980293,1.35939084,0.01721028,2.34024378,2.16587359,0.81255948,0.00000000
-5.85592796,3.58640436,1.32495498,0.01679706,2.26919857,2.10541781,0.78178649,0.00000000
-5.84992496,3.46516643,1.28348683,0.01629501,2.18735338,2.03464415,0.74774631,0.00000000
-5.84392196,3.32859883,1.23591500,0.01571445,2.09629061,1.95505083,0.71097559,0.00000000
-5.83791896,3.17952574,1.18329202,0.01506745,1.99777768,1.86832252,0.67205770,0.00000000
-5.83191596,3.02100851,1.12676427,0.01436751,1.89371911,1.77628505,0.63160681,0.00000000
-5.82591296,2.85626311,1.06753983,0.01362920,1.78610562,1.68085709,0.59025121,0.00000000
-5.81990995,2.68857580,1.00685549,0.01286782,1.67696228,1.58400077,0.54861680,0.00000000
-5.81390695,2.52122007,0.94594422,0.01209906,1.56829783,1.48767297,0.50731125,0.00000000
-5.80790395,2.35737764,0.88600401,0.01133862,1.46205677,1.39377896,0.46690946,0.00000000
-5.80190095,2.20006600,0.82816924,0.01060185,1.36007585,1.30412970,0.42794084,0.00000000
-5.79589795,2.05207429,0.77348521,0.00990349,1.26404618,1.22040403,0.39087870,0.00000000
-5.78989495,1.91590901,0.72288639,0.00925734,1.17548158,1.14411626,0.35613196,0.00000000
-5.78389195,1.79375011,0.67717882,0.00867607,1.09569383,1.07658992,0.32403939,0.00000000
-5.77788894,1.68741801,0.63702683,0.00817096,1.02577472,1.01893743,0.29486621,0.00000000
-5.77188594,1.59835102,0.60294396,0.00775177,0.96658476,0.97204594,0.26880304,0.00000000
-5.76588294,1.52759289,0.57528814,0.00742662,0.91874810,0.93656873,0.24596692,0.00000000
-5.75987994,1.47578947,0.55426063,0.00720186,0.88265296,0.91292175,0.22640413,0.00000000
-5.75387694,1.44319354,0.53990869,0.00708202,0.85845688,0.90128496,0.21009455,0.00000000
