energy_ev,total_up,Cd_p_up,Cd_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.00950475,1.99043473,0.50275610,0.09526833,0.65529144,0.00740452,0.20553099,0.41015208
-5.00350175,1.93098281,0.48283062,0.09361604,0.61445899,0.00715397,0.20952035,0.41407056
-4.99749875,1.88144760,0.46535745,0.09262073,0.57660778,0.00693990,0.21459499,0.42075272
-4.99149575,1.84355758,0.45089201,0.09237453,0.54235658,0.00676763,0.22087918,0.43061831
-4.98549275,1.81878879,0.43993631,0.09295667,0.51223281,0.00664147,0.22847272,0.44404506
-4.97948974,1.80834555,0.43293232,0.09443222,0.48667007,0.00656470,0.23744775,0.46135975
-4.97348674,1.81314858,0.43025692,0.09685104,0.46600854,0.00653955,0.24784636,0.48282990
-4.96748374,1.83382961,0.43221819,0.10024701,0.45049779,0.00656730,0.25967882,0.50865636
-4.96148074,1.87073163,0.43905280,0.10463752,0.44030143,0.00664834,0.27292251,0.53896672
-4.95547774,1.92391353,0.45092427,0.11002316,0.43550299,0.00678223,0.28752154,0.57380954
-4.94947474,1.99315839,0.46792182,0.11638757,0.43611250,0.00696780,0.30338705,0.61314953
-4.94347174,2.07798437,0.49005976,0.12369756,0.44207327,0.00720331,0.32039819,0.65686379
-4.93746873,2.17765759,0.51727722,0.13190324,0.45326832,0.00748644,0.33840376,0.70473925
-4.93146573,2.29120672,0.54943830,0.14093855,0.46952632,0.00781448,0.35722450,0.75647154
-4.92546273,2.41743891,0.58633264,0.15072182,0.49062669,0.00818433,0.37665604,0.81166556
-4.91945973,2.55495740,0.62767665,0.16115667,0.51630384,0.00859261,0.39647255,0.86983792
-4.91345673,2.70218103,0.67311561,0.17213317,0.54625079,0.00903568,0.41643096,0.93042167
-4.90745373,2.85736619,0.72222685,0.18352932,0.58012204,0.00950970,0.43627577,0.99277340
-4.90145073,3.01863175,0.77452443,0.19521281,0.61753638,0.01001064,0.45574447,1.05618294
-4.89544772,3.18398760,0.82946543,0.20704331,0.65807957,0.01053433,0.47457333,1.11988582
-4.88944472,3.35136713,0.88645820,0.21887495,0.70130770,0.01107647,0.49250357,1.18307827
-4.88344172,3.51866382,0.94487258,0.23055929,0.74675126,0.01163268,0.50928773,1.24493471
-4.87743872,3.68377197,1.00405225,0.24194862,0.79392036,0.01219852,0.52469601,1.30462735
-4.87143572,3.84463096,1.06332885,0.25289938,0.84231140,0.01276956,0.53852246,1.36134740
-4.86543272,3.99927217,1.12203783,0.26327597,0.89141514,0.01334143,0.55059074,1.41432722
-4.85942971,4.14586735,1.17953539,0.27295438,0.94072621,0.01390995,0.56075921,1.46286268
-4.85342671,4.28277665,1.23521608,0.28182593,0.98975383,0.01447117,0.56892514,1.50633476
-4.84742371,4.40859444,1.28853021,0.28980060,1.03803335,0.01502153,0.57502790,1.54422957
-4.84142071,4.52219070,1.33900034,0.29681007,1.08513818,0.01555791,0.57905079,1.57615573
-4.83541771,4.62274576,1.38623603,0.30281013,1.13069130,0.01607781,0.58102149,1.60185831
-4.82941471,4.70977617,1.42994596,0.30778234,1.17437593,0.01657939,0.58101105,1.62122839
-4.82341171,4.78314985,1.46994658,0.31173493,1.21594436,0.01706159,0.57913133,1.63430780
-4.81740870,4.84308882,1.50616677,0.31470263,1.25522438,0.01752413,0.57553100,1.64128838
-4.81140570,4.89015861,1.53864790,0.31674559,1.29212271,0.01796758,0.57039020,1.64250570
-4.80540270,4.92524387,1.56753900,0.31794722,1.32662487,0.01839326,0.56391403,1.63842723
-4.79939970,4.94951044,1.59308703,0.31841106,1.35879133,0.01880326,0.55632518,1.62963534
-4.79339670,4.96435510,1.61562256,0.31825678,1.38874974,0.01920024,0.54785589,1.61680567
-4.78739370,4.97134457,1.63554117,0.31761540,1.41668357,0.01958732,0.53873969,1.60068176
-4.78139070,4.97214636,1.65328155,0.31662401,1.44281753,0.01996784,0.52920325,1.58204701
-4.77538769,4.96845450,1.66930111,0.31542015,1.46740042,0.02034518,0.51945853,1.56169507
-4.76938469,4.96191348,1.68405036,0.31413602,1.49068642,0.02072249,0.50969591,1.54040018
-4.76338169,4.95404412,1.69794738,0.31289305,1.51291566,0.02110246,0.50007817,1.51888851
-4.75737869,4.94617498,1.71135356,0.31179678,1.53429535,0.02148704,0.49073595,1.49781206
-4.75137569,4.93938286,1.72455205,0.31093249,1.55498256,0.02187731,0.48176462,1.47772606
-4.74537269,4.93444526,1.73773001,0.31036177,1.57506962,0.02227322,0.47322283,1.45907098
-4.73936968,4.93180736,1.75096572,0.31012009,1.59457321,0.02267354,0.46513258,1.44215996
-4.73336668,4.93156515,1.76422116,0.31021566,1.61342778,0.02307572,0.45748104,1.42717188
-4.72736368,4.93346550,1.77734069,0.31062947,1.63148373,0.02347600,0.45022365,1.41415060
-4.72136068,4.93692303,1.79005573,0.31131655,1.64851065,0.02386937,0.44328861,1.40300995
-4.71535768,4.94105280,1.80199537,0.31220848,1.66420532,0.02424978,0.43658230,1.39354417
-4.70935468,4.94471687,1.81270227,0.31321679,1.67820413,0.02461031,0.42999542,1.38544315
-4.70335168,4.94658213,1.82165300,0.31423728,1.69009919,0.02494343,0.42340949,1.37831143
-4.69734867,4.94518629,1.82828180,0.31515486,1.69945717,0.02524125,0.41670344,1.37169007
-4.69134567,4.93900831,1.83200632,0.31584883,1.70583980,0.02549586,0.40975988,1.36508006
-4.68534267,4.92653979,1.83225430,0.31619813,1.70882483,0.02569965,0.40247084,1.35796614
-4.67933967,4.90635355,1.82848943,0.31608647,1.70802633,0.02584558,0.39474269,1.34983993
-4.67333667,4.87716621,1.82023552,0.31540701,1.70311317,0.02592749,0.38650009,1.34022123
-4.66733367,4.83789187,1.80709742,0.31406645,1.69382471,0.02594031,0.37768877,1.32867668
-4.66133067,4.78768475,1.78877821,0.31198827,1.67998306,0.02588028,0.36827719,1.31483508
-4.65532766,4.72596938,1.76509156,0.30911517,1.66150126,0.02574508,0.35825699,1.29839890
-4.64932466,4.65245759,1.73596927,0.30541046,1.63838729,0.02553390,0.34764241,1.27915178
-4.64332166,4.56715260,1.70146357,0.30085862,1.61074381,0.02524744,0.33646868,1.25696212
-4.63731866,4.47034077,1.66174464,0.29546489,1.57876402,0.02488789,0.32478969,1.23178282
-4.63131566,4.36257276,1.61709366,0.28925411,1.54272402,0.02445880,0.31267501,1.20364780
-4.62531266,4.24463580,1.56789196,0.28226891,1.50297251,0.02396500,0.30020663,1.17266571
-4.61930965,4.11751936,1.51460732,0.27456738,1.45991837,0.02341234,0.28747546,1.13901154
-4.61330665,3.98237655,1.45777797,0.26622044,1.41401711,0.02280756,0.27457801,1.10291669
-4.60730365,3.84048359,1.39799544,0.25730900,1.36575691,0.02215807,0.26161317,1.06465841
-4.60130065,3.69319944,1.33588696,0.24792114,1.31564497,0.02147171,0.24867947,1.02454884
-4.59529765,3.54192736,1.27209830,0.23814938,1.26419483,0.02075660,0.23587279,0.98292461
-4.58929465,3.38807999,1.20727761,0.22808815,1.21191504,0.02002092,0.22328459,0.94013694
-4.58329165,3.23304871,1.14206080,0.21783163,1.15929957,0.01927276,0.21100072,0.89654295
-4.57728864,3.07817797,1.07705883,0.20747181,1.10682010,0.01851999,0.19910074,0.85249799
-4.57128564,2.92474469,1.01284711,0.19709701,1.05492006,0.01777014,0.18765766,0.80834927
-4.56528264,2.77394243,0.94995694,0.18679066,1.00401045,0.01703032,0.17673811,0.76443061
-4.55927964,2.62686993,0.88886915,0.17663043,0.95446713,0.01630717,0.16640270,0.72105827
-4.55327664,2.48452320,0.83000960,0.16668760,0.90662921,0.01560678,0.15670661,0.67852760
-4.54727364,2.34779051,0.77374643,0.15702665,0.86079840,0.01493467,0.14770014,0.63711049
-4.54127064,2.21744949,0.72038875,0.14770499,0.81723886,0.01429580,0.13942922,0.59705324
-4.53526763,2.09416562,0.67018662,0.13877280,0.77617733,0.01369450,0.13193580,0.55857493
-4.52926463,1.97849165,0.62333211,0.13027300,0.73780344,0.01313449,0.12525796,0.52186599
-4.52326163,1.87086764,0.57996110,0.12224117,0.70226991,0.01261889,0.11942983,0.48708708
-4.51725863,1.77162133,0.54015588,0.11470558,0.66969271,0.01215014,0.11448117,0.45436815
-4.51125563,1.68096905,0.50394839,0.10768721,0.64015122,0.01173008,0.11043678,0.42380782
-4.50525263,1.59901721,0.47132391,0.10119983,0.61368839,0.01135986,0.10731558,0.39547302
-4.49924962,1.52576469,0.44222536,0.09525010,0.59031112,0.01104000,0.10512956,0.36939916
-4.49324662,1.46110650,0.41655801,0.08983782,0.56999100,0.01077037,0.10388264,0.34559070
-4.48724362,1.40483883,0.39419467,0.08495620,0.55266547,0.01055020,0.10356943,0.32402236
-4.48124062,1.35666599,0.37498124,0.08059225,0.53823965,0.01037812,0.10417408,0.30464097
-4.47523762,1.31620907,0.35874254,0.07672734,0.52658886,0.01025220,0.10566919,0.28736788
-4.46923462,1.28301660,0.34528840,0.07333783,0.51756182,0.01016998,0.10801503,0.27210207
-4.46323162,1.25657672,0.33441970,0.07039580,0.51098448,0.01012857,0.11115890,0.25872369
-4.45722861,1.23633087,0.32593429,0.06786996,0.50666453,0.01012471,0.11503494,0.24709815
-4.45122561,1.22168818,0.31963258,0.06572651,0.50439616,0.01015483,0.11956428,0.23708030
-4.44522261,1.21204036,0.31532255,0.06393011,0.50396512,0.01021518,0.12465563,0.22851891
-4.43921961,1.20677615,0.31282393,0.06244481,0.50515367,0.01030189,0.13020632,0.22126089
-4.43321661,1.20529491,0.31197153,0.06123496,0.50774525,0.01041109,0.13610380,0.21515537
-4.42721361,1.20701861,0.31261726,0.06026602,0.51152863,0.01053893,0.14222757,0.21005726
-4.42121061,1.21140174,0.31463112,0.05950523,0.51630131,0.01068170,0.14845148,0.20583035
-4.41520760,1.21793873,0.31790074,0.05892217,0.52187204,0.01083585,0.15464643,0.20234959
-4.40920460,1.22616865,0.32232978,0.05848916,0.52806233,0.01099805,0.16068322,0.19950274
-4.40320160,1.23567705,0.32783513,0.05818143,0.53470697,0.01116516,0.16643564,0.19719114
-4.39719860,1.24609497,0.33434314,0.05797719,0.54165355,0.01133429,0.17178356,0.19532983
-4.39119560,1.25709562,0.34178513,0.05785746,0.54876114,0.01150272,0.17661598,0.19384687
-4.38519260,1.26838879,0.35009241,0.05780585,0.55589821,0.01166791,0.18083383,0.19268211
-4.37918959,1.27971381,0.35919124,0.05780817,0.56294019,0.01182744,0.18435247,0.19178543
-4.37318659,1.29083151,0.36899793,0.05785193,0.56976669,0.01197899,0.18710377,0.19111469
-4.36718359,1.30151594,0.37941457,0.05792586,0.57625882,0.01212024,0.18903763,0.19063345
-4.36118059,1.31154645,0.39032573,0.05801942,0.58229685,0.01224888,0.19012293,0.19030869
-4.35517759,1.32070085,0.40159619,0.05812226,0.58775834,0.01236257,0.19034782,0.19010860
-4.34917459,1.32875011,0.41307023,0.05822386,0.59251713,0.01245888,0.18971935,0.19000074
-4.34317159,1.33545517,0.42457244,0.05831315,0.59644313,0.01253531,0.18826253,0.18995040
-4.33716858,1.34056607,0.43591011,0.05837834,0.59940321,0.01258933,0.18601870,0.18991961
-4.33116558,1.34382364,0.44687730,0.05840681,0.60126303,0.01261835,0.18304357,0.18986653
-4.32516258,1.34496371,0.45726031,0.05838514,0.60188985,0.01261980,0.17940477,0.18974550
-4.31915958,1.34372372,0.46684445,0.05829932,0.60115627,0.01259121,0.17517922,0.18950751
-4.31315658,1.33985130,0.47542168,0.05813504,0.59894448,0.01253023,0.17045039,0.18910130
-4.30715358,1.33311456,0.48279890,0.05787807,0.59515105,0.01243479,0.16530564,0.18847486
