energy_ev,total_up,Ag_p_up,Ag_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,9.14540398,1.64206106,5.52495492,0.02521061,0.00000000,0.00847482,0.95180077,0.08440398,1.30412441
-5.99399700,9.38663193,1.68714300,5.68353259,0.02633272,0.00000000,0.00871881,0.97569710,0.08481613,1.32956077
-5.98799400,9.62987432,1.73174470,5.84337296,0.02745627,0.00000000,0.00897806,1.00020988,0.08537591,1.35537705
-5.98199100,9.87212093,1.77517066,6.00272843,0.02856218,0.00000000,0.00924770,1.02502442,0.08607000,1.38120078
-5.97598799,10.11046502,1.81674561,6.15992071,0.02963158,0.00000000,0.00952303,1.04981564,0.08688268,1.40668743
-5.96998499,10.34218749,1.85583578,6.31338995,0.03064634,0.00000000,0.00979959,1.07425659,0.08779651,1.43153314
-5.96398199,10.56483616,1.89186849,6.46174084,0.03158943,0.00000000,0.01007330,1.09802748,0.08879291,1.45548611
-5.95797899,10.77629642,1.92434900,6.60378356,0.03244543,0.00000000,0.01034052,1.12082475,0.08985291,1.47835565
-5.95197599,10.97485024,1.95287415,6.73856779,0.03320087,0.00000000,0.01059814,1.14236986,0.09095778,1.50001860
-5.94597299,11.15922077,1.97714216,6.86540812,0.03384459,0.00000000,0.01084364,1.16241759,0.09208976,1.52042269
-5.93996998,11.32860054,1.99695819,6.98389976,0.03436797,0.00000000,0.01107510,1.18076324,0.09323258,1.53958638
-5.93396698,11.48266193,2.01223576,7.09392366,0.03476514,0.00000000,0.01129122,1.19724870,0.09437200,1.55759537
-5.92796398,11.62154946,2.02299397,7.19564080,0.03503309,0.00000000,0.01149132,1.21176694,0.09549616,1.57459569
-5.92196098,11.74585395,2.02935087,7.28947574,0.03517161,0.00000000,0.01167532,1.22426489,0.09659586,1.59078364
-5.91595798,11.85656980,2.03151352,7.37608999,0.03518330,0.00000000,0.01184368,1.23474440,0.09766464,1.60639304
-5.90995498,11.95503687,2.02976525,7.45634616,0.03507334,0.00000000,0.01199731,1.24326135,0.09869872,1.62168043
-5.90395198,12.04286957,2.02445088,7.53126419,0.03484929,0.00000000,0.01213756,1.24992288,0.09969681,1.63690871
-5.89794897,12.12187579,2.01596060,7.60197143,0.03452078,0.00000000,0.01226609,1.25488282,0.10065977,1.65233017
-5.89194597,12.19396900,2.00471335,7.66964819,0.03409919,0.00000000,0.01238479,1.25833543,0.10159015,1.66816968
-5.88594297,12.26107719,1.99114036,7.73547110,0.03359722,0.00000000,0.01249569,1.26050771,0.10249166,1.68460879
-5.87993997,12.32505208,1.97566956,7.80055618,0.03302856,0.00000000,0.01260089,1.26165059,0.10336857,1.70177166
-5.87393697,12.38758229,1.95871151,7.86590393,0.03240747,0.00000000,0.01270245,1.26202923,0.10422506,1.71971342
-5.86793397,12.45011390,1.94064713,7.93234852,0.03174837,0.00000000,0.01280234,1.26191283,0.10506466,1.73841161
-5.86193097,12.51378154,1.92181779,8.00051305,0.03106552,0.00000000,0.01290235,1.26156434,0.10588969,1.75776119
-5.85592796,12.57935265,1.90251784,8.07077275,0.03037268,0.00000000,0.01300408,1.26123041,0.10670076,1.77757334
