energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Ti_p_up,Ti_d_up
-5.88594297,3.33735026,0.04599287,1.96731782,0.13890792,0.00021911,1.02571680,0.90302316
-5.87993997,3.31844923,0.04689753,1.97893884,0.13920268,0.00020918,0.98459874,0.92091575
-5.87393697,3.29575779,0.04773455,1.98697352,0.13922714,0.00019923,0.94557092,0.93701093
-5.86793397,3.26839957,0.04847775,1.99069122,0.13893196,0.00018931,0.90859774,0.95086206
-5.86193097,3.23557529,0.04910134,1.98946282,0.13827083,0.00017945,0.87358301,0.96208114
-5.85592796,3.19661479,0.04958083,1.98279230,0.13720288,0.00016969,0.84038834,0.97035452
-5.84992496,3.15102403,0.04989392,1.97034377,0.13569491,0.00016007,0.80885222,0.97545653
-5.84392196,3.09852473,0.05002139,1.95196258,0.13372328,0.00015062,0.77880833,0.97726016
-5.83791896,3.03908443,0.04994782,1.92768955,0.13127537,0.00014136,0.75010253,0.97574447
-5.83191596,2.97293574,0.04966227,1.89776745,0.12835061,0.00013233,0.72260740,0.97099814
-5.82591296,2.90058366,0.04915877,1.86263961,0.12496106,0.00012356,0.69623395,0.96321903
-5.81990995,2.82280084,0.04843667,1.82294045,0.12113139,0.00011508,0.67093997,0.95270963
-5.81390695,2.74061109,0.04750081,1.77947863,0.11689845,0.00010694,0.64673483,0.93986843
-5.80790395,2.65526201,0.04636142,1.73321321,0.11231043,0.00009916,0.62368082,0.92517761
-5.80190095,2.56818820,0.04503397,1.68522421,0.10742550,0.00009181,0.60189106,0.90918729
-5.79589795,2.48096691,0.04353873,1.63667863,0.10231034,0.00008491,0.58152446,0.89249710
-5.78989495,2.39526817,0.04190018,1.58879339,0.09703824,0.00007852,0.56277821,0.87573561
-5.78389195,2.31280179,0.04014640,1.54279684,0.09168725,0.00007268,0.54587827,0.85953850
-5.77788894,2.23526358,0.03830819,1.49989036,0.08633811,0.00006742,0.53106853,0.84452633
-5.77188594,2.16428314,0.03641821,1.46121160,0.08107232,0.00006280,0.51859942,0.83128268
-5.76588294,2.10137536,0.03451009,1.42780071,0.07597024,0.00005884,0.50871642,0.82033370
-5.75987994,2.04789767,0.03261749,1.40057099,0.07110936,0.00005559,0.50164914,0.81212980
-5.75387694,2.00501448,0.03077325,1.38028485,0.06656279,0.00005306,0.49760154,0.80703016
-5.74787394,1.97367014,0.02900849,1.36753592,0.06239793,0.00005128,0.49674360,0.80529086
-5.74187094,1.95457118,0.02735192,1.36273786,0.05867540,0.00005027,0.49920488,0.80705705
-5.73586793,1.94817812,0.02582922,1.36611990,0.05544821,0.00005005,0.50507000,0.81235936
-5.72986493,1.95470678,0.02446246,1.37772924,0.05276116,0.00005062,0.51437620,0.82111492
-5.72386193,1.97413836,0.02326976,1.39743966,0.05065045,0.00005199,0.52711293,0.83313272
-5.71785893,2.00623761,0.02226504,1.42496580,0.04914345,0.00005418,0.54322322,0.84812328
-5.71185593,2.05057736,0.02145789,1.45988220,0.04825867,0.00005718,0.56260658,0.86571198
-5.70585293,2.10656821,0.02085359,1.50164588,0.04800573,0.00006099,0.58512313,0.88545562
-5.69984992,2.17349130,0.02045318,1.54962135,0.04838559,0.00006562,0.61059854,0.90686141
-5.69384692,2.25053240,0.02025374,1.60310667,0.04939062,0.00007107,0.63882935,0.92940758
-5.68784392,2.33681540,0.02024866,1.66135937,0.05100492,0.00007734,0.66958834,0.95256461
-5.68184092,2.43143354,0.02042795,1.72362095,0.05320444,0.00008445,0.70262949,0.97581630
-5.67583792,2.53347671,0.02077872,1.78913895,0.05595732,0.00009238,0.73769235,0.99867963
-5.66983492,2.64205364,0.02128553,1.85718571,0.05922407,0.00010115,0.77450564,1.02072269
-5.66383192,2.75630824,0.02193087,1.92707340,0.06295789,0.00011076,0.81278986,1.04157986
-5.65782891,2.87542951,0.02269555,1.99816477,0.06710500,0.00012120,0.85225912,1.06096381
-5.65182591,2.99865527,0.02355915,2.06987997,0.07160504,0.00013247,0.89262226,1.07867374
-5.64582291,3.12527009,0.02450039,2.14169948,0.07639157,0.00014456,0.93358347,1.09459995
-5.63981991,3.25459853,0.02549750,2.21316392,0.08139273,0.00015745,0.97484286,1.10872447
-5.63381691,3.38599481,0.02652856,2.28387156,0.08653205,0.00017112,1.01609734,1.12111823
-5.62781391,3.51883079,0.02757182,2.35347428,0.09172941,0.00018551,1.05704214,1.13193498
-5.62181091,3.65248373,0.02860597,2.42167339,0.09690222,0.00020058,1.09737351,1.14140269
-5.61580790,3.78632576,0.02961041,2.48821589,0.10196680,0.00021626,1.13679278,1.14981294
-5.60980490,3.91971666,0.03056554,2.55289244,0.10683990,0.00023244,1.17501214,1.15750905
-5.60380190,4.05200134,0.03145293,2.61553743,0.11144044,0.00024904,1.21176208,1.16487382
-5.59779890,4.18251306,0.03225565,2.67603183,0.11569124,0.00026592,1.24680058,1.17231737
-5.59179590,4.31058280,0.03295839,2.73430873,0.11952094,0.00028294,1.27992357,1.18026573
-5.58579290,4.43555491,0.03354777,2.79036135,0.12286581,0.00029995,1.31097638,1.18915067
-5.57978989,4.55680829,0.03401251,2.84425303,0.12567153,0.00031677,1.33986556,1.19940106
-5.57378689,4.67378193,0.03434362,2.89612804,0.12789474,0.00033323,1.36657014,1.21143570
-5.56778389,4.78600319,0.03453458,2.94622219,0.12950444,0.00034914,1.39115164,1.22565778
-5.56178089,4.89311655,0.03458150,2.99487174,0.13048301,0.00036430,1.41376187,1.24245038
-5.55577789,4.99491050,0.03448319,3.04251908,0.13082686,0.00037854,1.43464754,1.26217298
-5.54977489,5.09134001,0.03424125,3.08971384,0.13054671,0.00039169,1.45415094,1.28515807
-5.54377189,5.18254212,0.03386003,3.13710796,0.12966735,0.00040357,1.47270597,1.31170760
-5.53776888,5.26884234,0.03334659,3.18544386,0.12822701,0.00041405,1.49082909,1.34208857
-5.53176588,5.35075016,0.03271052,3.23553482,0.12627621,0.00042301,1.50910484,1.37652723
-5.52576288,5.42894245,0.03196377,3.28823758,0.12387626,0.00043037,1.52816622,1.41520174
-5.51975988,5.50423417,0.03112034,3.34441737,0.12109732,0.00043606,1.54867007,1.45823285
-5.51375688,5.57753689,0.03019592,3.40490623,0.11801622,0.00044007,1.57126844,1.50567284
-5.50775388,5.64980622,0.02920749,3.47045615,0.11471402,0.00044239,1.59657678,1.55749299
-5.50175088,5.72198020,0.02817287,3.54168888,0.11127345,0.00044309,1.62514039,1.61357001
-5.49574787,5.79491144,0.02711018,3.61904476,0.10777631,0.00044221,1.65740060,1.67367232
-5.48974487,5.86929657,0.02603740,3.70273330,0.10430094,0.00043989,1.69366237,1.73744706
-5.48374187,5.94560668,0.02497179,3.79268835,0.10091980,0.00043622,1.73406514,1.80440899
-5.47773887,6.02402312,0.02392946,3.88853062,0.09769738,0.00043137,1.77855844,1.87393238
-5.47173587,6.10438266,0.02292488,3.98954035,0.09468828,0.00042548,1.82688408,1.94524705
-5.46573287,6.18613594,0.02197050,4.09464252,0.09193582,0.00041872,1.87856610,2.01743955
-5.45972986,6.26832257,0.02107644,4.20240633,0.08947092,0.00041125,1.93290958,2.08946040
-5.45372686,6.34956549,0.02025023,4.31106035,0.08731155,0.00040323,1.98900893,2.16013779
-5.44772386,6.42808622,0.01949667,4.41852378,0.08546258,0.00039478,2.04576581,2.22819804
-5.44172086,6.50174168,0.01881778,4.52245349,0.08391608,0.00038605,2.10191645,2.29229260
-5.43571786,6.56808185,0.01821287,4.62030573,0.08265211,0.00037712,2.15606749,2.35103099
-5.42971486,6.62442643,0.01767866,4.70941042,0.08163987,0.00036808,2.20673919,2.40301862
-5.42371186,6.66795781,0.01720954,4.78705546,0.08083922,0.00035898,2.25241416,2.44689820
-5.41770885,6.69582609,0.01679786,4.85057748,0.08020252,0.00034985,2.29158981,2.48139306
-5.41170585,6.70526165,0.01643436,4.89745538,0.07967665,0.00034070,2.32283209,2.50535038
-5.40570285,6.69368993,0.01610854,4.92540242,0.07920521,0.00033151,2.34482820,2.51778249
-5.39969985,6.65884289,0.01580918,4.93245279,0.07873079,0.00032224,2.35643597,2.51790414
-5.39369685,6.59886172,0.01552478,4.91703866,0.07819724,0.00031287,2.35672751,2.50516400
-5.38769385,6.51238584,0.01524404,4.87805406,0.07755178,0.00030332,2.34502542,2.47926865
-5.38169085,6.39862371,0.01495629,4.81490284,0.07674701,0.00029356,2.32092971,2.44019793
-5.37568784,6.25740209,0.01465189,4.72752822,0.07574270,0.00028353,2.28433440,2.38821074
-5.36968484,6.08919161,0.01432260,4.61642292,0.07450718,0.00027318,2.23543331,2.32384100
-5.36368184,5.89510735,0.01396181,4.48261943,0.07301855,0.00026250,2.17471476,2.24788388
-5.35767884,5.67688508,0.01356473,4.32766111,0.07126541,0.00025145,2.10294579,2.16137299
-5.35167584,5.43683442,0.01312857,4.15355573,0.06924733,0.00024004,2.02114696,2.06554957
-5.34567284,5.17777182,0.01265248,3.96271398,0.06697491,0.00022830,1.93055903,1.96182527
-5.33966983,4.90293695,0.01213757,3.75787591,0.06446951,0.00021626,1.83260338,1.85174015
-5.33366683,4.61589686,0.01158680,3.54202900,0.06176280,0.00020398,1.72883817,1.73691794
-5.32766383,4.32044284,0.01100475,3.31832177,0.05889594,0.00019153,1.62091245,1.61902056
-5.32166083,4.02048481,0.01039747,3.08997666,0.05591869,0.00017900,1.51052016,1.49970382
-5.31565783,3.71994813,0.00977216,2.86020616,0.05288838,0.00016649,1.39935625,1.38057616
-5.30965483,3.42267726,0.00913696,2.63213530,0.04986887,0.00015410,1.28907640,1.26316191
-5.30365183,3.13234985,0.00850063,2.40873346,0.04692944,0.00014196,1.18126201,1.14887041
-5.29764882,2.85240441,0.00787233,2.19275756,0.04414388,0.00013018,1.07739135,1.03897170
-5.29164582,2.58598334,0.00726130,1.98670814,0.04158950,0.00011885,0.97881757,0.93457940
-5.28564282,2.33589240,0.00667673,1.79279880,0.03934638,0.00010811,0.88675372,0.83664074
-5.27963982,2.10457660,0.00612751,1.61293904,0.03749667,0.00009803,0.80226463,0.74593357
-5.27363682,1.89411176,0.00562211,1.44872960,0.03612396,0.00008872,0.72626506,0.66306971
-5.26763382,1.70620986,0.00516847,1.30146900,0.03531273,0.00008025,0.65952334,0.58850373
-5.26163082,1.54223617,0.00477395,1.17216942,0.03514773,0.00007270,0.60266930,0.52254626
-5.25562781,1.40323537,0.00444525,1.06157983,0.03571337,0.00006612,0.55620544,0.46538064
-5.24962481,1.28996379,0.00418842,0.97021409,0.03709287,0.00006056,0.52051998,0.41708164
-5.24362181,1.20292489,0.00400886,0.89838175,0.03936729,0.00005607,0.49590066,0.37763522
-5.23761881,1.14240518,0.00391134,0.84621939,0.04261427,0.00005267,0.48254808,0.34695831
-5.23161581,1.10850819,0.00389998,0.81372063,0.04690639,0.00005038,0.48058770,0.32491738
-5.22561281,1.10118442,0.00397830,0.80076316,0.05230933,0.00004922,0.49007976,0.31134549
-5.21960980,1.12025572,0.00414917,0.80713169,0.05887956,0.00004919,0.51102658,0.30605669
-5.21360680,1.16543319,0.00441482,0.83253581,0.06666185,0.00005031,0.54337696,0.30885785
-5.20760380,1.23632816,0.00477681,0.87662261,0.07568650,0.00005257,0.58702774,0.31955729
-5.20160080,1.33245627,0.00523594,0.93898381,0.08596644,0.00005598,0.64182254,0.33797036
-5.19559780,1.45323530,0.00579221,1.01915777,0.09749438,0.00006052,0.70754828,0.36392189
-5.18959480,1.59797756,0.00644471,1.11662695,0.11024007,0.00006618,0.78392969,0.39724573
-5.18359180,1.76587810,0.00719157,1.23081153,0.12414793,0.00007297,0.87062268,0.43778168
-5.17758879,1.95600005,0.00802990,1.36106010,0.13913525,0.00008087,0.96720699,0.48536996
-5.17158579,2.16725860,0.00895565,1.50663826,0.15509100,0.00008985,1.07317890,0.53984377
-5.16558279,2.39840485,0.00996364,1.66671622,0.17187556,0.00009992,1.18794450,0.60102013
-5.15957979,2.64801097,0.01104752,1.84035611,0.18932148,0.00011102,1.31081404,0.66868956
-5.15357679,2.91445778,0.01219978,2.02649991,0.20723531,0.00012315,1.44099787,0.74260490
-5.14757379,3.19592561,0.01341181,2.22395873,0.22540051,0.00013626,1.57760420,0.82246971
-5.14157079,3.49038926,0.01467400,2.43140396,0.24358159,0.00015031,1.71963896,0.90792671
-5.13556778,3.79561747,0.01597586,2.64736099,0.26152919,0.00016525,1.86600791,0.99854674
-5.12956478,4.10917741,0.01730620,2.87020584,0.27898608,0.00018101,2.01552108,1.09381862
-5.12356178,4.42844421,0.01865334,3.09816514,0.29569382,0.00019751,2.16689947,1.19314055
-5.11755878,4.75061572,0.02000528,3.32931994,0.31139985,0.00021469,2.31878418,1.29581352
-5.11155578,5.07273250,0.02134994,3.56161367,0.32586463,0.00023243,2.46974787,1.40103724
-5.10555278,5.39170300,0.02267540,3.79286464,0.33886865,0.00025064,2.61830847,1.50790921
-5.09954977,5.70433388,0.02397009,4.02078332,0.35021882,0.00026917,2.76294537,1.61542735
-5.09354677,6.00736540,0.02522296,4.24299483,0.35975406,0.00028791,2.90211788,1.72249666
-5.08754377,6.29751173,0.02642364,4.45706674,0.36734977,0.00030669,3.03428610,1.82794027
-5.08154077,6.57150601,0.02756254,4.66054220,0.37292090,0.00032535,3.15793417,1.93051493
-5.07553777,6.82614985,0.02863094,4.85097834,0.37642367,0.00034372,3.27159563,2.02893113
-5.06953477,7.05836673,0.02962097,5.02598951,0.37785561,0.00036161,3.37388101,2.12187745
-5.06353177,7.26525869,0.03052563,5.18329477,0.37725414,0.00037883,3.46350691,2.20804886
-5.05752876,7.44416525,0.03133872,5.32076852,0.37469375,0.00039518,3.53932643,2.28617810
-5.05152576,7.59272337,0.03205477,5.43649325,0.37028189,0.00041044,3.60036010,2.35506938
-5.04552276,7.70892691,0.03266895,5.52881250,0.36415388,0.00042444,3.64582645,2.41363316
-5.03951976,7.79118368,0.03317699,5.59638258,0.35646709,0.00043695,3.67517127,2.46092074
-5.03351676,7.83836828,0.03357510,5.63822063,0.34739478,0.00044781,3.68809442,2.49615722
-5.02751376,7.84986822,0.03385992,5.65374723,0.33711980,0.00045683,3.68457283,2.51877137
-5.02151076,7.82562137,0.03402849,5.64282125,0.32582861,0.00046385,3.66487858,2.52842098
-5.01550775,7.76614248,0.03407828,5.60576493,0.31370569,0.00046875,3.62959068,2.52501237
-5.00950475,7.67253678,0.03400722,5.54337756,0.30092886,0.00047143,3.57959950,2.50871288
-5.00350175,7.54649908,0.03381385,5.45693622,0.28766535,0.00047179,3.51610289,2.47995560
-4.99749875,7.39029719,0.03349742,5.34818269,0.27406896,0.00046981,3.44059337,2.43943551
-4.99149575,7.20673899,0.03305802,5.21929602,0.26027823,0.00046547,3.35483590,2.38809720
-4.98549275,6.99912318,0.03249681,5.07285112,0.24641562,0.00045881,3.26083636,2.32711399
-4.97948974,6.77117439,0.03181617,4.91176381,0.23258757,0.00044990,3.16080111,2.25785925
-4.97348674,6.52696392,0.03101982,4.73922399,0.21888536,0.00043884,3.05708834,2.18187064
-4.96748374,6.27081828,0.03011302,4.55861865,0.20538654,0.00042578,2.95215256,2.10080868
-4.96148074,6.00721800,0.02910259,4.37344714,0.19215684,0.00041089,2.84848363,2.01641092
-4.95547774,5.74068993,0.02799703,4.18723150,0.17925227,0.00039437,2.74854236,1.93044356
-4.94947474,5.47569648,0.02680639,4.00342489,0.16672129,0.00037646,2.65469459,1.84465217
-4.94347174,5.21652565,0.02554230,3.82532126,0.15460697,0.00035740,2.56914633,1.76071343
-4.93746873,4.96718563,0.02421775,3.65596963,0.14294883,0.00033745,2.49388208,1.68018955
-4.93146573,4.73130785,0.02284692,3.49809591,0.13178454,0.00031687,2.43060886,1.60448716
-4.92546273,4.51206199,0.02144493,3.35403524,0.12115117,0.00029593,2.38070817,1.53482205
-4.91945973,4.31208605,0.02002758,3.22567732,0.11108620,0.00027489,2.34519794,1.47219099
-4.91345673,4.13343432,0.01861100,3.11442687,0.10162806,0.00025400,2.32470613,1.41735159
-4.90745373,3.97754503,0.01721136,3.02118048,0.09281655,0.00023350,2.31945752,1.37081087
-4.90145073,3.84522891,0.01584457,2.94632098,0.08469281,0.00021360,2.32927423,1.33282268
-4.89544772,3.73667909,0.01452600,2.88972927,0.07729921,0.00019448,2.35359054,1.30339397
-4.88944472,3.65150179,0.01327018,2.85081317,0.07067901,0.00017631,2.39148148,1.28229957
-4.88344172,3.58876626,0.01209062,2.82855206,0.06487594,0.00015922,2.44170445,1.26910442
-4.87743872,3.54707189,0.01099961,2.82155529,0.05993363,0.00014333,2.50275203,1.26319253
-4.87143572,3.52462925,0.01000811,2.82813196,0.05589502,0.00012871,2.57291415,1.26380109
-4.86543272,3.51935149,0.00912563,2.84636890,0.05280162,0.00011541,2.65034664,1.27005828
-4.85942971,3.52895189,0.00836023,2.87421349,0.05069269,0.00010347,2.73314340,1.28102307
-4.85342671,3.55104302,0.00771845,2.90955765,0.04960434,0.00009288,2.81940868,1.29572532
-4.84742371,3.58323311,0.00720535,2.95031927,0.04956841,0.00008363,2.90732614,1.31320427
-4.84142071,3.62321504,0.00682456,2.99451748,0.05061126,0.00007569,2.99522143,1.33254399
-4.83541771,3.66884424,0.00657826,3.04033858,0.05275237,0.00006902,3.08161521,1.35290416
-4.82941471,3.71820203,0.00646725,3.08618975,0.05600268,0.00006355,3.16526427,1.37354496
-4.82341171,3.76964198,0.00649098,3.13073861,0.06036297,0.00005923,3.24518861,1.39384534
-4.81740870,3.82181787,0.00664756,3.17293725,0.06582196,0.00005597,3.32068377,1.41331388
-4.81140570,3.87369276,0.00693381,3.21203043,0.07235453,0.00005371,3.39131802,1.43159245
-4.80540270,3.92453020,0.00734523,3.24754844,0.07991993,0.00005236,3.45691517,1.44845269
-4.79939970,3.97386913,0.00787605,3.27928604,0.08846022,0.00005185,3.51752491,1.46378626
-4.79339670,4.02148563,0.00851924,3.30726984,0.09789903,0.00005208,3.57338281,1.47758968
-4.78739370,4.06734490,0.00926655,3.33171686,0.10814076,0.00005300,3.62486337,1.48994537
-4.78139070,4.11154782,0.01010859,3.35298771,0.11907034,0.00005451,3.67242957,1.50100029
-4.77538769,4.15427645,0.01103491,3.37153799,0.13055372,0.00005654,3.71658272,1.51094380
-4.76938469,4.19574273,0.01203414,3.38787150,0.14243912,0.00005902,3.75781623,1.51998650
-4.76338169,4.23614450,0.01309421,3.40249842,0.15455906,0.00006188,3.79657669,1.52834140
-4.75737869,4.27563190,0.01420254,3.41590138,0.16673335,0.00006505,3.83323499,1.53620876
-4.75137569,4.31428668,0.01534636,3.42851130,0.17877271,0.00006848,3.86806925,1.54376543
-4.74537269,4.35211537,0.01651298,3.44069434,0.19048330,0.00007210,3.90126062,1.55115928
-4.73936968,4.38905657,0.01769018,3.45274988,0.20167163,0.00007588,3.93290170,1.55850865
-4.73336668,4.42500090,0.01886652,3.46491914,0.21215005,0.00007977,3.96301636,1.56590662
-4.72736368,4.45982143,0.02003171,3.47740232,0.22174224,0.00008374,3.99158879,1.57342921
-4.72136068,4.49341122,0.02117693,3.49038222,0.23028880,0.00008777,4.01859884,1.58114632
-4.71535768,4.52572402,0.02229510,3.50405108,0.23765238,0.00009185,4.04405988,1.58913429
-4.70935468,4.55681393,0.02338111,3.51863751,0.24372236,0.00009598,4.06805557,1.59748818
-4.70335168,4.58686964,0.02443196,3.53443007,0.24841865,0.00010019,4.09077145,1.60633268
-4.69734867,4.61623939,0.02544681,3.55179459,0.25169459,0.00010449,4.11251809,1.61582984
-4.69134567,4.64544351,0.02642692,3.57118250,0.25353861,0.00010892,4.13374284,1.62618284
-4.68534267,4.67517217,0.02737553,3.59312863,0.25397481,0.00011355,4.15502821,1.63763468
-4.67933967,4.70626750,0.02829762,3.61823750,0.25306218,0.00011842,4.17707623,1.65046163
-4.67333667,4.73969032,0.02919960,3.64715831,0.25089274,0.00012362,4.20067888,1.66496136
-4.66733367,4.77647303,0.03008893,3.68054977,0.24758850,0.00012923,4.22667626,1.68143643
-4.66133067,4.81766158,0.03097368,3.71903708,0.24329757,0.00013533,4.25590513,1.70017405
-4.65532766,4.86425028,0.03186217,3.76316390,0.23818955,0.00014200,4.28914123,1.72142346
-4.64932466,4.91711412,0.03276244,3.81334285,0.23245041,0.00014936,4.32703967,1.74537265
-4.64332166,4.97694339,0.03368195,3.86980846,0.22627718,0.00015749,4.37007787,1.77212603
-4.63731866,5.04418582,0.03462719,3.93257641,0.21987268,0.00016648,4.41850556,1.80168505
-4.63131566,5.11900042,0.03560342,4.00141258,0.21344048,0.00017642,4.47230602,1.83393316
-4.62531266,5.20122726,0.03661453,4.07581493,0.20718029,0.00018739,4.53117200,1.86862668
-4.61930965,5.29037556,0.03766292,4.15501028,0.20128404,0.00019949,4.59449877,1.90539258
-4.61330665,5.38563177,0.03874951,4.23796724,0.19593258,0.00021277,4.66139575,1.94373353
-4.60730365,5.48588773,0.03987386,4.32342508,0.19129315,0.00022732,4.73071657,1.98304048
-4.60130065,5.58978724,0.04103428,4.40993759,0.18751760,0.00024318,4.80110631,2.02261218
-4.59529765,5.69578865,0.04222808,4.49592953,0.18474127,0.00026042,4.87106339,2.06168063
-4.58929465,5.80223934,0.04345182,4.57976259,0.18308238,0.00027907,4.93901240,2.09944115
-4.58329165,5.90745735,0.04470149,4.65980691,0.18264199,0.00029918,5.00338342,2.13508520
-4.57728864,6.00981490,0.04597281,4.73451389,0.18350406,0.00032078,5.06269278,2.16783423
-4.57128564,6.10781824,0.04726136,4.80248566,0.18573575,0.00034389,5.11562023,2.19697226
-4.56528264,6.20017863,0.04856277,4.86253709,0.18938767,0.00036852,5.16107734,2.22187556
-4.55927964,6.28586977,0.04987275,4.91374638,0.19449398,0.00039467,5.19826287,2.24203741
-4.55327664,6.36416796,0.05118711,4.95549114,0.20107222,0.00042232,5.22670139,2.25708678
-4.54727364,6.43467247,0.05250172,4.98746777,0.20912290,0.00045143,5.24626276,2.26679970
-4.54127064,6.49730486,0.05381235,5.00969315,0.21862880,0.00048196,5.25716110,2.27110294
-4.53526763,6.55228758,0.05511458,5.02248859,0.22955399,0.00051383,5.25993336,2.27006992
-4.52926463,6.60010326,0.05640354,5.02644719,0.24184268,0.00054695,5.25539892,2.26390922
-4.52326163,6.64143769,0.05767376,5.02238695,0.25541812,0.00058118,5.24460272,2.25294673
-4.51725863,6.67711034,0.05891900,5.01129250,0.27018145,0.00061636,5.22874558,2.23760256
-4.51125563,6.70799704,0.06013213,4.99424922,0.28601092,0.00065232,5.20910605,2.21836430
-4.50525263,6.73494995,0.06130499,4.97237391,0.30276158,0.00068884,5.18695865,2.19575840
-4.49924962,6.75871999,0.06242843,4.94674604,0.32026541,0.00072567,5.16349348,2.17032124
-4.49324662,6.77988679,0.06349240,4.91834375,0.33833242,0.00076253,5.13974203,2.14257179
-4.48724362,6.79880052,0.06448603,4.88798832,0.35675238,0.00079913,5.11651359,2.11298718
-4.48124062,6.81553922,0.06539794,4.85629987,0.37529759,0.00083513,5.09434591,2.08198259
-4.47523762,6.82988428,0.06621654,4.82366698,0.39372657,0.00087021,5.07347272,2.04989633
-4.46923462,6.84131546,0.06693039,4.79023120,0.41178858,0.00090402,5.05380993,2.01698062
-4.46323162,6.84902568,0.06752867,4.75588717,0.42922899,0.00093620,5.03496080,1.98339845
-4.45722861,6.85195471,0.06800165,4.72029776,0.44579524,0.00096642,5.01623964,1.94922617
-4.45122561,6.84883951,0.06834119,4.68292294,0.46124331,0.00099434,4.99671216,1.91446137
-4.44522261,6.83827837,0.06854119,4.64306026,0.47534429,0.00101967,4.97525006,1.87903537
-4.43921961,6.81880506,0.06859810,4.59989431,0.48789096,0.00104213,4.95059626,1.84282909
-4.43321661,6.78896861,0.06851128,4.55255215,0.49870397,0.00106150,4.92143706,1.80569136
-4.42721361,6.74741446,0.06828339,4.50016133,0.50763745,0.00107758,4.88647714,1.76745834
-4.42121061,6.69296234,0.06792059,4.44190735,0.51458362,0.00109024,4.84451305,1.72797292
-4.41520760,6.62467688,0.06743274,4.37708740,0.51947639,0.00109942,4.79450154,1.68710287
-4.40920460,6.54192727,0.06683344,4.30515773,0.52229358,0.00110509,4.73561914,1.64475696
-4.40320160,6.44443312,0.06613991,4.22577236,0.52305769,0.00110730,4.66731011,1.60089806
-4.39719860,6.33229446,0.06537281,4.13881148,0.52183525,0.00110614,4.58932087,1.55555278
-4.39119560,6.20600481,0.06455594,4.04439876,0.51873456,0.00110177,4.50171965,1.50881744
-4.38519260,6.06644723,0.06371572,3.94290701,0.51390210,0.00109440,4.40490088,1.46086010
-4.37918959,5.91487413,0.06288064,3.83495279,0.50751762,0.00108426,4.29957513,1.41191900
-4.37318659,5.75287253,0.06208057,3.72138091,0.49978811,0.00107164,4.18674561,1.36229779
-4.36718359,5.58231715,0.06134600,3.60324021,0.49094097,0.00105682,4.06767337,1.31235802
-4.36118059,5.40531427,0.06070712,3.48175262,0.48121658,0.00104013,3.94383356,1.26250966
-4.35517759,5.22413964,0.06019298,3.35827759,0.47086059,0.00102189,3.81686552,1.21320033
-4.34917459,5.04117383,0.05983046,3.23427408,0.46011621,0.00100241,3.68851966,1.16490406
-4.34317159,4.85883842,0.05964339,3.11126245,0.44921686,0.00098198,3.56060394,1.11811031
-4.33716858,4.67953612,0.05965160,2.99078808,0.43837939,0.00096089,3.43493266,1.07331385
-4.33116558,4.50559747,0.05987006,2.87438877,0.42779806,0.00093938,3.31327986,1.03100604
-4.32516258,4.33923625,0.06030813,2.76356688,0.41763965,0.00091767,3.19733910,0.99166788
-4.31915958,4.18251512,0.06096893,2.65976759,0.40803968,0.00089595,3.08869109,0.95576501
-4.31315658,4.03732206,0.06184887,2.56436329,0.39909992,0.00087437,2.98877965,0.92374465
-4.30715358,3.90535788,0.06293735,2.47864430,0.39088728,0.00085305,2.89889631,0.89603430
