energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.86793397,0.34696934,0.00876917,0.00285968,0.21434137,0.03262349,0.13696035,0.13812704,0.24148852,0.00000000
-5.86193097,0.34493644,0.00816995,0.00322185,0.20786838,0.03426122,0.14082758,0.13483410,0.24173942,0.00000000
-5.85592796,0.34656500,0.00758442,0.00368346,0.20261818,0.03654726,0.14661894,0.13229493,0.24467518,0.00000000
-5.84992496,0.35205426,0.00701656,0.00424990,0.19869012,0.03949524,0.15439779,0.13061005,0.25042805,0.00000000
-5.84392196,0.36160417,0.00647070,0.00492687,0.19618069,0.04311680,0.16421597,0.12988157,0.25912607,0.00000000
-5.83791896,0.37540362,0.00595135,0.00572012,0.19517804,0.04742002,0.17610812,0.13020881,0.27088446,0.00000000
-5.83191596,0.39361817,0.00546303,0.00663524,0.19575653,0.05240768,0.19008606,0.13168393,0.28579683,0.00000000
-5.82591296,0.41637777,0.00501019,0.00767729,0.19797171,0.05807566,0.20613342,0.13438779,0.30392644,0.00000000
-5.81990995,0.44376504,0.00459703,0.00885058,0.20185582,0.06441132,0.22420075,0.13838605,0.32529805,0.00000000
-5.81390695,0.47580451,0.00422744,0.01015824,0.20741415,0.07139205,0.24420159,0.14372583,0.34989060,0.00000000
-5.80790395,0.51245334,0.00390493,0.01160196,0.21462243,0.07898411,0.26600950,0.15043290,0.37763113,0.00000000
-5.80190095,0.55359379,0.00363251,0.01318161,0.22342531,0.08714177,0.28945655,0.15850959,0.40839017,0.00000000
-5.79589795,0.59902791,0.00341269,0.01489494,0.23373599,0.09580673,0.31433308,0.16793333,0.44197888,0.00000000
-5.78989495,0.64847454,0.00324746,0.01673731,0.24543714,0.10490807,0.34038921,0.17865606,0.47814807,0.00000000
-5.78389195,0.70156888,0.00313829,0.01870146,0.25838289,0.11436262,0.36733784,0.19060439,0.51658921,0.00000000
-5.77788894,0.75786471,0.00308612,0.02077730,0.27240195,0.12407568,0.39485924,0.20368055,0.55693745,0.00000000
-5.77188594,0.81683916,0.00309137,0.02295183,0.28730160,0.13394236,0.42260710,0.21776405,0.59877659,0.00000000
-5.76588294,0.87790013,0.00315403,0.02520913,0.30287248,0.14384923,0.45021579,0.23271409,0.64164590,0.00000000
-5.75987994,0.94039601,0.00327361,0.02753039,0.31889392,0.15367639,0.47730868,0.24837265,0.68504858,0.00000000
-5.75387694,1.00362760,0.00344926,0.02989411,0.33513955,0.16329984,0.50350711,0.26456802,0.72846166,0.00000000
-5.74787394,1.06686182,0.00367972,0.03227638,0.35138309,0.17259417,0.52843980,0.28111894,0.77134694,0.00000000
-5.74187094,1.12934691,0.00396341,0.03465121,0.36740397,0.18143532,0.55175217,0.29783893,0.81316275,0.00000000
-5.73586793,1.19032860,0.00429843,0.03699106,0.38299258,0.18970347,0.57311539,0.31454097,0.85337606,0.00000000
-5.72986493,1.24906684,0.00468258,0.03926736,0.39795500,0.19728586,0.59223457,0.33104212,0.89147456,0.00000000
-5.72386193,1.30485251,0.00511335,0.04145119,0.41211703,0.20407952,0.60885606,0.34716815,0.92697837,0.00000000
-5.71785893,1.35702355,0.00558797,0.04351390,0.42532728,0.20999377,0.62277329,0.36275783,0.95945095,0.00000000
-5.71185593,1.40498002,0.00610336,0.04542791,0.43745942,0.21495234,0.63383114,0.37766685,0.98850873,0.00000000
-5.70585293,1.44819752,0.00665613,0.04716740,0.44841328,0.21889520,0.64192854,0.39177108,1.01382938,0.00000000
-5.69984992,1.48623837,0.00724256,0.04870903,0.45811503,0.22177986,0.64701939,0.40496917,1.03515812,0.00000000
-5.69384692,1.51876027,0.00785859,0.05003258,0.46651630,0.22358222,0.64911164,0.41718417,1.05231213,0.00000000
-5.68784392,1.54552191,0.00849973,0.05112156,0.47359239,0.22429687,0.64826473,0.42836426,1.06518266,0.00000000
-5.68184092,1.56638545,0.00916111,0.05196366,0.47933970,0.22393685,0.64458552,0.43848235,1.07373495,0.00000000
-5.67583792,1.58131551,0.00983737,0.05255106,0.48377250,0.22253289,0.63822286,0.44753462,1.07800584,0.00000000
-5.66983492,1.59037490,0.01052269,0.05288070,0.48691923,0.22013219,0.62936122,0.45553804,1.07809934,0.00000000
-5.66383192,1.59371711,0.01121076,0.05295421,0.48881855,0.21679671,0.61821347,0.46252691,1.07418008,0.00000000
-5.65782891,1.59157596,0.01189477,0.05277786,0.48951535,0.21260108,0.60501335,0.46854860,1.06646524,0.00000000
-5.65182591,1.58425277,0.01256743,0.05236222,0.48905692,0.20763028,0.59000783,0.47365865,1.05521511,0.00000000
-5.64582291,1.57210183,0.01322103,0.05172176,0.48748955,0.20197704,0.57344965,0.47791559,1.04072272,0.00000000
-5.63981991,1.55551471,0.01384752,0.05087424,0.48485563,0.19573915,0.55559049,0.48137560,1.02330312,0.00000000
-5.63381691,1.53490423,0.01443857,0.04984010,0.48119155,0.18901682,0.53667484,0.48408746,1.00328265,0.00000000
-5.62781391,1.51068899,0.01498576,0.04864170,0.47652642,0.18191006,0.51693490,0.48608808,0.98098884,0.00000000
-5.62181091,1.48327913,0.01548071,0.04730261,0.47088169,0.17451630,0.49658659,0.48739882,0.95674124,0.00000000
-5.61580790,1.45306420,0.01591530,0.04584681,0.46427177,0.16692830,0.47582682,0.48802302,0.93084374,0.00000000
-5.60980490,1.42040360,0.01628186,0.04429804,0.45670544,0.15923244,0.45483199,0.48794477,0.90357857,0.00000000
-5.60380190,1.38562018,0.01657343,0.04267916,0.44818825,0.15150731,0.43375772,0.48712927,0.87520243,0.00000000
-5.59779890,1.34899732,0.01678395,0.04101166,0.43872543,0.14382292,0.41273974,0.48552462,0.84594457,0.00000000
-5.59179590,1.31077947,0.01690857,0.03931525,0.42832538,0.13624026,0.39189578,0.48306517,0.81600714,0.00000000
-5.58579290,1.27117614,0.01694381,0.03760768,0.41700352,0.12881136,0.37132829,0.47967623,0.78556755,0.00000000
-5.57978989,1.23036905,0.01688777,0.03590460,0.40478612,0.12157982,0.35112787,0.47527990,0.75478262,0.00000000
-5.57378689,1.18852178,0.01674032,0.03421964,0.39171404,0.11458169,0.33137704,0.46980188,0.72379431,0.00000000
-5.56778389,1.14579155,0.01650316,0.03256463,0.37784612,0.10784671,0.31215435,0.46317864,0.69273655,0.00000000
-5.56178089,1.10234219,0.01617995,0.03094987,0.36326198,0.10139981,0.29353845,0.45536486,0.66174283,0.00000000
-5.55577789,1.05835752,0.01577627,0.02938454,0.34806417,0.09526281,0.27561201,0.44634058,0.63095401,0.00000000
-5.54977489,1.01405446,0.01529958,0.02787715,0.33237942,0.08945618,0.25846530,0.43611759,0.60052596,0.00000000
-5.54377189,0.96969495,0.01475914,0.02643604,0.31635907,0.08400082,0.24219931,0.42474498,0.57063657,0.00000000
-5.53776888,0.92559605,0.01416582,0.02506983,0.30017852,0.07891980,0.22692830,0.41231319,0.54149175,0.00000000
-5.53176588,0.88213771,0.01353193,0.02378788,0.28403580,0.07423987,0.21278160,0.39895664,0.51333006,0.00000000
-5.52576288,0.83976752,0.01287092,0.02260066,0.26814937,0.06999288,0.19990476,0.38485455,0.48642584,0.00000000
-5.51975988,0.79900249,0.01219718,0.02152002,0.25275505,0.06621675,0.18845987,0.37023004,0.46109047,0.00000000
-5.51375688,0.76042731,0.01152565,0.02055938,0.23810240,0.06295630,0.17862512,0.35534738,0.43767181,0.00000000
-5.50775388,0.72468938,0.01087161,0.01973379,0.22445057,0.06026356,0.17059345,0.34050759,0.41655173,0.00000000
-5.50175088,0.69249040,0.01025031,0.01905982,0.21206376,0.05819778,0.16457048,0.32604244,0.39814171,0.00000000
-5.49574787,0.66457500,0.00967666,0.01855538,0.20120629,0.05682499,0.16077151,0.31230716,0.38287662,0.00000000
-5.48974487,0.64171636,0.00916499,0.01823930,0.19213762,0.05621720,0.15941772,0.29967196,0.37120676,0.00000000
-5.48374187,0.62469939,0.00872871,0.01813094,0.18510712,0.05645110,0.16073153,0.28851273,0.36358830,0.00000000
-5.47773887,0.61430163,0.00838010,0.01824950,0.18034883,0.05760636,0.16493111,0.27920111,0.36047232,0.00000000
-5.47173587,0.61127238,0.00813005,0.01861340,0.17807613,0.05976362,0.17222409,0.27209426,0.36229248,0.00000000
-5.46573287,0.61631035,0.00798782,0.01923945,0.17847649,0.06300197,0.18280057,0.26752452,0.36945179,0.00000000
-5.45972986,0.63004051,0.00796087,0.02014207,0.18170618,0.06739618,0.19682548,0.26578925,0.38230846,0.00000000
-5.45372686,0.65299032,0.00805470,0.02133237,0.18788511,0.07301361,0.21443039,0.26714106,0.40116131,0.00000000
-5.44772386,0.68556614,0.00827260,0.02281738,0.19709180,0.07991089,0.23570509,0.27177871,0.42623499,0.00000000
-5.44172086,0.72803044,0.00861562,0.02459919,0.20935862,0.08813050,0.26068904,0.27983876,0.45766549,0.00000000
-5.43571786,0.78048026,0.00908239,0.02667422,0.22466738,0.09769723,0.28936307,0.29138846,0.49548623,0.00000000
-5.42971486,0.84282806,0.00966904,0.02903263,0.24294551,0.10861480,0.32164175,0.30641974,0.53961556,0.00000000
-5.42371186,0.91478543,0.01036917,0.03165783,0.26406290,0.12086267,0.35736660,0.32484490,0.58984585,0.00000000
-5.41770885,0.99585075,0.01117383,0.03452618,0.28782980,0.13439319,0.39630082,0.34649393,0.64583513,0.00000000
-5.41170585,1.08530168,0.01207157,0.03760697,0.31399583,0.14912931,0.43812581,0.37111386,0.70710165,0.00000000
-5.40570285,1.18219308,0.01304855,0.04086254,0.34225046,0.16496300,0.48243982,0.39837018,0.77302205,0.00000000
-5.39969985,1.28536139,0.01408867,0.04424877,0.37222509,0.18175443,0.52875928,0.42785063,0.84283355,0.00000000
-5.39369685,1.39343582,0.01517386,0.04771574,0.40349696,0.19933221,0.57652283,0.45907136,0.91564075,0.00000000
-5.38769385,1.50485687,0.01628433,0.05120869,0.43559491,0.21749466,0.62509843,0.49148549,0.99042707,0.00000000
-5.38169085,1.61790213,0.01739900,0.05466932,0.46800711,0.23601229,0.67379341,0.52449405,1.06607104,0.00000000
-5.37568784,1.73071930,0.01849592,0.05803717,0.50019063,0.25463144,0.72186749,0.55745908,1.14136732,0.00000000
-5.36968484,1.84136564,0.01955278,0.06125130,0.53158272,0.27307908,0.76854845,0.58971867,1.21505200,0.00000000
-5.36368184,1.94785323,0.02054743,0.06425207,0.56161355,0.29106874,0.81305004,0.62060353,1.28583164,0.00000000
-5.35767884,2.04819847,0.02145849,0.06698302,0.58971992,0.30830739,0.85459161,0.64945461,1.35241518,0.00000000
-5.35167584,2.14047454,0.02226592,0.06939275,0.61535978,0.32450309,0.89241878,0.67564116,1.41354776,0.00000000
-5.34567284,2.22286473,0.02295157,0.07143679,0.63802667,0.33937316,0.92582437,0.69857871,1.46804516,0.00000000
-5.33966983,2.29371497,0.02349970,0.07307932,0.65726389,0.35265263,0.95416880,0.71774614,1.51482766,0.00000000
-5.33366683,2.35158323,0.02389746,0.07429470,0.67267756,0.36410260,0.97689914,0.73270133,1.55295198,0.00000000
-5.32766383,2.39528405,0.02413527,0.07506882,0.68394825,0.37351829,0.99356593,0.74309460,1.58163984,0.00000000
-5.32166083,2.42392613,0.02420707,0.07540008,0.69084042,0.38073632,1.00383714,0.74867954,1.60030223,0.00000000
-5.31565783,2.43694150,0.02411052,0.07530012,0.69320959,0.38564099,1.00750865,0.74932062,1.60855799,0.00000000
-5.30965483,2.43410504,0.02384704,0.07479414,0.69100658,0.38816938,1.00451063,0.74499734,1.60624615,0.00000000
-5.30365183,2.41554336,0.02342169,0.07392088,0.68427894,0.38831486,0.99490978,0.73580478,1.59343143,0.00000000
-5.29764882,2.38173278,0.02284301,0.07273223,0.67316921,0.38612898,0.97890720,0.72195048,1.57040253,0.00000000
-5.29164582,2.33348654,0.02212268,0.07129252,0.65791044,0.38172161,0.95683195,0.70374780,1.53766351,0.00000000
-5.28564282,2.27193172,0.02127512,0.06967744,0.63881881,0.37525932,0.92913077,0.68160615,1.49591851,0.00000000
-5.27963982,2.19847697,0.02031699,0.06797272,0.61628401,0.36696201,0.89635427,0.65601855,1.44605057,0.00000000
-5.27363682,2.11477244,0.01926665,0.06627251,0.59075766,0.35709796,0.85914036,0.62754690,1.38909542,0.00000000
-5.26763382,2.02266369,0.01814360,0.06467760,0.56274024,0.34597747,0.81819553,0.59680589,1.32621156,0.00000000
-5.26163082,1.92414127,0.01696785,0.06329339,0.53276728,0.33394521,0.77427487,0.56444597,1.25864766,0.00000000
-5.25562781,1.82128821,0.01575942,0.06222783,0.50139515,0.32137176,0.72816165,0.53113618,1.18770874,0.00000000
-5.24962481,1.71622726,0.01453776,0.06158919,0.46918717,0.30864445,0.68064724,0.49754740,1.11472250,0.00000000
-5.24362181,1.61106973,0.01332131,0.06148375,0.43670053,0.29615780,0.63251213,0.46433667,1.04100687,0.00000000
-5.23761881,1.50786760,0.01212712,0.06201356,0.40447439,0.28430403,0.58450875,0.43213298,0.96784000,0.00000000
-5.23161581,1.40857036,0.01097049,0.06327411,0.37301956,0.27346368,0.53734651,0.40152493,0.89643355,0.00000000
-5.22561281,1.31498746,0.00986482,0.06535201,0.34280999,0.26399677,0.49167960,0.37305039,0.82791002,0.00000000
-5.21960980,1.22875735,0.00882141,0.06832284,0.31427621,0.25623466,0.44809762,0.34718849,0.76328447,0.00000000
-5.21360680,1.15132319,0.00784942,0.07224896,0.28780080,0.25047276,0.40711917,0.32435367,0.70345095,0.00000000
-5.20760380,1.08391551,0.00695593,0.07717755,0.26371560,0.24696430,0.36918844,0.30489192,0.64917357,0.00000000
-5.20160080,1.02754148,0.00614598,0.08313882,0.24230084,0.24591523,0.33467430,0.28907889,0.60108198,0.00000000
-5.19559780,0.98298027,0.00542275,0.09014440,0.22378558,0.24748032,0.30387193,0.27711971,0.55967091,0.00000000
-5.18959480,0.95078397,0.00478770,0.09818607,0.20834944,0.25176051,0.27700625,0.26915015,0.52530318,0.00000000
-5.18359180,0.93128308,0.00424082,0.10723487,0.19612510,0.25880151,0.25423693,0.26523895,0.49821562,0.00000000
-5.17758879,0.92459591,0.00378077,0.11724052,0.18720139,0.26859367,0.23566435,0.26539101,0.47852716,0.00000000
-5.17158579,0.93064089,0.00340518,0.12813148,0.18162652,0.28107300,0.22133604,0.26955112,0.46624854,0.00000000
-5.16558279,0.94915102,0.00311076,0.13981533,0.17941122,0.29612335,0.21125323,0.27760810,0.46129280,0.00000000
-5.15957979,0.97968969,0.00289355,0.15217990,0.18053153,0.31357962,0.20537697,0.28939917,0.46348614,0.00000000
-5.15357679,1.02166722,0.00274903,0.16509481,0.18493111,0.33323195,0.20363361,0.30471442,0.47257851,0.00000000
-5.14757379,1.07435759,0.00267226,0.17841370,0.19252283,0.35483072,0.20591921,0.32330132,0.48825362,0.00000000
-5.14157079,1.13691489,0.00265797,0.19197690,0.20318978,0.37809223,0.21210295,0.34486919,0.51013795,0.00000000
-5.13556778,1.20838930,0.00270066,0.20561467,0.21678557,0.40270495,0.22202932,0.36909377,0.53780871,0.00000000
-5.12956478,1.28774238,0.00279461,0.21915075,0.23313421,0.42833619,0.23551905,0.39562178,0.57080043,0.00000000
-5.12356178,1.37386154,0.00293394,0.23240630,0.25202955,0.45463889,0.25236919,0.42407556,0.60861054,0.00000000
-5.11755878,1.46557387,0.00311262,0.24520398,0.27323464,0.48125859,0.27235217,0.45405790,0.65070365,0.00000000
-5.11155578,1.56165932,0.00332447,0.25737207,0.29648126,0.50784016,0.29521437,0.48515698,0.69651505,0.00000000
-5.10555278,1.66086338,0.00356322,0.26874851,0.32146981,0.53403435,0.32067449,0.51695157,0.74545348,0.00000000
-5.09954977,1.76190961,0.00382247,0.27918470,0.34786990,0.55950391,0.34842189,0.54901643,0.79690357,0.00000000
-5.09354677,1.86351207,0.00409575,0.28854898,0.37532190,0.58392906,0.37811547,0.58092789,0.85022820,0.00000000
-5.08754377,1.96438797,0.00437658,0.29672954,0.40343962,0.60701253,0.40938329,0.61226961,0.90477119,0.00000000
-5.08154077,2.06327074,0.00465848,0.30363682,0.43181429,0.62848370,0.44182336,0.64263840,0.95986061,0.00000000
-5.07553777,2.15892367,0.00493511,0.30920523,0.46001990,0.64810211,0.47500571,0.67165015,1.01481298,0.00000000
-5.06953477,2.25015416,0.00520029,0.31339422,0.48762000,0.66566024,0.50847606,0.69894553,1.06893867,0.00000000
-5.06353177,2.33582871,0.00544812,0.31618859,0.51417571,0.68098548,0.54176111,0.72419562,1.12154853,0.00000000
-5.05752876,2.41488850,0.00567313,0.31759814,0.53925488,0.69394153,0.57437549,0.74710711,1.17196203,0.00000000
-5.05152576,2.48636537,0.00587032,0.31765669,0.56244212,0.70442910,0.60583017,0.76742710,1.21951669,0.00000000
-5.04552276,2.54939802,0.00603531,0.31642055,0.58334927,0.71238611,0.63564228,0.78494729,1.26357879,0.00000000
-5.03951976,2.60324786,0.00616443,0.31396643,0.60162604,0.71778734,0.66334582,0.79950745,1.30355508,0.00000000
-5.03351676,2.64731425,0.00625480,0.31038910,0.61697025,0.72064381,0.68850307,0.81099815,1.33890516,0.00000000
-5.02751376,2.68114831,0.00630440,0.30579867,0.62913730,0.72100161,0.71071604,0.81936252,1.36915406,0.00000000
-5.02151076,2.70446495,0.00631211,0.30031775,0.63794832,0.71894060,0.72963762,0.82459706,1.39390456,0.00000000
-5.01550775,2.71715232,0.00627775,0.29407856,0.64329668,0.71457269,0.74498182,0.82675149,1.41284867,0.00000000
-5.00950475,2.71927806,0.00620205,0.28722004,0.64515240,0.70803988,0.75653254,0.82592753,1.42577766,0.00000000
-5.00350175,2.71109203,0.00608663,0.27988513,0.64356423,0.69951205,0.76415064,0.82227665,1.43259019,0.00000000
-4.99749875,2.69302472,0.00593394,0.27221813,0.63865919,0.68918438,0.76777856,0.81599693,1.43329793,0.00000000
-4.99149575,2.66568135,0.00574719,0.26436233,0.63063954,0.67727449,0.76744260,0.80732887,1.42802822,0.00000000
-4.98549275,2.62983137,0.00553023,0.25645784,0.61977718,0.66401921,0.76325239,0.79655046,1.41702370,0.00000000
-4.97948974,2.58639329,0.00528744,0.24863969,0.60640565,0.64967094,0.75539769,0.78397149,1.40063835,0.00000000
-4.97348674,2.53641534,0.00502362,0.24103608,0.59091013,0.63449373,0.74414245,0.76992721,1.37933030,0.00000000
-4.96748374,2.48105207,0.00474385,0.23376689,0.57371565,0.61875887,0.72981659,0.75477153,1.35365128,0.00000000
-4.96148074,2.42153771,0.00445335,0.22694231,0.55527408,0.60274020,0.71280559,0.73886990,1.32423310,0.00000000
-4.95547774,2.35915698,0.00415737,0.22066167,0.53605045,0.58670918,0.69353850,0.72259191,1.29177159,0.00000000
-4.94947474,2.29521409,0.00386107,0.21501228,0.51650910,0.57092963,0.67247477,0.70630392,1.25700848,0.00000000
-4.94347174,2.23100121,0.00356938,0.21006844,0.49710016,0.55565249,0.65009057,0.69036174,1.22071197,0.00000000
-4.93746873,2.16776703,0.00328699,0.20589048,0.47824704,0.54111049,0.62686499,0.67510358,1.18365651,0.00000000
-4.93146573,2.10668680,0.00301820,0.20252382,0.46033527,0.52751310,0.60326682,0.66084332,1.14660270,0.00000000
-4.92546273,2.04883446,0.00276691,0.19999823,0.44370308,0.51504170,0.57974238,0.64786438,1.11027786,0.00000000
-4.91945973,1.99515805,0.00253654,0.19832708,0.42863409,0.50384529,0.55670469,0.63641416,1.07535799,0.00000000
-4.91345673,1.94645891,0.00233004,0.19750683,0.41535231,0.49403682,0.53452448,0.62669926,1.04245176,0.00000000
-4.90745373,1.90337550,0.00214987,0.19751671,0.40401941,0.48569040,0.51352316,0.61888159,1.01208689,0.00000000
-4.90145073,1.86637206,0.00199796,0.19831864,0.39473438,0.47883938,0.49396791,0.61307540,0.98469939,0.00000000
-4.89544772,1.83573260,0.00187577,0.19985755,0.38753532,0.47347552,0.47606889,0.60934537,0.96062587,0.00000000
-4.88944472,1.81156008,0.00178425,0.20206207,0.38240319,0.46954940,0.45997847,0.60770582,0.94009902,0.00000000
-4.88344172,1.79378088,0.00172388,0.20484564,0.37926729,0.46697190,0.44579237,0.60812104,0.92324628,0.00000000
-4.87743872,1.78215414,0.00169467,0.20810818,0.37801192,0.46561705,0.43355238,0.61050679,0.91009162,0.00000000
-4.87143572,1.77628565,0.00169615,0.21173815,0.37848406,0.46532588,0.42325049,0.61473297,0.90056010,0.00000000
-4.86543272,1.77564563,0.00172745,0.21561518,0.38050152,0.46591153,0.41483397,0.62062748,0.89448502,0.00000000
-4.85942971,1.77958983,0.00178721,0.21961304,0.38386119,0.46716516,0.40821131,0.62798103,0.89161731,0.00000000
-4.85342671,1.78738324,0.00187367,0.22360306,0.38834716,0.46886272,0.40325843,0.63655308,0.89163668,0.00000000
-4.84742371,1.79822543,0.00198466,0.22745770,0.39373823,0.47077219,0.39982521,0.64607852,0.89416420,0.00000000
-4.84142071,1.81127694,0.00211760,0.23105434,0.39981464,0.47266117,0.39774176,0.65627510,0.89877585,0.00000000
-4.83541771,1.82568570,0.00226952,0.23427894,0.40636387,0.47430448,0.39682453,0.66685143,0.90501658,0.00000000
-4.82941471,1.84061280,0.00243712,0.23702966,0.41318534,0.47549150,0.39688197,0.67751515,0.91241461,0.00000000
-4.82341171,1.85525682,0.00261676,0.23922001,0.42009398,0.47603297,0.39771960,0.68798133,0.92049541,0.00000000
-4.81740870,1.86887598,0.00280456,0.24078165,0.42692266,0.47576708,0.39914458,0.69798057,0.92879514,0.00000000
-4.81140570,1.88080759,0.00299641,0.24166645,0.43352361,0.47456443,0.40096956,0.70726673,0.93687315,0.00000000
-4.80540270,1.89048418,0.00318809,0.24184793,0.43976882,0.47233196,0.40301602,0.71562387,0.94432326,0.00000000
-4.79939970,1.89744598,0.00337530,0.24132188,0.44554977,0.46901535,0.40511693,0.72287233,0.95078356,0.00000000
-4.79339670,1.90134938,0.00355381,0.24010613,0.45077637,0.46460020,0.40711889,0.72887350,0.95594448,0.00000000
-4.78739370,1.90197124,0.00371949,0.23823950,0.45537549,0.45911158,0.40888369,0.73353324,0.95955497,0.00000000
-4.78139070,1.89920896,0.00386847,0.23578000,0.45928922,0.45261225,0.41028945,0.73680373,0.96142655,0.00000000
-4.77538769,1.89307640,0.00399722,0.23280228,0.46247290,0.44519956,0.41123124,0.73868354,0.96143524,0.00000000
-4.76938469,1.88369590,0.00410263,0.22939448,0.46489311,0.43700105,0.41162126,0.73921607,0.95952127,0.00000000
-4.76338169,1.87128662,0.00418210,0.22565470,0.46652583,0.42816910,0.41138869,0.73848619,0.95568656,0.00000000
-4.75737869,1.85614987,0.00423363,0.22168706,0.46735466,0.41887476,0.41047914,0.73661523,0.94999021,0.00000000
-4.75137569,1.83865172,0.00425586,0.21759775,0.46736934,0.40930101,0.40885373,0.73375454,0.94254195,0.00000000
-4.74537269,1.81920381,0.00424809,0.21349098,0.46656448,0.39963564,0.40648797,0.73007782,0.93349400,0.00000000
-4.73936968,1.79824293,0.00421034,0.20946521,0.46493860,0.39006424,0.40337035,0.72577244,0.92303157,0.00000000
-4.73336668,1.77621031,0.00414329,0.20560975,0.46249345,0.38076326,0.39950075,0.72103025,0.91136244,0.00000000
-4.72736368,1.75353128,0.00404826,0.20200167,0.45923356,0.37189359,0.39488884,0.71603822,0.89870595,0.00000000
-4.72136068,1.73059625,0.00392717,0.19870347,0.45516608,0.36359487,0.38955232,0.71096923,0.88528205,0.00000000
-4.71535768,1.70774368,0.00378247,0.19576120,0.45030078,0.35598066,0.38351536,0.70597361,0.87130077,0.00000000
-4.70935468,1.68524584,0.00361703,0.19320339,0.44465029,0.34913463,0.37680704,0.70117159,0.85695257,0.00000000
-4.70335168,1.66329784,0.00343405,0.19104060,0.43823041,0.34310805,0.36946016,0.69664730,0.84240013,0.00000000
-4.69734867,1.64201050,0.00323697,0.18926567,0.43106062,0.33791839,0.36151019,0.69244430,0.82777184,0.00000000
-4.69134567,1.62140731,0.00302934,0.18785464,0.42316464,0.33354942,0.35299462,0.68856313,0.81315731,0.00000000
-4.68534267,1.60142564,0.00281471,0.18676824,0.41457104,0.32995244,0.34395268,0.68496084,0.79860517,0.00000000
-4.67933967,1.58192213,0.00259657,0.18595400,0.40531395,0.32704893,0.33442537,0.68155255,0.78412308,0.00000000
-4.67333667,1.56268221,0.00237819,0.18534869,0.39543378,0.32473426,0.32445590,0.67821513,0.76968013,0.00000000
-4.66733367,1.54343311,0.00216263,0.18488130,0.38497800,0.32288256,0.31409044,0.67479258,0.75521132,0.00000000
-4.66133067,1.52386014,0.00195260,0.18447615,0.37400192,0.32135235,0.30337908,0.67110315,0.74062391,0.00000000
-4.65532766,1.50362535,0.00175047,0.18405639,0.36256961,0.31999300,0.29237711,0.66694772,0.72580537,0.00000000
-4.64932466,1.48238798,0.00155822,0.18354742,0.35075475,0.31865157,0.28114628,0.66211907,0.71063247,0.00000000
-4.64332166,1.45982585,0.00137742,0.18288048,0.33864164,0.31717995,0.26975623,0.65641183,0.69498100,0.00000000
