energy_ev,total_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.68784392,2.80963720,0.00650653,0.00000000,1.96455939,0.75304781,0.01496244,0.58819007,0.03088606,1.17241881
-5.68184092,2.79195375,0.00681058,0.00000000,1.95038227,0.73542081,0.01537170,0.56693121,0.03042626,1.18244928
-5.67583792,2.78528854,0.00715067,0.00000000,1.94380229,0.72174275,0.01581305,0.54869871,0.03005767,1.19663139
-5.66983492,2.78991790,0.00752771,0.00000000,1.94486806,0.71197403,0.01628645,0.53349449,0.02978569,1.21514417
-5.66383192,2.80593838,0.00794215,0.00000000,1.95349392,0.70602108,0.01679189,0.52127820,0.02961419,1.23809596
-5.65782891,2.83324734,0.00839393,0.00000000,1.96944579,0.70373451,0.01732937,0.51196586,0.02954529,1.26551375
-5.65182591,2.87152926,0.00888250,0.00000000,1.99233155,0.70490901,0.01789891,0.50542965,0.02957926,1.29733502
-5.64582291,2.92024890,0.00940674,0.00000000,2.02159655,0.70928498,0.01850057,0.50149898,0.02971445,1.33340230
-5.63981991,2.97865163,0.00996497,0.00000000,2.05652517,0.71655196,0.01913436,0.49996288,0.02994727,1.37346080
-5.63381691,3.04577126,0.01055496,0.00000000,2.09624867,0.72635394,0.01980022,0.50057388,0.03027220,1.41715919
-5.62781391,3.12044513,0.01117389,0.00000000,2.13975945,0.73829631,0.02049789,0.50305312,0.03068200,1.46405345
-5.62181091,3.20133608,0.01181835,0.00000000,2.18593153,0.75195427,0.02122683,0.50709677,0.03116776,1.51361369
-5.61580790,3.28696056,0.01248439,0.00000000,2.23354660,0.76688250,0.02198607,0.51238348,0.03171921,1.56523368
-5.60980490,3.37572179,0.01316747,0.00000000,2.28132469,0.78262571,0.02277406,0.51858268,0.03232491,1.61824272
-5.60380190,3.46594693,0.01386249,0.00000000,2.32795859,0.79872961,0.02358847,0.52536343,0.03297255,1.67191943
-5.59779890,3.55592699,0.01456382,0.00000000,2.37215039,0.81475203,0.02442606,0.53240349,0.03364929,1.72550713
-5.59179590,3.64395805,0.01526534,0.00000000,2.41264898,0.83027377,0.02528253,0.53939830,0.03434202,1.77823026
-5.58579290,3.72838272,0.01596046,0.00000000,2.44828693,0.84490873,0.02615235,0.54606952,0.03503772,1.82931152
-5.57978989,3.80763053,0.01664220,0.00000000,2.47801534,0.85831307,0.02702867,0.55217292,0.03572374,1.87798926
-5.57378689,3.88025617,0.01730324,0.00000000,2.50093538,0.87019306,0.02790330,0.55750507,0.03638819,1.92353485
-5.56778389,3.94497477,0.01793609,0.00000000,2.51632553,0.88031147,0.02876671,0.56190897,0.03702015,1.96526961
-5.56178089,4.00069342,0.01853315,0.00000000,2.52366340,0.88849230,0.02960810,0.56527805,0.03761004,2.00258112
-5.55577789,4.04653829,0.01908689,0.00000000,2.52264177,0.89462377,0.03041559,0.56755877,0.03814986,2.03493860
-5.54977489,4.08187704,0.01959003,0.00000000,2.51317835,0.89865963,0.03117643,0.56875146,0.03863346,2.06190699
-5.54377189,4.10633611,0.02003571,0.00000000,2.49541926,0.90061878,0.03187735,0.56890965,0.03905678,2.08315977
-5.53776888,4.11981268,0.02041771,0.00000000,2.46973644,0.90058333,0.03250490,0.56813786,0.03941808,2.09848986
-5.53176588,4.12248124,0.02073070,0.00000000,2.43671929,0.89869529,0.03304595,0.56658792,0.03971810,2.10781864
-5.52576288,4.11479451,0.02097037,0.00000000,2.39716127,0.89515198,0.03348811,0.56445420,0.03996024,2.11120265
-5.51975988,4.09747889,0.02113373,0.00000000,2.35204202,0.89020046,0.03382026,0.56196764,0.04015061,2.10883758
-5.51375688,4.07152410,0.02121921,0.00000000,2.30250578,0.88413107,0.03403305,0.55938914,0.04029810,2.10105939
-5.50775388,4.03816724,0.02122686,0.00000000,2.24983698,0.87727036,0.03411930,0.55700227,0.04041435,2.08834220
-5.50175088,3.99887124,0.02115846,0.00000000,2.19543362,0.86997354,0.03407450,0.55510564,0.04051358,2.07129262
-5.49574787,3.95529770,0.02101753,0.00000000,2.14077918,0.86261662,0.03389702,0.55400518,0.04061242,2.05064055
-5.48974487,3.90927443,0.02080941,0.00000000,2.08741370,0.85558837,0.03358845,0.55400638,0.04072959,2.02722612
-5.48374187,3.86275798,0.02054110,0.00000000,2.03690433,0.84928229,0.03315363,0.55540678,0.04088547,2.00198309
-5.47773887,3.81779160,0.02022125,0.00000000,1.99081602,0.84408862,0.03260068,0.55848878,0.04110160,1.97591874
-5.47173587,3.77645931,0.01985988,0.00000000,1.95068235,0.84038650,0.03194087,0.56351287,0.04140006,1.95009060
-5.46573287,3.74083695,0.01946817,0.00000000,1.91797698,0.83853643,0.03118833,0.57071140,0.04180279,1.92558068
-5.45972986,3.71294117,0.01905818,0.00000000,1.89408570,0.83887307,0.03035970,0.58028289,0.04233082,1.90346774
-5.45372686,3.69467768,0.01864247,0.00000000,1.88027941,0.84169843,0.02947366,0.59238700,0.04300352,1.88479850
-5.44772386,3.68779011,0.01823379,0.00000000,1.87768814,0.84727562,0.02855036,0.60714016,0.04383776,1.87055856
-5.44172086,3.69381090,0.01784464,0.00000000,1.88727640,0.85582324,0.02761083,0.62461190,0.04484717,1.86164423
-5.43571786,3.71401593,0.01748696,0.00000000,1.90982017,0.86751043,0.02667633,0.64482195,0.04604141,1.85883608
-5.42971486,3.74938422,0.01717170,0.00000000,1.94588591,0.88245278,0.02576769,0.66773809,0.04742554,1.86277528
-5.42371186,3.80056445,0.01690854,0.00000000,1.99581212,0.90070915,0.02490476,0.69327494,0.04899955,1.87394360
-5.41770885,3.86784934,0.01670557,0.00000000,2.05969403,0.92227946,0.02410575,0.72129360,0.05075797,1.89264796
-5.41170585,3.95115923,0.01656908,0.00000000,2.13737196,0.94710364,0.02338681,0.75160228,0.05268974,1.91900997
-5.40570285,4.05003552,0.01650342,0.00000000,2.22842411,0.97506165,0.02276158,0.78395796,0.05477820,1.95296108
-5.39969985,4.16364449,0.01651084,0.00000000,2.33216427,1.00597468,0.02224090,0.81806912,0.05700131,1.99424339
-5.39369685,4.29079170,0.01659155,0.00000000,2.44764514,1.03960752,0.02183258,0.85359955,0.05933205,2.04241621
-5.38769385,4.42994654,0.01674371,0.00000000,2.57366759,1.07567202,0.02154134,0.89017326,0.06173905,2.09686803
-5.38169085,4.57927633,0.01696359,0.00000000,2.70879618,1.11383167,0.02136881,0.92738038,0.06418730,2.15683348
-5.37568784,4.73668889,0.01724575,0.00000000,2.85138099,1.15370696,0.02131365,0.96478404,0.06663911,2.22141449
-5.36968484,4.89988223,0.01758327,0.00000000,2.99958561,1.19488169,0.02137175,1.00192810,0.06905507,2.28960500
-5.36368184,5.06639962,0.01796804,0.00000000,3.15142077,1.23690971,0.02153654,1.03834554,0.07139513,2.36031804
-5.35767884,5.23368824,0.01839106,0.00000000,3.30478299,1.27932222,0.02179927,1.07356723,0.07361974,2.43241429
-5.35167584,5.39915946,0.01884277,0.00000000,3.45749723,1.32163517,0.02214945,1.10713103,0.07569090,2.50473105
-5.34567284,5.56024862,0.01931334,0.00000000,3.60736242,1.36335678,0.02257524,1.13859082,0.07757320,2.57611051
-5.33966983,5.71447249,0.01979305,0.00000000,3.75219839,1.40399480,0.02306381,1.16752519,0.07923475,2.64542655
-5.33366683,5.85948261,0.02027250,0.00000000,3.88989286,1.44306353,0.02360184,1.19354565,0.08064802,2.71160898
-5.32766383,5.99311287,0.02074292,0.00000000,4.01844688,1.48009040,0.02417579,1.21630393,0.08179049,2.77366488
-5.32166083,6.11342023,0.02119637,0.00000000,4.13601721,1.51462197,0.02477234,1.23549832,0.08264515,2.83069628
-5.31565783,6.21871744,0.02162587,0.00000000,4.24095432,1.54622950,0.02537864,1.25087877,0.08320079,2.88191400
-5.30965483,6.30759748,0.02202556,0.00000000,4.33183474,1.57451381,0.02598258,1.26225067,0.08345219,2.92664760
-5.30365183,6.37894939,0.02239075,0.00000000,4.40748680,1.59910975,0.02657297,1.26947722,0.08340001,2.96435134
-5.29764882,6.43196573,0.02271791,0.00000000,4.46700915,1.61969014,0.02713975,1.27248035,0.08305065,2.99460665
-5.29164582,6.46614227,0.02300470,0.00000000,4.50978158,1.63596931,0.02767404,1.27124033,0.08241584,3.01712132
-5.28564282,6.48127069,0.02324984,0.00000000,4.53546836,1.64770639,0.02816821,1.26579411,0.08151217,3.03172592
-5.27963982,6.47742530,0.02345304,0.00000000,4.54401417,1.65470826,0.02861593,1.25623250,0.08036053,3.03836812
-5.27363682,6.45494508,0.02361488,0.00000000,4.53563342,1.65683236,0.02901210,1.24269647,0.07898542,3.03710537
-5.26763382,6.41441215,0.02373667,0.00000000,4.51079383,1.65398930,0.02935288,1.22537274,0.07741425,3.02809669
-5.26163082,6.35662800,0.02382032,0.00000000,4.47019516,1.64614524,0.02963557,1.20448886,0.07567659,3.01159384
-5.25562781,6.28258856,0.02386819,0.00000000,4.41474456,1.63332392,0.02985859,1.18030799,0.07380349,2.98793261
-5.24962481,6.19345915,0.02388295,0.00000000,4.34552945,1.61560840,0.03002140,1.15312359,0.07182673,2.95752436
-5.24362181,6.09055007,0.02386748,0.00000000,4.26378927,1.59314212,0.03012440,1.12325423,0.06977816,2.92084814
-5.23761881,5.97529341,0.02382478,0.00000000,4.17088713,1.56612936,0.03016894,1.09103848,0.06768910,2.87844348
-5.23161581,5.84922136,0.02375789,0.00000000,4.06828219,1.53483469,0.03015720,1.05683021,0.06558982,2.83090381
-5.22561281,5.71394608,0.02366985,0.00000000,3.95750342,1.49958139,0.03009217,1.02099407,0.06350904,2.77887040
-5.21960980,5.57114107,0.02356366,0.00000000,3.84012526,1.46074864,0.02997763,0.98390135,0.06147356,2.72302659
-5.21360680,5.42252358,0.02344226,0.00000000,3.71774526,1.41876735,0.02981808,0.94592611,0.05950796,2.66409206
-5.20760380,5.26983778,0.02330857,0.00000000,3.59196374,1.37411453,0.02961876,0.90744145,0.05763435,2.60281682
-5.20160080,5.11483804,0.02316551,0.00000000,3.46436518,1.32730632,0.02938558,0.86881597,0.05587222,2.53997456
-5.19559780,4.95927193,0.02301597,0.00000000,3.33650114,1.27888961,0.02912509,0.83041023,0.05423836,2.47635519
-5.18959480,4.80486245,0.02286290,0.00000000,3.20987414,1.22943255,0.02884443,0.79257316,0.05274682,2.41275627
-5.18359180,4.65328921,0.02270928,0.00000000,3.08592228,1.17951404,0.02855124,0.75563847,0.05140889,2.34997334
-5.17758879,4.50616853,0.02255814,0.00000000,2.96600412,1.12971253,0.02825362,0.71992089,0.05023323,2.28878896
-5.17158579,4.36503238,0.02241257,0.00000000,2.85138372,1.08059464,0.02795994,0.68571236,0.04922590,2.22996082
-5.16558279,4.23130663,0.02227564,0.00000000,2.74321569,1.03270367,0.02767878,0.65327820,0.04839053,2.17420899
-5.15957979,4.10628912,0.02215042,0.00000000,2.64253057,0.98654869,0.02741872,0.62285342,0.04772845,2.12220274
-5.15357679,3.99112812,0.02203986,0.00000000,2.55022075,0.94259450,0.02718816,0.59463920,0.04723884,2.07454744
-5.14757379,3.88680240,0.02194676,0.00000000,2.46702748,0.90125279,0.02699518,0.56879977,0.04691895,2.03177199
-5.14157079,3.79410351,0.02187364,0.00000000,2.39352972,0.86287498,0.02684728,0.54545995,0.04676421,1.99431747
-5.13556778,3.71362156,0.02182267,0.00000000,2.33013561,0.82774679,0.02675121,0.52470334,0.04676851,1.96252748
-5.12956478,3.64573538,0.02179557,0.00000000,2.27707723,0.79608501,0.02671278,0.50657155,0.04692434,1.93664088
-5.12356178,3.59060790,0.02179354,0.00000000,2.23440963,0.76803641,0.02673668,0.49106450,0.04722297,1.91678718
-5.11755878,3.54818734,0.02181714,0.00000000,2.20201451,0.74367873,0.02682634,0.47814186,0.04765472,1.90298521
-5.11155578,3.51821473,0.02186629,0.00000000,2.17960926,0.72302397,0.02698381,0.46772581,0.04820906,1.89514508
-5.10555278,3.50023776,0.02194024,0.00000000,2.16676128,0.70602345,0.02720968,0.45970500,0.04887487,1.89307361
-5.09954977,3.49363063,0.02203753,0.00000000,2.16290767,0.69257464,0.02750306,0.45393967,0.04964058,1.89648298
-5.09354677,3.49761945,0.02215607,0.00000000,2.16737972,0.68252935,0.02786160,0.45026778,0.05049433,1.90500251
-5.08754377,3.51131215,0.02229318,0.00000000,2.17943146,0.67570285,0.02828155,0.44851192,0.05142412,1.91819283
-5.08154077,3.53373171,0.02244567,0.00000000,2.19827122,0.67188363,0.02875787,0.44848679,0.05241796,1.93556200
-5.07553777,3.56385127,0.02261000,0.00000000,2.22309481,0.67084321,0.02928439,0.45000680,0.05346391,1.95658288
-5.06953477,3.60062954,0.02278234,0.00000000,2.25311890,0.67234571,0.02985401,0.45289361,0.05455021,1.98071072
-5.06353177,3.64304487,0.02295879,0.00000000,2.28761291,0.67615671,0.03045887,0.45698314,0.05566526,2.00740044
-5.05752876,3.69012642,0.02313545,0.00000000,2.32592787,0.68205110,0.03109063,0.46213178,0.05679767,2.03612255
-5.05152576,3.74098104,0.02330859,0.00000000,2.36752078,0.68981959,0.03174068,0.46822148,0.05793621,2.06637723
-5.04552276,3.79481457,0.02347478,0.00000000,2.41197313,0.69927368,0.03240041,0.47516348,0.05906977,2.09770580
-5.03951976,3.85094692,0.02363096,0.00000000,2.45900265,0.71024906,0.03306137,0.48290043,0.06018728,2.12969925
-5.03351676,3.90882027,0.02377452,0.00000000,2.50846773,0.72260730,0.03371552,0.49140701,0.06127767,2.16200363
-5.02751376,3.96800050,0.02390335,0.00000000,2.56036415,0.73623599,0.03435539,0.50068877,0.06232974,2.19432222
-5.02151076,4.02817212,0.02401585,0.00000000,2.61481456,0.75104739,0.03497419,0.51077949,0.06333216,2.22641474
-5.01550775,4.08912748,0.02411090,0.00000000,2.67205121,0.76697599,0.03556590,0.52173720,0.06427337,2.25809381
-5.00950475,4.15075139,0.02418783,0.00000000,2.73239299,0.78397502,0.03612536,0.53363893,0.06514163,2.28921946
-5.00350175,4.21300232,0.02424636,0.00000000,2.79621812,0.80201247,0.03664821,0.54657478,0.06592505,2.31969197
-4.99749875,4.27589181,0.02428650,0.00000000,2.86393416,0.82106673,0.03713090,0.56064142,0.06661170,2.34944397
-4.99149575,4.33946337,0.02430851,0.00000000,2.93594674,0.84112236,0.03757064,0.57593544,0.06718979,2.37843248
-4.98549275,4.40377250,0.02431277,0.00000000,3.01262903,0.86216608,0.03796525,0.59254702,0.06764785,2.40663128
-4.97948974,4.46886875,0.02429973,0.00000000,3.09429320,0.88418341,0.03831310,0.61055400,0.06797507,2.43402442
-4.97348674,4.53478105,0.02426984,0.00000000,3.18116555,0.90715592,0.03861298,0.63001682,0.06816157,2.46060110
-4.96748374,4.60150669,0.02422352,0.00000000,3.27336612,0.93105925,0.03886395,0.65097450,0.06819880,2.48635208
-4.96148074,4.66900426,0.02416113,0.00000000,3.37089381,0.95586198,0.03906526,0.67344162,0.06807987,2.51126778
-4.95547774,4.73719047,0.02408291,0.00000000,3.47361707,0.98152502,0.03921621,0.69740656,0.06779990,2.53533775
-4.94947474,4.80594023,0.02398908,0.00000000,3.58127049,1.00800162,0.03931611,0.72283081,0.06735639,2.55855131
-4.94347174,4.87508936,0.02387979,0.00000000,3.69345661,1.03523761,0.03936417,0.74964923,0.06674942,2.58089887
-4.93746873,4.94443894,0.02375516,0.00000000,3.80965252,1.06317170,0.03935952,0.77777120,0.06598189,2.60237340
-4.93146573,5.01376017,0.02361534,0.00000000,3.92922019,1.09173554,0.03930119,0.80708236,0.06505960,2.62297147
-4.92546273,5.08279881,0.02346053,0.00000000,4.05141953,1.12085338,0.03918812,0.83744664,0.06399121,2.64269351
-4.91945973,5.15127818,0.02329100,0.00000000,4.17542303,1.15044102,0.03901926,0.86870852,0.06278817,2.66154259
-4.91345673,5.21890002,0.02310708,0.00000000,4.30033092,1.18040410,0.03879359,0.90069511,0.06146441,2.67952179
-4.90745373,5.28534273,0.02290922,0.00000000,4.42518582,1.21063555,0.03851028,0.93321804,0.06003607,2.69662967
-4.90145073,5.35025698,0.02269791,0.00000000,4.54898619,1.24101234,0.03816877,0.96607493,0.05852099,2.71285426
-4.89544772,5.41325882,0.02247370,0.00000000,4.67069786,1.27139175,0.03776887,0.99905041,0.05693822,2.72816557
-4.88944472,5.47392090,0.02223711,0.00000000,4.78926366,1.30160731,0.03731089,1.03191679,0.05530744,2.74250731
-4.88344172,5.53176280,0.02198863,0.00000000,4.90361087,1.33146487,0.03679577,1.06443436,0.05364837,2.75578819
-4.87743872,5.58624141,0.02172861,0.00000000,5.01265700,1.36073918,0.03622512,1.09635146,0.05198016,2.76787382
-4.87143572,5.63674282,0.02145724,0.00000000,5.11531439,1.38917138,0.03560130,1.12740471,0.05032082,2.77857974
-4.86543272,5.68257698,0.02117452,0.00000000,5.21049431,1.41646798,0.03492750,1.15731933,0.04868672,2.78766651
-4.85942971,5.72297638,0.02088015,0.00000000,5.29711136,1.44230148,0.03420769,1.18581005,0.04709215,2.79483755
-4.85342671,5.75709982,0.02057359,0.00000000,5.37408922,1.46631328,0.03344667,1.21258273,0.04554901,2.79974034
-4.84742371,5.78404217,0.02025401,0.00000000,5.44036831,1.48811885,0.03264993,1.23733681,0.04406657,2.80197137
-4.84142071,5.80285055,0.01992033,0.00000000,5.49491627,1.50731532,0.03182366,1.25976895,0.04265135,2.80108512
-4.83541771,5.81254690,0.01957124,0.00000000,5.53674165,1.52349159,0.03097455,1.27957774,0.04130719,2.79660693
-4.82941471,5.81215678,0.01920531,0.00000000,5.56491105,1.53624043,0.03010971,1.29646960,0.04003536,2.78804952
-4.82341171,5.80074338,0.01882103,0.00000000,5.57856971,1.54517253,0.02923648,1.31016572,0.03883478,2.77493269
-4.81740870,5.77744560,0.01841694,0.00000000,5.57696517,1.54993170,0.02836226,1.32040993,0.03770236,2.75680524
-4.81140570,5.74151876,0.01799170,0.00000000,5.55947324,1.55021085,0.02749434,1.32697724,0.03663341,2.73326836
-4.80540270,5.69237589,0.01754424,0.00000000,5.52562547,1.54576777,0.02663972,1.32968268,0.03562204,2.70399929
-4.79939970,5.62962787,0.01707387,0.00000000,5.47513673,1.53644013,0.02580493,1.32839010,0.03466168,2.66877408
-4.79339670,5.55312020,0.01658035,0.00000000,5.40793169,1.52215882,0.02499588,1.32302056,0.03374550,2.62748841
-4.78739370,5.46296458,0.01606400,0.00000000,5.32416859,1.50295902,0.02421772,1.31355984,0.03286692,2.58017519
-4.78139070,5.35956343,0.01552580,0.00000000,5.22425885,1.47898813,0.02347477,1.30006460,0.03201999,2.52701817
-4.77538769,5.24362592,0.01496737,0.00000000,5.10888118,1.45051035,0.02277041,1.28266698,0.03119977,2.46836052
-4.76938469,5.11617428,0.01439106,0.00000000,4.97898875,1.41790725,0.02210709,1.26157716,0.03040264,2.40470808
-4.76338169,4.97853976,0.01379992,0.00000000,4.83580876,1.38167424,0.02148633,1.23708367,0.02962651,2.33672668
-4.75737869,4.83234794,0.01319765,0.00000000,4.68083336,1.34241309,0.02090873,1.20955134,0.02887103,2.26523368
-4.75137569,4.67949352,0.01258857,0.00000000,4.51580194,1.30082027,0.02037414,1.17941679,0.02813757,2.19118375
-4.74537269,4.52210540,0.01197754,0.00000000,4.34267468,1.25767193,0.01988171,1.14718151,0.02742929,2.11564947
-4.73936968,4.36250284,0.01136986,0.00000000,4.16359800,1.21380564,0.01943008,1.11340262,0.02675102,2.03979734
-4.73336668,4.20314444,0.01077113,0.00000000,3.98086274,1.17009968,0.01901757,1.07868170,0.02610909,1.96486003
-4.72736368,4.04657125,0.01018715,0.00000000,3.79685621,1.12745058,0.01864231,1.04365177,0.02551113,1.89210585
-4.72136068,3.89534628,0.00962378,0.00000000,3.61400990,1.08674970,0.01830248,1.00896307,0.02496579,1.82280654
-4.71535768,3.75199201,0.00908681,0.00000000,3.43474423,1.04885955,0.01799651,0.97526790,0.02448238,1.75820443
-4.70935468,3.61892826,0.00858183,0.00000000,3.26141259,1.01459078,0.01772317,0.94320509,0.02407057,1.69948004
-4.70335168,3.49841221,0.00811408,0.00000000,3.09624625,0.98468044,0.01748182,0.91338455,0.02374000,1.64772133
-4.69734867,3.39248246,0.00768841,0.00000000,2.94130233,0.95977236,0.01727243,0.88637244,0.02349984,1.60389527
-4.69134567,3.30290889,0.00730911,0.00000000,2.79841627,0.94040008,0.01709571,0.86267738,0.02335851,1.56882297
-4.68534267,3.23114976,0.00697989,0.00000000,2.66916072,0.92697295,0.01695312,0.84273817,0.02332323,1.54315872
-4.67933967,3.17831718,0.00670378,0.00000000,2.55481186,0.91976573,0.01684685,0.82691334,0.02339971,1.52737386
-4.67333667,3.14515212,0.00648313,0.00000000,2.45632432,0.91891194,0.01677976,0.81547294,0.02359188,1.52174565
-4.66733367,3.13200927,0.00631957,0.00000000,2.37431539,0.92440120,0.01675527,0.80859270,0.02390162,1.52635157
-4.66133067,3.13885253,0.00621404,0.00000000,2.30905877,0.93608051,0.01677722,0.80635080,0.02432856,1.54106920
-4.65532766,3.16526065,0.00616678,0.00000000,2.26048797,0.95365938,0.01684970,0.80872727,0.02487000,1.56558146
-4.64932466,3.21044333,0.00617737,0.00000000,2.22820895,0.97671879,0.01697686,0.81560606,0.02552083,1.59938722
-4.64332166,3.27326671,0.00624479,0.00000000,2.21152148,1.00472342,0.01716269,0.82677963,0.02627359,1.64181685
