energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.76588294,2.78055157,0.65879813,0.00000000,0.71464495,1.71405033,0.86972050,0.00000000
-5.75987994,2.78113421,0.65547189,0.00000000,0.72180383,1.71572268,0.86693495,0.00000000
-5.75387694,2.79779525,0.65162977,0.00000000,0.73540963,1.72611949,0.87086846,0.00000000
-5.74787394,2.83050162,0.64745966,0.00000000,0.75573940,1.74517537,0.88142403,0.00000000
-5.74187094,2.87913761,0.64317543,0.00000000,0.78307227,1.77275631,0.89848981,0.00000000
-5.73586793,2.94350306,0.63900786,0.00000000,0.81767644,1.80866071,0.92194289,0.00000000
-5.72986493,3.02330784,0.63519475,0.00000000,0.85979409,1.85261904,0.95165073,0.00000000
-5.72386193,3.11816282,0.63197082,0.00000000,0.90962448,1.90429219,0.98747007,0.00000000
-5.71785893,3.22756780,0.62955760,0.00000000,0.96730565,1.96326886,1.02924346,0.00000000
-5.71185593,3.35089703,0.62815380,0.00000000,1.03289515,2.02906237,1.07679325,0.00000000
-5.70585293,3.48738324,0.62792638,0.00000000,1.10635054,2.10110723,1.12991353,0.00000000
-5.69984992,3.63610126,0.62900270,0.00000000,1.18751028,2.17875614,1.18836022,0.00000000
-5.69384692,3.79595232,0.63146397,0.00000000,1.27607591,2.26127766,1.25183989,0.00000000
-5.68784392,3.96565038,0.63534021,0.00000000,1.37159628,2.34785542,1.31999798,0.00000000
-5.68184092,4.14371177,0.64060697,0.00000000,1.47345494,2.43758904,1.39240709,0.00000000
-5.67583792,4.32844948,0.64718371,0.00000000,1.58086141,2.52949746,1.46855620,0.00000000
-5.66983492,4.51797342,0.65493421,0.00000000,1.69284734,2.62252498,1.54784174,0.00000000
-5.66383192,4.71019767,0.66366872,0.00000000,1.80826828,2.71555038,1.62956124,0.00000000
-5.65782891,4.90285585,0.67314800,0.00000000,1.92581169,2.80739938,1.71291056,0.00000000
-5.65182591,5.09352514,0.68308912,0.00000000,2.04401160,2.89686050,1.79698527,0.00000000
-5.64582291,5.27965953,0.69317284,0.00000000,2.16127016,2.98270440,1.88078686,0.00000000
-5.63981991,5.45863202,0.70305238,0.00000000,2.27588588,3.06370644,1.96323415,0.00000000
-5.63381691,5.62778555,0.71236341,0.00000000,2.38608819,3.13867216,2.04317997,0.00000000
-5.62781391,5.78449157,0.72073485,0.00000000,2.49007756,3.20646512,2.11943312,0.00000000
-5.62181091,5.92621480,0.72780030,0.00000000,2.58607012,3.26603638,2.19078502,0.00000000
-5.61580790,6.05058240,0.73320956,0.00000000,2.67234542,3.31645474,2.25604045,0.00000000
-5.60980490,6.15545491,0.73663997,0.00000000,2.74729561,3.35693660,2.31405132,0.00000000
-5.60380190,6.23899652,0.73780718,0.00000000,2.80947444,3.38687431,2.36375221,0.00000000
-5.59779890,6.29974151,0.73647480,0.00000000,2.85764400,3.40586166,2.40419620,0.00000000
-5.59179590,6.33665380,0.73246276,0.00000000,2.89081729,3.41371524,2.43458952,0.00000000
-5.58579290,6.34917660,0.72565383,0.00000000,2.90829497,3.41049034,2.45432322,0.00000000
-5.57978989,6.33726927,0.71599822,0.00000000,2.90969429,3.39649023,2.46300035,0.00000000
-5.57378689,6.30142897,0.70351586,0.00000000,2.89496920,3.37226792,2.46045725,0.00000000
-5.56778389,6.24269524,0.68829642,0.00000000,2.86442029,3.33861950,2.44677759,0.00000000
-5.56178089,6.16263624,0.67049686,0.00000000,2.81869412,3.29656896,2.42229829,0.00000000
-5.55577789,6.06331627,0.65033677,0.00000000,2.75877171,3.24734421,2.38760677,0.00000000
-5.54977489,5.94724508,0.62809152,0.00000000,2.68594649,3.19234490,2.34352927,0.00000000
-5.54377189,5.81731028,0.60408361,0.00000000,2.60179244,3.13310280,2.29111056,0.00000000
-5.53776888,5.67669497,0.57867248,0.00000000,2.50812356,3.07123594,2.23158571,0.00000000
-5.53176588,5.52878360,0.55224328,0.00000000,2.40694620,3.00839821,2.16634485,0.00000000
-5.52576288,5.37705958,0.52519491,0.00000000,2.30040586,2.94622616,2.09689243,0.00000000
-5.51975988,5.22499848,0.49792806,0.00000000,2.19073061,2.88628521,2.02480248,0.00000000
-5.51375688,5.07596121,0.47083339,0.00000000,2.08017284,2.83001731,1.95167167,0.00000000
-5.50775388,4.93309122,0.44428064,0.00000000,1.97095142,2.77869232,1.87907201,0.00000000
-5.50175088,4.79921969,0.41860876,0.00000000,1.86519618,2.73336517,1.80850504,0.00000000
-5.49574787,4.67678253,0.39411755,0.00000000,1.76489613,2.69484038,1.74135912,0.00000000
-5.48974487,4.56775193,0.37106112,0.00000000,1.67185308,2.66364575,1.67887133,0.00000000
-5.48374187,4.47358498,0.34964305,0.00000000,1.58764147,2.64001601,1.62209530,0.00000000
-5.47773887,4.39519084,0.33001366,0.00000000,1.51357560,2.62388720,1.57187575,0.00000000
-5.47173587,4.33291721,0.31226912,0.00000000,1.45068440,2.61490194,1.52883051,0.00000000
-5.46573287,4.28655599,0.29645238,0.00000000,1.39969430,2.61242525,1.49334023,0.00000000
-5.45972986,4.25536734,0.28255579,0.00000000,1.36102011,2.61557027,1.46554585,0.00000000
-5.45372686,4.23812064,0.27052514,0.00000000,1.33476375,2.62323257,1.44535337,0.00000000
-5.44772386,4.23315034,0.26026480,0.00000000,1.32072048,2.63413194,1.43244572,0.00000000
-5.44172086,4.23842422,0.25164387,0.00000000,1.31839233,2.64685968,1.42630067,0.00000000
-5.43571786,4.25162139,0.24450283,0.00000000,1.32700804,2.65992977,1.42621426,0.00000000
-5.42971486,4.27021709,0.23866051,0.00000000,1.34554906,2.67183195,1.43132861,0.00000000
-5.42371186,4.29157151,0.23392121,0.00000000,1.37278090,2.68108494,1.44066323,0.00000000
-5.41770885,4.31301963,0.23008151,0.00000000,1.40728916,2.68628792,1.45314882,0.00000000
-5.41170585,4.33195964,0.22693686,0.00000000,1.44751954,2.68616866,1.46766250,0.00000000
-5.40570285,4.34593712,0.22428756,0.00000000,1.49182084,2.67962695,1.48306365,0.00000000
-5.39969985,4.35272314,0.22194408,0.00000000,1.53849028,2.66577202,1.49822919,0.00000000
-5.39369685,4.35038405,0.21973177,0.00000000,1.58581988,2.64395296,1.51208769,0.00000000
-5.38769385,4.33734131,0.21749464,0.00000000,1.63214294,2.61378155,1.52365122,0.00000000
-5.38169085,4.31242017,0.21509844,0.00000000,1.67587941,2.57514685,1.53204433,0.00000000
-5.37568784,4.27488584,0.21243290,0.00000000,1.71557876,2.52822150,1.53652935,0.00000000
-5.36968484,4.22446657,0.20941315,0.00000000,1.74995923,2.47345960,1.53652742,0.00000000
-5.36368184,4.16136309,0.20598046,0.00000000,1.77794208,2.41158648,1.53163471,0.00000000
-5.35767884,4.08624421,0.20210211,0.00000000,1.79867968,2.34358070,1.52163339,0.00000000
-5.35167584,4.00022884,0.19777076,0.00000000,1.81157637,2.27064899,1.50649705,0.00000000
-5.34567284,3.90485490,0.19300307,0.00000000,1.81630132,2.19419475,1.48639050,0.00000000
-5.33966983,3.80203604,0.18783783,0.00000000,1.81279273,2.11578114,1.46166395,0.00000000
-5.33366683,3.69400732,0.18233358,0.00000000,1.80125327,2.03708971,1.43284173,0.00000000
-5.32766383,3.58326153,0.17656591,0.00000000,1.78213668,1.95987571,1.40060613,0.00000000
-5.32166083,3.47247799,0.17062432,0.00000000,1.75612625,1.88592134,1.36577674,0.00000000
-5.31565783,3.36444593,0.16460902,0.00000000,1.72410584,1.81698811,1.32928632,0.00000000
-5.30965483,3.26198494,0.15862746,0.00000000,1.68712467,1.75476970,1.29215377,0.00000000
-5.30365183,3.16786500,0.15279102,0.00000000,1.64635747,1.70084659,1.25545553,0.00000000
-5.29764882,3.08472859,0.14721163,0.00000000,1.60306143,1.65664371,1.22029617,0.00000000
-5.29164582,3.01501749,0.14199873,0.00000000,1.55853194,1.62339238,1.18777950,0.00000000
-5.28564282,2.96090672,0.13725643,0.00000000,1.51405892,1.60209754,1.15898097,0.00000000
-5.27963982,2.92424762,0.13308108,0.00000000,1.47088536,1.59351148,1.13492241,0.00000000
-5.27363682,2.90652215,0.12955925,0.00000000,1.43016984,1.59811460,1.11654984,0.00000000
-5.26763382,2.90880947,0.12676622,0.00000000,1.39295430,1.61610411,1.10471485,0.00000000
-5.26163082,2.93176604,0.12476495,0.00000000,1.36013814,1.64739077,1.10016002,0.00000000
-5.25562781,2.97561928,0.12360553,0.00000000,1.33245926,1.69160408,1.10350833,0.00000000
-5.24962481,3.04017478,0.12332508,0.00000000,1.31048250,1.74810552,1.11525662,0.00000000
-5.24362181,3.12483612,0.12394810,0.00000000,1.29459521,1.81600950,1.13577262,0.00000000
-5.23761881,3.22863610,0.12548709,0.00000000,1.28500968,1.89421135,1.16529513,0.00000000
-5.23161581,3.35027747,0.12794342,0.00000000,1.28177160,1.98142110,1.20393663,0.00000000
-5.22561281,3.48818096,0.13130838,0.00000000,1.28477355,2.07620214,1.25168758,0.00000000
-5.21960980,3.64053829,0.13556413,0.00000000,1.29377229,2.17701293,1.30842171,0.00000000
-5.21360680,3.80536745,0.14068473,0.00000000,1.30840864,2.28225042,1.37390145,0.00000000
-5.20760380,3.98056770,0.14663687,0.00000000,1.32822868,2.39029338,1.44778291,0.00000000
-5.20160080,4.16397183,0.15338044,0.00000000,1.35270486,2.49954402,1.52961997,0.00000000
-5.19559780,4.35339358,0.16086882,0.00000000,1.38125614,2.60846622,1.61886711,0.00000000
-5.18959480,4.54666848,0.16904879,0.00000000,1.41326622,2.71561913,1.71488089,0.00000000
-5.18359180,4.74168685,0.17786028,0.00000000,1.44809908,2.81968480,1.81692039,0.00000000
-5.17758879,4.93641833,0.18723581,0.00000000,1.48511169,2.91948913,1.92414678,0.00000000
-5.17158579,5.12892786,0.19709972,0.00000000,1.52366358,3.01401555,2.03562281,0.00000000
-5.16558279,5.31738372,0.20736752,0.00000000,1.56312346,3.10241143,2.15031277,0.00000000
-5.15957979,5.50005857,0.21794506,0.00000000,1.60287335,3.18398746,2.26708391,0.00000000
-5.15357679,5.67532506,0.22872808,0.00000000,1.64231059,3.25821058,2.38471006,0.00000000
-5.14757379,5.84164777,0.23960196,0.00000000,1.68084847,3.32469156,2.50187829,0.00000000
-5.14157079,5.99757339,0.25044189,0.00000000,1.71791613,3.38316834,2.61719931,0.00000000
-5.13556778,6.14172122,0.26111362,0.00000000,1.75295841,3.43348645,2.72922200,0.00000000
-5.12956478,6.27277559,0.27147468,0.00000000,1.78543622,3.47557808,2.83645237,0.00000000
-5.12356178,6.38948192,0.28137629,0.00000000,1.81482797,3.50944109,2.93737683,0.00000000
-5.11755878,6.49064725,0.29066582,0.00000000,1.84063236,3.53511915,3.03048938,0.00000000
-5.11155578,6.57514618,0.29918979,0.00000000,1.86237259,3.55268436,3.11432213,0.00000000
-5.10555278,6.64193198,0.30679731,0.00000000,1.87960217,3.56222291,3.18747799,0.00000000
-5.09954977,6.69005266,0.31334386,0.00000000,1.89191188,3.56382441,3.24866457,0.00000000
-5.09354677,6.71867102,0.31869521,0.00000000,1.89893776,3.55757521,3.29672769,0.00000000
-5.08754377,6.72708743,0.32273137,0.00000000,1.90036947,3.54355553,3.33068331,0.00000000
-5.08154077,6.71476374,0.32535025,0.00000000,1.89595866,3.52184019,3.34974627,0.00000000
-5.07553777,6.68134670,0.32647112,0.00000000,1.88552667,3.49250239,3.35335456,0.00000000
-5.06953477,6.62668926,0.32603738,0.00000000,1.86897116,3.45561987,3.34118799,0.00000000
-5.06353177,6.55086806,0.32401870,0.00000000,1.84627107,3.41128277,3.31318031,0.00000000
-5.05752876,6.45419592,0.32041245,0.00000000,1.81748966,3.35960234,3.26952421,0.00000000
-5.05152576,6.33722841,0.31524417,0.00000000,1.78277527,3.30071998,3.21066882,0.00000000
-5.04552276,6.20076380,0.30856719,0.00000000,1.74235985,3.23481571,3.13730993,0.00000000
-5.03951976,6.04583632,0.30046146,0.00000000,1.69655513,3.16211584,3.05037315,0.00000000
-5.03351676,5.87370309,0.29103143,0.00000000,1.64574667,3.08289936,2.95099086,0.00000000
-5.02751376,5.68582512,0.28040333,0.00000000,1.59038604,2.99750280,2.84047388,0.00000000
-5.02151076,5.48384347,0.26872179,0.00000000,1.53098150,2.90632359,2.72027891,0.00000000
-5.01550775,5.26955177,0.25614603,0.00000000,1.46808756,2.80982185,2.59197329,0.00000000
-5.00950475,5.04486613,0.24284578,0.00000000,1.40229393,2.70852078,2.45719816,0.00000000
-5.00350175,4.81179399,0.22899702,0.00000000,1.33421418,2.60300581,2.31763164,0.00000000
-4.99749875,4.57240310,0.21477788,0.00000000,1.26447472,2.49392267,2.17495311,0.00000000
-4.99149575,4.32879164,0.20036458,0.00000000,1.19370423,2.38197467,2.03080989,0.00000000
-4.98549275,4.08306061,0.18592782,0.00000000,1.12252406,2.26791921,1.88678733,0.00000000
-4.97948974,3.83728907,0.17162957,0.00000000,1.05153971,2.15256379,1.74438288,0.00000000
-4.97348674,3.59351281,0.15762035,0.00000000,0.98133355,2.03676149,1.60498502,0.00000000
-4.96748374,3.35370665,0.14403716,0.00000000,0.91245887,1.92140608,1.46985712,0.00000000
-4.96148074,3.11977035,0.13100187,0.00000000,0.84543528,1.80742665,1.34012639,0.00000000
-4.95547774,2.89351800,0.11862038,0.00000000,0.78074533,1.69578170,1.21677788,0.00000000
-4.94947474,2.67667047,0.10698219,0.00000000,0.71883235,1.58745277,1.10065309,0.00000000
-4.94347174,2.47085036,0.09616054,0.00000000,0.66009914,1.48343732,0.99245273,0.00000000
-4.93746873,2.27757898,0.08621302,0.00000000,0.60490759,1.38474091,0.89274308,0.00000000
-4.93146573,2.09827449,0.07718242,0.00000000,0.55357884,1.29236848,0.80196504,0.00000000
-4.92546273,1.93425068,0.06909802,0.00000000,0.50639379,1.20731476,0.72044535,0.00000000
-4.91945973,1.78671548,0.06197684,0.00000000,0.46359388,1.13055359,0.64840886,0.00000000
-4.91345673,1.65676889,0.05582516,0.00000000,0.42538180,1.06302626,0.58599129,0.00000000
-4.90745373,1.54539937,0.05063990,0.00000000,0.39192212,1.00562869,0.53325160,0.00000000
-4.90145073,1.45347857,0.04640995,0.00000000,0.36334156,0.95919770,0.49018336,0.00000000
-4.89544772,1.38175386,0.04311744,0.00000000,0.33972901,0.92449626,0.45672451,0.00000000
-4.88944472,1.33083866,0.04073866,0.00000000,0.32113506,0.90219798,0.43276508,0.00000000
-4.88344172,1.30120048,0.03924495,0.00000000,0.30757116,0.89287109,0.41815262,0.00000000
-4.87743872,1.29314707,0.03860322,0.00000000,0.29900844,0.89696221,0.41269516,0.00000000
-4.87143572,1.30681097,0.03877631,0.00000000,0.29537633,0.91478033,0.41616189,0.00000000
-4.86543272,1.34213330,0.03972317,0.00000000,0.29656102,0.94648159,0.42828147,0.00000000
-4.85942971,1.39884761,0.04139889,0.00000000,0.30240415,0.99205534,0.44873875,0.00000000
-4.85342671,1.47646476,0.04375454,0.00000000,0.31270172,1.05131238,0.47717000,0.00000000
-4.84742371,1.57426029,0.04673709,0.00000000,0.32720371,1.12387588,0.51315759,0.00000000
-4.84142071,1.69126524,0.05028923,0.00000000,0.34561446,1.20917594,0.55622458,0.00000000
-4.83541771,1.82626190,0.05434935,0.00000000,0.36759421,1.30644830,0.60583017,0.00000000
-4.82941471,1.97778561,0.05885162,0.00000000,0.39276193,1.41473808,0.66136654,0.00000000
-4.82341171,2.14413365,0.06372621,0.00000000,0.42069966,1.53290872,0.72215795,0.00000000
-4.81740870,2.32338196,0.06889987,0.00000000,0.45095839,1.65965671,0.78746262,0.00000000
-4.81140570,2.51341005,0.07429660,0.00000000,0.48306563,1.79353195,0.85647782,0.00000000
-4.80540270,2.71193429,0.07983869,0.00000000,0.51653448,1.93296364,0.92834851,0.00000000
-4.79939970,2.91654882,0.08544799,0.00000000,0.55087404,2.07629103,1.00217963,0.00000000
-4.79339670,3.12477349,0.09104736,0.00000000,0.58560099,2.22179836,1.07705177,0.00000000
-4.78739370,3.33410718,0.09656234,0.00000000,0.62025183,2.36775271,1.15204003,0.00000000
-4.78139070,3.54208477,0.10192291,0.00000000,0.65439541,2.51244362,1.22623525,0.00000000
-4.77538769,3.74633566,0.10706528,0.00000000,0.68764528,2.65422265,1.29876702,0.00000000
-4.76938469,3.94464138,0.11193359,0.00000000,0.71967114,2.79154157,1.36882737,0.00000000
-4.76338169,4.13498985,0.11648157,0.00000000,0.75020904,2.92298742,1.43569400,0.00000000
-4.75737869,4.31562380,0.12067382,0.00000000,0.77906972,3.04731284,1.49875216,0.00000000
-4.75137569,4.48508115,0.12448688,0.00000000,0.80614454,3.16346051,1.55751372,0.00000000
-4.74537269,4.64222540,0.12790986,0.00000000,0.83140874,3.27058057,1.61163262,0.00000000
-4.73936968,4.78626467,0.13094460,0.00000000,0.85492173,3.36804039,1.66091571,0.00000000
-4.73336668,4.91675831,0.13360535,0.00000000,0.87682426,3.45542629,1.70532824,0.00000000
-4.72736368,5.03361108,0.13591800,0.00000000,0.89733253,3.53253761,1.74499357,0.00000000
-4.72136068,5.13705513,0.13791874,0.00000000,0.91672931,3.59937346,1.78018697,0.00000000
-4.71535768,5.22762085,0.13965235,0.00000000,0.93535259,3.65611330,1.81132353,0.00000000
-4.70935468,5.30609820,0.14117002,0.00000000,0.95358195,3.70309250,1.83894081,0.00000000
-4.70335168,5.37349060,0.14252700,0.00000000,0.97182334,3.74077460,1.86367663,0.00000000
-4.69734867,5.43096378,0.14377991,0.00000000,0.99049297,3.76972164,1.88624330,0.00000000
-4.69134567,5.47979206,0.14498411,0.00000000,1.01000069,3.79056459,1.90739908,0.00000000
-4.68534267,5.52130494,0.14619104,0.00000000,1.03073383,3.80397511,1.92791841,0.00000000
-4.67933967,5.55683610,0.14744580,0.00000000,1.05304193,3.81064038,1.94856198,0.00000000
-4.67333667,5.58767728,0.14878495,0.00000000,1.07722303,3.81124189,1.97004802,0.00000000
-4.66733367,5.61503872,0.15023479,0.00000000,1.10351186,3.80643909,1.99302594,0.00000000
-4.66133067,5.64001732,0.15181004,0.00000000,1.13207047,3.79685834,2.01805340,0.00000000
-4.65532766,5.66357351,0.15351312,0.00000000,1.16298143,3.78308707,2.04557750,0.00000000
-4.64932466,5.68651677,0.15533398,0.00000000,1.19624364,3.76567309,2.07592080,0.00000000
-4.64332166,5.70949965,0.15725048,0.00000000,1.23177094,3.74512812,2.10927232,0.00000000
-4.63731866,5.73301951,0.15922932,0.00000000,1.26939320,3.72193488,2.14568385,0.00000000
-4.63131566,5.75742677,0.16122751,0.00000000,1.30885980,3.69655665,2.18507111,0.00000000
-4.62531266,5.78293852,0.16319412,0.00000000,1.34984521,3.66944816,2.22721962,0.00000000
-4.61930965,5.80965587,0.16507253,0.00000000,1.39195634,3.64106672,2.27179469,0.00000000
-4.61330665,5.83758371,0.16680270,0.00000000,1.43474137,3.61188263,2.31835489,0.00000000
-4.60730365,5.86665156,0.16832365,0.00000000,1.47769972,3.58238802,2.36636835,0.00000000
-4.60130065,5.89673441,0.16957588,0.00000000,1.52029293,3.55310342,2.41523119,0.00000000
-4.59529765,5.92767268,0.17050368,0.00000000,1.56195615,3.52458181,2.46428737,0.00000000
-4.58929465,5.95929075,0.17105721,0.00000000,1.60211008,3.49740990,2.51284942,0.00000000
-4.58329165,5.99141383,0.17119427,0.00000000,1.64017323,3.47220674,2.56021936,0.00000000
-4.57728864,6.02388308,0.17088181,0.00000000,1.67557433,3.44962004,2.60570958,0.00000000
-4.57128564,6.05656910,0.17009694,0.00000000,1.70776489,3.43032040,2.64866300,0.00000000
-4.56528264,6.08938414,0.16882767,0.00000000,1.73623170,3.41499422,2.68847238,0.00000000
-4.55927964,6.12229308,0.16707320,0.00000000,1.76050932,3.40433546,2.72459845,0.00000000
-4.55327664,6.15532368,0.16484390,0.00000000,1.78019233,3.39903704,2.75658652,0.00000000
-4.54727364,6.18857583,0.16216093,0.00000000,1.79494729,3.39978191,2.78408142,0.00000000
-4.54127064,6.22223000,0.15905568,0.00000000,1.80452403,3.40723427,2.80684038,0.00000000
-4.53526763,6.25655436,0.15556889,0.00000000,1.80876626,3.42203076,2.82474368,0.00000000
-4.52926463,6.29191012,0.15174974,0.00000000,1.80762092,3.44477173,2.83780275,0.00000000
-4.52326163,6.32875457,0.14765470,0.00000000,1.80114614,3.47601217,2.84616529,0.00000000
-4.51725863,6.36764080,0.14334644,0.00000000,1.78951732,3.51625215,2.85011732,0.00000000
-4.51125563,6.40921351,0.13889262,0.00000000,1.77303093,3.56592626,2.85008172,0.00000000
-4.50525263,6.45420011,0.13436475,0.00000000,1.75210582,3.62539186,2.84661316,0.00000000
-4.49924962,6.50339648,0.12983700,0.00000000,1.72728150,3.69491574,2.84038919,0.00000000
-4.49324662,6.55764714,0.12538507,0.00000000,1.69921333,3.77465928,2.83219760,0.00000000
-4.48724362,6.61781971,0.12108508,0.00000000,1.66866428,3.86466211,2.82291994,0.00000000
-4.48124062,6.68477404,0.11701247,0.00000000,1.63649330,3.96482460,2.81351164,0.00000000
-4.47523762,6.75932658,0.11324089,0.00000000,1.60364021,4.07488991,2.80497883,0.00000000
-4.46923462,6.84221118,0.10984110,0.00000000,1.57110731,4.19442627,2.79835250,0.00000000
-4.46323162,6.93403744,0.10687987,0.00000000,1.53993798,4.32281061,2.79466052,0.00000000
-4.45722861,7.03524849,0.10441877,0.00000000,1.51119254,4.45921474,2.79489809,0.00000000
-4.45122561,7.14607973,0.10251308,0.00000000,1.48592193,4.60259519,2.79999751,0.00000000
-4.44522261,7.26652057,0.10121053,0.00000000,1.46513975,4.75168807,2.81079800,0.00000000
-4.43921961,7.39628090,0.10055016,0.00000000,1.44979336,4.90500996,2.82801633,0.00000000
-4.43321661,7.53476409,0.10056109,0.00000000,1.44073474,5.06086574,2.85221926,0.00000000
-4.42721361,7.68104801,0.10126143,0.00000000,1.43869205,5.21736412,2.88379843,0.00000000
-4.42121061,7.83387536,0.10265721,0.00000000,1.44424261,5.37244093,2.92294879,0.00000000
-4.41520760,7.99165426,0.10474149,0.00000000,1.45778844,5.52389031,2.96965104,0.00000000
-4.40920460,8.15246968,0.10749364,0.00000000,1.47953514,5.66940318,3.02365913,0.00000000
-4.40320160,8.31410586,0.11087882,0.00000000,1.50947505,5.80661214,3.08449330,0.00000000
-4.39719860,8.47407964,0.11484786,0.00000000,1.54737573,5.93314167,3.15143925,0.00000000
-4.39119560,8.62968408,0.11933732,0.00000000,1.59277428,6.04666199,3.22355401,0.00000000
-4.38519260,8.77804150,0.12427009,0.00000000,1.64497839,6.14494488,3.29967861,0.00000000
-4.37918959,8.91616473,0.12955631,0.00000000,1.70307442,6.22591963,3.37845787,0.00000000
-4.37318659,9.04102504,0.13509473,0.00000000,1.76594289,6.28772716,3.45836699,0.00000000
-4.36718359,9.14962494,0.14077454,0.00000000,1.83228118,6.32877040,3.53774474,0.00000000
-4.36118059,9.23907396,0.14647749,0.00000000,1.90063324,6.34775915,3.61483241,0.00000000
-4.35517759,9.30666508,0.15208052,0.00000000,1.96942562,6.34374795,3.68781780,0.00000000
-4.34917459,9.34994968,0.15745854,0.00000000,2.03700881,6.31616549,3.75488285,0.00000000
-4.34317159,9.36680853,0.16248751,0.00000000,2.10170269,6.26483475,3.81425354,0.00000000
-4.33716858,9.35551654,0.16704757,0.00000000,2.16184449,6.18998299,3.86425039,0.00000000
-4.33116558,9.31479900,0.17102619,0.00000000,2.21583760,6.09224149,3.90333765,0.00000000
-4.32516258,9.24387726,0.17432121,0.00000000,2.26219932,5.97263494,3.93016947,0.00000000
-4.31915958,9.14250202,0.17684362,0.00000000,2.29960569,5.83256096,3.94363101,0.00000000
-4.31315658,9.01097288,0.17851998,0.00000000,2.32693158,5.67376049,3.94287295,0.00000000
-4.30715358,8.85014321,0.17929442,0.00000000,2.34328440,5.49828001,3.92733782,0.00000000
