energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.61580790,1.22408699,0.00476995,0.07444919,0.48977880,0.12110347,0.77827650,0.00000000,0.42625040,0.27265013
-5.60980490,1.25454026,0.00513229,0.07204049,0.48151201,0.12790252,0.80406218,0.00000000,0.44027484,0.27899471
-5.60380190,1.29426931,0.00548948,0.07068540,0.47815227,0.13590429,0.83533337,0.00000000,0.45721746,0.28672174
-5.59779890,1.34209467,0.00583612,0.07030710,0.47917136,0.14502276,0.87135770,0.00000000,0.47665971,0.29556840
-5.59179590,1.39677647,0.00616688,0.07082066,0.48400683,0.15515983,0.91136604,0.00000000,0.49816015,0.30526964
-5.58579290,1.45705022,0.00647669,0.07213547,0.49208035,0.16620725,0.95457440,0.00000000,0.52126683,0.31556778
-5.57978989,1.52166114,0.00676084,0.07415740,0.50281498,0.17804864,1.00020515,0.00000000,0.54552935,0.32622166
-5.57378689,1.58939611,0.00701517,0.07679086,0.51565095,0.19056151,1.04750698,0.00000000,0.57051039,0.33701479
-5.56778389,1.65911221,0.00723616,0.07994053,0.53005953,0.20361937,1.09577287,0.00000000,0.59579632,0.34776238
-5.56178089,1.72976110,0.00742103,0.08351299,0.54555478,0.21709379,1.14435560,0.00000000,0.62100655,0.35831680
-5.55577789,1.80040867,0.00756787,0.08741800,0.56170297,0.23085638,1.19268022,0.00000000,0.64580140,0.36857141
-5.54977489,1.87024910,0.00767568,0.09156973,0.57812938,0.24478066,1.24025320,0.00000000,0.66988818,0.37846240
-5.54377189,1.93861325,0.00774436,0.09588768,0.59452260,0.25874386,1.28666776,0.00000000,0.69302525,0.38796869
-5.53776888,2.00497088,0.00777476,0.10029746,0.61063607,0.27262832,1.33160533,0.00000000,0.71502401,0.39710979
-5.53176588,2.06892699,0.00776856,0.10473142,0.62628702,0.28632286,1.37483306,0.00000000,0.73574869,0.40594166
-5.52576288,2.13021221,0.00772829,0.10912907,0.64135301,0.29972366,1.41619748,0.00000000,0.75511391,0.41455078
-5.51975988,2.18866797,0.00765711,0.11343741,0.65576601,0.31273493,1.45561453,0.00000000,0.77308026,0.42304659
-5.51375688,2.24422703,0.00755879,0.11761103,0.66950455,0.32526921,1.49305657,0.00000000,0.78964788,0.43155270
-5.50775388,2.29689029,0.00743745,0.12161214,0.68258418,0.33724737,1.52853679,0.00000000,0.80484849,0.44019713
-5.50175088,2.34670115,0.00729750,0.12541045,0.69504664,0.34859825,1.56209184,0.00000000,0.81873618,0.44910211
-5.49574787,2.39371850,0.00714338,0.12898295,0.70694829,0.35925816,1.59376367,0.00000000,0.83137730,0.45837389
-5.48974487,2.43799004,0.00697944,0.13231356,0.71834829,0.36917011,1.62358128,0.00000000,0.84284018,0.46809308
-5.48374187,2.47952710,0.00680978,0.13539280,0.72929711,0.37828300,1.65154365,0.00000000,0.85318493,0.47830590
-5.47773887,2.51828252,0.00663810,0.13821728,0.73982594,0.38655079,1.67760463,0.00000000,0.86245405,0.48901700
-5.47173587,2.55413288,0.00646758,0.14078926,0.74993757,0.39393179,1.70166082,0.00000000,0.87066432,0.50018399
-5.46573287,2.58686623,0.00630080,0.14311613,0.75959912,0.40038808,1.72354319,0.00000000,0.87780040,0.51171430
-5.45972986,2.61617606,0.00613966,0.14520997,0.76873721,0.40588529,1.74301304,0.00000000,0.88381061,0.52346442
-5.45372686,2.64166221,0.00598536,0.14708703,0.77723570,0.41039256,1.75976284,0.00000000,0.88860514,0.53524160
-5.44772386,2.66283866,0.00583844,0.14876726,0.78493627,0.41388299,1.77342187,0.00000000,0.89205686,0.54680826
-5.44172086,2.67914822,0.00569874,0.15027386,0.79164183,0.41633430,1.78356685,0.00000000,0.89400475,0.55788864
-5.43571786,2.68998328,0.00556554,0.15163281,0.79712268,0.41772985,1.78973677,0.00000000,0.89425990,0.56817779
-5.42971486,2.69471166,0.00543761,0.15287233,0.80112500,0.41805987,1.79145169,0.00000000,0.89261369,0.57735217
-5.42371186,2.69270622,0.00531330,0.15402233,0.80338142,0.41732281,1.78823422,0.00000000,0.88884788,0.58508173
-5.41770885,2.68337667,0.00519071,0.15511378,0.80362305,0.41552668,1.77963278,0.00000000,0.88274597,0.59104267
-5.41170585,2.66620170,0.00506778,0.15617795,0.80159226,0.41269023,1.76524546,0.00000000,0.87410529,0.59493035
-5.40570285,2.64075978,0.00494242,0.15724554,0.79705566,0.40884393,1.74474294,0.00000000,0.86274920,0.59647187
-5.39969985,2.60675662,0.00481264,0.15834568,0.78981643,0.40403045,1.71788957,0.00000000,0.84853860,0.59543753
-5.39369685,2.56404800,0.00467664,0.15950482,0.77972542,0.39830471,1.68456103,0.00000000,0.83138221,0.59165068
-5.38769385,2.51265637,0.00453296,0.16074550,0.76669045,0.39173336,1.64475799,0.00000000,0.81124506,0.58499559
-5.38169085,2.45278037,0.00438048,0.16208510,0.75068311,0.38439357,1.59861459,0.00000000,0.78815459,0.57542289
-5.37568784,2.38479676,0.00421850,0.16353448,0.73174294,0.37637138,1.54640161,0.00000000,0.76220419,0.56295229
-5.36968484,2.30925455,0.00404681,0.16509687,0.70997872,0.36775940,1.48852385,0.00000000,0.73355381,0.54767261
-5.36368184,2.22686174,0.00386562,0.16676667,0.68556666,0.35865417,1.42551205,0.00000000,0.70242783,0.52973915
-5.35767884,2.13846544,0.00367562,0.16852867,0.65874594,0.34915319,1.35800973,0.00000000,0.66911008,0.50936843
-5.35167584,2.04502644,0.00347788,0.17035748,0.62981164,0.33935192,1.28675557,0.00000000,0.63393652,0.48683078
-5.34567284,1.94758983,0.00327384,0.17221733,0.59910563,0.32934076,1.21256238,0.00000000,0.59728581,0.46244111
-5.33966983,1.84725297,0.00306521,0.17406238,0.56700586,0.31920237,1.13629366,0.00000000,0.55956850,0.43654839
-5.33366683,1.74513286,0.00285394,0.17583749,0.53391470,0.30900938,1.05883896,0.00000000,0.52121510,0.40952418
-5.32766383,1.64233429,0.00264212,0.17747943,0.50024699,0.29882272,0.98108924,0.00000000,0.48266399,0.38175113
-5.32166083,1.53992045,0.00243187,0.17891869,0.46641827,0.28869057,0.90391328,0.00000000,0.44434946,0.35361151
-5.31565783,1.43888723,0.00222532,0.18008165,0.43283390,0.27864816,0.82813626,0.00000000,0.40669062,0.32547664
-5.30965483,1.34014226,0.00202453,0.18089315,0.39987941,0.26871827,0.75452128,0.00000000,0.37008157,0.29769742
-5.30365183,1.24448940,0.00183141,0.18127937,0.36791256,0.25891245,0.68375446,0.00000000,0.33488314,0.27059629
-5.29764882,1.15261889,0.00164768,0.18117082,0.33725724,0.24923299,0.61643395,0.00000000,0.30141662,0.24446093
-5.29164582,1.06510329,0.00147487,0.18050539,0.30819942,0.23967532,0.55306315,0.00000000,0.26995936,0.21953978
-5.28564282,0.98239868,0.00131426,0.17923130,0.28098504,0.23023087,0.49404785,0.00000000,0.24074250,0.19603929
-5.27963982,0.90485061,0.00116688,0.17730982,0.25581975,0.22089003,0.43969718,0.00000000,0.21395053,0.17412306
-5.27363682,0.83270388,0.00103353,0.17471757,0.23287031,0.21164530,0.39022776,0.00000000,0.18972255,0.15391243
-5.26763382,0.76611523,0.00091478,0.17144842,0.21226724,0.20249410,0.34577057,0.00000000,0.16815492,0.13548852
-5.26163082,0.70516769,0.00081098,0.16751482,0.19410841,0.19344140,0.30637971,0.00000000,0.14930501,0.11889533
-5.25562781,0.64988581,0.00072231,0.16294851,0.17846319,0.18450183,0.27204251,0.00000000,0.13319563,0.10414371
-5.24962481,0.60025047,0.00064875,0.15780066,0.16537674,0.17570129,0.24269013,0.00000000,0.11981970,0.09121572
-5.24362181,0.55621264,0.00059018,0.15214137,0.15487413,0.16707786,0.21820800,0.00000000,0.10914499,0.08006937
-5.23761881,0.51770518,0.00054635,0.14605862,0.14696387,0.15868217,0.19844558,0.00000000,0.10111842,0.07064319
-5.23161581,0.48465233,0.00051690,0.13965679,0.14164079,0.15057704,0.18322501,0.00000000,0.09566982,0.06286065
-5.22561281,0.45697646,0.00050144,0.13305469,0.13888791,0.14283661,0.17234806,0.00000000,0.09271481,0.05663412
-5.21960980,0.43460201,0.00049945,0.12638334,0.13867728,0.13554489,0.16560158,0.00000000,0.09215685,0.05186824
-5.21360680,0.41745673,0.00051041,0.11978355,0.14096989,0.12879398,0.16276098,0.00000000,0.09388824,0.04846273
-5.20760380,0.40547042,0.00053371,0.11340342,0.14571455,0.12268187,0.16359206,0.00000000,0.09779038,0.04631450
-5.20160080,0.39857154,0.00056868,0.10739576,0.15284607,0.11731016,0.16785134,0.00000000,0.10373305,0.04531919
-5.19559780,0.39668228,0.00061458,0.10191564,0.16228281,0.11278156,0.17528511,0.00000000,0.11157329,0.04537210
-5.18959480,0.39971251,0.00067059,0.09711799,0.17392397,0.10919749,0.18562754,0.00000000,0.12115375,0.04636866
-5.18359180,0.40755319,0.00073578,0.09315538,0.18764685,0.10665566,0.19859842,0.00000000,0.13230106,0.04820453
-5.17758879,0.42006992,0.00080913,0.09017590,0.20330437,0.10524791,0.21390077,0.00000000,0.14482427,0.05077545
-5.17158579,0.43709698,0.00088950,0.08832112,0.22072323,0.10505806,0.23121884,0.00000000,0.15851378,0.05397703
-5.16558279,0.45843233,0.00097564,0.08772414,0.23970281,0.10616006,0.25021694,0.00000000,0.17314097,0.05770444
-5.15957979,0.48383401,0.00106616,0.08850768,0.26001515,0.10861624,0.27053927,0.00000000,0.18845876,0.06185231
-5.15357679,0.51301805,0.00115957,0.09078209,0.28140613,0.11247580,0.29181123,0.00000000,0.20420316,0.06631477
-5.14757379,0.54565811,0.00125428,0.09464324,0.30359788,0.11777331,0.31364211,0.00000000,0.22009608,0.07098575
-5.14157079,0.58138676,0.00134862,0.10017038,0.32629248,0.12452746,0.33562947,0.00000000,0.23584926,0.07575964
-5.13556778,0.61979842,0.00144086,0.10742376,0.34917685,0.13273976,0.35736497,0.00000000,0.25116939,0.08053220
-5.12956478,0.66045375,0.00152925,0.11644214,0.37192860,0.14239336,0.37844158,0.00000000,0.26576412,0.08520181
-5.12356178,0.70288520,0.00161208,0.12724021,0.39422276,0.15345199,0.39846189,0.00000000,0.27934897,0.08967091
-5.11755878,0.74660351,0.00168770,0.13980602,0.41573901,0.16585883,0.41704717,0.00000000,0.29165466,0.09384775
-5.11155578,0.79110480,0.00175453,0.15409840,0.43616906,0.17953569,0.43384680,0.00000000,0.30243467,0.09764812
-5.10555278,0.83587800,0.00181120,0.17004476,0.45522402,0.19438224,0.44854761,0.00000000,0.31147265,0.10099721
-5.09954977,0.88041232,0.00185650,0.18753912,0.47264119,0.21027557,0.46088272,0.00000000,0.31858932,0.10383135
-5.09354677,0.92420448,0.00188946,0.20644083,0.48819020,0.22707008,0.47063940,0.00000000,0.32364854,0.10609961
-5.08754377,0.96676573,0.00190938,0.22657396,0.50167809,0.24459789,0.47766557,0.00000000,0.32656220,0.10776518
-5.08154077,1.00762828,0.00191585,0.24772769,0.51295321,0.26266975,0.48187469,0.00000000,0.32729374,0.10880638
-5.07553777,1.04635140,0.00190878,0.26965766,0.52190774,0.28107667,0.48324875,0.00000000,0.32586006,0.10921737
-5.06953477,1.08252700,0.00188837,0.29208864,0.52847892,0.29959225,0.48183917,0.00000000,0.32233172,0.10900842
-5.06353177,1.11578492,0.00185515,0.31471836,0.53264886,0.31797586,0.47776573,0.00000000,0.31683146,0.10820583
-5.05752876,1.14579795,0.00180995,0.33722267,0.53444316,0.33597655,0.47121346,0.00000000,0.30953100,0.10685140
-5.05152576,1.17228676,0.00175386,0.35926185,0.53392846,0.35333779,0.46242774,0.00000000,0.30064637,0.10500153
-5.04552276,1.19502473,0.00168822,0.38048806,0.53120910,0.36980292,0.45170785,0.00000000,0.29043184,0.10272605
-5.03951976,1.21384290,0.00161460,0.40055371,0.52642319,0.38512109,0.43939923,0.00000000,0.27917288,0.10010676
-5.03351676,1.22863490,0.00153471,0.41912040,0.51973834,0.39905370,0.42588482,0.00000000,0.26717827,0.09723574
-5.02751376,1.23936177,0.00145043,0.43586830,0.51134720,0.41138095,0.41157594,0.00000000,0.25477178,0.09421357
-5.02151076,1.24605661,0.00136370,0.45050545,0.50146317,0.42190839,0.39690279,0.00000000,0.24228377,0.09114746
-5.01550775,1.24882875,0.00127652,0.46277674,0.49031626,0.43047308,0.38230530,0.00000000,0.23004283,0.08814938
-5.00950475,1.24786711,0.00119090,0.47247210,0.47814936,0.43694918,0.36822413,0.00000000,0.21836789,0.08533420
-5.00350175,1.24344238,0.00110883,0.47943362,0.46521493,0.44125269,0.35509248,0.00000000,0.20756102,0.08281792
-4.99749875,1.23590770,0.00103225,0.48356119,0.45177206,0.44334499,0.34332847,0.00000000,0.19790096,0.08071595
-4.99149575,1.22569725,0.00096302,0.48481644,0.43808384,0.44323508,0.33332847,0.00000000,0.18963759,0.07914152
-4.98549275,1.21332268,0.00090291,0.48322472,0.42441504,0.44098040,0.32546114,0.00000000,0.18298742,0.07820412
-4.97948974,1.19936674,0.00085359,0.47887505,0.41102985,0.43668594,0.32006234,0.00000000,0.17813007,0.07800801
-4.97348674,1.18447412,0.00081660,0.47191794,0.39818949,0.43050179,0.31743069,0.00000000,0.17520576,0.07865078
-4.96748374,1.16933943,0.00079336,0.46256115,0.38614975,0.42261914,0.31782370,0.00000000,0.17431368,0.08022184
-4.96148074,1.15469214,0.00078513,0.45106350,0.37515809,0.41326476,0.32145436,0.00000000,0.17551130,0.08280092
-4.95547774,1.14127897,0.00079303,0.43772702,0.36545033,0.40269425,0.32848804,0.00000000,0.17881440,0.08645653
-4.94947474,1.12984394,0.00081802,0.42288759,0.35724687,0.39118421,0.33903967,0.00000000,0.18419780,0.09124424
-4.94347174,1.12110655,0.00086088,0.40690464,0.35074836,0.37902372,0.35317100,0.00000000,0.19159673,0.09720501
-4.93746873,1.11573884,0.00092218,0.39015002,0.34613105,0.36650535,0.37088811,0.00000000,0.20090863,0.10436335
-4.93146573,1.11434206,0.00100228,0.37299673,0.34354163,0.35391607,0.39213900,0.00000000,0.21199554,0.11272553
-4.92546273,1.11742378,0.00110129,0.35580774,0.34309214,0.34152851,0.41681153,0.00000000,0.22468677,0.12227782
-4.91945973,1.12537628,0.00121905,0.33892539,0.34485480,0.32959272,0.44473169,0.00000000,0.23878207,0.13298480
-4.91345673,1.13845729,0.00135508,0.32266173,0.34885724,0.31832886,0.47566248,0.00000000,0.25405504,0.14478795
-4.90745373,1.15677386,0.00150861,0.30729012,0.35507833,0.30792108,0.50930360,0.00000000,0.27025692,0.15760451
-4.90145073,1.18027021,0.00167850,0.29303844,0.36344499,0.29851272,0.54529216,0.00000000,0.28712068,0.17132685
-4.89544772,1.20872031,0.00186324,0.28008394,0.37383010,0.29020304,0.58320463,0.00000000,0.30436537,0.18582235
-4.88944472,1.24172587,0.00206101,0.26855010,0.38605198,0.28304567,0.62256038,0.00000000,0.32170081,0.20093399
-4.88344172,1.27872000,0.00226958,0.25850541,0.39987548,0.27704853,0.66282686,0.00000000,0.33883246,0.21648180
-4.87743872,1.31897698,0.00248644,0.24996408,0.41501498,0.27217556,0.70342665,0.00000000,0.35546649,0.23226507
-4.87143572,1.36162800,0.00270878,0.24288864,0.43113922,0.26834986,0.74374648,0.00000000,0.37131502,0.24806554
-4.86543272,1.40568268,0.00293354,0.23719425,0.44787815,0.26545820,0.78314812,0.00000000,0.38610146,0.26365158
-4.85942971,1.45005607,0.00315755,0.23275450,0.46483154,0.26335679,0.82098120,0.00000000,0.39956580,0.27878313
-4.85342671,1.49360005,0.00337756,0.22940853,0.48157925,0.26187798,0.85659749,0.00000000,0.41146987,0.29321760
-4.84742371,1.53513867,0.00359034,0.22696904,0.49769287,0.26083756,0.88936665,0.00000000,0.42160233,0.30671629
-4.84142071,1.57350592,0.00379285,0.22523095,0.51274831,0.26004264,0.91869276,0.00000000,0.42978340,0.31905143
-4.83541771,1.60758477,0.00398230,0.22398037,0.52633896,0.25929946,0.94403122,0.00000000,0.43586915,0.33001339
-4.82941471,1.63634612,0.00415630,0.22300355,0.53808888,0.25842121,0.96490547,0.00000000,0.43975522,0.33941789
-4.82341171,1.65888608,0.00431298,0.22209544,0.54766556,0.25723528,0.98092286,0.00000000,0.44137984,0.34711298
-4.81740870,1.67446023,0.00445105,0.22106753,0.55479164,0.25558985,0.99178901,0.00000000,0.44072609,0.35298529
-4.81140570,1.68251333,0.00456997,0.21975482,0.55925515,0.25335963,0.99732003,0.00000000,0.43782324,0.35696554
-4.80540270,1.68270336,0.00466990,0.21802154,0.56091776,0.25045041,0.99745206,0.00000000,0.43274715,0.35903279
-4.79939970,1.67491876,0.00475186,0.21576560,0.55972075,0.24680240,0.99224758,0.00000000,0.42561960,0.35921726
-4.79339670,1.65928824,0.00481763,0.21292148,0.55568827,0.24239231,0.98189815,0.00000000,0.41660660,0.35760168
-4.78739370,1.63618245,0.00486980,0.20946165,0.54892790,0.23723405,0.96672329,0.00000000,0.40591566,0.35432076
-4.78139070,1.60620762,0.00491166,0.20539652,0.53962831,0.23137802,0.94716552,0.00000000,0.39379204,0.34955907
-4.77538769,1.57019128,0.00494712,0.20077289,0.52805425,0.22490933,0.92378151,0.00000000,0.38051415,0.34354696
-4.76938469,1.52916063,0.00498060,0.19567113,0.51453895,0.21794471,0.89722977,0.00000000,0.36638815,0.33655502
-4.76338169,1.48431437,0.00501683,0.19020125,0.49947441,0.21062857,0.86825514,0.00000000,0.35174187,0.32888689
-4.75737869,1.43698926,0.00506070,0.18449812,0.48329990,0.20312828,0.83767067,0.00000000,0.33691837,0.32087091
-4.75137569,1.38862259,0.00511705,0.17871596,0.46648922,0.19562886,0.80633766,0.00000000,0.32226912,0.31285075
-4.74537269,1.34071220,0.00519047,0.17302259,0.44953726,0.18832740,0.77514440,0.00000000,0.30814730,0.30517540
-4.73936968,1.29477541,0.00528507,0.16759350,0.43294648,0.18142740,0.74498450,0.00000000,0.29490101,0.29818889
-4.73336668,1.25230856,0.00540429,0.16260620,0.41721377,0.17513322,0.71673545,0.00000000,0.28286703,0.29222004
-4.72736368,1.21474845,0.00555074,0.15823493,0.40281832,0.16964489,0.69123830,0.00000000,0.27236490,0.28757272
-4.72136068,1.18343708,0.00572601,0.15464609,0.39021076,0.16515347,0.66927880,0.00000000,0.26369169,0.28451677
-4.71535768,1.15959068,0.00593053,0.15199444,0.37980417,0.16183701,0.65157071,0.00000000,0.25711743,0.28328011
-4.70935468,1.14427388,0.00616355,0.15042031,0.37196696,0.15985730,0.63874170,0.00000000,0.25288133,0.28404213
-4.70335168,1.13837958,0.00642302,0.15004778,0.36701790,0.15935739,0.63132182,0.00000000,0.25118870,0.28692861
-4.69734867,1.14261476,0.00670568,0.15098395,0.36522323,0.16045994,0.62973500,0.00000000,0.25220861,0.29200840
-4.69134567,1.15749225,0.00700704,0.15331911,0.36679579,0.16326635,0.63429330,0.00000000,0.25607219,0.29929176
-4.68534267,1.18332812,0.00732156,0.15712789,0.37189592,0.16785652,0.64519384,0.00000000,0.26287150,0.30873065
-4.67933967,1.22024430,0.00764276,0.16247107,0.38063391,0.17428935,0.66251826,0.00000000,0.27265876,0.32022057
-4.67333667,1.26817572,0.00796344,0.16939798,0.39307354,0.18260356,0.68623431,0.00000000,0.28544603,0.33360415
-4.66733367,1.32688113,0.00827591,0.17794915,0.40923642,0.19281889,0.71619932,0.00000000,0.30120500,0.34867620
-4.66133067,1.39595679,0.00857224,0.18815913,0.42910669,0.20493754,0.75216515,0.00000000,0.31986695,0.36518994
-4.65532766,1.47485215,0.00884452,0.20005897,0.45263566,0.21894548,0.79378438,0.00000000,0.34132284,0.38286429
-4.64932466,1.56288664,0.00908515,0.21367840,0.47974606,0.23481379,0.84061735,0.00000000,0.36542345,0.40139184
-4.64332166,1.65926682,0.00928711,0.22904730,0.51033564,0.25249969,0.89214002,0.00000000,0.39197964,0.42044733
