energy_ev,total_up,B_p_up,B_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.41685356,0.00538725,0.00000000,0.29870309,0.08892677,0.15220138,0.00000000
-5.99399700,0.37708864,0.00503300,0.00000000,0.26890896,0.07988174,0.13966304,0.00000000
-5.98799400,0.34403177,0.00473322,0.00000000,0.24545416,0.07271243,0.12867854,0.00000000
-5.98199100,0.31753764,0.00449654,0.00000000,0.22799045,0.06732971,0.11933755,0.00000000
-5.97598799,0.29742760,0.00433176,0.00000000,0.21614433,0.06363732,0.11171646,0.00000000
-5.96998499,0.28349790,0.00424788,0.00000000,0.20952744,0.06153474,0.10587877,0.00000000
-5.96398199,0.27552603,0.00425398,0.00000000,0.20774496,0.06091933,0.10187523,0.00000000
-5.95797899,0.27327507,0.00435921,0.00000000,0.21040162,0.06168781,0.09974377,0.00000000
-5.95197599,0.27649618,0.00457267,0.00000000,0.21710594,0.06373712,0.09950921,0.00000000
-5.94597299,0.28492928,0.00490323,0.00000000,0.22747255,0.06696466,0.10118261,0.00000000
-5.93996998,0.29830220,0.00535938,0.00000000,0.24112317,0.07126821,0.10476043,0.00000000
-5.93396698,0.31632861,0.00594900,0.00000000,0.25768645,0.07654539,0.11022334,0.00000000
-5.92796398,0.33870503,0.00667901,0.00000000,0.27679706,0.08269306,0.11753480,0.00000000
-5.92196098,0.36510725,0.00755512,0.00000000,0.29809434,0.08960650,0.12663952,0.00000000
-5.91595798,0.39518658,0.00858138,0.00000000,0.32122082,0.09717877,0.13746184,0.00000000
-5.90995498,0.42856637,0.00975986,0.00000000,0.34582090,0.10530014,0.14990416,0.00000000
-5.90395198,0.46483908,0.01109016,0.00000000,0.37153983,0.11385775,0.16384562,0.00000000
-5.89794897,0.50356422,0.01256909,0.00000000,0.39802331,0.12273563,0.17914108,0.00000000
-5.89194597,0.54426770,0.01419025,0.00000000,0.42491765,0.13181505,0.19562066,0.00000000
-5.88594297,0.58644255,0.01594374,0.00000000,0.45187073,0.14097521,0.21308990,0.00000000
-5.87993997,0.62955137,0.01781592,0.00000000,0.47853365,0.15009437,0.23133074,0.00000000
-5.87393697,0.67303067,0.01978931,0.00000000,0.50456317,0.15905127,0.25010334,0.00000000
-5.86793397,0.71629690,0.02184258,0.00000000,0.52962479,0.16772685,0.26914890,0.00000000
-5.86193097,0.75875438,0.02395070,0.00000000,0.55339647,0.17600626,0.28819335,0.00000000
-5.85592796,0.79980470,0.02608526,0.00000000,0.57557270,0.18378090,0.30695202,0.00000000
-5.84992496,0.83885745,0.02821495,0.00000000,0.59586902,0.19095062,0.32513508,0.00000000
-5.84392196,0.87534191,0.03030614,0.00000000,0.61402654,0.19742572,0.34245365,0.00000000
-5.83791896,0.90871920,0.03232371,0.00000000,0.62981643,0.20312893,0.35862641,0.00000000
-5.83191596,0.93849447,0.03423191,0.00000000,0.64304411,0.20799694,0.37338637,0.00000000
-5.82591296,0.96422853,0.03599535,0.00000000,0.65355300,0.21198170,0.38648763,0.00000000
-5.81990995,0.98554852,0.03758002,0.00000000,0.66122751,0.21505120,0.39771187,0.00000000
-5.81390695,1.00215696,0.03895438,0.00000000,0.66599523,0.21718978,0.40687419,0.00000000
-5.80790395,1.01383891,0.04009031,0.00000000,0.66782812,0.21839789,0.41382808,0.00000000
-5.80190095,1.02046682,0.04096412,0.00000000,0.66674254,0.21869140,0.41846941,0.00000000
-5.79589795,1.02200284,0.04155728,0.00000000,0.66279827,0.21810029,0.42073909,0.00000000
-5.78989495,1.01849854,0.04185713,0.00000000,0.65609623,0.21666710,0.42062447,0.00000000
-5.78389195,1.01009203,0.04185731,0.00000000,0.64677529,0.21444486,0.41815925,0.00000000
-5.77788894,0.99700272,0.04155795,0.00000000,0.63500806,0.21149494,0.41342217,0.00000000
-5.77188594,0.97952392,0.04096577,0.00000000,0.62099596,0.20788464,0.40653434,0.00000000
-5.76588294,0.95801388,0.04009379,0.00000000,0.60496374,0.20368497,0.39765556,0.00000000
-5.75987994,0.93288554,0.03896090,0.00000000,0.58715378,0.19896837,0.38697980,0.00000000
-5.75387694,0.90459582,0.03759128,0.00000000,0.56782030,0.19380685,0.37473003,0.00000000
-5.74787394,0.87363469,0.03601357,0.00000000,0.54722389,0.18827038,0.36115281,0.00000000
-5.74187094,0.84051488,0.03425996,0.00000000,0.52562650,0.18242571,0.34651283,0.00000000
-5.73586793,0.80576255,0.03236524,0.00000000,0.50328715,0.17633566,0.33108776,0.00000000
-5.72986493,0.76990923,0.03036575,0.00000000,0.48045845,0.17005889,0.31516350,0.00000000
-5.72386193,0.73348561,0.02829836,0.00000000,0.45738412,0.16365006,0.29903023,0.00000000
-5.71785893,0.69701700,0.02619956,0.00000000,0.43429746,0.15716046,0.28297927,0.00000000
-5.71185593,0.66102065,0.02410457,0.00000000,0.41142069,0.15063893,0.26730073,0.00000000
-5.70585293,0.62600478,0.02204659,0.00000000,0.38896518,0.14413295,0.25228221,0.00000000
-5.69984992,0.59246902,0.02005625,0.00000000,0.36713228,0.13768993,0.23820815,0.00000000
-5.69384692,0.56090590,0.01816111,0.00000000,0.34611463,0.13135847,0.22535991,0.00000000
-5.68784392,0.53180294,0.01638536,0.00000000,0.32609765,0.12518943,0.21401626,0.00000000
-5.68184092,0.50564477,0.01474972,0.00000000,0.30726100,0.11923689,0.20445407,0.00000000
-5.67583792,0.48291477,0.01327138,0.00000000,0.28977980,0.11355869,0.19694890,0.00000000
-5.66983492,0.46409571,0.01196413,0.00000000,0.27382523,0.10821666,0.19177513,0.00000000
-5.66383192,0.44966877,0.01083848,0.00000000,0.25956459,0.10327631,0.18920549,0.00000000
-5.65782891,0.44011065,0.00990195,0.00000000,0.24716036,0.09880619,0.18950947,0.00000000
-5.65182591,0.43588834,0.00915933,0.00000000,0.23676847,0.09487666,0.19295066,0.00000000
-5.64582291,0.43745134,0.00861294,0.00000000,0.22853555,0.09155829,0.19978260,0.00000000
-5.63981991,0.44522136,0.00826287,0.00000000,0.22259525,0.08891987,0.21024323,0.00000000
-5.63381691,0.45957947,0.00810726,0.00000000,0.21906385,0.08702609,0.22454781,0.00000000
-5.62781391,0.48085116,0.00814240,0.00000000,0.21803514,0.08593502,0.24288050,0.00000000
-5.62181091,0.50928952,0.00836289,0.00000000,0.21957493,0.08569542,0.26538476,0.00000000
-5.61580790,0.54505738,0.00876167,0.00000000,0.22371540,0.08634413,0.29215296,0.00000000
-5.60980490,0.58820906,0.00933004,0.00000000,0.23044961,0.08790350,0.32321544,0.00000000
-5.60380190,0.63867256,0.01005763,0.00000000,0.23972643,0.09037910,0.35852978,0.00000000
-5.59779890,0.69623340,0.01093230,0.00000000,0.25144638,0.09375772,0.39797069,0.00000000
-5.59179590,0.76052082,0.01194013,0.00000000,0.26545841,0.09800592,0.44132119,0.00000000
-5.58579290,0.83099767,0.01306530,0.00000000,0.28155829,0.10306908,0.48826576,0.00000000
-5.57978989,0.90695477,0.01429010,0.00000000,0.29948848,0.10887111,0.53838602,0.00000000
-5.57378689,0.98751068,0.01559496,0.00000000,0.31893992,0.11531488,0.59115963,0.00000000
-5.56778389,1.07161747,0.01695850,0.00000000,0.33955579,0.12228334,0.64596272,0.00000000
-5.56178089,1.15807310,0.01835778,0.00000000,0.36093723,0.12964149,0.70207631,0.00000000
-5.55577789,1.24554031,0.01976851,0.00000000,0.38265094,0.13723895,0.75869682,0.00000000
-5.54977489,1.33257217,0.02116542,0.00000000,0.40423865,0.14491332,0.81495066,0.00000000
-5.54377189,1.41764347,0.02252271,0.00000000,0.42522797,0.15249409,0.86991269,0.00000000
-5.53776888,1.49918736,0.02381457,0.00000000,0.44514445,0.15980693,0.92262793,0.00000000
-5.53176588,1.57563594,0.02501576,0.00000000,0.46352439,0.16667847,0.97213609,0.00000000
-5.52576288,1.64546344,0.02610220,0.00000000,0.47992783,0.17294111,1.01749788,0.00000000
-5.51975988,1.70723025,0.02705166,0.00000000,0.49395126,0.17843784,1.05782213,0.00000000
-5.51375688,1.75962603,0.02784430,0.00000000,0.50523961,0.18302684,1.09229268,0.00000000
-5.50775388,1.80151020,0.02846329,0.00000000,0.51349678,0.18658572,1.12019382,0.00000000
-5.50175088,1.83194777,0.02889529,0.00000000,0.51849445,0.18901509,1.14093314,0.00000000
-5.49574787,1.85023907,0.02913085,0.00000000,0.52007873,0.19024147,1.15406090,0.00000000
-5.48974487,1.85594201,0.02916469,0.00000000,0.51817425,0.19021935,1.15928471,0.00000000
-5.48374187,1.84888569,0.02899585,0.00000000,0.51278563,0.18893223,1.15647920,0.00000000
-5.47773887,1.82917491,0.02862771,0.00000000,0.50399622,0.18639277,1.14568987,0.00000000
-5.47173587,1.79718517,0.02806783,0.00000000,0.49196423,0.18264187,1.12713124,0.00000000
-5.46573287,1.75354866,0.02732771,0.00000000,0.47691628,0.17774690,1.10117909,0.00000000
-5.45972986,1.69913167,0.02642237,0.00000000,0.45913898,0.17179899,1.06835748,0.00000000
-5.45372686,1.63500474,0.02536984,0.00000000,0.43896868,0.16490972,1.02932096,0.00000000
-5.44772386,1.56240678,0.02419060,0.00000000,0.41677991,0.15720714,0.98483285,0.00000000
-5.44172086,1.48270495,0.02290689,0.00000000,0.39297321,0.14883150,0.93574071,0.00000000
-5.43571786,1.39735209,0.02154209,0.00000000,0.36796266,0.13993076,0.88295005,0.00000000
-5.42971486,1.30784346,0.02012003,0.00000000,0.34216368,0.13065610,0.82739735,0.00000000
-5.42371186,1.21567474,0.01866432,0.00000000,0.31598175,0.12115766,0.77002374,0.00000000
-5.41770885,1.12230289,0.01719779,0.00000000,0.28980215,0.11158056,0.71175022,0.00000000
-5.41170585,1.02911116,0.01574200,0.00000000,0.26398133,0.10206153,0.65345538,0.00000000
-5.40570285,0.93737969,0.01431675,0.00000000,0.23883997,0.09272603,0.59595640,0.00000000
-5.39969985,0.84826208,0.01293981,0.00000000,0.21465790,0.08368604,0.53999391,0.00000000
-5.39369685,0.76276884,0.01162670,0.00000000,0.19167102,0.07503869,0.48622083,0.00000000
-5.38769385,0.68175739,0.01039055,0.00000000,0.17006989,0.06686541,0.43519559,0.00000000
-5.38169085,0.60592868,0.00924215,0.00000000,0.15000026,0.05923190,0.38737936,0.00000000
-5.37568784,0.53582988,0.00818997,0.00000000,0.13156490,0.05218864,0.34313712,0.00000000
-5.36968484,0.47186224,0.00724035,0.00000000,0.11482684,0.04577194,0.30274217,0.00000000
-5.36368184,0.41429341,0.00639778,0.00000000,0.09981350,0.04000550,0.26638340,0.00000000
-5.35767884,0.36327311,0.00566509,0.00000000,0.08652158,0.03490215,0.23417482,0.00000000
-5.35167584,0.31885110,0.00504383,0.00000000,0.07492229,0.03046603,0.20616657,0.00000000
-5.34567284,0.28099641,0.00453457,0.00000000,0.06496681,0.02669462,0.18235682,0.00000000
-5.33966983,0.24961674,0.00413725,0.00000000,0.05659153,0.02358100,0.16270389,0.00000000
-5.33366683,0.22457735,0.00385145,0.00000000,0.04972312,0.02111591,0.14713797,0.00000000
-5.32766383,0.20571832,0.00367673,0.00000000,0.04428301,0.01928958,0.13557201,0.00000000
-5.32166083,0.19286987,0.00361285,0.00000000,0.04019139,0.01809344,0.12791130,0.00000000
-5.31565783,0.18586498,0.00365998,0.00000000,0.03737044,0.01752142,0.12406135,0.00000000
-5.30965483,0.18454906,0.00381888,0.00000000,0.03574694,0.01757092,0.12393403,0.00000000
-5.30365183,0.18878654,0.00409093,0.00000000,0.03525409,0.01824335,0.12745151,0.00000000
-5.29764882,0.19846409,0.00447823,0.00000000,0.03583269,0.01954432,0.13454829,0.00000000
-5.29164582,0.21349069,0.00498355,0.00000000,0.03743154,0.02148338,0.14517107,0.00000000
-5.28564282,0.23379466,0.00561023,0.00000000,0.04000739,0.02407327,0.15927671,0.00000000
-5.27963982,0.25931784,0.00636201,0.00000000,0.04352419,0.02732895,0.17682834,0.00000000
-5.27363682,0.29000738,0.00724283,0.00000000,0.04795205,0.03126605,0.19778997,0.00000000
-5.26763382,0.32580542,0.00825656,0.00000000,0.05326569,0.03589921,0.22211976,0.00000000
-5.26163082,0.36663738,0.00940667,0.00000000,0.05944276,0.04124002,0.24976243,0.00000000
-5.25562781,0.41239924,0.01069586,0.00000000,0.06646184,0.04729489,0.28064103,0.00000000
-5.24962481,0.46294462,0.01212566,0.00000000,0.07430055,0.05406282,0.31464861,0.00000000
-5.24362181,0.51807226,0.01369605,0.00000000,0.08293359,0.06153314,0.35164032,0.00000000
-5.23761881,0.57751465,0.01540506,0.00000000,0.09233095,0.06968351,0.39142622,0.00000000
