energy_ev,total_up,Ag_p_up,Ag_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-6.00000000,6.11893034,0.72518000,4.04485092,0.17677915,0.00609712,0.08078289,0.77885436
-5.99399700,6.45694802,0.77450598,4.25853285,0.19215088,0.00664493,0.08292484,0.81338596
-5.98799400,6.80291604,0.82569030,4.47606840,0.20828601,0.00721907,0.08514166,0.84755891
-5.98199100,7.15290430,0.87832288,4.69477254,0.22509525,0.00781591,0.08737325,0.88085468
-5.97598799,7.50267194,0.93194300,4.91177014,0.24247131,0.00843117,0.08956043,0.91274581
-5.96998499,7.84775124,0.98604428,5.12405822,0.26028907,0.00905993,0.09164635,0.94270919
-5.96398199,8.18354078,1.04008102,5.32857452,0.27840607,0.00969672,0.09357792,0.97023965
-5.95797899,8.50540517,1.09347562,5.52227022,0.29666346,0.01033553,0.09530701,0.99486361
-5.95197599,8.80877864,1.14562721,5.70218456,0.31488749,0.01096989,0.09679163,1.01615204
-5.94597299,9.08926931,1.19592116,5.86551913,0.33289146,0.01159300,0.09799689,1.03373232
-5.93996998,9.34276124,1.24373947,6.00970929,0.35047818,0.01219777,0.09889571,1.04729862
-5.93396698,9.56551121,1.28847176,6.13249060,0.36744303,0.01277702,0.09946941,1.05662018
-5.92796398,9.75423750,1.32952667,6.23195805,0.38357751,0.01332352,0.09970800,1.06154753
-5.92196098,9.90619815,1.36634349,6.30661630,0.39867318,0.01383022,0.09961023,1.06201605
-5.91595798,10.01925651,1.39840364,6.35541932,0.41252603,0.01429033,0.09918346,1.05804709
-5.90995498,10.09193238,1.42524187,6.37779843,0.42494115,0.01469753,0.09844328,1.04974645
-5.90395198,10.12343732,1.44645680,6.37367774,0.43573744,0.01504609,0.09741299,1.03730049
-5.89794897,10.11369350,1.46172043,6.34347692,0.44475240,0.01533103,0.09612288,1.02096995
-5.89194597,10.06333553,1.47078658,6.28810113,0.45184668,0.01554822,0.09460937,1.00108186
-5.88594297,9.97369554,1.47349764,6.20891885,0.45690833,0.01569457,0.09291408,0.97801988
-5.87993997,9.84677203,1.46978970,6.10772821,0.45985645,0.01576807,0.09108278,0.95221347
-5.87393697,9.68518353,1.45969560,5.98671319,0.46064424,0.01576788,0.08916433,0.92412628
-5.86793397,9.49210830,1.44334585,5.84839092,0.45926113,0.01569438,0.08720955,0.89424419
-5.86193097,9.27121202,1.42096737,5.69555187,0.45573403,0.01554919,0.08527009,0.86306350
-5.85592796,9.02656513,1.39287978,5.53119465,0.45012743,0.01533515,0.08339732,0.83107938
-5.84992496,8.76255224,1.35948960,5.35845718,0.44254258,0.01505625,0.08164120,0.79877517
-5.84392196,8.48377580,1.32128216,5.18054622,0.43311544,0.01471756,0.08004927,0.76661254
-5.83791896,8.19495656,1.27881164,5.00066703,0.42201368,0.01432513,0.07866559,0.73502289
-5.83191596,7.90083338,1.23268936,4.82195501,0.40943271,0.01388584,0.07752983,0.70439990
-5.82591296,7.60606478,1.18357074,4.64741095,0.39559090,0.01340721,0.07667639,0.67509355
-5.81990995,7.31513484,1.13214131,4.47984144,0.38072421,0.01289728,0.07613367,0.64740538
-5.81390695,7.03226570,1.07910206,4.32180588,0.36508028,0.01236438,0.07592341,0.62158516
-5.80790395,6.76133904,1.02515483,4.17557126,0.34891236,0.01181694,0.07606026,0.59782888
-5.80190095,6.50582831,0.97098799,4.04307569,0.33247326,0.01126333,0.07655138,0.57627791
-5.79589795,6.26874364,0.91726286,3.92590149,0.31600943,0.01071166,0.07739637,0.55701939
-5.78989495,6.05259058,0.86460146,3.82525841,0.29975548,0.01016962,0.07858731,0.54008773
-5.78389195,5.85934380,0.81357575,3.74197708,0.28392939,0.00964436,0.08010905,0.52546707
-5.77788894,5.69043613,0.76469867,3.67651287,0.26872837,0.00914234,0.08193970,0.51309472
-5.77188594,5.54676294,0.71841736,3.62895969,0.25432562,0.00866927,0.08405135,0.50286544
-5.76588294,5.42870145,0.67510842,3.59907308,0.24086807,0.00823002,0.08641097,0.49463653
-5.75987994,5.33614370,0.63507548,3.58630178,0.22847504,0.00782863,0.08898156,0.48823350
-5.75387694,5.26854175,0.59854888,3.58982635,0.21723792,0.00746825,0.09172336,0.48345634
-5.74787394,5.22496308,0.56568725,3.60860357,0.20722066,0.00715120,0.09459523,0.48008621
-5.74187094,5.20415357,0.53658101,3.64141460,0.19846116,0.00687897,0.09755606,0.47789238
-5.73586793,5.20460545,0.51125721,3.68691531,0.19097321,0.00665231,0.10056623,0.47663923
-5.72986493,5.22462727,0.48968555,3.74368655,0.18474913,0.00647130,0.10358894,0.47609317
-5.72386193,5.26241268,0.47178524,3.81028253,0.17976254,0.00633537,0.10659156,0.47602925
-5.71785893,5.31610546,0.45743216,3.88527527,0.17597155,0.00624344,0.10954667,0.47623732
-5.71185593,5.38385779,0.44646621,3.96729355,0.17332180,0.00619394,0.11243299,0.47652739
-5.70585293,5.46387973,0.43869831,4.05505477,0.17174946,0.00618492,0.11523610,0.47673421
-5.69984992,5.55447795,0.43391701,4.14738860,0.17118391,0.00621408,0.11794875,0.47672078
-5.69384692,5.65408287,0.43189423,4.24325199,0.17155017,0.00627881,0.12057103,0.47638074
-5.68784392,5.76126335,0.43239033,4.34173496,0.17277072,0.00637627,0.12311021,0.47563951
-5.68184092,5.87472964,0.43515812,4.44205791,0.17476701,0.00650337,0.12558030,0.47445418
-5.67583792,5.99332520,0.43994606,4.54356086,0.17746041,0.00665681,0.12800141,0.47281230
-5.66983492,6.11600936,0.44650071,4.64568611,0.18077274,0.00683309,0.13039892,0.47072935
-5.66383192,6.24183270,0.45456836,4.74795590,0.18462643,0.00702853,0.13280249,0.46824539
-5.65782891,6.36990807,0.46389631,4.84994692,0.18894435,0.00723927,0.13524498,0.46542073
-5.65182591,6.49937976,0.47423375,4.95126393,0.19364951,0.00746126,0.13776135,0.46233110
-5.64582291,6.62939411,0.48533270,5.05151452,0.19866460,0.00769034,0.14038756,0.45906238
-5.63981991,6.75907395,0.49694891,5.15028705,0.20391165,0.00792224,0.14315949,0.45570516
-5.63381691,6.88749963,0.50884311,5.24713373,0.20931170,0.00815262,0.14611200,0.45234949
-5.62781391,7.01369834,0.52078270,5.34156006,0.21478483,0.00837713,0.14927801,0.44907996
-5.62181091,7.13664311,0.53254388,5.43302190,0.22025038,0.00859151,0.15268775,0.44597128
-5.61580790,7.25526209,0.54391415,5.52093031,0.22562749,0.00879166,0.15636808,0.44308469
-5.60980490,7.36845768,0.55469542,5.60466423,0.23083609,0.00897369,0.16034186,0.44046517
-5.60380190,7.47513470,0.56470718,5.68359017,0.23579807,0.00913411,0.16462743,0.43813972
-5.59779890,7.57423568,0.57378999,5.75708767,0.24043881,0.00926983,0.16923806,0.43611650
-5.59179590,7.66478101,0.58180866,5.82457875,0.24468892,0.00937832,0.17418141,0.43438512
