energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.77788894,7.03236667,0.01062812,1.17424599,6.89513504,2.54057282,0.08992146,2.00565574,0.93895743,0.31309033
-5.77188594,6.94313617,0.01090353,1.14731213,6.75814361,2.51816141,0.09417070,1.98290397,0.91194770,0.30953436
-5.76588294,6.87847207,0.01128491,1.12405700,6.63505686,2.50409717,0.09895528,1.96791250,0.88812349,0.30754898
-5.75987994,6.83860740,0.01176858,1.10451427,6.52686640,2.49827514,0.10423151,1.96085849,0.86769094,0.30715154
-5.75387694,6.82318254,0.01234861,1.08863994,6.43414134,2.50042392,0.10994112,1.96170573,0.85076885,0.30832582
-5.74787394,6.83126996,0.01301695,1.07631485,6.35703321,2.51011138,0.11601204,1.97021418,0.83739524,0.31102441
-5.74187094,6.86141516,0.01376353,1.06734897,6.29529028,2.52675558,0.12235962,1.98595541,0.82753565,0.31517183
-5.73586793,6.91169271,0.01457654,1.06148758,6.24828107,2.54964100,0.12888833,2.00833327,0.82109276,0.32066832
-5.72986493,6.97977611,0.01544264,1.05841918,6.21502695,2.57793963,0.13549378,2.03660931,0.81791683,0.32739429
-5.72386193,7.06301958,0.01634726,1.05778485,6.19424330,2.61073657,0.14206525,2.06993200,0.81781654,0.33521507
-5.71785893,7.15854905,0.01727499,1.05918912,6.18438878,2.64705929,0.14848843,2.10736872,0.82056974,0.34398600
-5.71185593,7.26335969,0.01820986,1.06221184,6.18372151,2.68590960,0.15464846,2.14793943,0.82593390,0.35355750
-5.70585293,7.37441602,0.01913581,1.06642084,6.19036117,2.72629700,0.16043306,2.19065059,0.83365567,0.36378000
-5.69984992,7.48875109,0.02003705,1.07138493,6.20235495,2.76727213,0.16573572,2.23452816,0.84347947,0.37450846
-5.69384692,7.60356041,0.02089844,1.07668684,6.21774546,2.80795855,0.17045873,2.27864813,0.85515476,0.38560635
-5.68784392,7.71628659,0.02170591,1.08193547,6.23463810,2.84758153,0.17451600,2.32216345,0.86844179,0.39694877
-5.68184092,7.82469104,0.02244674,1.08677721,6.25126525,2.88549215,0.17783549,2.36432610,0.88311571,0.40842464
-5.67583792,7.92690925,0.02310990,1.09090555,6.26604462,2.92118549,0.18036120,2.40450341,0.89896899,0.41993794
-5.66983492,8.02148717,0.02368630,1.09406878,6.27762926,2.95431181,0.18205452,2.44218803,0.91581209,0.43140767
-5.66383192,8.10739723,0.02416891,1.09607533,6.28494679,2.98468015,0.18289502,2.47700125,0.93347254,0.44276694
-5.65782891,8.18403355,0.02455292,1.09679660,6.28722627,3.01225405,0.18288048,2.50868970,0.95179250,0.45396089
-5.65182591,8.25118705,0.02483576,1.09616704,6.28401137,3.03713965,0.18202637,2.53711612,0.97062522,0.46494399
-5.64582291,8.30900279,0.02501701,1.09418168,6.27515960,3.05956710,0.18036457,2.56224479,0.98983043,0.47567657
-5.63981991,8.35792246,0.02509836,1.09089122,6.26082777,3.07986635,0.17794162,2.58412317,1.00926938,0.48612123
-5.63381691,8.39861650,0.02508342,1.08639504,6.24144508,3.09843909,0.17481647,2.60286088,1.02879972,0.49623916
-5.62781391,8.43191052,0.02497748,1.08083255,6.21767572,3.11572873,0.17105787,2.61860793,1.04827075,0.50598692
-5.62181091,8.45871146,0.02478730,1.07437345,6.19037354,3.13219055,0.16674162,2.63153373,1.06751955,0.51531384
-5.61580790,8.47993869,0.02452082,1.06720755,6.16053195,3.14826419,0.16194773,2.64180858,1.08636836,0.52416046
-5.60980490,8.49646520,0.02418691,1.05953472,6.12923226,3.16435047,0.15675757,2.64958902,1.10462354,0.53245812
-5.60380190,8.50907287,0.02379510,1.05155552,6.09759399,3.18079423,0.15125142,2.65500827,1.12207648,0.54012997
-5.59779890,8.51842520,0.02335534,1.04346323,6.06673026,3.19787464,0.14550614,2.65817241,1.13850654,0.54709333
-5.59179590,8.52505945,0.02287778,1.03543752,6.03771104,3.21580360,0.13959335,2.65916278,1.15368616,0.55326338
-5.58579290,8.52939853,0.02237263,1.02764014,6.01153634,3.23473259,0.13357807,2.65804430,1.16738787,0.55855810
-5.57978989,8.53178173,0.02185000,1.02021280,5.98912095,3.25476741,0.12751779,2.65487920,1.17939316,0.56290405
-5.57378689,8.53251183,0.02131981,1.01327726,5.97129098,3.27598995,0.12146203,2.64974503,1.18950267,0.56624273
-5.56778389,8.53191478,0.02079172,1.00693731,5.95879205,3.29848517,0.11545237,2.64275564,1.19754736,0.56853708
-5.56178089,8.53040724,0.02027512,1.00128253,5.95230780,3.32237152,0.10952284,2.63408330,1.20339993,0.56977774
-5.55577789,8.52856637,0.01977906,0.99639323,5.95248663,3.34783219,0.10370062,2.62398036,1.20698592,0.56998844
-5.54977489,8.52719600,0.01931231,0.99234608,5.95997412,3.37514471,0.09800696,2.61279834,1.20829391,0.56923031
-5.54377189,8.52738340,0.01888329,0.98921993,5.97544775,3.40470642,0.09245829,2.60100289,1.20738395,0.56760453
-5.53776888,8.53054117,0.01850006,0.98710100,5.99965071,3.43705325,0.08706725,2.58918308,1.20439385,0.56525324
-5.53176588,8.53842961,0.01817030,0.98608712,6.03342115,3.47286981,0.08184385,2.57805368,1.19954267,0.56235829
-5.52576288,8.55315608,0.01790122,0.98629036,6.07771369,3.51298909,0.07679639,2.56844976,1.19313094,0.55913795
-5.51975988,8.57714911,0.01769948,0.98783762,6.13361021,3.55838079,0.07193229,2.56131328,1.18553758,0.55584155
-5.51375688,8.61310650,0.01757107,0.99086909,6.20231774,3.61012767,0.06725870,2.55767161,1.17721309,0.55274221
-5.50775388,8.66391826,0.01752117,0.99553426,6.28515179,3.66939042,0.06278295,2.55860874,1.16866929,0.55012796
-5.50175088,8.73256665,0.01755400,1.00198569,6.38350455,3.73736193,0.05851270,2.56523015,1.16046574,0.54829167
-5.49574787,8.82200703,0.01767264,1.01037076,6.49879799,3.81521245,0.05445598,2.57862267,1.15319312,0.54752014
-5.48974487,8.93503443,0.01787889,1.02082166,6.63242325,3.90402813,0.05062099,2.59981095,1.14745426,0.54808291
-5.48374187,9.07414164,0.01817312,1.03344436,6.78566811,4.00474546,0.04701580,2.62971258,1.14384324,0.55022129
-5.47773887,9.24137531,0.01855416,1.04830694,6.95963554,4.11808468,0.04364797,2.66909353,1.14292346,0.55413803
-5.47173587,9.43819691,0.01901918,1.06542822,7.15515673,4.24448549,0.04052402,2.71852618,1.14520541,0.55998824
-5.46573287,9.66535528,0.01956368,1.08476730,7.37270265,4.38404834,0.03764900,2.77835156,1.15112501,0.56787175
-5.45972986,9.92277736,0.02018152,1.10621469,7.61229851,4.53648450,0.03502603,2.84864764,1.16102329,0.57782745
-5.45372686,10.20948291,0.02086492,1.12958580,7.87344562,4.70107777,0.03265587,2.92920516,1.17512851,0.58982963
-5.44772386,10.52352831,0.02160465,1.15461727,8.15505502,4.87666050,0.03053664,3.01951222,1.19354110,0.60378671
-5.44172086,10.86198324,0.02239015,1.18096661,8.45539712,5.06160564,0.02866358,3.11874847,1.21622262,0.61954218
-5.43571786,11.22094305,0.02320981,1.20821532,8.77207103,5.25383637,0.02702895,3.22578959,1.24298888,0.63687787
-5.42971486,11.59557801,0.02405119,1.23587570,9.10199657,5.45085384,0.02562208,3.33922223,1.27350810,0.65551944
-5.42371186,11.98021932,0.02490138,1.26340120,9.44143133,5.64978279,0.02442945,3.45736935,1.30730410,0.67514374
-5.41770885,12.36848038,0.02574727,1.29019985,9.78601397,5.84743426,0.02343498,3.57832543,1.34376489,0.69538807
-5.41170585,12.75341023,0.02657593,1.31565069,10.13083416,6.04038365,0.02262037,3.70000098,1.38215649,0.71586081
-5.40570285,13.12767491,0.02737495,1.33912214,10.47052820,6.22506183,0.02196547,3.82017500,1.42164179,0.73615324
-5.39969985,13.48376128,0.02813276,1.35999195,10.79939853,6.39785631,0.02144886,3.93655425,1.46130391,0.75585212
-5.39369685,13.81419685,0.02883895,1.37766774,11.11155391,6.55521904,0.02104831,4.04683762,1.50017353,0.77455270
-5.38769385,14.11177824,0.02948456,1.39160738,11.40106641,6.69377702,0.02074137,4.14878363,1.53725922,0.79187183
-5.38169085,14.36980057,0.03006231,1.40133826,11.66213995,6.81044167,0.02050593,4.24027916,1.57157981,0.80746064
-5.37568784,14.58227960,0.03056680,1.40647489,11.88928484,6.90251296,0.02032079,4.31940706,1.60219776,0.82101655
-5.36968484,14.74415848,0.03099466,1.40673383,12.07749195,6.96777418,0.02016616,4.38451040,1.62825205,0.83229418
-5.36368184,14.85149140,0.03134464,1.40194563,12.22239986,7.00457378,0.02002414,4.43425102,1.64898967,0.84111479
-5.35767884,14.90159682,0.03161764,1.39206309,12.32044844,7.01189095,0.01987910,4.46766015,1.66379407,0.84737392
-5.35167584,14.89317419,0.03181672,1.37716571,12.36901245,6.98938222,0.01971808,4.48417899,1.67220972,0.85104698
-5.34567284,14.82637878,0.03194695,1.35746011,12.36650934,6.93740708,0.01953096,4.48368746,1.67396147,0.85219246
-5.33966983,14.70285118,0.03201533,1.33327635,12.31247641,6.85703133,0.01931065,4.46651952,1.66896799,0.85095258
-5.33366683,14.52569924,0.03203059,1.30506047,12.20761327,6.75000787,0.01905314,4.43346408,1.65734853,0.84755135
-5.32766383,14.29943222,0.03200291,1.27336348,12.05378736,6.61873521,0.01875746,4.38575101,1.63942264,0.84228981
-5.32166083,14.02984856,0.03194369,1.23882713,11.85400124,6.46619516,0.01842552,4.32502210,1.61570291,0.83553869
-5.31565783,13.72388066,0.03186518,1.20216720,11.61232233,6.29587168,0.01806193,4.25328768,1.58688061,0.82772853
-5.30965483,13.38940153,0.03178012,1.16415464,11.33377712,6.11165382,0.01767365,4.17287019,1.55380515,0.81933747
-5.30365183,13.03500009,0.03170139,1.12559543,11.02421347,5.91772614,0.01726965,4.08633634,1.51745778,0.81087720
-5.29764882,12.66973267,0.03164159,1.08730965,10.69013596,5.71845043,0.01686048,3.99642027,1.47892082,0.80287736
-5.29164582,12.30285973,0.03161267,1.05011050,10.33852027,5.51824303,0.01645779,3.90594052,1.43934348,0.79586904
-5.28564282,11.94357718,0.03162555,1.01478386,9.97661359,5.32145197,0.01607393,3.81771371,1.39990577,0.79036788
-5.27963982,11.60075182,0.03168977,0.98206899,9.61172837,5.13223826,0.01572140,3.73446831,1.36178170,0.78685742
-5.27363682,11.28267045,0.03181320,0.95264084,9.25103706,4.95446529,0.01541244,3.65876178,1.32610345,0.78577338
-5.26763382,10.99681143,0.03200179,0.92709440,8.90137519,4.79159999,0.01515863,3.59290417,1.29392764,0.78748946
-5.26163082,10.74964644,0.03225939,0.90593155,8.56905954,4.64662896,0.01497051,3.53889108,1.26620507,0.79230523
-5.25562781,10.54647907,0.03258766,0.88955049,8.25972762,4.52199189,0.01485733,3.49834851,1.24375486,0.80043659
-5.24962481,10.39132499,0.03298608,0.87823808,7.97820319,4.41953407,0.01482679,3.47249148,1.22724381,0.81200931
-5.24362181,10.28683705,0.03345199,0.87216506,7.72839177,4.34047902,0.01488492,3.46209776,1.21717164,0.82705571
-5.23761881,10.23427636,0.03398080,0.87138423,7.51320827,4.28542127,0.01503605,3.46749739,1.21386225,0.84551487
-5.23161581,10.23352895,0.03456621,0.87583147,7.33453790,4.25433891,0.01528284,3.48857784,1.21746107,0.86723602
-5.22561281,10.28316549,0.03520053,0.88532947,7.19322991,4.24662432,0.01562635,3.52480417,1.22793837,0.89198521
-5.21960980,10.38054012,0.03587508,0.89959394,7.08912266,4.26113144,0.01606623,3.57525282,1.24509791,0.91945478
-5.21360680,10.52192293,0.03658056,0.91824213,7.02109730,4.29623697,0.01660093,3.63865701,1.26859035,0.94927520
-5.20760380,10.70265963,0.03730749,0.94080331,6.98715664,4.34991264,0.01722797,3.71346151,1.29793066,0.98102868
-5.20160080,10.91735116,0.03804665,0.96673089,6.98452494,4.41980555,0.01794413,3.79788411,1.33251859,1.01426396
-5.19559780,11.16004556,0.03878942,0.99541593,7.00976420,4.50332323,0.01874579,3.88998089,1.37166118,1.04851159
-5.18959480,11.42443444,0.03952817,1.02620162,7.05890211,4.59772029,0.01962910,3.98771253,1.41459655,1.08329892
-5.18359180,11.70404659,0.04025645,1.05839845,7.12756692,4.70018352,0.02059022,4.08900895,1.46051771,1.11816428
-5.17758879,11.99243211,0.04096925,1.09129966,7.21112490,4.80791265,0.02162541,4.19182974,1.50859593,1.15266963
-5.17158579,12.28333090,0.04166302,1.12419671,7.30481592,4.91819428,0.02273114,4.29421837,1.55800254,1.18641124
-5.16558279,12.57082094,0.04233568,1.15639430,7.40388375,5.02846696,0.02390410,4.39434843,1.60792879,1.21902810
-5.15957979,12.84944250,0.04298649,1.18722486,7.50369769,5.13637580,0.02514110,4.49056074,1.65760312,1.25020763
-5.15357679,13.11429602,0.04361589,1.21606192,7.59986305,5.23981558,0.02643897,4.58139076,1.70630565,1.27968883
-5.14757379,13.36111257,0.04422516,1.24233229,7.68831833,5.33696187,0.02779434,4.66558603,1.75337943,1.30726275
-5.14157079,13.58629701,0.04481615,1.26552671,7.76541770,5.42628996,0.02920340,4.74211402,1.79823871,1.33277060
-5.13556778,13.78694510,0.04539084,1.28520875,7.82799776,5.50658222,0.03066161,4.81016118,1.84037399,1.35609966
-5.12956478,13.96083667,0.04595103,1.30102177,7.87342812,5.57692461,0.03216345,4.86912429,1.87935429,1.37717761
-5.12356178,14.10640811,0.04649789,1.31269385,7.89964577,5.63669350,0.03370212,4.91859541,1.91482671,1.39596550
-5.11755878,14.22270733,0.04703167,1.32004060,7.90517350,5.68553447,0.03526928,4.95834200,1.94651380,1.41245008
-5.11155578,14.30933556,0.04755140,1.32296572,7.88912311,5.72333461,0.03685488,4.98828382,1.97420904,1.42663590
-5.10555278,14.36637967,0.04805467,1.32145958,7.85118438,5.75019015,0.03844702,5.00846820,1.99777093,1.43853763
-5.09954977,14.39433942,0.04853748,1.31559566,7.79160102,5.76637141,0.04003194,5.01904507,2.01711622,1.44817318
-5.09354677,14.39405320,0.04899422,1.30552532,7.71113501,5.77228671,0.04159404,5.02024324,2.03221263,1.45555778
-5.08754377,14.36662587,0.04941772,1.29147080,7.61102111,5.76844709,0.04311606,5.01234878,2.04307154,1.46069956
-5.08154077,14.31336165,0.04979936,1.27371706,7.49291304,5.75543324,0.04457937,4.99568659,2.04974114,1.46359649
-5.07553777,14.23570433,0.05012934,1.25260251,7.35882353,5.73386597,0.04596425,4.97060551,2.05230019,1.46423508
-5.06953477,14.13518668,0.05039690,1.22850916,7.21105976,5.70438117,0.04725040,4.93746742,2.05085282,1.46259056
-5.06353177,14.01338982,0.05059077,1.20185235,7.05215627,5.66760992,0.04841741,4.89664013,2.04552440,1.45862857
-5.05752876,13.87191312,0.05069945,1.17307054,6.88480707,5.62416409,0.04944530,4.84849409,2.03645862,1.45230817
-5.05152576,13.71235400,0.05071169,1.14261538,6.71179835,5.57462729,0.05031510,4.79340219,2.02381569,1.44358585
-5.04552276,13.53629692,0.05061688,1.11094224,6.53594351,5.51955103,0.05100941,4.73174220,2.00777153,1.43242030
-5.03951976,13.34530987,0.05040542,1.07850155,6.36002134,5.45945515,0.05151294,4.66390107,1.98851772,1.41877760
-5.03351676,13.14094669,0.05006912,1.04573087,6.18671853,5.39483204,0.05181301,4.59028024,1.96626201,1.40263655
-5.02751376,12.92475291,0.04960148,1.01304797,6.01857698,5.32615322,0.05189994,4.51130106,1.94122875,1.38399369
-5.02151076,12.69827311,0.04899796,0.98084477,5.85794632,5.25387748,0.05176743,4.42740976,1.91365925,1.36286794
-5.01550775,12.46305751,0.04825617,0.94948213,5.70694196,5.17845925,0.05141274,4.33908090,1.88381143,1.33930441
-5.00950475,12.22066597,0.04737600,0.91928552,5.56740853,5.10035623,0.05083684,4.24681909,1.85195849,1.31337727
-5.00350175,11.97266766,0.04635965,0.89054133,5.44088884,5.02003535,0.05004444,4.15115828,1.81838648,1.28519153
-4.99749875,11.72063556,0.04521164,0.86349387,5.32859811,4.93797624,0.04904384,4.05265856,1.78339049,1.25488368
-4.99149575,11.46613500,0.04393869,0.83834286,5.23140370,4.85467189,0.04784678,3.95190043,1.74726941,1.22262103
-4.98549275,11.21070645,0.04254958,0.81524148,5.14981013,4.77062628,0.04646814,3.84947668,1.71031958,1.18860006
-4.97948974,10.95584314,0.04105496,0.79429490,5.08394991,4.68634894,0.04492552,3.74598237,1.67282730,1.15304349
-4.97348674,10.70296476,0.03946710,0.77555932,5.03358032,4.60234697,0.04323884,3.64200342,1.63506073,1.11619667
-4.96748374,10.45338887,0.03779961,0.75904163,4.99808674,4.51911507,0.04142983,3.53810446,1.59726161,1.07832298
-4.96148074,10.20830202,0.03606712,0.74469974,4.97649308,4.43712426,0.03952152,3.43481680,1.55963727,1.03969891
-4.95547774,9.96873281,0.03428498,0.73244375,4.96747981,4.35681035,0.03753769,3.33262733,1.52235359,1.00060869
-4.94947474,9.73552901,0.03246894,0.72213805,4.96941024,4.27856296,0.03550233,3.23196902,1.48552937,0.96133885
-4.94347174,9.50934079,0.03063482,0.71360443,4.98036520,4.20271600,0.03343916,3.13321378,1.44923262,0.92217299
-4.93746873,9.29061179,0.02879822,0.70662640,4.99818626,4.12954055,0.03137113,3.03666822,1.41347922,0.88338675
-4.93146573,9.07957918,0.02697427,0.70095451,5.02052719,4.05924053,0.02932001,2.94257269,1.37823416,0.84524339
-4.92546273,8.87628347,0.02517732,0.69631294,5.04491285,3.99195186,0.02730602,2.85110366,1.34341546,0.80798996
-4.91945973,8.68058799,0.02342078,0.69240702,5.06880439,3.92774508,0.02534753,2.76237951,1.30890075,0.77185416
-4.91345673,8.49220747,0.02171689,0.68893159,5.08966904,3.86663147,0.02346083,2.67646928,1.27453625,0.73704205
-4.90745373,8.31074453,0.02007664,0.68558004,5.10505258,3.80857247,0.02165998,2.59340406,1.24014780,0.70373650
-4.90145073,8.13573222,0.01850960,0.68205353,5.11265184,3.75349164,0.01995676,2.51319020,1.20555334,0.67209637
-4.89544772,7.96668055,0.01702392,0.67807035,5.11038485,3.70128872,0.01836066,2.43582370,1.17057635,0.64225645
-4.88944472,7.80312441,0.01562625,0.67337472,5.09645583,3.65185487,0.01687892,2.36130484,1.13505941,0.61432792
-4.88344172,7.64467052,0.01432180,0.66774498,5.06941229,3.60508826,0.01551668,2.28965228,1.09887735,0.58839931
-4.87743872,7.49104079,0.01311436,0.66100057,5.02819195,3.56090901,0.01427720,2.22091576,1.06194921,0.56453785
-4.87143572,7.34210984,0.01200637,0.65300765,4.97215734,3.51927286,0.01316201,2.15518680,1.02424852,0.54279101
-4.86543272,7.19793491,0.01099905,0.64368309,4.90111655,3.48018263,0.01217122,2.09260680,0.98581132,0.52318818
-4.85942971,7.05877648,0.01009248,0.63299661,4.81532919,3.44369698,0.01130376,2.03337214,0.94674165,0.50574240
-4.85342671,6.92510895,0.00928578,0.62097096,4.71549721,3.40993603,0.01055771,1.97773621,0.90721424,0.49045203
-4.84742371,6.79762086,0.00857724,0.60768033,4.60274114,3.37908358,0.00993049,1.92600830,0.86747440,0.47730232
-4.84142071,6.67720500,0.00796448,0.59324679,4.47856259,3.35138585,0.00941919,1.87854952,0.82783511,0.46626685
-4.83541771,6.56493898,0.00744462,0.57783520,4.34479492,3.32714697,0.00902077,1.83576625,0.78867166,0.45730895
-4.82941471,6.46205761,0.00701445,0.56164666,4.20354407,3.30672137,0.00873223,1.79810128,0.75041389,0.45038285
-4.82341171,6.36991835,0.00667057,0.54491087,4.05712221,3.29050347,0.00855078,1.76602352,0.71353677,0.44543493
-4.81740870,6.28996166,0.00640955,0.52787774,3.90797693,3.27891534,0.00847393,1.74001643,0.67854934,0.44240487
-4.81140570,6.22366783,0.00622803,0.51080850,3.75861881,3.27239264,0.00849956,1.72056598,0.64598280,0.44122674
-4.80540270,6.17251217,0.00612288,0.49396689,3.61155008,3.27136950,0.00862585,1.70814840,0.61637793,0.44183023
-4.79939970,6.13791994,0.00609125,0.47761045,3.46919704,3.27626299,0.00885130,1.70321818,0.59027232,0.44414181
-4.79339670,6.12122252,0.00613066,0.46198248,3.33384815,3.28745743,0.00917459,1.70619649,0.56818776,0.44808596
-4.78739370,6.12361583,0.00623900,0.44730478,3.20759987,3.30528919,0.00959441,1.71746019,0.55061798,0.45358637
-4.78139070,6.14612179,0.00641459,0.43377144,3.09231113,3.33003229,0.01010937,1.73733143,0.53801704,0.46056703
-4.77538769,6.18955344,0.00665607,0.42154376,2.98956755,3.36188506,0.01071771,1.76606787,0.53078841,0.46895317
-4.76938469,6.25448410,0.00696243,0.41074645,2.90065531,3.40095817,0.01141719,1.80385331,0.52927497,0.47867203
-4.76338169,6.34122056,0.00733283,0.40146512,2.82654475,3.44726418,0.01220483,1.85078872,0.53374988,0.48965318
-4.75737869,6.44978059,0.00776656,0.39374502,2.76788293,3.50070892,0.01307673,1.90688344,0.54440840,0.50182856
-4.75137569,6.57987471,0.00826285,0.38759103,2.72499434,3.56108476,0.01402795,1.97204671,0.56136079,0.51513196
-4.74537269,6.73089245,0.00882074,0.38296872,2.69788868,3.62806598,0.01505237,2.04607941,0.58462621,0.52949803
-4.73936968,6.90189322,0.00943890,0.37980644,2.68627462,3.70120658,0.01614260,2.12866624,0.61412781,0.54486086
-4.73336668,7.09160218,0.01011545,0.37799832,2.68957815,3.77994059,0.01729001,2.21936870,0.64968904,0.56115198
-4.72736368,7.29841162,0.01084784,0.37740789,2.70696471,3.86358523,0.01848472,2.31761912,0.69103143,0.57829812
-4.72136068,7.52038837,0.01163267,0.37787242,2.73736384,3.95134704,0.01971579,2.42271642,0.73777387,0.59621869
-4.71535768,7.75528795,0.01246558,0.37920760,2.77949589,4.04233125,0.02097128,2.53382408,0.78943375,0.61482321
-4.70935468,8.00057592,0.01334119,0.38121260,2.83189983,4.13555433,0.02223860,2.64997087,0.84542995,0.63400889
-4.70335168,8.25345713,0.01425301,0.38367528,2.89296215,4.22995984,0.02350467,2.77005514,0.90508803,0.65365857
-4.69734867,8.51091292,0.01519351,0.38637745,2.96094624,4.32443736,0.02475631,2.89285290,0.96764769,0.67363926
-4.69134567,8.76974645,0.01615412,0.38910017,3.03402248,4.41784408,0.02598056,3.01703034,1.03227256,0.69380139
-4.68534267,9.02663566,0.01712533,0.39162881,3.11029873,4.50902869,0.02716498,3.14116078,1.09806236,0.71397908
-4.67933967,9.27819317,0.01809689,0.39375790,3.18785133,4.59685680,0.02829804,3.26374627,1.16406736,0.73399145
-4.67333667,9.52103177,0.01905794,0.39529569,3.26475656,4.68023715,0.02936942,3.38324339,1.22930486,0.75364503
-4.66733367,9.75183398,0.01999723,0.39606820,3.33912234,4.75814752,0.03037024,3.49809288,1.29277760,0.77273738
-4.66133067,9.96742362,0.02090343,0.39592287,3.40911998,4.82965954,0.03129330,3.60675239,1.35349338,0.79106163
-4.65532766,10.16483707,0.02176531,0.39473157,3.47301555,4.89396125,0.03213325,3.70773121,1.41048570,0.80841203
-4.64932466,10.34139181,0.02257205,0.39239295,3.52920033,4.95037653,0.03288661,3.79962607,1.46283466,0.82459007
-4.64332166,10.49474969,0.02331349,0.38883422,3.57621965,4.99838051,0.03355179,3.88115648,1.50968755,0.83941108
