energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.87005401,-0.76443646,1.65319419,-0.43268594,0.70727348,-0.30675683,0.15701996,-0.04333292,0.00015099,-0.00041112,0.70398144,-0.30969098,0.38056345,-0.15098756,0.00000000,-0.00000000
-5.99399700,1.94077262,-0.73174961,1.71321898,-0.42111299,0.73994980,-0.28870390,0.16235761,-0.04405271,0.00015154,-0.00041192,0.74325466,-0.29066253,0.37939280,-0.15262759,0.00000000,-0.00000000
-5.98799400,2.01075622,-0.70589213,1.77002936,-0.41431606,0.77247545,-0.27268594,0.16792053,-0.04548783,0.00015363,-0.00041944,0.78207440,-0.27365740,0.37824654,-0.15659711,0.00000000,-0.00000000
-5.98199100,2.07991636,-0.68739870,1.82367263,-0.41281455,0.80475376,-0.25899743,0.17367864,-0.04760633,0.00015744,-0.00043327,0.82031000,-0.25907300,0.37724176,-0.16279023,0.00000000,-0.00000000
-5.97598799,2.14815242,-0.67666714,1.87429407,-0.41705880,0.83667791,-0.24788069,0.17958339,-0.05036636,0.00016320,-0.00045289,0.85784480,-0.24725912,0.37647560,-0.17106456,0.00000000,-0.00000000
-5.96998499,2.21534144,-0.67395538,1.92212569,-0.42742267,0.86812698,-0.23952357,0.18556792,-0.05371709,0.00017121,-0.00047770,0.89457268,-0.23851384,0.37602247,-0.18124374,0.00000000,-0.00000000
-5.96398199,2.28132978,-0.67938182,1.96747171,-0.44419735,0.89896253,-0.23405879,0.19154825,-0.05759985,0.00018186,-0.00050702,0.93039381,-0.23308092,0.37593324,-0.19312052,0.00000000,-0.00000000
-5.95797899,2.34592731,-0.69292900,2.01069138,-0.46758650,0.92902593,-0.23156462,0.19742563,-0.06194943,0.00019564,-0.00054010,0.96520999,-0.23114848,0.37623638,-0.20646052,0.00000000,-0.00000000
-5.95197599,2.40890479,-0.71445051,2.05218030,-0.49770280,0.95813693,-0.23206698,0.20308971,-0.06669562,0.00021315,-0.00057613,0.99891995,-0.23284889,0.37694111,-0.22100683,0.00000000,-0.00000000
-5.94597299,2.46999474,-0.74368099,2.09235143,-0.53456621,0.98609353,-0.23554267,0.20842277,-0.07176495,0.00023511,-0.00061430,1.03141503,-0.23825979,0.37804224,-0.23648532,0.00000000,-0.00000000
-5.93996998,2.52889614,-0.78024910,2.13161680,-0.57810422,1.01267336,-0.24192359,0.21330446,-0.07708264,0.00026237,-0.00065376,1.06257567,-0.24740610,0.37952647,-0.25261096,0.00000000,-0.00000000
-5.93396698,2.58528298,-0.82369309,2.17037124,-0.62815433,1.03763671,-0.25110190,0.21761715,-0.08257483,0.00029595,-0.00069367,1.09226909,-0.26026295,0.38137971,-0.26909483,0.00000000,-0.00000000
-5.92796398,2.63881626,-0.87347899,2.20897892,-0.68446909,1.06073114,-0.26293587,0.22125137,-0.08817082,0.00033700,-0.00073324,1.12034831,-0.27675955,0.38359509,-0.28565192,0.00000000,-0.00000000
-5.92196098,2.68915916,-0.92902074,2.24776377,-0.74672399,1.08169753,-0.27725626,0.22411128,-0.09380552,0.00038688,-0.00077174,1.14665296,-0.29678385,0.38618098,-0.30200945,0.00000000,-0.00000000
-5.91595798,2.73599438,-0.98970215,2.28700400,-0.81452830,1.10027744,-0.29387321,0.22611971,-0.09942182,0.00044708,-0.00080853,1.17101163,-0.32018804,0.38916860,-0.31791553,0.00000000,-0.00000000
-5.90995498,2.77904309,-1.05489998,2.32693120,-0.88743899,1.11622137,-0.31258327,0.22722265,-0.10497292,0.00051928,-0.00084309,1.19324604,-0.34679483,0.39261872,-0.33314786,0.00000000,-0.00000000
-5.90395198,2.81808407,-1.12400762,2.36773385,-0.96497761,1.12929767,-0.33317657,0.22739290,-0.11042435,0.00060527,-0.00087506,1.21317657,-0.37640434,0.39662689,-0.34752216,0.00000000,-0.00000000
-5.89794897,2.85297216,-1.19645855,2.40956482,-1.04664982,1.13930151,-0.35544388,0.22663260,-0.11575575,0.00070701,-0.00090425,1.23062917,-0.40880159,0.40132688,-0.36089990,0.00000000,-0.00000000
-5.89194597,2.88365468,-1.27174883,2.45255210,-1.13196717,1.14606372,-0.37918324,0.22497467,-0.12096212,0.00082651,-0.00093071,1.24544305,-0.44376431,0.40689192,-0.37319511,0.00000000,-0.00000000
-5.88594297,2.91018485,-1.34945766,2.49681196,-1.22047017,1.14945874,-0.40420612,0.22248295,-0.12605450,0.00096584,-0.00095470,1.25747884,-0.48107083,0.41353353,-0.38437980,0.00000000,-0.00000000
-5.87993997,2.93273116,-1.42926505,2.54246316,-1.31175194,1.14941160,-0.43034263,0.21925093,-0.13106008,0.00112703,-0.00097674,1.26662677,-0.52050777,0.42149797,-0.39448772,0.00000000,-0.00000000
-5.87393697,2.95158181,-1.51096560,2.58964106,-1.40548110,1.14590333,-0.45744571,0.21539939,-0.13602150,0.00131206,-0.00099763,1.27281434,-0.56187706,0.43106003,-0.40361621,0.00000000,-0.00000000
-5.86793397,2.96714387,-1.59447753,2.63851034,-1.50142276,1.13897461,-0.48539395,0.21107273,-0.14099550,0.00152269,-0.00101845,1.27601302,-0.60500199,0.44251465,-0.41192593,0.00000000,-0.00000000
-5.86193097,2.97993656,-1.67984607,2.68927485,-1.59945604,1.12872753,-0.51409283,0.20643436,-0.14605082,0.00176046,-0.00104055,1.27624359,-0.64973172,0.45616637,-0.41963842,0.00000000,-0.00000000
-5.85592796,2.99057896,-1.76724053,2.74218371,-1.69958696,1.11532522,-0.54347421,0.20166117,-0.15126543,0.00202652,-0.00106557,1.27357977,-0.69594399,0.47231716,-0.42703142,0.00000000,-0.00000000
-5.84992496,2.99977223,-1.85694468,2.79753253,-1.80195526,1.09898951,-0.57349397,0.19693754,-0.15672322,0.00232160,-0.00109538,1.26814983,-0.74354549,0.49125294,-0.43443200,0.00000000,-0.00000000
-5.84392196,3.00827692,-1.94934028,2.85565920,-1.90683418,1.07999655,-0.60412781,0.19244883,-0.16251024,0.00264583,-0.00113210,1.26013602,-0.79246986,0.51322957,-0.44220777,0.00000000,-0.00000000
-5.83791896,3.01688636,-2.04488387,2.91693391,-2.01462234,1.05867070,-0.63536518,0.18837492,-0.16871067,0.00299875,-0.00117803,1.24977180,-0.84267291,0.53845869,-0.45075635,0.00000000,-0.00000000
-5.83191596,3.02639704,-2.14407745,2.98174346,-2.12582730,1.03537679,-0.66720168,0.18488377,-0.17540275,0.00337913,-0.00123561,1.23733684,-0.89412536,0.56709413,-0.46049338,0.00000000,-0.00000000
-5.82591296,3.03757718,-2.24743392,3.05047024,-2.24104085,1.01051122,-0.69963011,0.18212545,-0.18265471,0.00378496,-0.00130735,1.22314994,-0.94680308,0.59921964,-0.47183948,0.00000000,-0.00000000
-5.81990995,3.05113487,-2.35543848,3.12346679,-2.36090658,0.98449203,-0.73263074,0.18022679,-0.19052108,0.00421340,-0.00139581,1.20756018,-1.00067539,0.63483832,-0.48520659,0.00000000,-0.00000000
-5.81390695,3.06768716,-2.46850767,3.20102692,-2.48608059,0.95774836,-0.76616107,0.17928674,-0.19903951,0.00466078,-0.00150344,1.19093649,-1.05569186,0.67386445,-0.50098403,0.00000000,-0.00000000
-5.80790395,3.08773126,-2.58694775,3.28335490,-2.61718688,0.93070974,-0.80014602,0.17937280,-0.20822809,0.00512254,-0.00163258,1.17365614,-1.11176844,0.71611813,-0.51952475,0.00000000,-0.00000000
-5.80190095,3.11161932,-2.71091451,3.37053431,-2.75476936,0.90379534,-0.83446889,0.18051840,-0.21808360,0.00559338,-0.00178531,1.15609257,-1.16877374,0.76132304,-0.54113210,0.00000000,-0.00000000
-5.79589795,3.13953761,-2.84037648,3.46249834,-2.89924258,0.87740369,-0.86896381,0.18272152,-0.22858043,0.00606725,-0.00196338,1.13860291,-1.22651631,0.80910755,-0.56604768,0.00000000,-0.00000000
-5.78989495,3.17149135,-2.97508362,3.55900315,-3.05084369,0.85190299,-0.90341039,0.18594441,-0.23967053,0.00653752,-0.00216810,1.12151592,-1.28473405,0.85900930,-0.59444034,0.00000000,-0.00000000
-5.78389195,3.20729542,-3.11454329,3.65960623,-3.20958810,0.82762241,-0.93753098,0.19011450,-0.25128406,0.00699710,-0.00240027,1.10512062,-1.34308640,0.91048299,-0.62639686,0.00000000,-0.00000000
-5.77788894,3.24657184,-3.25800508,3.76365106,-3.37523132,0.80484438,-0.97099095,0.19512648,-0.26333100,0.00743859,-0.00266008,1.08965614,-1.40115031,0.96291140,-0.66191451,0.00000000,-0.00000000
-5.77188594,3.28875371,-3.40445585,3.87025946,-3.54723930,0.78379837,-1.00340227,0.20084535,-0.27570328,0.00785454,-0.00294701,1.07530325,-1.45842043,1.01561898,-0.70089561,0.00000000,-0.00000000
-5.76588294,3.33309575,-3.55262548,3.97833248,-3.72476906,0.76465587,-1.03433051,0.20711046,-0.28827762,0.00823759,-0.00325982,1.06217793,-1.51431398,1.06788771,-0.74314442,0.00000000,-0.00000000
-5.75987994,3.37869102,-3.70100387,4.08656034,-3.90666117,0.74752715,-1.06330495,0.21374035,-0.30091868,0.00858075,-0.00359645,1.05032714,-1.56818032,1.11897456,-0.78836639,0.00000000,-0.00000000
-5.75387694,3.42449299,-3.84786875,4.19344158,-4.09144501,0.73245938,-1.08983175,0.22053820,-0.31348242,0.00887757,-0.00395405,1.03972718,-1.61931522,1.16812980,-0.83616991,0.00000000,-0.00000000
-5.74787394,3.46934237,-3.99132355,4.29731094,-4.27735711,0.71943662,-1.11340936,0.22729774,-0.32581961,0.00912235,-0.00432893,1.03028449,-1.66697914,1.21461556,-0.88607054,0.00000000,-0.00000000
-5.74187094,3.51199753,-4.12934405,4.39637520,-4.46237220,0.70838124,-1.13354581,0.23380942,-0.33777916,0.00931036,-0.00471666,1.02183915,-1.71041893,1.25772390,-0.93749788,0.00000000,-0.00000000
-5.73586793,3.55116755,-4.25983208,4.48875582,-4.64424616,0.69915710,-1.14977681,0.23986664,-0.34921126,0.00943797,-0.00511205,1.01417077,-1.74889198,1.29679370,-0.98980484,0.00000000,-0.00000000
-5.72986493,3.58554662,-4.38067420,4.57253687,-4.82056932,0.69157414,-1.16168398,0.24527183,-0.35997018,0.00950276,-0.00550932,1.00700656,-1.78169174,1.33122575,-1.04227939,0.00000000,-0.00000000
-5.72386193,3.61384878,-4.48980307,4.64581631,-4.98882814,0.68539450,-1.16891217,0.24984216,-0.36991669,0.00950364,-0.00590217,1.00003147,-1.80817320,1.36049572,-1.09415850,0.00000000,-0.00000000
-5.71785893,3.63484188,-4.58525915,4.70675895,-5.14647299,0.68033980,-1.17118510,0.25341476,-0.37892010,0.00944083,-0.00628395,0.99289975,-1.82777733,1.38416442,-1.14464412,0.00000000,-0.00000000
-5.71185593,3.64737973,-4.66525025,4.75364893,-5.29098935,0.67609965,-1.16831849,0.25585121,-0.38685984,0.00931590,-0.00664783,0.98524768,-1.84005306,1.40188533,-1.19292086,0.00000000,-0.00000000
-5.70585293,3.65043156,-4.72820664,4.78493974,-5.41996977,0.67234094,-1.16022996,0.25704120,-0.39362672,0.00913166,-0.00698698,0.97670696,-1.84467586,1.41340922,-1.23817500,0.00000000,-0.00000000
-5.69984992,3.64310823,-4.77282975,4.79930010,-5.53118384,0.66871781,-1.14694523,0.25690528,-0.39912395,0.00889211,-0.00729476,0.96691809,-1.84146186,1.41858602,-1.27961439,0.00000000,-0.00000000
-5.69384692,3.62468441,-4.79813262,4.79565404,-5.62264355,0.66488202,-1.12860039,0.25539655,-0.40326787,0.00860226,-0.00756496,0.95554348,-1.83037702,1.41736404,-1.31648867,0.00000000,-0.00000000
-5.68784392,3.59461648,-4.80347074,4.77321374,-5.69266174,0.66049335,-1.10543993,0.25250139,-0.40598860,0.00826800,-0.00779195,0.94227964,-1.81154078,1.40978692,-1.34810927,0.00000000,-0.00000000
-5.68184092,3.55255590,-4.78856237,4.73150424,-5.73990153,0.65522977,-1.07781089,0.24823911,-0.40723062,0.00789589,-0.00797088,0.92686802,-1.78522412,1.39598861,-1.37386862,0.00000000,-0.00000000
-5.67583792,3.49835786,-4.75349777,4.67037932,-5.76341510,0.64879709,-1.04615325,0.24266068,-0.40695339,0.00749296,-0.00809783,0.90910416,-1.75184221,1.37618683,-1.39325780,0.00000000,-0.00000000
-5.66983492,3.43208529,-4.69873735,4.59002816,-5.76267064,0.64093774,-1.01098701,0.23584656,-0.40513197,0.00706650,-0.00816997,0.88884490,-1.71194204,1.35067548,-1.40588208,0.00000000,-0.00000000
-5.66383192,3.35400834,-4.62509900,4.49097282,-5.73756674,0.63143843,-0.97289680,0.22790379,-0.40175765,0.00662390,-0.00818562,0.86601326,-1.66618563,1.31981620,-1.41147381,0.00000000,-0.00000000
-5.65782891,3.26459946,-4.53373539,4.37405691,-5.68843391,0.62013644,-0.93251446,0.21896251,-0.39683870,0.00617241,-0.00814431,0.84060105,-1.61532970,1.28402977,-1.40990202,0.00000000,-0.00000000
-5.65182591,3.16452439,-4.42610225,4.24042602,-5.61602350,0.60692429,-0.89050053,0.20917204,-0.39040096,0.00571905,-0.00804683,0.81266908,-1.56020266,1.24378727,-1.40117837,0.00000000,-0.00000000
-5.64582291,3.05462934,-4.30391893,4.09150079,-5.52148456,0.59175271,-0.84752537,0.19869669,-0.38248836,0.00527039,-0.00789513,0.78234505,-1.50168002,1.19960148,-1.38545911,0.00000000,-0.00000000
-5.63981991,2.93592473,-4.16912278,3.92894358,-5.40632983,0.57463170,-0.80425065,0.18771155,-0.37316331,0.00483254,-0.00769234,0.74981931,-1.44065920,1.15201863,-1.36304293,0.00000000,-0.00000000
-5.63381691,2.80956580,-4.02381893,3.75462009,-5.27239208,0.55562987,-0.76131202,0.17639832,-0.36250666,0.00441101,-0.00744258,0.71533866,-1.37803466,1.10161041,-1.33436457,0.00000000,-0.00000000
-5.62781391,2.67683068,-3.87022711,3.57055705,-5.12177251,0.53487183,-0.71930333,0.16494148,-0.35061741,0.00401071,-0.00715086,0.67919858,-1.31467448,1.04896648,-1.29998442,0.00000000,-0.00000000
-5.62181091,2.53909622,-3.71062737,3.37889742,-4.95678313,0.51253395,-0.67876311,0.15352472,-0.33761191,0.00363594,-0.00682293,0.64173416,-1.25139893,0.99468726,-1.26057439,0.00000000,-0.00000000
-5.61580790,2.39781215,-3.54730605,3.18185438,-4.77988509,0.48883859,-0.64016349,0.14232795,-0.32362254,0.00329038,-0.00646504,0.60331011,-1.18896184,0.93937706,-1.21690040,0.00000000,-0.00000000
-5.60980490,2.25447418,-3.38250378,2.98166543,-4.59362504,0.46404709,-0.60390190,0.13152474,-0.30879597,0.00297720,-0.00608381,0.56431038,-1.12803521,0.88363741,-1.16980211,0.00000000,-0.00000000
-5.60380190,2.11059654,-3.21836671,2.78054784,-4.40057162,0.43845169,-0.57029555,0.12128044,-0.29329083,0.00269908,-0.00568599,0.52512757,-1.06919749,0.82806055,-1.12017064,0.00000000,-0.00000000
-5.59779890,1.96768455,-3.05690224,2.58065650,-4.20325417,0.41236679,-0.53957868,0.11175067,-0.27727497,0.00245827,-0.00527831,0.48615272,-1.01292548,0.77322301,-1.06892471,0.00000000,-0.00000000
-5.59179590,1.82720790,-2.89994025,2.38404528,-4.00410540,0.38611988,-0.51190243,0.10308047,-0.26092242,0.00225672,-0.00486727,0.44776570,-0.95959009,0.71967931,-1.01698640,0.00000000,-0.00000000
-5.58579290,1.69057512,-2.74910056,2.19263257,-3.80540974,0.36004234,-0.48733718,0.09540369,-0.24441002,0.00209613,-0.00445904,0.41032649,-0.90945572,0.66795567,-0.96525692,0.00000000,-0.00000000
-5.57978989,1.55910992,-2.60576729,2.00817171,-3.60925882,0.33446061,-0.46587695,0.08884285,-0.22791398,0.00197800,-0.00405928,0.37416764,-0.86268302,0.61854403,-0.91459341,0.00000000,-0.00000000
-5.57378689,1.43402969,-2.47107034,1.83222678,-3.41751508,0.30968783,-0.44744555,0.08350902,-0.21160650,0.00190374,-0.00367309,0.33958808,-0.81933463,0.57189605,-0.86578742,0.00000000,-0.00000000
-5.56778389,1.31642684,-2.34587429,1.66615393,-3.23178435,0.28601630,-0.43190421,0.07950189,-0.19565251,0.00187468,-0.00330494,0.30684829,-0.77938356,0.52841770,-0.81954572,0.00000000,-0.00000000
-5.56178089,1.20725310,-2.23077444,1.51108846,-3.05339771,0.26371094,-0.41906019,0.07690968,-0.18020683,0.00189208,-0.00295861,0.27616701,-0.74272367,0.48846402,-0.77647400,0.00000000,-0.00000000
-5.55577789,1.10730709,-2.12609995,1.36793725,-2.88340276,0.24300382,-0.40867611,0.07580888,-0.16541166,0.00195713,-0.00263725,0.24771928,-0.70918163,0.45233469,-0.73706398,0.00000000,-0.00000000
-5.54977489,1.01722525,-2.03192361,1.23737662,-2.72256395,0.22408996,-0.40047959,0.07626373,-0.15139469,0.00207095,-0.00234334,0.22163591,-0.67853001,0.42027008,-0.70168422,0.00000000,-0.00000000
-5.54377189,0.93747624,-1.94807755,1.11985488,-2.57137140,0.20712431,-0.39417294,0.07832529,-0.13826782,0.00223450,-0.00207878,0.19800413,-0.65050083,0.39244824,-0.67057486,0.00000000,-0.00000000
-5.53776888,0.86835863,-1.87417442,1.01559923,-2.43005731,0.19221997,-0.38944265,0.08203020,-0.12612650,0.00244853,-0.00184497,0.17686928,-0.62479905,0.36898272,-0.64384647,0.00000000,-0.00000000
-5.53176588,0.81000175,-1.80963315,0.92462642,-2.29861884,0.17944766,-0.38596839,0.08739895,-0.11504971,0.00271347,-0.00164287,0.15823736,-0.60111566,0.34992139,-0.62148289,0.00000000,-0.00000000
-5.52576288,0.76236959,-1.75370846,0.84675638,-2.17684627,0.16883613,-0.38343144,0.09443392,-0.10510059,0.00302932,-0.00147310,0.14207826,-0.57913990,0.33524629,-0.60334785,0.00000000,-0.00000000
-5.51975988,0.72526743,-1.70552321,0.78162845,-2.06435503,0.16037366,-0.38152232,0.10311711,-0.09632753,0.00339557,-0.00133605,0.12832949,-0.55857019,0.32487460,-0.58919533,0.00000000,-0.00000000
-5.51375688,0.69835095,-1.66410267,0.72871929,-1.96062016,0.15401037,-0.37994763,0.11340780,-0.08876573,0.00381102,-0.00123196,0.11690015,-0.53912371,0.31866070,-0.57868295,0.00000000,-0.00000000
-5.50775388,0.68113756,-1.62840967,0.68736225,-1.86501197,0.14966129,-0.37843589,0.12524022,-0.08243907,0.00427374,-0.00116102,0.10767508,-0.52054419,0.31639930,-0.57138813,0.00000000,-0.00000000
-5.50175088,0.67301972,-1.59737981,0.65676752,-1.77683133,0.14720998,-0.37674250,0.13852155,-0.07736210,0.00478094,-0.00112345,0.10051900,-0.50260799,0.31782979,-0.56682635,0.00000000,-0.00000000
-5.49574787,0.67328004,-1.56995557,0.63604264,-1.69534365,0.14651267,-0.37465373,0.15313026,-0.07354207,0.00532890,-0.00111954,0.09528055,-0.48512840,0.32264153,-0.56447083,0.00000000,-0.00000000
-5.48974487,0.68110774,-1.54511852,0.62421325,-1.61981028,0.14740273,-0.37198969,0.16891524,-0.07098079,0.00591293,-0.00114972,0.09179617,-0.46795806,0.33048024,-0.56377292,0.00000000,-0.00000000
-5.48374187,0.69561659,-1.52191880,0.62024363,-1.54951653,0.14969546,-0.36860645,0.18569569,-0.06967628,0.00652739,-0.00121458,0.08989373,-0.45098975,0.34095536,-0.56418258,0.00000000,-0.00000000
-5.47773887,0.71586372,-1.49950091,0.62305691,-1.48379563,0.15319298,-0.36439713,0.20326206,-0.06962393,0.00716570,-0.00131484,0.08939591,-0.43415562,0.35364816,-0.56516802,0.00000000,-0.00000000
-5.47173587,0.74086934,-1.47712528,0.63155490,-1.42204804,0.15768923,-0.35929217,0.22137820,-0.07081720,0.00782043,-0.00145138,0.09012336,-0.41742501,0.36812070,-0.56623397,0.00000000,-0.00000000
