energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-5.75987994,1.37807218,0.00382711,0.05318076,0.00168541,0.74575699,0.64249411,0.13283048,0.78634401,0.06020024
-5.75387694,1.43931028,0.00409424,0.05570962,0.00191365,0.77911843,0.66686365,0.13907538,0.82019183,0.06265161
-5.74787394,1.50017530,0.00437543,0.05811058,0.00219077,0.81235758,0.69011278,0.14536844,0.85414266,0.06504809
-5.74187094,1.56027013,0.00467252,0.06036097,0.00252376,0.84524826,0.71194623,0.15167903,0.88793639,0.06737965
-5.73586793,1.61923814,0.00498763,0.06244494,0.00291998,0.87757996,0.73210827,0.15797704,0.92131505,0.06964015
-5.72986493,1.67676810,0.00532302,0.06435407,0.00338701,0.90916078,0.75038928,0.16423296,0.95402747,0.07182725
-5.72386193,1.73259592,0.00568103,0.06608768,0.00393252,0.93981892,0.76663038,0.17041770,0.98583267,0.07394200
-5.71785893,1.78650327,0.00606395,0.06765273,0.00456413,0.96940276,0.78072563,0.17650239,1.01650231,0.07598836
-5.71185593,1.83831319,0.00647387,0.06906339,0.00528918,0.99777946,0.79262191,0.18245792,1.04582175,0.07797251
-5.70585293,1.88788292,0.00691249,0.07034022,0.00611446,1.02483243,0.80231639,0.18825447,1.07359003,0.07990197
-5.69984992,1.93509470,0.00738102,0.07150904,0.00704600,1.05045760,0.80985192,0.19386097,1.09961897,0.08178475
-5.69384692,1.97984507,0.00787992,0.07259955,0.00808875,1.07455928,0.81531054,0.19924461,1.12373135,0.08362840
-5.68784392,2.02203354,0.00840879,0.07364367,0.00924624,1.09704549,0.81880552,0.20437044,1.14575887,0.08543904
-5.68184092,2.06155155,0.00896622,0.07467382,0.01052034,1.11782364,0.82047256,0.20920107,1.16553997,0.08722058
-5.67583792,2.09827268,0.00954965,0.07572112,0.01191093,1.13679661,0.82046053,0.21369663,1.18291797,0.08897391
-5.66983492,2.13204472,0.01015532,0.07681370,0.01341561,1.15385988,0.81892246,0.21781495,1.19773985,0.09069640
-5.66383192,2.16268459,0.01077824,0.07797515,0.01502955,1.16889979,0.81600724,0.22151203,1.20985604,0.09238153
-5.65782891,2.18997652,0.01141220,0.07922317,0.01674526,1.18179345,0.81185245,0.22474271,1.21912129,0.09401878
-5.65182591,2.21367380,0.01204990,0.08056863,0.01855256,1.19241014,0.80657889,0.22746174,1.22539686,0.09559373
-5.64582291,2.23350445,0.01268304,0.08201498,0.02043856,1.20061450,0.80028692,0.22962497,1.22855395,0.09708853
-5.63981991,2.24918036,0.01330260,0.08355803,0.02238780,1.20627120,0.79305488,0.23119084,1.22847837,0.09848244
-5.63381691,2.26040980,0.01389905,0.08518625,0.02438249,1.20925111,0.78493949,0.23212190,1.22507617,0.09975276
-5.62781391,2.26691266,0.01446267,0.08688146,0.02640278,1.20943843,0.77597830,0.23238651,1.21827997,0.10087580
-5.62181091,2.26843745,0.01498391,0.08861988,0.02842729,1.20673864,0.76619375,0.23196044,1.20805567,0.10182808
-5.61580790,2.26477945,0.01545373,0.09037351,0.03043360,1.20108669,0.75559863,0.23082839,1.19440899,0.10258753
-5.60980490,2.25579867,0.01586396,0.09211180,0.03239883,1.19245496,0.74420255,0.22898536,1.17739161,0.10313477
-5.60380190,2.24143679,0.01620765,0.09380339,0.03430038,1.18086061,0.73201876,0.22643772,1.15710632,0.10345423
-5.59779890,2.22173189,0.01647937,0.09541793,0.03611656,1.16637169,0.71907106,0.22320399,1.13371086,0.10353528
-5.59179590,2.19683000,0.01667545,0.09692783,0.03782726,1.14911172,0.70540010,0.21931524,1.10742011,0.10337307
-5.58579290,2.16699283,0.01679420,0.09830979,0.03941461,1.12926239,0.69106882,0.21481504,1.07850635,0.10296918
-5.57978989,2.13260074,0.01683598,0.09954609,0.04086354,1.10706405,0.67616646,0.20975903,1.04729748,0.10233197
-5.57378689,2.09415080,0.01680323,0.10062552,0.04216217,1.08281380,0.66081100,0.20421403,1.01417312,0.10147666
-5.56778389,2.05224971,0.01670039,0.10154393,0.04330217,1.05686136,0.64514978,0.19825674,0.97955858,0.10042505
-5.56178089,2.00760160,0.01653377,0.10230424,0.04427889,1.02960254,0.62935819,0.19197209,0.94391702,0.09920493
-5.55577789,1.96099128,0.01631126,0.10291615,0.04509138,1.00147067,0.61363662,0.18545123,0.90773989,0.09784920
-5.54977489,1.91326345,0.01604202,0.10339535,0.04574218,0.97292629,0.59820562,0.17878938,0.87153613,0.09639471
-5.54377189,1.86529884,0.01573613,0.10376241,0.04623700,0.94444549,0.58329975,0.17208344,0.83582043,0.09488096
-5.53776888,1.81798826,0.01540413,0.10404134,0.04658429,0.91650734,0.56916033,0.16542952,0.80110114,0.09334853
-5.53176588,1.77220577,0.01505661,0.10425801,0.04679459,0.88958104,0.55602746,0.15892061,0.76786811,0.09183755
-5.52576288,1.72878227,0.01470375,0.10443849,0.04687998,0.86411326,0.54413188,0.15264430,0.73658120,0.09038614
-5.51975988,1.68848053,0.01435494,0.10460736,0.04685330,0.84051622,0.53368699,0.14668070,0.70765955,0.08902890
-5.51375688,1.65197297,0.01401837,0.10478620,0.04672751,0.81915703,0.52488144,0.14110068,0.68147237,0.08779559
-5.50775388,1.61982301,0.01370075,0.10499229,0.04651505,0.80034864,0.51787274,0.13596446,0.65833118,0.08671004
-5.50175088,1.59247083,0.01340705,0.10523758,0.04622730,0.78434279,0.51278198,0.13132056,0.63848401,0.08578933
-5.49574787,1.57022392,0.01314040,0.10552810,0.04587410,0.77132510,0.50969018,0.12720520,0.62211147,0.08504323
-5.48974487,1.55325266,0.01290198,0.10586362,0.04546346,0.76141245,0.50863593,0.12364204,0.60932482,0.08447403
-5.48374187,1.54159087,0.01269108,0.10623783,0.04500141,0.75465242,0.50961475,0.12064237,0.60016587,0.08407669
-5.47773887,1.53514090,0.01250526,0.10663880,0.04449197,0.75102494,0.51257975,0.11820561,0.59460860,0.08383929
-5.47173587,1.53368260,0.01234048,0.10704979,0.04393729,0.75044546,0.51744361,0.11632009,0.59256220,0.08374371
-5.46573287,1.53688552,0.01219144,0.10745025,0.04333788,0.75276975,0.52408153,0.11496410,0.59387527,0.08376663
-5.45972986,1.54432326,0.01205186,0.10781704,0.04269296,0.75779949,0.53233495,0.11410703,0.59834091,0.08388059
-5.45372686,1.55548918,0.01191486,0.10812569,0.04200089,0.76528867,0.54201566,0.11371061,0.60570226,0.08405523
-5.44772386,1.56981227,0.01177333,0.10835166,0.04125960,0.77495007,0.55291022,0.11373019,0.61565841,0.08425848
-5.44172086,1.58667271,0.01162024,0.10847143,0.04046702,0.78646176,0.56478415,0.11411589,0.62787032,0.08445779
-5.43571786,1.60541611,0.01144906,0.10846350,0.03962151,0.79947322,0.57738607,0.11481378,0.64196656,0.08462121
-5.42971486,1.62536627,0.01125402,0.10830913,0.03872218,0.81361096,0.59045131,0.11576679,0.65754894,0.08471834
-5.42371186,1.64583594,0.01103035,0.10799279,0.03776915,0.82848366,0.60370535,0.11691566,0.67419792,0.08472111
-5.41770885,1.66613589,0.01077449,0.10750239,0.03676373,0.84368685,0.61686676,0.11819960,0.69147778,0.08460438
-5.41170585,1.68558229,0.01048422,0.10682925,0.03570848,0.85880718,0.62964999,0.11955699,0.70894192,0.08434634
-5.40570285,1.70350293,0.01015867,0.10596782,0.03460715,0.87342669,0.64176805,0.12092595,0.72613810,0.08392871
-5.39969985,1.71924262,0.00979838,0.10491529,0.03346458,0.88712705,0.65293533,0.12224488,0.74261408,0.08333675
-5.39369685,1.73216861,0.00940515,0.10367103,0.03228651,0.89949430,0.66287061,0.12345307,0.75792363,0.08255927
-5.38769385,1.74167629,0.00898195,0.10223604,0.03107932,0.91012400,0.67130056,0.12449130,0.77163301,0.08158837
-5.38169085,1.74719573,0.00853277,0.10061240,0.02984977,0.91862722,0.67796367,0.12530259,0.78332807,0.08041923
-5.37568784,1.74819943,0.00806236,0.09880279,0.02860474,0.92463717,0.68261485,0.12583303,0.79262179,0.07904991
-5.36968484,1.74421127,0.00757607,0.09681016,0.02735095,0.92781654,0.68503047,0.12603268,0.79916220,0.07748105
-5.36368184,1.73481660,0.00707958,0.09463756,0.02609477,0.92786545,0.68501378,0.12585660,0.80264042,0.07571567
-5.35767884,1.71967323,0.00657871,0.09228809,0.02484202,0.92452953,0.68240058,0.12526595,0.80279865,0.07375907
-5.35167584,1.69852271,0.00607917,0.08976509,0.02359790,0.91760800,0.67706481,0.12422902,0.79943753,0.07161865
-5.34567284,1.67120129,0.00558645,0.08707239,0.02236692,0.90696115,0.66892375,0.12272231,0.79242269,0.06930392
-5.33966983,1.63764985,0.00510559,0.08421474,0.02115291,0.89251691,0.65794251,0.12073142,0.78169004,0.06682644
-5.33366683,1.59792202,0.00464114,0.08119828,0.01995908,0.87427594,0.64413755,0.11825180,0.76724939,0.06419982
-5.32766383,1.55218973,0.00419703,0.07803099,0.01878813,0.85231493,0.62757880,0.11528929,0.74918617,0.06143976
-5.32166083,1.50074558,0.00377654,0.07472316,0.01764239,0.82678778,0.60839032,0.11186032,0.72766107,0.05856397
-5.31565783,1.44400174,0.00338230,0.07128772,0.01652394,0.79792447,0.58674923,0.10799187,0.70290735,0.05559213
-5.30965483,1.38248490,0.00301633,0.06774049,0.01543480,0.76602752,0.56288290,0.10372104,0.67522608,0.05254577
-5.30365183,1.31682755,0.00268008,0.06410027,0.01437703,0.73146616,0.53706445,0.09909435,0.64497922,0.04944809
-5.29764882,1.24775573,0.00237450,0.06038869,0.01335288,0.69466836,0.50960677,0.09416671,0.61258096,0.04632368
-5.29164582,1.17607370,0.00210015,0.05663001,0.01236488,0.65611116,0.48085517,0.08900019,0.57848768,0.04319821
-5.28564282,1.10264638,0.00185730,0.05285069,0.01141592,0.61630967,0.45117915,0.08366251,0.54318686,0.04009808
-5.27963982,1.02838017,0.00164604,0.04907879,0.01050925,0.57580524,0.42096353,0.07822551,0.50718557,0.03704998
-5.27363682,0.95420325,0.00146643,0.04534337,0.00964854,0.53515342,0.39059941,0.07276348,0.47099898,0.03408050
-5.26763382,0.88104614,0.00131854,0.04167375,0.00883785,0.49491217,0.36047533,0.06735158,0.43513931,0.03121568
-5.26163082,0.80982342,0.00120266,0.03809877,0.00808160,0.45563087,0.33096904,0.06206435,0.40010584,0.02848067
-5.25562781,0.74141733,0.00111931,0.03464609,0.00738453,0.41784053,0.30244014,0.05697430,0.36637607,0.02589931
-5.24962481,0.67666384,0.00106938,0.03134156,0.00675165,0.38204548,0.27522391,0.05215080,0.33439856,0.02349393
-5.24362181,0.61634151,0.00105421,0.02820866,0.00618820,0.34871676,0.24962636,0.04765917,0.30458731,0.02128506
-5.23761881,0.56116334,0.00107561,0.02526809,0.00569959,0.31828726,0.22592072,0.04355992,0.27731789,0.01929133
-5.23161581,0.51177139,0.00113594,0.02253750,0.00529138,0.29114854,0.20434525,0.03990836,0.25292516,0.01752936
-5.22561281,0.46873406,0.00123812,0.02003135,0.00496921,0.26764910,0.18510228,0.03675433,0.23170229,0.01601376
-5.21960980,0.43254544,0.00138563,0.01776094,0.00473879,0.24809377,0.16835828,0.03414209,0.21390097,0.01475717
-5.21360680,0.40362616,0.00158249,0.01573453,0.00460586,0.23274407,0.15424477,0.03211036,0.19973222,0.01377025
-5.20760380,0.38232504,0.00183322,0.01395764,0.00457610,0.22181876,0.14285974,0.03069243,0.18936771,0.01306180
-5.20160080,0.36892097,0.00214279,0.01243335,0.00465513,0.21549459,0.13426940,0.02991624,0.18294097,0.01263879
-5.19559780,0.36362422,0.00251650,0.01116275,0.00484842,0.21390655,0.12850985,0.02980440,0.18054830,0.01250635
-5.18959480,0.36657674,0.00295988,0.01014534,0.00516117,0.21714752,0.12558864,0.03037420,0.18224909,0.01266772
-5.18359180,0.37785104,0.00347855,0.00937951,0.00559825,0.22526698,0.12548578,0.03163738,0.18806531,0.01312420
-5.17758879,0.39744734,0.00407807,0.00886288,0.00616397,0.23826875,0.12815444,0.03359986,0.19798009,0.01387495
-5.17158579,0.42528919,0.00476375,0.00859270,0.00686202,0.25610779,0.13352091,0.03626124,0.21193552,0.01491678
-5.16558279,0.46121747,0.00554048,0.00856612,0.00769518,0.27868618,0.14148419,0.03961420,0.22982957,0.01624386
-5.15957979,0.50498343,0.00641247,0.00878033,0.00866518,0.30584851,0.15191516,0.04364385,0.25151270,0.01784745
-5.15357679,0.55624125,0.00738313,0.00923270,0.00977244,0.33737725,0.16465549,0.04832695,0.27678416,0.01971552
-5.14757379,0.61454082,0.00845480,0.00992070,0.01101587,0.37298833,0.17951663,0.05363121,0.30538862,0.02183250
-5.14157079,0.67932167,0.00962857,0.01084179,0.01239264,0.41232764,0.19627901,0.05951463,0.33701351,0.02417897
-5.13556778,0.74990880,0.01090409,0.01199319,0.01389799,0.45496888,0.21469191,0.06592504,0.37128741,0.02673147
-5.12956478,0.82551132,0.01227943,0.01337157,0.01552504,0.50041333,0.23447397,0.07279983,0.40778014,0.02946244
-5.12356178,0.90522465,0.01375090,0.01497263,0.01726473,0.54809191,0.25531495,0.08006601,0.44600476,0.03234021
-5.11755878,0.98803683,0.01531299,0.01679071,0.01910565,0.59737003,0.27687852,0.08764061,0.48542182,0.03532925
-5.11155578,1.07283936,0.01695823,0.01881832,0.02103411,0.64755518,0.29880660,0.09543144,0.52544600,0.03839047
-5.10555278,1.15844273,0.01867726,0.02104568,0.02303414,0.69790759,0.32072489,0.10333835,0.56545526,0.04148177
-5.09954977,1.24359649,0.02045872,0.02346032,0.02508764,0.74765369,0.34224985,0.11125478,0.60480232,0.04455874
-5.09354677,1.32701356,0.02228942,0.02604677,0.02717457,0.79600203,0.36299678,0.11906980,0.64282809,0.04757548
-5.08754377,1.40739798,0.02415436,0.02878624,0.02927323,0.84216131,0.38258885,0.12667044,0.67887693,0.05048556
-5.08154077,1.48347533,0.02603689,0.03165658,0.03136058,0.88535987,0.40066672,0.13394426,0.71231290,0.05324315
-5.07553777,1.55402463,0.02791892,0.03463227,0.03341266,0.92486586,0.41689842,0.14078220,0.74253651,0.05580407
-5.06953477,1.61791065,0.02978113,0.03768465,0.03540506,0.96000731,0.43098909,0.14708139,0.76900129,0.05812699
-5.06353177,1.67411509,0.03160324,0.04078224,0.03731336,0.99019131,0.44269006,0.15274805,0.79122939,0.06017454
-5.05752876,1.72176562,0.03336431,0.04389140,0.03911374,1.01492143,0.45180695,0.15770016,0.80882553,0.06191431
-5.05152576,1.76016130,0.03504308,0.04697700,0.04078344,1.03381258,0.45820642,0.16186998,0.82148868,0.06331985
-5.04552276,1.78879352,0.03661833,0.05000333,0.04230137,1.04660273,0.46182115,0.16520611,0.82902090,0.06437138
-5.03951976,1.80736140,0.03806928,0.05293517,0.04364857,1.05316102,0.46265285,0.16767525,0.83133290,0.06505639
-5.03351676,1.81578113,0.03937595,0.05573890,0.04480874,1.05349171,0.46077323,0.16926332,0.82844614,0.06537004
-5.02751376,1.81418879,0.04051963,0.05838368,0.04576866,1.04773404,0.45632273,0.16997612,0.82049126,0.06531524
-5.02151076,1.80293655,0.04148323,0.06084261,0.04651856,1.03615792,0.44950708,0.16983936,0.80770307,0.06490266
-5.01550775,1.78258250,0.04225173,0.06309386,0.04705241,1.01915563,0.44059190,0.16889807,0.79041220,0.06415034
-5.00950475,1.75387435,0.04281251,0.06512163,0.04736811,0.99722995,0.42989540,0.16721547,0.76903384,0.06308319
-5.00350175,1.71772780,0.04315572,0.06691693,0.04746756,0.97097917,0.41777962,0.16487127,0.74405413,0.06173229
-4.99749875,1.67520026,0.04327459,0.06847815,0.04735668,0.94107958,0.40464031,0.16195943,0.71601473,0.06013402
-4.99149575,1.62746090,0.04316563,0.06981126,0.04704522,0.90826618,0.39089597,0.15858554,0.68549624,0.05832899
-4.98549275,1.57575799,0.04282881,0.07092979,0.04654655,0.87331214,0.37697639,0.15486381,0.65310111,0.05636096
-4.97948974,1.52138459,0.04226768,0.07185440,0.04587724,0.83700779,0.36331085,0.15091382,0.61943673,0.05427567
-4.97348674,1.46564366,0.04148929,0.07261207,0.04505665,0.80013987,0.35031660,0.14685707,0.58509921,0.05211959
-4.96748374,1.40981348,0.04050419,0.07323504,0.04410630,0.76347136,0.33838768,0.14281349,0.55065850,0.04993874
-4.96148074,1.35511444,0.03932617,0.07375941,0.04304927,0.72772278,0.32788442,0.13889798,0.51664518,0.04777751
-4.95547774,1.30267798,0.03797197,0.07422351,0.04190950,0.69355513,0.31912395,0.13521712,0.48353920,0.04567755
-4.94947474,1.25351851,0.03646097,0.07466606,0.04071108,0.66155492,0.31237181,0.13186604,0.45176099,0.04367680
-4.94347174,1.20850890,0.03481466,0.07512430,0.03947750,0.63222161,0.30783481,0.12892572,0.42166488,0.04180853
-4.93746873,1.16836030,0.03305621,0.07563213,0.03823099,0.60595775,0.30565546,0.12646070,0.39353489,0.04010066
-4.93146573,1.13360659,0.03120986,0.07621822,0.03699186,0.58306178,0.30590790,0.12451724,0.36758286,0.03857515
-4.92546273,1.10459403,0.02930036,0.07690452,0.03577790,0.56372379,0.30859558,0.12312214,0.34394888,0.03724755
-4.91945973,1.08147628,0.02735240,0.07770486,0.03460401,0.54802423,0.31365071,0.12228210,0.32270356,0.03612681
-4.91345673,1.06421512,0.02539002,0.07862401,0.03348175,0.53593555,0.32093558,0.12198384,0.30385229,0.03521520
-4.90745373,1.05258674,0.02343612,0.07965716,0.03241922,0.52732676,0.33024577,0.12219483,0.28734087,0.03450849
-4.90145073,1.04619367,0.02151196,0.08078984,0.03142096,0.52197077,0.34131530,0.12286476,0.27306256,0.03399625
-4.89544772,1.04448209,0.01963677,0.08199831,0.03048804,0.51955448,0.35382361,0.12392760,0.26086601,0.03366242
-4.88944472,1.04676407,0.01782744,0.08325043,0.02961827,0.51969117,0.36740434,0.12530436,0.25056400,0.03348597
-4.88344172,1.05224423,0.01609832,0.08450704,0.02880659,0.52193516,0.38165574,0.12690626,0.24194258,0.03344174
-4.87743872,1.06005005,0.01446103,0.08572367,0.02804547,0.52579819,0.39615240,0.12863847,0.23477045,0.03350146
-4.87143572,1.06926491,0.01292446,0.08685256,0.02732551,0.53076708,0.41045814,0.13040407,0.22880821,0.03363476
-4.86543272,1.07896292,0.01149484,0.08784503,0.02663603,0.53632230,0.42413961,0.13210823,0.22381742,0.03381037
-4.85942971,1.08824417,0.01017581,0.08865383,0.02596568,0.54195671,0.43678009,0.13366244,0.21956905,0.03399724
-4.85342671,1.09626942,0.00896867,0.08923567,0.02530313,0.54719399,0.44799325,0.13498863,0.21585126,0.03416572
-4.84742371,1.10229271,0.00787257,0.08955353,0.02463766,0.55160594,0.45743604,0.13602299,0.21247625,0.03428862
-4.84142071,1.10569091,0.00688486,0.08957889,0.02395969,0.55482828,0.46482060,0.13671937,0.20928607,0.03434221
-4.83541771,1.10598880,0.00600134,0.08929358,0.02326132,0.55657406,0.46992428,0.13705217,0.20615718,0.03430711
-4.82941471,1.10287880,0.00521660,0.08869135,0.02253668,0.55664440,0.47259771,0.13701844,0.20300376,0.03416892
-4.82341171,1.09623451,0.00452436,0.08777887,0.02178223,0.55493583,0.47277031,0.13663931,0.19977951,0.03391876
-4.81740870,1.08611744,0.00391771,0.08657639,0.02099687,0.55144421,0.47045307,0.13596047,0.19647820,0.03355351
-4.81140570,1.07277647,0.00338943,0.08511774,0.02018206,0.54626469,0.46573841,0.13505177,0.19313262,0.03307587
-4.80540270,1.05664018,0.00293223,0.08344992,0.01934167,0.53958799,0.45879717,0.13400591,0.18981225,0.03249416
-4.79939970,1.03830213,0.00253890,0.08163214,0.01848186,0.53169271,0.44987260,0.13293616,0.18661954,0.03182193
-4.79339670,1.01849965,0.00220256,0.07973439,0.01761075,0.52293433,0.43927187,0.13197337,0.18368508,0.03107731
-4.78739370,0.99808681,0.00191669,0.07783560,0.01673814,0.51373094,0.42735515,0.13126206,0.18116167,0.03028226
-4.78139070,0.97800281,0.00167531,0.07602154,0.01587505,0.50454639,0.41452281,0.13095599,0.17921748,0.02946160
-4.77538769,0.95923663,0.00147294,0.07438240,0.01503331,0.49587150,0.40120124,0.13121312,0.17802871,0.02864200
-4.76938469,0.94278958,0.00130471,0.07301017,0.01422513,0.48820396,0.38782781,0.13219032,0.17777169,0.02785081
-4.76338169,0.92963697,0.00116628,0.07199613,0.01346264,0.48202769,0.37483555,0.13403786,0.17861492,0.02711497
-4.75737869,0.92069044,0.00105386,0.07142815,0.01275750,0.47779249,0.36263814,0.13689390,0.18071123,0.02645988
-4.75137569,0.91676225,0.00096413,0.07138830,0.01212054,0.47589476,0.35161575,0.14087929,0.18419024,0.02590838
-4.74537269,0.91853314,0.00089424,0.07195058,0.01156147,0.47665998,0.34210228,0.14609271,0.18915161,0.02547979
-4.73936968,0.92652465,0.00084169,0.07317899,0.01108867,0.48032769,0.33437441,0.15260645,0.19565909,0.02518911
-4.73336668,0.94107728,0.00080431,0.07512586,0.01070905,0.48703958,0.32864286,0.16046297,0.20373583,0.02504643
-4.72736368,0.96233509,0.00078017,0.07783075,0.01042797,0.49683102,0.32504608,0.16967239,0.21336095,0.02505648
-4.72136068,0.99023763,0.00076758,0.08131962,0.01024935,0.50962669,0.32364664,0.18021102,0.22446777,0.02521842
-4.71535768,1.02451922,0.00076497,0.08560456,0.01017570,0.52524017,0.32443039,0.19202109,0.23694355,0.02552582
-4.70935468,1.06471599,0.00077088,0.09068397,0.01020839,0.54337784,0.32730823,0.20501157,0.25063112,0.02596691
-4.70335168,1.11018013,0.00078397,0.09654312,0.01034784,0.56364679,0.33212062,0.21906026,0.26533211,0.02652495
-4.69734867,1.16010110,0.00080291,0.10315514,0.01059385,0.58556658,0.33864440,0.23401695,0.28081185,0.02717886
-4.69134567,1.21353275,0.00082647,0.11048232,0.01094590,0.60858439,0.34660175,0.24970758,0.29680585,0.02790399
-4.68534267,1.26942534,0.00085342,0.11847767,0.01140349,0.63209301,0.35567085,0.26593934,0.31302750,0.02867297
-4.67933967,1.32666126,0.00088260,0.12708662,0.01196645,0.65545099,0.36549790,0.28250626,0.32917684,0.02945675
-4.67333667,1.38409271,0.00091290,0.13624879,0.01263522,0.67800409,0.37570995,0.29919538,0.34494996,0.03022562
-4.66733367,1.44058005,0.00094326,0.14589973,0.01341103,0.69910734,0.38592804,0.31579292,0.36004874,0.03095026
-4.66133067,1.49502883,0.00097273,0.15597243,0.01429606,0.71814659,0.39578024,0.33209034,0.37419043,0.03160274
-4.65532766,1.54642420,0.00100044,0.16639865,0.01529348,0.73455895,0.40491393,0.34789002,0.38711669,0.03215751
-4.64932466,1.59386101,0.00102564,0.17710994,0.01640732,0.74785101,0.41300706,0.36301017,0.39860172,0.03259223
-4.64332166,1.63656846,0.00104769,0.18803817,0.01764228,0.75761438,0.41977776,0.37728889,0.40845905,0.03288843
