energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,5.31977797,0.02149910,0.59272986,1.18262689,0.40230614,2.35680419,1.85692501,2.64902274,0.00000000
-5.99399700,5.21596230,0.02036224,0.57000351,1.15404653,0.40244236,2.29624462,1.82076618,2.60090151,0.00000000
-5.98799400,5.11482497,0.01926262,0.54883432,1.12522014,0.40255358,2.23430561,1.78727609,2.55167793,0.00000000
-5.98199100,5.01663356,0.01820482,0.52927789,1.09632550,0.40260532,2.17136861,1.75645318,2.50163001,0.00000000
-5.97598799,4.92162122,0.01719283,0.51138063,1.06753162,0.40256327,2.10783221,1.72827405,2.45104064,0.00000000
-5.96998499,4.82999658,0.01623012,0.49518111,1.03899828,0.40239549,2.04410869,1.70269844,2.40019844,0.00000000
-5.96398199,4.74195039,0.01531972,0.48071066,1.01087495,0.40207418,1.98061848,1.67967295,2.34939717,0.00000000
-5.95797899,4.65765889,0.01446423,0.46799323,0.98329933,0.40157732,1.91778278,1.65913381,2.29893343,0.00000000
-5.95197599,4.57728437,0.01366592,0.45704456,0.95639546,0.40088977,1.85601478,1.64100858,2.24910318,0.00000000
-5.94597299,4.50097348,0.01292676,0.44787078,0.93027182,0.40000417,1.79571010,1.62521722,2.20019732,0.00000000
-5.93996998,4.42885407,0.01224842,0.44046660,0.90501945,0.39892143,1.73723714,1.61167269,2.15249682,0.00000000
-5.93396698,4.36103146,0.01163233,0.43481331,0.88071045,0.39765091,1.68092791,1.60028139,2.10626782,0.00000000
-5.92796398,4.29758510,0.01107969,0.43087674,0.85739694,0.39621039,1.62706998,1.59094377,2.06175736,0.00000000
-5.92196098,4.23856635,0.01059147,0.42860549,0.83511091,0.39462576,1.57590025,1.58355516,2.01919001,0.00000000
-5.91595798,4.18399797,0.01016846,0.42792950,0.81386471,0.39293065,1.52760069,1.57800724,1.97876573,0.00000000
-5.90995498,4.13387595,0.00981124,0.42875926,0.79365265,0.39116585,1.48229655,1.57418998,1.94065928,0.00000000
-5.90395198,4.08817357,0.00952021,0.43098575,0.77445342,0.38937878,1.44005704,1.57199420,1.90502115,0.00000000
-5.89794897,4.04684781,0.00929561,0.43448118,0.75623328,0.38762277,1.40089845,1.57131460,1.87197992,0.00000000
-5.89194597,4.00984760,0.00913749,0.43910069,0.73895012,0.38595643,1.36478945,1.57205313,1.84164587,0.00000000
-5.88594297,3.97712345,0.00904577,0.44468480,0.72255774,0.38444286,1.33165831,1.57412244,1.81411541,0.00000000
-5.87993997,3.94863763,0.00902015,0.45106284,0.70701057,0.38314880,1.30140156,1.57744920,1.78947607,0.00000000
-5.87393697,3.92437412,0.00906019,0.45805691,0.69226823,0.38214379,1.27389348,1.58197702,1.76781137,0.00000000
-5.86793397,3.90434745,0.00916521,0.46548658,0.67829976,0.38149901,1.24899599,1.58766863,1.74920522,0.00000000
-5.86193097,3.88860953,0.00933433,0.47317379,0.66508731,0.38128614,1.22656830,1.59450728,1.73374532,0.00000000
-5.85592796,3.87725396,0.00956638,0.48094803,0.65262890,0.38157596,1.20647580,1.60249695,1.72152530,0.00000000
-5.84992496,3.87041706,0.00985989,0.48865133,0.64094032,0.38243678,1.18859782,1.61166152,1.71264511,0.00000000
-5.84392196,3.86827549,0.01021302,0.49614300,0.63005573,0.38393276,1.17283376,1.62204266,1.70720979,0.00000000
-5.83791896,3.87104034,0.01062352,0.50330384,0.62002718,0.38612206,1.15910752,1.63369669,1.70532638,0.00000000
-5.83191596,3.87894791,0.01108866,0.51003962,0.61092290,0.38905494,1.14736998,1.64669039,1.70709918,0.00000000
-5.82591296,3.89224756,0.01160521,0.51628366,0.60282458,0.39277188,1.13759951,1.66109615,1.71262370,0.00000000
-5.81990995,3.91118738,0.01216938,0.52199845,0.59582364,0.39730174,1.12980084,1.67698646,1.72197959,0.00000000
-5.81390695,3.93599845,0.01277681,0.52717622,0.59001681,0.40266011,1.12400221,1.69442838,1.73522304,0.00000000
-5.80790395,3.96687858,0.01342255,0.53183845,0.58550129,0.40884799,1.12025137,1.71347803,1.75237917,0.00000000
-5.80190095,4.00397656,0.01410105,0.53603434,0.58236965,0.41585076,1.11861065,1.73417550,1.77343496,0.00000000
-5.79589795,4.04737780,0.01480624,0.53983834,0.58070483,0.42363763,1.11915156,1.75654048,1.79833324,0.00000000
-5.78989495,4.09709226,0.01553156,0.54334696,0.58057549,0.43216159,1.12194927,1.78056884,1.82696803,0.00000000
-5.78389195,4.15304537,0.01627003,0.54667486,0.58203197,0.44135991,1.12707745,1.80623031,1.85918191,0.00000000
-5.77788894,4.21507241,0.01701441,0.54995048,0.58510299,0.45115520,1.13460362,1.83346732,1.89476527,0.00000000
-5.77188594,4.28291669,0.01775724,0.55331149,0.58979334,0.46145701,1.14458546,1.86219517,1.93345790,0.00000000
-5.76588294,4.35623163,0.01849108,0.55690012,0.59608259,0.47216395,1.15706804,1.89230329,1.97495269,0.00000000
-5.75987994,4.43458654,0.01920864,0.56085854,0.60392487,0.48316624,1.17208221,1.92365764,2.01890131,0.00000000
-5.75387694,4.51747576,0.01990293,0.56532461,0.61324974,0.49434856,1.18964395,1.95610407,2.06492176,0.00000000
-5.74787394,4.60433065,0.02056749,0.57042797,0.62396395,0.50559314,1.20975472,1.98947229,2.11260724,0.00000000
-5.74187094,4.69453369,0.02119653,0.57628660,0.63595415,0.51678299,1.23240237,2.02358048,2.16153599,0.00000000
-5.73586793,4.78743407,0.02178513,0.58300397,0.64909024,0.52780499,1.25756265,2.05824002,2.21128166,0.00000000
-5.72986493,4.88236388,0.02232942,0.59066676,0.66322927,0.53855296,1.28520071,2.09326037,2.26142366,0.00000000
-5.72386193,4.97865425,0.02282666,0.59934313,0.67821958,0.54893027,1.31527248,2.12845367,2.31155707,0.00000000
-5.71785893,5.07565059,0.02327543,0.60908158,0.69390520,0.55885222,1.34772564,2.16363913,2.36130168,0.00000000
-5.71185593,5.17272663,0.02367570,0.61991031,0.71012999,0.56824788,1.38249982,2.19864676,2.41030977,0.00000000
-5.70585293,5.26929643,0.02402884,0.63183706,0.72674170,0.57706138,1.41952604,2.23332069,2.45827251,0.00000000
-5.69984992,5.36482441,0.02433773,0.64484928,0.74359555,0.58525272,1.45872519,2.26752173,2.50492455,0.00000000
-5.69384692,5.45883291,0.02460664,0.65891475,0.76055728,0.59279799,1.50000573,2.30112935,2.55004701,0.00000000
-5.68784392,5.55090757,0.02484126,0.67398239,0.77750558,0.59968908,1.54326054,2.33404290,2.59346870,0.00000000
-5.68184092,5.64070023,0.02504854,0.68998341,0.79433394,0.60593291,1.58836341,2.36618237,2.63506568,0.00000000
-5.67583792,5.72792996,0.02523654,0.70683267,0.81095168,0.61155025,1.63516528,2.39748839,2.67475946,0.00000000
-5.66983492,5.81238199,0.02541431,0.72443020,0.82728435,0.61657422,1.68349068,2.42792183,2.71251382,0.00000000
-5.66383192,5.89390526,0.02559158,0.74266298,0.84327345,0.62104855,1.73313477,2.45746283,2.74833077,0.00000000
-5.65782891,5.97240845,0.02577860,0.76140691,0.85887553,0.62502565,1.78386135,2.48610942,2.78224565,0.00000000
-5.65182591,6.04785503,0.02598579,0.78052889,0.87406078,0.62856460,1.83540217,2.51387567,2.81432173,0.00000000
-5.64582291,6.12025734,0.02622349,0.79988910,0.88881117,0.63172916,1.88745780,2.54078947,2.84464459,0.00000000
-5.63981991,6.18966991,0.02650164,0.81934337,0.90311819,0.63458572,1.93970030,2.56688984,2.87331630,0.00000000
-5.63381691,6.25618207,0.02682943,0.83874565,0.91698046,0.63720140,1.99177760,2.59222389,2.90044977,0.00000000
-5.62781391,6.31991000,0.02721508,0.85795042,0.93040112,0.63964223,2.04331960,2.61684334,2.92616317,0.00000000
-5.62181091,6.38098799,0.02766545,0.87681506,0.94338533,0.64197136,2.09394574,2.64080070,2.95057467,0.00000000
-5.61580790,6.43955922,0.02818584,0.89520202,0.95593772,0.64424750,2.14327363,2.66414506,2.97379747,0.00000000
-5.60980490,6.49576583,0.02877976,0.91298072,0.96806021,0.64652337,2.19092842,2.68691764,2.99593521,0.00000000
-5.60380190,6.54973854,0.02944869,0.93002907,0.97974996,0.64884428,2.23655221,2.70914723,3.01707772,0.00000000
-5.59779890,6.60158587,0.03019201,0.94623453,0.99099782,0.65124691,2.27981310,2.73084553,3.03729723,0.00000000
-5.59179590,6.65138336,0.03100685,0.96149475,1.00178708,0.65375813,2.32041326,2.75200280,3.05664505,0.00000000
-5.58579290,6.69916296,0.03188816,0.97571757,1.01209270,0.65639402,2.35809556,2.77258378,3.07514880,0.00000000
-5.57978989,6.74490327,0.03282869,0.98882057,1.02188103,0.65915911,2.39264835,2.79252443,3.09281030,0.00000000
-5.57378689,6.78852115,0.03381914,1.00073019,1.03110995,0.66204584,2.42390810,2.81172957,3.10960419,0.00000000
-5.56778389,6.82986526,0.03484834,1.01138044,1.03972946,0.66503432,2.45175988,2.83007175,3.12547753,0.00000000
-5.56178089,6.86871228,0.03590353,1.02071148,1.04768262,0.66809249,2.47613560,2.84739164,3.14035031,0.00000000
-5.55577789,6.90476636,0.03697062,1.02866806,1.05490696,0.67117660,2.49701025,2.86350010,3.15411721,0.00000000
-5.54977489,6.93766248,0.03803458,1.03519822,1.06133605,0.67423223,2.51439658,2.87818214,3.16665055,0.00000000
-5.54377189,6.96697392,0.03907985,1.04025227,1.06690140,0.67719564,2.52833856,2.89120274,3.17780453,0.00000000
-5.53776888,6.99222413,0.04009073,1.04378226,1.07153452,0.67999573,2.53890428,2.90231451,3.18742073,0.00000000
-5.53176588,7.01290295,0.04105184,1.04574217,1.07516907,0.68255625,2.54617877,2.91126704,3.19533474,0.00000000
-5.52576288,7.02848679,0.04194858,1.04608879,1.07774307,0.68479852,2.55025746,2.91781760,3.20138382,0.00000000
-5.51975988,7.03846203,0.04276751,1.04478346,1.07920118,0.68664430,2.55124065,2.92174276,3.20541523,0.00000000
-5.51375688,7.04235095,0.04349679,1.04179445,1.07949688,0.68801888,2.54922958,2.92285035,3.20729501,0.00000000
-5.50775388,7.03973871,0.04412652,1.03710008,1.07859454,0.68885418,2.54432419,2.92099130,3.20691666,0.00000000
-5.50175088,7.03030026,0.04464899,1.03069230,1.07647144,0.68909168,2.53662295,2.91607052,3.20420945,0.00000000
-5.49574787,7.01382559,0.04505900,1.02258039,1.07311960,0.68868511,2.52622448,2.90805620,3.19914578,0.00000000
-5.48974487,6.99024180,0.04535390,1.01279479,1.06854731,0.68760272,2.51323096,2.89698693,3.19174725,0.00000000
-5.48374187,6.95963059,0.04553373,1.00139044,1.06278052,0.68582902,2.49775290,2.88297611,3.18208892,0.00000000
-5.47773887,6.92224005,0.04560119,0.98844952,1.05586390,0.68336578,2.47991483,2.86621306,3.17030158,0.00000000
-5.47173587,6.87848950,0.04556148,0.97408330,1.04786149,0.68023252,2.45986137,2.84696080,3.15657174,0.00000000
-5.46573287,6.82896715,0.04542219,0.95843278,1.03885709,0.67646607,2.43776306,2.82555022,3.14113921,0.00000000
-5.45972986,6.77441997,0.04519294,0.94166799,1.02895406,0.67211953,2.41382149,2.80237089,3.12429239,0.00000000
-5.45372686,6.71573634,0.04488514,0.92398597,1.01827484,0.66726057,2.38827312,2.77785883,3.10636130,0.00000000
-5.44772386,6.65392188,0.04451152,0.90560722,1.00695978,0.66196911,2.36139129,2.75248177,3.08770877,0.00000000
-5.44172086,6.59006969,0.04408575,0.88677094,0.99516561,0.65633460,2.33348632,2.72672253,3.06872011,0.00000000
