energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.00950475,8.23348134,1.89031937,4.68384086,0.15002074,2.50731508,0.92462434,0.00000000
-5.00350175,8.23257467,1.88720763,4.68164401,0.14307630,2.51326501,0.91675131,0.00000000
-4.99749875,8.25020932,1.88626229,4.68935488,0.13673620,2.52671705,0.90907000,0.00000000
-4.99149575,8.28642279,1.88700818,4.70708362,0.13104381,2.54784081,0.90138838,0.00000000
-4.98549275,8.34090406,1.88896952,4.73474279,0.12602818,2.57666254,0.89351486,0.00000000
-4.97948974,8.41300277,1.89168596,4.77205230,0.12170418,2.61306151,0.88526582,0.00000000
-4.97348674,8.50174200,1.89472586,4.81854733,0.11807293,2.65676806,0.87647241,0.00000000
-4.96748374,8.60583463,1.89769635,4.87358950,0.11512265,2.70736324,0.86698632,0.00000000
-4.96148074,8.72370371,1.90025012,4.93638111,0.11282975,2.76428086,0.85668426,0.00000000
-4.95547774,8.85350739,1.90208902,5.00598258,0.11116031,2.82681206,0.84547106,0.00000000
-4.94947474,8.99316932,1.90296483,5.08133335,0.11007166,2.89411326,0.83328121,0.00000000
-4.94347174,9.14041508,1.90267754,5.16127625,0.10951429,2.96521783,0.82007894,0.00000000
-4.93746873,9.29281573,1.90107191,5.24458545,0.10943376,3.03905198,0.80585684,0.00000000
-4.93146573,9.44783872,1.89803285,5.32999805,0.10977282,3.11445527,0.79063336,0.00000000
-4.92546273,9.60290642,1.89348031,5.41624890,0.11047345,3.19020561,0.77444930,0.00000000
-4.91945973,9.75546162,1.88736419,5.50210833,0.11147890,3.26504884,0.75736371,0.00000000
-4.91345673,9.90303912,1.87965997,5.58642186,0.11273568,3.33773195,0.73944948,0.00000000
-4.90745373,10.04334114,1.87036511,5.66815076,0.11419526,3.40703950,0.72078898,0.00000000
-4.90145073,10.17431418,1.85949665,5.74641199,0.11581571,3.47183148,0.70147008,0.00000000
-4.89544772,10.29422387,1.84708978,5.82051560,0.11756297,3.53108160,0.68158274,0.00000000
-4.88944472,10.40172376,1.83319744,5.88999762,0.11941178,3.58391368,0.66121646,0.00000000
-4.88344172,10.49591413,1.81789041,5.95464607,0.12134633,3.62963467,0.64045854,0.00000000
-4.87743872,10.57638631,1.80125758,6.01451814,0.12336041,3.66776206,0.61939338,0.00000000
-4.87143572,10.64324866,1.78340608,6.06994627,0.12545718,3.69804396,0.59810248,0.00000000
-4.86543272,10.69713086,1.76446052,6.12153162,0.12764851,3.72047027,0.57666523,0.00000000
-4.85942971,10.73916398,1.74456133,6.17012371,0.12995389,3.73527381,0.55516022,0.00000000
-4.85342671,10.77093536,1.72386164,6.21678588,0.13239894,3.74292061,0.53366669,0.00000000
-4.84742371,10.79441827,1.70252280,6.26274681,0.13501361,3.74408935,0.51226609,0.00000000
-4.84142071,10.81187839,1.68070847,6.30933941,0.13783003,3.73964046,0.49104338,0.00000000
-4.83541771,10.82576023,1.65857761,6.35792908,0.14088024,3.73057602,0.47008790,0.00000000
-4.82941471,10.83855860,1.63627672,6.40983450,0.14419375,3.71799218,0.44949361,0.00000000
-4.82341171,10.85268086,1.61393180,6.46624429,0.14779519,3.70302646,0.42935866,0.00000000
-4.81740870,10.87030723,1.59164080,6.52813401,0.15170196,3.68680238,0.40978431,0.00000000
-4.81140570,10.89325646,1.56946703,6.59618788,0.15592219,3.67037447,0.39087308,0.00000000
-4.80540270,10.92286460,1.54743417,6.67072975,0.16045299,3.65467639,0.37272638,0.00000000
-4.79939970,10.95988382,1.52552345,6.75166772,0.16527912,3.64047509,0.35544176,0.00000000
-4.79339670,11.00440786,1.50367333,6.83845603,0.17037214,3.62833342,0.33910985,0.00000000
-4.78739370,11.05582877,1.48178185,6.93007754,0.17569013,3.61858321,0.32381133,0.00000000
-4.78139070,11.11282843,1.45971167,7.02504842,0.18117793,3.61131034,0.30961404,0.00000000
-4.77538769,11.17340633,1.43729753,7.12144623,0.18676800,3.60635247,0.29657047,0.00000000
-4.76938469,11.23494282,1.41435586,7.21696087,0.19238175,3.60330952,0.28471575,0.00000000
-4.76338169,11.29429548,1.39069573,7.30896663,0.19793146,3.60156633,0.27406623,0.00000000
-4.75737869,11.34792388,1.36613062,7.39461264,0.20332249,3.60032595,0.26461882,0.00000000
-4.75137569,11.39203686,1.34049018,7.47092762,0.20845590,3.59865185,0.25635098,0.00000000
-4.74537269,11.42275475,1.31363124,7.53493415,0.21323124,3.59551654,0.24922142,0.00000000
-4.73936968,11.43627845,1.28544725,7.58376700,0.21754942,3.58985395,0.24317138,0.00000000
-4.73336668,11.42905671,1.25587569,7.61478983,0.22131557,3.58061265,0.23812649,0.00000000
-4.72736368,11.39794314,1.22490284,7.62570448,0.22444175,3.56680729,0.23399899,0.00000000
-4.72136068,11.34033521,1.19256580,7.61464745,0.22684939,3.54756535,0.23069022,0.00000000
-4.71535768,11.25428826,1.15895151,7.58026885,0.22847146,3.52216709,0.22809327,0.00000000
-4.70935468,11.13859930,1.12419305,7.52178991,0.22925409,3.49007683,0.22609565,0.00000000
-4.70335168,10.99285685,1.08846345,7.43903636,0.22915793,3.45096412,0.22458190,0.00000000
-4.69734867,10.81745495,1.05196752,7.33244615,0.22815883,3.40471425,0.22343602,0.00000000
-4.69134567,10.61357140,1.01493227,7.20305127,0.22624819,3.35142790,0.22254368,0.00000000
-4.68534267,10.38311229,0.97759653,7.05243502,0.22343276,3.29141046,0.22179418,0.00000000
-4.67933967,10.12862629,0.94020054,6.88266690,0.21973401,3.22515202,0.22108217,0.00000000
-4.67333667,9.85319392,0.90297604,6.69621887,0.21518718,3.15329956,0.22030906,0.00000000
-4.66733367,9.56029806,0.86613748,6.49586707,0.20983997,3.07662317,0.21938417,0.00000000
-4.66133067,9.25368246,0.82987477,6.28458433,0.20375100,2.99597837,0.21822568,0.00000000
-4.65532766,8.93720590,0.79434796,6.06542856,0.19698812,2.91226673,0.21676138,0.00000000
-4.64932466,8.61469898,0.75968396,5.84143267,0.18962660,2.82639696,0.21492920,0.00000000
-4.64332166,8.28983052,0.72597527,5.61550099,0.18174728,2.73924847,0.21267758,0.00000000
-4.63731866,7.96598956,0.69328087,5.39031693,0.17343479,2.65163920,0.20996573,0.00000000
-4.63131566,7.64618781,0.66162869,5.16826584,0.16477579,2.56429916,0.20676378,0.00000000
-4.62531266,7.33298623,0.63101966,4.95137586,0.15585737,2.47785075,0.20305268,0.00000000
-4.61930965,7.02844794,0.60143281,4.74127886,0.14676554,2.39279643,0.19882411,0.00000000
-4.61330665,6.73411798,0.57283101,4.53919204,0.13758392,2.30951394,0.19408018,0.00000000
-4.60730365,6.45102931,0.54516705,4.34592000,0.12839256,2.22825879,0.18883299,0.00000000
-4.60130065,6.17973281,0.51838960,4.16187573,0.11926697,2.14917336,0.18310407,0.00000000
-4.59529765,5.92034807,0.49244864,3.98711833,0.11027728,2.07230161,0.17692369,0.00000000
-4.58929465,5.67263066,0.46730037,3.82140425,0.10148758,1.99760817,0.17033000,0.00000000
-4.58329165,5.43605122,0.44291102,3.66424845,0.09295539,1.92500023,0.16336809,0.00000000
-4.57728864,5.20988104,0.41925981,3.51499155,0.08473134,1.85435094,0.15608890,0.00000000
-4.57128564,4.99327913,0.39634073,3.37286897,0.07685893,1.78552256,0.14854810,0.00000000
-4.56528264,4.78537572,0.37416330,3.23707814,0.06937443,1.71838813,0.14080489,0.00000000
-4.55927964,4.58534799,0.35275245,3.10684029,0.06230698,1.65285030,0.13292078,0.00000000
-4.55327664,4.39248431,0.33214746,2.98145399,0.05567869,1.58885638,0.12495839,0.00000000
-4.54727364,4.20623445,0.31240031,2.86033804,0.04950500,1.52640890,0.11698033,0.00000000
-4.54127064,4.02624394,0.29357353,2.74306230,0.04379504,1.46557126,0.10904807,0.00000000
-4.53526763,3.85237214,0.27573777,2.62936580,0.03855218,1.40646849,0.10122104,0.00000000
-4.52926463,3.68469432,0.25896926,2.51916225,0.03377458,1.34928326,0.09355571,0.00000000
-4.52326163,3.52348922,0.24334739,2.41253378,0.02945594,1.29424786,0.08610497,0.00000000
-4.51725863,3.36921413,0.22895249,2.30971441,0.02558620,1.24163272,0.07891755,0.00000000
-4.51125563,3.22247020,0.21586402,2.21106522,0.02215239,1.19173268,0.07203766,0.00000000
-4.50525263,3.08396120,0.20415923,2.11704361,0.01913942,1.14485187,0.06550479,0.00000000
-4.49924962,2.95444896,0.19391233,2.02816893,0.01653096,1.10128839,0.05935363,0.00000000
-4.49324662,2.83470863,0.18519422,1.94498717,0.01431027,1.06131993,0.05361417,0.00000000
-4.48724362,2.72548678,0.17807281,1.86803679,0.01246097,1.02519112,0.04831193,0.00000000
-4.48124062,2.62746477,0.17261378,1.79781785,0.01096784,0.99310354,0.04346827,0.00000000
-4.47523762,2.54122934,0.16888175,1.73476592,0.00981741,0.96520888,0.03910082,0.00000000
-4.46923462,2.46725160,0.16694178,1.67923193,0.00899861,0.94160558,0.03522393,0.00000000
-4.46323162,2.40587500,0.16686097,1.63146848,0.00850322,0.92233908,0.03184918,0.00000000
-4.45722861,2.35731200,0.16871012,1.59162285,0.00832621,0.90740538,0.02898591,0.00000000
-4.45122561,2.32164883,0.17256510,1.55973612,0.00846596,0.89675766,0.02664172,0.00000000
-4.44522261,2.29885681,0.17850804,1.53574788,0.00892439,0.89031513,0.02482287,0.00000000
-4.43921961,2.28880874,0.18662788,1.51950530,0.00970689,0.88797368,0.02353476,0.00000000
-4.43321661,2.29129831,0.19702040,1.51077534,0.01082219,0.88961710,0.02278216,0.00000000
-4.42721361,2.30606062,0.20978753,1.50925892,0.01228201,0.89512847,0.02256947,0.00000000
-4.42121061,2.33279196,0.22503585,1.51460561,0.01410075,0.90440049,0.02290084,0.00000000
-4.41520760,2.37116729,0.24287442,1.52642788,0.01629489,0.91734433,0.02378019,0.00000000
-4.40920460,2.42085410,0.26341183,1.54431393,0.01888252,0.93389629,0.02521113,0.00000000
-4.40320160,2.48152203,0.28675262,1.56783853,0.02188262,0.95402187,0.02719675,0.00000000
-4.39719860,2.55284775,0.31299332,1.59657159,0.02531437,0.97771707,0.02973947,0.00000000
-4.39119560,2.63451547,0.34221812,1.63008449,0.02919649,1.00500684,0.03284063,0.00000000
-4.38519260,2.72621353,0.37449444,1.66795439,0.03354644,1.03594096,0.03650020,0.00000000
-4.37918959,2.82762806,0.40986864,1.70976704,0.03837971,1.07058747,0.04071642,0.00000000
-4.37318659,2.93843481,0.44836203,1.75511884,0.04370911,1.10902426,0.04548533,0.00000000
-4.36718359,3.05829023,0.48996732,1.80361861,0.04954405,1.15132926,0.05080048,0.00000000
-4.36118059,3.18682318,0.53464569,1.85488992,0.05588984,1.19756973,0.05665248,0.00000000
-4.35517759,3.32362789,0.58232450,1.90857430,0.06274706,1.24779127,0.06302869,0.00000000
-4.34917459,3.46825905,0.63289566,1.96433575,0.07011090,1.30200695,0.06991282,0.00000000
-4.34317159,3.62022916,0.68621467,2.02186649,0.07797050,1.36018697,0.07728463,0.00000000
-4.33716858,3.77900804,0.74210014,2.08089368,0.08630837,1.42224921,0.08511954,0.00000000
-4.33116558,3.94402399,0.80033365,2.14118671,0.09509973,1.48805082,0.09338830,0.00000000
-4.32516258,4.11466575,0.86065986,2.20256404,0.10431192,1.55738096,0.10205661,0.00000000
-4.31915958,4.29028425,0.92278668,2.26489887,0.11390385,1.62995477,0.11108470,0.00000000
-4.31315658,4.47019297,0.98638525,2.32812242,0.12382538,1.70540862,0.12042691,0.00000000
-4.30715358,4.65366576,1.05108981,2.39222386,0.13401693,1.78329653,0.13003127,0.00000000
