energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.96063500,0.54301074,0.00000000,0.04882480,0.06788834,0.49417072,0.36488046
-5.99399700,0.92553845,0.52116306,0.00000000,0.04827292,0.06569712,0.45768914,0.36003206
-5.98799400,0.89878023,0.50436466,0.00000000,0.04797836,0.06405295,0.42776718,0.35792764
-5.98199100,0.87969577,0.49226158,0.00000000,0.04789897,0.06290442,0.40420224,0.35829878
-5.97598799,0.86751500,0.48443561,0.00000000,0.04799006,0.06219303,0.38670091,0.36084407
-5.96998499,0.86139434,0.48042205,0.00000000,0.04820601,0.06185544,0.37489491,0.36523999
-5.96398199,0.86044767,0.47972686,0.00000000,0.04850189,0.06182585,0.36835666,0.37115161
-5.95797899,0.86377508,0.48184269,0.00000000,0.04883496,0.06203800,0.36661413,0.37824243
-5.95197599,0.87048873,0.48626337,0.00000000,0.04916593,0.06242711,0.36916454,0.38618335
-5.94597299,0.87973512,0.49249649,0.00000000,0.04945996,0.06293149,0.37548683,0.39466039
-5.93996998,0.89071348,0.50007383,0.00000000,0.04968753,0.06349389,0.38505255,0.40338108
-5.93396698,0.90269001,0.50855964,0.00000000,0.04982491,0.06406249,0.39733536,0.41207942
-5.92796398,0.91500799,0.51755669,0.00000000,0.04985440,0.06459173,0.41181901,0.42051932
-5.92196098,0.92709390,0.52671017,0.00000000,0.04976435,0.06504267,0.42800390,0.42849669
-5.91595798,0.93845986,0.53570960,0.00000000,0.04954888,0.06538323,0.44541238,0.43584013
-5.90995498,0.94870271,0.54428894,0.00000000,0.04920740,0.06558815,0.46359276,0.44241039
-5.90395198,0.95750026,0.55222523,0.00000000,0.04874394,0.06563868,0.48212234,0.44809876
-5.89794897,0.96460523,0.55933584,0.00000000,0.04816641,0.06552220,0.50060939,0.45282464
-5.89194597,0.96983742,0.56547483,0.00000000,0.04748566,0.06523163,0.51869431,0.45653233
-5.88594297,0.97307459,0.57052859,0.00000000,0.04671459,0.06476477,0.53605005,0.45918743
-5.87993997,0.97424280,0.57441104,0.00000000,0.04586724,0.06412362,0.55238194,0.46077296
-5.87393697,0.97330647,0.57705875,0.00000000,0.04495787,0.06331359,0.56742696,0.46128542
-5.86793397,0.97025892,0.57842619,0.00000000,0.04400024,0.06234277,0.58095271,0.46073102
-5.86193097,0.96511359,0.57848131,0.00000000,0.04300687,0.06122128,0.59275612,0.45912224
-5.85592796,0.95789637,0.57720172,0.00000000,0.04198852,0.05996053,0.60266205,0.45647485
-5.84992496,0.94863942,0.57457157,0.00000000,0.04095385,0.05857274,0.61052196,0.45280559
-5.84392196,0.93737649,0.57057930,0.00000000,0.03990914,0.05707038,0.61621272,0.44813051
-5.83791896,0.92414005,0.56521630,0.00000000,0.03885827,0.05546582,0.61963573,0.44246403
-5.83191596,0.90896001,0.55847641,0.00000000,0.03780281,0.05377104,0.62071630,0.43581884
-5.82591296,0.89186421,0.55035648,0.00000000,0.03674221,0.05199745,0.61940358,0.42820643
-5.81990995,0.87288030,0.54085752,0.00000000,0.03567420,0.05015575,0.61567071,0.41963831
-5.81390695,0.85203890,0.52998670,0.00000000,0.03459517,0.04825598,0.60951547,0.41012783
-5.80790395,0.82937766,0.51775976,0.00000000,0.03350067,0.04630759,0.60096111,0.39969227
-5.80190095,0.80494591,0.50420370,0.00000000,0.03238592,0.04431952,0.59005736,0.38835530
