energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.87993997,1.00946996,-1.00946997,0.00291815,-0.00291815,0.15548523,-0.15548523,0.22086151,-0.22086151,0.12390781,-0.12390781,0.30457054,-0.30457054,0.19067216,-0.19067216,0.00718560,-0.00718560,0.38382852,-0.38382853
-5.87393697,1.05453717,-1.05453718,0.00283175,-0.00283175,0.15939221,-0.15939221,0.23530561,-0.23530561,0.13019556,-0.13019557,0.31585085,-0.31585085,0.19435434,-0.19435434,0.00774079,-0.00774079,0.40456752,-0.40456752
-5.86793397,1.09937095,-1.09937096,0.00273002,-0.00273002,0.16279364,-0.16279364,0.25014373,-0.25014373,0.13674347,-0.13674347,0.32617912,-0.32617912,0.19762748,-0.19762748,0.00833094,-0.00833094,0.42577988,-0.42577988
-5.86193097,1.14380065,-1.14380066,0.00261503,-0.00261503,0.16566046,-0.16566046,0.26527735,-0.26527736,0.14358256,-0.14358256,0.33542746,-0.33542746,0.20050477,-0.20050477,0.00895635,-0.00895635,0.44740290,-0.44740290
-5.85592796,1.18763444,-1.18763445,0.00248911,-0.00248911,0.16796810,-0.16796810,0.28058914,-0.28058914,0.15074373,-0.15074373,0.34347711,-0.34347711,0.20299886,-0.20299886,0.00961685,-0.00961685,0.46935603,-0.46935603
-5.84992496,1.23065952,-1.23065952,0.00235475,-0.00235475,0.16969667,-0.16969667,0.29594367,-0.29594367,0.15825718,-0.15825718,0.35022145,-0.35022145,0.20512015,-0.20512015,0.01031180,-0.01031180,0.49154078,-0.49154078
-5.84392196,1.27264504,-1.27264504,0.00221450,-0.00221450,0.17083123,-0.17083123,0.31118936,-0.31118936,0.16615213,-0.16615213,0.35556909,-0.35556909,0.20687539,-0.20687539,0.01104004,-0.01104004,0.51384204,-0.51384204
-5.83791896,1.31334794,-1.31334795,0.00207094,-0.00207094,0.17136219,-0.17136219,0.32616165,-0.32616165,0.17445674,-0.17445674,0.35944703,-0.35944703,0.20826693,-0.20826693,0.01179997,-0.01179997,0.53613108,-0.53613108
-5.83191596,1.35252153,-1.35252153,0.00192657,-0.00192657,0.17128569,-0.17128569,0.34068726,-0.34068726,0.18319833,-0.18319833,0.36180365,-0.36180365,0.20929242,-0.20929242,0.01258951,-0.01258951,0.55826994,-0.55826994
-5.82591296,1.38992643,-1.38992643,0.00178378,-0.00178378,0.17060410,-0.17060410,0.35458956,-0.35458956,0.19240379,-0.19240379,0.36261146,-0.36261146,0.20994516,-0.20994516,0.01340619,-0.01340619,0.58011727,-0.58011728
-5.81990995,1.42534349,-1.42534350,0.00164477,-0.00164477,0.16932649,-0.16932649,0.36769473,-0.36769473,0.20210022,-0.20210022,0.36186941,-0.36186941,0.21021505,-0.21021505,0.01424718,-0.01424718,0.60153528,-0.60153528
-5.81390695,1.45858788,-1.45858788,0.00151157,-0.00151157,0.16746904,-0.16746904,0.37983846,-0.37983846,0.21231556,-0.21231556,0.35960461,-0.35960461,0.21008994,-0.21008994,0.01510942,-0.01510942,0.62239735,-0.62239735
-5.80790395,1.48952339,-1.48952339,0.00138595,-0.00138595,0.16505538,-0.16505538,0.39087296,-0.39087296,0.22307935,-0.22307935,0.35587346,-0.35587346,0.20955749,-0.20955749,0.01598961,-0.01598961,0.64259607,-0.64259607
-5.80190095,1.51807624,-1.51807624,0.00126944,-0.00126944,0.16211681,-0.16211681,0.40067377,-0.40067377,0.23442324,-0.23442324,0.35076188,-0.35076188,0.20860718,-0.20860718,0.01688437,-0.01688437,0.66205097,-0.66205097
-5.79589795,1.54424708,-1.54424708,0.00116333,-0.00116333,0.15869226,-0.15869226,0.40914606,-0.40914606,0.24638141,-0.24638141,0.34438476,-0.34438476,0.20723252,-0.20723252,0.01779025,-0.01779025,0.68071566,-0.68071566
-5.78989495,1.56812051,-1.56812052,0.00106867,-0.00106867,0.15482809,-0.15482809,0.41623005,-0.41623005,0.25899064,-0.25899064,0.33688442,-0.33688442,0.20543309,-0.20543309,0.01870378,-0.01870378,0.69858362,-0.69858362
-5.78389195,1.58987104,-1.58987105,0.00098629,-0.00098629,0.15057763,-0.15057763,0.42190515,-0.42190516,0.27228997,-0.27228997,0.32842820,-0.32842820,0.20321650,-0.20321650,0.01962155,-0.01962155,0.71569236,-0.71569236
-5.77788894,1.60976485,-1.60976485,0.00091683,-0.00091683,0.14600043,-0.14600042,0.42619260,-0.42619260,0.28631997,-0.28631997,0.31920513,-0.31920513,0.20059980,-0.20059980,0.02054017,-0.02054017,0.73212547,-0.73212547
-5.77188594,1.62815688,-1.62815688,0.00086075,-0.00086075,0.14116123,-0.14116123,0.42915621,-0.42915621,0.30112145,-0.30112145,0.30942181,-0.30942181,0.19761052,-0.19761052,0.02145631,-0.02145631,0.74801217,-0.74801217
-5.76588294,1.64548291,-1.64548291,0.00081838,-0.00081838,0.13612880,-0.13612880,0.43090131,-0.43090131,0.31673369,-0.31673369,0.29929758,-0.29929758,0.19428703,-0.19428703,0.02236668,-0.02236668,0.76352434,-0.76352434
-5.75987994,1.66224674,-1.66224673,0.00078993,-0.00078993,0.13097441,-0.13097441,0.43157161,-0.43157161,0.33319223,-0.33319223,0.28905908,-0.28905907,0.19067832,-0.19067832,0.02326794,-0.02326794,0.77887092,-0.77887092
-5.75387694,1.67900264,-1.67900264,0.00077552,-0.00077552,0.12577024,-0.12577024,0.43134423,-0.43134423,0.35052618,-0.35052618,0.27893441,-0.27893441,0.18684301,-0.18684301,0.02415674,-0.02415674,0.79428968,-0.79428968
-5.74787394,1.69633378,-1.69633378,0.00077521,-0.00077521,0.12058765,-0.12058765,0.43042295,-0.43042295,0.36875521,-0.36875521,0.26914715,-0.26914715,0.18284786,-0.18284786,0.02502958,-0.02502958,0.81003682,-0.81003682
-5.74187094,1.71482736,-1.71482736,0.00078900,-0.00078900,0.11549543,-0.11549543,0.42903003,-0.42903003,0.38788627,-0.38788627,0.25991021,-0.25991021,0.17876560,-0.17876560,0.02588283,-0.02588283,0.82637463,-0.82637463
-5.73586793,1.73504744,-1.73504744,0.00081686,-0.00081686,0.11055804,-0.11055804,0.42739690,-0.42739690,0.40791025,-0.40791025,0.25141995,-0.25141995,0.17467237,-0.17467237,0.02671264,-0.02671264,0.84355778,-0.84355778
-5.72986493,1.75750683,-1.75750683,0.00085871,-0.00085871,0.10583395,-0.10583395,0.42575419,-0.42575419,0.42879857,-0.42879857,0.24385064,-0.24385063,0.17064483,-0.17064483,0.02751492,-0.02751492,0.86181887,-0.86181887
-5.72386193,1.78263910,-1.78263910,0.00091441,-0.00091441,0.10137417,-0.10137417,0.42432148,-0.42432147,0.45050007,-0.45050007,0.23734941,-0.23734941,0.16675711,-0.16675711,0.02828529,-0.02828529,0.88135381,-0.88135381
-5.71785893,1.81077217,-1.81077216,0.00098377,-0.00098377,0.09722100,-0.09722099,0.42329740,-0.42329740,0.47293815,-0.47293815,0.23203202,-0.23203201,0.16307778,-0.16307778,0.02901913,-0.02901913,0.90230785,-0.90230785
-5.71185593,1.84210475,-1.84210475,0.00106651,-0.00106651,0.09340701,-0.09340701,0.42285045,-0.42285045,0.49600839,-0.49600839,0.22797939,-0.22797939,0.15966699,-0.15966699,0.02971152,-0.02971152,0.92476293,-0.92476293
-5.70585293,1.87668685,-1.87668684,0.00116226,-0.00116226,0.08995443,-0.08995443,0.42311096,-0.42311096,0.51957690,-0.51957690,0.22523522,-0.22523522,0.15657392,-0.15657392,0.03035732,-0.03035732,0.94872689,-0.94872689
-5.69984992,1.91440527,-1.91440527,0.00127047,-0.00127047,0.08687475,-0.08687475,0.42416471,-0.42416471,0.54347936,-0.54347936,0.22380455,-0.22380455,0.15383480,-0.15383480,0.03095118,-0.03095118,0.97412534,-0.97412534
-5.69384692,1.95497525,-1.95497525,0.00139048,-0.00139048,0.08416881,-0.08416881,0.42604842,-0.42604842,0.56752099,-0.56752099,0.22365363,-0.22365363,0.15147137,-0.15147137,0.03148764,-0.03148764,1.00079648,-1.00079648
-5.68784392,1.99793851,-1.99793851,0.00152139,-0.00152139,0.08182718,-0.08182718,0.42874737,-0.42874737,0.59147751,-0.59147751,0.22471085,-0.22471085,0.14949017,-0.14949017,0.03196119,-0.03196119,1.02848939,-1.02848939
-5.68184092,2.04266835,-2.04266835,0.00166210,-0.00166210,0.07983093,-0.07983093,0.43219530,-0.43219530,0.61509724,-0.61509724,0.22686885,-0.22686885,0.14788244,-0.14788244,0.03236632,-0.03236632,1.05686593,-1.05686593
-5.67583792,2.08838175,-2.08838175,0.00181127,-0.00181127,0.07815266,-0.07815266,0.43627651,-0.43627651,0.63810417,-0.63810417,0.22998779,-0.22998779,0.14662483,-0.14662483,0.03269770,-0.03269770,1.08550638,-1.08550638
-5.66983492,2.13415824,-2.13415824,0.00196731,-0.00196731,0.07675793,-0.07675793,0.44083023,-0.44083023,0.66020233,-0.66020233,0.23389962,-0.23389962,0.14568079,-0.14568079,0.03295020,-0.03295020,1.11391874,-1.11391874
-5.66383192,2.17896514,-2.17896514,0.00212839,-0.00212839,0.07560682,-0.07560682,0.44565689,-0.44565689,0.68108113,-0.68108113,0.23841334,-0.23841334,0.14500264,-0.14500264,0.03311903,-0.03311903,1.14155143,-1.14155143
-5.65782891,2.22168832,-2.22168832,0.00229241,-0.00229241,0.07465579,-0.07465579,0.45052619,-0.45052619,0.70042177,-0.70042177,0.24332096,-0.24332096,0.14453420,-0.14453420,0.03319989,-0.03319989,1.16780901,-1.16780901
-5.65182591,2.26116750,-2.26116750,0.00245709,-0.00245709,0.07385961,-0.07385961,0.45518648,-0.45518648,0.71790457,-0.71790457,0.24840416,-0.24840416,0.14421391,-0.14421391,0.03318901,-0.03318901,1.19207044,-1.19207044
-5.64582291,2.29623496,-2.29623496,0.00261993,-0.00261993,0.07317339,-0.07317339,0.45937509,-0.45937509,0.73321699,-0.73321699,0.25344135,-0.25344135,0.14397830,-0.14397830,0.03308333,-0.03308333,1.21370921,-1.21370921
-5.63981991,2.32575618,-2.32575618,0.00277834,-0.00277834,0.07255464,-0.07255464,0.46282923,-0.46282923,0.74606222,-0.74606222,0.25821485,-0.25821485,0.14376563,-0.14376563,0.03288058,-0.03288058,1.23211462,-1.23211462
-5.63381691,2.34867100,-2.34867100,0.00292962,-0.00292962,0.07196527,-0.07196527,0.46529693,-0.46529693,0.75616803,-0.75616803,0.26251819,-0.26251819,0.14351964,-0.14351964,0.03257943,-0.03257943,1.24671346,-1.24671346
-5.62781391,2.36403381,-2.36403381,0.00307109,-0.00307109,0.07137343,-0.07137343,0.46654754,-0.46654754,0.76329554,-0.76329554,0.26616302,-0.26616302,0.14319316,-0.14319316,0.03217957,-0.03217957,1.25699119,-1.25699119
-5.62181091,2.37105122,-2.37105122,0.00320012,-0.00320012,0.07075531,-0.07075531,0.46638159,-0.46638159,0.76724778,-0.76724778,0.26898561,-0.26898561,0.14275148,-0.14275148,0.03168185,-0.03168185,1.26251191,-1.26251191
-5.61580790,2.36911576,-2.36911576,0.00331425,-0.00331425,0.07009654,-0.07009654,0.46463930,-0.46463930,0.76787741,-0.76787741,0.27085261,-0.27085261,0.14217545,-0.14217545,0.03108834,-0.03108834,1.26293624,-1.26293623
-5.60980490,2.35783432,-2.35783432,0.00341124,-0.00341124,0.06939349,-0.06939349,0.46120774,-0.46120774,0.76509363,-0.76509363,0.27166597,-0.27166597,0.14146398,-0.14146398,0.03040249,-0.03040249,1.25803645,-1.25803644
-5.60380190,2.33705019,-2.33705019,0.00348917,-0.00348917,0.06865415,-0.06865415,0.45602626,-0.45602626,0.75886761,-0.75886761,0.27136670,-0.27136670,0.14063597,-0.14063597,0.02962913,-0.02962913,1.24770829,-1.24770829
-5.59779890,2.30685782,-2.30685782,0.00354650,-0.00354650,0.06789868,-0.06789868,0.44909001,-0.44909001,0.74923643,-0.74923643,0.26993755,-0.26993755,0.13973165,-0.13973165,0.02877453,-0.02877453,1.23197891,-1.23197891
-5.59179590,2.26760964,-2.26760964,0.00358213,-0.00358213,0.06715965,-0.06715965,0.44045153,-0.44045153,0.73630517,-0.73630517,0.26740436,-0.26740436,0.13881304,-0.13881304,0.02784645,-0.02784645,1.21101065,-1.21101065
-5.58579290,2.21991468,-2.21991468,0.00359543,-0.00359543,0.06648179,-0.06648179,0.43022046,-0.43022045,0.72024701,-0.72024701,0.26383601,-0.26383601,0.13796377,-0.13796377,0.02685409,-0.02685409,1.18510048,-1.18510048
-5.57978989,2.16462884,-2.16462884,0.00358631,-0.00358631,0.06592148,-0.06592148,0.41856128,-0.41856128,0.70130126,-0.70130126,0.25934319,-0.25934319,0.13728795,-0.13728795,0.02580804,-0.02580804,1.15467514,-1.15467514
-5.57378689,2.10283727,-2.10283727,0.00355520,-0.00355520,0.06554572,-0.06554572,0.40568952,-0.40568952,0.67976934,-0.67976934,0.25407573,-0.25407573,0.13690837,-0.13690838,0.02472019,-0.02472019,1.12028210,-1.12028210
-5.56778389,2.03582934,-2.03582934,0.00350305,-0.00350305,0.06543079,-0.06543079,0.39186633,-0.39186633,0.65600875,-0.65600874,0.24821884,-0.24821884,0.13696387,-0.13696387,0.02360354,-0.02360354,1.08257674,-1.08257674
-5.56178089,1.96506711,-1.96506711,0.00343129,-0.00343129,0.06566059,-0.06566059,0.37739189,-0.37739189,0.63042520,-0.63042520,0.24198819,-0.24198819,0.13760597,-0.13760597,0.02247210,-0.02247210,1.04230619,-1.04230619
-5.55577789,1.89214836,-1.89214836,0.00334183,-0.00334183,0.06632453,-0.06632453,0.36259790,-0.36259790,0.60346328,-0.60346328,0.23562409,-0.23562409,0.13899488,-0.13899488,0.02134057,-0.02134057,1.00029043,-1.00029043
-5.54977489,1.81876553,-1.81876553,0.00323694,-0.00323694,0.06751528,-0.06751528,0.34783935,-0.34783935,0.57559582,-0.57559582,0.22938493,-0.22938493,0.14129502,-0.14129502,0.02022417,-0.02022417,0.95740137,-0.95740137
-5.54377189,1.74666188,-1.74666188,0.00311924,-0.00311924,0.06932620,-0.06932620,0.33348599,-0.33348599,0.54731239,-0.54731239,0.22354003,-0.22354003,0.14467002,-0.14467003,0.01913828,-0.01913828,0.91454064,-0.91454064
-5.53776888,1.67758641,-1.67758641,0.00299157,-0.00299157,0.07184857,-0.07184857,0.31991370,-0.31991370,0.51910743,-0.51910743,0.21836217,-0.21836217,0.14927753,-0.14927753,0.01809819,-0.01809819,0.87261683,-0.87261683
-5.53176588,1.61324897,-1.61324897,0.00285690,-0.00285690,0.07516882,-0.07516882,0.30749607,-0.30749607,0.49146832,-0.49146831,0.21411998,-0.21411998,0.15526384,-0.15526384,0.01711877,-0.01711877,0.83252304,-0.83252304
-5.52576288,1.55527702,-1.55527702,0.00271827,-0.00271827,0.07936564,-0.07936564,0.29659630,-0.29659630,0.46486383,-0.46486383,0.21107033,-0.21107033,0.16275861,-0.16275861,0.01621418,-0.01621418,0.79511531,-0.79511531
-5.51975988,1.50517527,-1.50517528,0.00257870,-0.00257870,0.08450712,-0.08450712,0.28755977,-0.28755977,0.43973344,-0.43973344,0.20945107,-0.20945107,0.17186987,-0.17186987,0.01539753,-0.01539753,0.76119267,-0.76119267
-5.51375688,1.46428948,-1.46428949,0.00244107,-0.00244107,0.09064814,-0.09064814,0.28070723,-0.28070723,0.41647774,-0.41647774,0.20947418,-0.20947418,0.18267934,-0.18267935,0.01468068,-0.01468068,0.73147935,-0.73147935
-5.50775388,1.43377520,-1.43377520,0.00230807,-0.00230807,0.09782788,-0.09782788,0.27632879,-0.27632879,0.39545026,-0.39545026,0.21131955,-0.21131955,0.19523856,-0.19523856,0.01407393,-0.01407393,0.70660953,-0.70660953
-5.50175088,1.41457238,-1.41457238,0.00218211,-0.00218211,0.10606770,-0.10606770,0.27467872,-0.27467872,0.37695094,-0.37695094,0.21512951,-0.21512951,0.20956561,-0.20956562,0.01358584,-0.01358584,0.68711496,-0.68711497
-5.49574787,1.40738627,-1.40738627,0.00206533,-0.00206533,0.11536943,-0.11536943,0.27597106,-0.27597106,0.36122139,-0.36122139,0.22100435,-0.22100435,0.22564303,-0.22564303,0.01322308,-0.01322308,0.67341564,-0.67341565
-5.48974487,1.41267491,-1.41267492,0.00195946,-0.00195946,0.12571416,-0.12571416,0.28037605,-0.28037605,0.34844195,-0.34844195,0.22899879,-0.22899879,0.24341662,-0.24341663,0.01299030,-0.01299030,0.66581360,-0.66581360
-5.48374187,1.43064324,-1.43064325,0.00186592,-0.00186592,0.13706155,-0.13706155,0.28801723,-0.28801723,0.33873048,-0.33873048,0.23911967,-0.23911967,0.26279563,-0.26279564,0.01289005,-0.01289005,0.66448972,-0.66448972
-5.47773887,1.46124372,-1.46124372,0.00178570,-0.00178570,0.14934983,-0.14934983,0.29896926,-0.29896926,0.33214295,-0.33214295,0.25132474,-0.25132474,0.28365407,-0.28365408,0.01292277,-0.01292277,0.66950349,-0.66950349
-5.47173587,1.50418305,-1.50418306,0.00171943,-0.00171943,0.16249639,-0.16249639,0.31325638,-0.31325638,0.32867548,-0.32867548,0.26552281,-0.26552281,0.30583334,-0.30583334,0.01308679,-0.01308679,0.68079544,-0.68079545
-5.46573287,1.55893462,-1.55893462,0.00166739,-0.00166739,0.17639909,-0.17639909,0.33085144,-0.33085144,0.32826774,-0.32826774,0.28157510,-0.28157510,0.32914604,-0.32914604,0.01337838,-0.01337838,0.69819191,-0.69819191
-5.45972986,1.62475580,-1.62475581,0.00162953,-0.00162953,0.19093819,-0.19093820,0.35167546,-0.35167546,0.33080746,-0.33080746,0.29929782,-0.29929782,0.35338088,-0.35338088,0.01379188,-0.01379188,0.72141194,-0.72141194
-5.45372686,1.70070968,-1.70070969,0.00160551,-0.00160551,0.20597894,-0.20597894,0.37559776,-0.37559776,0.33613578,-0.33613578,0.31846608,-0.31846608,0.37830853,-0.37830853,0.01431975,-0.01431975,0.75007591,-0.75007591
-5.44772386,1.78569011,-1.78569012,0.00159475,-0.00159475,0.22137463,-0.22137463,0.40243675,-0.40243675,0.34405321,-0.34405321,0.33881882,-0.33881882,0.40368815,-0.40368815,0.01495280,-0.01495280,0.78371558,-0.78371558
-5.44172086,1.87844953,-1.87844954,0.00159644,-0.00159644,0.23697023,-0.23697024,0.43196122,-0.43196122,0.35432595,-0.35432595,0.36006481,-0.36006481,0.42927440,-0.42927440,0.01568028,-0.01568028,0.82178524,-0.82178524
-5.43571786,1.97762858,-1.97762859,0.00160967,-0.00160967,0.25260622,-0.25260623,0.46389247,-0.46389247,0.36669235,-0.36669235,0.38188954,-0.38188954,0.45482460,-0.45482461,0.01649011,-0.01649011,0.86367367,-0.86367367
-5.42971486,2.08178679,-2.08178680,0.00163339,-0.00163339,0.26812269,-0.26812269,0.49790719,-0.49790719,0.38086934,-0.38086934,0.40396278,-0.40396278,0.48010577,-0.48010578,0.01736908,-0.01736908,0.90871676,-0.90871677
-5.42371186,2.18943351,-2.18943352,0.00166651,-0.00166651,0.28336342,-0.28336343,0.53364121,-0.53364121,0.39655874,-0.39655874,0.42594661,-0.42594661,0.50490120,-0.50490120,0.01830302,-0.01830302,0.95621043,-0.95621044
-5.41770885,2.29905853,-2.29905854,0.00170791,-0.00170791,0.29817991,-0.29817991,0.57069426,-0.57069426,0.41345317,-0.41345318,0.44750372,-0.44750372,0.52901626,-0.52901627,0.01927706,-0.01927706,1.00542381,-1.00542381
-5.41170585,2.40916157,-2.40916158,0.00175650,-0.00175650,0.31243500,-0.31243501,0.60863573,-0.60863574,0.43124172,-0.43124172,0.46830567,-0.46830568,0.55228330,-0.55228330,0.02027583,-0.02027583,1.05561242,-1.05561242
-5.40570285,2.51828027,-2.51828028,0.00181121,-0.00181121,0.32600619,-0.32600620,0.64701145,-0.64701145,0.44961512,-0.44961512,0.48804088,-0.48804088,0.57456519,-0.57456520,0.02128371,-0.02128371,1.10603134,-1.10603134
-5.39969985,2.62501607,-2.62501608,0.00187106,-0.00187106,0.33878826,-0.33878826,0.68535143,-0.68535143,0.46827055,-0.46827055,0.50642203,-0.50642203,0.59575767,-0.59575767,0.02228506,-0.02228506,1.15594806,-1.15594807
-5.39369685,2.72805759,-2.72805760,0.00193512,-0.00193512,0.35069527,-0.35069527,0.72317858,-0.72317858,0.48691600,-0.48691600,0.52319275,-0.52319275,0.61579007,-0.61579008,0.02326443,-0.02326443,1.20465504,-1.20465504
-5.38769385,2.82620118,-2.82620119,0.00200256,-0.00200256,0.36166183,-0.36166183,0.76001799,-0.76001799,0.50527423,-0.50527423,0.53813322,-0.53813322,0.63462473,-0.63462473,0.02420685,-0.02420685,1.25148164,-1.25148164
-5.38169085,2.91836833,-2.91836834,0.00207261,-0.00207261,0.37164353,-0.37164354,0.79540683,-0.79540683,0.52308628,-0.52308628,0.55106460,-0.55106460,0.65225491,-0.65225491,0.02509805,-0.02509805,1.29580538,-1.29580539
-5.37568784,3.00361972,-3.00361973,0.00214458,-0.00214458,0.38061661,-0.38061661,0.82890437,-0.82890437,0.54011465,-0.54011465,0.56185208,-0.56185208,0.66870155,-0.66870155,0.02592466,-0.02592466,1.33706229,-1.33706229
-5.36968484,3.08116575,-3.08116576,0.00221781,-0.00221781,0.38857684,-0.38857684,0.86010179,-0.86010179,0.55614598,-0.55614598,0.57040657,-0.57040657,0.68400894,-0.68400894,0.02667450,-0.02667450,1.37475597,-1.37475597
-5.36368184,3.15037353,-3.15037354,0.00229172,-0.00229172,0.39553784,-0.39553784,0.88863159,-0.88863159,0.57099339,-0.57099339,0.57668485,-0.57668485,0.69823961,-0.69823962,0.02733672,-0.02733672,1.40846536,-1.40846536
-5.35767884,3.21077019,-3.21077019,0.00236571,-0.00236571,0.40152872,-0.40152872,0.91417601,-0.91417601,0.58449832,-0.58449832,0.58068837,-0.58068838,0.71146884,-0.71146885,0.02790200,-0.02790200,1.43785087,-1.43785087
-5.35167584,3.26204277,-3.26204278,0.00243919,-0.00243919,0.40659139,-0.40659139,0.93647422,-0.93647422,0.59653192,-0.59653192,0.58246071,-0.58246071,0.72377889,-0.72377889,0.02836274,-0.02836274,1.46265867,-1.46265867
-5.34567284,3.30403481,-3.30403481,0.00251155,-0.00251155,0.41077760,-0.41077760,0.95532804,-0.95532804,0.60699596,-0.60699596,0.58208386,-0.58208386,0.73525352,-0.73525352,0.02871317,-0.02871317,1.48272298,-1.48272298
