energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.37568784,0.58835025,0.33480901,0.24269634,0.00039191,0.06663506,0.11093322,0.02888740,0.00121313,0.23186341
-5.36968484,0.57979539,0.31689250,0.23515910,0.00049189,0.05974267,0.10796874,0.03053513,0.00118115,0.23629962
-5.36368184,0.57687374,0.30085944,0.23018016,0.00061428,0.05338637,0.10569640,0.03257682,0.00115795,0.24287108
-5.35767884,0.57986321,0.28697282,0.22782789,0.00076280,0.04759493,0.10419518,0.03503388,0.00114432,0.25170886
-5.35167584,0.58893832,0.27543962,0.22812674,0.00094150,0.04238790,0.10352943,0.03792324,0.00114094,0.26290103
-5.34567284,0.60416076,0.26640770,0.23105508,0.00115477,0.03777585,0.10374651,0.04125647,0.00114835,0.27648668
-5.33966983,0.62547434,0.25996490,0.23654480,0.00140727,0.03376114,0.10487537,0.04503883,0.00116689,0.29245180
-5.33366683,0.65270435,0.25614022,0.24448278,0.00170380,0.03033880,0.10692592,0.04926878,0.00119673,0.31072715
-5.32766383,0.68556150,0.25490701,0.25471406,0.00204925,0.02749780,0.10988936,0.05393747,0.00123784,0.33118844
-5.32166083,0.72365026,0.25618796,0.26704669,0.00244845,0.02522228,0.11373925,0.05902864,0.00128998,0.35365867
-5.31565783,0.76648148,0.25986158,0.28125811,0.00290596,0.02349293,0.11843351,0.06451867,0.00135273,0.37791292
-5.30965483,0.81348881,0.26577005,0.29710285,0.00342600,0.02228829,0.12391708,0.07037694,0.00142550,0.40368519
-5.30365183,0.86404862,0.27372797,0.31432141,0.00401214,0.02158596,0.13012522,0.07656640,0.00150756,0.43067731
-5.29764882,0.91750267,0.28353193,0.33264997,0.00466719,0.02136371,0.13698729,0.08304433,0.00159807,0.45856960
-5.29164582,0.97318286,0.29497035,0.35183062,0.00539297,0.02160035,0.14443100,0.08976342,0.00169614,0.48703291
-5.28564282,1.03043715,0.30783344,0.37162186,0.00619010,0.02227650,0.15238667,0.09667286,0.00180083,0.51574164
-5.27963982,1.08865578,0.32192291,0.39180882,0.00705784,0.02337507,0.16079170,0.10371973,0.00191125,0.54438719
-5.27363682,1.14729681,0.33706107,0.41221291,0.00799397,0.02488158,0.16959472,0.11085034,0.00202657,0.57269145
-5.26763382,1.20590974,0.35309905,0.43270050,0.00899466,0.02678428,0.17875953,0.11801176,0.00214612,0.60041953
-5.26163082,1.26415645,0.36992387,0.45319003,0.01005444,0.02907403,0.18826835,0.12515317,0.00226939,0.62739143
-5.25562781,1.32182831,0.38746404,0.47365742,0.01116623,0.03174411,0.19812455,0.13222739,0.00239617,0.65349189
-5.24962481,1.37885857,0.40569349,0.49413924,0.01232138,0.03478975,0.20835432,0.13919207,0.00252650,0.67867805
-5.24362181,1.43532940,0.42463365,0.51473349,0.01350989,0.03820765,0.21900752,0.14601097,0.00266084,0.70298437
-5.23761881,1.49147287,0.44435347,0.53559772,0.01472059,0.04199528,0.23015724,0.15265486,0.00280003,0.72652463
-5.23161581,1.54766560,0.46496737,0.55694448,0.01594146,0.04615023,0.24189835,0.15910233,0.00294538,0.74949059
-5.22561281,1.60441690,0.48663098,0.57903406,0.01715995,0.05066939,0.25434471,0.16534028,0.00309872,0.77214724
-5.21960980,1.66235057,0.50953487,0.60216471,0.01836344,0.05554816,0.26762523,0.17136414,0.00326239,0.79482477
-5.21360680,1.72218073,0.53389617,0.62666057,0.01953958,0.06077966,0.28187882,0.17717781,0.00343928,0.81790726
-5.20760380,1.78468219,0.55994847,0.65285768,0.02067677,0.06635397,0.29724821,0.18279316,0.00363285,0.84181836
-5.20160080,1.85065648,0.58793011,0.68108855,0.02176454,0.07225735,0.31387306,0.18822940,0.00384708,0.86700448
-5.19559780,1.92089442,0.61807127,0.71166582,0.02279391,0.07847166,0.33188224,0.19351193,0.00408646,0.89391595
-5.18959480,1.99613656,0.65058023,0.74486571,0.02375772,0.08497373,0.35138587,0.19867098,0.00435592,0.92298672
-5.18359180,2.07703298,0.68562931,0.78091176,0.02465079,0.09173497,0.37246719,0.20373997,0.00466076,0.95461340
-5.17758879,2.16410383,0.72334088,0.81995970,0.02547006,0.09872107,0.39517460,0.20875359,0.00500652,0.98913434
-5.17158579,2.25770240,0.76377422,0.86208399,0.02621460,0.10589183,0.41951439,0.21374570,0.00539885,1.02680962
-5.16558279,2.35798196,0.80691349,0.90726670,0.02688547,0.11320121,0.44544433,0.21874715,0.00584337,1.06780272
-5.15957979,2.46486818,0.85265768,0.95538926,0.02748547,0.12059751,0.47286849,0.22378352,0.00634545,1.11216472
-5.15357679,2.57803829,0.90081280,1.00622748,0.02801887,0.12802380,0.50163376,0.22887296,0.00691004,1.15982164
-5.14757379,2.69690814,0.95108707,1.05945031,0.02849092,0.13541847,0.53152811,0.23402417,0.00754140,1.21056587
-5.14157079,2.82062822,1.00308922,1.11462226,0.02890745,0.14271602,0.56228103,0.23923460,0.00824292,1.26405185
-5.13556778,2.94808908,1.05633050,1.17120991,0.02927427,0.14984795,0.59356617,0.24448912,0.00901685,1.31979671
-5.12956478,3.07793652,1.11023028,1.22859193,0.02959676,0.15674394,0.62500624,0.24975905,0.00986409,1.37718599
-5.12356178,3.20859631,1.16412553,1.28607280,0.02987929,0.16333296,0.65618020,0.25500175,0.01078399,1.43548435
-5.11755878,3.33830806,1.21728386,1.34289937,0.03012491,0.16954468,0.68663248,0.26016085,0.01177418,1.49385127
-5.11155578,3.46516717,1.26891990,1.39828004,0.03033496,0.17531082,0.71588412,0.26516703,0.01283042,1.55136126
-5.10555278,3.58717359,1.31821456,1.45140565,0.03050889,0.18056655,0.74344530,0.26993949,0.01394650,1.60702789
-5.09954977,3.70228573,1.36433647,1.50147133,0.03064417,0.18525188,0.76882899,0.27438800,0.01511428,1.65983103
-5.09354677,3.80847758,1.40646496,1.54769864,0.03073639,0.18931298,0.79156510,0.27841548,0.01632365,1.70874607
-5.08754377,3.90379683,1.44381363,1.58935688,0.03077940,0.19270336,0.81121461,0.28192104,0.01756266,1.75277432
-5.08154077,3.98642180,1.47565365,1.62578295,0.03076566,0.19538492,0.82738304,0.28480335,0.01881774,1.79097318
-5.07553777,4.05471489,1.50133580,1.65639886,0.03068667,0.19732878,0.83973285,0.28696415,0.02007387,1.82248493
-5.06953477,4.10727039,1.52031042,1.68072630,0.03053345,0.19851588,0.84799401,0.28831186,0.02131495,1.84656313
-5.06353177,4.14295471,1.53214426,1.69839768,0.03029712,0.19893731,0.85197247,0.28876497,0.02252408,1.86259532
-5.05752876,4.16093760,1.53653380,1.70916329,0.02996942,0.19859436,0.85155607,0.28825519,0.02368406,1.87012130
-5.05152576,4.16071290,1.53331420,1.71289439,0.02954334,0.19749835,0.84671770,0.28673016,0.02477769,1.86884616
-5.04552276,4.14210841,1.52246366,1.70958227,0.02901353,0.19567014,0.83751548,0.28415556,0.02578832,1.85864763
-5.03951976,4.10528449,1.50410307,1.69933337,0.02837677,0.19313937,0.82409016,0.28051657,0.02670018,1.83957752
-5.03351676,4.05072193,1.47849094,1.68236103,0.02763227,0.18994358,0.80665969,0.27581865,0.02749885,1.81185734
-5.02751376,3.97919974,1.44601393,1.65897421,0.02678186,0.18612707,0.78551149,0.27008751,0.02817161,1.77586837
-5.02151076,3.89176427,1.40717355,1.62956395,0.02583005,0.18173968,0.76099250,0.26336838,0.02870775,1.73213678
-5.01550775,3.78969137,1.36256951,1.59458828,0.02478397,0.17683553,0.73349785,0.25572463,0.02909883,1.68131469
-5.00950475,3.67444328,1.31288072,1.55455630,0.02365317,0.17147165,0.70345834,0.24723575,0.02933888,1.62415792
-5.00350175,3.54762260,1.25884460,1.51001230,0.02244933,0.16570682,0.67132753,0.23799486,0.02942449,1.56150167
-4.99749875,3.41092523,1.20123582,1.46152051,0.02118586,0.15960029,0.63756894,0.22810589,0.02935485,1.49423513
-4.99149575,3.26609433,1.14084518,1.40965118,0.01987745,0.15321083,0.60264373,0.21768051,0.02913172,1.42327612
-4.98549275,3.11487716,1.07845949,1.35496846,0.01853959,0.14659581,0.56699960,0.20683501,0.02875930,1.34954684
-4.97948974,2.95898620,1.01484330,1.29802037,0.01718803,0.13981053,0.53106097,0.19568728,0.02824411,1.27395145
-4.97348674,2.80006586,0.95072289,1.23933115,0.01583832,0.13290767,0.49522095,0.18435389,0.02759470,1.19735646
-4.96748374,2.63966541,0.88677309,1.17939597,0.01450531,0.12593706,0.45983516,0.17294758,0.02682142,1.12057424
-4.96148074,2.47921869,0.82360705,1.11867790,0.01320281,0.11894547,0.42521753,0.16157506,0.02593616,1.04435006
-4.95547774,2.32003042,0.76176927,1.05760688,0.01194316,0.11197665,0.39163790,0.15033527,0.02495196,0.96935286
-4.94947474,2.16326891,0.70173156,0.99658045,0.01073708,0.10507151,0.35932157,0.13931807,0.02388277,0.89616966
-4.94347174,2.00996457,0.64389199,0.93596582,0.00959342,0.09826829,0.32845028,0.12860348,0.02274310,0.82530329
-4.93746873,1.86101330,0.58857639,0.87610280,0.00851909,0.09160294,0.29916470,0.11826127,0.02154769,0.75717327
-4.93146573,1.71718390,0.53604197,0.81730735,0.00751910,0.08510941,0.27156787,0.10835103,0.02031128,0.69211929
-4.92546273,1.57912850,0.48648280,0.75987515,0.00659655,0.07882003,0.24572953,0.09892260,0.01904829,0.63040673
-4.91945973,1.44739503,0.44003648,0.70408518,0.00575280,0.07276581,0.22169088,0.09001675,0.01777263,0.57223387
-4.91345673,1.32244069,0.39679176,0.65020276,0.00498762,0.06697677,0.19946964,0.08166617,0.01649746,0.51774000
-4.90745373,1.20464590,0.35679649,0.59848211,0.00429942,0.06148220,0.17906506,0.07389654,0.01523505,0.46701426
-4.90145073,1.09432774,0.32006565,0.54916828,0.00368542,0.05631082,0.16046277,0.06672774,0.01399659,0.42010445
-4.89544772,0.99175267,0.28658916,0.50249839,0.00314195,0.05149101,0.14363925,0.06017511,0.01279214,0.37702576
-4.88944472,0.89714794,0.25633908,0.45870234,0.00266464,0.04705085,0.12856587,0.05425066,0.01163052,0.33776882
-4.88344172,0.81071163,0.22927611,0.41800295,0.00224864,0.04301821,0.11521227,0.04896419,0.01051926,0.30230717
-4.87743872,0.73262108,0.20535526,0.38061576,0.00188885,0.03942072,0.10354926,0.04432439,0.00946460,0.27060369
-4.87143572,0.66303972,0.18453050,0.34674849,0.00158006,0.03628576,0.09355098,0.04033964,0.00847147,0.24261616
-4.86543272,0.60212223,0.16675838,0.31660033,0.00131714,0.03364030,0.08519652,0.03701882,0.00754356,0.21830170
-4.85942971,0.55001815,0.15200072,0.29036106,0.00109513,0.03151072,0.07847079,0.03437175,0.00668336,0.19762024
-4.85342671,0.50687380,0.14022617,0.26821013,0.00090938,0.02992259,0.07336494,0.03240954,0.00589222,0.18053687
-4.84742371,0.47283272,0.13141077,0.25031559,0.00075557,0.02890024,0.06987609,0.03114468,0.00517045,0.16702330
-4.84142071,0.44803446,0.12553764,0.23683290,0.00062979,0.02846638,0.06800657,0.03059086,0.00451742,0.15705821
-4.83541771,0.43261179,0.12259566,0.22790355,0.00052857,0.02864145,0.06776270,0.03076262,0.00393167,0.15062682
-4.82941471,0.42668645,0.12257738,0.22365351,0.00044888,0.02944294,0.06915300,0.03167474,0.00341105,0.14771956
-4.82341171,0.43036337,0.12547618,0.22419127,0.00038813,0.03088461,0.07218619,0.03334145,0.00295278,0.14832992
-4.81740870,0.44372355,0.13128281,0.22960572,0.00034414,0.03297550,0.07686868,0.03577546,0.00255362,0.15245171
-4.81140570,0.46681580,0.13998144,0.23996364,0.00031514,0.03571898,0.08320200,0.03898677,0.00220998,0.16007569
-4.80540270,0.49964775,0.15154544,0.25530694,0.00029973,0.03911168,0.09117999,0.04298152,0.00191800,0.17118581
-4.79939970,0.54217626,0.16593297,0.27564992,0.00029686,0.04314242,0.10078605,0.04776064,0.00167364,0.18575522
-4.79339670,0.59429804,0.18308277,0.30097640,0.00030576,0.04779123,0.11199044,0.05331864,0.00147281,0.20374220
-4.78739370,0.65584085,0.20291026,0.33123725,0.00032592,0.05302849,0.12474795,0.05964240,0.00131141,0.22508625
-4.78139070,0.72655596,0.22530420,0.36634831,0.00035707,0.05881426,0.13899593,0.06671015,0.00118542,0.24970463
-4.77538769,0.80611250,0.25012428,0.40618914,0.00039910,0.06509788,0.15465286,0.07449070,0.00109092,0.27748946
-4.76938469,0.89409432,0.27719965,0.45060264,0.00045205,0.07181793,0.17161769,0.08294293,0.00102417,0.30830569
-4.76338169,0.98999980,0.30632882,0.49939589,0.00051605,0.07890260,0.18976993,0.09201562,0.00098162,0.34199010
-4.75737869,1.09324504,0.33728082,0.55234230,0.00059129,0.08627046,0.20897059,0.10164773,0.00095994,0.37835136
-4.75137569,1.20317058,0.36979788,0.60918506,0.00067796,0.09383176,0.22906411,0.11176905,0.00095606,0.41717145
-4.74537269,1.31905162,0.40359950,0.66964186,0.00077623,0.10149018,0.24988112,0.12230125,0.00096716,0.45820820
-4.73936968,1.44011147,0.43838787,0.73341076,0.00088616,0.10914499,0.27124201,0.13315939,0.00099073,0.50119897
-4.73336668,1.56553769,0.47385435,0.80017687,0.00100774,0.11669368,0.29296123,0.14425368,0.00102452,0.54586539
-4.72736368,1.69450018,0.50968698,0.86961948,0.00114078,0.12403478,0.31485214,0.15549158,0.00106661,0.59191873
-4.72136068,1.82617031,0.54557835,0.94141924,0.00128491,0.13107103,0.33673212,0.16678002,0.00111537,0.63906576
-4.71535768,1.95973994,0.58123372,1.01526478,0.00143953,0.13771247,0.35842775,0.17802775,0.00116954,0.68701470
-4.70935468,2.09443925,0.61637883,1.09085836,0.00160381,0.14387957,0.37977985,0.18914757,0.00122819,0.73548083
-4.70335168,2.22955222,0.65076704,1.16792000,0.00177668,0.14950609,0.40064797,0.20005842,0.00129074,0.78419154
-4.69734867,2.36442871,0.68418537,1.24618976,0.00195680,0.15454157,0.42091425,0.21068725,0.00135699,0.83289027
-4.69134567,2.49849243,0.71645905,1.32542773,0.00214257,0.15895339,0.44048623,0.22097040,0.00142713,0.88133931
-4.68534267,2.63124394,0.74745448,1.40541176,0.00233217,0.16272809,0.45929868,0.23085464,0.00150171,0.92932108
-4.67933967,2.76225879,0.77708022,1.48593281,0.00252357,0.16587213,0.47731408,0.24029763,0.00158169,0.97663789
-4.67333667,2.89118050,0.80528612,1.56678820,0.00271459,0.16841175,0.49452191,0.24926793,0.00166838,1.02311028
-4.66733367,3.01770914,0.83206053,1.64777320,0.00290291,0.17039216,0.51093662,0.25774450,0.00176346,1.06857390
-4.66133067,3.14158608,0.85742588,1.72867132,0.00308620,0.17187587,0.52659450,0.26571567,0.00186894,1.11287543
-4.65532766,3.26257612,0.88143280,1.80924429,0.00326211,0.17294038,0.54154953,0.27317787,0.00198709,1.15586773
-4.64932466,3.38044824,0.90415317,1.88922220,0.00342842,0.17367522,0.55586847,0.28013394,0.00212046,1.19740467
-4.64332166,3.49495648,0.92567259,1.96829491,0.00358305,0.17417849,0.56962542,0.28659139,0.00227174,1.23733618
