energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,2.73001763,1.26672856,1.26874123,0.00774893,0.37838273,0.47199432,0.08096071,0.00933954,0.87554847
-5.99399700,2.79498690,1.34611998,1.29126366,0.00729857,0.39284833,0.48395837,0.08366925,0.00899788,0.89285718
-5.98799400,2.85875420,1.42992660,1.31077730,0.00686627,0.40697553,0.49585010,0.08651684,0.00872544,0.91063019
-5.98199100,2.92111883,1.51771711,1.32725846,0.00645346,0.42068255,0.50767595,0.08949057,0.00851930,0.92885126
-5.97598799,2.98190367,1.60890947,1.34076593,0.00606145,0.43389615,0.51943405,0.09257415,0.00837593,0.94748584
-5.96998499,3.04093919,1.70276348,1.35143445,0.00569146,0.44655066,0.53110836,0.09574744,0.00829126,0.96647371
-5.96398199,3.09804588,1.79837903,1.35946448,0.00534456,0.45858641,0.54266365,0.09898616,0.00826079,0.98572257
-5.95797899,3.15301690,1.89470098,1.36510887,0.00502178,0.46994768,0.55404152,0.10226188,0.00827966,1.00510317
-5.95197599,3.20560283,1.99053139,1.36865748,0.00472403,0.48058047,0.56515817,0.10554228,0.00834272,1.02444679
-5.94597299,3.25550002,2.08454960,1.37042046,0.00445220,0.49043031,0.57590390,0.10879173,0.00844464,1.04354522
-5.93996998,3.30234410,2.17534007,1.37071138,0.00420714,0.49944040,0.58614470,0.11197221,0.00858004,1.06215390
-5.93396698,3.34570953,2.26142730,1.36983107,0.00398972,0.50755012,0.59572590,0.11504453,0.00874359,1.07999806
-5.92796398,3.38511583,2.34131702,1.36805315,0.00380085,0.51469431,0.60447771,0.11796984,0.00893017,1.09678175
-5.92196098,3.42004043,2.41354191,1.36561194,0.00364154,0.52080334,0.61222245,0.12071132,0.00913498,1.11219944
-5.91595798,3.44993771,2.47671021,1.36269341,0.00351295,0.52580397,0.61878301,0.12323598,0.00935377,1.12594961
-5.90995498,3.47426315,2.52955482,1.35942949,0.00341643,0.52962109,0.62399213,0.12551648,0.00958292,1.13774952
-5.90395198,3.49250125,2.57098075,1.35589597,0.00335357,0.53218029,0.62770189,0.12753289,0.00981964,1.14735033
-5.89794897,3.50419555,2.60010837,1.35211392,0.00332622,0.53341105,0.62979279,0.12927415,0.01006210,1.15455168
-5.89194597,3.50897885,2.61631032,1.34805449,0.00333653,0.53325041,0.63018195,0.13073928,0.01030955,1.15921475
-5.88594297,3.50660165,2.61924003,1.34364662,0.00338692,0.53164697,0.62882983,0.13193821,0.01056244,1.16127300
-5.87993997,3.49695725,2.60885042,1.33878723,0.00348012,0.52856498,0.62574507,0.13289204,0.01082241,1.16073991
-5.87393697,3.48010172,2.58540138,1.33335337,0.00361908,0.52398825,0.62098711,0.13363290,0.01109238,1.15771306
-5.86793397,3.45626766,2.54945591,1.32721541,0.00380691,0.51792370,0.61466650,0.13420315,0.01137648,1.15237438
-5.86193097,3.42587092,2.50186465,1.32025101,0.00404681,0.51040448,0.60694273,0.13465422,0.01167998,1.14498642
-5.85592796,3.38950986,2.44373978,1.31235887,0.00434194,0.50149223,0.59801978,0.13504483,0.01200913,1.13588475
-5.84992496,3.34795726,2.37641929,1.30347180,0.00469525,0.49127870,0.58813967,0.13543889,0.01237102,1.12546695
-5.84392196,3.30214535,2.30142351,1.29356855,0.00510939,0.47988640,0.57757429,0.13590318,0.01277329,1.11417871
-5.83791896,3.25314465,2.22040580,1.28268389,0.00558645,0.46746833,0.56661595,0.13650466,0.01322388,1.10249770
-5.83191596,3.20213791,2.13509984,1.27091641,0.00612783,0.45420680,0.55556726,0.13730792,0.01373070,1.09091614
-5.82591296,3.15039017,2.04726571,1.25843388,0.00673406,0.44031136,0.54473072,0.13837256,0.01430127,1.07992286
-5.81990995,3.09921640,1.95863723,1.24547572,0.00740459,0.42601586,0.53439868,0.13975085,0.01494236,1.06998570
-5.81390695,3.04994786,1.87087254,1.23235254,0.00813764,0.41157468,0.52484393,0.14148560,0.01565964,1.06153507
-5.80790395,3.00389855,1.78550989,1.21944253,0.00893009,0.39725830,0.51631153,0.14360848,0.01645726,1.05494935
-5.80190095,2.96233261,1.70393001,1.20718474,0.00977737,0.38334819,0.50901202,0.14613875,0.01733756,1.05054271
-5.79589795,2.92643369,1.62732605,1.19606935,0.01067338,0.37013115,0.50311629,0.14908254,0.01830071,1.04855567
-5.78989495,2.89727675,1.55668182,1.18662502,0.01161048,0.35789328,0.49875219,0.15243253,0.01934452,1.04914878
-5.78389195,2.87580286,1.49275839,1.17940366,0.01257955,0.34691348,0.49600286,0.15616828,0.02046418,1.05239931
-5.77788894,2.86279720,1.43608868,1.17496297,0.01357007,0.33745683,0.49490663,0.16025686,0.02165219,1.05830099
-5.77188594,2.85887041,1.38697973,1.17384715,0.01457023,0.32976781,0.49545852,0.16465401,0.02289834,1.06676646
-5.76588294,2.86444331,1.34552147,1.17656646,0.01556718,0.32406360,0.49761279,0.16930557,0.02418973,1.07763225
-5.75987994,2.87973494,1.31160121,1.18357621,0.01654723,0.32052754,0.50128652,0.17414919,0.02551100,1.09066567
-5.75387694,2.90475392,1.28492252,1.19525588,0.01749615,0.31930306,0.50636388,0.17911617,0.02684455,1.10557333
-5.74787394,2.93929313,1.26502738,1.21188919,0.01839948,0.32048806,0.51270070,0.18413338,0.02817093,1.12201075
-5.74187094,2.98292777,1.25132062,1.23364598,0.01924289,0.32413019,0.52012928,0.18912522,0.02946925,1.13959251
-5.73586793,3.03501691,1.24309534,1.26056652,0.02001251,0.33022305,0.52846299,0.19401542,0.03071774,1.15790269
-5.72986493,3.09470872,1.23955880,1.29254923,0.02069526,0.33870359,0.53750074,0.19872871,0.03189429,1.17650511
-5.72386193,3.16094956,1.23985772,1.32934237,0.02127927,0.34945089,0.54703098,0.20319231,0.03297704,1.19495307
-5.71785893,3.23249729,1.24310274,1.37054027,0.02175410,0.36228647,0.55683539,0.20733719,0.03394504,1.21279852
-5.71185593,3.30793890,1.24839139,1.41558468,0.02211108,0.37697627,0.56669204,0.21109903,0.03477885,1.22960026
-5.70585293,3.38571261,1.25482954,1.46377131,0.02234354,0.39323431,0.57637823,0.21441903,0.03546109,1.24493145
-5.69984992,3.46413459,1.26155104,1.51426181,0.02244695,0.41072810,0.58567303,0.21724442,0.03597693,1.25838603
-5.69384692,3.54143005,1.26773551,1.56610094,0.02241909,0.42908575,0.59435955,0.21952881,0.03631461,1.26958452
-5.68784392,3.61576848,1.27262427,1.61823862,0.02226009,0.44790454,0.60222722,0.22123237,0.03646569,1.27817895
-5.68184092,3.68530249,1.27553435,1.66955621,0.02197241,0.46676087,0.60907401,0.22232186,0.03642533,1.28385719
-5.67583792,3.74820945,1.27587063,1.71889635,0.02156075,0.48522123,0.61470875,0.22277069,0.03619238,1.28634682
-5.66983492,3.80273505,1.27313594,1.76509529,0.02103193,0.50285388,0.61895372,0.22255878,0.03576939,1.28541850
-5.66383192,3.84723752,1.26693913,1.80701657,0.02039471,0.51924086,0.62164731,0.22167261,0.03516246,1.28088909
-5.65782891,3.88023117,1.25700094,1.84358497,0.01965950,0.53398983,0.62264701,0.22010512,0.03438105,1.27262445
-5.65182591,3.90042778,1.24315763,1.87381932,0.01883810,0.54674537,0.62183243,0.21785578,0.03343761,1.26054189
-5.64582291,3.90677430,1.22536203,1.89686293,0.01794339,0.55719934,0.61910848,0.21493067,0.03234718,1.24461233
-5.63981991,3.89848530,1.20368220,1.91201041,0.01698896,0.56509970,0.61440838,0.21134253,0.03112696,1.22486200
-5.63381691,3.87506883,1.17829728,1.91872984,0.01598880,0.57025762,0.60769648,0.20711094,0.02979572,1.20137355
-5.62781391,3.83634426,1.14949071,1.91667929,0.01495698,0.57255253,0.59897062,0.20226241,0.02837337,1.17428648
-5.62181091,3.78245125,1.11764085,1.90571695,0.01390725,0.57193472,0.58826397,0.19683044,0.02688034,1.14379658
-5.61580790,3.71384906,1.08320901,1.88590452,0.01285284,0.56842563,0.57564597,0.19085551,0.02533713,1.11015438
-5.60980490,3.63130580,1.04672523,1.85750360,0.01180614,0.56211563,0.56122239,0.18438492,0.02376380,1.07366232
-5.60380190,3.53587788,1.00877201,1.82096515,0.01077848,0.55315944,0.54513439,0.17747251,0.02217959,1.03467059
-5.59779890,3.42887995,0.96996659,1.77691267,0.00977997,0.54176932,0.52755626,0.17017812,0.02060252,0.99357161
-5.59179590,3.31184638,0.93094203,1.72611946,0.00881938,0.52820646,0.50869218,0.16256691,0.01904909,0.95079301
-5.58579290,3.18648553,0.89232782,1.66948122,0.00790402,0.51277077,0.48877174,0.15470846,0.01753409,0.90678936
-5.57978989,3.05462851,0.85473059,1.60798499,0.00703974,0.49578966,0.46804445,0.14667560,0.01607040,0.86203274
-5.57378689,2.91817433,0.81871548,1.54267577,0.00623093,0.47760615,0.44677338,0.13854313,0.01466893,0.81700230
-5.56778389,2.77903351,0.78478886,1.47462222,0.00548059,0.45856693,0.42522816,0.13038638,0.01333855,0.77217326
-5.56178089,2.63907251,0.75338300,1.40488288,0.00479035,0.43901085,0.40367750,0.12227963,0.01208615,0.72800562
-5.55577789,2.50006092,0.72484323,1.33447423,0.00416068,0.41925822,0.38238172,0.11429453,0.01091668,0.68493300
-5.54977489,2.36362370,0.69941798,1.26434194,0.00359093,0.39960143,0.36158537,0.10649856,0.00983327,0.64335207
-5.54377189,2.23120016,0.67725220,1.19533625,0.00307953,0.38029723,0.34151043,0.09895354,0.00883736,0.60361305
-5.53776888,2.10401127,0.65838435,1.12819251,0.00262415,0.36156083,0.32235023,0.09171431,0.00792884,0.56601148
-5.53176588,1.98303633,0.64274704,1.06351726,0.00222184,0.34356214,0.30426454,0.08482765,0.00710626,0.53078199
-5.52576288,1.86899977,0.63017145,1.00178039,0.00186917,0.32642405,0.28737585,0.07833146,0.00636699,0.49809395
-5.51975988,1.76236831,0.62039516,0.94331320,0.00156240,0.31022281,0.27176713,0.07225423,0.00570739,0.46804950
-5.51375688,1.66335806,0.61307335,0.88831222,0.00129761,0.29499032,0.25748110,0.06661484,0.00512303,0.44068400
-5.50775388,1.57195110,0.60779275,0.83684821,0.00107081,0.28071812,0.24452107,0.06142275,0.00460884,0.41596882
-5.50175088,1.48792019,0.60408793,0.78887963,0.00087805,0.26736280,0.23285325,0.05667845,0.00415928,0.39381648
-5.49574787,1.41086032,0.60145920,0.74426968,0.00071550,0.25485239,0.22241042,0.05237423,0.00376852,0.37408779
-5.48974487,1.34022542,0.59939157,0.70280579,0.00057952,0.24309353,0.21309684,0.04849531,0.00343060,0.35660085
-5.48374187,1.27536824,0.59737388,0.66422067,0.00046671,0.23197887,0.20479403,0.04502106,0.00313955,0.34114142
-5.47773887,1.21558163,0.59491745,0.62821367,0.00037396,0.22139436,0.19736730,0.04192646,0.00288949,0.32747422
-5.47173587,1.16013931,0.59157356,0.59447145,0.00029846,0.21122614,0.19067256,0.03918366,0.00267482,0.31535470
-5.46573287,1.10833435,0.58694898,0.56268723,0.00023771,0.20136673,0.18456328,0.03676351,0.00249021,0.30454082
-5.45972986,1.05951390,0.58071916,0.53257758,0.00018958,0.19172020,0.17889716,0.03463718,0.00233079,0.29480425
-5.45372686,1.01310880,0.57263845,0.50389640,0.00015222,0.18220625,0.17354225,0.03277755,0.00219213,0.28594069
-5.44772386,0.96865724,0.56254707,0.47644558,0.00012413,0.17276303,0.16838237,0.03116052,0.00207030,0.27777870
-5.44172086,0.92582168,0.55037480,0.45008213,0.00010413,0.16334877,0.16332153,0.02976616,0.00196194,0.27018695
-5.43571786,0.88439894,0.53614110,0.42472186,0.00009134,0.15394211,0.15828719,0.02857953,0.00186424,0.26307937
-5.42971486,0.84432332,0.51995199,0.40033957,0.00008520,0.14454145,0.15323239,0.02759135,0.00177495,0.25641827
-5.42371186,0.80566320,0.50199377,0.37696635,0.00008546,0.13516326,0.14813659,0.02679832,0.00169235,0.25021516
-5.41770885,0.76861166,0.48252416,0.35468404,0.00009215,0.12583967,0.14300530,0.02620320,0.00161524,0.24452946
-5.41170585,0.73347193,0.46186112,0.33361766,0.00010565,0.11661554,0.13786864,0.02581464,0.00154290,0.23946498
-5.40570285,0.70063856,0.44036996,0.31392614,0.00012663,0.10754508,0.13277878,0.02564670,0.00147500,0.23516458
-5.39969985,0.67057538,0.41844939,0.29579196,0.00015612,0.09868854,0.12780661,0.02571817,0.00141161,0.23180310
-5.39369685,0.64379136,0.39651699,0.27941031,0.00019547,0.09010875,0.12303778,0.02605174,0.00135307,0.22957893
-5.38769385,0.62081528,0.37499479,0.26497811,0.00024641,0.08186808,0.11856816,0.02667293,0.00129996,0.22870446
-5.38169085,0.60217046,0.35429535,0.25268355,0.00031106,0.07402565,0.11449921,0.02760894,0.00125303,0.22939602
