energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,2.20007172,-2.72991032,0.01145296,-0.01661372,0.00000000,-0.00000000,0.56096704,-1.45102701,0.77307615,-0.52950894,0.01800357,-0.01561472,0.36558806,-0.40928987,0.02355440,-0.02313566,0.86244197,-1.26203226
-5.89794897,2.11305026,-2.62863914,0.01120571,-0.01632723,0.00000000,-0.00000000,0.53145172,-1.38987652,0.73812303,-0.50173250,0.01783356,-0.01561320,0.34233894,-0.38120477,0.02332713,-0.02295741,0.83942943,-1.23247268
-5.89194597,2.02248098,-2.52638153,0.01092656,-0.01600243,0.00000000,-0.00000000,0.50198739,-1.32586860,0.70199051,-0.47529843,0.01758845,-0.01561341,0.31906385,-0.35386618,0.02301483,-0.02275715,0.81436033,-1.20103089
-5.88594297,1.92920462,-2.42421603,0.01061559,-0.01564483,0.00000000,-0.00000000,0.47285283,-1.25980787,0.66509862,-0.45037092,0.01726897,-0.01561837,0.29610163,-0.32748182,0.02261630,-0.02254205,0.78731237,-1.16816591
-5.87993997,1.83412969,-2.32318082,0.01027381,-0.01526026,0.00000000,-0.00000000,0.44434002,-1.19249193,0.62787795,-0.42709386,0.01687705,-0.01563059,0.27377889,-0.30224107,0.02213199,-0.02231901,0.75841884,-1.13433587
-5.87393697,1.73821257,-2.22426345,0.00990309,-0.01485470,0.00000000,-0.00000000,0.41674504,-1.12469519,0.59076124,-0.40559391,0.01641582,-0.01565199,0.25240263,-0.27831470,0.02156405,-0.02209457,0.72786574,-1.09999038
-5.86793397,1.64243698,-2.12839183,0.00950612,-0.01443423,0.00000000,-0.00000000,0.39035943,-1.05715423,0.55417491,-0.38598333,0.01588948,-0.01568391,0.23225393,-0.25585485,0.02091630,-0.02187485,0.69588727,-1.06556356
-5.86193097,1.54779286,-2.03642639,0.00908632,-0.01400484,0.00000000,-0.00000000,0.36546236,-0.99055523,0.51853098,-0.36836238,0.01530331,-0.01572714,0.21358275,-0.23499516,0.02019424,-0.02166545,0.66275965,-1.03146781
-5.85592796,1.45525549,-1.94915336,0.00864776,-0.01357237,0.00000000,-0.00000000,0.34231360,-0.92552361,0.48421933,-0.35282115,0.01466352,-0.01578192,0.19660399,-0.21585099,0.01940488,-0.02147139,0.62879373,-0.99808842
-5.84992496,1.36576495,-1.86727937,0.00819501,-0.01314239,0.00000000,-0.00000000,0.32114744,-0.86261641,0.45160054,-0.33944081,0.01397714,-0.01584801,0.18149459,-0.19851985,0.01855661,-0.02129712,0.59432638,-0.96577898
-5.84392196,1.28020646,-1.79142710,0.00773303,-0.01272012,0.00000000,-0.00000000,0.30216752,-0.80231720,0.42099945,-0.32829409,0.01325186,-0.01592472,0.16839177,-0.18308199,0.01765903,-0.02114644,0.55971117,-0.93485760
-5.83791896,1.19939198,-1.72213203,0.00726699,-0.01231033,0.00000000,-0.00000000,0.28554246,-0.74503373,0.39269942,-0.31944526,0.01249587,-0.01601100,0.15739219,-0.16960108,0.01672264,-0.02102246,0.52530863,-0.90560391
-5.83191596,1.12404322,-1.65984026,0.00680212,-0.01191728,0.00000000,-0.00000000,0.27140235,-0.69109794,0.36693754,-0.31294943,0.01171767,-0.01610547,0.14855190,-0.15812512,0.01575860,-0.02092757,0.49147634,-0.87825668
-5.82591296,1.05477666,-1.60490716,0.00634363,-0.01154469,0.00000000,-0.00000000,0.25983605,-0.64076836,0.34390071,-0.30885142,0.01092591,-0.01620648,0.14188692,-0.14868741,0.01477844,-0.02086339,0.45855937,-0.85301212
-5.81990995,0.99209073,-1.55759692,0.00589646,-0.01119566,0.00000000,-0.00000000,0.25088915,-0.59423428,0.32372270,-0.30718428,0.01012914,-0.01631213,0.13737446,-0.14130770,0.01379372,-0.02083071,0.42688127,-0.83002271
-5.81390695,0.93635559,-1.51808281,0.00546526,-0.01087267,0.00000000,-0.00000000,0.24456262,-0.55162153,0.30648233,-0.30796749,0.00933570,-0.01642029,0.13495452,-0.13599336,0.01281576,-0.02082949,0.39673596,-0.80939644
-5.80790395,0.88780572,-1.48644808,0.00505421,-0.01057752,0.00000000,-0.00000000,0.24081226,-0.51299928,0.29220266,-0.31120513,0.00855346,-0.01652865,0.13453182,-0.13274064,0.01185533,-0.02085872,0.36838088,-0.79119656
-5.80190095,0.84653572,-1.46268747,0.00466698,-0.01031136,0.00000000,-0.00000000,0.23954883,-0.47838748,0.28085142,-0.31688400,0.00778973,-0.01663464,0.13597817,-0.13153585,0.01092241,-0.02091645,0.34203152,-0.77544178
-5.79589795,0.81249952,-1.44670930,0.00430663,-0.01007466,0.00000000,-0.00000000,0.24063903,-0.44776455,0.27234251,-0.32497190,0.00705108,-0.01673547,0.13913510,-0.13235644,0.01002596,-0.02099972,0.31785750,-0.76210684
-5.78989495,0.78551319,-1.43833809,0.00397559,-0.00986725,0.00000000,-0.00000000,0.24390733,-0.42107477,0.26653881,-0.33541614,0.00634325,-0.01682810,0.14381683,-0.13517198,0.00917375,-0.02110455,0.29598043,-0.75112360
-5.78389195,0.76526145,-1.43731767,0.00367566,-0.00968830,0.00000000,-0.00000000,0.24913882,-0.39823528,0.26325611,-0.34814226,0.00567109,-0.01690922,0.14981361,-0.13994475,0.00837222,-0.02122594,0.27647346,-0.74238271
-5.77788894,0.75130794,-1.44331490,0.00340797,-0.00953639,0.00000000,-0.00000000,0.25608298,-0.37914209,0.26226825,-0.36305324,0.00503847,-0.01697525,0.15689552,-0.14663021,0.00762644,-0.02135794,0.25936253,-0.73573585
-5.77188594,0.74310915,-1.45592391,0.00317309,-0.00940953,0.00000000,-0.00000000,0.26445859,-0.36367517,0.26331347,-0.38002892,0.00444829,-0.01702231,0.16481664,-0.15517687,0.00694006,-0.02149367,0.24462935,-0.73099867
-5.76588294,0.74003166,-1.47467084,0.00297100,-0.00930525,0.00000000,-0.00000000,0.27395963,-0.35170227,0.26610163,-0.39892593,0.00390253,-0.01704633,0.17331976,-0.16552591,0.00631536,-0.02162550,0.23221572,-0.72795443
-5.75987994,0.74137249,-1.49901915,0.00280124,-0.00922061,0.00000000,-0.00000000,0.28426215,-0.34308160,0.27032255,-0.41957788,0.00340223,-0.01704300,0.18214147,-0.17761028,0.00575334,-0.02174517,0.22202929,-0.72635850
-5.75387694,0.74638199,-1.52837542,0.00266293,-0.00915233,0.00000000,-0.00000000,0.29503204,-0.33766318,0.27565493,-0.44179589,0.00294760,-0.01700796,0.19101772,-0.19135328,0.00525382,-0.02184398,0.21395028,-0.72594343
-5.74787394,0.75428855,-1.56209554,0.00255491,-0.00909683,0.00000000,-0.00000000,0.30593339,-0.33528913,0.28177587,-0.46536944,0.00253812,-0.01693682,0.19968959,-0.20666686,0.00481562,-0.02191307,0.20783904,-0.72642487
-5.74187094,0.76432460,-1.59949131,0.00247582,-0.00905036,0.00000000,-0.00000000,0.31663745,-0.33579292,0.28837064,-0.49006747,0.00217261,-0.01682533,0.20790944,-0.22344946,0.00443673,-0.02194366,0.20354409,-0.72750795
-5.73586793,0.77575282,-1.63983728,0.00242419,-0.00900910,0.00000000,-0.00000000,0.32683155,-0.33899785,0.29514243,-0.51563961,0.00184940,-0.01666956,0.21544685,-0.24158366,0.00411454,-0.02192732,0.20091042,-0.72889411
-5.72986493,0.78789194,-1.68237784,0.00239858,-0.00896923,0.00000000,-0.00000000,0.33622804,-0.34471493,0.30182184,-0.54181772,0.00156639,-0.01646599,0.22209466,-0.26093371,0.00384598,-0.02185630,0.19978767,-0.73028817
-5.72386193,0.80014103,-1.72633439,0.00239763,-0.00892707,0.00000000,-0.00000000,0.34457262,-0.35274048,0.30817559,-0.56831755,0.00132122,-0.01621177,0.22767442,-0.28134315,0.00362783,-0.02172378,0.20003795,-0.73140528
-5.71785893,0.81200159,-1.77091272,0.00242019,-0.00887913,0.00000000,-0.00000000,0.35165187,-0.36285373,0.31401446,-0.59484073,0.00111140,-0.01590482,0.23204135,-0.30263270,0.00345682,-0.02152416,0.20154310,-0.73197774
-5.71185593,0.82309641,-1.81531044,0.00246535,-0.00882227,0.00000000,-0.00000000,0.35729964,-0.37481466,0.31919983,-0.62107691,0.00093440,-0.01554399,0.23508854,-0.32459865,0.00332990,-0.02125326,0.20421108,-0.73176116
-5.70585293,0.83318481,-1.85872451,0.00253253,-0.00875370,0.00000000,-0.00000000,0.36140191,-0.38836243,0.32364886,-0.64670637,0.00078777,-0.01512919,0.23675001,-0.34701203,0.00324439,-0.02090855,0.20798132,-0.73053998
-5.69984992,0.84217331,-1.90035910,0.00262151,-0.00867112,0.00000000,-0.00000000,0.36390016,-0.40321459,0.32733780,-0.67140295,0.00066926,-0.01466145,0.23700272,-0.36961858,0.00319810,-0.02048921,0.21282895,-0.72813191
-5.69384692,0.85012167,-1.93943370,0.00273247,-0.00857272,0.00000000,-0.00000000,0.36479273,-0.41906734,0.33030361,-0.69483753,0.00057691,-0.01414300,0.23586725,-0.39214005,0.00318950,-0.01999627,0.21876767,-0.72439138
-5.68784392,0.85724372,-1.97519159,0.00286599,-0.00845726,0.00000000,-0.00000000,0.36413446,-0.43559703,0.33264346,-0.71668203,0.00050912,-0.01357721,0.23340709,-0.41427659,0.00321781,-0.01943253,0.22585133,-0.71921163
-5.68184092,0.86390321,-2.00690894,0.00302308,-0.00832402,0.00000000,-0.00000000,0.36203434,-0.45246290,0.33451235,-0.73661404,0.00046476,-0.01296860,0.22972659,-0.43571059,0.00328306,-0.01880253,0.23417404,-0.71252566
-5.67583792,0.87060441,-2.03390437,0.00320508,-0.00817287,0.00000000,-0.00000000,0.35865149,-0.46931123,0.33611870,-0.75432196,0.00044322,-0.01232268,0.22496760,-0.45611191,0.00338615,-0.01811238,0.24386889,-0.70430589
-5.66983492,0.87797814,-2.05554914,0.00341372,-0.00800422,0.00000000,-0.00000000,0.35418941,-0.48578088,0.33771816,-0.76951079,0.00044445,-0.01164583,0.21930483,-0.47514432,0.00352891,-0.01736957,0.25510529,-0.69456264
-5.66383192,0.88676316,-2.07127783,0.00365099,-0.00781897,0.00000000,-0.00000000,0.34888902,-0.50150990,0.33960571,-0.78190823,0.00046907,-0.01094516,0.21294018,-0.49247319,0.00371403,-0.01658275,0.26808490,-0.68334168
-5.65782891,0.89778385,-2.08059929,0.00391909,-0.00761849,0.00000000,-0.00000000,0.34302046,-0.51614330,0.34210632,-0.79127118,0.00051833,-0.01022824,0.20609618,-0.50777406,0.00394511,-0.01576137,0.28303631,-0.67072089
-5.65182591,0.91192443,-2.08310775,0.00422037,-0.00740455,0.00000000,-0.00000000,0.33687421,-0.52934152,0.34556433,-0.79739226,0.00059424,-0.00950294,0.19900877,-0.52074172,0.00422654,-0.01491548,0.30020844,-0.65680634
-5.64582291,0.93010060,-2.07849356,0.00455720,-0.00717926,0.00000000,-0.00000000,0.33075175,-0.54078930,0.35033200,-0.80010609,0.00069950,-0.00877716,0.19191972,-0.53109967,0.00456351,-0.01405532,0.31986281,-0.64172799
-5.63981991,0.95322925,-2.06655318,0.00493185,-0.00694501,0.00000000,-0.00000000,0.32495606,-0.55020473,0.35675738,-0.79929517,0.00083755,-0.00805865,0.18506887,-0.53860921,0.00496183,-0.01319107,0.34226475,-0.62563521
-5.63381691,0.98219689,-2.04719797,0.00534643,-0.00670438,0.00000000,-0.00000000,0.31978241,-0.55734782,0.36517187,-0.79489497,0.00101258,-0.00735479,0.17868649,-0.54307800,0.00542785,-0.01233257,0.36767371,-0.60869234
-5.62781391,1.01782776,-2.02046120,0.00580268,-0.00646010,0.00000000,-0.00000000,0.31550943,-0.56202844,0.37587791,-0.78689786,0.00122945,-0.00667240,0.17298606,-0.54436749,0.00596832,-0.01148905,0.39633278,-0.59107452
-5.62181091,1.06085217,-1.98650278,0.00630190,-0.00621497,0.00000000,-0.00000000,0.31239106,-0.56411308,0.38913687,-0.77535578,0.00149365,-0.00601764,0.16815758,-0.54239890,0.00659018,-0.01066889,0.42845761,-0.57296386
-5.61580790,1.11187598,-1.94561120,0.00684477,-0.00597182,0.00000000,-0.00000000,0.31064923,-0.56353018,0.40515781,-0.76038129,0.00181123,-0.00539586,0.16436173,-0.53715735,0.00730036,-0.00987953,0.46422501,-0.55454612
-5.60980490,1.17135194,-1.89820247,0.00743122,-0.00573344,0.00000000,-0.00000000,0.31046765,-0.56027364,0.42408716,-0.74214688,0.00218867,-0.00481155,0.16172493,-0.52869402,0.00810556,-0.00912731,0.50376141,-0.53600787
-5.60380190,1.23955376,-1.84481560,0.00806034,-0.00550257,0.00000000,-0.00000000,0.31198668,-0.55440444,0.44599971,-0.72088248,0.00263271,-0.00426832,0.16033555,-0.51712600,0.00901197,-0.00841739,0.54713159,-0.51753422
-5.59779890,1.31655361,-1.78610467,0.00873021,-0.00528182,0.00000000,-0.00000000,0.31529941,-0.54605009,0.47089137,-0.69687121,0.00315020,-0.00376892,0.16024128,-0.50263401,0.01002502,-0.00775379,0.59432796,-0.49930708
-5.59179590,1.40220388,-1.72282753,0.00943782,-0.00507369,0.00000000,-0.00000000,0.32044897,-0.53540206,0.49867369,-0.67044334,0.00374781,-0.00331525,0.16144778,-0.48545784,0.01114903,-0.00713937,0.64526091,-0.48150373
-5.58579290,1.49612396,-1.65583129,0.01017902,-0.00488052,0.00000000,-0.00000000,0.32742710,-0.52271105,0.52917071,-0.64196888,0.00443185,-0.00290850,0.16391862,-0.46588998,0.01238692,-0.00657594,0.69975051,-0.46429586
-5.57978989,1.59769279,-1.58603508,0.01094842,-0.00470449,0.00000000,-0.00000000,0.33617391,-0.50828051,0.56211810,-0.61184887,0.00520788,-0.00254919,0.16757642,-0.44426747,0.01373988,-0.00606431,0.75752023,-0.44784862
-5.57378689,1.70604767,-1.51441053,0.01173945,-0.00454757,0.00000000,-0.00000000,0.34657897,-0.49245840,0.59716497,-0.58050578,0.00608047,-0.00223736,0.17230532,-0.42096248,0.01520706,-0.00560444,0.81819291,-0.43231989
-5.56778389,1.82009002,-1.44196072,0.01254434,-0.00441155,0.00000000,-0.00000000,0.35848353,-0.47562775,0.63387825,-0.54837341,0.00705279,-0.00197260,0.17795455,-0.39637213,0.01678530,-0.00519558,0.88128957,-0.41785938
-5.56178089,1.93849836,-1.36969808,0.01335419,-0.00429798,0.00000000,-0.00000000,0.37168399,-0.45819611,0.67174987,-0.51588672,0.00812636,-0.00175428,0.18434303,-0.37090777,0.01846882,-0.00483636,0.94623132,-0.40460754
-5.55577789,2.05974854,-1.29862230,0.01415917,-0.00420817,0.00000000,-0.00000000,0.38593641,-0.44058456,0.71020655,-0.48347189,0.00930063,-0.00158163,0.19126491,-0.34498446,0.02024906,-0.00452498,1.01234468,-0.39269420
-5.54977489,2.18214125,-1.22969868,0.01494859,-0.00414316,0.00000000,-0.00000000,0.40096222,-0.42321639,0.74862205,-0.45153702,0.01057273,-0.00145382,0.19849582,-0.31901086,0.02211451,-0.00425929,1.07887040,-0.38223696
-5.54377189,2.30383639,-1.16383792,0.01571120,-0.00410370,0.00000000,-0.00000000,0.41645479,-0.40650612,0.78633164,-0.42046388,0.01193719,-0.00137012,0.20579973,-0.29338007,0.02405064,-0.00403693,1.14497591,-0.37333911
-5.53776888,2.42289351,-1.10187776,0.01643540,-0.00409022,0.00000000,-0.00000000,0.43208695,-0.39084893,0.82264849,-0.39060085,0.01338576,-0.00132994,0.21293605,-0.26846157,0.02603994,-0.00385544,1.20977109,-0.36608742
-5.53176588,2.53731742,-1.04456717,0.01710952,-0.00410279,0.00000000,-0.00000000,0.44751922,-0.37661104,0.85688128,-0.36225736,0.01490726,-0.00133288,0.21966691,-0.24459473,0.02806200,-0.00371233,1.27232717,-0.36054963
-5.52576288,2.64510764,-0.99255349,0.01772220,-0.00414110,0.00000000,-0.00000000,0.46240854,-0.36412119,0.88835274,-0.33569985,0.01648759,-0.00137880,0.22576429,-0.22208364,0.03009382,-0.00360515,1.33169820,-0.35677200
-5.51975988,2.74431023,-0.94637290,0.01826262,-0.00420444,0.00000000,-0.00000000,0.47641734,-0.35366350,0.91641831,-0.31114945,0.01810979,-0.00146775,0.23101678,-0.20119376,0.03211006,-0.00353156,1.38694452,-0.35477698
-5.51375688,2.83307011,-0.90644435,0.01872090,-0.00429168,0.00000000,-0.00000000,0.48922277,-0.34547172,0.94048432,-0.28878117,0.01975421,-0.00160001,0.23523574,-0.18214985,0.03408355,-0.00348939,1.43715738,-0.35456126
-5.50775388,2.90968228,-0.87306718,0.01908837,-0.00440124,0.00000000,-0.00000000,0.50052557,-0.33972522,0.96002498,-0.26872463,0.02139889,-0.00177604,0.23826062,-0.16513550,0.03598584,-0.00347667,1.48148389,-0.35609457
-5.50175088,2.97263987,-0.84642235,0.01935787,-0.00453115,0.00000000,-0.00000000,0.51005863,-0.33654642,0.97459756,-0.25106623,0.02301991,-0.00199638,0.23996336,-0.15029369,0.03778781,-0.00349169,1.51915139,-0.35931922
-5.49574787,3.02067717,-0.82657714,0.01952397,-0.00467903,0.00000000,-0.00000000,0.51759462,-0.33599999,0.98385514,-0.23585243,0.02459198,-0.00226163,0.24025158,-0.13772839,0.03946040,-0.00353303,1.54949024,-0.36415092
-5.48974487,3.05280622,-0.81349319,0.01958320,-0.00484215,0.00000000,-0.00000000,0.52295269,-0.33809349,0.98755642,-0.22309403,0.02608903,-0.00257231,0.23907051,-0.12750688,0.04097536,-0.00359964,1.57195410,-0.37048085
-5.48374187,3.06834514,-0.80703759,0.01953416,-0.00501749,0.00000000,-0.00000000,0.52600379,-0.34277950,0.98557225,-0.21277120,0.02748493,-0.00292882,0.23640371,-0.11966245,0.04230605,-0.00369090,1.58613700,-0.37817920
-5.47773887,3.06693739,-0.80699657,0.01937758,-0.00520184,0.00000000,-0.00000000,0.52667443,-0.34995910,0.97788848,-0.20483898,0.02875425,-0.00333131,0.23227240,-0.11419734,0.04342817,-0.00380666,1.59178626,-0.38710033
-5.47173587,3.04856104,-0.81309139,0.01911632,-0.00539190,0.00000000,-0.00000000,0.52494883,-0.35948647,0.96460533,-0.19923310,0.02987299,-0.00377966,0.22673358,-0.11108576,0.04432055,-0.00394739,1.58881090,-0.39708932
-5.46573287,3.01352771,-0.82499600,0.01875531,-0.00558442,0.00000000,-0.00000000,0.52086915,-0.37117455,0.94593298,-0.19587579,0.03081934,-0.00427337,0.21987704,-0.11027659,0.04496576,-0.00411420,1.57728503,-0.40799000
-5.45972986,2.96247126,-0.84235573,0.01830140,-0.00577629,0.00000000,-0.00000000,0.51453392,-0.38480148,0.92218393,-0.19468148,0.03157441,-0.00481153,0.21182137,-0.11169599,0.04535071,-0.00430900,1.55744615,-0.41965411
-5.45372686,2.89632675,-0.86480653,0.01776313,-0.00596478,0.00000000,-0.00000000,0.50609467,-0.40011768,0.89376226,-0.19556207,0.03212282,-0.00539282,0.20270914,-0.11524960,0.04546709,-0.00453455,1.52968835,-0.43195117
-5.44772386,2.81630056,-0.89199401,0.01715052,-0.00614759,0.00000000,-0.00000000,0.49575078,-0.41685333,0.86115041,-0.19843179,0.03245326,-0.00601550,0.19270159,-0.12082443,0.04531168,-0.00479458,1.49455067,-0.44477885
-5.44172086,2.72383284,-0.92359158,0.01647474,-0.00632308,0.00000000,-0.00000000,0.48374279,-0.43472610,0.82489405,-0.20321132,0.03255884,-0.00667744,0.18197291,-0.12829054,0.04488643,-0.00509382,1.45270106,-0.45807298
-5.43571786,2.62055387,-0.95931690,0.01574780,-0.00649036,0.00000000,-0.00000000,0.47034441,-0.45344882,0.78558551,-0.20983122,0.03243734,-0.00737619,0.17070448,-0.13750243,0.04419854,-0.00543809,1.40491667,-0.47181697
-5.42971486,2.50823598,-0.99894603,0.01498216,-0.00664940,0.00000000,-0.00000000,0.45585351,-0.47273701,0.74384674,-0.21823436,0.03209129,-0.00810907,0.15907918,-0.14830044,0.04326017,-0.00583427,1.35206099,-0.48604967
-5.42371186,2.38874299,-1.04232440,0.01419046,-0.00680116,0.00000000,-0.00000000,0.44058230,-0.49231594,0.70031213,-0.22837752,0.03152787,-0.00887323,0.14727614,-0.16051212,0.04208811,-0.00629026,1.29505907,-0.50087133
-5.41770885,2.26397879,-1.08937398,0.01338509,-0.00694757,0.00000000,-0.00000000,0.42484729,-0.51192720,0.65561206,-0.24023192,0.03075868,-0.00966580,0.13546589,-0.17395377,0.04070332,-0.00681492,1.23487138,-0.51644688
-5.41170585,2.13583715,-1.14009613,0.01257796,-0.00709159,0.00000000,-0.00000000,0.40895912,-0.53133437,0.61035758,-0.25378264,0.02979934,-0.01048395,0.12380630,-0.18843215,0.03913024,-0.00741783,1.17246751,-0.53300604
-5.40570285,2.00615422,-1.19456952,0.01178014,-0.00723712,0.00000000,-0.00000000,0.39321289,-0.55032788,0.56512676,-0.26902701,0.02866892,-0.01132501,0.11243924,-0.20374651,0.03739608,-0.00810911,1.10880057,-0.55083999
-5.39969985,1.87666542,-1.25294287,0.01100164,-0.00738895,0.00000000,-0.00000000,0.37787909,-0.56872868,0.52045307,-0.28597186,0.02738937,-0.01218655,0.10148804,-0.21969091,0.03553003,-0.00889910,1.04478316,-0.57029419
-5.39369685,1.74896773,-1.31542237,0.01025123,-0.00755257,0.00000000,-0.00000000,0.36319569,-0.58639085,0.47681601,-0.30462978,0.02598477,-0.01306638,0.09105592,-0.23605683,0.03356242,-0.00979799,0.98126568,-0.59175723
-5.38769385,1.62448870,-1.38225387,0.00953626,-0.00773400,0.00000000,-0.00000000,0.34936146,-0.60320280,0.43463409,-0.32501428,0.02448060,-0.01396261,0.08122512,-0.25263601,0.03152388,-0.01081533,0.91901774,-0.61564608
-5.38169085,1.50446247,-1.45370012,0.00886259,-0.00793954,0.00000000,-0.00000000,0.33653093,-0.61908726,0.39426038,-0.34713416,0.02290297,-0.01487356,0.07205692,-0.26922342,0.02944449,-0.01195958,0.85871303,-0.64238773
-5.37568784,1.38991355,-1.53001378,0.00823452,-0.00817551,0.00000000,-0.00000000,0.32481103,-0.63399986,0.35598028,-0.37098706,0.02127787,-0.01579771,0.06359228,-0.28562023,0.02735310,-0.01323755,0.80091819,-0.67239804
-5.36968484,1.28164813,-1.61140698,0.00765485,-0.00844791,0.00000000,-0.00000000,0.31425956,-0.64792648,0.32001161,-0.39655254,0.01963051,-0.01673352,0.05585314,-0.30163670,0.02527659,-0.01465383,0.74608583,-0.70605829
-5.36368184,1.18025294,-1.69801872,0.00712487,-0.00876215,0.00000000,-0.00000000,0.30488556,-0.66087930,0.28650661,-0.42378486,0.01798465,-0.01767932,0.04884409,-0.31709473,0.02323937,-0.01621023,0.69455161,-0.74369068
-5.35767884,1.08610102,-1.78988132,0.00664451,-0.00912271,0.00000000,-0.00000000,0.29665146,-0.67289190,0.25555577,-0.45260573,0.01636213,-0.01863303,0.04255455,-0.33183007,0.02126291,-0.01790529,0.64653553,-0.78553346
-5.35167584,0.99936386,-1.88688778,0.00621245,-0.00953282,0.00000000,-0.00000000,0.28947699,-0.68401332,0.22719289,-0.48289753,0.01478242,-0.01959198,0.03696098,-0.34569400,0.01936545,-0.01973375,0.60214689,-0.83171725
-5.34567284,0.92002887,-1.98876154,0.00582632,-0.00999420,0.00000000,-0.00000000,0.28324455,-0.69430160,0.20140143,-0.51449722,0.01326232,-0.02055265,0.03202937,-0.35855440,0.01756181,-0.02168622,0.56139264,-0.88224358
