energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.90995498,2.78862221,0.01013416,0.02291411,0.58610500,1.96587160,0.12096191,0.30777008,0.01772641,0.65316315
-5.90395198,2.81502261,0.01019123,0.02315596,0.59338843,1.98606005,0.12250410,0.30873244,0.01779587,0.66051771
-5.89794897,2.82798934,0.01018590,0.02335889,0.59804258,1.99654371,0.12365847,0.30823688,0.01775516,0.66497266
-5.89194597,2.82746792,0.01012078,0.02351569,0.60003848,1.99728881,0.12441727,0.30628786,0.01760560,0.66651716
-5.88594297,2.81375483,0.01000053,0.02362283,0.59942709,1.98849572,0.12479245,0.30293172,0.01735188,0.66522063
-5.87993997,2.78748615,0.00983178,0.02368015,0.59633655,1.97059211,0.12481421,0.29825574,0.01700192,0.66122895
-5.87393697,2.74961460,0.00962307,0.02369043,0.59096722,1.94421778,0.12452905,0.29238600,0.01656668,0.65475809
-5.86793397,2.70137602,0.00938469,0.02365890,0.58358459,1.91020172,0.12399744,0.28548419,0.01605986,0.64608528
-5.86193097,2.64424648,0.00912850,0.02359271,0.57451047,1.86953240,0.12329129,0.27774340,0.01549757,0.63553827
-5.85592796,2.57989217,0.00886772,0.02350046,0.56411258,1.82332280,0.12249120,0.26938306,0.01489791,0.62348304
-5.84992496,2.51011386,0.00861661,0.02339164,0.55279312,1.77277167,0.12168370,0.26064315,0.01428051,0.61031062
-5.84392196,2.43678869,0.00839025,0.02327617,0.54097666,1.71912294,0.12095855,0.25177785,0.01366605,0.59642344
-5.83791896,2.36181145,0.00820419,0.02316401,0.52909773,1.66362502,0.12040617,0.24304885,0.01307578,0.58222199
-5.83191596,2.28703792,0.00807414,0.02306479,0.51758866,1.60749194,0.12011536,0.23471846,0.01253098,0.56809218
-5.82591296,2.21423221,0.00801558,0.02298753,0.50686788,1.55186784,0.12017121,0.22704278,0.01205255,0.55439397
-5.81990995,2.14502029,0.00804346,0.02294048,0.49732914,1.49779634,0.12065347,0.22026507,0.01166046,0.54145168
-5.81390695,2.08085083,0.00817179,0.02293100,0.48933190,1.44619581,0.12163506,0.21460951,0.01137337,0.52954619
-5.80790395,2.02296462,0.00841331,0.02296557,0.48319299,1.39784130,0.12318103,0.21027541,0.01120818,0.51890940
-5.80190095,1.97237306,0.00877908,0.02304983,0.47917986,1.35335362,0.12534774,0.20743214,0.01117966,0.50972072
-5.79589795,1.92984576,0.00927814,0.02318869,0.47750531,1.31319536,0.12818226,0.20621478,0.01130013,0.50210590
-5.78989495,1.89590714,0.00991713,0.02338646,0.47832387,1.27767372,0.13172190,0.20672058,0.01157914,0.49613771
-5.78389195,1.87084119,0.01070000,0.02364704,0.48172972,1.24694933,0.13599397,0.20900634,0.01202321,0.49183851
-5.77788894,1.85470360,0.01162765,0.02397407,0.48775617,1.22105041,0.14101542,0.21308669,0.01263564,0.48918429
-5.77188594,1.84734013,0.01269770,0.02437109,0.49637652,1.19989089,0.14679270,0.21893345,0.01341632,0.48810991
-5.76588294,1.84840999,0.01390426,0.02484163,0.50750641,1.18329172,0.15332149,0.22647581,0.01436167,0.48851518
-5.75987994,1.85741297,0.01523782,0.02538930,0.52100734,1.17100390,0.16058648,0.23560172,0.01546457,0.49027155
-5.75387694,1.87371912,0.01668516,0.02601781,0.53669144,1.16273216,0.16856117,0.24616014,0.01671440,0.49322896
-5.74787394,1.89659978,0.01822945,0.02673091,0.55432729,1.15815823,0.17720771,0.25796430,0.01809720,0.49722274
-5.74187094,1.92525896,0.01985035,0.02753230,0.57364673,1.15696271,0.18647688,0.27079592,0.01959580,0.50208021
-5.73586793,1.95886395,0.02152436,0.02842553,0.59435248,1.15884468,0.19630819,0.28441022,0.02119018,0.50762693
-5.72986493,1.99657451,0.02322517,0.02941378,0.61612644,1.16353830,0.20663023,0.29854180,0.02285782,0.51369237
-5.72386193,2.03756978,0.02492422,0.03049971,0.63863839,1.17082603,0.21736131,0.31291098,0.02457418,0.52011485
-5.71785893,2.08107217,0.02659133,0.03168523,0.66155504,1.18054787,0.22841038,0.32723076,0.02631324,0.52674588
-5.71185593,2.12636789,0.02819545,0.03297132,0.68454894,1.19260660,0.23967838,0.34121397,0.02804813,0.53345362
-5.70585293,2.17282336,0.02970545,0.03435788,0.70730707,1.20696874,0.25105988,0.35458049,0.02975181,0.54012555
-5.69984992,2.21989730,0.03109106,0.03584358,0.72953888,1.22366141,0.26244508,0.36706432,0.03139772,0.54667031
-5.69384692,2.26714798,0.03232366,0.03742578,0.75098321,1.24276520,0.27372216,0.37842025,0.03296053,0.55301872
-5.68784392,2.31423563,0.03337720,0.03910048,0.77141404,1.26440339,0.28477977,0.38842986,0.03441679,0.55912387
-5.68184092,2.36091977,0.03422903,0.04086238,0.79064465,1.28872789,0.29550966,0.39690671,0.03574555,0.56496047
-5.67583792,2.40705162,0.03486057,0.04270486,0.80853001,1.31590252,0.30580939,0.40370044,0.03692888,0.57052326
-5.66983492,2.45256188,0.03525792,0.04462019,0.82496732,1.34608432,0.31558482,0.40869975,0.03795236,0.57582473
-5.66383192,2.49744437,0.03541234,0.04659956,0.83989459,1.37940357,0.32475243,0.41183401,0.03880534,0.58089205
-5.65782891,2.54173624,0.03532046,0.04863326,0.85328739,1.41594353,0.33324127,0.41307365,0.03948112,0.58576339
-5.65182591,2.58549570,0.03498441,0.05071087,0.86515387,1.45572077,0.34099434,0.41242915,0.03997702,0.59048379
-5.64582291,2.62877834,0.03441168,0.05282131,0.87552857,1.49866716,0.34796956,0.40994884,0.04029419,0.59510052
-5.63981991,2.67161335,0.03361486,0.05495298,0.88446503,1.54461447,0.35413996,0.40571562,0.04043742,0.59965842
-5.63381691,2.71398103,0.03261115,0.05709384,0.89202810,1.59328264,0.35949334,0.39984279,0.04041472,0.60419511
-5.62781391,2.75579292,0.03142176,0.05923135,0.89828610,1.64427245,0.36403117,0.39246908,0.04023685,0.60873655
-5.62181091,2.79687601,0.03007123,0.06135253,0.90330364,1.69706353,0.36776708,0.38375334,0.03991682,0.61329298
-5.61580790,2.83696200,0.02858657,0.06344377,0.90713539,1.75101810,0.37072463,0.37386898,0.03946922,0.61785552
-5.60980490,2.87568301,0.02699645,0.06549082,0.90982147,1.80539087,0.37293489,0.36299846,0.03890971,0.62239372
-5.60380190,2.91257397,0.02533035,0.06747857,0.91138468,1.85934501,0.37443369,0.35132805,0.03825439,0.62685405
-5.59779890,2.94708252,0.02361777,0.06939096,0.91182991,1.91197413,0.37525881,0.33904309,0.03751928,0.63115965
-5.59179590,2.97858608,0.02188744,0.07121085,0.91114590,1.96232949,0.37544737,0.32632389,0.03671993,0.63521132
-5.58579290,3.00641577,0.02016674,0.07291998,0.90930916,2.00945176,0.37503337,0.31334240,0.03587102,0.63888975
-5.57978989,3.02988645,0.01848110,0.07449899,0.90629017,2.05240610,0.37404581,0.30025967,0.03498615,0.64205916
-5.57378689,3.04833151,0.01685365,0.07592748,0.90206123,2.09031927,0.37250735,0.28722430,0.03407772,0.64457191
-5.56778389,3.06114097,0.01530492,0.07718433,0.89660575,2.12241714,0.37043363,0.27437154,0.03315693,0.64627432
-5.56178089,3.06780105,0.01385274,0.07824797,0.88992831,2.14806101,0.36783343,0.26182333,0.03223384,0.64701314
-5.55577789,3.06793321,0.01251221,0.07909692,0.88206489,2.16678105,0.36470954,0.24968890,0.03131760,0.64664262
-5.54977489,3.06133063,0.01129582,0.07971036,0.87309261,2.17830516,0.36106040,0.23806591,0.03041671,0.64503178
-5.54377189,3.04799001,0.01021361,0.08006883,0.86313826,2.18258175,0.35688236,0.22704205,0.02953925,0.64207160
-5.53776888,3.02813676,0.00927350,0.08015502,0.85238499,2.17979523,0.35217246,0.21669672,0.02869328,0.63768160
-5.53176588,3.00224187,0.00848153,0.07995457,0.84107662,2.17037283,0.34693157,0.20710288,0.02788710,0.63181580
-5.52576288,2.97102903,0.00784222,0.07945689,0.82951900,2.15498245,0.34116765,0.19832869,0.02712954,0.62446733
-5.51975988,2.93547102,0.00735887,0.07865587,0.81807815,2.13452079,0.33489886,0.19043896,0.02643018,0.61567169
-5.51375688,2.89677480,0.00703391,0.07755062,0.80717493,2.11009203,0.32815645,0.18349617,0.02579949,0.60550832
-5.50775388,2.85635514,0.00686908,0.07614589,0.79727630,2.08297740,0.32098701,0.17756106,0.02524887,0.59410033
-5.50175088,2.81579752,0.00686570,0.07445250,0.78888319,2.05459651,0.31345406,0.17269259,0.02479065,0.58161222
-5.49574787,2.77681105,0.00702476,0.07248740,0.78251541,2.02646171,0.30563874,0.16894746,0.02443789,0.56824583
-5.48974487,2.74117312,0.00734700,0.07027360,0.77869408,2.00012698,0.29763949,0.16637888,0.02420420,0.55423437
-5.48374187,2.71066773,0.00783292,0.06783984,0.77792215,1.97713331,0.28957080,0.16503502,0.02410336,0.53983492
-5.47773887,2.68701974,0.00848267,0.06522001,0.78066392,1.95895259,0.28156085,0.16495684,0.02414892,0.52531960
-5.47173587,2.67182807,0.00929596,0.06245243,0.78732427,1.94693231,0.27374832,0.16617572,0.02435377,0.51096581
-5.46573287,2.66650029,0.01027184,0.05957882,0.79822872,1.94224326,0.26627832,0.16871075,0.02472958,0.49704603
-5.45972986,2.67219195,0.01140849,0.05664330,0.81360502,1.94583269,0.25929783,0.17256612,0.02528633,0.48381750
-5.45372686,2.68975321,0.01270301,0.05369117,0.83356749,1.95838480,0.25295066,0.17772853,0.02603177,0.47151245
-5.44772386,2.71968569,0.01415111,0.05076771,0.85810469,1.98029060,0.24737232,0.18416492,0.02697097,0.46032917
-5.44172086,2.76211161,0.01574694,0.04791696,0.88707137,2.01162873,0.24268496,0.19182063,0.02810584,0.45042456
-5.43571786,2.81675729,0.01748280,0.04518060,0.92018517,2.05215825,0.23899270,0.20061823,0.02943483,0.44190821
-5.42971486,2.88295211,0.01934903,0.04259692,0.95702846,2.10132419,0.23637753,0.21045697,0.03095266,0.43483873
-5.42371186,2.95964349,0.02133382,0.04019991,0.99705556,2.15827594,0.23489593,0.22121312,0.03265016,0.42922203
-5.41770885,3.04542791,0.02342318,0.03801854,1.03960527,2.22189801,0.23457643,0.23274112,0.03451423,0.42501202
-5.41170585,3.13859681,0.02560091,0.03607621,1.08391827,2.29085231,0.23541819,0.24487565,0.03652791,0.42211346
-5.40570285,3.23719589,0.02784869,0.03439041,1.12915900,2.36363012,0.23739056,0.25743451,0.03867062,0.42038684
-5.39969985,3.33909547,0.03014619,0.03297261,1.17444119,2.43861202,0.24043381,0.27022224,0.04091844,0.41965502
-5.39369685,3.44206886,0.03247130,0.03182820,1.21885598,2.51413299,0.24446070,0.28303438,0.04324451,0.41971140
-5.38769385,3.54387559,0.03480041,0.03095677,1.26150169,2.58855014,0.24935906,0.29566230,0.04561963,0.42032895
-5.38169085,3.64234563,0.03710875,0.03035237,1.30151380,2.66030994,0.25499508,0.30789818,0.04801274,0.42126989
-5.37568784,3.73546099,0.03937078,0.03000405,1.33809421,2.72801196,0.26121723,0.31954027,0.05039166,0.42229540
-5.36968484,3.82143099,0.04156064,0.02989631,1.37053814,2.79046620,0.26786064,0.33039792,0.05272373,0.42317493
-5.36368184,3.89875781,0.04365257,0.03000979,1.39825801,2.84674141,0.27475172,0.34029640,0.05497654,0.42369471
-5.35767884,3.96628939,0.04562150,0.03032192,1.42080291,2.89620201,0.28171291,0.34908123,0.05711861,0.42366506
-5.35167584,4.02325737,0.04744345,0.03080755,1.43787312,2.93853197,0.28856742,0.35662184,0.05912009,0.42292624
-5.34567284,4.06929854,0.04909607,0.03143974,1.44932905,2.97374452,0.29514373,0.36281455,0.06095339,0.42135269
-5.33966983,4.10445900,0.05055911,0.03219035,1.45519432,3.00217721,0.30127981,0.36758462,0.06259375,0.41885543
-5.33366683,4.12918120,0.05181487,0.03303080,1.45565296,3.02447267,0.30682696,0.37088742,0.06401975,0.41538285
-5.32766383,4.14427475,0.05284855,0.03393263,1.45104101,3.04154602,0.31165314,0.37270874,0.06521372,0.41091976
-5.32166083,4.15087267,0.05364870,0.03486818,1.44183292,3.05454056,0.31564580,0.37306412,0.06616205,0.40548501
-5.31565783,4.15037564,0.05420738,0.03581114,1.42862360,3.06477396,0.31871418,0.37199744,0.06685543,0.39912793
-5.30965483,4.14438688,0.05452047,0.03673706,1.41210681,3.07367757,0.32079088,0.36957874,0.06728895,0.39192381
-5.30365183,4.13464112,0.05458775,0.03762382,1.39305102,3.08273180,0.32183304,0.36590141,0.06746210,0.38396875
-5.29764882,4.12293088,0.05441296,0.03845208,1.37227358,3.09340053,0.32182272,0.36107891,0.06737871,0.37537426
-5.29164582,4.11103357,0.05400373,0.03920557,1.35061444,3.10706771,0.32076683,0.35524115,0.06704673,0.36626178
-5.28564282,4.10064241,0.05337146,0.03987141,1.32891020,3.12497884,0.31869638,0.34853055,0.06647798,0.35675754
-5.27963982,4.09330409,0.05253109,0.04044025,1.30796944,3.14818984,0.31566520,0.34109816,0.06568775,0.34698787
-5.27363682,4.09036534,0.05150075,0.04090637,1.28855012,3.17752542,0.31174813,0.33309964,0.06469443,0.33707512
-5.26763382,4.09293014,0.05030135,0.04126765,1.27133949,3.21354816,0.30703862,0.32469147,0.06351898,0.32713442
-5.26163082,4.10182859,0.04895612,0.04152549,1.25693712,3.25653949,0.30164598,0.31602734,0.06218440,0.31727114
-5.25562781,4.11759794,0.04749000,0.04168454,1.24584120,3.30649242,0.29569208,0.30725482,0.06071518,0.30757925
-5.24962481,4.14047532,0.04592909,0.04175241,1.23843822,3.36311594,0.28930776,0.29851233,0.05913667,0.29814037
-5.24362181,4.17040165,0.04429997,0.04173920,1.23499610,3.42584994,0.28262903,0.28992656,0.05747453,0.28902350
-5.23761881,4.20703536,0.04262907,0.04165704,1.23566055,3.49388940,0.27579294,0.28161022,0.05575408,0.28028531
-5.23161581,4.24977436,0.04094198,0.04151947,1.24045459,3.56621608,0.26893356,0.27366020,0.05399978,0.27197085
-5.22561281,4.29778460,0.03926287,0.04134083,1.24928082,3.64163566,0.26217792,0.26615624,0.05223463,0.26411458
-5.21960980,4.35003331,0.03761388,0.04113558,1.26192635,3.71881849,0.25564221,0.25915996,0.05047976,0.25674158
-5.21360680,4.40532524,0.03601466,0.04091766,1.27807007,3.79634182,0.24942826,0.25271432,0.04875390,0.24986887
-5.20760380,4.46234023,0.03448186,0.04069986,1.29729195,3.87273170,0.24362054,0.24684358,0.04707309,0.24350668
-5.20160080,4.51967093,0.03302893,0.04049322,1.31908426,3.94650311,0.23828376,0.24155359,0.04545041,0.23765975
-5.19559780,4.57585948,0.03166582,0.04030657,1.34286447,4.01619700,0.23346114,0.23683263,0.04389574,0.23232848
-5.18959480,4.62943253,0.03039894,0.04014612,1.36798968,4.08041346,0.22917353,0.23265258,0.04241575,0.22750999
-5.18359180,4.67893423,0.02923122,0.04001519,1.39377232,4.13784051,0.22541933,0.22897051,0.04101388,0.22319909
-5.17758879,4.72295712,0.02816226,0.03991412,1.41949709,4.18727856,0.22217531,0.22573066,0.03969050,0.21938916
-5.17158579,4.76017083,0.02718861,0.03984026,1.44443884,4.22766061,0.21939833,0.22286675,0.03844311,0.21607292
-5.16558279,4.78934907,0.02630417,0.03978815,1.46788107,4.25806870,0.21702781,0.22030459,0.03726670,0.21324314
-5.15957979,4.80939498,0.02550067,0.03974986,1.48913487,4.27774725,0.21498893,0.21796489,0.03615416,0.21089328
-5.15357679,4.81936512,0.02476819,0.03971541,1.50755777,4.28611382,0.21319644,0.21576628,0.03509675,0.20901812
-5.14757379,4.81849209,0.02409578,0.03967329,1.52257216,4.28276803,0.21155884,0.21362830,0.03408461,0.20761416
-5.14157079,4.80620580,0.02347200,0.03961114,1.53368256,4.26749886,0.20998286,0.21147445,0.03310736,0.20668003
-5.13556778,4.78215284,0.02288560,0.03951641,1.54049141,4.24029084,0.20837791,0.20923503,0.03215467,0.20621672
-5.12956478,4.74621349,0.02232598,0.03937699,1.54271252,4.20132885,0.20666040,0.20684974,0.03121675,0.20622752
-5.12356178,4.69851548,0.02178378,0.03918196,1.54018175,4.15100159,0.20475766,0.20426991,0.03028492,0.20671785
-5.11755878,4.63944371,0.02125127,0.03892215,1.53286439,4.08990289,0.20261137,0.20146031,0.02935202,0.20769471
-5.11155578,4.56964455,0.02072265,0.03859066,1.52085857,4.01883058,0.20018018,0.19840037,0.02841277,0.20916586
-5.10555278,4.49002414,0.02019434,0.03818331,1.50439465,3.93878177,0.19744164,0.19508486,0.02746402,0.21113876
-5.09954977,4.40173944,0.01966506,0.03769888,1.48383015,3.85094400,0.19439310,0.19152387,0.02650493,0.21361913
-5.09354677,4.30618156,0.01913581,0.03713927,1.45964036,3.75668144,0.19105179,0.18774224,0.02553698,0.21660941
-5.08754377,4.20495091,0.01860981,0.03650952,1.43240479,3.65751545,0.18745391,0.18377831,0.02456388,0.22010698
-5.08154077,4.09982432,0.01809222,0.03581760,1.40278981,3.55509943,0.18365292,0.17968214,0.02359142,0.22410242
-5.07553777,3.99271449,0.01758989,0.03507419,1.37152805,3.45118760,0.17971707,0.17551329,0.02262718,0.22857778
-5.06953477,3.88562280,0.01711094,0.03429224,1.33939537,3.34759843,0.17572631,0.17133821,0.02168015,0.23350520
-5.06353177,3.78058672,0.01666437,0.03348654,1.30718621,3.24617312,0.17176879,0.16722740,0.02076034,0.23884575
-5.05752876,3.67962367,0.01625953,0.03267314,1.27568820,3.14873046,0.16793705,0.16325248,0.01987833,0.24454892
-5.05152576,3.58467329,0.01590571,0.03186881,1.24565729,3.05701937,0.16432423,0.15948330,0.01904479,0.25055263
-5.04552276,3.49754039,0.01561161,0.03109043,1.21779405,2.97267084,0.16102025,0.15598522,0.01827006,0.25678400
-5.03951976,3.41984083,0.01538495,0.03035448,1.19272239,2.89715114,0.15810839,0.15281671,0.01756372,0.26316087
-5.03351676,3.35295272,0.01523205,0.02967653,1.17097128,2.83171827,0.15566223,0.15002735,0.01693422,0.26959407
-5.02751376,3.29797490,0.01515755,0.02907081,1.15296043,2.77738348,0.15374313,0.14765624,0.01638860,0.27599039
-5.02151076,3.25569456,0.01516413,0.02854984,1.13899014,2.73487974,0.15239837,0.14573108,0.01593227,0.28225621
-5.01550775,3.22656552,0.01525235,0.02812423,1.12923591,2.70463863,0.15165992,0.14426765,0.01556888,0.28830158
-5.00950475,3.21069800,0.01542066,0.02780244,1.12374781,2.68677683,0.15154391,0.14326992,0.01530027,0.29404458
-5.00350175,3.20786042,0.01566537,0.02759079,1.12245449,2.68109316,0.15205082,0.14273066,0.01512651,0.29941576
-4.99749875,3.21749324,0.01598080,0.02749340,1.12517167,2.68707632,0.15316627,0.14263244,0.01504603,0.30436243
-4.99149575,3.23873407,0.01635956,0.02751231,1.13161452,2.70392336,0.15486231,0.14294901,0.01505576,0.30885254
-4.98549275,3.27045311,0.01679275,0.02764760,1.14141335,2.73056824,0.15709929,0.14364697,0.01515140,0.31287788
-4.97948974,3.31129731,0.01727042,0.02789756,1.15413193,2.76571939,0.15982799,0.14468757,0.01532762,0.31645651
-4.97348674,3.35974129,0.01778195,0.02825892,1.16928751,2.80790479,0.16299208,0.14602852,0.01557841,0.31963402
-4.96748374,3.41414296,0.01831646,0.02872704,1.18637170,2.85552280,0.16653059,0.14762585,0.01589728,0.32248375
-4.96148074,3.47280124,0.01886335,0.02929615,1.20487124,2.90689655,0.17038052,0.14943551,0.01627758,0.32510565
-4.95547774,3.53401361,0.01941268,0.02995952,1.22428784,2.96032974,0.17447928,0.15141486,0.01671270,0.32762390
-4.94947474,3.59613098,0.01995562,0.03070969,1.24415615,3.01416136,0.17876692,0.15352382,0.01719628,0.33018328
-4.94347174,3.65760762,0.02048482,0.03153857,1.26405915,3.06681726,0.18318807,0.15572572,0.01772232,0.33294436
-4.93746873,3.71704416,0.02099473,0.03243761,1.28364036,3.11685625,0.18769361,0.15798781,0.01828533,0.33607769
-4.93146573,3.77322205,0.02148179,0.03339790,1.30261229,3.16300898,0.19224176,0.16028151,0.01888029,0.33975724
-4.92546273,3.82512818,0.02194459,0.03441020,1.32076091,3.20420816,0.19679891,0.16258222,0.01950268,0.34415326
-4.91945973,3.87196913,0.02238388,0.03546504,1.33794600,3.23960893,0.20133987,0.16486905,0.02014840,0.34942481
-4.91345673,3.91317467,0.02280252,0.03655274,1.35409739,3.26859899,0.20584773,0.16712415,0.02081363,0.35571245
-4.90745373,3.94839107,0.02320531,0.03766341,1.36920760,3.29079839,0.21031332,0.16933210,0.02149473,0.36313118
-4.90145073,3.97746514,0.02359873,0.03878696,1.38332109,3.30604947,0.21473433,0.17147905,0.02218807,0.37176405
-4.89544772,4.00042021,0.02399064,0.03991317,1.39652102,3.31439803,0.21911410,0.17355203,0.02288984,0.38165673
-4.88944472,4.01742614,0.02438986,0.04103165,1.40891426,3.31606722,0.22346032,0.17553824,0.02359594,0.39281331
-4.88344172,4.02876528,0.02480579,0.04213192,1.42061547,3.31142586,0.22778355,0.17742453,0.02430185,0.40519345
-4.87743872,4.03479665,0.02524800,0.04320345,1.43173151,3.30095331,0.23209580,0.17919708,0.02500252,0.41871127
-4.87143572,4.03592093,0.02572579,0.04423576,1.44234680,3.28520322,0.23640924,0.18084137,0.02569237,0.43323587
-4.86543272,4.03254816,0.02624787,0.04521850,1.45251092,3.26476813,0.24073510,0.18234234,0.02636529,0.44859368
-4.85942971,4.02507044,0.02682204,0.04614163,1.46222901,3.24024719,0.24508285,0.18368494,0.02701474,0.46457255
-4.85342671,4.01384112,0.02745498,0.04699556,1.47145584,3.21221862,0.24945978,0.18485482,0.02763391,0.48092757
-4.84742371,3.99916179,0.02815210,0.04777137,1.48009390,3.18121853,0.25387093,0.18583936,0.02821594,0.49738838
-4.84142071,3.98127752,0.02891754,0.04846100,1.48799569,3.14772683,0.25831943,0.18662882,0.02875417,0.51366783
-4.83541771,3.96038067,0.02975418,0.04905752,1.49497040,3.11216089,0.26280722,0.18721760,0.02924244,0.52947160
-4.82941471,3.93662251,0.03066378,0.04955534,1.50079443,3.07487679,0.26733607,0.18760557,0.02967549,0.54450857
-4.82341171,3.91013182,0.03164720,0.04995051,1.50522540,3.03617755,0.27190887,0.18779926,0.03004920,0.55850152
-4.81740870,3.88103862,0.03270458,0.05024089,1.50801877,2.99632736,0.27653102,0.18781298,0.03036103,0.57119771
-4.81140570,3.84950150,0.03383564,0.05042644,1.50894626,2.95557030,0.28121180,0.18766964,0.03061020,0.58237903
-4.80540270,3.81573599,0.03503987,0.05050930,1.50781483,2.91415192,0.28596571,0.18740126,0.03079802,0.59187123
-4.79939970,3.78004202,0.03631673,0.05049403,1.50448531,2.87234168,0.29081342,0.18704913,0.03092798,0.59955197
-4.79339670,3.74282805,0.03766576,0.05038757,1.49888931,2.83045448,0.29578241,0.18666344,0.03100584,0.60535723
-4.78739370,3.70462989,0.03908664,0.05019933,1.49104351,2.78886934,0.30090710,0.18630250,0.03103961,0.60928586
-4.78139070,3.66612253,0.04057906,0.04994103,1.48106037,2.74804372,0.30622837,0.18603152,0.03103935,0.61140205
-4.77538769,3.62812362,0.04214258,0.04962663,1.46915436,2.70852207,0.31179252,0.18592082,0.03101698,0.61183559
-4.76938469,3.59158778,0.04377634,0.04927201,1.45564334,2.67093775,0.31764950,0.18604377,0.03098586,0.61077977
-4.76338169,3.55759165,0.04547868,0.04889472,1.44094464,2.63600792,0.32385069,0.18647433,0.03096039,0.60848707
-4.75737869,3.52730979,0.04724668,0.04851355,1.42556594,2.60452120,0.33044602,0.18728434,0.03095545,0.60526258
-4.75137569,3.50198236,0.04907569,0.04814811,1.41009107,2.57731864,0.33748083,0.18854075,0.03098585,0.60145550
-4.74537269,3.48287597,0.05095886,0.04781834,1.39516128,2.55526883,0.34499238,0.19030272,0.03106577,0.59744887
-4.73936968,3.47123932,0.05288664,0.04754399,1.38145269,2.53923822,0.35300637,0.19261902,0.03120813,0.59364778
-4.73336668,3.46825568,0.05484643,0.04734412,1.36965085,2.53005823,0.36153358,0.19552548,0.03142410,0.59046667
-4.72736368,3.47499445,0.05682235,0.04723660,1.36042340,2.52849068,0.37056687,0.19904293,0.03172259,0.58831583
-4.72136068,3.49236407,0.05879504,0.04723765,1.35439211,2.53519330,0.38007868,0.20317555,0.03210990,0.58758779
-4.71535768,3.52106840,0.06074177,0.04736145,1.35210534,2.55068703,0.39001928,0.20790977,0.03258945,0.58864389
-4.70935468,3.56156881,0.06263663,0.04761981,1.35401226,2.57532670,0.40031589,0.21321381,0.03316162,0.59180159
-4.70335168,3.61405362,0.06445099,0.04802196,1.36043993,2.60927663,0.41087278,0.21903782,0.03382376,0.59732282
-4.69734867,3.67841638,0.06615408,0.04857442,1.37157420,2.65249216,0.42157244,0.22531471,0.03457033,0.60540390
-4.69134567,3.75424420,0.06771378,0.04928104,1.38744533,2.70470829,0.43227778,0.23196161,0.03539315,0.61616733
-4.68534267,3.84081659,0.06909748,0.05014308,1.40791913,2.76543585,0.44283542,0.23888189,0.03628179,0.62965570
-4.67933967,3.93711506,0.07027317,0.05115942,1.43269388,2.83396546,0.45307989,0.24596774,0.03722402,0.64582802
-4.67333667,4.04184324,0.07121041,0.05232694,1.46130349,2.90937938,0.46283862,0.25310315,0.03820640,0.66455862
-4.66733367,4.15345679,0.07188148,0.05364088,1.49312672,2.99057063,0.47193759,0.26016721,0.03921483,0.68563857
-4.66133067,4.27020199,0.07226235,0.05509532,1.52740231,3.07626885,0.48020730,0.26703761,0.04023520,0.70877981
-4.65532766,4.39016162,0.07233365,0.05668366,1.56324947,3.16507184,0.48748891,0.27359416,0.04125397,0.73362168
-4.64932466,4.51130629,0.07208142,0.05839913,1.59969310,3.25548162,0.49364021,0.27972230,0.04225870,0.75973979
-4.64332166,4.63154943,0.07149780,0.06023524,1.63569271,3.34594365,0.49854118,0.28531636,0.04323859,0.78665688
