energy_ev,total_up,In_p_up,In_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.56778389,1.80993201,0.03185145,0.00181070,1.26487010,0.81023797,0.00846314,1.15247634
-5.56178089,1.87617175,0.03292323,0.00188494,1.32012701,0.83950733,0.00843720,1.19627763
-5.55577789,1.94365908,0.03426485,0.00196343,1.37386009,0.86931204,0.00837952,1.23987588
-5.54977489,2.01230251,0.03588786,0.00204559,1.42601435,0.89967758,0.00829147,1.28322546
-5.54377189,2.08205790,0.03780202,0.00213083,1.47663314,0.93064129,0.00817509,1.32633347
-5.53776888,2.15292236,0.04001492,0.00221851,1.52585659,0.96224761,0.00803301,1.36925599
-5.53176588,2.22492435,0.04253136,0.00230795,1.57391551,0.99454232,0.00786840,1.41209164
-5.52576288,2.29811049,0.04535275,0.00239843,1.62112105,1.02756587,0.00768485,1.45497254
-5.51975988,2.37252966,0.04847646,0.00248917,1.66785007,1.06134624,0.00748631,1.49805316
-5.51375688,2.44821528,0.05189507,0.00257930,1.71452677,1.09589171,0.00727691,1.54149732
-5.50775388,2.52516680,0.05559570,0.00266795,1.76160118,1.13118379,0.00706088,1.58546409
-5.50175088,2.60333142,0.05955949,0.00275413,1.80952537,1.16717096,0.00684241,1.63009317
-5.49574787,2.68258720,0.06376104,0.00283682,1.85872832,1.20376331,0.00662553,1.67549046
-5.48974487,2.76272868,0.06816820,0.00291496,1.90959072,1.24082872,0.00641399,1.72171458
-5.48374187,2.84345600,0.07274198,0.00298742,1.96242081,1.27819067,0.00621117,1.76876515
-5.47773887,2.92436830,0.07743671,0.00305308,2.01743249,1.31562797,0.00602000,1.81657333
-5.47173587,3.00496205,0.08220055,0.00311082,2.07472696,1.35287651,0.00584286,1.86499536
-5.46573287,3.08463473,0.08697618,0.00315957,2.13427871,1.38963309,0.00568159,1.91380943
-5.45972986,3.16269385,0.09170185,0.00319831,2.19592695,1.42556118,0.00553742,1.96271619
-5.45372686,3.23837104,0.09631266,0.00322615,2.25937284,1.46029842,0.00541098,2.01134307
-5.44772386,3.31084084,0.10074202,0.00324230,2.32418291,1.49346570,0.00530233,2.05925214
-5.44172086,3.37924318,0.10492331,0.00324617,2.38979856,1.52467723,0.00521100,2.10595133
-5.43571786,3.44270877,0.10879166,0.00323735,2.45555139,1.55355131,0.00513599,2.15090849
-5.42971486,3.50038585,0.11228575,0.00321564,2.52068351,1.57972128,0.00507592,2.19356760
-5.42371186,3.55146740,0.11534951,0.00318107,2.58437195,1.60284608,0.00502905,2.23336638
-5.41770885,3.59521709,0.11793381,0.00313393,2.64575599,1.62262003,0.00499337,2.26975443
-5.41170585,3.63099300,0.11999787,0.00307472,2.70396606,1.63878132,0.00496670,2.30221098
-5.40570285,3.65826773,0.12151046,0.00300416,2.75815278,1.65111880,0.00494678,2.33026143
-5.39969985,3.67664409,0.12245079,0.00292321,2.80751479,1.65947684,0.00493135,2.35349184
-5.39369685,3.68586573,0.12280905,0.00283299,2.85132408,1.66375810,0.00491821,2.37156079
-5.38769385,3.68582216,0.12258661,0.00273476,2.88894771,1.66392409,0.00490530,2.38420804
-5.38169085,3.67654833,0.12179578,0.00262991,2.91986520,1.65999360,0.00489078,2.39125979
-5.37568784,3.65821890,0.12045934,0.00251990,2.94368085,1.65203930,0.00487301,2.39263042
-5.36968484,3.63113779,0.11860967,0.00240625,2.96013096,1.64018268,0.00485066,2.38832091
-5.36368184,3.59572394,0.11628756,0.00229045,2.96908597,1.62458774,0.00482266,2.37841428
-5.35767884,3.55249412,0.11354098,0.00217397,2.97054786,1.60545397,0.00478823,2.36306846
-5.35167584,3.50204409,0.11042347,0.00205821,2.96464346,1.58300891,0.00474689,2.34250748
-5.34567284,3.44502906,0.10699264,0.00194448,2.95161456,1.55750091,0.00469842,2.31701131
-5.33966983,3.38214472,0.10330853,0.00183398,2.93180544,1.52919236,0.00464285,2.28690540
-5.33366683,3.31410964,0.09943207,0.00172775,2.90564905,1.49835378,0.00458043,2.25255037
-5.32766383,3.24164983,0.09542362,0.00162674,2.87365234,1.46525905,0.00451159,2.21433245
-5.32166083,3.16548602,0.09134167,0.00153170,2.83638174,1.43018176,0.00443692,2.17265510
-5.31565783,3.08632378,0.08724168,0.00144328,2.79444911,1.39339291,0.00435712,2.12793209
-5.30965483,3.00484647,0.08317517,0.00136196,2.74849864,1.35515963,0.00427299,2.08058208
-5.30365183,2.92171080,0.07918896,0.00128810,2.69919472,1.31574492,0.00418536,2.03102456
-5.29764882,2.83754444,0.07532460,0.00122192,2.64721084,1.27540799,0.00409513,1.97967709
-5.29164582,2.75294505,0.07161809,0.00116354,2.59321940,1.23440506,0.00400317,1.92695329
-5.28564282,2.66848018,0.06809960,0.00111294,2.53788188,1.19299012,0.00391033,1.87326136
-5.27963982,2.58468719,0.06479349,0.00107004,2.48183956,1.15141552,0.00381745,1.81900263
-5.27363682,2.50207283,0.06171840,0.00103464,2.42570406,1.10993196,0.00372529,1.76456981
-5.26763382,2.42111185,0.05888734,0.00100646,2.37004801,1.06878795,0.00363454,1.71034470
-5.26163082,2.34224464,0.05630807,0.00098515,2.31539552,1.02822840,0.00354582,1.65669511
-5.25562781,2.26587374,0.05398331,0.00097026,2.26221285,0.98849256,0.00345963,1.60397114
-5.24962481,2.19235949,0.05191120,0.00096130,2.21089950,0.94981129,0.00337637,1.55250073
-5.24362181,2.12201528,0.05008568,0.00095769,2.16178031,0.91240397,0.00329632,1.50258505
-5.23761881,2.05510293,0.04849697,0.00095880,2.11509907,0.87647523,0.00321964,1.45449376
-5.23161581,1.99182880,0.04713213,0.00096394,2.07101428,0.84221177,0.00314636,1.40846083
-5.22561281,1.93234133,0.04597556,0.00097239,2.02959776,0.80977971,0.00307638,1.36468131
-5.21960980,1.87673062,0.04500967,0.00098336,1.99083648,0.77932255,0.00300948,1.32330933
-5.21360680,1.82503041,0.04421552,0.00099608,1.95463796,0.75096015,0.00294533,1.28445786
-5.20760380,1.77722271,0.04357352,0.00100975,1.92083942,0.72478863,0.00288351,1.24820026
-5.20160080,1.73324517,0.04306411,0.00102360,1.88922033,0.70088145,0.00282353,1.21457370
-5.19559780,1.69300073,0.04266853,0.00103685,1.85951803,0.67929142,0.00276485,1.18358442
-5.18959480,1.65636919,0.04236946,0.00104883,1.83144557,0.66005358,0.00270691,1.15521427
-5.18359180,1.62321988,0.04215170,0.00105888,1.80471089,0.64318857,0.00264917,1.12942829
-5.17758879,1.59342447,0.04200268,0.00106647,1.77903609,0.62870626,0.00259113,1.10618268
-5.17158579,1.56686902,0.04191288,0.00107115,1.75417568,0.61660922,0.00253237,1.08543248
-5.16558279,1.54346413,0.04187615,0.00107258,1.72993247,0.60689571,0.00247256,1.06713823
-5.15957979,1.52315236,0.04188978,0.00107058,1.70617013,0.59956172,0.00241150,1.05127124
-5.15357679,1.50591221,0.04195442,0.00106504,1.68282138,0.59460206,0.00234912,1.03781666
-5.14757379,1.49175798,0.04207374,0.00105604,1.65989130,0.59201001,0.00228551,1.02677430
-5.14157079,1.48073553,0.04225399,0.00104372,1.63745544,0.59177577,0.00222090,1.01815678
-5.13556778,1.47291395,0.04250324,0.00102837,1.61565279,0.59388359,0.00215563,1.01198534
-5.12956478,1.46837368,0.04283062,0.00101035,1.59467411,0.59830788,0.00209017,1.00828338
-5.12356178,1.46719179,0.04324526,0.00099012,1.57474645,0.60500860,0.00202509,1.00706833
-5.11755878,1.46942555,0.04375535,0.00096816,1.55611486,0.61392626,0.00196099,1.00834249
-5.11155578,1.47509547,0.04436700,0.00094499,1.53902269,0.62497717,0.00189851,1.01208355
-5.10555278,1.48416917,0.04508332,0.00092116,1.52369176,0.63804916,0.00183826,1.01823564
-5.09954977,1.49654718,0.04590347,0.00089716,1.51030391,0.65299846,0.00178081,1.02670171
-5.09354677,1.51205224,0.04682199,0.00087346,1.49898512,0.66964802,0.00172662,1.03733789
-5.08754377,1.53042259,0.04782826,0.00085048,1.48979335,0.68778754,0.00167606,1.04995049
-5.08154077,1.55131030,0.04890625,0.00082857,1.48271087,0.70717542,0.00162931,1.06429594
-5.07553777,1.57428483,0.05003458,0.00080798,1.47764148,0.72754267,0.00158645,1.08008382
-5.06953477,1.59884164,0.05118687,0.00078890,1.47441288,0.74859857,0.00154734,1.09698294
-5.06353177,1.62441572,0.05233232,0.00077142,1.47278365,0.77003779,0.00151172,1.11463003
-5.05752876,1.65039893,0.05343665,0.00075558,1.47245447,0.79154863,0.00147916,1.13264066
-5.05152576,1.67616032,0.05446319,0.00074132,1.47308245,0.81282181,0.00144910,1.15062144
-5.04552276,1.70106806,0.05537419,0.00072858,1.47429769,0.83355921,0.00142088,1.16818288
-5.03951976,1.72451156,0.05613223,0.00071722,1.47572055,0.85348203,0.00139378,1.18495190
-5.03351676,1.74592244,0.05670166,0.00070710,1.47697871,0.87233775,0.00136702,1.20058321
-5.02751376,1.76479303,0.05705000,0.00069810,1.47772255,0.88990549,0.00133985,1.21476869
-5.02151076,1.78069124,0.05714929,0.00069010,1.47763808,0.90599935,0.00131154,1.22724432
-5.01550775,1.79327098,0.05697720,0.00068304,1.47645649,0.92046956,0.00128144,1.23779411
-5.00950475,1.80227776,0.05651794,0.00067691,1.47396001,0.93320139,0.00124900,1.24625093
-5.00350175,1.80754903,0.05576291,0.00067173,1.46998383,0.94411201,0.00121381,1.25249433
-4.99749875,1.80900983,0.05471102,0.00066765,1.46441417,0.95314553,0.00117557,1.25644560
-4.99149575,1.80666408,0.05336876,0.00066485,1.45718317,0.96026675,0.00113417,1.25806067
-4.98549275,1.80058239,0.05174986,0.00066358,1.44826107,0.96545414,0.00108963,1.25732151
-4.97948974,1.79088755,0.04987478,0.00066418,1.43764661,0.96869267,0.00104213,1.25422684
-4.97348674,1.77773881,0.04776988,0.00066702,1.42535669,0.96996712,0.00099198,1.24878297
-4.96748374,1.76131609,0.04546639,0.00067251,1.41141608,0.96925651,0.00093960,1.24099563
-4.96148074,1.74180544,0.04299928,0.00068108,1.39584823,0.96653001,0.00088554,1.23086342
-4.95547774,1.71938653,0.04040598,0.00069317,1.37866786,0.96174495,0.00083038,1.21837355
-4.94947474,1.69422303,0.03772515,0.00070916,1.35987587,0.95484679,0.00077477,1.20350012
-4.94347174,1.66645640,0.03499541,0.00072940,1.33945695,0.94577148,0.00071936,1.18620514
-4.93746873,1.63620318,0.03225419,0.00075418,1.31737995,0.93444971,0.00066482,1.16644222
-4.93146573,1.60355573,0.02953674,0.00078367,1.29360083,0.92081291,0.00061176,1.14416247
-4.92546273,1.56858604,0.02687522,0.00081792,1.26806782,0.90480061,0.00056074,1.11932232
-4.91945973,1.53135201,0.02429807,0.00085686,1.24072829,0.88636834,0.00051224,1.09189238
-4.91345673,1.49190548,0.02182953,0.00090028,1.21153662,0.86549576,0.00046669,1.06186676
-4.90745373,1.45030104,0.01948935,0.00094778,1.18046228,0.84219413,0.00042438,1.02927200
-4.90145073,1.40660498,0.01729273,0.00099885,1.14749766,0.81651276,0.00038554,0.99417488
-4.89544772,1.36090337,0.01525038,0.00105278,1.11266472,0.78854371,0.00035029,0.95668848
-4.88944472,1.31330880,0.01336876,0.00110874,1.07602011,0.75842455,0.00031864,0.91697594
-4.88344172,1.26396505,0.01165045,0.00116576,1.03765835,0.72633879,0.00029055,0.87525165
-4.87743872,1.21304960,0.01009457,0.00122276,0.99771281,0.69251405,0.00026587,0.83177964
-4.87143572,1.16077371,0.00869727,0.00127858,0.95635463,0.65721793,0.00024440,0.78686933
-4.86543272,1.10738023,0.00745230,0.00133201,0.91378946,0.62075185,0.00022588,0.74086877
-4.85942971,1.05313935,0.00635147,0.00138182,0.87025251,0.58344328,0.00021004,0.69415583
-4.85342671,0.99834275,0.00538524,0.00142680,0.82600223,0.54563665,0.00019654,0.64712786
-4.84742371,0.94329651,0.00454312,0.00146581,0.78131303,0.50768366,0.00018505,0.60019041
-4.84142071,0.88831343,0.00381413,0.00149780,0.73646760,0.46993336,0.00017525,0.55374561
-4.83541771,0.83370523,0.00318718,0.00152183,0.69174913,0.43272258,0.00016682,0.50818090
-4.82941471,0.77977499,0.00265133,0.00153716,0.64743415,0.39636710,0.00015945,0.46385858
-4.82341171,0.72681044,0.00219606,0.00154321,0.60378594,0.36115410,0.00015288,0.42110679
-4.81740870,0.67507823,0.00181144,0.00153961,0.56104916,0.32733599,0.00014686,0.38021212
-4.81140570,0.62481941,0.00148827,0.00152623,0.51944552,0.29512596,0.00014120,0.34141427
-4.80540270,0.57624628,0.00121815,0.00150315,0.47917076,0.26469519,0.00013574,0.30490269
-4.79939970,0.52954048,0.00099349,0.00147066,0.44039290,0.23617185,0.00013036,0.27081537
-4.79339670,0.48485227,0.00080756,0.00142927,0.40325149,0.20964164,0.00012500,0.23923945
-4.78739370,0.44230093,0.00065445,0.00137968,0.36785793,0.18514974,0.00011963,0.21021368
-4.78139070,0.40197592,0.00052903,0.00132276,0.33429653,0.16270394,0.00011428,0.18373217
-4.77538769,0.36393874,0.00042690,0.00125950,0.30262618,0.14227866,0.00010903,0.15974936
-4.76938469,0.32822520,0.00034434,0.00119101,0.27288244,0.12381962,0.00010400,0.13818575
-4.76338169,0.29484794,0.00027824,0.00111844,0.24507979,0.10724880,0.00009938,0.11893400
-4.75737869,0.26379913,0.00022608,0.00104299,0.21921407,0.09246956,0.00009542,0.10186527
-4.75137569,0.23505306,0.00018585,0.00096584,0.19526485,0.07937160,0.00009244,0.08683534
-4.74537269,0.20856874,0.00015602,0.00088815,0.17319773,0.06783562,0.00009086,0.07369045
-4.73936968,0.18429241,0.00013553,0.00081098,0.15296654,0.05773762,0.00009118,0.06227261
-4.73336668,0.16215989,0.00012376,0.00073533,0.13451540,0.04895266,0.00009406,0.05242426
-4.72736368,0.14209885,0.00012049,0.00066207,0.11778066,0.04135802,0.00010030,0.04399232
-4.72136068,0.12403112,0.00012600,0.00059195,0.10269277,0.03483589,0.00011088,0.03683147
-4.71535768,0.10787486,0.00014097,0.00052559,0.08917807,0.02927549,0.00012703,0.03080690
-4.70935468,0.09354685,0.00016662,0.00046345,0.07716062,0.02457468,0.00015025,0.02579627
-4.70335168,0.08096476,0.00020467,0.00040590,0.06656390,0.02064117,0.00018236,0.02169133
-4.69734867,0.07004955,0.00025743,0.00035316,0.05731268,0.01739338,0.00022557,0.01839895
-4.69134567,0.06072783,0.00032786,0.00030533,0.04933479,0.01476096,0.00028250,0.01584183
-4.68534267,0.05293437,0.00041961,0.00026242,0.04256295,0.01268513,0.00035628,0.01395895
-4.67933967,0.04661448,0.00053711,0.00022435,0.03693663,0.01111888,0.00045059,0.01270578
-4.67333667,0.04172644,0.00068561,0.00019098,0.03240381,0.01002701,0.00056970,0.01205434
-4.66733367,0.03824378,0.00087125,0.00016210,0.02892271,0.00938613,0.00071851,0.01199315
-4.66133067,0.03615736,0.00110108,0.00013748,0.02646345,0.00918465,0.00090257,0.01252712
-4.65532766,0.03547724,0.00138315,0.00011685,0.02500951,0.00942272,0.00112810,0.01367739
-4.64932466,0.03623418,0.00172644,0.00009995,0.02455906,0.01011226,0.00140198,0.01548106
-4.64332166,0.03848084,0.00214086,0.00008652,0.02512604,0.01127685,0.00173165,0.01799091
-4.63731866,0.04229242,0.00263723,0.00007632,0.02674104,0.01295180,0.00212509,0.02127496
-4.63131566,0.04776687,0.00322714,0.00006910,0.02945179,0.01518405,0.00259067,0.02541602
-4.62531266,0.05502457,0.00392280,0.00006468,0.03332350,0.01803218,0.00313698,0.03051102
-4.61930965,0.06420743,0.00473690,0.00006289,0.03843875,0.02156628,0.00377263,0.03667018
-4.61330665,0.07547738,0.00568235,0.00006359,0.04489708,0.02586784,0.00450603,0.04401601
-4.60730365,0.08901435,0.00677199,0.00006669,0.05281424,0.03102945,0.00534505,0.05268206
-4.60130065,0.10501365,0.00801831,0.00007212,0.06232104,0.03715446,0.00629676,0.06281150
-4.59529765,0.12368282,0.00943308,0.00007985,0.07356181,0.04435644,0.00736705,0.07455534
-4.58929465,0.14523804,0.01102697,0.00008987,0.08669252,0.05275845,0.00856029,0.08807043
-4.58329165,0.16990002,0.01280917,0.00010222,0.10187841,0.06249205,0.00987897,0.10351728
-4.57728864,0.19788955,0.01478704,0.00011693,0.11929129,0.07369606,0.01132338,0.12105741
-4.57128564,0.22942271,0.01696567,0.00013407,0.13910627,0.08651495,0.01289127,0.14085063
-4.56528264,0.26470573,0.01934762,0.00015372,0.16149815,0.10109682,0.01457763,0.16305188
-4.55927964,0.30392959,0.02193257,0.00017597,0.18663721,0.11759095,0.01637449,0.18780785
-4.55327664,0.34726442,0.02471712,0.00020091,0.21468460,0.13614488,0.01827085,0.21525334
-4.54727364,0.39485364,0.02769458,0.00022864,0.24578706,0.15690083,0.02025265,0.24550723
-4.54127064,0.44680787,0.03085494,0.00025924,0.28007129,0.17999169,0.02230289,0.27866825
-4.53526763,0.50319869,0.03418480,0.00029280,0.31763768,0.20553629,0.02440188,0.31481043
-4.52926463,0.56405221,0.03766749,0.00032938,0.35855373,0.23363420,0.02652752,0.35397829
-4.52326163,0.62934246,0.04128319,0.00036902,0.40284700,0.26435998,0.02865580,0.39618183
-4.51725863,0.69898485,0.04500916,0.00041175,0.45049796,0.29775699,0.03076129,0.44139141
-4.51125563,0.77282957,0.04882006,0.00045753,0.50143277,0.33383101,0.03281777,0.48953263
-4.50525263,0.85065540,0.05268825,0.00050633,0.55551635,0.37254379,0.03479888,0.54048132
-4.49924962,0.93216389,0.05658416,0.00055803,0.61254597,0.41380674,0.03667881,0.59405894
-4.49324662,1.01697448,0.06047677,0.00061248,0.67224575,0.45747524,0.03843297,0.65002861
-4.48724362,1.10462079,0.06433396,0.00066948,0.73426250,0.50334377,0.04003867,0.70809198
-4.48124062,1.19454852,0.06812301,0.00072873,0.79816326,0.55114222,0.04147567,0.76788743
-4.47523762,1.28611554,0.07181099,0.00078992,0.86343503,0.60053396,0.04272673,0.82898971
-4.46923462,1.37859448,0.07536526,0.00085262,0.92948699,0.65111579,0.04377797,0.89091157
-4.46323162,1.47117836,0.07875391,0.00091637,0.99565561,0.70242021,0.04461917,0.95310754
-4.45722861,1.56298963,0.08194617,0.00098062,1.06121296,0.75392039,0.04524394,1.01498002
-4.45122561,1.65309276,0.08491296,0.00104478,1.12537810,0.80503770,0.04564970,1.07588806
-4.44522261,1.74051060,0.08762728,0.00110821,1.18733178,0.85515215,0.04583762,1.13515859
-4.43921961,1.82424436,0.09006476,0.00117024,1.24623409,0.90361549,0.04581238,1.19210015
-4.43321661,1.90329686,0.09220414,0.00123016,1.30124478,0.94976668,0.04558188,1.24601877
-4.42721361,1.97669855,0.09402780,0.00128729,1.35154550,0.99294943,0.04515683,1.29623573
-4.42121061,2.04353560,0.09552222,0.00134096,1.39636349,1.03253123,0.04455031,1.34210645
-4.41520760,2.10297889,0.09667853,0.00139053,1.43499564,1.06792317,0.04377733,1.38303994
-4.40920460,2.15431301,0.09749291,0.00143545,1.46683205,1.09859968,0.04285435,1.41851808
-4.40320160,2.19696383,0.09796703,0.00147527,1.49137801,1.12411757,0.04179877,1.44811373
-4.39719860,2.23052340,0.09810833,0.00150965,1.50827346,1.14413327,0.04062857,1.47150696
-4.39119560,2.25477100,0.09793024,0.00153837,1.51730884,1.15841749,0.03936191,1.48849856
-4.38519260,2.26968895,0.09745224,0.00156142,1.51843669,1.16686668,0.03801675,1.49901995
-4.37918959,2.27547246,0.09669981,0.00157890,1.51177811,1.16951036,0.03661066,1.50313919
-4.37318659,2.27253253,0.09570417,0.00159114,1.49762384,1.16651413,0.03516056,1.50106236
-4.36718359,2.26149163,0.09450190,0.00159861,1.47642963,1.15817786,0.03368254,1.49313033
-4.36118059,2.24317203,0.09313439,0.00160199,1.44880613,1.14492914,0.03219183,1.47981085
-4.35517759,2.21857696,0.09164711,0.00160212,1.41550351,1.12731202,0.03070263,1.46168623
-4.34917459,2.18886524,0.09008882,0.00159996,1.37739150,1.10597153,0.02922814,1.43943705
-4.34317159,2.15532039,0.08851066,0.00159663,1.33543567,1.08163454,0.02778049,1.41382263
-4.33716858,2.11931528,0.08696517,0.00159333,1.29067098,1.05508764,0.02637076,1.38565898
-4.33116558,2.08227380,0.08550540,0.00159133,1.24417358,1.02715312,0.02500897,1.35579530
-4.32516258,2.04563103,0.08418391,0.00159190,1.19703231,0.99866377,0.02370406,1.32508979
-4.31915958,2.01079358,0.08305200,0.00159633,1.15032070,0.97043782,0.02246388,1.29438603
-4.31315658,1.97910152,0.08215894,0.00160585,1.10507091,0.94325479,0.02129520,1.26449058
-4.30715358,1.95179340,0.08155145,0.00162159,1.06225029,0.91783331,0.02020370,1.23615284
