energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up
-6.00000000,2.11920332,0.01520573,0.94784484,0.30157376,0.00000000,0.69943929,0.55144661
-5.99399700,2.16800623,0.01610732,0.97309070,0.30594396,0.00000000,0.70610075,0.56692139
-5.98799400,2.21230897,0.01702025,0.99629282,0.30963223,0.00000000,0.71163205,0.58135868
-5.98199100,2.25230885,0.01794095,1.01747382,0.31272872,0.00000000,0.71625043,0.59479426
-5.97598799,2.28826950,0.01886544,1.03669141,0.31533063,0.00000000,0.72018020,0.60728027
-5.96998499,2.32049883,0.01978914,1.05403062,0.31753684,0.00000000,0.72364206,0.61887939
-5.96398199,2.34932364,0.02070682,1.06959410,0.31944225,0.00000000,0.72684214,0.62965807
-5.95797899,2.37506243,0.02161248,1.08349110,0.32113231,0.00000000,0.72996128,0.63967921
-5.95197599,2.39799784,0.02249926,1.09582582,0.32267786,0.00000000,0.73314508,0.64899483
-5.94597299,2.41835051,0.02335938,1.10668580,0.32413070,0.00000000,0.73649527,0.65763903
-5.93996998,2.43625588,0.02418414,1.11613113,0.32552004,0.00000000,0.74006292,0.66562178
-5.93396698,2.45174574,0.02496400,1.12418529,0.32685009,0.00000000,0.74384385,0.67292404
-5.92796398,2.46473572,0.02568861,1.13082833,0.32809899,0.00000000,0.74777663,0.67949455
-5.92196098,2.47501983,0.02634706,1.13599278,0.32921907,0.00000000,0.75174336,0.68524853
-5.91595798,2.48227283,0.02692806,1.13956296,0.33013855,0.00000000,0.75557323,0.69006863
-5.90995498,2.48606027,0.02742025,1.14137762,0.33076456,0.00000000,0.75904883,0.69380798
-5.90395198,2.48585637,0.02781256,1.14123612,0.33098739,0.00000000,0.76191496,0.69629547
-5.89794897,2.48106845,0.02809456,1.13890763,0.33068575,0.00000000,0.76388946,0.69734286
-5.89194597,2.47106704,0.02825687,1.13414314,0.32973268,0.00000000,0.76467571,0.69675352
-5.88594297,2.45521992,0.02829156,1.12668942,0.32800204,0.00000000,0.76397613,0.69433221
-5.87993997,2.43292818,0.02819250,1.11630434,0.32537494,0.00000000,0.76150592,0.68989548
-5.87393697,2.40366242,0.02795570,1.10277241,0.32174603,0.00000000,0.75700663,0.68328209
-5.86793397,2.36699689,0.02757957,1.08591989,0.31702924,0.00000000,0.75025863,0.67436278
-5.86193097,2.32263986,0.02706510,1.06562841,0.31116258,0.00000000,0.74109205,0.66304903
-5.85592796,2.27045835,0.02641597,1.04184642,0.30411198,0.00000000,0.72939568,0.64930012
-5.84992496,2.21049608,0.02563851,1.01459771,0.29587375,0.00000000,0.71512332,0.63312824
-5.84392196,2.14298356,0.02474160,0.98398671,0.28647577,0.00000000,0.69829753,0.61460141
-5.83791896,2.06833996,0.02373651,0.95020007,0.27597728,0.00000000,0.67901040,0.59384388
-5.83191596,1.98716681,0.02263652,0.91350466,0.26446730,0.00000000,0.65742168,0.57103429
-5.82591296,1.90023395,0.02145663,0.87424208,0.25206186,0.00000000,0.63375420,0.54640151
-5.81990995,1.80845865,0.02021311,0.83282000,0.23890022,0.00000000,0.60828699,0.52021854
-5.81390695,1.71287915,0.01892302,0.78970087,0.22514026,0.00000000,0.58134647,0.49279482
-5.80790395,1.61462407,0.01760378,0.74538866,0.21095334,0.00000000,0.55329619,0.46446722
-5.80190095,1.51487933,0.01627269,0.70041426,0.19651890,0.00000000,0.52452555,0.43559051
-5.79589795,1.41485417,0.01494648,0.65532033,0.18201906,0.00000000,0.49543817,0.40652741
-5.78989495,1.31574796,0.01364096,0.61064634,0.16763345,0.00000000,0.46644022,0.37763901
-5.78389195,1.21871916,0.01237066,0.56691434,0.15353462,0.00000000,0.43792936,0.34927576
-5.77788894,1.12485769,0.01114863,0.52461618,0.13988400,0.00000000,0.41028454,0.32176950
-5.77188594,1.03516171,0.00998623,0.48420258,0.12682879,0.00000000,0.38385717,0.29542679
-5.76588294,0.95051931,0.00889307,0.44607429,0.11449959,0.00000000,0.35896369,0.27052368
-5.75987994,0.87169570,0.00787701,0.41057568,0.10300911,0.00000000,0.33587992,0.24730209
-5.75387694,0.79932571,0.00694423,0.37799069,0.09245164,0.00000000,0.31483719,0.22596767
-5.74787394,0.73391153,0.00609941,0.34854116,0.08290339,0.00000000,0.29602019,0.20668926
-5.74187094,0.67582515,0.00534585,0.32238734,0.07442355,0.00000000,0.27956659,0.18959957
