energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.85592796,2.93239474,0.01247193,0.31500164,1.26042085,0.89643129,1.34297172,0.00000000,1.00594339,0.50730830
-5.84992496,3.00435293,0.01209461,0.32957999,1.29003627,0.92400203,1.36834392,0.00000000,1.03100545,0.52192040
-5.84392196,3.07358348,0.01179401,0.34412963,1.31785137,0.95173721,1.39138347,0.00000000,1.05369535,0.53641912
-5.83791896,3.13967083,0.01156113,0.35851905,1.34362129,0.97953422,1.41190993,0.00000000,1.07378486,0.55073366
-5.83191596,3.20224555,0.01138713,0.37261279,1.36713254,1.00727931,1.42978843,0.00000000,1.09108299,0.56479289
-5.82591296,3.26097465,0.01126332,0.38627250,1.38819925,1.03484349,1.44492482,0.00000000,1.10543322,0.57852419
-5.81990995,3.31555177,0.01118118,0.39935843,1.40665948,1.06207902,1.45726031,0.00000000,1.11671042,0.59185231
-5.81390695,3.36568802,0.01113235,0.41173106,1.42237163,1.08881677,1.46676602,0.00000000,1.12481777,0.60469869
-5.80790395,3.41110428,0.01110866,0.42325319,1.43521157,1.11486481,1.47343779,0.00000000,1.12968402,0.61698097
-5.80190095,3.45152541,0.01110209,0.43379222,1.44507065,1.14000819,1.47729150,0.00000000,1.13126133,0.62861292
-5.79589795,3.48667683,0.01110485,0.44322255,1.45185466,1.16401030,1.47835917,0.00000000,1.12952388,0.63950475
-5.78989495,3.51628370,0.01110941,0.45142822,1.45548398,1.18661562,1.47668584,0.00000000,1.12446721,0.64956375
-5.78389195,3.54007252,0.01110857,0.45830536,1.45589463,1.20755393,1.47232736,0.00000000,1.11610848,0.65869530
-5.77788894,3.55777505,0.01109558,0.46376464,1.45304022,1.22654578,1.46534895,0.00000000,1.10448729,0.66680411
-5.77188594,3.56913402,0.01106419,0.46773338,1.44689448,1.24330895,1.45582434,0.00000000,1.08966699,0.67379570
-5.76588294,3.57391018,0.01100884,0.47015728,1.43745403,1.25756568,1.44383538,0.00000000,1.07173626,0.67957799
-5.75987994,3.57188988,0.01092472,0.47100171,1.42474108,1.26905028,1.42947174,0.00000000,1.05081056,0.68406295
-5.75387694,3.56289280,0.01080789,0.47025241,1.40880571,1.27751672,1.41283065,0.00000000,1.02703322,0.68716822
-5.74787394,3.54677896,0.01065541,0.46791564,1.38972737,1.28274593,1.39401638,0.00000000,1.00057594,0.68881867
-5.74187094,3.52345469,0.01046535,0.46401766,1.36761550,1.28455238,1.37313932,0.00000000,0.97163846,0.68894777
-5.73586793,3.49287718,0.01023689,0.45860366,1.34260889,1.28278971,1.35031467,0.00000000,0.94044717,0.68749893
-5.72986493,3.45505729,0.00997025,0.45173619,1.31487396,1.27735521,1.32566066,0.00000000,0.90725274,0.68442648
-5.72386193,3.41006082,0.00966676,0.44349315,1.28460183,1.26819298,1.29929652,0.00000000,0.87232672,0.67969667
-5.71785893,3.35800820,0.00932869,0.43396538,1.25200443,1.25529580,1.27134015,0.00000000,0.83595710,0.67328841
-5.71185593,3.29907307,0.00895921,0.42325421,1.21730987,1.23870559,1.24190601,0.00000000,0.79844329,0.66519389
-5.70585293,3.23348002,0.00856226,0.41146877,1.18075737,1.21851276,1.21110315,0.00000000,0.76009040,0.65541919
-5.69984992,3.16150200,0.00814234,0.39872350,1.14259204,1.19485458,1.17903388,0.00000000,0.72120342,0.64398472
-5.69384692,3.08345788,0.00770443,0.38513577,1.10305996,1.16791259,1.14579308,0.00000000,0.68208133,0.63092570
-5.68784392,2.99971042,0.00725372,0.37082375,1.06240379,1.13790956,1.11146852,0.00000000,0.64301163,0.61629258
-5.68184092,2.91066513,0.00679553,0.35590463,1.02085918,1.10510608,1.07614207,0.00000000,0.60426538,0.60015135
-5.67583792,2.81676997,0.00633506,0.34049323,0.97865223,1.06979686,1.03989191,0.00000000,0.56609305,0.58258390
-5.66983492,2.71851600,0.00587729,0.32470092,0.93599802,1.03230720,1.00279574,0.00000000,0.52872133,0.56368814
-5.66383192,2.61643871,0.00542684,0.30863492,0.89310032,0.99298945,0.96493452,0.00000000,0.49235092,0.54357804
-5.65782891,2.51111986,0.00498787,0.29239791,0.85015226,0.95221960,0.92639680,0.00000000,0.45715541,0.52238336
-5.65182591,2.40318908,0.00456399,0.27608782,0.80733786,0.91039409,0.88728311,0.00000000,0.42328111,0.50024917
-5.64582291,2.29332504,0.00415824,0.25979789,0.76483413,0.86792660,0.84771018,0.00000000,0.39084779,0.47733492
-5.63981991,2.18225535,0.00377303,0.24361669,0.72281354,0.82524480,0.80781452,0.00000000,0.35995014,0.45381315
-5.63381691,2.07075478,0.00341020,0.22762829,0.68144637,0.78278695,0.76775514,0.00000000,0.33065984,0.42986769
-5.62781391,1.95964128,0.00307097,0.21191226,0.64090283,0.74099810,0.72771507,0.00000000,0.30302794,0.40569153
-5.62181091,1.84976940,0.00275608,0.19654368,0.60135454,0.70032581,0.68790143,0.00000000,0.27708749,0.38148404
-5.61580790,1.74202094,0.00246576,0.18159297,0.56297516,0.66121526,0.64854402,0.00000000,0.25285610,0.35744802
-5.60980490,1.63729284,0.00219983,0.16712564,0.52594014,0.62410367,0.60989237,0.00000000,0.23033845,0.33378620
-5.60380190,1.53648228,0.00195779,0.15320185,0.49042536,0.58941393,0.57221120,0.00000000,0.20952847,0.31069762
-5.59779890,1.44046965,0.00173885,0.13987593,0.45660472,0.55754760,0.53577476,0.00000000,0.19041119,0.28837386
-5.59179590,1.35009961,0.00154202,0.12719584,0.42464688,0.52887730,0.50085994,0.00000000,0.17296424,0.26699523
-5.58579290,1.26616109,0.00136617,0.11520260,0.39471118,0.50373863,0.46773880,0.00000000,0.15715895,0.24672707
-5.57978989,1.18936706,0.00121010,0.10392974,0.36694301,0.48242197,0.43667069,0.00000000,0.14296106,0.22771641
-5.57378689,1.12033475,0.00107254,0.09340287,0.34146899,0.46516440,0.40789449,0.00000000,0.13033124,0.21008891
-5.56778389,1.05956747,0.00095226,0.08363942,0.31839209,0.45214203,0.38162124,0.00000000,0.11922535,0.19394637
-5.56178089,1.00743876,0.00084804,0.07464845,0.29778717,0.44346321,0.35802768,0.00000000,0.10959454,0.17936484
-5.55577789,0.96417980,0.00075874,0.06643076,0.27969714,0.43916307,0.33725099,0.00000000,0.10138549,0.16639339
-5.54977489,0.92987071,0.00068332,0.05897920,0.26412998,0.43919949,0.31938495,0.00000000,0.09454061,0.15505372
-5.54377189,0.90443651,0.00062083,0.05227917,0.25105693,0.44345128,0.30447783,0.00000000,0.08899856,0.14534038
-5.53776888,0.88764809,0.00057046,0.04630940,0.24041198,0.45171846,0.29253214,0.00000000,0.08469493,0.13722193
-5.53176588,0.87912834,0.00053154,0.04104289,0.23209271,0.46372520,0.28350617,0.00000000,0.08156341,0.13064272
-5.52576288,0.87836374,0.00050358,0.03644805,0.22596260,0.47912530,0.27731741,0.00000000,0.07953720,0.12552540
-5.51975988,0.88472096,0.00048625,0.03249000,0.22185477,0.49751048,0.27384773,0.00000000,0.07855089,0.12177405
-5.51375688,0.89746823,0.00047943,0.02913194,0.21957700,0.51842108,0.27295002,0.00000000,0.07854275,0.11927785
-5.50775388,0.91580075,0.00048324,0.02633666,0.21891795,0.54135930,0.27445611,0.00000000,0.07945730,0.11791501
-5.50175088,0.93886950,0.00049804,0.02406802,0.21965423,0.56580422,0.27818559,0.00000000,0.08124817,0.11755718
-5.49574787,0.96581211,0.00052444,0.02229242,0.22155830,0.59122852,0.28395523,0.00000000,0.08388118,0.11807373
-5.48974487,0.99578503,0.00056338,0.02098026,0.22440662,0.61711591,0.29158851,0.00000000,0.08733742,0.11933622
-5.48374187,1.02799548,0.00061610,0.02010724,0.22798789,0.64297886,0.30092488,0.00000000,0.09161626,0.12122254
-5.47773887,1.06173189,0.00068415,0.01965554,0.23211107,0.66837581,0.31182840,0.00000000,0.09673812,0.12362073
-5.47173587,1.09639163,0.00076943,0.01961483,0.23661267,0.69292702,0.32419518,0.00000000,0.10274676,0.12643246
-5.46573287,1.13150472,0.00087416,0.01998304,0.24136321,0.71632842,0.33795943,0.00000000,0.10971108,0.12957573
-5.45972986,1.16675231,0.00100086,0.02076684,0.24627233,0.73836265,0.35309773,0.00000000,0.11772592,0.13298698
-5.45372686,1.20197908,0.00115235,0.02198191,0.25129250,0.75890686,0.36963121,0.00000000,0.12691213,0.13662244
-5.44772386,1.23719874,0.00133164,0.02365277,0.25642099,0.77793667,0.38762554,0.00000000,0.13741534,0.14045856
-5.44172086,1.27259221,0.00154189,0.02581234,0.26169997,0.79552602,0.40718859,0.00000000,0.14940355,0.14449163
-5.43571786,1.30849830,0.00178634,0.02850106,0.26721481,0.81184287,0.42846570,0.00000000,0.16306340,0.14873656
-5.42971486,1.34539708,0.00206815,0.03176567,0.27309044,0.82714080,0.45163281,0.00000000,0.17859503,0.15322485
-5.42371186,1.38388636,0.00239032,0.03565762,0.27948585,0.84174682,0.47688744,0.00000000,0.19620559,0.15800182
-5.41770885,1.42465219,0.00275547,0.04023102,0.28658709,0.85604580,0.50443787,0.00000000,0.21610147,0.16312323
-5.41170585,1.46843441,0.00316578,0.04554036,0.29459878,0.87046230,0.53449101,0.00000000,0.23847940,0.16865143
-5.40570285,1.51598864,0.00362271,0.05163793,0.30373456,0.88544050,0.56723916,0.00000000,0.26351666,0.17465117
-5.39969985,1.56804623,0.00412693,0.05857096,0.31420688,0.90142315,0.60284637,0.00000000,0.29136063,0.18118523
-5.39369685,1.62527389,0.00467809,0.06637875,0.32621643,0.91883051,0.64143482,0.00000000,0.32211818,0.18831010
-5.38769385,1.68823472,0.00527472,0.07508976,0.33994173,0.93804019,0.68307191,0.00000000,0.35584519,0.19607185
-5.38169085,1.75735252,0.00591409,0.08471885,0.35552925,0.95936895,0.72775851,0.00000000,0.39253671,0.20450239
-5.37568784,1.83288078,0.00659210,0.09526481,0.37308467,0.98305710,0.77541905,0.00000000,0.43211838,0.21361620
-5.36968484,1.91487821,0.00730329,0.10670833,0.39266545,1.00925652,0.82589398,0.00000000,0.47443936,0.22340786
-5.36368184,2.00319182,0.00804079,0.11901056,0.41427530,1.03802260,0.87893496,0.00000000,0.51926756,0.23385026
-5.35767884,2.09744873,0.00879641,0.13211243,0.43786075,1.06931066,0.93420336,0.00000000,0.56628741,0.24489377
-5.35167584,2.19705726,0.00956075,0.14593480,0.46331004,1.10297701,0.99127219,0.00000000,0.61510052,0.25646633
-5.34567284,2.30121761,0.01032336,0.16037959,0.49045451,1.13878465,1.04963168,0.00000000,0.66522968,0.26847445
-5.33966983,2.40894210,0.01107299,0.17533186,0.51907255,1.17641331,1.10869855,0.00000000,0.71612606,0.28080524
-5.33366683,2.51908417,0.01179785,0.19066296,0.54889589,1.21547348,1.16782879,0.00000000,0.76717989,0.29332919
-5.32766383,2.63037541,0.01248594,0.20623454,0.57961815,1.25552369,1.22633369,0.00000000,0.81773407,0.30590378
-5.32166083,2.74146900,0.01312540,0.22190347,0.61090536,1.29609040,1.28349855,0.00000000,0.86710074,0.31837774
-5.31565783,2.85098803,0.01370487,0.23752733,0.64240785,1.33668941,1.33860358,0.00000000,0.91457999,0.33059575
-5.30965483,2.95757642,0.01421387,0.25297037,0.67377324,1.37684785,1.39094614,0.00000000,0.95948017,0.34240343
-5.30365183,3.05995043,0.01464313,0.26810957,0.70465971,1.41612567,1.43986346,0.00000000,1.00113901,0.35365237
-5.29764882,3.15694814,0.01498491,0.28284054,0.73474914,1.45413559,1.48475489,0.00000000,1.03894465,0.36420511
-5.29164582,3.24757470,0.01523328,0.29708290,0.76375928,1.49056043,1.52510268,0.00000000,1.07235566,0.37393968
-5.28564282,3.33104101,0.01538434,0.31078469,0.79145444,1.52516689,1.56049037,0.00000000,1.10091910,0.38275361
-5.27963982,3.40679385,0.01543632,0.32392575,0.81765412,1.55781522,1.59061774,0.00000000,1.12428585,0.39056727
-5.27363682,3.47453561,0.01538966,0.33651950,0.84223900,1.58846389,1.61531177,0.00000000,1.14222233,0.39732621
-5.26763382,3.53423270,0.01524700,0.34861302,0.86515395,1.61716929,1.63453263,0.00000000,1.15461811,0.40300258
-5.26163082,3.58611165,0.01501303,0.36028541,0.88640791,1.64408010,1.64837464,0.00000000,1.16148898,0.40759549
-5.25562781,3.63064304,0.01469437,0.37164413,0.90607041,1.66942666,1.65706173,0.00000000,1.16297521,0.41113016
-5.24962481,3.66851372,0.01429927,0.38281959,0.92426493,1.69350586,1.66093764,0.00000000,1.15933511,0.41365620
-5.24362181,3.70058841,0.01383731,0.39395807,0.94115939,1.71666208,1.66045116,0.00000000,1.15093418,0.41524472
-5.23761881,3.72786264,0.01331908,0.40521330,0.95695406,1.73926531,1.65613692,0.00000000,1.13823027,0.41598473
-5.23161581,3.75140901,0.01275579,0.41673699,0.97186775,1.76168740,1.64859270,0.00000000,1.12175553,0.41597877
-5.22561281,3.77231957,0.01215888,0.42866888,0.98612270,1.78427777,1.63845418,0.00000000,1.10209591,0.41533815
-5.21960980,3.79164716,0.01153969,0.44112671,0.99992914,1.80733969,1.62636829,0.00000000,1.07986929,0.41417784
-5.21360680,3.81034850,0.01090906,0.45419676,1.01347036,1.83110854,1.61296639,0.00000000,1.05570306,0.41261146
-5.20760380,3.82923222,0.01027708,0.46792541,1.02688903,1.85573310,1.59883865,0.00000000,1.03021245,0.41074637
-5.20160080,3.84891417,0.00965281,0.48231235,1.04027552,1.88126086,1.58451058,0.00000000,1.00398024,0.40867930
-5.19559780,3.86978247,0.00904408,0.49730570,1.05365913,1.90762817,1.57042301,0.00000000,0.97753894,0.40649256
-5.18959480,3.89197397,0.00845736,0.51279968,1.06700236,1.93465574,1.55691629,0.00000000,0.95135608,0.40425111
-5.18359180,3.91536330,0.00789771,0.52863470,1.08019902,1.96204976,1.54421942,0.00000000,0.92582301,0.40200045
-5.17758879,3.93956497,0.00736875,0.54460034,1.09307597,1.98940848,1.53244456,0.00000000,0.90124767,0.39976559
-5.17158579,3.96394840,0.00687273,0.56044088,1.10539868,2.01623409,1.52158698,0.00000000,0.87785138,0.39755101
-5.16558279,3.98766483,0.00641063,0.57586343,1.11688019,2.04194917,1.51153040,0.00000000,0.85576943,0.39534154
-5.15957979,4.00968485,0.00598228,0.59054811,1.12719324,2.06591688,1.50205738,0.00000000,0.83505539,0.39310426
-5.15357679,4.02884449,0.00558657,0.60416002,1.13598469,2.08746399,1.49286398,0.00000000,0.81568849,0.39079108
-5.14757379,4.04389743,0.00522160,0.61636238,1.14289174,2.10590557,1.48357805,0.00000000,0.79758356,0.38834204
-5.14157079,4.05357093,0.00488494,0.62683015,1.14755899,2.12057016,1.47378013,0.00000000,0.78060286,0.38568903
-5.13556778,4.05662254,0.00457376,0.63526372,1.14965558,2.13082443,1.46302590,0.00000000,0.76456915,0.38275988
-5.12956478,4.05189523,0.00428506,0.64140169,1.14889143,2.13609611,1.45086922,0.00000000,0.74927914,0.37948242
-5.12356178,4.03836827,0.00401584,0.64503256,1.14503208,2.13589444,1.43688457,0.00000000,0.73451682,0.37578857
-5.11755878,4.01520195,0.00376323,0.64600440,1.13791108,2.12982723,1.42068810,0.00000000,0.72006598,0.37161811
-5.11155578,3.98177428,0.00352460,0.64423237,1.12743984,2.11761424,1.40195629,0.00000000,0.70572143,0.36692205
-5.10555278,3.93770867,0.00329766,0.63970365,1.11361415,2.09909622,1.38044167,0.00000000,0.69129858,0.36166553
-5.09954977,3.88289159,0.00308053,0.63247967,1.09651751,2.07423994,1.35598498,0.00000000,0.67664111,0.35583000
-5.09354677,3.81748030,0.00287174,0.62269553,1.07632105,2.04313886,1.32852350,0.00000000,0.66162661,0.34941482
-5.08754377,3.74190072,0.00267022,0.61055682,1.05328029,2.00601006,1.29809545,0.00000000,0.64617017,0.34243816
-5.08154077,3.65683618,0.00247533,0.59633397,1.02772892,1.96318763,1.26484035,0.00000000,0.63022600,0.33493710
-5.07553777,3.56320802,0.00228677,0.58035443,1.00007014,1.91511308,1.22899576,0.00000000,0.61378734,0.32696724
-5.06953477,3.46214936,0.00210455,0.56299320,0.97076585,1.86232330,1.19089049,0.00000000,0.59688480,0.31860151
-5.06353177,3.35497323,0.00192892,0.54466191,0.94032441,1.80543673,1.15093491,0.00000000,0.57958345,0.30992855
-5.05752876,3.24313670,0.00176031,0.52579723,0.90928726,1.74513812,1.10960871,0.00000000,0.56197895,0.30105060
-5.05152576,3.12820227,0.00159925,0.50684866,0.87821514,1.68216254,1.06744680,0.00000000,0.54419302,0.29208093
-5.04552276,3.01179785,0.00144634,0.48826651,0.84767418,1.61727898,1.02502375,0.00000000,0.52636846,0.28314103
-5.03951976,2.89557650,0.00130215,0.47049014,0.81822227,1.55127397,0.98293743,0.00000000,0.50866389,0.27435754
-5.03351676,2.78117689,0.00116721,0.45393697,0.79039616,1.48493548,0.94179232,0.00000000,0.49124862,0.26585897
-5.02751376,2.67018539,0.00104196,0.43899237,0.76469929,1.41903739,0.90218293,0.00000000,0.47429738,0.25777244
-5.02151076,2.56410023,0.00092672,0.42600071,0.74159078,1.35432454,0.86467784,0.00000000,0.45798546,0.25022031
-5.01550775,2.46429855,0.00082165,0.41525765,0.72147540,1.29149883,0.82980459,0.00000000,0.44248386,0.24331689
-5.00950475,2.37200645,0.00072680,0.40700378,0.70469487,1.23120613,0.79803583,0.00000000,0.42795482,0.23716524
-5.00350175,2.28827258,0.00064206,0.40141955,0.69152031,1.17402444,0.76977698,0.00000000,0.41454755,0.23185418
-4.99749875,2.21394552,0.00056717,0.39862166,0.68214597,1.12045328,0.74535559,0.00000000,0.40239425,0.22745549
-4.99149575,2.14965521,0.00050176,0.39866071,0.67668436,1.07090449,0.72501260,0.00000000,0.39160632,0.22402147
-4.98549275,2.09579876,0.00044535,0.40152022,0.67516263,1.02569474,0.70889567,0.00000000,0.38227101,0.22158282
-4.97948974,2.05253105,0.00039737,0.40711700,0.67752053,0.98503975,0.69705473,0.00000000,0.37444829,0.22014702
-4.97348674,2.01976023,0.00035715,0.41530277,0.68360987,0.94905071,0.68943983,0.00000000,0.36816820,0.21969720
-4.96748374,1.99714873,0.00032402,0.42586707,0.69319569,0.91773277,0.68590140,0.00000000,0.36342872,0.22019165
-4.96148074,1.98411963,0.00029724,0.43854144,0.70595925,0.89098606,0.68619289,0.00000000,0.36019425,0.22156388
-4.95547774,1.97986901,0.00027607,0.45300482,0.72150286,0.86860917,0.68997594,0.00000000,0.35839482,0.22372351
-4.94947474,1.98338391,0.00025977,0.46889017,0.73935678,0.85030521,0.69682790,0.00000000,0.35792616,0.22655773
-4.94347174,1.99346599,0.00024762,0.48579218,0.75898799,0.83569039,0.70625165,0.00000000,0.35865068,0.22993358
-4.93746873,2.00876051,0.00023893,0.50327601,0.77981092,0.82430502,0.71768751,0.00000000,0.36039951,0.23370086
-4.93146573,2.02779001,0.00023304,0.52088685,0.80120001,0.81562661,0.73052710,0.00000000,0.36297552,0.23769568
-4.92546273,2.04899203,0.00022935,0.53816027,0.82250369,0.80908489,0.74412859,0.00000000,0.36615740,0.24174460
-4.91945973,2.07075978,0.00022728,0.55463293,0.84305976,0.80407810,0.75783325,0.00000000,0.36970470,0.24566907
-4.91345673,2.09148465,0.00022634,0.56985353,0.86221142,0.79999023,0.77098255,0.00000000,0.37336376,0.24929034
-4.90745373,2.10959921,0.00022607,0.58339361,0.87932378,0.79620861,0.78293549,0.00000000,0.37687420,0.25243435
-4.90145073,2.12361929,0.00022608,0.59485804,0.89380014,0.79214114,0.79308549,0.00000000,0.37997606,0.25493660
-4.89544772,2.13218384,0.00022603,0.60389457,0.90509753,0.78723275,0.80087644,0.00000000,0.38241703,0.25664689
-4.88944472,2.13409088,0.00022565,0.61020252,0.91274106,0.78098031,0.80581712,0.00000000,0.38395972,0.25743350
-4.88344172,2.12832866,0.00022470,0.61353995,0.91633629,0.77294575,0.80749377,0.00000000,0.38438857,0.25718697
-4.87743872,2.11410055,0.00022302,0.61372932,0.91557952,0.76276658,0.80558016,0.00000000,0.38351617,0.25582304
-4.87143572,2.09084313,0.00022048,0.61066128,0.91026525,0.75016392,0.79984494,0.00000000,0.38118877,0.25328488
-4.86543272,2.05823659,0.00021700,0.60429653,0.90029077,0.73494735,0.79015590,0.00000000,0.37729065,0.24954434
-4.85942971,2.01620741,0.00021254,0.59466567,0.88565756,0.71701692,0.77648121,0.00000000,0.37174725,0.24460233
-4.85342671,1.96492324,0.00020710,0.58186701,0.86646955,0.69636198,0.75888740,0.00000000,0.36452694,0.23848819
-4.84742371,1.90478029,0.00020072,0.56606252,0.84292827,0.67305728,0.73753441,0.00000000,0.35564129,0.23125824
-4.84142071,1.83638407,0.00019345,0.54747198,0.81532516,0.64725639,0.71266788,0.00000000,0.34514395,0.22299346
-4.83541771,1.76052424,0.00018538,0.52636568,0.78403130,0.61918287,0.68460902,0.00000000,0.33312810,0.21379644
-4.82941471,1.67814464,0.00017662,0.50305577,0.74948502,0.58911974,0.65374251,0.00000000,0.31972268,0.20378779
-4.82341171,1.59031006,0.00016728,0.47788688,0.71217796,0.55739746,0.62050303,0.00000000,0.30508751,0.19310212
-4.81740870,1.49817081,0.00015749,0.45122599,0.67264006,0.52438128,0.58536084,0.00000000,0.28940761,0.18188375
-4.81140570,1.40292662,0.00014738,0.42345229,0.63142401,0.49045818,0.54880708,0.00000000,0.27288686,0.17028239
-4.80540270,1.30579122,0.00013708,0.39494712,0.58908991,0.45602407,0.51133926,0.00000000,0.25574135,0.15844876
-4.79939970,1.20795879,0.00012672,0.36608444,0.54619053,0.42147167,0.47344754,0.00000000,0.23819273,0.14653067
-4.79339670,1.11057342,0.00011642,0.33722212,0.50325771,0.38717940,0.43560218,0.00000000,0.22046166,0.13466921
-4.78739370,1.01470241,0.00010629,0.30869427,0.46079031,0.35350170,0.39824260,0.00000000,0.20276181,0.12299565
-4.78139070,0.92131411,0.00009645,0.28080486,0.41924407,0.32076094,0.36176819,0.00000000,0.18529439,0.11162874
-4.77538769,0.83126071,0.00008696,0.25382269,0.37902356,0.28924114,0.32653125,0.00000000,0.16824364,0.10067268
-4.76938469,0.74526627,0.00007792,0.22797784,0.34047633,0.25918345,0.29283202,0.00000000,0.15177307,0.09021570
-4.76338169,0.66391975,0.00006938,0.20345955,0.30388938,0.23078360,0.26091579,0.00000000,0.13602286,0.08032932
-4.75737869,0.58767300,0.00006138,0.18041554,0.26948771,0.20419089,0.23097200,0.00000000,0.12110810,0.07106813
-4.75137569,0.51684318,0.00005396,0.15895259,0.23743501,0.17950894,0.20313523,0.00000000,0.10711816,0.06247017
-4.74537269,0.45161909,0.00004713,0.13913831,0.20783601,0.15679772,0.17748775,0.00000000,0.09411685,0.05455771
-4.73936968,0.39207073,0.00004091,0.12100384,0.18074048,0.13607677,0.15406339,0.00000000,0.08214342,0.04733856
-4.73336668,0.33816136,0.00003528,0.10454734,0.15614834,0.11732926,0.13285248,0.00000000,0.07121428,0.04080748
-4.72736368,0.28976137,0.00003023,0.08973803,0.13401571,0.10050679,0.11380746,0.00000000,0.06132519,0.03494799
-4.72136068,0.24666321,0.00002574,0.07652060,0.11426154,0.08553443,0.09684899,0.00000000,0.05245390,0.02973420
-4.71535768,0.20859669,0.00002178,0.06481977,0.09677441,0.07231602,0.08187217,0.00000000,0.04456295,0.02513271
-4.70935468,0.17524407,0.00001832,0.05454476,0.08141939,0.06073934,0.06875266,0.00000000,0.03760264,0.02110446
-4.70335168,0.14625451,0.00001532,0.04559369,0.06804462,0.05068106,0.05735255,0.00000000,0.03151396,0.01760652
-4.69734867,0.12125730,0.00001275,0.03785757,0.05648741,0.04201133,0.04752573,0.00000000,0.02623137,0.01459375
-4.69134567,0.09987379,0.00001058,0.03122397,0.04657977,0.03459784,0.03912271,0.00000000,0.02168538,0.01202023
-4.68534267,0.08172766,0.00000876,0.02558014,0.03815317,0.02830938,0.03199476,0.00000000,0.01780487,0.00984058
-4.67933967,0.06645358,0.00000726,0.02081572,0.03104265,0.02301878,0.02599738,0.00000000,0.01451902,0.00801104
-4.67333667,0.05370412,0.00000607,0.01682481,0.02509004,0.01860536,0.02099313,0.00000000,0.01175902,0.00649037
-4.66733367,0.04315508,0.00000516,0.01350770,0.02014648,0.01495669,0.01685372,0.00000000,0.00945935,0.00524051
-4.66133067,0.03450940,0.00000452,0.01077198,0.01607426,0.01197000,0.01346156,0.00000000,0.00755872,0.00422723
-4.65532766,0.02749971,0.00000413,0.00853331,0.01274799,0.00955301,0.01071077,0.00000000,0.00600083,0.00342046
-4.64932466,0.02188976,0.00000401,0.00671580,0.01005522,0.00762451,0.00850777,0.00000000,0.00473469,0.00279462
-4.64332166,0.01747502,0.00000417,0.00525208,0.00789660,0.00611451,0.00677148,0.00000000,0.00371489,0.00232886
