energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.87993997,1.38415444,0.01864559,0.00000000,0.00996762,0.23648903,0.83226952,0.00000000,0.30945572,0.28763668
-5.87393697,1.43890992,0.01961829,0.00000000,0.01012684,0.24293063,0.87002696,0.00000000,0.31993339,0.30114255
-5.86793397,1.49813202,0.02062051,0.00000000,0.01031506,0.24955691,0.91091280,0.00000000,0.33237162,0.31556762
-5.86193097,1.56101919,0.02164036,0.00000000,0.01054276,0.25633118,0.95434951,0.00000000,0.34647817,0.33071627
-5.85592796,1.62667202,0.02266476,0.00000000,0.01082120,0.26320390,0.99969679,0.00000000,0.36193790,0.34636873
-5.84992496,1.69411462,0.02367974,0.00000000,0.01116202,0.27011366,1.04626661,0.00000000,0.37842072,0.36228639
-5.84392196,1.76231853,0.02467067,0.00000000,0.01157681,0.27698892,1.09333948,0.00000000,0.39558961,0.37821788
-5.83791896,1.83022835,0.02562261,0.00000000,0.01207667,0.28375024,1.14018164,0.00000000,0.41310863,0.39390572
-5.83191596,1.89678836,0.02652066,0.00000000,0.01267159,0.29031294,1.18606265,0.00000000,0.43065074,0.40909338
-5.82591296,1.96096921,0.02735031,0.00000000,0.01337002,0.29659009,1.23027274,0.00000000,0.44790493,0.42353237
-5.81990995,2.02179377,0.02809786,0.00000000,0.01417824,0.30249560,1.27213955,0.00000000,0.46458285,0.43698927
-5.81390695,2.07836132,0.02875074,0.00000000,0.01509993,0.30794731,1.31104356,0.00000000,0.48042451,0.44925227
-5.80790395,2.12986898,0.02929792,0.00000000,0.01613569,0.31286979,1.34643180,0.00000000,0.49520295,0.46013705
-5.80190095,2.17562998,0.02973016,0.00000000,0.01728272,0.31719697,1.37782941,0.00000000,0.50872793,0.46949183
-5.79589795,2.21508783,0.03004034,0.00000000,0.01853455,0.32087410,1.40484862,0.00000000,0.52084845,0.47720115
-5.78989495,2.24782621,0.03022365,0.00000000,0.01988095,0.32385930,1.42719511,0.00000000,0.53145421,0.48318858
-5.78389195,2.27357423,0.03027775,0.00000000,0.02130796,0.32612443,1.44467139,0.00000000,0.54047598,0.48741792
-5.77788894,2.29220712,0.03020282,0.00000000,0.02279806,0.32765532,1.45717744,0.00000000,0.54788509,0.48989315
-5.77188594,2.30374260,0.03000158,0.00000000,0.02433056,0.32845144,1.46470863,0.00000000,0.55369206,0.49065694
-5.76588294,2.30833330,0.02967919,0.00000000,0.02588206,0.32852497,1.46735124,0.00000000,0.55794465,0.48978802
-5.75987994,2.30625590,0.02924316,0.00000000,0.02742713,0.32789943,1.46527586,0.00000000,0.56072538,0.48739743
-5.75387694,2.29789765,0.02870308,0.00000000,0.02893910,0.32660804,1.45872931,0.00000000,0.56214877,0.48362388
-5.74787394,2.28374113,0.02807038,0.00000000,0.03039088,0.32469179,1.44802521,0.00000000,0.56235846,0.47862851
-5.74187094,2.26434805,0.02735806,0.00000000,0.03175594,0.32219745,1.43353402,0.00000000,0.56152433,0.47258931
-5.73586793,2.24034284,0.02658032,0.00000000,0.03300926,0.31917572,1.41567278,0.00000000,0.55983962,0.46569538
-5.72986493,2.21239685,0.02575225,0.00000000,0.03412826,0.31567948,1.39489507,0.00000000,0.55751828,0.45814138
-5.72386193,2.18121350,0.02488946,0.00000000,0.03509369,0.31176229,1.37168145,0.00000000,0.55479237,0.45012235
-5.71785893,2.14751507,0.02400779,0.00000000,0.03589045,0.30747727,1.34653062,0.00000000,0.55190955,0.44182903
-5.71185593,2.11203105,0.02312296,0.00000000,0.03650815,0.30287631,1.31995150,0.00000000,0.54913059,0.43344395
-5.70585293,2.07548835,0.02225034,0.00000000,0.03694166,0.29800961,1.29245617,0.00000000,0.54672659,0.42513819
-5.69984992,2.03860305,0.02140465,0.00000000,0.03719137,0.29292554,1.26455366,0.00000000,0.54497608,0.41706904
-5.69384692,2.00207350,0.02059981,0.00000000,0.03726318,0.28767077,1.23674443,0.00000000,0.54416150,0.40937826
-5.68784392,1.96657440,0.01984872,0.00000000,0.03716846,0.28229054,1.20951539,0.00000000,0.54456513,0.40219118
-5.68184092,1.93275141,0.01916318,0.00000000,0.03692354,0.27682907,1.18333522,0.00000000,0.54646437,0.39561628
-5.67583792,1.90121587,0.01855371,0.00000000,0.03654926,0.27132983,1.15864981,0.00000000,0.55012617,0.38974519
-5.66983492,1.87253916,0.01802955,0.00000000,0.03607013,0.26583586,1.13587761,0.00000000,0.55580075,0.38465306
-5.66383192,1.84724667,0.01759852,0.00000000,0.03551346,0.26038979,1.11540483,0.00000000,0.56371462,0.38039904
-5.65782891,1.82581083,0.01726704,0.00000000,0.03490839,0.25503368,1.09758040,0.00000000,0.57406313,0.37702676
-5.65182591,1.80864356,0.01704005,0.00000000,0.03428480,0.24980859,1.08271071,0.00000000,0.58700267,0.37456486
-5.64582291,1.79608805,0.01692099,0.00000000,0.03367220,0.24475386,1.07105435,0.00000000,0.60264302,0.37302732
-5.63981991,1.78841027,0.01691179,0.00000000,0.03309875,0.23990619,1.06281687,0.00000000,0.62104003,0.37241366
-5.63381691,1.78579065,0.01701283,0.00000000,0.03259022,0.23529855,1.05814602,0.00000000,0.64218917,0.37270909
-5.62781391,1.78831649,0.01722294,0.00000000,0.03216911,0.23095888,1.05712761,0.00000000,0.66602032,0.37388454
-5.62181091,1.79597555,0.01753936,0.00000000,0.03185394,0.22690897,1.05978235,0.00000000,0.69239423,0.37589671
-5.61580790,1.80865169,0.01795782,0.00000000,0.03165865,0.22316321,1.06606397,0.00000000,0.72110097,0.37868827
-5.60980490,1.82612282,0.01847251,0.00000000,0.03159218,0.21972771,1.07585892,0.00000000,0.75186071,0.38218818
-5.60380190,1.84806180,0.01907614,0.00000000,0.03165829,0.21659958,1.08898764,0.00000000,0.78432702,0.38631243
-5.59779890,1.87404050,0.01976004,0.00000000,0.03185547,0.21376665,1.10520781,0.00000000,0.81809265,0.39096502
-5.59179590,1.90353722,0.02051427,0.00000000,0.03217717,0.21120751,1.12421922,0.00000000,0.85269788,0.39603948
-5.58579290,1.93594732,0.02132771,0.00000000,0.03261201,0.20889211,1.14567039,0.00000000,0.88764111,0.40142066
-5.57978989,1.97059683,0.02218828,0.00000000,0.03314434,0.20678265,1.16916665,0.00000000,0.92239141,0.40698709
-5.57378689,2.00675859,0.02308313,0.00000000,0.03375478,0.20483503,1.19427930,0.00000000,0.95640251,0.41261355
-5.56778389,2.04367031,0.02399883,0.00000000,0.03442094,0.20300046,1.22055559,0.00000000,0.98912773,0.41817392
-5.56178089,2.08055369,0.02492162,0.00000000,0.03511813,0.20122752,1.24752897,0.00000000,1.02003518,0.42354414
-5.55577789,2.11663401,0.02583769,0.00000000,0.03582027,0.19946423,1.27472936,0.00000000,1.04862260,0.42860515
-5.54977489,2.15115909,0.02673339,0.00000000,0.03650063,0.19766021,1.30169278,0.00000000,1.07443115,0.43324562
-5.54377189,2.18341709,0.02759549,0.00000000,0.03713270,0.19576875,1.32797022,0.00000000,1.09705765,0.43736441
-5.53776888,2.21275225,0.02841141,0.00000000,0.03769099,0.19374876,1.35313531,0.00000000,1.11616462,0.44087258
-5.53176588,2.23857805,0.02916943,0.00000000,0.03815171,0.19156630,1.37679064,0.00000000,1.13148790,0.44369489
-5.52576288,2.26038755,0.02985889,0.00000000,0.03849349,0.18919585,1.39857261,0.00000000,1.14284140,0.44577070
-5.51975988,2.27776041,0.03047031,0.00000000,0.03869786,0.18662108,1.41815489,0.00000000,1.15011908,0.44705430
-5.51375688,2.29036684,0.03099552,0.00000000,0.03874979,0.18383525,1.43525051,0.00000000,1.15329407,0.44751468
-5.50775388,2.29796850,0.03142777,0.00000000,0.03863793,0.18084103,1.44961276,0.00000000,1.15241520,0.44713473
-5.50175088,2.30041670,0.03176173,0.00000000,0.03835487,0.17764996,1.46103527,0.00000000,1.14760116,0.44591015
-5.49574787,2.29764830,0.03199355,0.00000000,0.03789723,0.17428159,1.46935133,0.00000000,1.13903288,0.44384798
-5.48974487,2.28967987,0.03212080,0.00000000,0.03726555,0.17076213,1.47443295,0.00000000,1.12694442,0.44096498
-5.48374187,2.27660061,0.03214251,0.00000000,0.03646422,0.16712309,1.47618972,0.00000000,1.11161295,0.43728606
-5.47773887,2.25856462,0.03205901,0.00000000,0.03550118,0.16339966,1.47456778,0.00000000,1.09334840,0.43284273
-5.47173587,2.23578285,0.03187198,0.00000000,0.03438753,0.15962909,1.46954904,0.00000000,1.07248311,0.42767179
-5.46573287,2.20851537,0.03158427,0.00000000,0.03313720,0.15584921,1.46115064,0.00000000,1.04936194,0.42181438
-5.45972986,2.17706402,0.03119987,0.00000000,0.03176636,0.15209701,1.44942467,0.00000000,1.02433322,0.41531530
-5.45372686,2.14176580,0.03072380,0.00000000,0.03029299,0.14840752,1.43445813,0.00000000,0.99774068,0.40822269
-5.44772386,2.10298695,0.03016203,0.00000000,0.02873631,0.14481289,1.41637291,0.00000000,0.96991656,0.40058817
-5.44172086,2.06111790,0.02952136,0.00000000,0.02711622,0.14134186,1.39532563,0.00000000,0.94117598,0.39246721
-5.43571786,2.01656883,0.02880935,0.00000000,0.02545284,0.13801943,1.37150722,0.00000000,0.91181252,0.38391979
-5.42971486,1.96976582,0.02803419,0.00000000,0.02376601,0.13486689,1.34514199,0.00000000,0.88209496,0.37501123
-5.42371186,1.92114745,0.02720462,0.00000000,0.02207485,0.13190208,1.31648611,0.00000000,0.85226514,0.36581316
-5.41770885,1.87116167,0.02632980,0.00000000,0.02039739,0.12913980,1.28582531,0.00000000,0.82253677,0.35640446
-5.41170585,1.82026288,0.02541922,0.00000000,0.01875027,0.12659244,1.25347190,0.00000000,0.79309507,0.34687219
-5.40570285,1.76890915,0.02448254,0.00000000,0.01714852,0.12427060,1.21976107,0.00000000,0.76409716,0.33731239
-5.39969985,1.71755950,0.02352947,0.00000000,0.01560536,0.12218376,1.18504651,0.00000000,0.73567316,0.32783067
-5.39369685,1.66667129,0.02256967,0.00000000,0.01413213,0.12034085,1.14969566,0.00000000,0.70792782,0.31854267
-5.38769385,1.61669786,0.02161259,0.00000000,0.01273825,0.11875070,1.11408463,0.00000000,0.68094272,0.30957426
-5.38169085,1.56808631,0.02066734,0.00000000,0.01143124,0.11742235,1.07859308,0.00000000,0.65477896,0.30106152
-5.37568784,1.52127574,0.01974254,0.00000000,0.01021682,0.11636515,1.04359932,0.00000000,0.62948030,0.29315052
-5.36968484,1.47669581,0.01884624,0.00000000,0.00909901,0.11558867,1.00947579,0.00000000,0.60507673,0.28599692
-5.36368184,1.43476586,0.01798578,0.00000000,0.00808029,0.11510243,0.97658503,0.00000000,0.58158837,0.27976529
-5.35767884,1.39589445,0.01716770,0.00000000,0.00716181,0.11491543,0.94527647,0.00000000,0.55902968,0.27462836
-5.35167584,1.36047938,0.01639765,0.00000000,0.00634355,0.11503561,0.91588389,0.00000000,0.53741383,0.27076597
-5.34567284,1.32890814,0.01568035,0.00000000,0.00562455,0.11546925,0.88872373,0.00000000,0.51675712,0.26836389
-5.33966983,1.30155856,0.01501953,0.00000000,0.00500311,0.11622033,0.86409413,0.00000000,0.49708334,0.26761240
-5.33366683,1.27879954,0.01441796,0.00000000,0.00447697,0.11729003,0.84227455,0.00000000,0.47842787,0.26870463
-5.32766383,1.26099177,0.01387741,0.00000000,0.00404350,0.11867631,0.82352602,0.00000000,0.46084139,0.27183456
-5.32166083,1.24848800,0.01339870,0.00000000,0.00369987,0.12037368,0.80809161,0.00000000,0.44439297,0.27719482
-5.31565783,1.24163289,0.01298178,0.00000000,0.00344317,0.12237334,0.79619710,0.00000000,0.42917256,0.28497399
-5.30965483,1.24076203,0.01262579,0.00000000,0.00327050,0.12466339,0.78805160,0.00000000,0.41529254,0.29535361
-5.30365183,1.24620012,0.01232915,0.00000000,0.00317905,0.12722953,0.78384783,0.00000000,0.40288839,0.30850477
-5.29764882,1.25825795,0.01208968,0.00000000,0.00316614,0.13005586,0.78376213,0.00000000,0.39211831,0.32458434
-5.29164582,1.27722832,0.01190471,0.00000000,0.00322923,0.13312603,0.78795375,0.00000000,0.38316186,0.34373076
-5.28564282,1.30338060,0.01177120,0.00000000,0.00336584,0.13642446,0.79656353,0.00000000,0.37621750,0.36605961
-5.27963982,1.33695414,0.01168587,0.00000000,0.00357355,0.13993771,0.80971183,0.00000000,0.37149915,0.39165894
-5.27363682,1.37815040,0.01164531,0.00000000,0.00384987,0.14365582,0.82749564,0.00000000,0.36923174,0.42058450
-5.26763382,1.42712410,0.01164609,0.00000000,0.00419213,0.14757347,0.84998491,0.00000000,0.36964600,0.45285505
-5.26163082,1.48397350,0.01168484,0.00000000,0.00459740,0.15169097,0.87721824,0.00000000,0.37297236,0.48844792
-5.25562781,1.54873013,0.01175833,0.00000000,0.00506227,0.15601490,0.90919796,0.00000000,0.37943430,0.52729500
-5.24962481,1.62134831,0.01186353,0.00000000,0.00558280,0.16055827,0.94588479,0.00000000,0.38924122,0.56927943
-5.24362181,1.70169481,0.01199763,0.00000000,0.00615436,0.16534025,0.98719230,0.00000000,0.40258098,0.61423322
-5.23761881,1.78953935,0.01215804,0.00000000,0.00677150,0.17038530,1.03298152,0.00000000,0.41961234,0.66193595
-5.23161581,1.88454617,0.01234241,0.00000000,0.00742793,0.17572183,1.08305585,0.00000000,0.44045746,0.71211490
-5.22561281,1.98626755,0.01254852,0.00000000,0.00811644,0.18138027,1.13715669,0.00000000,0.46519478,0.76444669
-5.21960980,2.09413963,0.01277432,0.00000000,0.00882889,0.18739077,1.19496016,0.00000000,0.49385242,0.81856061
-5.21360680,2.20748114,0.01301779,0.00000000,0.00955628,0.19378054,1.25607515,0.00000000,0.52640235,0.87404375
-5.20760380,2.32549562,0.01327691,0.00000000,0.01028882,0.20057101,1.32004312,0.00000000,0.56275574,0.93044792
-5.20160080,2.44727742,0.01354958,0.00000000,0.01101611,0.20777494,1.38633989,0.00000000,0.60275946,0.98729833
-5.19559780,2.57182178,0.01383353,0.00000000,0.01172726,0.21539371,1.45437958,0.00000000,0.64619428,1.04410388
-5.18959480,2.69803910,0.01412632,0.00000000,0.01241118,0.22341488,1.52352097,0.00000000,0.69277466,1.10036874
-5.18359180,2.82477333,0.01442524,0.00000000,0.01305680,0.23181030,1.59307617,0.00000000,0.74215053,1.15560508
-5.17758879,2.95082403,0.01472733,0.00000000,0.01365336,0.24053485,1.66232160,0.00000000,0.79391094,1.20934635
-5.17158579,3.07497181,0.01502940,0.00000000,0.01419073,0.24952592,1.73051112,0.00000000,0.84758979,1.26116070
-5.16558279,3.19600612,0.01532800,0.00000000,0.01465962,0.25870380,1.79689083,0.00000000,0.90267341,1.31066404
-5.15957979,3.31275462,0.01561954,0.00000000,0.01505194,0.26797291,1.86071534,0.00000000,0.95860992,1.35753206
-5.15357679,3.42411298,0.01590034,0.00000000,0.01536096,0.27722397,1.92126478,0.00000000,1.01482010,1.40151082
-5.14757379,3.52907388,0.01616673,0.00000000,0.01558157,0.28633693,1.97786206,0.00000000,1.07070952,1.44242505
-5.14157079,3.62675391,0.01641515,0.00000000,0.01571038,0.29518463,2.02988963,0.00000000,1.12568135,1.48018394
-5.13556778,3.71641712,0.01664231,0.00000000,0.01574587,0.30363708,2.07680521,0.00000000,1.17914965,1.51478385
-5.12956478,3.79749407,0.01684525,0.00000000,0.01568835,0.31156597,2.11815566,0.00000000,1.23055240,1.54630762
-5.12356178,3.86959534,0.01702151,0.00000000,0.01553998,0.31884945,2.15358850,0.00000000,1.27936401,1.57492030
-5.11755878,3.93251866,0.01716920,0.00000000,0.01530465,0.32537677,2.18286047,0.00000000,1.32510660,1.60086136
-5.11155578,3.98624914,0.01728710,0.00000000,0.01498784,0.33105261,2.20584276,0.00000000,1.36735979,1.62443335
-5.10555278,4.03095233,0.01737473,0.00000000,0.01459644,0.33580082,2.22252263,0.00000000,1.40576844,1.64598752
-5.09954977,4.06696029,0.01743235,0.00000000,0.01413846,0.33956748,2.23300121,0.00000000,1.44004827,1.66590667
-5.09354677,4.09475094,0.01746097,0.00000000,0.01362285,0.34232301,2.23748749,0.00000000,1.46998886,1.68458601
-5.08754377,4.11492164,0.01746235,0.00000000,0.01305916,0.34406316,2.23628881,0.00000000,1.49545419,1.70241274
-5.08154077,4.12815780,0.01743886,0.00000000,0.01245728,0.34480906,2.22979793,0.00000000,1.51638065,1.71974517
-5.07553777,4.13519813,0.01739344,0.00000000,0.01182717,0.34460591,2.21847737,0.00000000,1.53277262,1.73689230
-5.06953477,4.13679766,0.01732944,0.00000000,0.01117861,0.34352078,2.20284144,0.00000000,1.54469591,1.75409490
-5.06353177,4.13369044,0.01725046,0.00000000,0.01052095,0.34163924,2.18343664,0.00000000,1.55226938,1.77150884
-5.05752876,4.12655341,0.01716020,0.00000000,0.00986295,0.33906127,2.16082130,0.00000000,1.55565527,1.78919168
-5.05152576,4.11597314,0.01706223,0.00000000,0.00921256,0.33589643,2.13554512,0.00000000,1.55504845,1.80709309
-5.04552276,4.10241703,0.01695987,0.00000000,0.00857685,0.33225864,2.10812943,0.00000000,1.55066544,1.82504980
-5.03951976,4.08621019,0.01685594,0.00000000,0.00796190,0.32826082,2.07904904,0.00000000,1.54273348,1.84278547
-5.03351676,4.06751930,0.01675267,0.00000000,0.00737276,0.32400959,2.04871629,0.00000000,1.53148026,1.85991554
-5.02751376,4.04634425,0.01665151,0.00000000,0.00681341,0.31960040,2.01746810,0.00000000,1.51712476,1.87595720
-5.02151076,4.02251800,0.01655304,0.00000000,0.00628682,0.31511324,1.98555649,0.00000000,1.49986962,1.89034408
-5.01550775,3.99571495,0.01645691,0.00000000,0.00579496,0.31060925,1.95314294,0.00000000,1.47989538,1.90244520
-5.00950475,3.96546746,0.01636185,0.00000000,0.00533889,0.30612830,1.92029708,0.00000000,1.45735683,1.91158754
-5.00350175,3.93119008,0.01626563,0.00000000,0.00491881,0.30168777,1.88699952,0.00000000,1.43238148,1.91708132
-4.99749875,3.89221046,0.01616520,0.00000000,0.00453420,0.29728255,1.85314902,0.00000000,1.40507043,1.91824690
-4.99149575,3.84780559,0.01605681,0.00000000,0.00418388,0.29288624,1.81857349,0.00000000,1.37550118,1.91444245
-4.98549275,3.79724209,0.01593614,0.00000000,0.00386616,0.28845347,1.78304461,0.00000000,1.34373249,1.90509088
-4.97948974,3.73981849,0.01579853,0.00000000,0.00357894,0.28392332,1.74629521,0.00000000,1.30981076,1.88970522
-4.97348674,3.67490790,0.01563919,0.00000000,0.00331977,0.27922354,1.70803890,0.00000000,1.27377756,1.86791119
-4.96748374,3.60199900,0.01545348,0.00000000,0.00308606,0.27427535,1.66799084,0.00000000,1.23567796,1.83946605
-4.96148074,3.52073346,0.01523715,0.00000000,0.00287506,0.26899865,1.62588886,0.00000000,1.19556903,1.80427296
-4.95547774,3.43093823,0.01498654,0.00000000,0.00268403,0.26331728,1.58151394,0.00000000,1.15352796,1.76239016
-4.94947474,3.33265097,0.01469888,0.00000000,0.00251030,0.25716407,1.53470898,0.00000000,1.10965951,1.71403464
-4.94347174,3.22613753,0.01437243,0.00000000,0.00235132,0.25048548,1.48539510,0.00000000,1.06410205,1.65958025
-4.93746873,3.11190069,0.01400665,0.00000000,0.00220475,0.24324551,1.43358468,0.00000000,1.01703209,1.59955014
-4.93146573,2.99067956,0.01360234,0.00000000,0.00206846,0.23542875,1.37939048,0.00000000,0.96866681,1.53460407
-4.92546273,2.86343977,0.01316166,0.00000000,0.00194060,0.22704242,1.32303048,0.00000000,0.91926455,1.46552112
-4.91945973,2.73135481,0.01268813,0.00000000,0.00181960,0.21811739,1.26482824,0.00000000,0.86912309,1.39317843
-4.91345673,2.59577936,0.01218662,0.00000000,0.00170420,0.20870801,1.20520883,0.00000000,0.81857596,1.31852699
-4.90745373,2.45821579,0.01166321,0.00000000,0.00159340,0.19889100,1.14469052,0.00000000,0.76798678,1.24256547
-4.90145073,2.32027532,0.01112509,0.00000000,0.00148650,0.18876327,1.08387272,0.00000000,0.71774207,1.16631306
-4.89544772,2.18363550,0.01058031,0.00000000,0.00138304,0.17843909,1.02342081,0.00000000,0.66824279,1.09078240
-4.88944472,2.04999579,0.01003766,0.00000000,0.00128280,0.16804644,0.96404854,0.00000000,0.61989516,1.01695364
-4.88344172,1.92103310,0.00950638,0.00000000,0.00118574,0.15772311,0.90649886,0.00000000,0.57310106,0.94575043
-4.87743872,1.79835898,0.00899594,0.00000000,0.00109198,0.14761241,0.85152404,0.00000000,0.52824861,0.87801874
-4.87143572,1.68348009,0.00851585,0.00000000,0.00100176,0.13785890,0.79986588,0.00000000,0.48570327,0.81450903
-4.86543272,1.57776321,0.00807543,0.00000000,0.00091542,0.12860428,0.75223682,0.00000000,0.44579992,0.75586217
-4.85942971,1.48240590,0.00768359,0.00000000,0.00083333,0.11998350,0.70930253,0.00000000,0.40883610,0.70259946
-4.85342671,1.39841353,0.00734869,0.00000000,0.00075588,0.11212136,0.67166658,0.00000000,0.37506676,0.65511685
-4.84742371,1.32658304,0.00707840,0.00000000,0.00068346,0.10512954,0.63985756,0.00000000,0.34470055,0.61368303
-4.84142071,1.26749346,0.00687958,0.00000000,0.00061643,0.09910422,0.61431881,0.00000000,0.31789771,0.57844142
-4.83541771,1.22150300,0.00675820,0.00000000,0.00055509,0.09412422,0.59540081,0.00000000,0.29476952,0.54941546
-4.82941471,1.18875202,0.00671924,0.00000000,0.00049968,0.09024976,0.58335629,0.00000000,0.27537910,0.52651686
-4.82341171,1.16917131,0.00676674,0.00000000,0.00045038,0.08752168,0.57833764,0.00000000,0.25974339,0.50955615
-4.81740870,1.16249462,0.00690366,0.00000000,0.00040729,0.08596115,0.58039649,0.00000000,0.24783608,0.49825501
-4.81140570,1.16827452,0.00713195,0.00000000,0.00037043,0.08556973,0.58948516,0.00000000,0.23959111,0.49225968
-4.80540270,1.18590048,0.00745247,0.00000000,0.00033975,0.08632989,0.60545938,0.00000000,0.23490661,0.49115500
-4.79939970,1.21461822,0.00786501,0.00000000,0.00031514,0.08820565,0.62808220,0.00000000,0.23364879,0.49447842
-4.79339670,1.25354950,0.00836822,0.00000000,0.00029642,0.09114354,0.65702859,0.00000000,0.23565578,0.50173346
-4.78739370,1.30171140,0.00895963,0.00000000,0.00028335,0.09507373,0.69189051,0.00000000,0.24074098,0.51240238
-4.78139070,1.35803461,0.00963554,0.00000000,0.00027564,0.09991122,0.73218229,0.00000000,0.24869605,0.52595753
-4.77538769,1.42138035,0.01039103,0.00000000,0.00027294,0.10555728,0.77734622,0.00000000,0.25929315,0.54187131
-4.76938469,1.49055557,0.01121988,0.00000000,0.00027489,0.11190094,0.82675819,0.00000000,0.27228676,0.55962445
-4.76338169,1.56432655,0.01211453,0.00000000,0.00028107,0.11882059,0.87973368,0.00000000,0.28741487,0.57871273
-4.75737869,1.64143095,0.01306606,0.00000000,0.00029103,0.12618571,0.93553395,0.00000000,0.30439978,0.59865205
-4.75137569,1.72058866,0.01406418,0.00000000,0.00030429,0.13385883,0.99337281,0.00000000,0.32294869,0.61898206
-4.74537269,1.80051187,0.01509723,0.00000000,0.00032035,0.14169747,1.05242405,0.00000000,0.34275420,0.63926850
-4.73936968,1.87991480,0.01615230,0.00000000,0.00033868,0.14955635,1.11182975,0.00000000,0.36349499,0.65910447
-4.73336668,1.95752363,0.01721526,0.00000000,0.00035875,0.15728965,1.17070969,0.00000000,0.38483688,0.67811095
-4.72736368,2.03208705,0.01827102,0.00000000,0.00038000,0.16475344,1.22817191,0.00000000,0.40643452,0.69593691
-4.72136068,2.10238787,0.01930367,0.00000000,0.00040188,0.17180814,1.28332459,0.00000000,0.42793376,0.71225908
-4.71535768,2.16725591,0.02029679,0.00000000,0.00042381,0.17832101,1.33528917,0.00000000,0.44897499,0.72678196
-4.70935468,2.22558242,0.02123379,0.00000000,0.00044527,0.18416863,1.38321452,0.00000000,0.46919731,0.73923796
-4.70335168,2.27633572,0.02209825,0.00000000,0.00046572,0.18923931,1.42629216,0.00000000,0.48824378,0.74938814
-4.69734867,2.31857815,0.02287435,0.00000000,0.00048466,0.19343528,1.46377190,0.00000000,0.50576740,0.75702337
-4.69134567,2.35148363,0.02354727,0.00000000,0.00050164,0.19667472,1.49497775,0.00000000,0.52143786,0.76196619
-4.68534267,2.37435538,0.02410366,0.00000000,0.00051626,0.19889342,1.51932344,0.00000000,0.53494873,0.76407312
-4.67933967,2.38664312,0.02453200,0.00000000,0.00052818,0.20004615,1.53632698,0.00000000,0.54602492,0.76323742
-4.67333667,2.38795877,0.02482301,0.00000000,0.00053712,0.20010753,1.54562381,0.00000000,0.55442993,0.75939208
-4.66733367,2.37808995,0.02496998,0.00000000,0.00054290,0.19907249,1.54697775,0.00000000,0.55997276,0.75251277
-4.66133067,2.35701036,0.02496901,0.00000000,0.00054542,0.19695622,1.54028935,0.00000000,0.56251394,0.74262055
-4.65532766,2.32488629,0.02481921,0.00000000,0.00054466,0.19379366,1.52560106,0.00000000,0.56197047,0.72978404
-4.64932466,2.28207860,0.02452276,0.00000000,0.00054069,0.18963845,1.50309895,0.00000000,0.55831932,0.71412071
-4.64332166,2.22913971,0.02408494,0.00000000,0.00053369,0.18456145,1.47311056,0.00000000,0.55159934,0.69579714
