energy_ev,total_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.28564282,1.51769242,0.27004991,0.00240422,1.11107485,0.38225621,0.02429355,0.81214245
-5.27963982,1.50915333,0.26835593,0.00239106,1.12196909,0.37506365,0.02352421,0.80710929
-5.27363682,1.50084662,0.26716905,0.00237811,1.13308434,0.36767066,0.02276100,0.80176435
-5.26763382,1.49309751,0.26657668,0.00236646,1.14445586,0.36020351,0.02201271,0.79625623
-5.26163082,1.48621175,0.26664559,0.00235720,1.15612270,0.35278512,0.02128654,0.79073808
-5.25562781,1.48046115,0.26741816,0.00235134,1.16811818,0.34553192,0.02058797,0.78536150
-5.24962481,1.47606977,0.26890932,0.00234978,1.18046000,0.33855075,0.01992072,0.78027013
-5.24362181,1.47320151,0.27110462,0.00235329,1.19314072,0.33193603,0.01928675,0.77559328
-5.23761881,1.47194973,0.27395940,0.00236245,1.20611945,0.32576725,0.01868633,0.77143991
-5.23161581,1.47232988,0.27739920,0.00237764,1.21931535,0.32010702,0.01811823,0.76789343
-5.22561281,1.47427543,0.28132147,0.00239901,1.23260368,0.31499953,0.01757993,0.76500756
-5.21960980,1.47763762,0.28559849,0.00242648,1.24581467,0.31046987,0.01706786,0.76280363
-5.21360680,1.48218920,0.29008151,0.00245974,1.25873564,0.30652396,0.01657770,0.76126939
-5.20760380,1.48763209,0.29460571,0.00249824,1.27111605,0.30314924,0.01610467,0.76035965
-5.20160080,1.49360861,0.29899612,0.00254123,1.28267562,0.30031617,0.01564385,0.75999849
-5.19559780,1.49971591,0.30307390,0.00258778,1.29311480,0.29798035,0.01519049,0.76008313
-5.18959480,1.50552280,0.30666289,0.00263682,1.30212702,0.29608537,0.01474020,0.76048922
-5.18359180,1.51058817,0.30959611,0.00268717,1.30941213,0.29456602,0.01428928,0.76107725
-5.17758879,1.51448008,0.31172183,0.00273758,1.31468986,0.29335201,0.01383484,0.76169970
-5.17158579,1.51679448,0.31290900,0.00278680,1.31771279,0.29237177,0.01337493,0.76220860
-5.16558279,1.51717261,0.31305179,0.00283361,1.31827771,0.29155632,0.01290867,0.76246299
-5.15957979,1.51531632,0.31207296,0.00287686,1.31623480,0.29084298,0.01243624,0.76233608
-5.15357679,1.51100038,0.30992609,0.00291553,1.31149410,0.29017872,0.01195886,0.76172146
-5.14757379,1.50408136,0.30659640,0.00294873,1.30402874,0.28952304,0.01147875,0.76053829
-5.14157079,1.49450281,0.30210034,0.00297577,1.29387498,0.28885027,0.01099898,0.75873524
-5.13556778,1.48229642,0.29648388,0.00299614,1.28112905,0.28815114,0.01052337,0.75629280
-5.12956478,1.46757954,0.28981976,0.00300957,1.26594107,0.28743364,0.01005630,0.75322435
-5.12356178,1.45054921,0.28220377,0.00301597,1.24850670,0.28672308,0.00960256,0.74957557
-5.11755878,1.43147337,0.27375043,0.00301549,1.22905692,0.28606142,0.00916714,0.74542266
-5.11155578,1.41067978,0.26458814,0.00300848,1.20784705,0.28550598,0.00875508,0.74086949
-5.10555278,1.38854346,0.25485427,0.00299546,1.18514535,0.28512743,0.00837129,0.73604374
-5.09954977,1.36547340,0.24469034,0.00297713,1.16122243,0.28500744,0.00802042,0.73109258
-5.09354677,1.34189931,0.23423751,0.00295433,1.13634176,0.28523583,0.00770672,0.72617792
-5.08754377,1.31825898,0.22363266,0.00292803,1.11075211,0.28590757,0.00743393,0.72147157
-5.08154077,1.29498694,0.21300517,0.00289927,1.08468216,0.28711958,0.00720522,0.71715060
-5.07553777,1.27250470,0.20247456,0.00286916,1.05833759,0.28896765,0.00702315,0.71339292
-5.06953477,1.25121298,0.19214891,0.00283886,1.03190060,0.29154332,0.00688962,0.71037329
-5.06353177,1.23148582,0.18212428,0.00280953,1.00553169,0.29493111,0.00680589,0.70825989
-5.05752876,1.21366678,0.17248480,0.00278231,0.97937347,0.29920589,0.00677258,0.70721135
-5.05152576,1.19806680,0.16330360,0.00275832,0.95355594,0.30443070,0.00678973,0.70737431
-5.04552276,1.18496369,0.15464424,0.00273863,0.92820266,0.31065489,0.00685682,0.70888141
-5.03951976,1.17460268,0.14656257,0.00272421,0.90343743,0.31791263,0.00697285,0.71184972
-5.03351676,1.16719786,0.13910886,0.00271597,0.87939067,0.32622189,0.00713640,0.71637946
-5.02751376,1.16293399,0.13232998,0.00271471,0.85620502,0.33558377,0.00734567,0.72255289
-5.02151076,1.16196842,0.12627145,0.00272110,0.83403982,0.34598230,0.00759860,0.73043349
-5.01550775,1.16443270,0.12097927,0.00273571,0.81307389,0.35738447,0.00789286,0.74006515
-5.00950475,1.17043377,0.11650138,0.00275896,0.79350657,0.36974078,0.00822595,0.75147147
-5.00350175,1.18005441,0.11288849,0.00279115,0.77555677,0.38298589,0.00859525,0.76465511
-4.99749875,1.19335290,0.11019454,0.00283245,0.75946009,0.39703969,0.00899803,0.77959714
-4.99149575,1.21036183,0.10847633,0.00288287,0.74546408,0.41180844,0.00943149,0.79625647
-4.98549275,1.23108602,0.10779270,0.00294233,0.73382185,0.42718616,0.00989278,0.81456925
-4.97948974,1.25549965,0.10820298,0.00301059,0.72478442,0.44305600,0.01037900,0.83444840
-4.97348674,1.28354265,0.10976492,0.00308733,0.71859183,0.45929171,0.01088716,0.85578310
-4.96748374,1.31511657,0.11253212,0.00317210,0.71546383,0.47575910,0.01141422,0.87843845
-4.96148074,1.35007995,0.11655109,0.00326438,0.71558999,0.49231739,0.01195698,0.90225514
-4.95547774,1.38824360,0.12185798,0.00336353,0.71912012,0.50882048,0.01251211,0.92704930
-4.94947474,1.42936589,0.12847522,0.00346887,0.72615490,0.52511816,0.01307604,0.95261244
-4.94347174,1.47314834,0.13640815,0.00357963,0.73673745,0.54105716,0.01364498,0.97871167
-4.93746873,1.51923190,0.14564179,0.00369499,0.75084589,0.55648213,0.01421479,1.00509012
-4.93146573,1.56719420,0.15613805,0.00381405,0.76838729,0.57123660,0.01478103,1.03146784
-4.92546273,1.61654814,0.16783329,0.00393589,0.78919338,0.58516388,0.01533885,1.05754303
-4.91945973,1.66674217,0.18063669,0.00405950,0.81301814,0.59810812,0.01588303,1.08299396
-4.91345673,1.71716268,0.19442934,0.00418382,0.83953746,0.60991541,0.01640796,1.10748159
-4.90745373,1.76713865,0.20906432,0.00430774,0.86835125,0.62043516,0.01690771,1.13065294
-4.90145073,1.81594900,0.22436779,0.00443008,0.89898788,0.62952167,0.01737602,1.15214547
-4.89544772,1.86283261,0.24014117,0.00454960,0.93091118,0.63703606,0.01780646,1.17159230
-4.88944472,1.90700114,0.25616451,0.00466503,0.96352992,0.64284849,0.01819250,1.18862847
-4.88344172,1.94765449,0.27220084,0.00477504,0.99620961,0.64684064,0.01852766,1.20289813
-4.87743872,1.98399860,0.28800157,0.00487829,1.02828654,0.64890852,0.01880569,1.21406237
-4.87143572,2.01526522,0.30331276,0.00497344,1.05908366,0.64896535,0.01902069,1.22180780
-4.86543272,2.04073292,0.31788204,0.00505917,1.08792780,0.64694459,0.01916739,1.22585534
-4.85942971,2.05974874,0.33146590,0.00513424,1.11416794,0.64280286,0.01924124,1.22596905
-4.85342671,2.07174951,0.34383719,0.00519751,1.13719366,0.63652262,0.01923864,1.22196458
-4.84742371,2.07628196,0.35479244,0.00524797,1.15645327,0.62811444,0.01915712,1.21371686
-4.84142071,2.07302066,0.36415860,0.00528483,1.17147085,0.61761884,0.01899540,1.20116668
-4.83541771,2.06178292,0.37179909,0.00530751,1.18186146,0.60510728,0.01875357,1.18432569
-4.82941471,2.04253976,0.37761868,0.00531570,1.18734391,0.59068248,0.01843310,1.16327962
-4.82341171,2.01542225,0.38156693,0.00530940,1.18775037,0.57447783,0.01803690,1.13818939
-4.81740870,1.98072283,0.38364018,0.00528891,1.18303249,0.55665583,0.01756923,1.10928999
-4.81140570,1.93889122,0.38388173,0.00525487,1.17326347,0.53740567,0.01703568,1.07688708
-4.80540270,1.89052499,0.38238019,0.00520824,1.15863608,0.51693996,0.01644303,1.04135130
-4.79939970,1.83635491,0.37926621,0.00515027,1.13945650,0.49549064,0.01579907,1.00311060
-4.79339670,1.77722574,0.37470738,0.00508250,1.11613425,0.47330436,0.01511243,0.96264063
-4.78739370,1.71407302,0.36890177,0.00500667,1.08916855,0.45063730,0.01439235,0.92045383
-4.78139070,1.64789688,0.36207026,0.00492468,1.05913166,0.42774985,0.01364844,0.87708737
-4.77538769,1.57973392,0.35444800,0.00483854,1.02664991,0.40490116,0.01289046,0.83309067
-4.76938469,1.51062833,0.34627532,0.00475025,0.99238330,0.38234386,0.01212805,0.78901274
-4.76338169,1.44160343,0.33778871,0.00466174,0.95700444,0.36031915,0.01137052,0.74539011
-4.75737869,1.37363490,0.32921198,0.00457482,0.92117780,0.33905244,0.01062665,0.70273555
-4.75137569,1.30762661,0.32074830,0.00449105,0.88554018,0.31874962,0.00990450,0.66152817
-4.74537269,1.24439026,0.31257321,0.00441171,0.85068317,0.29959421,0.00921130,0.62220516
-4.73936968,1.18462927,0.30482920,0.00433776,0.81713833,0.28174525,0.00855331,0.58515542
-4.73336668,1.12892771,0.29762182,0.00426978,0.78536561,0.26533627,0.00793576,0.55071519
-4.72736368,1.07774437,0.29101763,0.00420796,0.75574537,0.25047501,0.00736286,0.51916581
-4.72136068,1.03141209,0.28504404,0.00415211,0.72857430,0.23724405,0.00683779,0.49073346
-4.71535768,0.99014196,0.27969094,0.00410167,0.70406491,0.22570221,0.00636277,0.46559073
-4.70935468,0.95403209,0.27491407,0.00405577,0.68234879,0.21588656,0.00593909,0.44385979
-4.70335168,0.92308007,0.27063981,0.00401326,0.66348278,0.20781493,0.00556727,0.42561690
-4.69734867,0.89719836,0.26677128,0.00397282,0.64745790,0.20148876,0.00524715,0.41089776
-4.69134567,0.87623161,0.26319521,0.00393300,0.63421001,0.19689609,0.00497802,0.39970343
-4.68534267,0.85997490,0.25978934,0.00389233,0.62363182,0.19401455,0.00475875,0.39200641
-4.67933967,0.84819184,0.25642998,0.00384941,0.61558516,0.19281416,0.00458794,0.38775639
-4.67333667,0.84063150,0.25299921,0.00380298,0.60991297,0.19325985,0.00446397,0.38688550
-4.66733367,0.83704350,0.24939155,0.00375201,0.60645032,0.19531345,0.00438518,0.38931268
-4.66133067,0.83719029,0.24551964,0.00369574,0.60503383,0.19893522,0.00434989,0.39494689
-4.65532766,0.84085640,0.24131876,0.00363374,0.60550909,0.20408473,0.00435646,0.40368931
-4.64932466,0.84785412,0.23675009,0.00356595,0.60773591,0.21072120,0.00440336,0.41543410
-4.64332166,0.85802573,0.23180242,0.00349266,0.61159117,0.21880312,0.00448913,0.43006824
-4.63731866,0.87124229,0.22649247,0.00341453,0.61696943,0.22828747,0.00461240,0.44747012
-4.63131566,0.88739949,0.22086385,0.00333254,0.62378155,0.23912840,0.00477185,0.46750754
-4.62531266,0.90641100,0.21498472,0.00324795,0.63195157,0.25127562,0.00496615,0.49003508
-4.61930965,0.92820000,0.20894435,0.00316223,0.64141245,0.26467257,0.00519390,0.51489135
-4.61330665,0.95268967,0.20284893,0.00307703,0.65210112,0.27925457,0.00545358,0.54189629
-4.60730365,0.97979339,0.19681666,0.00299404,0.66395332,0.29494705,0.00574348,0.57084906
-4.60130065,1.00940537,0.19097264,0.00291497,0.67689884,0.31166408,0.00606166,0.60152658
-4.59529765,1.04139251,0.18544358,0.00284145,0.69085755,0.32930721,0.00640584,0.63368315
-4.58929465,1.07558792,0.18035272,0.00277496,0.70573656,0.34776486,0.00677345,0.66705120
-4.58329165,1.11178664,0.17581514,0.00271675,0.72142878,0.36691220,0.00716155,0.70134336
-4.57728864,1.14974371,0.17193358,0.00266784,0.73781301,0.38661172,0.00756687,0.73625575
-4.57128564,1.18917483,0.16879498,0.00262892,0.75475538,0.40671428,0.00798580,0.77147248
-4.56528264,1.22975930,0.16646777,0.00260039,0.77211222,0.42706080,0.00841448,0.80667115
-4.55927964,1.27114529,0.16499989,0.00258231,0.78973391,0.44748440,0.00884883,0.84152907
-4.55327664,1.31295674,0.16441775,0.00257442,0.80746945,0.46781295,0.00928464,0.87573001
-4.54727364,1.35480170,0.16472587,0.00257616,0.82517129,0.48787188,0.00971766,0.90897099
-4.54127064,1.39628142,0.16590727,0.00258672,0.84270016,0.50748708,0.01014371,0.94096882
-4.53526763,1.43699976,0.16792457,0.00260507,0.85992930,0.52648790,0.01055880,0.97146609
-4.52926463,1.47657232,0.17072158,0.00262998,0.87674794,0.54470990,0.01095920,1.00023627
-4.52326163,1.51463488,0.17422545,0.00266013,0.89306361,0.56199747,0.01134158,1.02708761
-4.51725863,1.55085082,0.17834920,0.00269413,0.90880326,0.57820602,0.01170306,1.05186573
-4.51125563,1.58491721,0.18299461,0.00273057,0.92391295,0.59320384,0.01204132,1.07445484
-4.50525263,1.61656936,0.18805526,0.00276810,0.93835632,0.60687352,0.01235466,1.09477742
-4.49924962,1.64558395,0.19341984,0.00280546,0.95211181,0.61911292,0.01264201,1.11279265
-4.49324662,1.67178066,0.19897551,0.00284152,0.96516904,0.62983579,0.01290296,1.12849349
-4.48724362,1.69502252,0.20461121,0.00287531,0.97752447,0.63897205,0.01313776,1.14190286
-4.48124062,1.71521507,0.21022101,0.00290610,0.98917674,0.64646772,0.01334727,1.15306907
-4.47523762,1.73230470,0.21570719,0.00293331,1.00012201,0.65228482,0.01353295,1.16206075
-4.46923462,1.74627634,0.22098319,0.00295664,1.01034975,0.65640097,0.01369674,1.16896164
-4.46323162,1.75715070,0.22597609,0.00297599,1.01983899,0.65880912,0.01384101,1.17386555
-4.45722861,1.76498121,0.23062881,0.00299149,1.02855565,0.65951718,0.01396841,1.17687158
-4.45122561,1.76985093,0.23490163,0.00300346,1.03645075,0.65854774,0.01408183,1.17808004
-4.44522261,1.77186933,0.23877325,0.00301244,1.04345992,0.65593786,0.01418420,1.17758904
-4.43921961,1.77116917,0.24224104,0.00301911,1.04950399,0.65173884,0.01427842,1.17549183
-4.43321661,1.76790325,0.24532069,0.00302428,1.05449080,0.64601606,0.01436722,1.17187514
-4.42721361,1.76224122,0.24804503,0.00302887,1.05831792,0.63884875,0.01445303,1.16681821
-4.42121061,1.75436626,0.25046216,0.00303387,1.06087641,0.63032961,0.01453790,1.16039274
-4.41520760,1.74447168,0.25263291,0.00304028,1.06205504,0.62056436,0.01462335,1.15266340
-4.40920460,1.73275744,0.25462766,0.00304911,1.06174514,0.60967101,0.01471037,1.14368906
-4.40320160,1.71942662,0.25652276,0.00306131,1.05984561,0.59777891,0.01479926,1.13352448
-4.39719860,1.70468192,0.25839656,0.00307776,1.05626790,0.58502758,0.01488966,1.12222229
-4.39119560,1.68872238,0.26032536,0.00309923,1.05094092,0.57156525,0.01498053,1.10983546
-4.38519260,1.67174045,0.26237935,0.00312635,1.04381550,0.55754729,0.01507013,1.09641980
-4.37918959,1.65391968,0.26461891,0.00315960,1.03486837,0.54313446,0.01515608,1.08203675
-4.37318659,1.63543313,0.26709119,0.00319928,1.02410550,0.52849117,0.01523542,1.06675622
-4.36718359,1.61644274,0.26982750,0.00324555,1.01156477,0.51378374,0.01530470,1.05065949
-4.36118059,1.59709988,0.27284133,0.00329834,0.99731773,0.49917886,0.01536012,1.03384219
-4.35517759,1.57754698,0.27612727,0.00335744,0.98147060,0.48484226,0.01539765,1.01641713
-4.34917459,1.55792036,0.27966084,0.00342248,0.96416443,0.47093768,0.01541318,0.99851704
-4.34317159,1.53835408,0.28339929,0.00349293,0.94557421,0.45762613,0.01540271,0.98029712
-4.33716858,1.51898460,0.28728323,0.00356816,0.92590728,0.44506550,0.01536251,0.96193712
-4.33116558,1.49995599,0.29123905,0.00364743,0.90540075,0.43341041,0.01528930,0.94364297
-4.32516258,1.48142520,0.29518197,0.00372992,0.88431811,0.42281233,0.01518040,0.92564763
-4.31915958,1.46356707,0.29901962,0.00381479,0.86294503,0.41341969,0.01503393,0.90821114
-4.31315658,1.44657852,0.30265581,0.00390118,0.84158452,0.40537803,0.01484883,0.89161955
-4.30715358,1.43068147,0.30599445,0.00398823,0.82055136,0.39882991,0.01462509,0.87618264
