energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.71185593,0.47287725,0.29896456,0.00000000,0.01483578,0.02828623,0.32894838,0.24740659
-5.70585293,0.44811676,0.28357990,0.00000000,0.01326031,0.02724679,0.30220411,0.24011442
-5.69984992,0.43437860,0.27518051,0.00000000,0.01199595,0.02688194,0.28267056,0.23884805
-5.69384692,0.43166359,0.27378004,0.00000000,0.01103267,0.02719272,0.27023992,0.24368818
-5.68784392,0.43992320,0.27936090,0.00000000,0.01035905,0.02817704,0.26476768,0.25468985
-5.68184092,0.45906195,0.29187583,0.00000000,0.00996270,0.02982958,0.26607928,0.27188108
-5.67583792,0.48893630,0.31124717,0.00000000,0.00983065,0.03214144,0.27397430,0.29525968
-5.66983492,0.52935037,0.33736402,0.00000000,0.00994954,0.03509975,0.28822829,0.32478821
-5.66383192,0.58004876,0.37007756,0.00000000,0.01030583,0.03868700,0.30859256,0.36038736
-5.65782891,0.64070733,0.40919487,0.00000000,0.01088584,0.04288043,0.33479206,0.40192842
-5.65182591,0.71092278,0.45447204,0.00000000,0.01167580,0.04765136,0.36652208,0.44922502
-5.64582291,0.79020190,0.50560689,0.00000000,0.01266180,0.05296454,0.40344406,0.50202507
-5.63981991,0.87795187,0.56223234,0.00000000,0.01382975,0.05877771,0.44518138,0.56000336
-5.63381691,0.97347245,0.62391086,0.00000000,0.01516533,0.06504131,0.49131568,0.62275561
-5.62781391,1.07595132,0.69013093,0.00000000,0.01665395,0.07169847,0.54138428,0.68979444
-5.62181091,1.18446342,0.76030594,0.00000000,0.01828076,0.07868533,0.59487941,0.76054811
-5.61580790,1.29797514,0.83377620,0.00000000,0.02003072,0.08593172,0.65124969,0.83436220
-5.60980490,1.41535389,0.90981431,0.00000000,0.02188876,0.09336219,0.70990420,0.91050477
-5.60380190,1.53538326,0.98763430,0.00000000,0.02383996,0.10089746,0.77021947,0.98817509
-5.59779890,1.65678397,1.06640425,0.00000000,0.02586990,0.10845624,0.83154945,1.06651598
-5.59179590,1.77824004,1.14526261,0.00000000,0.02796500,0.11595732,0.89323831,1.14462951
-5.58579290,1.89842973,1.22333746,0.00000000,0.03011302,0.12332195,0.95463601,1.22159580
-5.57978989,2.01606018,1.29976852,0.00000000,0.03230350,0.13047641,1.01511607,1.29649425
-5.57378689,2.12990470,1.37373086,0.00000000,0.03452834,0.13735459,1.07409499,1.36842658
-5.56778389,2.23884119,1.44445963,0.00000000,0.03678233,0.14390062,1.13105281,1.43654086
-5.56178089,2.34189002,1.51127478,0.00000000,0.03906362,0.15007120,1.18555370,1.50005551
-5.55577789,2.43824993,1.57360466,0.00000000,0.04137418,0.15583783,1.23726595,1.55828243
-5.54977489,2.52732990,1.63100739,0.00000000,0.04372012,0.16118843,1.28598026,1.61064812
-5.54377189,2.60877566,1.68318907,0.00000000,0.04611190,0.16612863,1.33162535,1.65671197
-5.53776888,2.68248892,1.73001767,0.00000000,0.04856435,0.17068231,1.37427998,1.69618080
-5.53176588,2.74863833,1.77153178,0.00000000,0.05109652,0.17489151,1.41418042,1.72891886
-5.52576288,2.80766080,1.80794348,0.00000000,0.05373126,0.17881561,1.45172263,1.75495271
-5.51975988,2.86025268,1.83963489,0.00000000,0.05649462,0.18252972,1.48745833,1.77447067
-5.51375688,2.90735026,1.86714798,0.00000000,0.05941501,0.18612232,1.52208468,1.78781651
-5.50775388,2.95009980,1.89116775,0.00000000,0.06252208,0.18969219,1.55642706,1.79547756
-5.50175088,2.98981764,1.91249899,0.00000000,0.06584554,0.19334476,1.59141519,1.79806739
-5.49574787,3.02794131,1.93203718,0.00000000,0.06941361,0.19718786,1.62805256,1.79630377
-5.48974487,3.06597323,1.95073440,0.00000000,0.07325159,0.20132713,1.66738013,1.79098239
-5.48374187,3.10541881,1.96956138,0.00000000,0.07738017,0.20586126,1.71043482,1.78294752
-5.47773887,3.14772126,1.98946701,0.00000000,0.08181394,0.21087712,1.75820433,1.77306058
-5.47173587,3.19419563,2.01133685,0.00000000,0.08655985,0.21644520,1.81157961,1.76216790
-5.46573287,3.24596486,2.03595241,0.00000000,0.09161595,0.22261531,1.87130687,1.75106885
-5.45972986,3.30390061,2.06395282,0.00000000,0.09697033,0.22941296,1.93794112,1.74048587
-5.45372686,3.36857164,2.09580081,0.00000000,0.10260041,0.23683653,2.01180334,1.73103739
-5.44772386,3.44020243,2.13175437,0.00000000,0.10847254,0.24485531,2.09294349,1.72321506
-5.44172086,3.51864406,2.17184590,0.00000000,0.11454216,0.25340869,2.18111138,1.71736609
-5.43571786,3.60335931,2.21586975,0.00000000,0.12075423,0.26240650,2.27573740,1.71368164
-5.42971486,3.69342315,2.26337913,0.00000000,0.12704424,0.27173051,2.37592473,1.71219158
-5.42371186,3.78753902,2.31369286,0.00000000,0.13333954,0.28123712,2.48045408,1.71276616
-5.41770885,3.88407097,2.36591197,0.00000000,0.13956112,0.29076118,2.58780184,1.71512421
-5.41170585,3.98109037,2.41894570,0.00000000,0.14562559,0.30012070,2.69617150,1.71884769
-5.40570285,4.07643589,2.47154590,0.00000000,0.15144745,0.30912244,2.80353796,1.72340183
-5.39969985,4.16778412,2.52234875,0.00000000,0.15694146,0.31756797,2.90770333,1.72815996
-5.39369685,4.25272814,2.56992188,0.00000000,0.16202494,0.32526007,3.00636246,1.73243193
-5.38769385,4.32886070,2.61281505,0.00000000,0.16662012,0.33200921,3.09717570,1.73549475
-5.38169085,4.39385845,2.64961222,0.00000000,0.17065613,0.33763971,3.17784600,1.73662412
-5.37568784,4.44556368,2.67898280,0.00000000,0.17407078,0.34199547,3.24619716,1.73512554
-5.36968484,4.48206015,2.69972990,0.00000000,0.17681204,0.34494488,3.30024970,1.73036356
-5.36368184,4.50173978,2.71083358,0.00000000,0.17883900,0.34638489,3.33829125,1.72178810
-5.35767884,4.50335770,2.71148736,0.00000000,0.18012254,0.34624393,3.35893800,1.70895678
-5.35167584,4.48607352,2.70112659,0.00000000,0.18064548,0.34448367,3.36118471,1.69155254
-5.34567284,4.44947749,2.67944771,0.00000000,0.18040244,0.34109962,3.34444089,1.66939598
-5.33966983,4.39360103,2.64641779,0.00000000,0.17939925,0.33612043,3.30855174,1.64245222
-5.33366683,4.31891172,2.60227446,0.00000000,0.17765221,0.32960627,3.25380293,1.61083225
-5.32766383,4.22629351,2.54751632,0.00000000,0.17518704,0.32164607,3.18090929,1.57478902
-5.32166083,4.11701375,2.48288483,0.00000000,0.17203771,0.31235407,3.09098821,1.53470869
-5.31565783,3.99267885,2.40933858,0.00000000,0.16824529,0.30186573,2.98551921,1.49109761
-5.30965483,3.85518081,2.32802134,0.00000000,0.16385666,0.29033323,2.86629167,1.44456570
-5.30365183,3.70663720,2.24022533,0.00000000,0.15892341,0.27792074,2.73534358,1.39580713
-5.29764882,3.54932703,2.14735138,0.00000000,0.15350075,0.26479977,2.59489391,1.34557872
-5.29164582,3.38562502,2.05086734,0.00000000,0.14764651,0.25114456,2.44727184,1.29467723
-5.28564282,3.21793658,1.95226638,0.00000000,0.14142034,0.23712795,2.29484585,1.24391592
-5.27963982,3.04863544,1.85302649,0.00000000,0.13488297,0.22291751,2.13995543,1.19410114
-5.27363682,2.88000569,1.75457225,0.00000000,0.12809554,0.20867226,1.98484805,1.14600958
-5.26763382,2.71418968,1.65824003,0.00000000,0.12111903,0.19454001,1.83162338,1.10036661
-5.26163082,2.55314267,1.56524726,0.00000000,0.11401377,0.18065511,1.68218653,1.05782619
-5.25562781,2.39859502,1.47666637,0.00000000,0.10683891,0.16713692,1.53821115,1.01895289
-5.24962481,2.25202237,1.39340392,0.00000000,0.09965191,0.15408875,1.40111314,0.98420614
-5.24362181,2.11462396,1.31618501,0.00000000,0.09250805,0.14159728,1.27203486,0.95392743
-5.23761881,1.98730909,1.24554321,0.00000000,0.08545988,0.12973245,1.15183949,0.92833050
-5.23161581,1.87069155,1.18181591,0.00000000,0.07855669,0.11854774,1.04111465,0.90749491
-5.22561281,1.76509174,1.12514503,0.00000000,0.07184398,0.10808071,0.94018431,0.89136341
-5.21960980,1.67054605,1.07548288,0.00000000,0.06536293,0.09835392,0.84912755,0.87974302
-5.21360680,1.58682306,1.03260287,0.00000000,0.05914994,0.08937594,0.76780285,0.87231029
-5.20760380,1.51344582,0.99611471,0.00000000,0.05323617,0.08114266,0.69587640,0.86862045
-5.20160080,1.44971978,0.96548353,0.00000000,0.04764732,0.07363864,0.63285310,0.86812054
-5.19559780,1.39476521,0.94005263,0.00000000,0.04240331,0.06683862,0.57810887,0.87016621
-5.18959480,1.34755360,0.91906882,0.00000000,0.03751831,0.06070901,0.53092299,0.87404177
-5.18359180,1.30694670,0.90171002,0.00000000,0.03300071,0.05520957,0.49050972,0.87898291
-5.17758879,1.27173728,0.88711398,0.00000000,0.02885336,0.05029488,0.45604795,0.88420144
-5.17158579,1.24069035,0.87440746,0.00000000,0.02507387,0.04591598,0.42670860,0.88891115
-5.16558279,1.21258370,0.86273488,0.00000000,0.02165509,0.04202186,0.40167895,0.89235389
-5.15957979,1.18624640,0.85128559,0.00000000,0.01858557,0.03856082,0.38018370,0.89382492
-5.15357679,1.16059428,0.83931880,0.00000000,0.01585025,0.03548189,0.36150259,0.89269653
-5.14757379,1.13466120,0.82618558,0.00000000,0.01343105,0.03273590,0.34498437,0.88843910
-5.14157079,1.10762525,0.81134711,0.00000000,0.01130763,0.03027658,0.33005740,0.88063871
-5.13556778,1.07882926,0.79438877,0.00000000,0.00945797,0.02806139,0.31623676,0.86901073
-5.12956478,1.04779513,0.77502976,0.00000000,0.00785911,0.02605218,0.30312839,0.85340905
-5.12356178,1.01423184,0.75312811,0.00000000,0.00648771,0.02421574,0.29043036,0.83383049
-5.11755878,0.97803736,0.72868118,0.00000000,0.00532058,0.02252407,0.27793180,0.81041474
-5.11155578,0.93929463,0.70182202,0.00000000,0.00433522,0.02095459,0.26550972,0.78343975
-5.10555278,0.89826262,0.67281202,0.00000000,0.00351013,0.01949011,0.25312444,0.75331340
-5.09954977,0.85536298,0.64203046,0.00000000,0.00282519,0.01811877,0.24081379,0.72056166
-5.09354677,0.81116349,0.60996169,0.00000000,0.00226189,0.01683386,0.22868670,0.68581443
-5.08754377,0.76635935,0.57718087,0.00000000,0.00180351,0.01563352,0.21691654,0.64978952
-5.08154077,0.72175327,0.54433875,0.00000000,0.00143522,0.01452057,0.20573463,0.61327581
-5.07553777,0.67823562,0.51214661,0.00000000,0.00114416,0.01350218,0.19542418,0.57711635
-5.06953477,0.63676524,0.48136163,0.00000000,0.00091950,0.01258975,0.18631502,0.54219198
-5.06353177,0.59835191,0.45277340,0.00000000,0.00075241,0.01179876,0.17877910,0.50940611
-5.05752876,0.56404076,0.42719190,0.00000000,0.00063612,0.01114881,0.17322711,0.47967094
-5.05152576,0.53489893,0.40543693,0.00000000,0.00056586,0.01066369,0.17010603,0.45389533
-5.04552276,0.51200451,0.38832916,0.00000000,0.00053893,0.01037174,0.16989759,0.43297416
-5.03951976,0.49643758,0.37668248,0.00000000,0.00055474,0.01030621,0.17311748,0.41777914
-5.03351676,0.48927283,0.37129731,0.00000000,0.00061481,0.01050589,0.18031519,0.40915052
-5.02751376,0.49157319,0.37295451,0.00000000,0.00072295,0.01101579,0.19207400,0.40788928
-5.02151076,0.50438402,0.38240931,0.00000000,0.00088534,0.01188805,0.20901109,0.41474934
-5.01550775,0.52872693,0.40038485,0.00000000,0.00111068,0.01318283,0.23177727,0.43042915
-5.00950475,0.56559274,0.42756486,0.00000000,0.00141042,0.01496939,0.26105612,0.45556232
-5.00350175,0.61593313,0.46458509,0.00000000,0.00179891,0.01732707,0.29756234,0.49070692
-4.99749875,0.68065041,0.51202346,0.00000000,0.00229366,0.02034633,0.34203896,0.53633323
-4.99149575,0.76058545,0.57038868,0.00000000,0.00291553,0.02412966,0.39525331,0.59281025
-4.98549275,0.85650367,0.64010780,0.00000000,0.00368890,0.02879229,0.45799165,0.66039097
-4.97948974,0.96907957,0.72151277,0.00000000,0.00464185,0.03446266,0.53105230,0.73919712
-4.97348674,1.09887995,0.81482680,0.00000000,0.00580620,0.04128258,0.61523738,0.82920414
-4.96748374,1.24634681,0.92015096,0.00000000,0.00721751,0.04940690,0.71134299,0.93022712
-4.96148074,1.41178043,1.03745205,0.00000000,0.00891496,0.05900265,0.82014802,1.04190901
-4.95547774,1.59532355,1.16655228,0.00000000,0.01094109,0.07024757,0.94240146,1.16371179
-4.94947474,1.79694742,1.30712170,0.00000000,0.01334135,0.08332793,1.07880839,1.29491202
-4.94347174,2.01644033,1.45867399,0.00000000,0.01616350,0.09843548,1.23001449,1.43460129
-4.93746873,2.25339917,1.62056607,0.00000000,0.01945677,0.11576368,1.39658915,1.58169253
-4.93146573,2.50722442,1.79200188,0.00000000,0.02327087,0.13550293,1.57900720,1.73493231
-4.92546273,2.77711844,1.97204029,0.00000000,0.02765472,0.15783505,1.77762902,1.89291949
-4.91945973,3.06208706,2.15960690,0.00000000,0.03265504,0.18292695,1.99267937,2.05412951
-4.91345673,3.36094404,2.35350932,0.00000000,0.03831467,0.21092352,2.22422471,2.21694403
-4.90745373,3.67231771,2.55245504,0.00000000,0.04467085,0.24194010,2.47214943,2.37968449
-4.90145073,3.99465915,2.75507108,0.00000000,0.05175332,0.27605460,2.73613113,2.54064857
-4.89544772,4.32625130,2.95992439,0.00000000,0.05958231,0.31329951,3.01561567,2.69814772
-4.88944472,4.66521812,3.16554185,0.00000000,0.06816671,0.35365429,3.30979247,2.85054423
-4.88344172,5.00953346,3.37042907,0.00000000,0.07750212,0.39703827,3.61757135,2.99628608
-4.87743872,5.35702931,3.57308699,0.00000000,0.08756924,0.44330459,3.93756171,3.13393805
-4.87143572,5.70540355,3.77202577,0.00000000,0.09833240,0.49223554,4.26805576,3.26220756
-4.86543272,6.05222742,3.96577573,0.00000000,0.10973844,0.54353957,4.60701715,3.37996451
-4.85942971,6.39495356,4.15289523,0.00000000,0.12171608,0.59685044,4.95207665,3.48625411
-4.85342671,6.73092556,4.33197597,0.00000000,0.13417566,0.65172872,5.30053648,3.58030282
-4.84742371,7.05739021,4.50164632,0.00000000,0.14700950,0.70766581,5.64938472,3.66151745
-4.84142071,7.37151378,4.66057350,0.00000000,0.16009283,0.76409061,5.99532091,3.72947821
-4.83541771,7.67040350,4.80746584,0.00000000,0.17328526,0.82037884,6.33479379,3.78392663
-4.82941471,7.95113555,4.94107598,0.00000000,0.18643297,0.87586479,6.66405130,3.82474978
-4.82341171,8.21078998,5.06020625,0.00000000,0.19937130,0.92985534,6.97920268,3.85196219
-4.81740870,8.44649312,5.16371703,0.00000000,0.21192802,0.98164568,7.27629160,3.86568706
-4.81140570,8.65546710,5.25053862,0.00000000,0.22392694,1.03053648,7.55137884,3.86613806
-4.80540270,8.83508556,5.31968697,0.00000000,0.23519184,1.07585157,7.80063212,3.85360315
-4.79939970,8.98293410,5.37028310,0.00000000,0.24555074,1.11695581,8.02042028,3.82843132
-4.79339670,9.09687328,5.40157549,0.00000000,0.25484009,1.15327218,8.20740841,3.79102274
-4.78739370,9.17510171,5.41296478,0.00000000,0.26290903,1.18429753,8.35865048,3.74182288
-4.78139070,9.21621614,5.40402911,0.00000000,0.26962339,1.20961633,8.47167536,3.68132002
-4.77538769,9.21926561,5.37454895,0.00000000,0.27486931,1.22891178,8.54456290,3.61004615
-4.76938469,9.18379656,5.32452939,0.00000000,0.27855647,1.24197393,8.57600642,3.52858001
-4.76338169,9.10988616,5.25421853,0.00000000,0.28062059,1.24870431,8.56535872,3.43755169
-4.75737869,8.99816151,5.16412016,0.00000000,0.28102535,1.24911709,8.51265954,3.33764742
-4.75137569,8.84980315,5.05499967,0.00000000,0.27976348,1.24333668,8.41864284,3.22961367
-4.74537269,8.66653194,4.92788211,0.00000000,0.27685700,1.23159188,8.28472348,3.11425944
-4.73936968,8.45057926,4.78404195,0.00000000,0.27235671,1.21420705,8.11296379,2.99245599
-4.73336668,8.20464150,4.62498454,0.00000000,0.26634083,1.19159068,7.90602128,2.86513347
-4.72736368,7.93182041,4.45241975,0.00000000,0.25891287,1.16422186,7.66707986,2.73327415
-4.72136068,7.63555181,4.26822871,0.00000000,0.25019887,1.13263555,7.39976742,2.59790231
-4.71535768,7.31952567,4.07442496,0.00000000,0.24034405,1.09740699,7.10806333,2.46007111
-4.70935468,6.98760101,3.87311184,0.00000000,0.22950900,1.05913627,6.79619979,2.32084704
-4.70335168,6.64371910,3.66643766,0.00000000,0.21786555,1.01843345,6.46856098,2.18129268
-4.69734867,6.29181870,3.45655093,0.00000000,0.20559257,0.97590490,6.12958394,2.04244883
-4.69134567,5.93575650,3.24555729,0.00000000,0.19287164,0.93214132,5.78366489,1.90531679
-4.68534267,5.57923580,3.03548007,0.00000000,0.17988293,0.88770771,5.43507408,1.77084196
-4.67933967,5.22574558,2.82822576,0.00000000,0.16680131,0.84313543,5.08788181,1.63989951
-4.67333667,4.87851172,2.62555575,0.00000000,0.15379282,0.79891660,4.74589730,1.51328290
-4.66733367,4.54046116,2.42906495,0.00000000,0.14101161,0.75550036,4.41262164,1.39169577
-4.66133067,4.21419919,2.24016783,0.00000000,0.12859745,0.71329120,4.09121495,1.27574759
-4.65532766,3.90199927,2.06009156,0.00000000,0.11667377,0.67264871,3.78447742,1.16595313
-4.64932466,3.60580435,1.88987621,0.00000000,0.10534625,0.63388853,3.49484310,1.06273558
-4.64332166,3.32723788,1.73038097,0.00000000,0.09470208,0.59728414,3.22438483,0.96643312
-4.63731866,3.06762269,1.58229569,0.00000000,0.08480973,0.56306889,2.97482846,0.87730838
-4.63131566,2.82800558,1.44615634,0.00000000,0.07571916,0.53143817,2.74757397,0.79556011
-4.62531266,2.60918541,1.32236344,0.00000000,0.06746257,0.50255116,2.54372145,0.72133647
-4.61930965,2.41174263,1.21120192,0.00000000,0.06005544,0.47653209,2.36409968,0.65474905
-4.61330665,2.23606846,1.11286153,0.00000000,0.05349788,0.45347092,2.20929520,0.59588702
-4.60730365,2.08239218,1.02745638,0.00000000,0.04777618,0.43342317,2.07968043,0.54483040
-4.60130065,1.95080532,0.95504296,0.00000000,0.04286454,0.41640937,1.97543924,0.50166209
-4.59529765,1.84128203,0.89563573,0.00000000,0.03872675,0.40241397,1.89658918,0.46647782
-4.58929465,1.75369527,0.84921975,0.00000000,0.03531803,0.39138407,1.84299977,0.43939368
-4.58329165,1.68782867,0.81576006,0.00000000,0.03258672,0.38322837,1.81440665,0.42055077
-4.57728864,1.64338454,0.79520760,0.00000000,0.03047592,0.37781651,1.81042179,0.41011679
-4.57128564,1.61998830,0.78750169,0.00000000,0.02892506,0.37497919,1.83054013,0.40828445
-4.56528264,1.61719026,0.79256933,0.00000000,0.02787131,0.37450938,1.87414346,0.41526671
-4.55927964,1.63446532,0.81032155,0.00000000,0.02725091,0.37616481,1.94050210,0.43128903
-4.55327664,1.67121168,0.84064737,0.00000000,0.02700031,0.37967193,2.02877551,0.45657889
-4.54727364,1.72674909,0.88340583,0.00000000,0.02705729,0.38473135,2.13801260,0.49135307
-4.54127064,1.80031767,0.93841665,0.00000000,0.02736187,0.39102481,2.26715268,0.53580307
-4.53526763,1.89107777,1.00545037,0.00000000,0.02785717,0.39822350,2.41502778,0.59007949
-4.52926463,1.99811149,1.08421839,0.00000000,0.02849013,0.40599739,2.58036718,0.65427585
-4.52326163,2.12042629,1.17436372,0.00000000,0.02921221,0.41402549,2.76180456,0.72841275
-4.51725863,2.25696092,1.27545314,0.00000000,0.02997987,0.42200642,2.95788836,0.81242308
-4.51125563,2.40659376,1.38697109,0.00000000,0.03075506,0.42966895,3.16709539,0.90613899
-4.50525263,2.56815369,1.50831606,0.00000000,0.03150557,0.43678213,3.38784798,1.00928130
-4.49924962,2.74043308,1.63879973,0.00000000,0.03220525,0.44316444,3.61853438,1.12145206
-4.49324662,2.92220287,1.77764897,0.00000000,0.03283412,0.44869161,3.85753206,1.24213046
-4.48724362,3.11222911,1.92401106,0.00000000,0.03337844,0.45330279,4.10323359,1.37067267
-4.48124062,3.30929040,2.07696173,0.00000000,0.03383051,0.45700466,4.35407400,1.50631544
-4.47523762,3.51219574,2.23551593,0.00000000,0.03418848,0.45987344,4.60855900,1.64818357
-4.46923462,3.71980175,2.39864080,0.00000000,0.03445596,0.46205448,4.86529275,1.79530078
-4.46323162,3.93102866,2.56527034,0.00000000,0.03464155,0.46375957,5.12300399,1.94660363
-4.45722861,4.14487406,2.73432094,0.00000000,0.03475823,0.46526196,5.38056913,2.10095782
-4.45122561,4.36042377,2.90470708,0.00000000,0.03482271,0.46688924,5.63703110,2.25717606
-4.44522261,4.57685881,3.07535647,0.00000000,0.03485464,0.46901432,5.89161237,2.41403690
-4.43921961,4.79345807,3.24522372,0.00000000,0.03487584,0.47204472,6.14372129,2.57030354
-4.43321661,5.00959615,3.41330205,0.00000000,0.03490943,0.47641054,6.39295060,2.72474205
-4.42721361,5.22473611,3.57863242,0.00000000,0.03497899,0.48255145,6.63906754,2.87613831
-4.42121061,5.43841719,3.74030984,0.00000000,0.03510771,0.49090301,6.88199536,3.02331316
-4.41520760,5.65023792,3.89748665,0.00000000,0.03531762,0.50188273,7.12178645,3.16513563
-4.40920460,5.85983504,4.04937301,0.00000000,0.03562883,0.51587609,7.35858757,3.30053397
-4.40320160,6.06685927,4.19523484,0.00000000,0.03605884,0.53322310,7.59259860,3.42850460
-4.39719860,6.27094903,4.33438964,0.00000000,0.03662196,0.55420544,7.82402600,3.54811929
-4.39119560,6.47170325,4.46620101,0.00000000,0.03732887,0.57903468,8.05303323,3.65853077
-4.38519260,6.66865486,4.59007243,0.00000000,0.03818615,0.60784179,8.27969004,3.75897724
-4.37918959,6.86124627,4.70544107,0.00000000,0.03919608,0.64066815,8.50392314,3.84878613
-4.37318659,7.04880827,4.81177236,0.00000000,0.04035647,0.67745849,8.72547060,3.92737752
-4.36718359,7.23054357,4.90855591,0.00000000,0.04166058,0.71805580,8.94384228,3.99426750
-4.36118059,7.40551611,4.99530325,0.00000000,0.04309719,0.76219849,9.15828853,4.04907157
-4.35517759,7.57264701,5.07154767,0.00000000,0.04465081,0.80952011,9.36777886,4.09150818
-4.34917459,7.73071758,5.13684636,0.00000000,0.04630190,0.85955155,9.57099215,4.12140229
-4.34317159,7.87837996,5.19078468,0.00000000,0.04802720,0.91172612,9.76631938,4.13868870
-4.33716858,8.01417503,5.23298258,0.00000000,0.04980026,0.96538736,9.95187939,4.14341497
-4.33116558,8.13655763,5.26310259,0.00000000,0.05159186,1.01979964,10.12554774,4.13574342
-4.32516258,8.24392836,5.28085923,0.00000000,0.05337065,1.07416158,10.28499813,4.11595198
-4.31915958,8.33467122,5.28602923,0.00000000,0.05510378,1.12762200,10.42775546,4.08443352
-4.31315658,8.40719605,5.27846211,0.00000000,0.05675758,1.17929820,10.55125906,4.04169343
-4.30715358,8.45998471,5.25809077,0.00000000,0.05829828,1.22829619,10.65293427,3.98834521
