energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.84992496,1.67293762,0.05059479,0.04831701,0.01386227,0.00000000,0.02939854,0.49103171,0.28558962,0.52440366
-5.84392196,1.66048659,0.05444169,0.04730607,0.01372258,0.00000000,0.02907795,0.48015140,0.28492607,0.52722749
-5.83791896,1.65071722,0.05875178,0.04620269,0.01356701,0.00000000,0.02873816,0.46887640,0.28460072,0.53237325
-5.83191596,1.64353903,0.06349406,0.04502034,0.01339556,0.00000000,0.02837758,0.45730848,0.28462984,0.53964456
-5.82591296,1.63886661,0.06863020,0.04377484,0.01320873,0.00000000,0.02799613,0.44556389,0.28502881,0.54883465
-5.81990995,1.63660912,0.07411370,0.04248394,0.01300744,0.00000000,0.02759519,0.43377138,0.28580988,0.55972147
-5.81390695,1.63666029,0.07988931,0.04116691,0.01279304,0.00000000,0.02717752,0.42206990,0.28698009,0.57206350
-5.80790395,1.63888973,0.08589282,0.03984408,0.01256727,0.00000000,0.02674702,0.41060601,0.28853951,0.58559675
-5.80190095,1.64313627,0.09205120,0.03853642,0.01233221,0.00000000,0.02630868,0.39953131,0.29047995,0.60003323
-5.79589795,1.64920406,0.09828316,0.03726506,0.01209025,0.00000000,0.02586830,0.38899977,0.29278426,0.61506113
-5.78989495,1.65686165,0.10450023,0.03605090,0.01184403,0.00000000,0.02543235,0.37916530,0.29542618,0.63034692
-5.78389195,1.66584454,0.11060817,0.03491422,0.01159641,0.00000000,0.02500777,0.37017949,0.29837097,0.64553945
-5.77788894,1.67586095,0.11650894,0.03387435,0.01135042,0.00000000,0.02460175,0.36218964,0.30157659,0.66027583
-5.77188594,1.68660078,0.12210286,0.03294933,0.01110922,0.00000000,0.02422158,0.35533714,0.30499553,0.67418914
-5.76588294,1.69774722,0.12729123,0.03215570,0.01087609,0.00000000,0.02387445,0.34975610,0.30857713,0.68691742
-5.75987994,1.70899046,0.13197899,0.03150824,0.01065435,0.00000000,0.02356732,0.34557239,0.31227025,0.69811373
-5.75387694,1.72004266,0.13607756,0.03101990,0.01044740,0.00000000,0.02330675,0.34290281,0.31602624,0.70745677
-5.74787394,1.73065341,0.13950761,0.03070162,0.01025862,0.00000000,0.02309883,0.34185465,0.31980186,0.71466142
-5.74187094,1.74062460,0.14220158,0.03056232,0.01009139,0.00000000,0.02294907,0.34252526,0.32356215,0.71948883
-5.73586793,1.74982390,0.14410602,0.03060886,0.00994906,0.00000000,0.02286234,0.34500178,0.32728295,0.72175534
-5.72986493,1.75819582,0.14518342,0.03084608,0.00983489,0.00000000,0.02284286,0.34936090,0.33095293,0.72133992
-5.72386193,1.76576966,0.14541355,0.03127688,0.00975207,0.00000000,0.02289415,0.35566844,0.33457503,0.71818952
-5.71785893,1.77266357,0.14479427,0.03190227,0.00970364,0.00000000,0.02301911,0.36397890,0.33816707,0.71232210
-5.71185593,1.77908432,0.14334161,0.03272151,0.00969245,0.00000000,0.02321999,0.37433468,0.34176159,0.70382706
-5.70585293,1.78532247,0.14108930,0.03373218,0.00972115,0.00000000,0.02349846,0.38676509,0.34540475,0.69286303
-5.69984992,1.79174289,0.13808762,0.03493030,0.00979209,0.00000000,0.02385564,0.40128492,0.34915442,0.67965299
-5.69384692,1.79877083,0.13440166,0.03631041,0.00990729,0.00000000,0.02429215,0.41789273,0.35307737,0.66447697
-5.68784392,1.80687396,0.13010916,0.03786563,0.01006834,0.00000000,0.02480813,0.43656876,0.35724578,0.64766258
-5.68184092,1.81654110,0.12529784,0.03958766,0.01027638,0.00000000,0.02540322,0.45727247,0.36173316,0.62957369
-5.67583792,1.82825846,0.12006255,0.04146680,0.01053194,0.00000000,0.02607657,0.47993995,0.36660987,0.61059798
-5.66983492,1.84248434,0.11450224,0.04349185,0.01083494,0.00000000,0.02682677,0.50448112,0.37193844,0.59113363
-5.66383192,1.85962374,0.10871687,0.04565006,0.01118456,0.00000000,0.02765177,0.53077706,0.37776898,0.57157595
-5.65782891,1.88000379,0.10280454,0.04792695,0.01157920,0.00000000,0.02854877,0.55867758,0.38413486,0.55230433
-5.65182591,1.90385147,0.09685876,0.05030622,0.01201639,0.00000000,0.02951412,0.58799935,0.39104893,0.53367030
-5.64582291,1.93127485,0.09096612,0.05276963,0.01249278,0.00000000,0.03054319,0.61852472,0.39850056,0.51598691
-5.63981991,1.96224886,0.08520433,0.05529687,0.01300409,0.00000000,0.03163023,0.65000169,0.40645361,0.49952008
-5.63381691,1.99660667,0.07964079,0.05786553,0.01354514,0.00000000,0.03276831,0.68214508,0.41484558,0.48448205
-5.62781391,2.03403738,0.07433157,0.06045115,0.01410986,0.00000000,0.03394925,0.71463925,0.42358801,0.47102736
-5.62181091,2.07409048,0.06932099,0.06302733,0.01469140,0.00000000,0.03516366,0.74714253,0.43256824,0.45925116
-5.61580790,2.11618739,0.06464163,0.06556605,0.01528221,0.00000000,0.03640102,0.77929337,0.44165246,0.44919009
-5.60980490,2.15963973,0.06031471,0.06803804,0.01587423,0.00000000,0.03764984,0.81071826,0.45069004,0.44082546
-5.60380190,2.20367409,0.05635100,0.07041334,0.01645906,0.00000000,0.03889800,0.84104142,0.45951897,0.43408852
-5.59779890,2.24746225,0.05275183,0.07266202,0.01702819,0.00000000,0.04013306,0.86989580,0.46797227,0.42886755
-5.59179590,2.29015599,0.04951049,0.07475499,0.01757328,0.00000000,0.04134279,0.89693541,0.47588506,0.42501634
-5.58579290,2.33092491,0.04661367,0.07666495,0.01808643,0.00000000,0.04251570,0.92184822,0.48310203,0.42236366
-5.57978989,2.36899583,0.04404294,0.07836745,0.01856050,0.00000000,0.04364167,0.94436943,0.48948499,0.42072325
-5.57378689,2.40369197,0.04177630,0.07984191,0.01898937,0.00000000,0.04471264,0.96429433,0.49492019,0.41990386
-5.56778389,2.43447015,0.03978954,0.08107268,0.01936831,0.00000000,0.04572323,0.98149023,0.49932499,0.41971904
-5.56178089,2.46095429,0.03805755,0.08205005,0.01969414,0.00000000,0.04667141,0.99590680,0.50265363,0.41999598
-5.55577789,2.48296341,0.03655540,0.08277114,0.01996556,0.00000000,0.04755909,1.00758431,0.50490180,0.42058339
-5.54977489,2.50053288,0.03525923,0.08324055,0.02018327,0.00000000,0.04839255,1.01665911,0.50610975,0.42135786
-5.54377189,2.51392741,0.03414696,0.08347091,0.02035013,0.00000000,0.04918277,1.02336592,0.50636370,0.42222859
-5.53776888,2.52364509,0.03319875,0.08348307,0.02047115,0.00000000,0.04994558,1.02803672,0.50579553,0.42314042
-5.53176588,2.53041178,0.03239730,0.08330606,0.02055352,0.00000000,0.05070161,1.03109579,0.50458061,0.42407490
-5.52576288,2.53516588,0.03172793,0.08297672,0.02060645,0.00000000,0.05147595,1.03305111,0.50293382,0.42504959
-5.51975988,2.53903349,0.03117857,0.08253902,0.02064095,0.00000000,0.05229771,1.03448199,0.50110389,0.42611569
-5.51375688,2.54329483,0.03073951,0.08204303,0.02066961,0.00000000,0.05319920,1.03602346,0.49936613,0.42735398
-5.50775388,2.54934294,0.03040323,0.08154369,0.02070616,0.00000000,0.05421501,1.03834754,0.49801396,0.42886948
-5.50175088,2.55863598,0.03016401,0.08109923,0.02076509,0.00000000,0.05538082,1.04214232,0.49734929,0.43078507
-5.49574787,2.57264492,0.03001759,0.08076948,0.02086114,0.00000000,0.05673207,1.04808924,0.49767239,0.43323427
-5.48974487,2.59279854,0.02996080,0.08061400,0.02100879,0.00000000,0.05830257,1.05683953,0.49927129,0.43635358
-5.48374187,2.62042785,0.02999121,0.08069011,0.02122170,0.00000000,0.06012296,1.06899075,0.50241137,0.44027480
-5.47773887,2.65671197,0.03010681,0.08105097,0.02151223,0.00000000,0.06221926,1.08506410,0.50732538,0.44511747
-5.47173587,2.70262793,0.03030574,0.08174373,0.02189083,0.00000000,0.06461143,1.10548359,0.51420433,0.45098192
-5.46573287,2.75890608,0.03058604,0.08280780,0.02236565,0.00000000,0.06731207,1.13055793,0.52318962,0.45794313
-5.45972986,2.82599330,0.03094550,0.08427340,0.02294209,0.00000000,0.07032534,1.16046574,0.53436665,0.46604569
-5.45372686,2.90402541,0.03138151,0.08616036,0.02362247,0.00000000,0.07364612,1.19524494,0.54776028,0.47530000
-5.44772386,2.99281024,0.03189101,0.08847724,0.02440582,0.00000000,0.07725947,1.23478671,0.56333231,0.48567997
-5.44172086,3.09182199,0.03247044,0.09122093,0.02528776,0.00000000,0.08114042,1.27883442,0.58098099,0.49712212
-5.43571786,3.20020759,0.03311575,0.09437654,0.02626048,0.00000000,0.08525416,1.32698762,0.60054284,0.50952635
-5.42971486,3.31680472,0.03382244,0.09791779,0.02731290,0.00000000,0.08955660,1.37871107,0.62179656,0.52275804
-5.42371186,3.44017116,0.03458560,0.10180782,0.02843086,0.00000000,0.09399531,1.43334853,0.64446890,0.53665167
-5.41770885,3.56862434,0.03539995,0.10600032,0.02959754,0.00000000,0.09851080,1.49014082,0.66824246,0.55101557
-5.41170585,3.70028962,0.03625995,0.11044108,0.03079388,0.00000000,0.10303812,1.54824744,0.69276494,0.56563773
-5.40570285,3.83315553,0.03715980,0.11506979,0.03199914,0.00000000,0.10750873,1.60677101,0.71765956,0.58029230
-5.39969985,3.96513372,0.03809355,0.11982209,0.03319152,0.00000000,0.11185255,1.66478354,0.74253638,0.59474659
-5.39369685,4.09412132,0.03905509,0.12463179,0.03434882,0.00000000,0.11600012,1.72135342,0.76700382,0.60876830
-5.38769385,4.21806325,0.04003821,0.12943307,0.03544913,0.00000000,0.11988481,1.77557222,0.79068018,0.62213249
-5.38169085,4.33501203,0.04103661,0.13416274,0.03647147,0.00000000,0.12344490,1.82658014,0.81320461,0.63462830
-5.37568784,4.44318284,0.04204389,0.13876236,0.03739645,0.00000000,0.12662560,1.87358919,0.83424712,0.64606489
-5.36968484,4.54100178,0.04305359,0.14318012,0.03820683,0.00000000,0.12938072,1.91590328,0.85351729,0.65627659
-5.36368184,4.62714566,0.04405918,0.14737255,0.03888804,0.00000000,0.13167416,1.95293457,0.87077136,0.66512693
-5.35767884,4.70057217,0.04505409,0.15130578,0.03942852,0.00000000,0.13348089,1.98421556,0.88581755,0.67251162
-5.35167584,4.76053960,0.04603172,0.15495648,0.03982007,0.00000000,0.13478766,2.00940676,0.89851939,0.67836031
-5.34567284,4.80661607,0.04698557,0.15831242,0.04005794,0.00000000,0.13559320,2.02829989,0.90879714,0.68263713
-5.33966983,4.83867837,0.04790923,0.16137251,0.04014093,0.00000000,0.13590804,2.04081687,0.91662725,0.68534019
-5.33366683,4.85690139,0.04879659,0.16414650,0.04007124,0.00000000,0.13575390,2.04700490,0.92204017,0.68650008
-5.32766383,4.86173912,0.04964196,0.16665422,0.03985435,0.00000000,0.13516274,2.04702844,0.92511655,0.68617751
-5.32166083,4.85389891,0.05044026,0.16892448,0.03949866,0.00000000,0.13417550,2.04115844,0.92598224,0.68446030
-5.31565783,4.83431040,0.05118725,0.17099364,0.03901519,0.00000000,0.13284066,2.02975999,0.92480237,0.68145990
-5.30965483,4.80409107,0.05187979,0.17290391,0.03841711,0.00000000,0.13121254,2.01327872,0.92177481,0.67730754
-5.30365183,4.76451007,0.05251604,0.17470150,0.03771930,0.00000000,0.12934967,1.99222704,0.91712339,0.67215037
-5.29764882,4.71695172,0.05309577,0.17643461,0.03693788,0.00000000,0.12731304,1.96717061,0.91109109,0.66614741
-5.29164582,4.66288031,0.05362056,0.17815139,0.03608972,0.00000000,0.12516456,1.93871564,0.90393353,0.65946580
-5.28564282,4.60380686,0.05409397,0.17989801,0.03519206,0.00000000,0.12296560,1.90749726,0.89591293,0.65227704
-5.27963982,4.54125892,0.05452173,0.18171674,0.03426204,0.00000000,0.12077570,1.87416930,0.88729264,0.64475358
-5.27363682,4.47675347,0.05491177,0.18364429,0.03331641,0.00000000,0.11865159,1.83939531,0.87833237,0.63706558
-5.26763382,4.41177315,0.05527424,0.18571037,0.03237121,0.00000000,0.11664643,1.80384076,0.86928408,0.62937790
-5.26163082,4.34774558,0.05562139,0.18793651,0.03144158,0.00000000,0.11480918,1.76816616,0.86038854,0.62184725
-5.25562781,4.28602534,0.05596738,0.19033529,0.03054152,0.00000000,0.11318436,1.73302079,0.85187247,0.61461962
-5.24962481,4.22787811,0.05632797,0.19290981,0.02968386,0.00000000,0.11181184,1.69903657,0.84394607,0.60782777
-5.24362181,4.17446643,0.05672014,0.19565362,0.02888015,0.00000000,0.11072685,1.66682182,0.83680101,0.60158891
-5.23761881,4.12683647,0.05716163,0.19855096,0.02814059,0.00000000,0.10996000,1.63695458,0.83060853,0.59600250
-5.23161581,4.08590551,0.05767036,0.20157733,0.02747408,0.00000000,0.10953735,1.60997518,0.82551781,0.59114835
-5.22561281,4.05244976,0.05826387,0.20470041,0.02688821,0.00000000,0.10948050,1.58637809,0.82165427,0.58708484
-5.21960980,4.02709250,0.05895866,0.20788121,0.02638922,0.00000000,0.10980648,1.56660299,0.81911794,0.58384750
-5.21360680,4.01029261,0.05976961,0.21107542,0.02598204,0.00000000,0.11052769,1.55102528,0.81798189,0.58144801
-5.20760380,4.00233394,0.06070930,0.21423495,0.02567027,0.00000000,0.11165154,1.53994630,0.81829059,0.57987360
-5.20160080,4.00331584,0.06178753,0.21730948,0.02545614,0.00000000,0.11318013,1.53358373,0.82005847,0.57908704
-5.19559780,4.01314560,0.06301075,0.22024809,0.02534048,0.00000000,0.11510968,1.53206265,0.82326860,0.57902726
-5.18959480,4.03153352,0.06438168,0.22300076,0.02532267,0.00000000,0.11742994,1.53540776,0.82787174,0.57961055
-5.18359180,4.05799116,0.06589901,0.22551978,0.02540057,0.00000000,0.12012355,1.54353741,0.83378572,0.58073248
-5.17758879,4.09183371,0.06755723,0.22776100,0.02557048,0.00000000,0.12316544,1.55625998,0.84089548,0.58227048
-5.17158579,4.13218685,0.06934651,0.22968481,0.02582707,0.00000000,0.12652224,1.57327300,0.84905365,0.58408699
-5.16558279,4.17799867,0.07125286,0.23125693,0.02616343,0.00000000,0.13015200,1.59416539,0.85808205,0.58603319
-5.15957979,4.22805676,0.07325828,0.23244892,0.02657097,0.00000000,0.13400396,1.61842315,0.86777387,0.58795310
-5.15357679,4.28101065,0.07534110,0.23323844,0.02703958,0.00000000,0.13801876,1.64543845,0.87789687,0.58968798
-5.14757379,4.33539923,0.07747645,0.23360929,0.02755768,0.00000000,0.14212889,1.67452210,0.88819738,0.59108094
-5.14157079,4.38968270,0.07963682,0.23355128,0.02811237,0.00000000,0.14625962,1.70491912,0.89840521,0.59198144
-5.13556778,4.44227840,0.08179271,0.23305990,0.02868967,0.00000000,0.15033020,1.73582698,0.90823935,0.59224965
-5.12956478,4.49159943,0.08391332,0.23213595,0.02927478,0.00000000,0.15425552,1.76641600,0.91741430,0.59176053
-5.12356178,4.53609506,0.08596737,0.23078510,0.02985238,0.00000000,0.15794814,1.79585119,0.92564690,0.59040734
-5.11755878,4.57429157,0.08792391,0.22901741,0.03040703,0.00000000,0.16132054,1.82331471,0.93266358,0.58810466
-5.11155578,4.60483216,0.08975310,0.22684701,0.03092350,0.00000000,0.16428761,1.84802835,0.93820757,0.58479065
-5.10555278,4.62651459,0.09142703,0.22429173,0.03138724,0.00000000,0.16676927,1.86927487,0.94204606,0.58042859
-5.09954977,4.63832503,0.09292048,0.22137289,0.03178473,0.00000000,0.16869306,1.88641774,0.94397701,0.57500758
-5.09354677,4.63946710,0.09421162,0.21811521,0.03210390,0.00000000,0.16999668,1.89891829,0.94383519,0.56854254
-5.08754377,4.62938462,0.09528263,0.21454676,0.03233451,0.00000000,0.17063017,1.90634984,0.94149757,0.56107332
-5.08154077,4.60777762,0.09612020,0.21069902,0.03246839,0.00000000,0.17055788,1.90840812,0.93688744,0.55266313
-5.07553777,4.57461052,0.09671590,0.20660697,0.03249975,0.00000000,0.16975990,1.90491782,0.92997745,0.54339633
-5.06953477,4.53011245,0.09706649,0.20230918,0.03242532,0.00000000,0.16823297,1.89583495,0.92079125,0.53337565
-5.06353177,4.47476957,0.09717394,0.19784788,0.03224444,0.00000000,0.16599088,1.88124511,0.90940363,0.52271893
-5.05752876,4.40930969,0.09704547,0.19326889,0.03195910,0.00000000,0.16306416,1.86135770,0.89593937,0.51155561
-5.05152576,4.33467974,0.09669327,0.18862152,0.03157381,0.00000000,0.15949923,1.83649660,0.88057049,0.50002297
-5.04552276,4.25201715,0.09613421,0.18395825,0.03109547,0.00000000,0.15535692,1.80708760,0.86351238,0.48826228
-5.03951976,4.16261611,0.09538932,0.17933430,0.03053316,0.00000000,0.15071059,1.77364328,0.84501863,0.47641513
-5.03351676,4.06789014,0.09448319,0.17480695,0.02989780,0.00000000,0.14564367,1.73674594,0.82537500,0.46461977
-5.02751376,3.96933240,0.09344324,0.17043483,0.02920187,0.00000000,0.14024702,1.69702938,0.80489254,0.45300793
-5.02151076,3.86847529,0.09229898,0.16627693,0.02845900,0.00000000,0.13461599,1.65516017,0.78390034,0.44170184
-5.01550775,3.76685079,0.09108110,0.16239154,0.02768364,0.00000000,0.12884750,1.61181921,0.76273793,0.43081182
-5.00950475,3.66595297,0.08982069,0.15883521,0.02689065,0.00000000,0.12303711,1.56768422,0.74174782,0.42043441
-5.00350175,3.56720406,0.08854835,0.15566153,0.02609494,0.00000000,0.11727629,1.52341366,0.72126818,0.41065091
-4.99749875,3.47192493,0.08729343,0.15292008,0.02531119,0.00000000,0.11165001,1.47963269,0.70162613,0.40152665
-4.99149575,3.38131100,0.08608331,0.15065534,0.02455352,0.00000000,0.10623461,1.43692143,0.68313155,0.39311073
-4.98549275,3.29641406,0.08494281,0.14890581,0.02383527,0.00000000,0.10109621,1.39580580,0.66607185,0.38543633
-4.97948974,3.21813018,0.08389371,0.14770326,0.02316887,0.00000000,0.09628955,1.35675100,0.65070747,0.37852154
-4.97348674,3.14719380,0.08295444,0.14707214,0.02256566,0.00000000,0.09185735,1.32015757,0.63726847,0.37237057
-4.96748374,3.08417760,0.08213992,0.14702928,0.02203581,0.00000000,0.08783008,1.28635995,0.62595200,0.36697547
-4.96148074,3.02949764,0.08146153,0.14758371,0.02158839,0.00000000,0.08422631,1.25562729,0.61692065,0.36231797
-4.95547774,2.98342298,0.08092733,0.14873681,0.02123127,0.00000000,0.08105338,1.22816606,0.61030175,0.35837167
-4.94947474,2.94608883,0.08054230,0.15048259,0.02097126,0.00000000,0.07830845,1.20412422,0.60618731,0.35510425
-4.94347174,2.91751232,0.08030879,0.15280812,0.02081410,0.00000000,0.07597975,1.18359648,0.60463466,0.35247972
-4.93746873,2.89760967,0.08022704,0.15569419,0.02076459,0.00000000,0.07404812,1.16663013,0.60566757,0.35046055
-4.93146573,2.88621376,0.08029574,0.15911599,0.02082663,0.00000000,0.07248857,1.15323127,0.60927767,0.34900964
-4.92546273,2.88309110,0.08051265,0.16304386,0.02100324,0.00000000,0.07127188,1.14337072,0.61542625,0.34809200
-4.91945973,2.88795737,0.08087512,0.16744408,0.02129666,0.00000000,0.07036612,1.13698971,0.62404603,0.34767608
-4.91345673,2.90049067,0.08138070,0.17227959,0.02170828,0.00000000,0.06973816,1.13400472,0.63504312,0.34773471
-4.90745373,2.92034211,0.08202746,0.17751064,0.02223864,0.00000000,0.06935485,1.13431151,0.64829885,0.34824558
-4.90145073,2.94714328,0.08281435,0.18309539,0.02288737,0.00000000,0.06918414,1.13778830,0.66367159,0.34919125
-4.89544772,2.98051063,0.08374125,0.18899035,0.02365308,0.00000000,0.06919593,1.14429790,0.68099845,0.35055875
-4.88944472,3.02004683,0.08480903,0.19515071,0.02453325,0.00000000,0.06936260,1.15368900,0.70009701,0.35233867
-4.88344172,3.06533941,0.08601920,0.20153056,0.02552412,0.00000000,0.06965945,1.16579671,0.72076691,0.35452396
-4.87743872,3.11595730,0.08737361,0.20808307,0.02662053,0.00000000,0.07006482,1.18044261,0.74279162,0.35710836
-4.87143572,3.17144588,0.08887385,0.21476048,0.02781583,0.00000000,0.07056004,1.19743433,0.76594023,0.36008470
-4.86543272,3.23132128,0.09052055,0.22151422,0.02910177,0.00000000,0.07112920,1.21656515,0.78996944,0.36344304
-4.85942971,3.29506474,0.09231265,0.22829487,0.03046843,0.00000000,0.07175881,1.23761366,0.81462588,0.36716887
-4.85342671,3.36211799,0.09424658,0.23505231,0.03190425,0.00000000,0.07243736,1.26034380,0.83964866,0.37124140
-4.84742371,3.43188007,0.09631547,0.24173588,0.03339608,0.00000000,0.07315477,1.28450544,0.86477238,0.37563225
-4.84142071,3.50370657,0.09850846,0.24829467,0.03492926,0.00000000,0.07390189,1.30983559,0.88973042,0.38030431
-4.83541771,3.57691157,0.10081011,0.25467800,0.03648786,0.00000000,0.07466996,1.33606042,0.91425866,0.38521122
-4.82941471,3.65077252,0.10320005,0.26083602,0.03805493,0.00000000,0.07545013,1.36289798,0.93809947,0.39029732
-4.82341171,3.72453829,0.10565279,0.26672046,0.03961282,0.00000000,0.07623306,1.39006167,0.96100589,0.39549811
-4.81740870,3.79744016,0.10813787,0.27228553,0.04114356,0.00000000,0.07700857,1.41726436,0.98274598,0.40074133
-4.81140570,3.86870534,0.11062028,0.27748898,0.04262930,0.00000000,0.07776546,1.44422287,1.00310705,0.40594855
-4.80540270,3.93757250,0.11306111,0.28229312,0.04405273,0.00000000,0.07849135,1.47066280,1.02189972,0.41103720
-4.79939970,4.00330867,0.11541857,0.28666594,0.04539758,0.00000000,0.07917279,1.49632330,1.03896155,0.41592300
-4.79339670,4.06522647,0.11764916,0.29058212,0.04664898,0.00000000,0.07979529,1.52096173,1.05416016,0.42052264
-4.78739370,4.12270102,0.11970916,0.29402395,0.04779394,0.00000000,0.08034366,1.54435784,1.06739559,0.42475652
-4.78139070,4.17518543,0.12155610,0.29698202,0.04882164,0.00000000,0.08080230,1.56631726,1.07860185,0.42855155
-4.77538769,4.22222412,0.12315048,0.29945566,0.04972373,0.00000000,0.08115566,1.58667427,1.08774744,0.43184365
-4.76938469,4.26346317,0.12445733,0.30145310,0.05049446,0.00000000,0.08138873,1.60529359,1.09483495,0.43458004
-4.76338169,4.29865720,0.12544775,0.30299128,0.05113086,0.00000000,0.08148755,1.62207117,1.09989954,0.43672100
-4.75737869,4.32767231,0.12610031,0.30409522,0.05163261,0.00000000,0.08143979,1.63693400,1.10300651,0.43824112
-4.75137569,4.35048497,0.12640216,0.30479720,0.05200205,0.00000000,0.08123525,1.64983894,1.10424792,0.43912990
-4.74537269,4.36717689,0.12634989,0.30513541,0.05224389,0.00000000,0.08086637,1.66077072,1.10373849,0.43939173
-4.73936968,4.37792627,0.12594998,0.30515247,0.05236497,0.00000000,0.08032862,1.66973924,1.10161093,0.43904523
-4.73336668,4.38299574,0.12521894,0.30489363,0.05237391,0.00000000,0.07962090,1.67677637,1.09801084,0.43812192
-4.72736368,4.38271789,0.12418303,0.30440493,0.05228071,0.00000000,0.07874570,1.68193240,1.09309159,0.43666446
-4.72136068,4.37747902,0.12287761,0.30373125,0.05209634,0.00000000,0.07770929,1.68527248,1.08700920,0.43472438
-4.71535768,4.36770214,0.12134608,0.30291444,0.05183232,0.00000000,0.07652163,1.68687306,1.07991758,0.43235955
-4.70935468,4.35383000,0.11963858,0.30199168,0.05150029,0.00000000,0.07519631,1.68681871,1.07196438,0.42963152
-4.70335168,4.33630905,0.11781037,0.30099404,0.05111163,0.00000000,0.07375026,1.68519933,1.06328747,0.42660277
-4.69734867,4.31557518,0.11592001,0.29994545,0.05067713,0.00000000,0.07220339,1.68210785,1.05401233,0.42333421
-4.69134567,4.29204170,0.11402743,0.29886201,0.05020671,0.00000000,0.07057812,1.67763859,1.04425036,0.41988282
-4.68534267,4.26609028,0.11219196,0.29775189,0.04970918,0.00000000,0.06889886,1.67188618,1.03409820,0.41629978
-4.67933967,4.23806478,0.11047038,0.29661554,0.04919210,0.00000000,0.06719144,1.66494501,1.02363799,0.41262892
-4.67333667,4.20826835,0.10891508,0.29544653,0.04866171,0.00000000,0.06548244,1.65690915,1.01293842,0.40890585
-4.66733367,4.17696343,0.10757241,0.29423268,0.04812288,0.00000000,0.06379862,1.64787271,1.00205670,0.40515740
-4.66133067,4.14437443,0.10648123,0.29295761,0.04757915,0.00000000,0.06216628,1.63793027,0.99104091,0.40140178
-4.65532766,4.11069259,0.10567182,0.29160251,0.04703283,0.00000000,0.06061071,1.62717752,0.97993291,0.39764904
-4.64932466,4.07608242,0.10516501,0.29014814,0.04648513,0.00000000,0.05915566,1.61571172,0.96877134,0.39390203
-4.64332166,4.04068898,0.10497175,0.28857675,0.04593631,0.00000000,0.05782285,1.60363205,0.95759456,0.39015759
