energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.39969985,0.14585010,0.08038343,0.00060239,0.00041667,0.02293810,0.05772462,0.04653474
-5.39369685,0.17120742,0.09435879,0.00070713,0.00048911,0.02692609,0.06776055,0.05462522
-5.38769385,0.19953008,0.10996847,0.00082410,0.00057003,0.03138044,0.07897011,0.06366181
-5.38169085,0.23086821,0.12724008,0.00095354,0.00065956,0.03630905,0.09137313,0.07366051
-5.37568784,0.26520997,0.14616711,0.00109538,0.00075767,0.04171003,0.10496493,0.08461755
-5.36968484,0.30247223,0.16670373,0.00124928,0.00086412,0.04757034,0.11971260,0.09650640
-5.36368184,0.34249255,0.18876042,0.00141457,0.00097845,0.05386440,0.13555186,0.10927523
-5.35767884,0.38502303,0.21220055,0.00159023,0.00109995,0.06055325,0.15238459,0.12284494
-5.35167584,0.42972660,0.23683835,0.00177487,0.00122766,0.06758387,0.17007739,0.13710801
-5.34567284,0.47617624,0.26243848,0.00196671,0.00136036,0.07488909,0.18846125,0.15192817
-5.33966983,0.52385752,0.28871739,0.00216365,0.00149658,0.08238803,0.20733257,0.16714129
-5.33366683,0.57217465,0.31534675,0.00236321,0.00163462,0.08998697,0.22645554,0.18255729
-5.32766383,0.62046033,0.34195876,0.00256264,0.00177256,0.09758099,0.24556606,0.19796325
-5.32166083,0.66798917,0.36815364,0.00275894,0.00190835,0.10505600,0.26437704,0.21312774
-5.31565783,0.71399446,0.39350881,0.00294896,0.00203978,0.11229142,0.28258502,0.22780611
-5.30965483,0.75768781,0.41758975,0.00312942,0.00216460,0.11916330,0.29987797,0.24174684
-5.30365183,0.79828109,0.43996208,0.00329708,0.00228057,0.12554770,0.31594396,0.25469846
-5.29764882,0.83500971,0.46020437,0.00344877,0.00238550,0.13132440,0.33048037,0.26641701
-5.29164582,0.86715640,0.47792130,0.00358154,0.00247733,0.13638066,0.34320332,0.27667364
-5.28564282,0.89407446,0.49275638,0.00369271,0.00255423,0.14061483,0.35385684,0.28526201
-5.27963982,0.91520941,0.50440396,0.00378000,0.00261461,0.14393982,0.36222145,0.29200519
-5.27363682,0.93011799,0.51261965,0.00384156,0.00265720,0.14628604,0.36812171,0.29676174
-5.26763382,0.93848378,0.51722893,0.00387610,0.00268110,0.14760394,0.37143235,0.29943069
-5.26163082,0.94012845,0.51813335,0.00388286,0.00268579,0.14786574,0.37208273,0.29995512
-5.25562781,0.93501828,0.51531407,0.00386172,0.00267119,0.14706649,0.37005945,0.29832421
-5.24962481,0.92326551,0.50883266,0.00381313,0.00263760,0.14522434,0.36540684,0.29457375
-5.24362181,0.90512460,0.49882891,0.00373814,0.00258577,0.14237999,0.35822551,0.28878484
-5.23761881,0.88098343,0.48551603,0.00363834,0.00251678,0.13859530,0.34866880,0.28108114
-5.23161581,0.85135000,0.46917327,0.00351582,0.00243210,0.13395134,0.33693759,0.27162464
-5.22561281,0.81683538,0.45013642,0.00337309,0.00233347,0.12854570,0.32327344,0.26061012
-5.21960980,0.77813347,0.42878666,0.00321301,0.00222287,0.12248947,0.30795066,0.24825880
-5.21360680,0.73599894,0.40553833,0.00303867,0.00210244,0.11590382,0.29126749,0.23481119
-5.20760380,0.69122400,0.38082599,0.00285332,0.00197445,0.10891649,0.27353692,0.22051973
-5.20160080,0.64461535,0.35509171,0.00266026,0.00184121,0.10165829,0.25507754,0.20564140
-5.19559780,0.59697208,0.32877273,0.00246276,0.00170497,0.09425980,0.23620475,0.19043065
-5.18959480,0.54906549,0.30229026,0.00226395,0.00156795,0.08684834,0.21722276,0.17513295
-5.18359180,0.50162163,0.27603973,0.00206678,0.00143220,0.07954540,0.19841763,0.15997919
-5.17758879,0.45530688,0.25038273,0.00187393,0.00129962,0.07246459,0.18005156,0.14518107
-5.17158579,0.41071716,0.22564095,0.00168779,0.00117189,0.06571006,0.16235856,0.13092766
-5.16558279,0.36837073,0.20209208,0.00151039,0.00105048,0.05937561,0.14554155,0.11738301
-5.15957979,0.32870455,0.17996776,0.00134345,0.00093662,0.05354420,0.12977094,0.10468507
-5.15357679,0.29207401,0.15945330,0.00118830,0.00083131,0.04828805,0.11518447,0.09294552
-5.14757379,0.25875557,0.14068917,0.00104595,0.00073529,0.04366910,0.10188824,0.08225065
-5.14157079,0.22895179,0.12377373,0.00091709,0.00064914,0.03973974,0.08995868,0.07266291
-5.13556778,0.20279817,0.10876709,0.00080210,0.00057319,0.03654383,0.07944530,0.06422318
-5.12956478,0.18037122,0.09569573,0.00070112,0.00050764,0.03411771,0.07037390,0.05695328
-5.12356178,0.16169703,0.08455744,0.00061409,0.00045251,0.03249115,0.06274996,0.05085881
-5.11755878,0.14675986,0.07532639,0.00054074,0.00040773,0.03168827,0.05656219,0.04593188
-5.11155578,0.13551016,0.06795793,0.00048070,0.00037311,0.03172808,0.05178570,0.04215375
-5.10555278,0.12787164,0.06239310,0.00043348,0.00034838,0.03262481,0.04838495,0.03949718
-5.09954977,0.12374703,0.05856236,0.00039853,0.00033323,0.03438778,0.04631619,0.03792833
-5.09354677,0.12302241,0.05638876,0.00037525,0.00032727,0.03702100,0.04552925,0.03740827
-5.08754377,0.12556993,0.05579024,0.00036305,0.00033011,0.04052233,0.04596885,0.03789393
-5.08154077,0.13124914,0.05668119,0.00036134,0.00034129,0.04488233,0.04757525,0.03933868
-5.07553777,0.13990688,0.05897335,0.00036953,0.00036033,0.05008286,0.05028442,0.04169240
-5.06953477,0.15137616,0.06257603,0.00038707,0.00038673,0.05609555,0.05402774,0.04490126
-5.06353177,0.16547423,0.06739591,0.00041345,0.00041992,0.06288015,0.05873139,0.04890719
-5.05752876,0.18200035,0.07333655,0.00044817,0.00045930,0.07038305,0.06431562,0.05364732
-5.05152576,0.20073343,0.08029770,0.00049078,0.00050421,0.07853598,0.07069387,0.05905325
-5.04552276,0.22143025,0.08817471,0.00054088,0.00055394,0.08725512,0.07777216,0.06505055
-5.03951976,0.24382432,0.09685807,0.00059807,0.00060771,0.09644060,0.08544860,0.07155844
-5.03351676,0.26762585,0.10623330,0.00066202,0.00066469,0.10597674,0.09361335,0.07848972
-5.02751376,0.29252312,0.11618125,0.00073240,0.00072396,0.11573286,0.10214903,0.08575114
-5.02151076,0.31818513,0.12657886,0.00080894,0.00078457,0.12556490,0.11093162,0.09324417
-5.01550775,0.34426594,0.13730043,0.00089139,0.00084554,0.13531772,0.11983198,0.10086621
-5.00950475,0.37041026,0.14821931,0.00097956,0.00090583,0.14482819,0.12871779,0.10851217
-5.00350175,0.39626030,0.15921005,0.00107326,0.00096443,0.15392887,0.13745601,0.11607651
-4.99749875,0.42146362,0.17015071,0.00117238,0.00102030,0.16245216,0.14591571,0.12345542
-4.99149575,0.44568141,0.18092540,0.00127681,0.00107248,0.17023496,0.15397108,0.13054925
-4.98549275,0.46859703,0.19142674,0.00138647,0.00112005,0.17712333,0.16150460,0.13726501
-4.97948974,0.48992415,0.20155814,0.00150133,0.00116218,0.18297726,0.16841005,0.14351868
-4.97348674,0.50941412,0.21123572,0.00162131,0.00119815,0.18767516,0.17459534,0.14923740
-4.96748374,0.52686214,0.22038973,0.00174635,0.00122738,0.19111785,0.17998490,0.15436121
-4.96148074,0.54211192,0.22896535,0.00187633,0.00124943,0.19323200,0.18452154,0.15884448
-4.95547774,0.55505845,0.23692293,0.00201109,0.00126402,0.19397266,0.18816770,0.16265666
-4.94947474,0.56564895,0.24423742,0.00215036,0.00127104,0.19332497,0.19090601,0.16578259
-4.94347174,0.57388176,0.25089729,0.00229375,0.00127054,0.19130478,0.19273908,0.16822223
-4.93746873,0.57980357,0.25690292,0.00244072,0.00126275,0.18795826,0.19368869,0.16998982
-4.93146573,0.58350499,0.26226461,0.00259060,0.00124803,0.18336051,0.19379433,0.17111265
-4.92546273,0.58511509,0.26700047,0.00274251,0.00122690,0.17761329,0.19311129,0.17162951
-4.91945973,0.58479518,0.27113433,0.00289542,0.00120000,0.17084191,0.19170840,0.17158898
-4.91345673,0.58273253,0.27469397,0.00304811,0.00116804,0.16319149,0.18966564,0.17104756
-4.90745373,0.57913439,0.27770991,0.00319926,0.00113186,0.15482291,0.18707183,0.17006815
-4.90145073,0.57422302,0.28021488,0.00334741,0.00109231,0.14590842,0.18402243,0.16871857
-4.89544772,0.56823204,0.28224417,0.00349106,0.00105029,0.13662735,0.18061784,0.16707071
-4.88944472,0.56140449,0.28383699,0.00362877,0.00100674,0.12716202,0.17696220,0.16520002
-4.88344172,0.55399279,0.28503877,0.00375916,0.00096257,0.11769405,0.17316273,0.16318567
-4.87743872,0.54626073,0.28590448,0.00388109,0.00091869,0.10840120,0.16932980,0.16111123
-4.87143572,0.53848729,0.28650264,0.00399369,0.00087602,0.09945493,0.16557767,0.15906596
-4.86543272,0.53097199,0.28691998,0.00409652,0.00083541,0.09101859,0.16202568,0.15714641
-4.85942971,0.52404142,0.28726635,0.00418961,0.00079774,0.08324644,0.15880003,0.15545849
-4.85342671,0.51805624,0.28767957,0.00427361,0.00076385,0.07628321,0.15603577,0.15411954
-4.84742371,0.51341809,0.28832976,0.00434982,0.00073458,0.07026443,0.15387880,0.15326031
-4.84142071,0.51057547,0.28942291,0.00442024,0.00071077,0.06531706,0.15248779,0.15302670
-4.83541771,0.51002797,0.29120301,0.00448765,0.00069326,0.06156049,0.15203560,0.15358080
-4.82941471,0.51232791,0.29395259,0.00455555,0.00068292,0.05910766,0.15270996,0.15510118
-4.82341171,0.51807879,0.29799124,0.00462814,0.00068061,0.05806606,0.15471322,0.15778210
-4.81740870,0.52792987,0.30367182,0.00471026,0.00068723,0.05853844,0.15826096,0.16183154
-4.81140570,0.54256653,0.31137422,0.00480727,0.00070366,0.06062308,0.16357917,0.16746785
-4.80540270,0.56269602,0.32149660,0.00492490,0.00073080,0.06441338,0.17090004,0.17491493
-4.79939970,0.58902870,0.33444415,0.00506909,0.00076951,0.06999671,0.18045619,0.18439609
-4.79339670,0.62225500,0.35061562,0.00524573,0.00082060,0.07745248,0.19247346,0.19612644
-4.78739370,0.66301844,0.37038784,0.00546048,0.00088480,0.08684926,0.20716237,0.21030425
-4.78139070,0.71188575,0.39409874,0.00571852,0.00096272,0.09824118,0.22470841,0.22710122
-4.77538769,0.76931478,0.42202951,0.00602425,0.00105482,0.11166353,0.24526159,0.24665234
-4.76938469,0.83562173,0.45438650,0.00638107,0.00116134,0.12712793,0.26892549,0.26904542
-4.76338169,0.91094901,0.49128361,0.00679113,0.00128229,0.14461711,0.29574650,0.29431100
-4.75737869,0.99523532,0.53272621,0.00725515,0.00141738,0.16407965,0.32570345,0.32241306
-4.75137569,1.08818969,0.57859720,0.00777217,0.00156599,0.18542512,0.35869857,0.35324099
-4.74537269,1.18927100,0.62864620,0.00833950,0.00172717,0.20851973,0.39455007,0.38660351
-4.73936968,1.29767471,0.68248271,0.00895259,0.00189956,0.23318306,0.43298698,0.42222485
-4.73336668,1.41232807,0.73957373,0.00960505,0.00208144,0.25918613,0.47364686,0.45974385
-4.72736368,1.53189487,0.79924662,0.01028867,0.00227070,0.28625105,0.51607661,0.49871600
-4.72136068,1.65479064,0.86069732,0.01099360,0.00246488,0.31405262,0.55973683,0.53861896
-4.71535768,1.77920841,0.92300419,0.01170848,0.00266120,0.34222189,0.60400981,0.57886137
-4.70935468,1.90315488,0.98514720,0.01242076,0.00285659,0.37035199,0.64821116,0.61879506
-4.70335168,2.02449634,1.04603219,0.01311702,0.00304780,0.39800582,0.69160491,0.65773018
-4.69734867,2.14101293,1.10451936,0.01378329,0.00323143,0.42472588,0.73342161,0.69495305
-4.69134567,2.25045963,1.15945518,0.01440553,0.00340406,0.45004553,0.77287892,0.72974592
-4.68534267,2.35063159,1.20970637,0.01497001,0.00356233,0.47350166,0.80920406,0.76140806
-4.67933967,2.43943142,1.25419493,0.01546378,0.00370302,0.49464803,0.84165697,0.78927728
-4.67333667,2.51493551,1.29193238,0.01587505,0.00382321,0.51306890,0.86955358,0.81275095
-4.66733367,2.57545659,1.32205211,0.01619364,0.00392030,0.52839224,0.89228797,0.83130571
-4.66133067,2.61959978,1.34383818,0.01641125,0.00399214,0.54030203,0.90935241,0.84451488
-4.65532766,2.64630948,1.35674929,0.01652177,0.00403711,0.54854897,0.92035458,0.85206284
-4.64932466,2.65490505,1.36043703,0.01652150,0.00405413,0.55295915,0.92503089,0.85375568
-4.64332166,2.64510352,1.35475726,0.01640922,0.00404274,0.55344024,0.92325555,0.84952763
-4.63731866,2.61702835,1.33977439,0.01618625,0.00400309,0.54998491,0.91504471,0.83944299
-4.63131566,2.57120389,1.31575826,0.01585637,0.00393595,0.54267126,0.90055570,0.82369350
-4.62531266,2.50853582,1.28317383,0.01542566,0.00384266,0.53166032,0.88008127,0.80259124
-4.61930965,2.43027863,1.24266420,0.01490228,0.00372510,0.51719061,0.85403921,0.77655743
-4.61330665,2.33799169,1.19502794,0.01429619,0.00358561,0.49957023,0.82295785,0.74610780
-4.60730365,2.23348617,1.14119159,0.01361877,0.00342692,0.47916663,0.78745817,0.71183507
-4.60130065,2.11876515,1.08217890,0.01288244,0.00325207,0.45639479,0.74823324,0.67438943
-4.59529765,1.99595984,1.01907805,0.01210029,0.00306427,0.43170409,0.70602622,0.63445797
-4.58929465,1.86726454,0.95300829,0.01128565,0.00286684,0.40556477,0.66160751,0.59274387
-4.58329165,1.73487321,0.88508751,0.01045169,0.00266310,0.37845424,0.61575245,0.54994623
-4.57728864,1.60092004,0.81640190,0.00961109,0.00245629,0.35084405,0.56922000,0.50674136
-4.57128564,1.46742618,0.74797878,0.00877572,0.00224946,0.32318788,0.52273364,0.46376616
-4.56528264,1.33625427,0.68076355,0.00795637,0.00204542,0.29591093,0.47696467,0.42160410
-4.55927964,1.20907207,0.61560123,0.00716254,0.00184667,0.26940110,0.43251875,0.38077413
-4.55327664,1.08732557,0.55322297,0.00640233,0.00165539,0.24400211,0.38992561,0.34172273
-4.54727364,0.97222205,0.49423762,0.00568234,0.00147338,0.22000854,0.34963226,0.30481914
-4.54127064,0.86472236,0.43912806,0.00500764,0.00130206,0.19766296,0.31199946,0.27035353
-4.53526763,0.76554201,0.38825197,0.00438184,0.00114249,0.17715480,0.27730126,0.23853796
-4.52926463,0.67515970,0.34184651,0.00380711,0.00099535,0.15862096,0.24572727,0.20950966
-4.52326163,0.59383221,0.30003612,0.00328437,0.00086099,0.14214782,0.21738721,0.18333633
-4.51725863,0.52161411,0.26284288,0.00281337,0.00073949,0.12777433,0.19231719,0.16002287
-4.51125563,0.45838083,0.23019847,0.00239289,0.00063062,0.11549603,0.17048735,0.13951913
-4.50525263,0.40385380,0.20195728,0.00202090,0.00053398,0.10526955,0.15181029,0.12172828
-4.49924962,0.35762635,0.17790974,0.00169475,0.00044896,0.09701753,0.13614980,0.10651528
-4.49324662,0.31918929,0.15779557,0.00141130,0.00037483,0.09063347,0.12332971,0.09371521
-4.48724362,0.28795538,0.14131636,0.00116713,0.00031077,0.08598673,0.11314228,0.08314120
-4.48124062,0.26328194,0.12814724,0.00095864,0.00025591,0.08292713,0.10535623,0.07459162
-4.47523762,0.24449144,0.11794735,0.00078222,0.00020935,0.08128941,0.09972395,0.06785661
-4.46923462,0.23088958,0.11036911,0.00063431,0.00017021,0.08089730,0.09598808,0.06272368
-4.46323162,0.22178107,0.10506620,0.00051150,0.00013763,0.08156737,0.09388726,0.05898258
-4.45722861,0.21648319,0.10170040,0.00041064,0.00011081,0.08311253,0.09316125,0.05642934
-4.45122561,0.21433724,0.09994726,0.00032882,0.00008902,0.08534527,0.09355532,0.05486954
-4.44522261,0.21471829,0.09950090,0.00026346,0.00007160,0.08808079,0.09482415,0.05412108
-4.43921961,0.21704335,0.10007803,0.00021231,0.00005797,0.09113982,0.09673523,0.05401632
-4.43321661,0.22077846,0.10142123,0.00017346,0.00004764,0.09435143,0.09907184,0.05440388
-4.42721361,0.22544461,0.10330183,0.00014535,0.00004023,0.09755558,0.10163573,0.05515001
-4.42121061,0.23062297,0.10552225,0.00012677,0.00003542,0.10060559,0.10424949,0.05613977
-4.41520760,0.23595922,0.10791801,0.00011685,0.00003300,0.10337041,0.10675856,0.05727795
-4.40920460,0.24116720,0.11035936,0.00011504,0.00003284,0.10573657,0.10903309,0.05848972
-4.40320160,0.24603176,0.11275254,0.00012109,0.00003491,0.10760996,0.11096924,0.05972119
-4.39719860,0.25041068,0.11504060,0.00013509,0.00003925,0.10891712,0.11249027,0.06093963
-4.39119560,0.25423548,0.11720370,0.00015740,0.00004597,0.10960619,0.11354707,0.06213348
-4.38519260,0.25751111,0.11925886,0.00018863,0.00005528,0.10964729,0.11411821,0.06331209
-4.37918959,0.26031413,0.12125900,0.00022969,0.00006745,0.10903242,0.11420942,0.06450500
-4.37318659,0.26278938,0.12329120,0.00028169,0.00008283,0.10777478,0.11385242,0.06576092
-4.36718359,0.26514503,0.12547416,0.00034596,0.00010179,0.10590754,0.11310318,0.06714618
-4.36118059,0.26764573,0.12795472,0.00042402,0.00012480,0.10348202,0.11203951,0.06874277
-4.35517759,0.27060418,0.13090344,0.00051750,0.00015235,0.10056547,0.11075806,0.07064577
-4.34917459,0.27437079,0.13450930,0.00062815,0.00018493,0.09723837,0.10937074,0.07296040
-4.34317159,0.27932193,0.13897353,0.00075777,0.00022309,0.09359139,0.10800075,0.07579846
-4.33716858,0.28584665,0.14450257,0.00090812,0.00026734,0.08972223,0.10677813,0.07927437
-4.33116558,0.29433242,0.15130053,0.00108086,0.00031817,0.08573224,0.10583520,0.08350092
-4.32516258,0.30515005,0.15956100,0.00127750,0.00037600,0.08172317,0.10530178,0.08858454
-4.31915958,0.31863834,0.16945879,0.00149928,0.00044121,0.07779396,0.10530052,0.09462063
-4.31315658,0.33508888,0.18114153,0.00174709,0.00051404,0.07403791,0.10594246,0.10168873
-4.30715358,0.35473161,0.19472172,0.00202140,0.00059461,0.07054011,0.10732289,0.10984788
