energy_ev,total_up,Pt_p_up,Pt_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,2.52689061,0.27564559,2.37229295,0.16469981,0.00289904,0.11386117,0.00000000
-5.99399700,2.57449964,0.29027451,2.41277805,0.16177946,0.00298144,0.11916129,0.00000000
-5.98799400,2.61829458,0.30596431,2.44909275,0.15873770,0.00305685,0.12472443,0.00000000
-5.98199100,2.65820746,0.32281394,2.48113620,0.15563546,0.00312476,0.13056200,0.00000000
-5.97598799,2.69419742,0.34092226,2.50883528,0.15253733,0.00318473,0.13668062,0.00000000
-5.96998499,2.72625354,0.36038572,2.53214857,0.14951129,0.00323640,0.14308133,0.00000000
-5.96398199,2.75440035,0.38129626,2.55107281,0.14662867,0.00327952,0.14975896,0.00000000
-5.95797899,2.77870562,0.40373937,2.56565161,0.14396443,0.00331394,0.15670178,0.00000000
-5.95197599,2.79928990,0.42779236,2.57598551,0.14159749,0.00333960,0.16389151,0.00000000
-5.94597299,2.81633696,0.45352272,2.58224303,0.13961110,0.00335659,0.17130359,0.00000000
-5.93996998,2.83010443,0.48098652,2.58467150,0.13809307,0.00336512,0.17890771,0.00000000
-5.93396698,2.84093334,0.51022679,2.58360691,0.13713575,0.00336552,0.18666858,0.00000000
-5.92796398,2.84925585,0.54127176,2.57948183,0.13683567,0.00335828,0.19454698,0.00000000
-5.92196098,2.85559991,0.57413284,2.57283023,0.13729268,0.00334402,0.20250080,0.00000000
-5.91595798,2.86058998,0.60880233,2.56428856,0.13860861,0.00332351,0.21048621,0.00000000
-5.90995498,2.86494300,0.64525081,2.55459211,0.14088529,0.00329764,0.21845881,0.00000000
-5.90395198,2.86945902,0.68342415,2.54456617,0.14422207,0.00326742,0.22637461,0.00000000
-5.89794897,2.87500593,0.72324018,2.53511167,0.14871270,0.00323396,0.23419087,0.00000000
-5.89194597,2.88249849,0.76458515,2.52718511,0.15444180,0.00319847,0.24186669,0.00000000
-5.88594297,2.89287157,0.80731018,2.52177299,0.16148093,0.00316219,0.24936325,0.00000000
-5.87993997,2.90704843,0.85122765,2.51986137,0.16988440,0.00312640,0.25664386,0.00000000
-5.87393697,2.92590476,0.89610811,2.52240126,0.17968502,0.00309235,0.26367354,0.00000000
-5.86793397,2.95022989,0.94167769,2.53027112,0.19088999,0.00306125,0.27041848,0.00000000
-5.86193097,2.98068657,0.98761646,2.54423770,0.20347705,0.00303421,0.27684513,0.00000000
-5.85592796,3.01777117,1.03355795,2.56491711,0.21739124,0.00301221,0.28291926,0.00000000
-5.84992496,3.06177622,1.07909017,2.59273771,0.23254231,0.00299609,0.28860485,0.00000000
-5.84392196,3.11275733,1.12375829,2.62790687,0.24880317,0.00298643,0.29386316,0.00000000
-5.83791896,3.17050642,1.16706919,2.67038336,0.26600935,0.00298363,0.29865180,0.00000000
-5.83191596,3.23453314,1.20849795,2.71985721,0.28395978,0.00298780,0.30292423,0.00000000
-5.82591296,3.30405614,1.24749629,2.77573860,0.30241887,0.00299881,0.30662945,0.00000000
-5.81990995,3.37800529,1.28350280,2.83715693,0.32112001,0.00301621,0.30971228,0.00000000
-5.81390695,3.45503572,1.31595487,2.90297101,0.33977039,0.00303932,0.31211394,0.00000000
-5.80790395,3.53355403,1.34430188,2.97179057,0.35805719,0.00306718,0.31377328,0.00000000
-5.80190095,3.61175608,1.36801931,3.04200908,0.37565480,0.00309860,0.31462835,0.00000000
-5.79589795,3.68767575,1.38662329,3.11184694,0.39223311,0.00313221,0.31461847,0.00000000
-5.78989495,3.75924297,1.39968502,3.17940383,0.40746638,0.00316645,0.31368654,0.00000000
-5.78389195,3.82434902,1.40684456,3.24271848,0.42104253,0.00319969,0.31178169,0.00000000
