energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.85592796,0.19624327,0.01664368,0.05960420,0.00214941,0.00386598,0.07413831,0.00000000
-5.84992496,0.20564016,0.01865800,0.05710421,0.00184689,0.00443993,0.08141629,0.00000000
-5.84392196,0.21851529,0.02109410,0.05566668,0.00157568,0.00510788,0.09004426,0.00000000
-5.83791896,0.23481264,0.02397290,0.05527143,0.00133483,0.00587174,0.10000618,0.00000000
-5.83191596,0.25442198,0.02731117,0.05588545,0.00112294,0.00673256,0.11126330,0.00000000
-5.82591296,0.27717640,0.03112033,0.05746351,0.00093829,0.00769021,0.12375222,0.00000000
-5.81990995,0.30285066,0.03540521,0.05994878,0.00077892,0.00874312,0.13738331,0.00000000
-5.81390695,0.33116045,0.04016280,0.06327344,0.00064275,0.00988796,0.15203972,0.00000000
-5.80790395,0.36176291,0.04538106,0.06735925,0.00052768,0.01111946,0.16757704,0.00000000
-5.80190095,0.39425868,0.05103783,0.07211816,0.00043164,0.01243014,0.18382382,0.00000000
-5.79589795,0.42819566,0.05709994,0.07745309,0.00035270,0.01381027,0.20058299,0.00000000
-5.78989495,0.46307458,0.06352260,0.08325874,0.00028907,0.01524774,0.21763425,0.00000000
-5.78389195,0.49835660,0.07024909,0.08942277,0.00023924,0.01672811,0.23473759,0.00000000
-5.77788894,0.53347277,0.07721084,0.09582703,0.00020193,0.01823473,0.25163761,0.00000000
-5.77188594,0.56783528,0.08432795,0.10234923,0.00017620,0.01974893,0.26806896,0.00000000
-5.76588294,0.60085030,0.09151019,0.10886485,0.00016143,0.02125035,0.28376239,0.00000000
-5.75987994,0.63193203,0.09865850,0.11524925,0.00015741,0.02271729,0.29845152,0.00000000
-5.75387694,0.66051748,0.10566687,0.12138015,0.00016432,0.02412724,0.31187991,0.00000000
-5.74787394,0.68608160,0.11242478,0.12714019,0.00018277,0.02545736,0.32380833,0.00000000
-5.74187094,0.70815210,0.11881989,0.13241966,0.00021386,0.02668515,0.33402180,0.00000000
-5.73586793,0.72632347,0.12474117,0.13711928,0.00025915,0.02778903,0.34233630,0.00000000
-5.72986493,0.74026953,0.13008204,0.14115282,0.00032076,0.02874899,0.34860474,0.00000000
-5.72386193,0.74975415,0.13474375,0.14444960,0.00040136,0.02954725,0.35272197,0.00000000
-5.71785893,0.75463952,0.13863859,0.14695668,0.00050419,0.03016881,0.35462871,0.00000000
-5.71185593,0.75489177,0.14169295,0.14864062,0.00063307,0.03060202,0.35431418,0.00000000
-5.70585293,0.75058363,0.14385008,0.14948881,0.00079245,0.03083899,0.35181723,0.00000000
-5.69984992,0.74189396,0.14507237,0.14951016,0.00098736,0.03087595,0.34722615,0.00000000
-5.69384692,0.72910432,0.14534316,0.14873523,0.00122342,0.03071353,0.34067704,0.00000000
-5.68784392,0.71259262,0.14466785,0.14721571,0.00150677,0.03035682,0.33235073,0.00000000
-5.68184092,0.69282415,0.14307447,0.14502325,0.00184406,0.02981539,0.32246865,0.00000000
-5.67583792,0.67034039,0.14061355,0.14224772,0.00224230,0.02910322,0.31128759,0.00000000
-5.66983492,0.64574600,0.13735726,0.13899486,0.00270879,0.02823840,0.29909365,0.00000000
-5.66383192,0.61969456,0.13339811,0.13538355,0.00325094,0.02724291,0.28619565,0.00000000
-5.65782891,0.59287357,0.12884697,0.13154264,0.00387617,0.02614217,0.27291818,0.00000000
-5.65182591,0.56598915,0.12383080,0.12760765,0.00459162,0.02496469,0.25959454,0.00000000
-5.64582291,0.53975111,0.11848994,0.12371718,0.00540402,0.02374153,0.24655977,0.00000000
-5.63981991,0.51485868,0.11297530,0.12000956,0.00631942,0.02250593,0.23414406,0.00000000
-5.63381691,0.49198734,0.10744539,0.11661944,0.00734296,0.02129278,0.22266650,0.00000000
-5.62781391,0.47177699,0.10206340,0.11367477,0.00847862,0.02013829,0.21242942,0.00000000
-5.62181091,0.45482177,0.09699439,0.11129410,0.00972902,0.01907951,0.20371344,0.00000000
-5.61580790,0.44166141,0.09240261,0.10958429,0.01109518,0.01815407,0.19677308,0.00000000
-5.60980490,0.43277433,0.08844908,0.10863876,0.01257638,0.01739982,0.19183313,0.00000000
-5.60380190,0.42857237,0.08528939,0.10853622,0.01417000,0.01685453,0.18908558,0.00000000
-5.59779890,0.42939685,0.08307169,0.10933997,0.01587142,0.01655568,0.18868726,0.00000000
-5.59179590,0.43551600,0.08193490,0.11109761,0.01767401,0.01654011,0.19075793,0.00000000
-5.58579290,0.44712347,0.08200710,0.11384129,0.01956916,0.01684372,0.19537891,0.00000000
-5.57978989,0.46433755,0.08340396,0.11758822,0.02154633,0.01750114,0.20259218,0.00000000
-5.57378689,0.48720116,0.08622723,0.12234160,0.02359322,0.01854523,0.21239979,0.00000000
-5.56778389,0.51568218,0.09056325,0.12809154,0.02569595,0.02000660,0.22476376,0.00000000
-5.56178089,0.54967412,0.09648141,0.13481628,0.02783930,0.02191293,0.23960624,0.00000000
-5.55577789,0.58899699,0.10403250,0.14248318,0.03000697,0.02428830,0.25681017,0.00000000
-5.54977489,0.63339841,0.11324713,0.15104978,0.03218188,0.02715236,0.27622025,0.00000000
-5.54377189,0.68255494,0.12413410,0.16046459,0.03434649,0.03051945,0.29764447,0.00000000
-5.53776888,0.73607372,0.13667885,0.17066775,0.03648301,0.03439768,0.32085602,0.00000000
-5.53176588,0.79349478,0.15084217,0.18159138,0.03857375,0.03878812,0.34559593,0.00000000
-5.52576288,0.85429393,0.16655913,0.19315982,0.04060133,0.04368391,0.37157614,0.00000000
-5.51975988,0.91788676,0.18373863,0.20528967,0.04254888,0.04906963,0.39848340,0.00000000
-5.51375688,0.98363386,0.20226343,0.21788972,0.04440018,0.05492079,0.42598363,0.00000000
-5.50775388,1.05084745,0.22199100,0.23086098,0.04613983,0.06120365,0.45372713,0.00000000
-5.50175088,1.11879981,0.24275524,0.24409673,0.04775330,0.06787526,0.48135426,0.00000000
-5.49574787,1.18673339,0.26436915,0.25748288,0.04922700,0.07488393,0.50850178,0.00000000
-5.48974487,1.25387279,0.28662845,0.27089862,0.05054829,0.08217008,0.53480950,0.00000000
-5.48374187,1.31943855,0.30931622,0.28421753,0.05170556,0.08966740,0.55992742,0.00000000
-5.47773887,1.38266236,0.33220827,0.29730917,0.05268821,0.09730446,0.58352282,0.00000000
-5.47173587,1.44280360,0.35507936,0.31004118,0.05348676,0.10500662,0.60528746,0.00000000
-5.46573287,1.49916651,0.37770970,0.32228190,0.05409291,0.11269817,0.62494443,0.00000000
-5.45972986,1.55111748,0.39989175,0.33390336,0.05449967,0.12030461,0.64225448,0.00000000
-5.45372686,1.59810180,0.42143674,0.34478467,0.05470154,0.12775506,0.65702167,0.00000000
-5.44772386,1.63965905,0.44218070,0.35481555,0.05469471,0.13498446,0.66909807,0.00000000
-5.44172086,1.67543626,0.46198954,0.36389978,0.05447732,0.14193567,0.67838715,0.00000000
-5.43571786,1.70519829,0.48076288,0.37195849,0.05404973,0.14856115,0.68484601,0.00000000
-5.42971486,1.72883452,0.49843633,0.37893300,0.05341481,0.15482417,0.68848592,0.00000000
-5.42371186,1.74636137,0.51498190,0.38478700,0.05257823,0.16069953,0.68937137,0.00000000
-5.41770885,1.75792038,0.53040658,0.38950792,0.05154869,0.16617357,0.68761746,0.00000000
-5.41170585,1.76377154,0.54474893,0.39310735,0.05033820,0.17124360,0.68338574,0.00000000
-5.40570285,1.76428205,0.55807379,0.39562042,0.04896215,0.17591659,0.67687852,0.00000000
-5.39969985,1.75991091,0.57046543,0.39710418,0.04743947,0.18020743,0.66833195,0.00000000
-5.39369685,1.75118989,0.58201947,0.39763496,0.04579254,0.18413651,0.65800809,0.00000000
-5.38769385,1.73870177,0.59283386,0.39730494,0.04404712,0.18772713,0.64618614,0.00000000
-5.38169085,1.72305698,0.60299973,0.39621796,0.04223211,0.19100263,0.63315348,0.00000000
-5.37568784,1.70486964,0.61259244,0.39448503,0.04037921,0.19398352,0.61919661,0.00000000
-5.36968484,1.68473445,0.62166348,0.39221957,0.03852248,0.19668485,0.60459251,0.00000000
-5.36368184,1.66320545,0.63023385,0.38953287,0.03669783,0.19911394,0.58960086,0.00000000
-5.35767884,1.64077794,0.63828927,0.38652992,0.03494240,0.20126868,0.57445726,0.00000000
-5.35167584,1.61787426,0.64577765,0.38330583,0.03329385,0.20313646,0.55936798,0.00000000
-5.34567284,1.59483433,0.65260903,0.37994317,0.03178966,0.20469392,0.54450615,0.00000000
-5.33966983,1.57191115,0.65865806,0.37651022,0.03046630,0.20590755,0.53000976,0.00000000
-5.33366683,1.54927142,0.66376893,0.37306027,0.02935845,0.20673501,0.51598127,0.00000000
-5.32766383,1.52700083,0.66776250,0.36963188,0.02849819,0.20712729,0.50248890,0.00000000
-5.32166083,1.50511366,0.67044517,0.36625006,0.02791413,0.20703137,0.48956929,0.00000000
-5.31565783,1.48356558,0.67161909,0.36292821,0.02763070,0.20639347,0.47723136,0.00000000
-5.30965483,1.46226878,0.67109288,0.35967052,0.02766730,0.20516245,0.46546102,0.00000000
-5.30365183,1.44110813,0.66869247,0.35647466,0.02803765,0.20329334,0.45422633,0.00000000
-5.29764882,1.41995731,0.66427122,0.35333455,0.02874914,0.20075065,0.44348291,0.00000000
-5.29164582,1.39869360,0.65771877,0.35024279,0.02980228,0.19751130,0.43317899,0.00000000
-5.28564282,1.37721053,0.64896811,0.34719269,0.03119028,0.19356702,0.42326015,0.00000000
-5.27963982,1.35542752,0.63800052,0.34417974,0.03289876,0.18892602,0.41367312,0.00000000
-5.27363682,1.33329602,0.62484801,0.34120227,0.03490563,0.18361383,0.40436885,0.00000000
-5.26763382,1.31080208,0.60959330,0.33826143,0.03718114,0.17767327,0.39530451,0.00000000
-5.26163082,1.28796531,0.59236742,0.33536052,0.03968817,0.17116363,0.38644456,0.00000000
-5.25562781,1.26483481,0.57334498,0.33250361,0.04238270,0.16415890,0.37776097,0.00000000
-5.24962481,1.24148255,0.55273770,0.32969385,0.04521460,0.15674550,0.36923270,0.00000000
-5.24362181,1.21799522,0.53078650,0.32693155,0.04812852,0.14901924,0.36084476,0.00000000
-5.23761881,1.19446530,0.50775273,0.32421227,0.05106516,0.14108207,0.35258692,0.00000000
-5.23161581,1.17098249,0.48390903,0.32152516,0.05396261,0.13303853,0.34445254,0.00000000
-5.22561281,1.14762620,0.45953041,0.31885179,0.05675795,0.12499226,0.33643749,0.00000000
-5.21960980,1.12446011,0.43488596,0.31616559,0.05938897,0.11704264,0.32853962,0.00000000
-5.21360680,1.10152915,0.41023167,0.31343212,0.06179591,0.10928182,0.32075871,0.00000000
-5.20760380,1.07885940,0.38580452,0.31061008,0.06392324,0.10179222,0.31309701,0.00000000
-5.20160080,1.05646094,0.36181821,0.30765323,0.06572139,0.09464458,0.30556049,0.00000000
-5.19559780,1.03433341,0.33846040,0.30451294,0.06714833,0.08789670,0.29816056,0.00000000
-5.18959480,1.01247397,0.31589153,0.30114142,0.06817095,0.08159280,0.29091624,0.00000000
-5.18359180,0.99088699,0.29424512,0.29749536,0.06876618,0.07576357,0.28385648,0.00000000
-5.17758879,0.96959460,0.27362917,0.29353965,0.06892177,0.07042674,0.27702257,0.00000000
-5.17158579,0.94864735,0.25412852,0.28925113,0.06863676,0.06558825,0.27047017,0.00000000
-5.16558279,0.92813404,0.23580782,0.28462197,0.06792151,0.06124371,0.26427093,0.00000000
-5.15957979,0.90818980,0.21871483,0.27966245,0.06679743,0.05738024,0.25851332,0.00000000
-5.15357679,0.88900178,0.20288367,0.27440300,0.06529622,0.05397842,0.25330255,0.00000000
-5.14757379,0.87081176,0.18833787,0.26889537,0.06345891,0.05101428,0.24875951,0.00000000
-5.14157079,0.85391535,0.17509300,0.26321262,0.06133452,0.04846128,0.24501848,0.00000000
-5.13556778,0.83865761,0.16315863,0.25744822,0.05897851,0.04629200,0.24222385,0.00000000
-5.12956478,0.82542517,0.15253972,0.25171399,0.05645108,0.04447976,0.24052575,0.00000000
-5.12356178,0.81463520,0.14323731,0.24613711,0.05381542,0.04299978,0.24007480,0.00000000
-5.11755878,0.80672168,0.13524852,0.24085645,0.05113589,0.04183018,0.24101625,0.00000000
-5.11155578,0.80211977,0.12856611,0.23601812,0.04847636,0.04095251,0.24348368,0.00000000
-5.10555278,0.80124913,0.12317759,0.23177084,0.04589864,0.04035206,0.24759270,0.00000000
-5.09954977,0.80449702,0.11906405,0.22826102,0.04346107,0.04001792,0.25343475,0.00000000
-5.09354677,0.81220231,0.11619898,0.22562813,0.04121748,0.03994269,0.26107169,0.00000000
-5.08754377,0.82464106,0.11454709,0.22400034,0.03921629,0.04012213,0.27053105,0.00000000
-5.08154077,0.84201477,0.11406335,0.22349077,0.03749993,0.04055467,0.28180267,0.00000000
-5.07553777,0.86444166,0.11469244,0.22419448,0.03610460,0.04124078,0.29483659,0.00000000
-5.06953477,0.89195170,0.11636855,0.22618637,0.03506019,0.04218245,0.30954258,0.00000000
-5.06353177,0.92448537,0.11901566,0.22951992,0.03439051,0.04338256,0.32579122,0.00000000
-5.05752876,0.96189634,0.12254833,0.23422688,0.03411357,0.04484446,0.34341667,0.00000000
-5.05152576,1.00395754,0.12687294,0.24031780,0.03424217,0.04657144,0.36222088,0.00000000
-5.04552276,1.05037034,0.13188930,0.24778322,0.03478435,0.04856644,0.38197915,0.00000000
-5.03951976,1.10077595,0.13749261,0.25659545,0.03574400,0.05083169,0.40244674,0.00000000
-5.03351676,1.15476817,0.14357554,0.26671064,0.03712131,0.05336844,0.42336610,0.00000000
-5.02751376,1.21190655,0.15003041,0.27807091,0.03891320,0.05617671,0.44447452,0.00000000
-5.02151076,1.27172893,0.15675133,0.29060640,0.04111355,0.05925495,0.46551158,0.00000000
-5.01550775,1.33376245,0.16363601,0.30423699,0.04371328,0.06259971,0.48622621,0.00000000
-5.00950475,1.39753208,0.17058745,0.31887340,0.04670025,0.06620517,0.50638278,0.00000000
-5.00350175,1.46256626,0.17751506,0.33441778,0.05005898,0.07006267,0.52576610,0.00000000
-4.99749875,1.52839902,0.18433540,0.35076358,0.05377019,0.07416001,0.54418491,0.00000000
-4.99149575,1.59456878,0.19097249,0.36779470,0.05781026,0.07848080,0.56147388,0.00000000
-4.98549275,1.66061390,0.19735755,0.38538413,0.06215055,0.08300368,0.57749398,0.00000000
-4.97948974,1.72606561,0.20342844,0.40339216,0.06675677,0.08770161,0.59213131,0.00000000
-4.97348674,1.79043910,0.20912869,0.42166443,0.07158839,0.09254116,0.60529466,0.00000000
-4.96748374,1.85322397,0.21440637,0.44003007,0.07659818,0.09748195,0.61691192,0.00000000
-4.96148074,1.91387506,0.21921285,0.45830020,0.08173191,0.10247633,0.62692595,0.00000000
-4.95547774,1.97180497,0.22350162,0.47626716,0.08692843,0.10746929,0.63528993,0.00000000
-4.94947474,2.02637961,0.22722730,0.49370474,0.09211993,0.11239868,0.64196305,0.00000000
-4.94347174,2.07691757,0.23034490,0.51036953,0.09723271,0.11719591,0.64690657,0.00000000
-4.93746873,2.12269438,0.23280955,0.52600365,0.10218822,0.12178694,0.65008080,0.00000000
-4.93146573,2.16295185,0.23457665,0.54033896,0.10690450,0.12609374,0.65144327,0.00000000
-4.92546273,2.19691284,0.23560246,0.55310255,0.11129804,0.13003612,0.65094824,0.00000000
-4.91945973,2.22380097,0.23584526,0.56402355,0.11528578,0.13353392,0.64854754,0.00000000
-4.91345673,2.24286457,0.23526678,0.57284093,0.11878746,0.13650935,0.64419292,0.00000000
-4.90745373,2.25340378,0.23383409,0.57931191,0.12172803,0.13888961,0.63783950,0.00000000
-4.90145073,2.25479946,0.23152156,0.58322071,0.12404004,0.14060946,0.62945021,0.00000000
-4.89544772,2.24654222,0.22831294,0.58438708,0.12566598,0.14161372,0.61900093,0.00000000
-4.88944472,2.22825984,0.22420329,0.58267418,0.12656035,0.14185953,0.60648570,0.00000000
-4.88344172,2.19974156,0.21920074,0.57799534,0.12669139,0.14131829,0.59192188,0.00000000
-4.87743872,2.16095751,0.21332771,0.57031935,0.12604244,0.13997718,0.57535462,0.00000000
-4.87143572,2.11207200,0.20662177,0.55967390,0.12461274,0.13784005,0.55686044,0.00000000
-4.86543272,2.05344994,0.19913582,0.54614692,0.12241764,0.13492782,0.53654948,0.00000000
-4.85942971,1.98565542,0.19093771,0.52988575,0.11948839,0.13127822,0.51456627,0.00000000
-4.85342671,1.90944284,0.18210909,0.51109415,0.11587114,0.12694498,0.49108900,0.00000000
-4.84742371,1.82574045,0.17274384,0.49002713,0.11162561,0.12199634,0.46632705,0.00000000
-4.84142071,1.73562743,0.16294584,0.46698406,0.10682320,0.11651321,0.44051710,0.00000000
-4.83541771,1.64030537,0.15282635,0.44230022,0.10154473,0.11058683,0.41391796,0.00000000
-4.82941471,1.54106567,0.14250111,0.41633719,0.09587790,0.10431622,0.38680430,0.00000000
-4.82341171,1.43925439,0.13208733,0.38947265,0.08991467,0.09780538,0.35945969,0.00000000
-4.81740870,1.33623614,0.12170053,0.36208995,0.08374853,0.09116054,0.33216928,0.00000000
-4.81140570,1.23335880,0.11145174,0.33456789,0.07747183,0.08448739,0.30521256,0.00000000
-4.80540270,1.13192029,0.10144470,0.30727127,0.07117339,0.07788863,0.27885635,0.00000000
-4.79939970,1.03313887,0.09177370,0.28054237,0.06493630,0.07146164,0.25334858,0.00000000
-4.79339670,0.93812794,0.08252164,0.25469376,0.05883610,0.06529656,0.22891289,0.00000000
-4.78739370,0.84787591,0.07375871,0.23000264,0.05293937,0.05947481,0.20574442,0.00000000
-4.78139070,0.76323158,0.06554162,0.20670673,0.04730271,0.05406786,0.18400668,0.00000000
-4.77538769,0.68489513,0.05791324,0.18500177,0.04197220,0.04913654,0.16382979,0.00000000
-4.76938469,0.61341427,0.05090278,0.16504060,0.03698319,0.04473063,0.14530984,0.00000000
-4.76338169,0.54918530,0.04452645,0.14693355,0.03236057,0.04088876,0.12850938,0.00000000
-4.75737869,0.49245816,0.03878842,0.13075012,0.02811929,0.03763869,0.11345890,0.00000000
-4.75137569,0.44334493,0.03368204,0.11652160,0.02426516,0.03499766,0.10015908,0.00000000
-4.74537269,0.40183074,0.02919137,0.10424439,0.02079595,0.03297303,0.08858369,0.00000000
-4.73936968,0.36778635,0.02529275,0.09388392,0.01770245,0.03156295,0.07868282,0.00000000
-4.73336668,0.34098174,0.02195643,0.08537872,0.01496983,0.03075710,0.07038648,0.00000000
-4.72736368,0.32109993,0.01914823,0.07864470,0.01257880,0.03053751,0.06360810,0.00000000
-4.72136068,0.30775062,0.01683112,0.07357925,0.01050695,0.03087931,0.05824813,0.00000000
-4.71535768,0.30048339,0.01496667,0.07006522,0.00872983,0.03175156,0.05419736,0.00000000
-4.70935468,0.29880008,0.01351642,0.06797461,0.00722209,0.03311803,0.05134006,0.00000000
-4.70335168,0.30216654,0.01244307,0.06717196,0.00595833,0.03493801,0.04955685,0.00000000
-4.69734867,0.31002359,0.01171154,0.06751746,0.00491399,0.03716719,0.04872733,0.00000000
-4.69134567,0.32179758,0.01128992,0.06886973,0.00406596,0.03975851,0.04873237,0.00000000
-4.68534267,0.33691043,0.01115024,0.07108842,0.00339308,0.04266317,0.04945625,0.00000000
-4.67933967,0.35478959,0.01126916,0.07403655,0.00287656,0.04583168,0.05078863,0.00000000
-4.67333667,0.37487794,0.01162852,0.07758271,0.00250024,0.04921496,0.05262627,0.00000000
-4.66733367,0.39664364,0.01221585,0.08160317,0.00225069,0.05276562,0.05487474,0.00000000
-4.66133067,0.41959005,0.01302474,0.08598376,0.00211731,0.05643914,0.05744998,0.00000000
-4.65532766,0.44326547,0.01405511,0.09062176,0.00209227,0.06019517,0.06027974,0.00000000
-4.64932466,0.46727252,0.01531343,0.09542755,0.00217044,0.06399881,0.06330498,0.00000000
-4.64332166,0.49127684,0.01681280,0.10032606,0.00234916,0.06782167,0.06648103,0.00000000
-4.63731866,0.51501471,0.01857287,0.10525800,0.00262808,0.07164291,0.06977863,0.00000000
-4.63131566,0.53829913,0.02061965,0.11018071,0.00300884,0.07544994,0.07318465,0.00000000
-4.62531266,0.56102389,0.02298510,0.11506863,0.00349482,0.07923890,0.07670251,0.00000000
-4.61930965,0.58316529,0.02570652,0.11991324,0.00409071,0.08301473,0.08035218,0.00000000
-4.61330665,0.60478097,0.02882574,0.12472248,0.00480219,0.08679087,0.08416970,0.00000000
-4.60730365,0.62600582,0.03238800,0.12951958,0.00563550,0.09058853,0.08820615,0.00000000
-4.60130065,0.64704461,0.03644061,0.13434124,0.00659695,0.09443551,0.09252603,0.00000000
-4.59529765,0.66816145,0.04103133,0.13923528,0.00769251,0.09836464,0.09720509,0.00000000
-4.58929465,0.68966635,0.04620653,0.14425766,0.00892731,0.10241184,0.10232742,0.00000000
-4.58329165,0.71189900,0.05200909,0.14946910,0.01030516,0.10661382,0.10798216,0.00000000
-4.57728864,0.73521053,0.05847613,0.15493128,0.01182804,0.11100565,0.11425947,0.00000000
-4.57128564,0.75994370,0.06563667,0.16070284,0.01349570,0.11561817,0.12124634,0.00000000
-4.56528264,0.78641246,0.07350919,0.16683531,0.01530518,0.12047540,0.12902184,0.00000000
-4.55927964,0.81488150,0.08209923,0.17336913,0.01725049,0.12559211,0.13765252,0.00000000
-4.55327664,0.84554700,0.09139723,0.18032996,0.01932230,0.13097165,0.14718757,0.00000000
-4.54727364,0.87851911,0.10137647,0.18772546,0.02150771,0.13660413,0.15765445,0.00000000
-4.54127064,0.91380727,0.11199150,0.19554262,0.02379018,0.14246510,0.16905480,0.00000000
-4.53526763,0.95130904,0.12317696,0.20374596,0.02614950,0.14851479,0.18136108,0.00000000
-4.52926463,0.99080302,0.13484698,0.21227645,0.02856195,0.15469802,0.19451392,0.00000000
-4.52326163,1.03194641,0.14689528,0.22105156,0.03100059,0.16094469,0.20842063,0.00000000
-4.51725863,1.07427743,0.15919589,0.22996611,0.03343560,0.16717105,0.22295471,0.00000000
-4.51125563,1.11722274,0.17160469,0.23889424,0.03583486,0.17328151,0.23795670,0.00000000
-4.50525263,1.16010976,0.18396175,0.24769224,0.03816458,0.17917106,0.25323632,0.00000000
-4.49924962,1.20218342,0.19609434,0.25620228,0.04039005,0.18472825,0.26857592,0.00000000
-4.49324662,1.24262695,0.20782066,0.26425679,0.04247647,0.18983844,0.28373523,0.00000000
-4.48724362,1.28058598,0.21895420,0.27168353,0.04438981,0.19438741,0.29845728,0.00000000
-4.48124062,1.31519500,0.22930856,0.27831089,0.04609775,0.19826503,0.31247533,0.00000000
-4.47523762,1.34560530,0.23870257,0.28397348,0.04757056,0.20136893,0.32552061,0.00000000
-4.46923462,1.37101324,0.24696562,0.28851764,0.04878193,0.20360795,0.33733053,0.00000000
-4.46323162,1.39068788,0.25394287,0.29180668,0.04970981,0.20490537,0.34765725,0.00000000
-4.45722861,1.40399678,0.25950025,0.29372570,0.05033700,0.20520157,0.35627604,0.00000000
-4.45122561,1.41042907,0.26352907,0.29418575,0.05065175,0.20445624,0.36299331,0.00000000
-4.44522261,1.40961482,0.26594991,0.29312715,0.05064814,0.20264996,0.36765387,0.00000000
-4.43921961,1.40134001,0.26671578,0.29052194,0.05032626,0.19978505,0.37014720,0.00000000
-4.43321661,1.38555654,0.26581434,0.28637526,0.04969225,0.19588574,0.37041242,0.00000000
-4.42721361,1.36238696,0.26326912,0.28072569,0.04875817,0.19099765,0.36844174,0.00000000
-4.42121061,1.33212370,0.25913962,0.27364448,0.04754165,0.18518662,0.36428242,0.00000000
-4.41520760,1.29522305,0.25352042,0.26523385,0.04606541,0.17853684,0.35803686,0.00000000
-4.40920460,1.25229407,0.24653914,0.25562425,0.04435661,0.17114862,0.34986114,0.00000000
-4.40320160,1.20408306,0.23835355,0.24497084,0.04244611,0.16313554,0.33996189,0.00000000
-4.39719860,1.15145420,0.22914777,0.23344936,0.04036765,0.15462146,0.32859168,0.00000000
-4.39119560,1.09536713,0.21912783,0.22125141,0.03815692,0.14573726,0.31604312,0.00000000
-4.38519260,1.03685246,0.20851667,0.20857952,0.03585066,0.13661752,0.30264189,0.00000000
-4.37918959,0.97698602,0.19754880,0.19564198,0.03348575,0.12739726,0.28873892,0.00000000
-4.37318659,0.91686270,0.18646481,0.18264778,0.03109835,0.11820884,0.27470209,0.00000000
-4.36718359,0.85757090,0.17550591,0.16980183,0.02872313,0.10917912,0.26090756,0.00000000
-4.36118059,0.80016799,0.16490851,0.15730034,0.02639249,0.10042689,0.24773101,0.00000000
-4.35517759,0.74565773,0.15489924,0.14532690,0.02413606,0.09206079,0.23553914,0.00000000
-4.34917459,0.69496983,0.14569024,0.13404887,0.02198014,0.08417751,0.22468136,0.00000000
-4.34317159,0.64894214,0.13747496,0.12361455,0.01994739,0.07686050,0.21548202,0.00000000
-4.33716858,0.60830553,0.13042447,0.11415087,0.01805656,0.07017911,0.20823322,0.00000000
-4.33116558,0.57367166,0.12468427,0.10576171,0.01632244,0.06418807,0.20318822,0.00000000
-4.32516258,0.54552346,0.12037173,0.09852682,0.01475577,0.05892740,0.20055560,0.00000000
-4.31915958,0.52420833,0.11757400,0.09250131,0.01336340,0.05442263,0.20049423,0.00000000
-4.31315658,0.50993396,0.11634648,0.08771556,0.01214843,0.05068534,0.20310903,0.00000000
-4.30715358,0.50276654,0.11671192,0.08417570,0.01111045,0.04771387,0.20844762,0.00000000
