energy_ev,total_up,Cu_p_up,Cu_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,3.18626896,0.87506129,1.80895881,0.79314476,0.00940572,0.61504568,0.00000000
-5.99399700,3.29367839,0.88271286,1.87569624,0.80643355,0.00949172,0.64927853,0.00000000
-5.98799400,3.39052013,0.88806758,1.93648337,0.81758885,0.00955472,0.68105436,0.00000000
-5.98199100,3.47528437,0.89111161,1.99043836,0.82649498,0.00959460,0.70980683,0.00000000
-5.97598799,3.54666420,0.89187722,2.03678250,0.83307503,0.00961168,0.73502515,0.00000000
-5.96998499,3.60358855,0.89043774,2.07486001,0.83728917,0.00960663,0.75627090,0.00000000
-5.96398199,3.64525082,0.88690233,2.10415523,0.83913255,0.00958042,0.77319303,0.00000000
-5.95797899,3.67113157,0.88141085,2.12430636,0.83863299,0.00953427,0.78554066,0.00000000
-5.95197599,3.68101429,0.87412910,2.13511504,0.83584837,0.00946958,0.79317283,0.00000000
-5.94597299,3.67499338,0.86524450,2.13655149,0.83086395,0.00938788,0.79606503,0.00000000
-5.93996998,3.65347397,0.85496243,2.12875460,0.82378954,0.00929078,0.79431208,0.00000000
-5.93396698,3.61716347,0.84350329,2.11202742,0.81475668,0.00917998,0.78812735,0.00000000
-5.92796398,3.56705524,0.83110026,2.08682792,0.80391583,0.00905717,0.77783839,0.00000000
-5.92196098,3.50440530,0.81799804,2.05375589,0.79143379,0.00892409,0.76387925,0.00000000
-5.91595798,3.43070304,0.80445224,2.01353647,0.77749131,0.00878246,0.74677980,0.00000000
-5.90995498,3.34763752,0.79072961,1.96700130,0.76228104,0.00863405,0.72715265,0.00000000
-5.90395198,3.25706067,0.77710887,1.91506835,0.74600587,0.00848060,0.70567814,0.00000000
-5.89794897,3.16094918,0.76388217,1.85872119,0.72887780,0.00832396,0.68308808,0.00000000
-5.89194597,3.06136633,0.75135671,1.79898888,0.71111717,0.00816599,0.66014878,0.00000000
-5.88594297,2.96042521,0.73985662,1.73692717,0.69295243,0.00800867,0.63764397,0.00000000
-5.87993997,2.86025419,0.72972450,1.67360150,0.67462019,0.00785410,0.61635796,0.00000000
-5.87393697,2.76296529,0.72132251,1.61007245,0.65636557,0.00770449,0.59705960,0.00000000
-5.86793397,2.67062577,0.71503263,1.54738356,0.63844251,0.00756225,0.58048717,0.00000000
-5.86193097,2.58523283,0.71125562,1.48655157,0.62111397,0.00742993,0.56733445,0.00000000
-5.85592796,2.50869103,0.71040860,1.42855862,0.60465174,0.00731024,0.55823803,0.00000000
-5.84992496,2.44279186,0.71292077,1.37434615,0.58933556,0.00720606,0.55376592,0.00000000
-5.84392196,2.38919463,0.71922715,1.32480971,0.57545140,0.00712038,0.55440740,0.00000000
-5.83791896,2.34940804,0.72976031,1.28079406,0.56328869,0.00705623,0.56056405,0.00000000
-5.83191596,2.32477159,0.74493993,1.24308806,0.55313637,0.00701669,0.57254198,0.00000000
-5.82591296,2.31643643,0.76516055,1.21241854,0.54527770,0.00700470,0.59054519,0.00000000
-5.81990995,2.32534530,0.79077756,1.18944295,0.53998388,0.00702308,0.61467015,0.00000000
