energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.77788894,3.95183958,0.01140340,0.29835902,1.14412663,1.59337518,0.03768580,1.45336888
-5.77188594,4.08676457,0.01155109,0.30910833,1.18393561,1.64605924,0.03821092,1.51001024
-5.76588294,4.22216828,0.01171981,0.32029729,1.22508570,1.69916919,0.03861590,1.56632808
-5.75987994,4.35541113,0.01191122,0.33168818,1.26660243,1.75166893,0.03889508,1.62130685
-5.75387694,4.48371892,0.01212707,0.34303106,1.30746294,1.80245188,0.03904343,1.67389045
-5.74787394,4.60425531,0.01236928,0.35407021,1.34662278,1.85036989,0.03905667,1.72300969
-5.74187094,4.71420096,0.01263997,0.36455101,1.38304478,1.89426556,0.03893140,1.76761222
-5.73586793,4.81083658,0.01294145,0.37422678,1.41572893,1.93300685,0.03866526,1.80669358
-5.72986493,4.89162692,0.01327629,0.38286553,1.44374220,1.96552252,0.03825708,1.83932840
-5.72386193,4.95430194,0.01364730,0.39025642,1.46624713,1.99083707,0.03770710,1.86470032
-5.71785893,4.99693198,0.01405748,0.39621551,1.48252798,2.00810346,0.03701710,1.88212948
-5.71185593,5.01799321,0.01451002,0.40059086,1.49201335,2.01663226,0.03619056,1.89109599
-5.70585293,5.01642036,0.01500824,0.40326649,1.49429414,2.01591576,0.03523277,1.89125862
-5.69984992,4.99164422,0.01555546,0.40416537,1.48913611,2.00564586,0.03415087,1.88246737
-5.69384692,4.94361179,0.01615492,0.40325100,1.47648641,1.98572496,0.03295390,1.86476956
-5.68784392,4.87278822,0.01680962,0.40052776,1.45647376,1.95626929,0.03165265,1.83840876
-5.68184092,4.78014025,0.01752220,0.39603991,1.42940226,1.91760450,0.03025958,1.80381678
-5.67583792,4.66710195,0.01829474,0.38986933,1.39573915,1.87025391,0.02878861,1.76159887
-5.66983492,4.53552428,0.01912857,0.38213205,1.35609706,1.81491987,0.02725481,1.71251296
-5.66383192,4.38761119,0.02002413,0.37297383,1.31121174,1.75245937,0.02567411,1.65744364
-5.65782891,4.22584498,0.02098073,0.36256494,1.26191609,1.68385507,0.02406295,1.59737244
-5.65182591,4.05290478,0.02199638,0.35109426,1.20911195,1.61018317,0.02243786,1.53334549
-5.64582291,3.87158172,0.02306766,0.33876317,1.15374073,1.53257976,0.02081507,1.46644021
-5.63981991,3.68469469,0.02418956,0.32577935,1.09675430,1.45220706,0.01921017,1.39773249
-5.63381691,3.49501038,0.02535536,0.31235065,1.03908728,1.37022120,0.01763773,1.32826570
-5.62781391,3.30517069,0.02655661,0.29867955,0.98163184,1.28774270,0.01611099,1.25902296
-5.62181091,3.11763044,0.02778306,0.28495803,0.92521600,1.20583087,0.01464163,1.19090347
-5.61580790,2.93460721,0.02902270,0.27136338,0.87058597,1.12546294,0.01323957,1.12470388
-5.60980490,2.75804473,0.03026190,0.25805478,0.81839312,1.04751836,0.01191287,1.06110519
-5.60380190,2.58959042,0.03148550,0.24517091,0.76918574,0.97276860,0.01066766,1.00066521
-5.59779890,2.43058672,0.03267706,0.23282850,0.72340551,0.90187234,0.00950818,0.94381665
-5.59179590,2.28207560,0.03381912,0.22112189,0.68138842,0.83537565,0.00843689,0.89087039
-5.58579290,2.14481444,0.03489358,0.21012343,0.64336971,0.77371659,0.00745453,0.84202330
-5.57978989,2.01930173,0.03588203,0.19988477,0.60949213,0.71723353,0.00656039,0.79736994
-5.57378689,1.90581009,0.03676622,0.19043872,0.57981680,0.66617625,0.00575248,0.75691712
-5.56778389,1.80442419,0.03752856,0.18180173,0.55433588,0.62071875,0.00502778,0.72060035
-5.56178089,1.71508124,0.03815254,0.17397665,0.53298615,0.58097307,0.00438246,0.68830127
-5.55577789,1.63761143,0.03862331,0.16695575,0.51566271,0.54700289,0.00381214,0.65986501
-5.54977489,1.57177621,0.03892807,0.16072370,0.50223197,0.51883631,0.00331214,0.63511664
-5.54377189,1.51730256,0.03905660,0.15526045,0.49254340,0.49647687,0.00287767,0.61387595
-5.53776888,1.47391148,0.03900161,0.15054382,0.48643933,0.47991247,0.00250403,0.59596997
-5.53176588,1.44133977,0.03875903,0.14655172,0.48376251,0.46912164,0.00218678,0.58124272
-5.52576288,1.41935430,0.03832832,0.14326384,0.48436111,0.46407691,0.00192191,0.56956209
-5.51975988,1.40775856,0.03771252,0.14066284,0.48809117,0.46474547,0.00170587,0.56082350
-5.51375688,1.40639168,0.03691831,0.13873496,0.49481656,0.47108690,0.00153577,0.55495074
-5.50775388,1.41512053,0.03595592,0.13747002,0.50440657,0.48304863,0.00140933,0.55189391
-5.50175088,1.43382590,0.03483887,0.13686100,0.51673173,0.50055928,0.00132498,0.55162504
-5.49574787,1.46238396,0.03358370,0.13690303,0.53165813,0.52352051,0.00128186,0.55413180
-5.48974487,1.50064455,0.03220954,0.13759212,0.54904094,0.55179808,0.00127976,0.55940980
-5.48374187,1.54840785,0.03073759,0.13892359,0.56871766,0.58521266,0.00131918,0.56745403
-5.47773887,1.60540116,0.02919059,0.14089036,0.59050180,0.62353109,0.00140116,0.57825023
-5.47173587,1.67125737,0.02759222,0.14348126,0.61417741,0.66645886,0.00152732,0.59176648
-5.46573287,1.74549669,0.02596650,0.14667946,0.63949523,0.71363429,0.00169969,0.60794568
-5.45972986,1.82751292,0.02433720,0.15046114,0.66617062,0.76462496,0.00192064,0.62669944
-5.45372686,1.91656524,0.02272732,0.15479447,0.69388381,0.81892691,0.00219273,0.64790353
-5.44772386,2.01177639,0.02115856,0.15963907,0.72228240,0.87596671,0.00251857,0.67139521
-5.44172086,2.11213758,0.01965096,0.16494588,0.75098632,0.93510668,0.00290067,0.69697271
-5.43571786,2.21652000,0.01822257,0.17065754,0.77959491,0.99565319,0.00334123,0.72439655
-5.42971486,2.32369287,0.01688924,0.17670930,0.80769601,1.05686783,0.00384198,0.75339293
-5.42371186,2.43234711,0.01566450,0.18303026,0.83487646,1.11798118,0.00440397,0.78365876
-5.41770885,2.54112382,0.01455955,0.18954513,0.86073367,1.17820873,0.00502737,0.81486811
-5.41170585,2.64864638,0.01358336,0.19617620,0.88488755,1.23676830,0.00571130,0.84667988
-5.40570285,2.75355470,0.01274279,0.20284555,0.90699226,1.29289850,0.00645363,0.87874606
-5.39969985,2.85454050,0.01204283,0.20947731,0.92674719,1.34587738,0.00725085,0.91072046
-5.39369685,2.95038179,0.01148685,0.21599997,0.94390655,1.39504074,0.00809794,0.94226739
-5.38769385,3.03997563,0.01107683,0.22234849,0.95828727,1.43979932,0.00898832,0.97307003
-5.38169085,3.12236770,0.01081371,0.22846623,0.96977469,1.47965438,0.00991382,1.00283813
-5.37568784,3.19677765,0.01069754,0.23430656,0.97832581,1.51421113,0.01086472,1.03131489
-5.36968484,3.26261970,0.01072777,0.23983407,0.98397016,1.54318955,0.01182985,1.05828274
-5.36368184,3.31951757,0.01090337,0.24502538,0.98680814,1.56643237,0.01279677,1.08356805
-5.35767884,3.36731378,0.01122290,0.24986951,0.98700699,1.58391006,0.01375200,1.10704453
-5.35167584,3.40607301,0.01168455,0.25436774,0.98479475,1.59572272,0.01468131,1.12863539
-5.34567284,3.43607972,0.01228607,0.25853306,0.98045241,1.60209891,0.01557011,1.14831426
-5.33966983,3.45783030,0.01302464,0.26238924,0.97430465,1.60339165,0.01640379,1.16610490
-5.33366683,3.47202024,0.01389669,0.26596941,0.96670966,1.60007166,0.01716818,1.18207968
-5.32766383,3.47952660,0.01489766,0.26931443,0.95804824,1.59271818,0.01784996,1.19635696
-5.32166083,3.48138654,0.01602173,0.27247094,0.94871283,1.58200757,0.01843710,1.20909727
-5.31565783,3.47877224,0.01726154,0.27548918,0.93909654,1.56870000,0.01891927,1.22049857
-5.30965483,3.47296287,0.01860791,0.27842072,0.92958263,1.55362437,0.01928816,1.23079028
-5.30365183,3.46531400,0.02004965,0.28131611,0.92053472,1.53766186,0.01953783,1.24022649
-5.29764882,3.45722500,0.02157333,0.28422253,0.91228769,1.52172815,0.01966486,1.24907810
-5.29164582,3.45010483,0.02316322,0.28718147,0.90513966,1.50675454,0.01966857,1.25762426
-5.28564282,3.44533672,0.02480127,0.29022664,0.89934497,1.49366817,0.01955096,1.26614294
-5.27963982,3.44424223,0.02646722,0.29338198,0.89510825,1.48337157,0.01931675,1.27490110
-5.27363682,3.44804528,0.02813879,0.29666008,0.89257978,1.47672163,0.01897317,1.28414444
-5.26763382,3.45783673,0.02979205,0.30006076,0.89185185,1.47450837,0.01852971,1.29408714
-5.26163082,3.47454028,0.03140187,0.30357024,0.89295647,1.47743378,0.01799787,1.30490182
-5.25562781,3.49888046,0.03294239,0.30716056,0.89586434,1.48609120,0.01739074,1.31671020
-5.24962481,3.53135375,0.03438772,0.31078964,0.90048498,1.50094568,0.01672260,1.32957466
-5.24362181,3.57220374,0.03571258,0.31440178,0.90666830,1.52231595,0.01600848,1.34349130
-5.23761881,3.62140129,0.03689296,0.31792864,0.91420747,1.55035864,0.01526370,1.35838470
-5.23161581,3.67863101,0.03790689,0.32129080,0.92284305,1.58505544,0.01450349,1.37410486
-5.22561281,3.74328471,0.03873505,0.32439978,0.93226864,1.62620396,0.01374253,1.39042657
-5.21960980,3.81446296,0.03936135,0.32716048,0.94213761,1.67341302,0.01299463,1.40705141
-5.21360680,3.89098526,0.03977348,0.32947400,0.95207123,1.72610288,0.01227243,1.42361254
-5.20760380,3.97140940,0.03996323,0.33124074,0.96166771,1.78351117,0.01158716,1.43968228
-5.20160080,4.05406001,0.03992674,0.33236369,0.97051227,1.84470455,0.01094846,1.45478242
-5.19559780,4.13706618,0.03966464,0.33275172,0.97818784,1.90859656,0.01036430,1.46839698
-5.18959480,4.21840730,0.03918193,0.33232288,0.98428610,1.97397132,0.00984093,1.47998705
-5.18359180,4.29596646,0.03848784,0.33100745,0.98841870,2.03951284,0.00938290,1.48900735
-5.17758879,4.36758945,0.03759543,0.32875066,0.99022822,2.10383906,0.00899310,1.49492386
-5.17158579,4.43114806,0.03652120,0.32551504,0.98939849,2.16554000,0.00867291,1.49723194
-5.16558279,4.48460520,0.03528452,0.32128213,0.98566405,2.22321843,0.00842230,1.49547409
-5.15957979,4.52607967,0.03390700,0.31605365,0.97881827,2.27553199,0.00824000,1.48925699
-5.15357679,4.55390813,0.03241190,0.30985197,0.96872003,2.32123495,0.00812366,1.47826665
-5.14757379,4.56670178,0.03082341,0.30271993,0.95529849,2.35921815,0.00807003,1.46228149
-5.14157079,4.56339546,0.02916606,0.29471985,0.93855594,2.38854547,0.00807509,1.44118244
-5.13556778,4.54328721,0.02746411,0.28593208,0.91856861,2.40848533,0.00813427,1.41495982
-5.12956478,4.50606642,0.02574101,0.27645282,0.89548529,2.41853588,0.00824258,1.38371656
-5.12356178,4.45182959,0.02401894,0.26639151,0.86952393,2.41844288,0.00839472,1.34766777
-5.11755878,4.38108289,0.02231846,0.25586786,0.84096638,2.40820944,0.00858530,1.30713642
-5.11155578,4.29473145,0.02065822,0.24500865,0.81015125,2.38809742,0.00880890,1.26254564
-5.10555278,4.19405591,0.01905476,0.23394437,0.77746550,2.35862024,0.00906024,1.21440766
-5.09954977,4.08067722,0.01752244,0.22280596,0.74333474,2.32052769,0.00933428,1.16331009
-5.09354677,3.95651127,0.01607339,0.21172166,0.70821279,2.27478325,0.00962636,1.10990001
-5.08754377,3.82371509,0.01471758,0.20081419,0.67257080,2.22253503,0.00993229,1.05486658
-5.08154077,3.68462694,0.01346286,0.19019823,0.63688626,2.16508151,0.01024844,0.99892283
-5.07553777,3.54170251,0.01231517,0.17997839,0.60163223,2.10383335,0.01057189,0.94278743
-5.06953477,3.39744950,0.01127866,0.17024762,0.56726713,2.04027279,0.01090041,0.88716690
-5.06353177,3.25436285,0.01035583,0.16108612,0.53422528,1.97591204,0.01123256,0.83273908
-5.05752876,3.11486255,0.00954776,0.15256072,0.50290849,1.91225197,0.01156770,0.78013824
-5.05152576,2.98123576,0.00885423,0.14472464,0.47367861,1.85074233,0.01190597,0.72994216
-5.04552276,2.85558468,0.00827387,0.13761765,0.44685148,1.79274456,0.01224821,0.68266160
-5.03951976,2.73978106,0.00780428,0.13126650,0.42269192,1.73949811,0.01259587,0.63873208
-5.03351676,2.63542818,0.00744215,0.12568556,0.40141006,1.69209088,0.01295087,0.59850819
-5.02751376,2.54383061,0.00718328,0.12087761,0.38315885,1.65143435,0.01331544,0.56226017
-5.02151076,2.46597193,0.00702270,0.11683461,0.36803261,1.61824370,0.01369186,0.53017273
-5.01550775,2.40250036,0.00695463,0.11353856,0.35606678,1.59302323,0.01408227,0.50234583
-5.00950475,2.35372207,0.00697256,0.11096227,0.34723853,1.57605702,0.01448839,0.47879715
-5.00350175,2.31960202,0.00706927,0.10907006,0.34146842,1.56740514,0.01491127,0.45946610
-4.99749875,2.29977184,0.00723678,0.10781843,0.33862292,1.56690511,0.01535108,0.44421896
-4.99149575,2.29354476,0.00746646,0.10715668,0.33851775,1.57417868,0.01580688,0.43285513
-4.98549275,2.29993698,0.00774904,0.10702752,0.34092217,1.58864389,0.01627647,0.42511418
-4.97948974,2.31769535,0.00807469,0.10736770,0.34556397,1.60953193,0.01675628,0.42068356
-4.97348674,2.34533087,0.00843308,0.10810876,0.35213538,1.63590893,0.01724133,0.41920693
-4.96748374,2.38115774,0.00881353,0.10917789,0.36029965,1.66670193,0.01772528,0.42029298
-4.96148074,2.42333706,0.00920515,0.11049898,0.36969835,1.70072881,0.01820054,0.42352462
-4.95547774,2.46992479,0.00959703,0.11199384,0.37995928,1.73673141,0.01865844,0.42846853
-4.94947474,2.51892267,0.00997837,0.11358368,0.39070486,1.77341105,0.01908950,0.43468487
-4.94347174,2.56833125,0.01033878,0.11519073,0.40156081,1.80946566,0.01948373,0.44173721
-4.93746873,2.61620337,0.01066843,0.11673999,0.41216488,1.84362723,0.01983100,0.44920221
-4.93146573,2.66069673,0.01095828,0.11816120,0.42217551,1.87469860,0.02012140,0.45667922
-4.92546273,2.70012393,0.01120032,0.11939071,0.43128000,1.90158824,0.02034562,0.46379924
-4.91945973,2.73299807,0.01138772,0.12037338,0.43920208,1.92334188,0.02049535,0.47023326
-4.91345673,2.75807246,0.01151500,0.12106429,0.44570847,1.93916973,0.02056356,0.47569951
-4.90745373,2.77437281,0.01157816,0.12143024,0.45061427,1.94846827,0.02054484,0.47996946
-4.90145073,2.78122068,0.01157476,0.12145089,0.45378702,1.95083578,0.02043560,0.48287238
-4.89544772,2.77824710,0.01150394,0.12111957,0.45514907,1.94608091,0.02023420,0.48429812
-4.88944472,2.76539599,0.01136642,0.12044356,0.45467847,1.93422403,0.01994103,0.48419811
-4.88344172,2.74291694,0.01116441,0.11944395,0.45240803,1.91549134,0.01955849,0.48258440
-4.87743872,2.71134797,0.01090152,0.11815496,0.44842284,1.89030191,0.01909086,0.47952685
-4.87143572,2.67148882,0.01058259,0.11662276,0.44285619,1.85924847,0.01854418,0.47514843
-4.86543272,2.62436601,0.01021354,0.11490392,0.43588421,1.82307271,0.01792598,0.46961887
-4.85942971,2.57119120,0.00980108,0.11306336,0.42771921,1.78263619,0.01724499,0.46314692
-4.85342671,2.51331465,0.00935257,0.11117208,0.41860228,1.73888829,0.01651086,0.45597142
-4.84742371,2.45217574,0.00887572,0.10930460,0.40879518,1.69283249,0.01573380,0.44835156
-4.84142071,2.38925252,0.00837840,0.10753631,0.39857188,1.64549236,0.01492428,0.44055674
-4.83541771,2.32601237,0.00786839,0.10594071,0.38821011,1.59787881,0.01409270,0.43285636
-4.82941471,2.26386551,0.00735321,0.10458686,0.37798303,1.55095960,0.01324911,0.42550989
-4.82341171,2.20412302,0.00683993,0.10353681,0.36815139,1.50563238,0.01240295,0.41875763
-4.81740870,2.14796073,0.00633503,0.10284343,0.35895629,1.46270202,0.01156291,0.41281239
-4.81140570,2.09638992,0.00584431,0.10254843,0.35061276,1.42286278,0.01073671,0.40785236
-4.80540270,2.05023546,0.00537282,0.10268082,0.34330424,1.38668575,0.00993107,0.40401550
-4.79939970,2.01012165,0.00492480,0.10325577,0.33717812,1.35461157,0.00915160,0.40139532
-4.79339670,1.97646585,0.00450370,0.10427386,0.33234230,1.32694828,0.00840286,0.40003844
-4.78739370,1.94947925,0.00411218,0.10572088,0.32886297,1.30387388,0.00768835,0.39994369
-4.78139070,1.92917450,0.00375218,0.10756803,0.32676347,1.28544312,0.00701063,0.40106290
-4.77538769,1.91537909,0.00342494,0.10977253,0.32602428,1.27159779,0.00637135,0.40330315
-4.76938469,1.90775373,0.00313112,0.11227879,0.32658428,1.26217979,0.00577141,0.40653057
-4.76338169,1.90581460,0.00287081,0.11501982,0.32834294,1.25694607,0.00521106,0.41057519
-4.75737869,1.90895835,0.00264370,0.11791911,0.33116376,1.25558479,0.00469001,0.41523702
-4.75137569,1.91648889,0.00244907,0.12089272,0.33487852,1.25773191,0.00420754,0.42029286
-4.74537269,1.92764492,0.00228591,0.12385174,0.33929262,1.26298745,0.00376263,0.42550378
-4.73936968,1.94162714,0.00215297,0.12670472,0.34419112,1.27093094,0.00335401,0.43062288
-4.73336668,1.95762460,0.00204881,0.12936042,0.34934541,1.28113555,0.00298029,0.43540328
-4.72736368,1.97483910,0.00197185,0.13173038,0.35452039,1.29318063,0.00264001,0.43960582
-4.72136068,1.99250744,0.00192041,0.13373155,0.35948193,1.30666230,0.00233166,0.44300648
-4.71535768,2.00992088,0.00189272,0.13528873,0.36400432,1.32120218,0.00205379,0.44540318
-4.70935468,2.02644150,0.00188696,0.13633670,0.36787752,1.33645416,0.00180499,0.44662169
-4.70335168,2.04151546,0.00190129,0.13682220,0.37091399,1.35210940,0.00158395,0.44652064
-4.69734867,2.05468299,0.00193381,0.13670536,0.37295475,1.36789971,0.00138947,0.44499539
-4.69134567,2.06558522,0.00198265,0.13596082,0.37387454,1.38359961,0.00122048,0.44198061
-4.68534267,2.07396814,0.00204593,0.13457836,0.37358586,1.39902732,0.00107605,0.43745164
-4.67933967,2.07968370,0.00212182,0.13256301,0.37204168,1.41404500,0.00095542,0.43142460
-4.67333667,2.08268863,0.00220851,0.12993471,0.36923677,1.42855848,0.00085799,0.42395523
-4.66733367,2.08304104,0.00230429,0.12672752,0.36520759,1.44251666,0.00078334,0.41513655
-4.66133067,2.08089529,0.00240757,0.12298832,0.36003072,1.45591082,0.00073123,0.40509554
-4.65532766,2.07649527,0.00251686,0.11877527,0.35381996,1.46877380,0.00070159,0.39398900
-4.64932466,2.07016643,0.00263089,0.11415584,0.34672215,1.48117902,0.00069454,0.38199856
-4.64332166,2.06230661,0.00274856,0.10920466,0.33891192,1.49323933,0.00071035,0.36932537
-4.63731866,2.05337583,0.00286900,0.10400127,0.33058561,1.50510530,0.00074946,0.35618432
-4.63131566,2.04388506,0.00299161,0.09862776,0.32195450,1.51696290,0.00081239,0.34279827
-4.62531266,2.03438400,0.00311606,0.09316643,0.31323773,1.52903010,0.00089978,0.32939219
-4.61930965,2.02544769,0.00324228,0.08769762,0.30465503,1.54155219,0.00101227,0.31618758
-4.61330665,2.01766218,0.00337047,0.08229765,0.29641957,1.55479568,0.00115053,0.30339726
-4.60730365,2.01160909,0.00350107,0.07703705,0.28873122,1.56904035,0.00131513,0.29122046
-4.60130065,2.00784923,0.00363476,0.07197899,0.28177032,1.58456975,0.00150651,0.27983858
-4.59529765,2.00690560,0.00377237,0.06717811,0.27569211,1.60166002,0.00172492,0.26941146
-4.58929465,2.00924599,0.00391485,0.06267958,0.27062223,1.62056742,0.00197036,0.26007435
-4.58329165,2.01526580,0.00406323,0.05851856,0.26665301,1.64151498,0.00224250,0.25193546
-4.57728864,2.02527164,0.00421852,0.05471993,0.26384103,1.66467883,0.00254066,0.24507433
-4.57128564,2.03946648,0.00438166,0.05129834,0.26220571,1.69017502,0.00286373,0.23954086
-4.56528264,2.05793719,0.00455345,0.04825853,0.26172917,1.71804749,0.00321021,0.23535507
-4.55927964,2.08064515,0.00473451,0.04559592,0.26235715,1.74825820,0.00357813,0.23250758
-4.55327664,2.10742093,0.00492520,0.04329736,0.26400118,1.78068001,0.00396512,0.23096085
-4.54727364,2.13796348,0.00512562,0.04134210,0.26654174,1.81509316,0.00436842,0.23065111
-4.54127064,2.17184439,0.00533557,0.03970294,0.26983242,1.85118584,0.00478493,0.23149091
-4.53526763,2.20851741,0.00555453,0.03834735,0.27370497,1.88855907,0.00521130,0.23337228
-4.52926463,2.24733327,0.00578174,0.03723882,0.27797493,1.92673614,0.00564397,0.23617049
-4.52326163,2.28755919,0.00601613,0.03633810,0.28244788,1.96517621,0.00607933,0.23974807
-4.51725863,2.32840261,0.00625643,0.03560454,0.28692594,2.00329163,0.00651375,0.24395928
-4.51125563,2.36903808,0.00650120,0.03499735,0.29121431,2.04046823,0.00694375,0.24865457
-4.50525263,2.40863604,0.00674888,0.03447676,0.29512774,2.07608759,0.00736604,0.25368511
-4.49924962,2.44639221,0.00699782,0.03400511,0.29849655,2.10955008,0.00777764,0.25890710
-4.49324662,2.48155592,0.00724637,0.03354783,0.30117201,2.14029745,0.00817593,0.26418572
-4.48724362,2.51345624,0.00749289,0.03307425,0.30303102,2.16783375,0.00855871,0.26939865
-4.48124062,2.54152426,0.00773581,0.03255821,0.30397967,2.19174339,0.00892422,0.27443890
-4.47523762,2.56531059,0.00797360,0.03197855,0.30395585,2.21170535,0.00927114,0.27921701
-4.46923462,2.58449730,0.00820482,0.03131938,0.30293057,2.22750277,0.00959856,0.28366256
-4.46323162,2.59890367,0.00842809,0.03057015,0.30090818,2.23902754,0.00990597,0.28772489
-4.45722861,2.60848592,0.00864209,0.02972556,0.29792538,2.24627968,0.01019314,0.29137326
-4.45122561,2.61333117,0.00884548,0.02878532,0.29404923,2.24936178,0.01046013,0.29459641
-4.44522261,2.61364631,0.00903696,0.02775371,0.28937428,2.24846908,0.01070716,0.29740173
-4.43921961,2.60974300,0.00921515,0.02663912,0.28401898,2.24387602,0.01093457,0.29981417
-4.43321661,2.60201987,0.00937864,0.02545337,0.27812158,2.23592026,0.01114279,0.30187508
-4.42721361,2.59094352,0.00952595,0.02421110,0.27183579,2.22498538,0.01133223,0.30364115
-4.42121061,2.57702958,0.00965555,0.02292904,0.26532646,2.21148361,0.01150337,0.30518351
-4.41520760,2.56082523,0.00976586,0.02162536,0.25876539,2.19583953,0.01165668,0.30658718
-4.40920460,2.54289421,0.00985532,0.02031902,0.25232749,2.17847598,0.01179272,0.30795088
-4.40320160,2.52380518,0.00992246,0.01902915,0.24618747,2.15980276,0.01191216,0.30938715
-4.39719860,2.50412368,0.00996592,0.01777457,0.24051705,2.14020880,0.01201588,0.31102274
-4.39119560,2.48440788,0.00998461,0.01657338,0.23548280,2.12005786,0.01210506,0.31299910
-4.38519260,2.46520749,0.00997771,0.01544262,0.23124444,2.09968747,0.01218122,0.31547279
-4.37918959,2.44706524,0.00994484,0.01439804,0.22795367,2.07941088,0.01224638,0.31861560
-4.37318659,2.43051974,0.00988606,0.01345393,0.22575324,2.05952105,0.01230305,0.32261400
-4.36718359,2.41610853,0.00980198,0.01262313,0.22477622,2.04029572,0.01235428,0.32766783
-4.36118059,2.40436991,0.00969375,0.01191693,0.22514518,2.02200270,0.01240367,0.33398787
-4.35517759,2.39584231,0.00956310,0.01134514,0.22697117,2.00490412,0.01245530,0.34179214
-4.34917459,2.39106019,0.00941229,0.01091613,0.23035237,1.98925880,0.01251361,0.35130082
-4.34317159,2.39054555,0.00924406,0.01063688,0.23537221,1.97532199,0.01258330,0.36272978
-4.33716858,2.39479481,0.00906153,0.01051299,0.24209697,1.96334196,0.01266910,0.37628271
-4.33116558,2.40426106,0.00886811,0.01054873,0.25057282,1.95355333,0.01277554,0.39214221
-4.32516258,2.41933227,0.00866734,0.01074694,0.26082247,1.94616730,0.01290673,0.41045988
-4.31915958,2.44030647,0.00846274,0.01110900,0.27284138,1.94135934,0.01306607,0.43134611
-4.31315658,2.46736546,0.00825768,0.01163470,0.28659398,1.93925521,0.01325599,0.45485978
-4.30715358,2.50054862,0.00805521,0.01232210,0.30200994,1.93991637,0.01347773,0.48099862
