energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.86193097,8.27628976,0.91379496,3.79078673,0.02690505,0.19824369,0.72028495,3.13469278,1.32135903,0.00000000
-5.85592796,8.37580637,0.95244090,3.83118356,0.02575498,0.20410543,0.73008448,3.17050476,1.33916037,0.00000000
-5.84992496,8.46161063,0.99148431,3.85537070,0.02478520,0.21032831,0.73958459,3.20846125,1.35751006,0.00000000
-5.84392196,8.53292516,1.03058839,3.86305174,0.02399323,0.21691546,0.74856890,3.24830772,1.37633722,0.00000000
-5.83791896,8.58924388,1.06939285,3.85423482,0.02337129,0.22387245,0.75682674,3.28976506,1.39556092,0.00000000
-5.83191596,8.63032669,1.10751588,3.82922692,0.02290690,0.23120475,0.76415647,3.33253107,1.41508572,0.00000000
-5.82591296,8.65618799,1.14455657,3.78861979,0.02258356,0.23891504,0.77036890,3.37628389,1.43479806,0.00000000
-5.81990995,8.66707972,1.18009801,3.73326799,0.02238156,0.24700031,0.77529078,3.42068720,1.45456354,0.00000000
-5.81390695,8.66346961,1.21371112,3.66425976,0.02227882,0.25544906,0.77876816,3.46539700,1.47422543,0.00000000
-5.80790395,8.64601527,1.24495931,3.58288187,0.02225176,0.26423860,0.78066963,3.51006939,1.49360452,0.00000000
-5.80190095,8.61553501,1.27340407,3.49057976,0.02227613,0.27333271,0.78088917,3.55436892,1.51250018,0.00000000
-5.79589795,8.57297599,1.29861151,3.38891434,0.02232781,0.28267977,0.77934861,3.59797678,1.53069272,0.00000000
-5.78989495,8.51938094,1.32015990,3.27951704,0.02238361,0.29221142,0.77599950,3.64059817,1.54794687,0.00000000
-5.78389195,8.45585417,1.33764797,3.16404478,0.02242193,0.30184195,0.77082435,3.68196843,1.56401631,0.00000000
-5.77788894,8.38352812,1.35070418,3.04413638,0.02242332,0.31146847,0.76383725,3.72185742,1.57864901,0.00000000
-5.77188594,8.30353150,1.35899630,2.92137200,0.02237098,0.32097183,0.75508380,3.76007188,1.59159315,0.00000000
-5.76588294,8.21696034,1.36224148,2.79723688,0.02225115,0.33021848,0.74464032,3.79645584,1.60260365,0.00000000
-5.75987994,8.12485283,1.36021605,2.67309067,0.02205333,0.33906308,0.73261263,3.83088915,1.61144889,0.00000000
-5.75387694,8.02816928,1.35276495,2.55014305,0.02177046,0.34735186,0.71913420,3.86328455,1.61791755,0.00000000
-5.74787394,7.92777794,1.33981011,2.42943639,0.02139895,0.35492666,0.70436406,3.89358377,1.62182553,0.00000000
-5.74187094,7.82444727,1.32135752,2.31183571,0.02093863,0.36162952,0.68848441,3.92175336,1.62302261,0.00000000
-5.73586793,7.71884520,1.29750242,2.19802583,0.02039257,0.36730754,0.67169805,3.94778074,1.62139886,0.00000000
-5.72986493,7.61154527,1.26843224,2.08851538,0.01976692,0.37181802,0.65422592,3.97167126,1.61689055,0.00000000
-5.72386193,7.50303929,1.23442703,1.98364709,0.01907056,0.37503350,0.63630456,3.99344674,1.60948547,0.00000000
-5.71785893,7.39375575,1.19585715,1.88361337,0.01831477,0.37684659,0.61818377,4.01314575,1.59922751,0.00000000
-5.71185593,7.28408289,1.15317807,1.78847627,0.01751287,0.37717430,0.60012429,4.03082583,1.58622021,0.00000000
-5.70585293,7.17439475,1.10692241,1.69819038,0.01667981,0.37596181,0.58239565,4.04656761,1.57062910,0.00000000
-5.69984992,7.06507873,1.05768937,1.61262762,0.01583175,0.37318533,0.56527397,4.06048029,1.55268271,0.00000000
-5.69384692,6.95656235,1.00613187,1.53160248,0.01498566,0.36885405,0.54903973,4.07270803,1.53267190,0.00000000
-5.68784392,6.84933747,0.95294180,1.45489660,0.01415887,0.36301100,0.53397530,4.08343642,1.51094735,0.00000000
-5.68184092,6.74397987,0.89883393,1.38228151,0.01336874,0.35573280,0.52036222,4.09289807,1.48791508,0.00000000
-5.67583792,6.64116243,0.84452909,1.31353861,0.01263227,0.34712817,0.50847797,4.10137649,1.46402985,0.00000000
-5.66983492,6.54166049,0.79073718,1.24847572,0.01196576,0.33733546,0.49859229,4.10920714,1.43978636,0.00000000
-5.66383192,6.44634831,0.73814065,1.18693959,0.01138449,0.32651904,0.49096286,4.11677504,1.41570836,0.00000000
-5.65782891,6.35618607,0.68737903,1.12882430,0.01090250,0.31486477,0.48583032,4.12450824,1.39233586,0.00000000
-5.65182591,6.27219756,0.63903507,1.07407525,0.01053229,0.30257478,0.48341280,4.13286674,1.37021052,0.00000000
-5.64582291,6.19543908,0.59362284,1.02268924,0.01028463,0.28986161,0.48389987,4.14232712,1.34985991,0.00000000
-5.63981991,6.12696095,0.55157820,0.97471088,0.01016840,0.27694208,0.48744617,4.15336289,1.33178089,0.00000000
-5.63381691,6.06776317,0.51325181,0.93022591,0.01019040,0.26403093,0.49416499,4.16642147,1.31642276,0.00000000
-5.62781391,6.01874768,0.47890484,0.88935227,0.01035530,0.25133473,0.50412186,4.18189871,1.30417097,0.00000000
-5.62181091,5.98066965,0.44870742,0.85222952,0.01066547,0.23904598,0.51732875,4.20011229,1.29533188,0.00000000
-5.61580790,5.95409048,0.42273957,0.81900756,0.01112102,0.22733785,0.53373898,4.22127525,1.29011950,0.00000000
-5.60980490,5.93933549,0.40099468,0.78983545,0.01171969,0.21635965,0.55324332,4.24547147,1.28864471,0.00000000
-5.60380190,5.93645860,0.38338509,0.76485096,0.01245695,0.20623322,0.57566748,4.27263440,1.29090760,0.00000000
-5.59779890,5.94521669,0.36974958,0.74417173,0.01332601,0.19705022,0.60077145,4.30253065,1.29679345,0.00000000
-5.59179590,5.96505522,0.35986240,0.72788832,0.01431791,0.18887065,0.62825072,4.33474952,1.30607263,0.00000000
-5.58579290,5.99510669,0.35344343,0.71605976,0.01542173,0.18172242,0.65773967,4.36869957,1.31840468,0.00000000
-5.57978989,6.03420247,0.35016920,0.70871171,0.01662468,0.17560195,0.68881711,4.40361270,1.33334632,0.00000000
-5.57378689,6.08089804,0.34968430,0.70583730,0.01791238,0.17047593,0.72101390,4.43855613,1.35036351,0.00000000
-5.56778389,6.13351107,0.35161285,0.70740057,0.01926912,0.16628393,0.75382257,4.47245181,1.36884688,0.00000000
-5.56178089,6.19017070,0.35556969,0.71334224,0.02067811,0.16294181,0.78670855,4.50410301,1.38813009,0.00000000
-5.55577789,6.24887635,0.36117096,0.72358742,0.02212183,0.16034582,0.81912283,4.53222689,1.40751046,0.00000000
-5.54977489,6.30756340,0.36804378,0.73805463,0.02358233,0.15837713,0.85051537,4.55549186,1.42627096,0.00000000
-5.54377189,6.36417293,0.37583481,0.75666568,0.02504160,0.15690659,0.88034903,4.57255828,1.44370284,0.00000000
-5.53776888,6.41672255,0.38421744,0.77935554,0.02648186,0.15579964,0.90811334,4.58212075,1.45912786,0.00000000
-5.53176588,6.46337510,0.39289750,0.80608167,0.02788589,0.15492107,0.93333764,4.58295036,1.47191940,0.00000000
-5.52576288,6.50250224,0.40161732,0.83683194,0.02923732,0.15413948,0.95560314,4.57393514,1.48152163,0.00000000
-5.51975988,6.53274024,0.41015824,0.87163061,0.03052089,0.15333132,0.97455337,4.55411709,1.48746596,0.00000000
-5.51375688,6.55303549,0.41834140,0.91054180,0.03172265,0.15238441,0.98990281,4.52272445,1.48938441,0.00000000
-5.50775388,6.56267785,0.42602709,0.95366995,0.03283013,0.15120075,1.00144325,4.47919803,1.48701933,0.00000000
-5.50175088,6.56132075,0.43311258,1.00115700,0.03383249,0.14969867,1.00904790,4.42321061,1.48022926,0.00000000
-5.49574787,6.54898712,0.43952885,1.05317627,0.03472058,0.14781422,1.01267307,4.35467901,1.46899102,0.00000000
-5.48974487,6.52606142,0.44523627,1.10992295,0.03548699,0.14550190,1.01235749,4.27376850,1.45339789,0.00000000
-5.48374187,6.49326831,0.45021961,1.17160170,0.03612606,0.14273458,1.00821942,4.18088966,1.43365432,0.00000000
-5.47773887,6.45163931,0.45448259,1.23841167,0.03663381,0.13950297,1.00045184,4.07668809,1.41006743,0.00000000
-5.47173587,6.40246910,0.45804237,1.31052964,0.03700794,0.13581439,0.98931583,3.96202757,1.38303582,0.00000000
-5.46573287,6.34726388,0.46092418,1.38809219,0.03724774,0.13169119,0.97513266,3.83796768,1.35303620,0.00000000
-5.45972986,6.28768405,0.46315638,1.47117762,0.03735399,0.12716883,0.95827480,3.70573679,1.32060843,0.00000000
-5.45372686,6.22548402,0.46476623,1.55978877,0.03732886,0.12229369,0.93915623,3.56670160,1.28633962,0.00000000
-5.44772386,6.16245166,0.46577650,1.65383753,0.03717584,0.11712082,0.91822235,3.42233446,1.25084781,0.00000000
-5.44172086,6.10034996,0.46620306,1.75313210,0.03689964,0.11171161,0.89593988,3.27417973,1.21476576,0.00000000
-5.43571786,6.04086309,0.46605358,1.85736758,0.03650605,0.10613152,0.87278684,3.12382012,1.17872546,0.00000000
-5.42971486,5.98554888,0.46532717,1.96612064,0.03600184,0.10044800,0.84924296,2.97284430,1.14334362,0.00000000
-5.42371186,5.93579885,0.46401513,2.07884851,0.03539470,0.09472853,0.82578055,2.82281648,1.10920858,0.00000000
-5.41770885,5.89280703,0.46210245,2.19489256,0.03469304,0.08903893,0.80285604,2.67524879,1.07686881,0.00000000
-5.41170585,5.85754774,0.45957011,2.31348609,0.03390592,0.08344185,0.78090217,2.53157698,1.04682321,0.00000000
-5.40570285,5.83076230,0.45639773,2.43376626,0.03304288,0.07799563,0.76032095,2.39313975,1.01951321,0.00000000
-5.39969985,5.81295407,0.45256654,2.55478924,0.03211381,0.07275326,0.74147731,2.26116193,0.99531677,0.00000000
-5.39369685,5.80439092,0.44806235,2.67554808,0.03112877,0.06776175,0.72469353,2.13674143,0.97454398,0.00000000
-5.38769385,5.80511376,0.44287823,2.79499221,0.03009785,0.06306155,0.71024437,2.02083982,0.95743446,0.00000000
-5.38169085,5.81494992,0.43701680,2.91204769,0.02903097,0.05868629,0.69835298,1.91427613,0.94415606,0.00000000
-5.37568784,5.83352965,0.43049187,3.02563740,0.02793776,0.05466267,0.68918754,1.81772369,0.93480493,0.00000000
-5.36968484,5.86030462,0.42332934,3.13470015,0.02682735,0.05101040,0.68285866,1.73170922,0.92940659,0.00000000
-5.36368184,5.89456703,0.41556729,3.23820827,0.02570826,0.04774244,0.67941766,1.65661392,0.92791802,0.00000000
-5.35767884,5.93546834,0.40725529,3.33518292,0.02458829,0.04486512,0.67885571,1.59267606,0.93023034,0.00000000
-5.35167584,5.98203708,0.39845285,3.42470719,0.02347437,0.04237856,0.68110384,1.53999455,0.93617223,0.00000000
-5.34567284,6.03319534,0.38922731,3.50593657,0.02237253,0.04027702,0.68603408,1.49853317,0.94551381,0.00000000
-5.33966983,6.08777401,0.37965113,3.57810733,0.02128787,0.03854937,0.69346157,1.46812535,0.95797103,0.00000000
-5.33366683,6.14452701,0.36979894,3.64054279,0.02022452,0.03717957,0.70314789,1.44847921,0.97321045,0.00000000
-5.32766383,6.20214522,0.35974439,3.69265821,0.01918570,0.03614729,0.71480547,1.43918298,0.99085454,0.00000000
-5.32166083,6.25927065,0.34955715,3.73396455,0.01817379,0.03542843,0.72810323,1.43971088,1.01048750,0.00000000
-5.31565783,6.31451181,0.33930022,3.76407182,0.01719035,0.03499586,0.74267332,1.44942959,1.03166153,0.00000000
-5.30965483,6.36646086,0.32902761,3.78269223,0.01623630,0.03481999,0.75811893,1.46760580,1.05390382,0.00000000
-5.30365183,6.41371322,0.31878283,3.78964358,0.01531201,0.03486955,0.77402307,1.49341490,1.07672409,0.00000000
-5.29764882,6.45488996,0.30859788,3.78485290,0.01441742,0.03511225,0.78995806,1.52595134,1.09962276,0.00000000
-5.29164582,6.48866296,0.29849316,3.76836033,0.01355216,0.03551550,0.80549568,1.56424085,1.12209980,0.00000000
-5.28564282,6.51378264,0.28847806,3.74032299,0.01271571,0.03604712,0.82021748,1.60725469,1.14366395,0.00000000
-5.27963982,6.52910747,0.27855220,3.70101832,0.01190747,0.03667596,0.83372519,1.65392601,1.16384243,0.00000000
-5.27363682,6.53363436,0.26870730,3.65084637,0.01112687,0.03737252,0.84565071,1.70316831,1.18219072,0.00000000
-5.26763382,6.52652856,0.25892945,3.59033044,0.01037344,0.03810948,0.85566541,1.75389555,1.19830227,0.00000000
-5.26163082,6.50715158,0.24920160,3.52011530,0.00964689,0.03886213,0.86348847,1.80504375,1.21181774,0.00000000
-5.25562781,6.47508551,0.23950619,3.44096247,0.00894709,0.03960868,0.86889374,1.85559310,1.22243359,0.00000000
-5.24962481,6.43015208,0.22982761,3.35374194,0.00827412,0.04033049,0.87171498,1.90459016,1.22990937,0.00000000
-5.24362181,6.37242505,0.22015442,3.25942023,0.00762823,0.04101211,0.87184919,1.95116904,1.23407372,0.00000000
-5.23761881,6.30223456,0.21048114,3.15904450,0.00700985,0.04164127,0.86925785,1.99457068,1.23482842,0.00000000
-5.23161581,6.22016266,0.20080955,3.05372302,0.00641951,0.04220864,0.86396601,2.03415926,1.23215036,0.00000000
-5.22561281,6.12702939,0.19114938,2.94460246,0.00585781,0.04270758,0.85605917,2.06943493,1.22609129,0.00000000
-5.21960980,6.02386975,0.18151846,2.83284262,0.00532535,0.04313374,0.84567816,2.10004194,1.21677510,0.00000000
-5.21360680,5.91190172,0.17194221,2.71958965,0.00482271,0.04348460,0.83301212,2.12577167,1.20439270,0.00000000
-5.20760380,5.79248684,0.16245273,2.60594875,0.00435035,0.04375896,0.81828999,2.14656029,1.18919458,0.00000000
-5.20160080,5.66708458,0.15308734,2.49295774,0.00390857,0.04395640,0.80177075,2.16248081,1.17148140,0.00000000
-5.19559780,5.53720264,0.14388697,2.38156251,0.00349751,0.04407686,0.78373297,2.17372988,1.15159276,0.00000000
-5.18959480,5.40434533,0.13489417,2.27259567,0.00311707,0.04412010,0.76446408,2.18060980,1.12989473,0.00000000
-5.18359180,5.26996248,0.12615127,2.16675943,0.00276691,0.04408542,0.74424988,2.18350660,1.10676669,0.00000000
-5.17758879,5.13540120,0.11769848,2.06461353,0.00244647,0.04397133,0.72336467,2.18286505,1.08258788,0.00000000
-5.17158579,5.00186285,0.10957222,1.96656871,0.00215491,0.04377545,0.70206263,2.17916210,1.05772442,0.00000000
-5.16558279,4.87036719,0.10180369,1.87288616,0.00189120,0.04349447,0.68057052,2.17287974,1.03251725,0.00000000
-5.15957979,4.74172524,0.09441784,1.78368271,0.00165407,0.04312426,0.65908231,2.16447888,1.00727159,0.00000000
-5.15357679,4.61652210,0.08743262,1.69894149,0.00144210,0.04266009,0.63775559,2.15437543,0.98224834,0.00000000
-5.14757379,4.49511031,0.08085873,1.61852747,0.00125370,0.04209694,0.61671008,2.14291971,0.95765768,0.00000000
-5.14157079,4.37761363,0.07469960,1.54220675,0.00108720,0.04142991,0.59602809,2.13038035,0.93365521,0.00000000
-5.13556778,4.26394090,0.06895185,1.46966875,0.00094085,0.04065465,0.57575674,2.11693317,0.91034075,0.00000000
-5.12956478,4.15380887,0.06360590,1.40054996,0.00081286,0.03976780,0.55591182,2.10265562,0.88775950,0.00000000
-5.12356178,4.04677249,0.05864689,1.33445805,0.00070146,0.03876746,0.53648288,2.08752694,0.86590580,0.00000000
-5.11755878,3.94226097,0.05405572,1.27099515,0.00060493,0.03765351,0.51743926,2.07143375,0.84472880,0.00000000
-5.11155578,3.83961761,0.04981011,1.20977916,0.00052158,0.03642799,0.49873658,2.05418066,0.82414000,0.00000000
-5.10555278,3.73814120,0.04588579,1.15046226,0.00044984,0.03509527,0.48032346,2.03550529,0.80402196,0.00000000
-5.09954977,3.63712712,0.04225748,1.09274578,0.00038824,0.03366214,0.46214784,2.01509654,0.78423792,0.00000000
-5.09354677,3.53590608,0.03889993,1.03639109,0.00033544,0.03213781,0.44416291,1.99261533,0.76464164,0.00000000
-5.08754377,3.43387895,0.03578870,0.98122628,0.00029019,0.03053374,0.42633198,1.96771645,0.74508707,0.00000000
-5.08154077,3.33054617,0.03290084,0.92714857,0.00025143,0.02886341,0.40863245,1.94007048,0.72543737,0.00000000
-5.07553777,3.22553090,0.03021540,0.87412282,0.00021818,0.02714193,0.39105845,1.90938452,0.70557292,0.00000000
-5.06953477,3.11859505,0.02771375,0.82217657,0.00018962,0.02538567,0.37362225,1.87542097,0.68539792,0.00000000
-5.06353177,3.00964807,0.02537974,0.77139214,0.00016504,0.02361173,0.35635444,1.83801311,0.66484540,0.00000000
-5.05752876,2.89874861,0.02319978,0.72189662,0.00014382,0.02183747,0.33930284,1.79707718,0.64388047,0.00000000
-5.05152576,2.78609923,0.02116274,0.67385033,0.00012548,0.02008000,0.32253047,1.75262019,0.62250174,0.00000000
-5.04552276,2.67203518,0.01925984,0.62743465,0.00010962,0.01835568,0.30611251,1.70474335,0.60074101,0.00000000
-5.03951976,2.55700777,0.01748441,0.58283980,0.00009593,0.01667976,0.29013271,1.65364105,0.57866127,0.00000000
-5.03351676,2.44156375,0.01583178,0.54025329,0.00008415,0.01506594,0.27467933,1.59959563,0.55635321,0.00000000
-5.02751376,2.32632165,0.01429901,0.49984952,0.00007414,0.01352616,0.25984080,1.54296827,0.53393059,0.00000000
-5.02151076,2.21194635,0.01288483,0.46178090,0.00006579,0.01207040,0.24570158,1.48418663,0.51152465,0.00000000
-5.01550775,2.09912321,0.01158955,0.42617089,0.00005908,0.01070655,0.23233814,1.42372991,0.48927796,0.00000000
-5.00950475,1.98853286,0.01041514,0.39310900,0.00005405,0.00944043,0.21981543,1.36211217,0.46733815,0.00000000
-5.00350175,1.88082778,0.00936535,0.36264793,0.00005085,0.00827588,0.20818406,1.29986487,0.44585162,0.00000000
-4.99749875,1.77661177,0.00844605,0.33480272,0.00004966,0.00721490,0.19747806,1.23751926,0.42495791,0.00000000
-4.99149575,1.67642301,0.00766567,0.30955182,0.00005083,0.00625786,0.18771374,1.17558984,0.40478472,0.00000000
-4.98549275,1.58072146,0.00703579,0.28683993,0.00005477,0.00540381,0.17888923,1.11455936,0.38544406,0.00000000
-4.97948974,1.48988112,0.00657188,0.26658233,0.00006207,0.00465074,0.17098512,1.05486624,0.36702959,0.00000000
-4.97348674,1.40418740,0.00629430,0.24867055,0.00007349,0.00399596,0.16396592,0.99689481,0.34961544,0.00000000
-4.96748374,1.32383949,0.00622929,0.23297890,0.00008998,0.00343644,0.15778241,0.94096884,0.33325638,0.00000000
-4.96148074,1.24895787,0.00641029,0.21937186,0.00011274,0.00296916,0.15237474,0.88734848,0.31798948,0.00000000
-4.95547774,1.17959618,0.00687923,0.20771182,0.00014324,0.00259146,0.14767611,0.83623057,0.30383712,0.00000000
-4.94947474,1.11575716,0.00768804,0.19786694,0.00018327,0.00230138,0.14361693,0.78775232,0.29081120,0.00000000
-4.94347174,1.05741163,0.00890017,0.18971904,0.00023498,0.00209798,0.14012932,0.74199777,0.27891826,0.00000000
-4.93746873,1.00451970,0.01059210,0.18317091,0.00030091,0.00198163,0.13715159,0.69900664,0.26816537,0.00000000
-4.93146573,0.95705303,0.01285488,0.17815318,0.00038405,0.00195430,0.13463271,0.65878509,0.25856629,0.00000000
-4.92546273,0.91501709,0.01579543,0.17463022,0.00048787,0.00201972,0.13253645,0.62131747,0.25014775,0.00000000
-4.91945973,0.87847213,0.01953770,0.17260497,0.00061629,0.00218365,0.13084498,0.58657854,0.24295527,0.00000000
-4.91345673,0.84755178,0.02422347,0.17212247,0.00077378,0.00245400,0.12956187,0.55454534,0.23705835,0.00000000
-4.90745373,0.82247816,0.03001268,0.17327190,0.00096528,0.00284089,0.12871422,0.52520808,0.23255464,0.00000000
-4.90145073,0.80357256,0.03708327,0.17618698,0.00119620,0.00335678,0.12835391,0.49857948,0.22957272,0.00000000
-4.89544772,0.79126090,0.04563026,0.18104455,0.00147241,0.00401639,0.12855778,0.47470198,0.22827338,0.00000000
-4.88944472,0.78607333,0.05586410,0.18806135,0.00180009,0.00483666,0.12942680,0.45365257,0.22884913,0.00000000
-4.88344172,0.78863775,0.06800813,0.19748884,0.00218572,0.00583660,0.13108415,0.43554498,0.23152187,0.00000000
-4.87743872,0.79966707,0.08229505,0.20960624,0.00263589,0.00703709,0.13367227,0.42052904,0.23653863,0.00000000
-4.87143572,0.81994045,0.09896253,0.22471169,0.00315715,0.00846060,0.13734900,0.40878757,0.24416564,0.00000000
-4.86543272,0.85027908,0.11824778,0.24311196,0.00375586,0.01013080,0.14228288,0.40053064,0.25468059,0.00000000
-4.85942971,0.89151716,0.14038122,0.26511067,0.00443796,0.01207219,0.14864780,0.39598789,0.26836355,0.00000000
-4.85342671,0.94446914,0.16557951,0.29099564,0.00520877,0.01430958,0.15661720,0.39539903,0.28548674,0.00000000
-4.84742371,1.00989462,0.19403791,0.32102558,0.00607273,0.01686759,0.16635801,0.39900328,0.30630351,0.00000000
-4.84142071,1.08846206,0.22592235,0.35541661,0.00703319,0.01977007,0.17802456,0.40702815,0.33103709,0.00000000
-4.83541771,1.18071317,0.26136150,0.39432929,0.00809219,0.02303953,0.19175278,0.41967815,0.35986938,0.00000000
-4.82941471,1.28702936,0.30043909,0.43785652,0.00925024,0.02669657,0.20765481,0.43712407,0.39293043,0.00000000
-4.82341171,1.40760200,0.34318701,0.48601305,0.01050621,0.03075932,0.22581432,0.45949334,0.43028904,0.00000000
-4.81740870,1.54240797,0.38957934,0.53872703,0.01185715,0.03524295,0.24628280,0.48686184,0.47194490,0.00000000
-4.81140570,1.69119186,0.43952782,0.59583412,0.01329829,0.04015921,0.26907690,0.51924770,0.51782275,0.00000000
-4.80540270,1.85345579,0.49287905,0.65707469,0.01482301,0.04551610,0.29417692,0.55660722,0.56776885,0.00000000
-4.79939970,2.02845776,0.54941360,0.72209425,0.01642293,0.05131760,0.32152669,0.59883323,0.62155003,0.00000000
-4.79339670,2.21521878,0.60884721,0.79044732,0.01808810,0.05756346,0.35103470,0.64575569,0.67885546,0.00000000
-4.78739370,2.41253861,0.67083423,0.86160481,0.01980719,0.06424916,0.38257641,0.69714473,0.73930108,0.00000000
-4.78139070,2.61901979,0.73497305,0.93496459,0.02156778,0.07136592,0.41599775,0.75271564,0.80243665,0.00000000
-4.77538769,2.83309865,0.80081358,1.00986504,0.02335679,0.07890072,0.45111954,0.81213559,0.86775513,0.00000000
-4.76938469,3.05308205,0.86786626,1.08560087,0.02516079,0.08683646,0.48774251,0.87503167,0.93470390,0.00000000
-4.76338169,3.27718814,0.93561232,1.16144068,0.02696648,0.09515209,0.52565283,0.94099963,1.00269755,0.00000000
-4.75737869,3.50358879,1.00351487,1.23664539,0.02876110,0.10382270,0.56462754,1.00961286,1.07113141,0.00000000
-4.75137569,3.73045194,1.07103012,1.31048666,0.03053282,0.11281961,0.60443988,1.08043100,1.13939534,0.00000000
-4.74537269,3.95598131,1.13761835,1.38226451,0.03227114,0.12211039,0.64486389,1.15300775,1.20688719,0.00000000
-4.73936968,4.17845181,1.20275400,1.45132320,0.03396716,0.13165875,0.68567817,1.22689724,1.27302509,0.00000000
-4.73336668,4.39623859,1.26593449,1.51706462,0.03561380,0.14142444,0.72666854,1.30165880,1.33725837,0.00000000
-4.72736368,4.60783884,1.32668734,1.57895878,0.03720590,0.15136293,0.76762940,1.37685991,1.39907625,0.00000000
-4.72136068,4.81188513,1.38457536,1.63655066,0.03874026,0.16142516,0.80836373,1.45207717,1.45801445,0.00000000
-4.71535768,5.00715056,1.43919989,1.68946362,0.04021550,0.17155713,0.84868181,1.52689550,1.51365919,0.00000000
-4.70935468,5.19254593,1.49020194,1.73739912,0.04163182,0.18169963,0.88839877,1.60090593,1.56564884,0.00000000
-4.70335168,5.36711005,1.53726166,1.78013325,0.04299076,0.19178794,0.92733123,1.67370241,1.61367326,0.00000000
-4.69734867,5.52999492,1.58009632,1.81751040,0.04429471,0.20175176,0.96529335,1.74487809,1.65747138,0.00000000
-4.69134567,5.68044775,1.61845734,1.84943502,0.04554652,0.21151523,1.00209279,1.81402209,1.69682718,0.00000000
-4.68534267,5.81779212,1.65212681,1.87586194,0.04674898,0.22099738,1.03752691,1.88071710,1.73156500,0.00000000
-4.67933967,5.94141078,1.68091410,1.89678651,0.04790437,0.23011279,1.07137980,1.94453884,1.76154450,0.00000000
-4.67333667,6.05073237,1.70465318,1.91223511,0.04901401,0.23877265,1.10342057,2.00505774,1.78665609,0.00000000
-4.66733367,6.14522402,1.72320092,1.92225711,0.05007787,0.24688628,1.13340326,2.06184355,1.80681727,0.00000000
-4.66133067,6.22439149,1.73643701,1.92691878,0.05109433,0.25436302,1.16106873,2.11447299,1.82197050,0.00000000
-4.65532766,6.28778769,1.74426551,1.92629967,0.05206002,0.26111439,1.18614869,2.16254048,1.83208275,0.00000000
-4.64932466,6.33502968,1.74661823,1.92049184,0.05296977,0.26705675,1.20837198,2.20567187,1.83714710,0.00000000
-4.64332166,6.36582372,1.74345983,1.90960177,0.05381682,0.27211399,1.22747281,2.24354047,1.83718626,0.00000000
