energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.81990995,9.22203651,0.04058521,1.56644341,0.36092824,0.26998235,3.17250823,4.53557116,0.08926971,2.10991079
-5.81390695,9.24498913,0.04156708,1.54036524,0.35902599,0.27358099,3.13908335,4.57215882,0.08765251,2.14188403
-5.80790395,9.28052396,0.04259686,1.51363778,0.35825447,0.27801008,3.11018622,4.61418809,0.08610258,2.18128103
-5.80190095,9.33189739,0.04370282,1.48672507,0.35880369,0.28339208,3.08693755,4.66300005,0.08467557,2.22924614
-5.79589795,9.40226009,0.04491455,1.46005907,0.36085580,0.28985250,3.07039572,4.71987421,0.08342803,2.28692562
-5.78989495,9.49457706,0.04626212,1.43403198,0.36457967,0.29751658,3.06152106,4.78599898,0.08241637,2.35543364
-5.78389195,9.61155288,0.04777518,1.40899116,0.37012559,0.30650552,3.06114421,4.86244518,0.08169582,2.43581669
-5.77788894,9.75556268,0.04948201,1.38523621,0.37762028,0.31693244,3.06993927,4.95014236,0.08131927,2.52901704
-5.77188594,9.92858933,0.05140859,1.36301803,0.38716217,0.32889798,3.08840168,5.04985817,0.08133615,2.63583630
-5.76588294,10.13216690,0.05357765,1.34253949,0.39881722,0.34248578,3.11683126,5.16218035,0.08179130,2.75689963
-5.75987994,10.36733035,0.05600774,1.32395708,0.41261524,0.35775780,3.15532009,5.28750116,0.08272379,2.89262168
-5.75387694,10.63457152,0.05871241,1.30738327,0.42854673,0.37474981,3.20374506,5.42600408,0.08416577,3.04317506
-5.74787394,10.93380151,0.06169941,1.29288895,0.44656056,0.39346684,3.26176497,5.57765230,0.08614137,3.20846234
-5.74187094,11.26431952,0.06497005,1.28050570,0.46656220,0.41387918,3.32882161,5.74217914,0.08866552,3.38809247
-5.73586793,11.62478894,0.06851862,1.27022751,0.48841289,0.43591871,3.40414490,5.91908019,0.09174303,3.58136246
-5.72986493,12.01322124,0.07233203,1.26201192,0.51192953,0.45947596,3.48676161,6.10760728,0.09536761,3.78724541
-5.72386193,12.42696885,0.07638958,1.25578037,0.53688562,0.48439804,3.57550761,6.30676470,0.09952113,4.00438546
-5.71785893,12.86272828,0.08066288,1.25141808,0.56301303,0.51048759,3.66904362,6.51530782,0.10417306,4.23110049
-5.71185593,13.31655484,0.08511605,1.24877345,0.59000488,0.53750289,3.76587427,6.73174484,0.10928016,4.46539316
-5.70585293,13.78389049,0.08970609,1.24765747,0.61751939,0.56515933,3.86437059,6.95434204,0.11478644,4.70497051
-5.69984992,14.25960589,0.09438338,1.24784332,0.64518486,0.59313232,3.96279576,7.18113328,0.12062354,4.94727242
-5.69384692,14.73805784,0.09909254,1.24906679,0.67260561,0.62106166,4.05933401,7.40993419,0.12671140,5.18950868
-5.68784392,15.21316239,0.10377336,1.25102752,0.69936890,0.64855744,4.15212249,7.63836161,0.13295941,5.42870430
-5.68184092,15.67848357,0.10836198,1.25339175,0.72505275,0.67520728,4.23928564,7.86385843,0.13926792,5.66175219
-5.67583792,16.12733703,0.11279219,1.25579645,0.74923444,0.70058494,4.31897164,8.08372408,0.14553021,5.88547220
-5.66983492,16.55290679,0.11699687,1.25785523,0.77149958,0.72425995,4.38939006,8.29515054,0.15163473,6.09667513
-5.66383192,16.94837281,0.12090952,1.25916571,0.79145138,0.74580801,4.44884992,8.49526336,0.15746772,6.29222981
-5.65782891,17.30704630,0.12446582,1.25931845,0.80871994,0.76482192,4.49579708,8.68116719,0.16291602,6.46913158
-5.65182591,17.62250896,0.12760516,1.25790700,0.82297129,0.78092255,4.52884982,8.84999487,0.16787000,6.62456979
-5.64582291,17.88875193,0.13027217,1.25453876,0.83391565,0.79376942,4.54683133,8.99895898,0.17222654,6.75599242
-5.63981991,18.10031005,0.13241804,1.24884609,0.84131489,0.80307063,4.54879810,9.12540466,0.17589185,6.86116536
-5.63381691,18.25238688,0.13400178,1.24049730,0.84498859,0.80859155,4.53406286,9.22686219,0.17878412,6.93822464
-5.62781391,18.34096612,0.13499122,1.22920686,0.84481870,0.81016203,4.50221132,9.30109796,0.18083581,6.98571953
-5.62181091,18.36290571,0.13536377,1.21474445,0.84075243,0.80768165,4.45311189,9.34616248,0.18199552,7.00264527
-5.61580790,18.31601119,0.13510692,1.19694230,0.83280326,0.80112305,4.38691794,9.36043386,0.18222931,6.98846415
-5.60980490,18.19908612,0.13421849,1.17570054,0.82105017,0.79053285,4.30406246,9.34265570,0.18152152,6.94311444
-5.60380190,18.01195783,0.13270653,1.15099034,0.80563490,0.77603037,4.20524527,9.29196823,0.17987490,6.86700708
-5.59779890,17.75547818,0.13058900,1.12285463,0.78675747,0.75780413,4.09141328,9.20793181,0.17731025,6.76101025
-5.59179590,17.43149966,0.12789318,1.09140655,0.76467023,0.73610621,3.96373463,9.09054213,0.17386538,6.62642286
-5.58579290,17.04282820,0.12465480,1.05682554,0.73967048,0.71124477,3.82356764,8.94023669,0.16959363,6.46493805
-5.57978989,16.59315484,0.12091708,1.01935153,0.71209221,0.68357518,3.67242586,8.75789233,0.16456196,6.27859828
-5.57378689,16.08696909,0.11672953,0.97927747,0.68229710,0.65348982,3.51194059,8.54481385,0.15884865,6.06974367
-5.56778389,15.52945716,0.11214665,0.93694042,0.65066531,0.62140739,3.34382216,8.30271393,0.15254082,5.84095570
-5.56178089,14.92638860,0.10722668,0.89271193,0.61758621,0.58776176,3.16982134,8.03368481,0.14573180,5.59499808
-5.55577789,14.28399505,0.10203017,0.84698783,0.58344957,0.55299109,2.99169221,7.74016232,0.13851852,5.33475675
-5.54977489,13.60884466,0.09661877,0.80017801,0.54863735,0.51752741,2.81115748,7.42488307,0.13099896,5.06318084
-5.54377189,12.90771560,0.09105390,0.75269656,0.51351639,0.48178714,2.62987731,7.09083575,0.12326980,4.78322605
-5.53776888,12.18747174,0.08539571,0.70495249,0.47843212,0.44616270,2.44942213,6.74120761,0.11542434,4.49780196
-5.53176588,11.45494335,0.07970198,0.65734144,0.44370347,0.41101558,2.27125008,6.37932738,0.10755067,4.20972418
-5.52576288,10.71681520,0.07402730,0.61023836,0.40961899,0.37667080,2.09668924,6.00860589,0.09973023,3.92167227
-5.51975988,9.97952402,0.06842237,0.56399159,0.37643414,0.34341302,1.92692462,5.63247588,0.09203675,3.63615383
-5.51375688,9.24916695,0.06293338,0.51891805,0.34436975,0.31148413,1.76298987,5.25433240,0.08453546,3.35547513
-5.50775388,8.53142227,0.05760164,0.47529986,0.31361149,0.28108234,1.60576329,4.87747535,0.07728269,3.08171839
-5.50175088,7.83148330,0.05246333,0.43338206,0.28431040,0.25236258,1.45596777,4.50505553,0.07032581,2.81672536
-5.49574787,7.15400612,0.04754934,0.39337165,0.25658401,0.22543804,1.31417429,4.14002568,0.06370334,2.56208733
-5.48974487,6.50307136,0.04288534,0.35543755,0.23051829,0.20038279,1.18080824,3.78509771,0.05744538,2.31914080
-5.48374187,5.88216021,0.03849190,0.31971154,0.20616998,0.17723501,1.05615826,3.44270716,0.05157418,2.08896866
-5.47773887,5.29414439,0.03438470,0.28629003,0.18356936,0.15600092,0.94038700,3.11498585,0.04610482,1.87240626
-5.47173587,4.74128958,0.03057490,0.25523647,0.16272319,0.13665902,0.83354326,2.80374321,0.04104605,1.67005182
-5.46573287,4.22527161,0.02706955,0.22658422,0.14361785,0.11916446,0.73557528,2.51045652,0.03640111,1.48228067
-5.45972986,3.74720436,0.02387204,0.20033995,0.12622246,0.10345354,0.64634452,2.23627018,0.03216865,1.30926268
-5.45372686,3.30767813,0.02098262,0.17648722,0.11049199,0.08944798,0.56563987,1.98200349,0.02834355,1.15098231
-5.44772386,2.90680687,0.01839898,0.15499030,0.09637030,0.07705902,0.49319172,1.74816637,0.02491781,1.00726061
-5.44172086,2.54428270,0.01611680,0.13579797,0.08379299,0.06619121,0.42868585,1.53498198,0.02188136,0.87777865
-5.43571786,2.21943559,0.01413033,0.11884735,0.07269009,0.05674582,0.37177667,1.34241514,0.01922275,0.76210164
-5.42971486,1.93129637,0.01243290,0.10406761,0.06298853,0.04862379,0.32209981,1.17020520,0.01692987,0.65970312
-5.42371186,1.67866082,0.01101750,0.09138338,0.05461439,0.04172833,0.27928363,1.01790181,0.01499053,0.56998874
-5.41770885,1.46015278,0.00987720,0.08071791,0.04749481,0.03596699,0.24295968,0.88490210,0.01339294,0.49231886
-5.41170585,1.27428434,0.00900557,0.07199583,0.04155973,0.03125337,0.21277171,0.77048785,0.01212613,0.42602959
-5.40570285,1.11951112,0.00839702,0.06514548,0.03674320,0.02750833,0.18838321,0.67386104,0.01118027,0.37045165
-5.39969985,0.99428110,0.00804703,0.06010067,0.03298443,0.02466091,0.16948343,0.59417678,0.01054686,0.32492681
-5.39369685,0.89707558,0.00795226,0.05680188,0.03022854,0.02264876,0.15579149,0.53057227,0.01021883,0.28882139
-5.38769385,0.82644123,0.00811065,0.05519696,0.02842684,0.02141832,0.14705885,0.48219106,0.01019054,0.26153670
-5.38169085,0.78101260,0.00852126,0.05524106,0.02753690,0.02092463,0.14306987,0.44820197,0.01045763,0.24251635
-5.37568784,0.75952476,0.00918417,0.05689603,0.02752217,0.02113089,0.14364061,0.42781240,0.01101684,0.23125024
-5.36968484,0.76081624,0.01010013,0.06012925,0.02835131,0.02200782,0.14861593,0.42027574,0.01186565,0.22727550
-5.36368184,0.78382263,0.01127019,0.06491181,0.02999724,0.02353276,0.15786500,0.42489329,0.01300190,0.23017448
-5.35767884,0.82756191,0.01269526,0.07121632,0.03243587,0.02568865,0.17127540,0.44101096,0.01442325,0.23957016
-5.35167584,0.89111246,0.01437557,0.07901422,0.03564466,0.02846284,0.18874611,0.46801140,0.01612669,0.25511925
-5.34567284,0.97358545,0.01631007,0.08827289,0.03960097,0.03184592,0.21017965,0.50530229,0.01810787,0.27650367
-5.33966983,1.07409308,0.01849589,0.09895255,0.04428032,0.03583041,0.23547367,0.55230191,0.02036058,0.30342059
-5.33366683,1.19171467,0.02092774,0.11100311,0.04965470,0.04040944,0.26451250,0.60842276,0.02287605,0.33557198
-5.32766383,1.32546246,0.02359735,0.12436126,0.05569086,0.04557559,0.29715877,0.67305449,0.02564243,0.37265389
-5.32166083,1.47424904,0.02649300,0.13894769,0.06234876,0.05131962,0.33324585,0.74554716,0.02864428,0.41434626
-5.31565783,1.63685822,0.02959919,0.15466486,0.06958032,0.05762943,0.37257109,0.82519588,0.03186212,0.46030362
-5.30965483,1.81192116,0.03289628,0.17139528,0.07732837,0.06448906,0.41489051,0.91122777,0.03527216,0.51014729
-5.30365183,1.99789893,0.03636042,0.18900045,0.08552601,0.07187783,0.45991501,1.00279214,0.03884608,0.56345928
-5.29764882,2.19307293,0.03996356,0.20732066,0.09409646,0.07976964,0.50730840,1.09895446,0.04255109,0.61977845
-5.29164582,2.39554381,0.04367362,0.22617559,0.10295321,0.08813241,0.55668736,1.19869481,0.04635002,0.67859885
-5.28564282,2.60323916,0.04745482,0.24536574,0.11200078,0.09692765,0.60762339,1.30091083,0.05020171,0.73937043
-5.27963982,2.81393021,0.05126819,0.26467485,0.12113583,0.10611016,0.65964656,1.40442549,0.05406151,0.80150218
-5.27363682,3.02525685,0.05507220,0.28387301,0.13024875,0.11562789,0.71225119,1.50799934,0.05788193,0.86436729
-5.26763382,3.23476019,0.05882347,0.30272063,0.13922564,0.12542192,0.76490295,1.61034698,0.06161353,0.92731036
-5.26163082,3.43992150,0.06247769,0.32097297,0.14795045,0.13542646,0.81704721,1.71015709,0.06520587,0.98965612
-5.25562781,3.63820612,0.06599045,0.33838509,0.15630752,0.14556912,0.86811832,1.80611535,0.06860853,1.05071935
-5.24962481,3.82711036,0.06931820,0.35471718,0.16418409,0.15577111,0.91754941,1.89692928,0.07177230,1.10981554
-5.24362181,4.00421002,0.07241919,0.36973994,0.17147285,0.16594766,0.96478236,1.98135416,0.07465030,1.16627194
-5.23761881,4.16720824,0.07525431,0.38323980,0.17807438,0.17600855,1.00927745,2.05821886,0.07719912,1.21943847
-5.23161581,4.31398135,0.07778791,0.39502398,0.18389944,0.18585871,1.05052267,2.12645075,0.07937989,1.26869817
-5.22561281,4.44262074,0.07998854,0.40492490,0.18887091,0.19539903,1.08804209,2.18509858,0.08115928,1.31347694
-5.21960980,4.55146972,0.08182946,0.41280402,0.19292538,0.20452737,1.12140335,2.23335264,0.08251028,1.35325220
-5.21360680,4.63915404,0.08328916,0.41855497,0.19601443,0.21313973,1.15022401,2.27056138,0.08341294,1.38756051
-5.20760380,4.70460554,0.08435162,0.42210567,0.19810532,0.22113167,1.17417686,2.29624402,0.08385478,1.41600388
-5.20160080,4.74707834,0.08500650,0.42341963,0.19918140,0.22839995,1.19299409,2.31009886,0.08383111,1.43825496
-5.19559780,4.76615763,0.08524911,0.42249626,0.19924203,0.23484440,1.20647045,2.31200694,0.08334501,1.45406099
-5.18959480,4.76176129,0.08508040,0.41937030,0.19830215,0.24037005,1.21446561,2.30203136,0.08240724,1.46324680
-5.18359180,4.73413471,0.08450664,0.41411036,0.19639151,0.24488940,1.21690573,2.28041227,0.08103581,1.46571682
-5.17758879,4.68383963,0.08353920,0.40681674,0.19355367,0.24832479,1.21378443,2.24755794,0.07925547,1.46145630
-5.17158579,4.61173774,0.08219412,0.39761859,0.18984481,0.25061094,1.20516337,2.20403248,0.07709692,1.45053184
-5.16558279,4.51897000,0.08049168,0.38667063,0.18533245,0.25169734,1.19117236,2.15054070,0.07459605,1.43309126
-5.15957979,4.40693248,0.07845593,0.37414943,0.18009414,0.25155065,1.17200928,2.08791070,0.07179296,1.40936294
-5.15357679,4.27724980,0.07611420,0.36024959,0.17421614,0.25015677,1.14793958,2.01707501,0.06873093,1.37965448
-5.14757379,4.13174678,0.07349653,0.34517985,0.16779226,0.24752270,1.11929554,1.93905071,0.06545547,1.34435074
-5.14157079,3.97241918,0.07063520,0.32915920,0.16092281,0.24367792,1.08647511,1.85491931,0.06201328,1.30391120
-5.13556778,3.80140411,0.06756418,0.31241337,0.15371367,0.23867533,1.04994032,1.76580677,0.05845129,1.25886654
-5.12956478,3.62095072,0.06431860,0.29517145,0.14627561,0.23259164,1.01021515,1.67286435,0.05481581,1.20981430
-5.12356178,3.43339149,0.06093426,0.27766298,0.13872375,0.22552722,0.96788280,1.57725049,0.05115174,1.15741373
-5.11755878,3.24111465,0.05744710,0.26011550,0.13117722,0.21760532,0.92358227,1.48011417,0.04750193,1.10237971
-5.11155578,3.04653796,0.05389270,0.24275246,0.12375897,0.20897076,0.87800434,1.38257998,0.04390661,1.04547578
-5.10555278,2.85208413,0.05030584,0.22579167,0.11659567,0.19978819,0.83188672,1.28573502,0.04040303,0.98750639
-5.09954977,2.66015799,0.04671999,0.20944418,0.10981773,0.19023974,0.78600870,1.19061776,0.03702516,0.92930844
-5.09354677,2.47312569,0.04316688,0.19391352,0.10355932,0.18052249,0.74118504,1.09820894,0.03380359,0.87174236
-5.08754377,2.29329581,0.03967613,0.17939533,0.09795837,0.17084559,0.69825933,1.00942432,0.03076546,0.81568279
-5.08154077,2.12290241,0.03627484,0.16607716,0.09315646,0.16142720,0.65809680,0.92510938,0.02793452,0.76200901
-5.07553777,1.96408991,0.03298729,0.15413852,0.08929850,0.15249138,0.62157657,0.84603560,0.02533133,0.71159546
-5.06953477,1.81889940,0.02983471,0.14375093,0.08653228,0.14426490,0.58958334,0.77289827,0.02297342,0.66530214
-5.06353177,1.68925605,0.02683504,0.13507789,0.08500749,0.13697420,0.56299840,0.70631550,0.02087557,0.62396528
-5.05752876,1.57695719,0.02400287,0.12827473,0.08487452,0.13084223,0.54268988,0.64682809,0.01905004,0.58838796
-5.05152576,1.48366019,0.02134936,0.12348809,0.08628268,0.12608550,0.52950210,0.59490002,0.01750684,0.55933082
-5.04552276,1.41086972,0.01888226,0.12085501,0.08937787,0.12291107,0.52424368,0.55091914,0.01625395,0.53750269
-5.03951976,1.35992359,0.01660608,0.12050160,0.09429974,0.12151356,0.52767451,0.51519776,0.01529754,0.52355086
-5.03351676,1.33197650,0.01452221,0.12254098,0.10117816,0.12207209,0.54049115,0.48797277,0.01464204,0.51805100
-5.02751376,1.32798127,0.01262917,0.12707081,0.11012918,0.12474717,0.56331069,0.46940517,0.01429021,0.52149647
-5.02151076,1.34866724,0.01092292,0.13417005,0.12125043,0.12967730,0.59665315,0.45957858,0.01424317,0.53428696
-5.01550775,1.39451587,0.00939718,0.14389531,0.13461609,0.13697557,0.64092254,0.45849689,0.01450021,0.55671643
-5.00950475,1.46573379,0.00804376,0.15627658,0.15027158,0.14672598,0.69638678,0.46608086,0.01505866,0.58896056
-5.00350175,1.56222418,0.00685297,0.17131280,0.16822816,0.15897965,0.76315732,0.48216395,0.01591363,0.63106386
-4.99749875,1.68355752,0.00581393,0.18896724,0.18845761,0.17375103,0.84116884,0.50648756,0.01705774,0.68292696
-4.99149575,1.82894334,0.00491499,0.20916295,0.21088743,0.19101420,0.93016016,0.53869615,0.01848072,0.74429463
-4.98549275,1.99720482,0.00414399,0.23177871,0.23539664,0.21069941,1.02965739,0.57833267,0.02016914,0.81474515
-4.97948974,2.18675847,0.00348864,0.25664560,0.26181264,0.23269019,1.13896042,0.62483502,0.02210603,0.89368214
-4.97348674,2.39560119,0.00293670,0.28354459,0.28990941,0.25682111,1.25713408,0.67753409,0.02427065,0.98032936
-4.96748374,2.62130705,0.00247629,0.31220546,0.31940728,0.28287657,1.38300514,0.73565409,0.02663829,1.07372980
-4.96148074,2.86103605,0.00209603,0.34230726,0.34997452,0.31059083,1.51516626,0.79831583,0.02918015,1.17274955
-4.95547774,3.11155658,0.00178517,0.37348064,0.38123103,0.33964955,1.65198774,0.86454352,0.03186346,1.27608748
-4.94947474,3.36928316,0.00153375,0.40531204,0.41275402,0.36969286,1.79163786,0.93327547,0.03465165,1.38229109
-4.94347174,3.63033002,0.00133263,0.43735000,0.44408588,0.40032043,1.93211179,1.00337894,0.03750476,1.48977883
-4.93746873,3.89058051,0.00117352,0.46911343,0.47474397,0.43109818,2.07126925,1.07366931,0.04038001,1.59686891
-4.93146573,4.14577150,0.00104904,0.50010176,0.50423220,0.46156697,2.20688003,1.14293310,0.04323254,1.70181421
-4.92546273,4.39159084,0.00095266,0.52980671,0.53205403,0.49125278,2.33667645,1.20995471,0.04601638,1.80284249
-4.91945973,4.62378534,0.00087868,0.55772537,0.55772646,0.51967850,2.45841120,1.27354583,0.04868545,1.89820088
-4.91345673,4.83827561,0.00082225,0.58337403,0.58079449,0.54637665,2.56991855,1.33257692,0.05119481,1.98620312
-4.90745373,5.03127374,0.00077922,0.60630245,0.60084556,0.57090285,2.66917681,1.38600937,0.05350186,2.06527797
-4.90145073,5.19939911,0.00074617,0.62610773,0.61752320,0.59284941,2.75436949,1.43292717,0.05556763,2.13401686
-4.89544772,5.33978746,0.00072033,0.64244751,0.63053946,0.61185850,2.82394259,1.47256674,0.05735803,2.19121870
-4.88944472,5.45018835,0.00069950,0.65505154,0.63968551,0.62763440,2.87665551,1.50434357,0.05884500,2.23592998
-4.88344172,5.52904633,0.00068204,0.66373140,0.64483981,0.63995420,2.91162327,1.52787429,0.06000751,2.26747825
-4.87743872,5.57556179,0.00066677,0.66838769,0.64597363,0.64867632,2.92834793,1.54299308,0.06083242,2.28549725
-4.87143572,5.58972810,0.00065299,0.66901437,0.64315341,0.65374669,2.92673771,1.54976146,0.06131498,2.28994244
-4.86543272,5.57234285,0.00064037,0.66570000,0.63654008,0.65520182,2.90711266,1.54847077,0.06145920,2.28109592
-4.85942971,5.52499171,0.00062897,0.65862572,0.62638505,0.65316888,2.87019652,1.53963690,0.06127782,2.25956029
-4.85342671,5.45000517,0.00061917,0.64806005,0.61302323,0.64786243,2.81709476,1.52398731,0.06079203,2.22624144
-4.84742371,5.35038922,0.00061167,0.63435055,0.59686331,0.63957797,2.74925981,1.50244066,0.06003080,2.18232077
-4.84142071,5.22973251,0.00060746,0.61791283,0.57837559,0.62868239,2.66844474,1.47607964,0.05903002,2.12921790
-4.83541771,5.09209328,0.00060778,0.59921719,0.55807802,0.61560184,2.57664727,1.44611791,0.05783132,2.06854522
-4.82941471,4.94187080,0.00061416,0.57877348,0.53652095,0.60080718,2.47604652,1.41386259,0.05648069,2.00205613
-4.82341171,4.78366607,0.00062834,0.55711480,0.51427118,0.58479795,2.36893506,1.38067352,0.05502693,1.93158904
-4.81740870,4.62213753,0.00065230,0.53478067,0.49189606,0.56808515,2.25764898,1.34792094,0.05352004,1.85900928
-4.81140570,4.46185744,0.00068823,0.51230037,0.46994803,0.55117384,2.14449886,1.31694331,0.05200948,1.78615141
-4.80540270,4.30717440,0.00073850,0.49017703,0.44895039,0.53454604,2.03170420,1.28900682,0.05054261,1.71476400
-4.79939970,4.16208745,0.00080567,0.46887315,0.42938461,0.51864482,1.92133379,1.26526809,0.04916311,1.64645899
-4.79339670,4.03013617,0.00089247,0.44879804,0.41167967,0.50386015,1.81525405,1.24674167,0.04790960,1.58266768
-4.78739370,3.91431082,0.00100171,0.43029758,0.39620354,0.49051707,1.71508694,1.23427322,0.04681448,1.52460454
-4.78139070,3.81698512,0.00113632,0.41364663,0.38325725,0.47886672,1.62217861,1.22851949,0.04590309,1.47324028
-4.77538769,3.73987379,0.00129926,0.39904433,0.37307123,0.46908044,1.53757940,1.22993560,0.04519301,1.42928468
-4.76938469,3.68401538,0.00149346,0.38661224,0.36580417,0.46124732,1.46203525,1.23876991,0.04469385,1.39317953
-4.76338169,3.64977995,0.00172181,0.37639539,0.36154406,0.45537509,1.39599014,1.25506644,0.04440722,1.36510151
-4.75737869,3.63690041,0.00198703,0.36836598,0.36031129,0.45139420,1.33959874,1.27867441,0.04432708,1.34497437
-4.75137569,3.64452485,0.00229165,0.36242949,0.36206336,0.44916507,1.29274810,1.30926425,0.04444034,1.33248955
-4.74537269,3.67128687,0.00263788,0.35843278,0.36670103,0.44848782,1.25508673,1.34634907,0.04472773,1.32713393
-4.73936968,3.71539001,0.00302754,0.35617389,0.37407542,0.44911418,1.22605955,1.38931054,0.04516484,1.32822309
-4.73336668,3.77470198,0.00346202,0.35541288,0.38399571,0.45076093,1.20494675,1.43742769,0.04572336,1.33493873
-4.72736368,3.84685431,0.00394212,0.35588338,0.39623717,0.45312417,1.19090485,1.48990738,0.04637235,1.34636815
-4.72136068,3.92934280,0.00446803,0.35730429,0.41054905,0.45589386,1.18300801,1.54591489,0.04707963,1.36154425
-4.71535768,4.01962447,0.00503921,0.35939114,0.42666216,0.45876781,1.18028811,1.60460327,0.04781302,1.37948434
-4.70935468,4.11520718,0.00565437,0.36186676,0.44429586,0.46146464,1.18177204,1.66514028,0.04854164,1.39922624
-4.70335168,4.21372841,0.00631141,0.36447078,0.46316422,0.46373513,1.18651503,1.72673172,0.04923693,1.41986026
-4.69734867,4.31302068,0.00700736,0.36696781,0.48298138,0.46537135,1.19362914,1.78864033,0.04987363,1.44055623
-4.69134567,4.41116164,0.00773840,0.36915395,0.50346585,0.46621351,1.20230617,1.85019981,0.05043044,1.46058457
-4.68534267,4.50650799,0.00849981,0.37086151,0.52434391,0.46615407,1.21183474,1.91082361,0.05089048,1.47933114
-4.67933967,4.59771301,0.00928609,0.37196204,0.54535199,0.46513922,1.22161147,1.97000853,0.05124160,1.49630574
-4.67333667,4.68372858,0.01009089,0.37236745,0.56623826,0.46316777,1.23114647,2.02733369,0.05147631,1.51114438
-4.66733367,4.76379331,0.01090716,0.37202964,0.58676342,0.46028764,1.24006365,2.08245535,0.05159161,1.52360590
-4.66133067,4.83740888,0.01172721,0.37093848,0.60670091,0.45659038,1.24809636,2.13509857,0.05158857,1.53356363
-4.65532766,4.90430753,0.01254280,0.36911867,0.62583669,0.45220400,1.25507933,2.18504689,0.05147179,1.54099305
-4.64932466,4.96441378,0.01334527,0.36662558,0.64396865,0.44728479,1.26093766,2.23213106,0.05124873,1.54595654
-4.64332166,5.01780362,0.01412572,0.36354036,0.66090601,0.44200857,1.26567383,2.27621821,0.05092899,1.54858633
